"topic","term","beta"
1,"ahead",4.01959988429857e-05
2,"ahead",5.46811732173801e-07
3,"ahead",0.00361012323643256
4,"ahead",0.000920671148093714
5,"ahead",0.000157638794982155
6,"ahead",1.03401602518036e-06
7,"ahead",8.47354939189573e-07
8,"ahead",0.000132572155071544
9,"ahead",0.00016370012052541
10,"ahead",1.10512745987558e-06
11,"ahead",0.00236875407861956
12,"ahead",8.38017150859009e-07
13,"ahead",5.87833147088198e-07
14,"ahead",1.02738705677238e-06
15,"ahead",0.000945465205699467
16,"ahead",1.17113434901912e-06
17,"ahead",1.43298707588956e-06
18,"ahead",7.00769374696479e-07
19,"ahead",8.94523992475265e-07
20,"ahead",0.000154944687112269
21,"ahead",1.05599631668485e-06
22,"ahead",9.01085176878515e-07
23,"ahead",0.000560957183543029
24,"ahead",0.00261079868828199
25,"ahead",1.0832675248312e-06
26,"ahead",0.00521718414229627
27,"ahead",6.92644050914879e-07
28,"ahead",5.96913034815163e-05
29,"ahead",0.00187636630180332
30,"ahead",9.75426090501983e-07
31,"ahead",8.1663118404172e-07
32,"ahead",7.32196817433314e-07
33,"ahead",1.1420585917587e-05
1,"approv",0.0102389455092006
2,"approv",5.46811732173801e-07
3,"approv",1.03412295515112e-06
4,"approv",7.30111933460519e-07
5,"approv",1.56891691688401e-05
6,"approv",1.03401602518036e-06
7,"approv",8.47354939189573e-07
8,"approv",2.55263155727817e-05
9,"approv",9.57310646347429e-07
10,"approv",1.10512745987558e-06
11,"approv",1.20180318549952e-06
12,"approv",2.59785316766293e-05
13,"approv",5.87833147088198e-07
14,"approv",1.02738705677238e-06
15,"approv",0.00193886362168054
16,"approv",1.28824778392103e-05
17,"approv",0.00013040182390595
18,"approv",0.00116397793137085
19,"approv",8.94523992475265e-07
20,"approv",1.18278387108602e-06
21,"approv",1.05599631668485e-06
22,"approv",9.01085176878515e-07
23,"approv",9.82411880110384e-07
24,"approv",9.15748399958609e-07
25,"approv",1.19159427731432e-05
26,"approv",9.60630480997289e-07
27,"approv",6.92644050914879e-07
28,"approv",0.00227079170005036
29,"approv",8.6032384310102e-07
30,"approv",9.75426090501983e-07
31,"approv",8.98294302445893e-06
32,"approv",7.32196817433314e-07
33,"approv",1.038235083417e-06
1,"avail",7.88156840058544e-07
2,"avail",5.46811732173801e-07
3,"avail",1.03412295515112e-06
4,"avail",7.30111933460519e-07
5,"avail",7.47103293754292e-07
6,"avail",1.03401602518036e-06
7,"avail",0.000568575164196203
8,"avail",8.23429534605862e-07
9,"avail",6.79690558906674e-05
10,"avail",7.84640496511665e-05
11,"avail",1.20180318549952e-06
12,"avail",0.000646111223312296
13,"avail",5.87833147088198e-07
14,"avail",0.00474755558934518
15,"avail",7.64152627677747e-06
16,"avail",0.00123086220081909
17,"avail",0.00269544868974827
18,"avail",0.00173860881862197
19,"avail",8.94523992475265e-07
20,"avail",0.00140869559046345
21,"avail",1.05599631668485e-06
22,"avail",9.91193694566367e-06
23,"avail",9.82411880110384e-07
24,"avail",9.15748399958609e-07
25,"avail",0.00459413757280912
26,"avail",0.00414127800357931
27,"avail",6.92644050914879e-07
28,"avail",8.40722584246709e-07
29,"avail",8.6032384310102e-07
30,"avail",0.00010827229604572
31,"avail",8.1663118404172e-07
32,"avail",7.32196817433314e-07
33,"avail",0.00143380265019887
1,"bank",7.88156840058544e-07
2,"bank",5.46811732173801e-07
3,"bank",1.03412295515112e-06
4,"bank",8.03123126806571e-06
5,"bank",7.47103293754292e-07
6,"bank",1.03401602518036e-06
7,"bank",8.47354939189573e-07
8,"bank",8.23429534605862e-07
9,"bank",9.57310646347429e-07
10,"bank",1.10512745987558e-06
11,"bank",1.32198350404948e-05
12,"bank",8.38017150859009e-07
13,"bank",6.46616461797018e-06
14,"bank",1.02738705677238e-06
15,"bank",6.9468420697977e-07
16,"bank",1.17113434901912e-06
17,"bank",1.57628578347852e-05
18,"bank",7.70846312166127e-06
19,"bank",8.94523992475265e-07
20,"bank",1.18278387108602e-06
21,"bank",1.05599631668485e-06
22,"bank",9.01085176878515e-07
23,"bank",9.82411880110384e-07
24,"bank",1.00732323995447e-05
25,"bank",1.19159427731432e-05
26,"bank",9.60630480997289e-07
27,"bank",6.92644050914879e-07
28,"bank",8.40722584246709e-07
29,"bank",8.6032384310102e-07
30,"bank",0.20136793754932
31,"bank",8.1663118404172e-07
32,"bank",7.32196817433314e-07
33,"bank",3.21852875859269e-05
1,"committe",7.88156840058544e-07
2,"committe",5.46811732173801e-07
3,"committe",0.0622552360230527
4,"committe",8.03123126806571e-06
5,"committe",7.47103293754292e-07
6,"committe",1.03401602518036e-06
7,"committe",8.47354939189573e-07
8,"committe",8.23429534605862e-07
9,"committe",9.57310646347429e-07
10,"committe",1.10512745987558e-06
11,"committe",1.20180318549952e-06
12,"committe",8.38017150859009e-07
13,"committe",5.87833147088198e-07
14,"committe",1.02738705677238e-06
15,"committe",7.64152627677747e-06
16,"committe",1.17113434901912e-06
17,"committe",0.0289477719200451
18,"committe",7.00769374696479e-07
19,"committe",8.94523992475265e-07
20,"committe",1.30106225819462e-05
21,"committe",1.05599631668485e-06
22,"committe",9.01085176878515e-07
23,"committe",9.82411880110384e-07
24,"committe",9.15748399958609e-07
25,"committe",1.0832675248312e-06
26,"committe",9.60630480997289e-07
27,"committe",6.92644050914879e-07
28,"committe",8.40722584246709e-07
29,"committe",8.6032384310102e-07
30,"committe",1.07296869955218e-05
31,"committe",8.1663118404172e-07
32,"committe",7.32196817433314e-07
33,"committe",1.038235083417e-06
1,"debt",7.88156840058544e-07
2,"debt",5.46811732173801e-07
3,"debt",1.03412295515112e-06
4,"debt",7.30111933460519e-07
5,"debt",7.47103293754292e-07
6,"debt",1.03401602518036e-06
7,"debt",8.47354939189573e-07
8,"debt",8.23429534605862e-07
9,"debt",9.57310646347429e-07
10,"debt",1.10512745987558e-06
11,"debt",0.0236166343982511
12,"debt",8.38017150859009e-07
13,"debt",5.87833147088198e-07
14,"debt",1.02738705677238e-06
15,"debt",6.9468420697977e-07
16,"debt",1.17113434901912e-06
17,"debt",0.00495956826965378
18,"debt",7.00769374696479e-07
19,"debt",8.94523992475265e-07
20,"debt",1.18278387108602e-06
21,"debt",2.21759226503818e-05
22,"debt",9.100960286473e-05
23,"debt",0.0127330403781107
24,"debt",9.15748399958609e-07
25,"debt",0.0172900329638308
26,"debt",9.60630480997289e-07
27,"debt",6.92644050914879e-07
28,"debt",0.00480136667863295
29,"debt",8.6032384310102e-07
30,"debt",0.0117743683384494
31,"debt",8.1663118404172e-07
32,"debt",7.32196817433314e-07
33,"debt",1.1420585917587e-05
1,"direct",7.88156840058544e-07
2,"direct",5.46811732173801e-07
3,"direct",0.00891517399635782
4,"direct",0.00181140770691555
5,"direct",0.00019499395966987
6,"direct",1.03401602518036e-06
7,"direct",7.71092994662511e-05
8,"direct",8.23429534605862e-07
9,"direct",9.57310646347429e-07
10,"direct",1.10512745987558e-06
11,"direct",0.00220050163264963
12,"direct",5.11190462023996e-05
13,"direct",0.00015342445139002
14,"direct",1.02738705677238e-06
15,"direct",0.00036193047183646
16,"direct",1.17113434901912e-06
17,"direct",0.0298362239070966
18,"direct",7.00769374696479e-07
19,"direct",0.000984870915715266
20,"direct",1.18278387108602e-06
21,"direct",1.05599631668485e-06
22,"direct",9.01085176878515e-07
23,"direct",1.08065306812142e-05
24,"direct",2.83882003987168e-05
25,"direct",1.0832675248312e-06
26,"direct",9.60630480997289e-07
27,"direct",0.00166303836624662
28,"direct",8.40722584246709e-07
29,"direct",8.6032384310102e-07
30,"direct",9.75426090501983e-07
31,"direct",0.000629622642896166
32,"direct",7.32196817433314e-07
33,"direct",1.038235083417e-06
1,"discuss",7.88156840058544e-07
2,"discuss",5.46811732173801e-07
3,"discuss",0.00904960998052746
4,"discuss",7.30111933460519e-07
5,"discuss",3.06312350439259e-05
6,"discuss",0.000507701868363556
7,"discuss",8.47354939189573e-07
8,"discuss",8.23429534605862e-07
9,"discuss",9.57310646347429e-07
10,"discuss",1.10512745987558e-06
11,"discuss",1.20180318549952e-06
12,"discuss",8.38017150859009e-07
13,"discuss",5.87833147088198e-07
14,"discuss",1.02738705677238e-06
15,"discuss",6.9468420697977e-07
16,"discuss",1.17113434901912e-06
17,"discuss",0.00627791637947217
18,"discuss",7.00769374696479e-07
19,"discuss",0.000108237403089507
20,"discuss",1.18278387108602e-06
21,"discuss",1.16159594835333e-05
22,"discuss",9.01085176878515e-07
23,"discuss",0.000786911915968417
24,"discuss",9.15748399958609e-07
25,"discuss",1.0832675248312e-06
26,"discuss",0.00397797082180977
27,"discuss",3.53248465966588e-05
28,"discuss",8.40722584246709e-07
29,"discuss",8.6032384310102e-07
30,"discuss",9.75426090501983e-07
31,"discuss",0.00662369553376239
32,"discuss",7.32196817433314e-07
33,"discuss",1.038235083417e-06
1,"domest",7.88156840058544e-07
2,"domest",5.46811732173801e-07
3,"domest",1.03412295515112e-06
4,"domest",7.30111933460519e-07
5,"domest",7.47103293754292e-07
6,"domest",2.17143365287875e-05
7,"domest",8.47354939189573e-07
8,"domest",8.23429534605862e-07
9,"domest",9.57310646347429e-07
10,"domest",0.00721758744044744
11,"domest",1.32198350404948e-05
12,"domest",8.38017150859009e-07
13,"domest",5.87833147088198e-07
14,"domest",0.00637082713904553
15,"domest",6.9468420697977e-07
16,"domest",1.17113434901912e-06
17,"domest",0.0106485269609353
18,"domest",7.00769374696479e-07
19,"domest",0.00249661646299846
20,"domest",1.18278387108602e-06
21,"domest",1.05599631668485e-06
22,"domest",9.01085176878515e-07
23,"domest",0.00309557983422782
24,"domest",0.00636536712811228
25,"domest",1.0832675248312e-06
26,"domest",1.05669352909702e-05
27,"domest",6.92644050914879e-07
28,"domest",0.00128714627648171
29,"domest",8.6032384310102e-07
30,"domest",1.07296869955218e-05
31,"domest",8.1663118404172e-07
32,"domest",7.32196817433314e-07
33,"domest",1.1420585917587e-05
1,"feder",7.88156840058544e-07
2,"feder",1.14830463756498e-05
3,"feder",0.019639029041275
4,"feder",0.000373087197998325
5,"feder",7.47103293754292e-07
6,"feder",1.03401602518036e-06
7,"feder",0.00605943517014463
8,"feder",8.23429534605862e-07
9,"feder",0.0332962215906099
10,"feder",1.21564020586314e-05
11,"feder",0.00168372626288483
12,"feder",8.38017150859009e-07
13,"feder",5.87833147088198e-07
14,"feder",1.02738705677238e-06
15,"feder",1.45883683465752e-05
16,"feder",1.17113434901912e-06
17,"feder",0.0479778402878584
18,"feder",7.00769374696479e-07
19,"feder",8.94523992475265e-07
20,"feder",1.18278387108602e-06
21,"feder",1.05599631668485e-06
22,"feder",9.01085176878515e-07
23,"feder",9.82411880110384e-07
24,"feder",9.15748399958609e-07
25,"feder",0.00491911783025848
26,"feder",9.60630480997289e-07
27,"feder",6.92644050914879e-07
28,"feder",0.00664254913813324
29,"feder",8.6032384310102e-07
30,"feder",2.04839479005417e-05
31,"feder",8.98294302445893e-06
32,"feder",7.32196817433314e-07
33,"feder",1.038235083417e-06
1,"financi",7.88156840058544e-07
2,"financi",5.46811732173801e-07
3,"financi",0.0162057408301732
4,"financi",0.000738143164728585
5,"financi",7.47103293754292e-07
6,"financi",0.00253437327771706
7,"financi",8.47354939189573e-07
8,"financi",4.19949062648989e-05
9,"financi",9.66883752810903e-05
10,"financi",1.10512745987558e-06
11,"financi",4.92739306054804e-05
12,"financi",8.38017150859009e-07
13,"financi",5.87833147088198e-07
14,"financi",1.02738705677238e-06
15,"financi",7.64152627677747e-06
16,"financi",1.17113434901912e-06
17,"financi",0.0121101737783427
18,"financi",7.00769374696479e-07
19,"financi",8.94523992475265e-07
20,"financi",1.18278387108602e-06
21,"financi",1.05599631668485e-06
22,"financi",0.00995789228968447
23,"financi",9.82411880110384e-07
24,"financi",9.15748399958609e-07
25,"financi",0.00577489917487513
26,"financi",0.000538913699839479
27,"financi",6.92644050914879e-07
28,"financi",9.2479484267138e-06
29,"financi",8.6032384310102e-07
30,"financi",0.0679296483686486
31,"financi",8.1663118404172e-07
32,"financi",0.00336883755701068
33,"financi",8.40970417567768e-05
1,"follow",3.23144304424003e-05
2,"follow",0.000804360058027661
3,"follow",1.03412295515112e-06
4,"follow",0.00116160808613569
5,"follow",0.00125588063680096
6,"follow",1.03401602518036e-06
7,"follow",0.000111003497033834
8,"follow",0.00124420202678946
9,"follow",0.000259431185160153
10,"follow",1.10512745987558e-06
11,"follow",0.00567371283874325
