"topic","term","beta"
1,"ahead",7.32749429737756e-07
2,"ahead",0.000528414046380524
3,"ahead",0.000924892101584549
4,"ahead",9.41634658935217e-07
5,"ahead",9.47298919226664e-07
6,"ahead",6.18450990542029e-07
7,"ahead",0.000250395019729401
8,"ahead",8.34054095080499e-07
9,"ahead",0.00754588062625339
10,"ahead",6.68537233846971e-07
11,"ahead",0.000368144214552431
12,"ahead",9.14969170113814e-07
13,"ahead",1.17954136061781e-05
14,"ahead",0.00210726469281818
15,"ahead",6.52821199454503e-07
16,"ahead",6.16700369341851e-07
17,"ahead",9.24639136461017e-07
18,"ahead",4.78310301895113e-07
19,"ahead",1.1442917577809e-06
20,"ahead",7.12198464072793e-07
21,"ahead",7.76172738795365e-07
22,"ahead",0.0036066853330749
23,"ahead",0.000177865658299281
24,"ahead",0.00125119104773331
25,"ahead",4.9190738564506e-07
26,"ahead",0.000720169482683252
27,"ahead",7.69234911264907e-07
28,"ahead",8.80635960064921e-07
1,"approv",7.32749429737756e-07
2,"approv",7.9941610647583e-07
3,"approv",6.79568039371453e-07
4,"approv",9.41634658935217e-07
5,"approv",9.47298919226664e-07
6,"approv",0.00628408051489756
7,"approv",9.59367891683527e-07
8,"approv",5.08772997999104e-05
9,"approv",3.19959375480584e-05
10,"approv",0.00289543475979123
11,"approv",7.20438776032155e-07
12,"approv",9.14969170113814e-07
13,"approv",0.00105091518367425
14,"approv",6.92951230785329e-07
15,"approv",1.37092451885446e-05
16,"approv",8.6954752077201e-05
17,"approv",9.24639136461017e-07
18,"approv",4.78310301895113e-07
19,"approv",1.1442917577809e-06
20,"approv",7.12198464072793e-07
21,"approv",8.53790012674901e-06
22,"approv",8.73078027856428e-07
23,"approv",7.69981204758791e-07
24,"approv",1.05053824326894e-06
25,"approv",4.9190738564506e-07
26,"approv",0.00223126614909607
27,"approv",7.69234911264907e-07
28,"approv",8.80635960064921e-07
1,"avail",7.32749429737756e-07
2,"avail",7.9941610647583e-07
3,"avail",6.79568039371453e-07
4,"avail",9.41634658935217e-07
5,"avail",9.47298919226664e-07
6,"avail",6.18450990542029e-07
7,"avail",9.59367891683527e-07
8,"avail",0.00285329905927039
9,"avail",0.00102283787452019
10,"avail",6.68537233846971e-07
11,"avail",2.23336020569968e-05
12,"avail",0.001053129514801
13,"avail",0.00193276277232661
14,"avail",0.000208578320466384
15,"avail",0.00101905389234848
16,"avail",6.16700369341851e-07
17,"avail",0.00444843888551396
18,"avail",5.26141332084625e-06
19,"avail",0.000184230973002724
20,"avail",0.000335445476578285
21,"avail",7.76172738795365e-07
22,"avail",0.0039733781047746
23,"avail",7.69981204758791e-07
24,"avail",4.30720679740265e-05
25,"avail",5.41098124209566e-06
26,"avail",5.99641534290801e-07
27,"avail",0.000823850589964715
28,"avail",0.000749421202015248
1,"bank",8.06024372711532e-06
2,"bank",0.0120320118185677
3,"bank",6.79568039371453e-07
4,"bank",9.41634658935217e-07
5,"bank",9.47298919226664e-07
6,"bank",6.18450990542029e-07
7,"bank",9.59367891683527e-07
8,"bank",0.0903539141741655
9,"bank",1.0321270176793e-06
10,"bank",6.68537233846971e-07
11,"bank",7.20438776032155e-07
12,"bank",9.14969170113814e-07
13,"bank",5.61686362198957e-07
14,"bank",6.92951230785329e-07
15,"bank",6.52821199454503e-07
16,"bank",6.16700369341851e-07
17,"bank",9.24639136461017e-07
18,"bank",4.78310301895113e-07
19,"bank",1.1442917577809e-06
20,"bank",7.12198464072793e-07
21,"bank",0.0644153517653661
22,"bank",8.73078027856428e-07
23,"bank",7.69981204758791e-07
24,"bank",1.05053824326894e-06
25,"bank",4.9190738564506e-07
26,"bank",5.99641534290801e-07
27,"bank",0.00012384682071365
28,"bank",8.80635960064921e-07
1,"committe",7.32749429737756e-07
2,"committe",7.9941610647583e-07
3,"committe",6.79568039371453e-07
4,"committe",9.41634658935217e-07
5,"committe",2.93662664960265e-05
6,"committe",6.18450990542029e-07
7,"committe",9.59367891683527e-07
8,"committe",8.34054095080499e-07
9,"committe",0.0265473390217294
