"topic","term","beta"
1,"ahead",0.000102872927128758
2,"ahead",0.000448495099519516
3,"ahead",0.00106892374629891
4,"ahead",9.46277015025932e-07
5,"ahead",9.43633915335278e-07
6,"ahead",6.86370491559827e-06
7,"ahead",3.90099837014385e-05
8,"ahead",8.29832133257763e-07
9,"ahead",0.0072413534583599
10,"ahead",6.74944637666096e-07
11,"ahead",6.97484800062495e-07
12,"ahead",9.15832267151936e-07
13,"ahead",5.62637600058064e-07
14,"ahead",0.00206462248467461
15,"ahead",6.53166584258816e-07
16,"ahead",6.20423215492216e-07
17,"ahead",9.30506949491152e-07
18,"ahead",3.91581860187872e-05
19,"ahead",1.14804894821496e-06
20,"ahead",7.06243118543614e-07
21,"ahead",0.00045064846815036
22,"ahead",0.00355309424426799
23,"ahead",7.7329772039565e-07
24,"ahead",0.00127886404459714
25,"ahead",4.95247358722024e-07
26,"ahead",0.000804548996187611
27,"ahead",8.50716172727573e-05
28,"ahead",4.57808461916171e-05
1,"approv",2.26174520637696e-05
2,"approv",8.13965697857561e-07
3,"approv",6.71856534443061e-07
4,"approv",9.46277015025932e-07
5,"approv",9.43633915335278e-07
6,"approv",0.00688304808399677
7,"approv",9.51463017108256e-07
8,"approv",8.29832133257763e-07
9,"approv",3.18368964982495e-05
10,"approv",0.00252496788950886
11,"approv",6.97484800062495e-07
12,"approv",1.00741549386713e-05
13,"approv",0.000923288301695283
14,"approv",6.63652357658183e-07
15,"approv",6.53166584258816e-07
16,"approv",6.20423215492216e-07
17,"approv",9.30506949491152e-07
18,"approv",4.83434395293669e-07
19,"approv",1.14804894821496e-06
20,"approv",7.06243118543614e-07
21,"approv",7.89226739317619e-07
22,"approv",8.77090655213033e-07
23,"approv",7.7329772039565e-07
24,"approv",3.22053496202366e-05
25,"approv",4.95247358722024e-07
26,"approv",0.00231572291840326
27,"approv",7.66410966421236e-07
28,"approv",8.9766365081602e-07
1,"avail",7.29595227863534e-07
2,"avail",8.95362267643318e-06
3,"avail",6.71856534443061e-07
4,"avail",9.46277015025932e-07
5,"avail",9.43633915335278e-07
6,"avail",6.30212905886751e-05
7,"avail",1.04660931881908e-05
8,"avail",0.00262309937322779
9,"avail",0.00175719128737112
10,"avail",6.74944637666096e-07
11,"avail",6.97484800062495e-07
12,"avail",0.00128308100627986
13,"avail",0.00176724470178238
14,"avail",2.05732230874037e-05
15,"avail",0.00105225136724095
16,"avail",6.82465537041438e-06
17,"avail",0.00389044955582251
18,"avail",4.83434395293669e-07
19,"avail",1.14804894821496e-06
20,"avail",1.48311054894159e-05
21,"avail",7.89226739317619e-07
22,"avail",0.0043951012732725
23,"avail",2.39722293322651e-05
24,"avail",3.22053496202366e-05
25,"avail",4.95247358722024e-07
26,"avail",6.04469568886259e-07
27,"avail",0.000836154364365569
28,"avail",0.00118581368272796
1,"bank",7.29595227863534e-07
2,"bank",0.0112009819682179
3,"bank",6.71856534443061e-07
4,"bank",9.46277015025932e-07
5,"bank",9.43633915335278e-07
6,"bank",6.23973174145297e-07
7,"bank",9.51463017108256e-07
8,"bank",0.093605894463609
9,"bank",1.02699666123385e-06
10,"bank",6.74944637666096e-07
11,"bank",6.97484800062495e-07
12,"bank",9.15832267151936e-07
13,"bank",5.62637600058064e-07
14,"bank",2.72097466639855e-05
15,"bank",6.53166584258816e-07
16,"bank",6.20423215492216e-07
17,"bank",9.30506949491152e-07
18,"bank",4.83434395293669e-07
19,"bank",1.14804894821496e-06
20,"bank",7.06243118543614e-07
21,"bank",0.0626180387241992
22,"bank",8.77090655213033e-07
23,"bank",8.50627492435215e-06
24,"bank",0.000603590584817983
25,"bank",5.44772094594227e-06
26,"bank",6.04469568886259e-07
27,"bank",7.66410966421236e-07
28,"bank",8.9766365081602e-07
1,"committe",7.29595227863534e-07
2,"committe",8.13965697857561e-07
3,"committe",6.71856534443061e-07
4,"committe",9.46277015025932e-07
5,"committe",2.92526513753936e-05
6,"committe",6.23973174145297e-07
