"T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","unique_id"
0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0738095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0571428571428571,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0404761904761905,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0738095238095238,0.0404761904761905,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0738095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0571428571428571,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0404761904761905,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0738095238095238,0.0404761904761905,0.0238095238095238,0.0238095238095238,"SPEECHp_1"
0.024045261669024,0.0141442715700141,0.0339462517680339,0.024045261669024,0.0339462517680339,0.024045261669024,0.0141442715700141,0.0339462517680339,0.0339462517680339,0.0141442715700141,0.0141442715700141,0.024045261669024,0.024045261669024,0.0438472418670438,0.0141442715700141,0.0339462517680339,0.024045261669024,0.0438472418670438,0.0141442715700141,0.0339462517680339,0.0141442715700141,0.024045261669024,0.0141442715700141,0.024045261669024,0.0636492220650637,0.0438472418670438,0.0141442715700141,0.0339462517680339,0.0141442715700141,0.0141442715700141,0.024045261669024,0.132956152758133,0.0339462517680339,0.0141442715700141,0.0141442715700141,0.024045261669024,0.0141442715700141,0.0339462517680339,0.024045261669024,0.0339462517680339,0.024045261669024,0.0141442715700141,0.0339462517680339,0.0339462517680339,0.0141442715700141,0.0141442715700141,0.024045261669024,0.024045261669024,0.0438472418670438,0.0141442715700141,0.0339462517680339,0.024045261669024,0.0438472418670438,0.0141442715700141,0.0339462517680339,0.0141442715700141,0.024045261669024,0.0141442715700141,0.024045261669024,0.0636492220650637,0.0438472418670438,0.0141442715700141,0.0339462517680339,0.0141442715700141,0.0141442715700141,0.024045261669024,0.132956152758133,0.0339462517680339,0.0141442715700141,0.0141442715700141,"SPEECHp_10"
0.0174216027874564,0.029616724738676,0.0174216027874564,0.029616724738676,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.054006968641115,0.0174216027874564,0.029616724738676,0.078397212543554,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.029616724738676,0.0174216027874564,0.0418118466898955,0.029616724738676,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.078397212543554,0.0174216027874564,0.0418118466898955,0.054006968641115,0.0174216027874564,0.054006968641115,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.0662020905923345,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.029616724738676,0.0174216027874564,0.029616724738676,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.054006968641115,0.0174216027874564,0.029616724738676,0.078397212543554,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.029616724738676,0.0174216027874564,0.0418118466898955,0.029616724738676,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.078397212543554,0.0174216027874564,0.0418118466898955,0.054006968641115,0.0174216027874564,0.054006968641115,0.0174216027874564,0.0174216027874564,0.0174216027874564,0.0662020905923345,0.0174216027874564,0.0174216027874564,0.0174216027874564,"SPEECHp_100"
0.0285714285714286,0.0168067226890756,0.0991596638655462,0.0168067226890756,0.0168067226890756,0.0168067226890756,0.0168067226890756,0.0285714285714286,0.0285714285714286,0.0168067226890756,0.0285714285714286,0.0168067226890756,0.0285714285714286,0.0168067226890756,0.0168067226890756,0.0168067226890756,0.0521008403361345,0.0403361344537815,0.0285714285714286,0.0168067226890756,0.0521008403361345,0.0168067226890756,0.0285714285714286,0.0285714285714286,0.0168067226890756,0.0285714285714286,0.0168067226890756,0.0168067226890756,0.0403361344537815,0.0638655462184874,0.0285714285714286,0.0403361344537815,0.0168067226890756,0.0168067226890756,0.0403361344537815,0.0285714285714286,0.0168067226890756,0.0991596638655462,0.0168067226890756,0.0168067226890756,0.0168067226890756,0.0168067226890756,0.0285714285714286,0.0285714285714286,0.0168067226890756,0.0285714285714286,0.0168067226890756,0.0285714285714286,0.0168067226890756,0.0168067226890756,0.0168067226890756,0.0521008403361345,0.0403361344537815,0.0285714285714286,0.0168067226890756,0.0521008403361345,0.0168067226890756,0.0285714285714286,0.0285714285714286,0.0168067226890756,0.0285714285714286,0.0168067226890756,0.0168067226890756,0.0403361344537815,0.0638655462184874,0.0285714285714286,0.0403361344537815,0.0168067226890756,0.0168067226890756,0.0403361344537815,"SPEECHp_1000"
0.0156985871271586,0.0156985871271586,0.0376766091051805,0.0156985871271586,0.0266875981161695,0.0156985871271586,0.0156985871271586,0.0376766091051805,0.0596546310832025,0.0486656200941915,0.0376766091051805,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0266875981161695,0.0156985871271586,0.0156985871271586,0.0266875981161695,0.0156985871271586,0.0156985871271586,0.0266875981161695,0.0596546310832025,0.0266875981161695,0.0156985871271586,0.0156985871271586,0.114599686028257,0.0156985871271586,0.0266875981161695,0.0706436420722135,0.0266875981161695,0.0486656200941915,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0376766091051805,0.0156985871271586,0.0266875981161695,0.0156985871271586,0.0156985871271586,0.0376766091051805,0.0596546310832025,0.0486656200941915,0.0376766091051805,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0156985871271586,0.0266875981161695,0.0156985871271586,0.0156985871271586,0.0266875981161695,0.0156985871271586,0.0156985871271586,0.0266875981161695,0.0596546310832025,0.0266875981161695,0.0156985871271586,0.0156985871271586,0.114599686028257,0.0156985871271586,0.0266875981161695,0.0706436420722135,0.0266875981161695,0.0486656200941915,0.0156985871271586,"SPEECHp_10000"
0.0127551020408163,0.0127551020408163,0.0306122448979592,0.0127551020408163,0.0127551020408163,0.0216836734693878,0.0216836734693878,0.0127551020408163,0.0127551020408163,0.0127551020408163,0.0127551020408163,0.0127551020408163,0.0216836734693878,0.0395408163265306,0.0395408163265306,0.0127551020408163,0.0127551020408163,0.0306122448979592,0.0127551020408163,0.0395408163265306,0.0306122448979592,0.0127551020408163,0.0216836734693878,0.048469387755102,0.137755102040816,0.0395408163265306,0.0127551020408163,0.0127551020408163,0.173469387755102,0.0127551020408163,0.0306122448979592,0.0127551020408163,0.0306122448979592,0.0127551020408163,0.0127551020408163,0.0127551020408163,0.0127551020408163,0.0306122448979592,0.0127551020408163,0.0127551020408163,0.0216836734693878,0.0216836734693878,0.0127551020408163,0.0127551020408163,0.0127551020408163,0.0127551020408163,0.0127551020408163,0.0216836734693878,0.0395408163265306,0.0395408163265306,0.0127551020408163,0.0127551020408163,0.0306122448979592,0.0127551020408163,0.0395408163265306,0.0306122448979592,0.0127551020408163,0.0216836734693878,0.048469387755102,0.137755102040816,0.0395408163265306,0.0127551020408163,0.0127551020408163,0.173469387755102,0.0127551020408163,0.0306122448979592,0.0127551020408163,0.0306122448979592,0.0127551020408163,0.0127551020408163,"SPEECHp_10001"
0.013869625520111,0.013869625520111,0.0332871012482663,0.0235783633841886,0.042995839112344,0.013869625520111,0.013869625520111,0.013869625520111,0.0332871012482663,0.0235783633841886,0.013869625520111,0.013869625520111,0.013869625520111,0.013869625520111,0.042995839112344,0.0235783633841886,0.013869625520111,0.042995839112344,0.0235783633841886,0.0235783633841886,0.0332871012482663,0.0332871012482663,0.0235783633841886,0.0235783633841886,0.0624133148404993,0.013869625520111,0.013869625520111,0.013869625520111,0.178918169209431,0.013869625520111,0.0235783633841886,0.0332871012482663,0.0235783633841886,0.0332871012482663,0.0235783633841886,0.013869625520111,0.013869625520111,0.0332871012482663,0.0235783633841886,0.042995839112344,0.013869625520111,0.013869625520111,0.013869625520111,0.0332871012482663,0.0235783633841886,0.013869625520111,0.013869625520111,0.013869625520111,0.013869625520111,0.042995839112344,0.0235783633841886,0.013869625520111,0.042995839112344,0.0235783633841886,0.0235783633841886,0.0332871012482663,0.0332871012482663,0.0235783633841886,0.0235783633841886,0.0624133148404993,0.013869625520111,0.013869625520111,0.013869625520111,0.178918169209431,0.013869625520111,0.0235783633841886,0.0332871012482663,0.0235783633841886,0.0332871012482663,0.0235783633841886,"SPEECHp_10002"
0.0426065162907268,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.0426065162907268,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.0601503759398496,0.0426065162907268,0.0426065162907268,0.025062656641604,0.025062656641604,0.025062656641604,0.0426065162907268,0.025062656641604,0.025062656641604,0.0426065162907268,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.0426065162907268,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.025062656641604,0.0601503759398496,0.0426065162907268,0.0426065162907268,0.025062656641604,0.025062656641604,0.025062656641604,0.0426065162907268,0.025062656641604,0.025062656641604,"SPEECHp_10003"
0.0226969292389853,0.0133511348464619,0.0226969292389853,0.0133511348464619,0.0133511348464619,0.041388518024032,0.0133511348464619,0.041388518024032,0.0133511348464619,0.0881174899866489,0.0507343124165554,0.0226969292389853,0.0133511348464619,0.0320427236315087,0.0133511348464619,0.0600801068090788,0.0133511348464619,0.0226969292389853,0.0133511348464619,0.0226969292389853,0.041388518024032,0.0320427236315087,0.0226969292389853,0.0226969292389853,0.0507343124165554,0.0133511348464619,0.0133511348464619,0.0133511348464619,0.041388518024032,0.0320427236315087,0.0226969292389853,0.0974632843791722,0.0226969292389853,0.0133511348464619,0.0133511348464619,0.0226969292389853,0.0133511348464619,0.0226969292389853,0.0133511348464619,0.0133511348464619,0.041388518024032,0.0133511348464619,0.041388518024032,0.0133511348464619,0.0881174899866489,0.0507343124165554,0.0226969292389853,0.0133511348464619,0.0320427236315087,0.0133511348464619,0.0600801068090788,0.0133511348464619,0.0226969292389853,0.0133511348464619,0.0226969292389853,0.041388518024032,0.0320427236315087,0.0226969292389853,0.0226969292389853,0.0507343124165554,0.0133511348464619,0.0133511348464619,0.0133511348464619,0.041388518024032,0.0320427236315087,0.0226969292389853,0.0974632843791722,0.0226969292389853,0.0133511348464619,0.0133511348464619,"SPEECHp_10004"
0.0145772594752187,0.0145772594752187,0.065597667638484,0.0349854227405248,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0247813411078717,0.0145772594752187,0.0553935860058309,0.0145772594752187,0.0349854227405248,0.0349854227405248,0.0349854227405248,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0247813411078717,0.0247813411078717,0.0553935860058309,0.0247813411078717,0.0145772594752187,0.0860058309037901,0.0247813411078717,0.0451895043731778,0.116618075801749,0.0247813411078717,0.0145772594752187,0.0247813411078717,0.0145772594752187,0.0145772594752187,0.065597667638484,0.0349854227405248,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0247813411078717,0.0145772594752187,0.0553935860058309,0.0145772594752187,0.0349854227405248,0.0349854227405248,0.0349854227405248,0.0145772594752187,0.0145772594752187,0.0145772594752187,0.0247813411078717,0.0247813411078717,0.0553935860058309,0.0247813411078717,0.0145772594752187,0.0860058309037901,0.0247813411078717,0.0451895043731778,0.116618075801749,0.0247813411078717,0.0145772594752187,0.0247813411078717,"SPEECHp_10005"
