"topic","term","beta"
1,"ahead",3.1751410700745e-06
2,"ahead",0.00119620933023595
3,"ahead",0.00248010776788579
4,"ahead",4.3951542545313e-07
5,"ahead",5.36782194719889e-07
6,"ahead",0.00277615588425457
7,"ahead",0.00167672655246364
8,"ahead",3.93149294906397e-07
9,"ahead",5.68704315271474e-07
10,"ahead",0.00042878015587896
11,"ahead",0.000328988376494118
12,"ahead",0.00092630172579527
13,"ahead",0.000598720011658998
14,"ahead",0.000158489864846402
15,"ahead",1.39305053522992e-05
16,"ahead",5.38931570388694e-05
17,"ahead",4.33761759823511e-07
18,"ahead",0.000170635399189257
1,"approv",2.88649188188591e-07
2,"approv",4.92064718320013e-07
3,"approv",5.73966157807404e-07
4,"approv",4.3951542545313e-07
5,"approv",0.000730560567013768
6,"approv",6.39519899620956e-07
7,"approv",4.73517806400351e-07
8,"approv",0.00134103224492572
9,"approv",5.68704315271474e-07
10,"approv",0.00230110892466592
11,"approv",1.84521524435826e-05
12,"approv",6.47310779731146e-07
13,"approv",5.43796559181652e-07
14,"approv",6.07240861480465e-07
15,"approv",6.63357397728532e-07
16,"approv",0.00359035321396964
17,"approv",0.000282378905645105
18,"approv",5.00397065071134e-07
1,"avail",3.1751410700745e-06
2,"avail",3.49365950007209e-05
3,"avail",0.00292780137097556
4,"avail",0.000901446137604368
5,"avail",0.00261466607048058
6,"avail",5.8196310865507e-05
7,"avail",4.73517806400351e-07
8,"avail",0.00134496373787478
9,"avail",0.00404405638589545
10,"avail",3.3735653491657e-07
11,"avail",2.29526774298222e-05
12,"avail",7.12041857704261e-06
13,"avail",5.98176215099817e-06
14,"avail",4.31141011651131e-05
15,"avail",6.63357397728532e-07
16,"avail",4.45397992056773e-07
17,"avail",4.33761759823511e-07
18,"avail",5.00397065071134e-07
1,"bank",2.88649188188591e-07
2,"bank",4.92064718320013e-07
3,"bank",5.73966157807404e-07
4,"bank",4.3951542545313e-07
5,"bank",0.0593471762304256
6,"bank",6.39519899620956e-07
7,"bank",4.73517806400351e-07
8,"bank",3.93149294906397e-07
9,"bank",5.68704315271474e-07
10,"bank",3.3735653491657e-07
11,"bank",4.50052498623964e-07
12,"bank",6.47310779731146e-07
13,"bank",0.0521941375468141
14,"bank",6.07240861480465e-07
15,"bank",6.63357397728532e-07
16,"bank",4.45397992056773e-07
17,"bank",4.33761759823511e-07
18,"bank",5.00397065071134e-07
1,"committe",2.88649188188591e-07
2,"committe",4.92064718320013e-07
3,"committe",5.73966157807404e-07
4,"committe",4.3951542545313e-07
5,"committe",5.36782194719889e-07
6,"committe",0.051430829847417
7,"committe",4.73517806400351e-07
8,"committe",3.93149294906397e-07
9,"committe",5.68704315271474e-07
