"topic","term","beta"
1,"ahead",5.12520097194311e-07
2,"ahead",0.00231492289567689
3,"ahead",0.00128417861557057
4,"ahead",0.00140506660511432
5,"ahead",0.000903250800324643
6,"ahead",6.46812540142803e-07
7,"ahead",5.00527305516361e-07
8,"ahead",3.16591650275134e-07
9,"ahead",0.00297064010405888
10,"ahead",6.03754264769188e-07
11,"ahead",3.77361479219728e-05
12,"ahead",4.95213023310172e-07
13,"ahead",6.33339096719113e-07
14,"ahead",0.000854046777520601
15,"ahead",6.58877417833045e-07
16,"ahead",6.1379705291483e-07
17,"ahead",6.74104767354971e-05
18,"ahead",0.000888090097392019
19,"ahead",4.77949101288407e-07
20,"ahead",0.000750474914121607
1,"approv",5.12520097194311e-07
2,"approv",6.76680179969861e-07
3,"approv",5.23940683627325e-07
4,"approv",5.16378759689202e-07
5,"approv",6.94274250826012e-07
6,"approv",6.46812540142803e-07
7,"approv",0.00278843761903165
8,"approv",3.16591650275134e-07
9,"approv",5.9639431922483e-07
10,"approv",6.03754264769188e-07
11,"approv",0.00109528004647603
12,"approv",0.00466044976237203
13,"approv",1.33001210311014e-05
14,"approv",0.00127658866145133
15,"approv",6.58877417833045e-07
16,"approv",6.1379705291483e-07
17,"approv",4.78088487485795e-07
18,"approv",6.20608034515736e-07
19,"approv",4.77949101288407e-07
20,"approv",5.39521864932859e-07
1,"avail",0.000820544675608092
2,"avail",0.000298415959366709
3,"avail",5.23940683627325e-07
4,"avail",5.16378759689202e-07
5,"avail",6.94274250826012e-07
6,"avail",0.00232917195705424
7,"avail",5.00527305516361e-07
8,"avail",3.16591650275134e-07
9,"avail",0.00216550777310536
10,"avail",0.00376199282377681
11,"avail",0.00128163139423886
12,"avail",2.52558641888188e-05
13,"avail",0.0027999921465952
14,"avail",4.69490982145258e-06
15,"avail",6.58877417833045e-07
16,"avail",6.1379705291483e-07
17,"avail",1.48207431120596e-05
18,"avail",6.20608034515736e-07
19,"avail",4.77949101288407e-07
20,"avail",5.44917083582188e-05
1,"bank",5.12520097194311e-07
2,"bank",6.76680179969861e-07
3,"bank",5.23940683627325e-07
4,"bank",2.11715291472573e-05
5,"bank",6.94274250826012e-07
6,"bank",6.46812540142803e-07
7,"bank",5.00527305516361e-07
8,"bank",3.16591650275134e-07
9,"bank",5.9639431922483e-07
10,"bank",6.03754264769188e-07
11,"bank",4.65878369407072e-07
12,"bank",4.95213023310172e-07
13,"bank",0.0920121373104495
14,"bank",4.26809983768417e-07
15,"bank",4.01915224878157e-05
16,"bank",6.1379705291483e-07
17,"bank",4.78088487485795e-07
18,"bank",0.0379259775972912
19,"bank",1.95959131528247e-05
20,"bank",5.93474051426145e-06
1,"committe",5.12520097194311e-07
2,"committe",0.0544192967533562
3,"committe",5.23940683627325e-07
4,"committe",5.68016635658122e-06
5,"committe",6.94274250826012e-07
6,"committe",6.46812540142803e-07
7,"committe",5.00527305516361e-07
8,"committe",3.16591650275134e-07
9,"committe",5.9639431922483e-07
10,"committe",6.03754264769188e-07
11,"committe",4.65878369407072e-07
12,"committe",5.4473432564119e-06
13,"committe",6.33339096719113e-07
14,"committe",4.26809983768417e-07
15,"committe",6.58877417833045e-07
16,"committe",6.1379705291483e-07
17,"committe",4.78088487485795e-07
18,"committe",6.20608034515736e-07
19,"committe",4.77949101288407e-07
20,"committe",5.39521864932859e-07
1,"debt",5.12520097194311e-07
2,"debt",6.76680179969861e-07
3,"debt",5.23940683627325e-07
4,"debt",5.16378759689202e-07
5,"debt",6.94274250826012e-07
6,"debt",6.46812540142803e-07
7,"debt",0.00137695061747551
8,"debt",3.16591650275134e-07
9,"debt",5.9639431922483e-07
10,"debt",6.03754264769188e-07
11,"debt",4.65878369407072e-07
12,"debt",4.95213023310172e-07
13,"debt",0.0196024783825533
14,"debt",4.26809983768417e-07
15,"debt",0.0117154993664894
16,"debt",6.1379705291483e-07
17,"debt",4.78088487485795e-07
18,"debt",0.011457044925195
19,"debt",4.77949101288407e-07
20,"debt",5.39521864932859e-07
1,"direct",0.000677039048393685
2,"direct",0.014772605008922
3,"direct",0.00201245616581256
4,"direct",5.16378759689202e-07
5,"direct",6.94274250826012e-07
6,"direct",6.46812540142803e-07
7,"direct",5.00527305516361e-07
8,"direct",3.16591650275134e-07
9,"direct",5.9639431922483e-07
10,"direct",6.03754264769188e-07
11,"direct",0.000825070592219924
12,"direct",0.000787883920086484
13,"direct",0.000773307037094038
14,"direct",0.00156255135057617
15,"direct",0.00210247784030525
16,"direct",6.1379705291483e-07
17,"direct",0.000306454720478394
18,"direct",6.20608034515736e-07
19,"direct",9.12882783460858e-05
20,"direct",5.39521864932859e-07
1,"discuss",5.12520097194311e-07
2,"discuss",0.00900728987557881
3,"discuss",5.23940683627325e-07
4,"discuss",5.16378759689202e-07
5,"discuss",6.94274250826012e-07
6,"discuss",6.46812540142803e-07
7,"discuss",5.00527305516361e-07
8,"discuss",3.16591650275134e-07
9,"discuss",0.002541236194217
10,"discuss",6.03754264769188e-07
11,"discuss",4.65878369407072e-07
12,"discuss",0.00178326209693993
13,"discuss",6.33339096719113e-07
14,"discuss",0.00175461584327196
15,"discuss",6.58877417833045e-07
16,"discuss",6.1379705291483e-07
17,"discuss",4.78088487485795e-07
18,"discuss",0.000999799543604851
19,"discuss",4.77949101288407e-07
