"topic","term","beta"
1,"ahead",4.17417496388295e-07
2,"ahead",0.00247543030642514
3,"ahead",0.0009471916602584
4,"ahead",4.59450506383376e-07
5,"ahead",0.00272327040710873
6,"ahead",6.03120666954958e-07
7,"ahead",0.000226045435622897
8,"ahead",0.000688480444517322
9,"ahead",7.34636719094123e-05
10,"ahead",6.42556655826736e-07
11,"ahead",0.000852026606141752
12,"ahead",5.89865056571008e-07
13,"ahead",0.00050989019129853
14,"ahead",0.000419327642065477
15,"ahead",4.5888546815266e-07
16,"ahead",5.33927630381123e-07
17,"ahead",0.00155147005703206
18,"ahead",4.45142229619497e-07
19,"ahead",0.000523253564876994
1,"approv",0.000459576663523513
2,"approv",4.05808246954941e-05
3,"approv",5.06248883088402e-07
4,"approv",4.59450506383376e-07
5,"approv",1.22959962479646e-05
6,"approv",6.03120666954958e-07
7,"approv",0.00312884148527052
8,"approv",5.17265548097162e-07
9,"approv",3.04828514146939e-07
10,"approv",6.42556655826736e-07
11,"approv",0.000331992675811979
12,"approv",5.89865056571008e-07
13,"approv",5.78762986717969e-07
14,"approv",6.34383724758665e-07
15,"approv",4.5888546815266e-07
16,"approv",5.33927630381123e-07
17,"approv",5.05200279072634e-07
18,"approv",0.00529763767470163
19,"approv",6.78668696338515e-07
1,"avail",0.00153233962924143
2,"avail",6.65259421237609e-07
3,"avail",5.06248883088402e-07
4,"avail",0.000979089029102973
5,"avail",0.00245978477322377
6,"avail",0.00327554834223238
7,"avail",4.90337170548585e-07
8,"avail",5.17265548097162e-07
9,"avail",6.40139879708572e-06
10,"avail",0.000559666847225087
11,"avail",3.76836181398386e-07
12,"avail",0.00382881408220242
13,"avail",6.36639285389766e-06
14,"avail",6.34383724758665e-07
15,"avail",4.5888546815266e-07
16,"avail",5.33927630381123e-07
17,"avail",5.05200279072634e-07
18,"avail",4.45142229619497e-07
19,"avail",2.78254165498791e-05
1,"bank",4.17417496388295e-07
2,"bank",6.65259421237609e-07
3,"bank",5.06248883088402e-07
4,"bank",4.59450506383376e-07
5,"bank",5.85523630855456e-07
6,"bank",0.0698902260074075
7,"bank",4.90337170548585e-07
8,"bank",5.17265548097162e-07
9,"bank",3.04828514146939e-07
10,"bank",7.06812321409409e-06
11,"bank",3.76836181398386e-07
12,"bank",5.89865056571008e-07
13,"bank",0.0524538682492362
14,"bank",6.97822097234531e-06
15,"bank",4.5888546815266e-07
16,"bank",5.33927630381123e-07
17,"bank",5.55720306979898e-06
18,"bank",4.45142229619497e-07
19,"bank",6.78668696338515e-07
1,"committe",4.17417496388295e-07
2,"committe",0.0535141331037745
3,"committe",5.06248883088402e-07
4,"committe",4.59450506383376e-07
5,"committe",5.85523630855456e-07
6,"committe",6.03120666954958e-07
7,"committe",4.90337170548585e-07
8,"committe",5.17265548097162e-07
9,"committe",3.04828514146939e-07
10,"committe",6.42556655826736e-07
11,"committe",3.76836181398386e-07
12,"committe",5.89865056571008e-07
13,"committe",5.78762986717969e-07
14,"committe",6.34383724758665e-07
15,"committe",4.5888546815266e-07
16,"committe",5.33927630381123e-07
17,"committe",5.05200279072634e-07
18,"committe",4.45142229619497e-07
19,"committe",6.78668696338515e-07
1,"debt",4.17417496388295e-07
2,"debt",6.65259421237609e-07
3,"debt",5.06248883088402e-07
4,"debt",4.59450506383376e-07
5,"debt",5.85523630855456e-07
6,"debt",0.0126781995400602
7,"debt",0.00195203227595391
8,"debt",5.17265548097162e-07
9,"debt",3.04828514146939e-07
10,"debt",6.42556655826736e-07
11,"debt",3.76836181398386e-07
12,"debt",5.89865056571008e-07
13,"debt",0.0125018592760948
14,"debt",0.014807150519592
15,"debt",4.5888546815266e-07
16,"debt",5.33927630381123e-07
17,"debt",5.05200279072634e-07
18,"debt",4.45142229619497e-07
19,"debt",6.78668696338515e-07
1,"direct",0.000175732765979472
2,"direct",0.0161332062244332
3,"direct",0.00173693991787631
4,"direct",0.00130070438357134
5,"direct",5.85523630855456e-07
6,"direct",6.03120666954958e-07
7,"direct",4.90337170548585e-07
8,"direct",5.17265548097162e-07
9,"direct",3.04828514146939e-07
10,"direct",6.42556655826736e-07
11,"direct",0.00101783452595704
12,"direct",5.89865056571008e-07
13,"direct",5.78762986717969e-07
14,"direct",0.00210678834992352
15,"direct",4.5888546815266e-07
16,"direct",0.000384961821504789
17,"direct",5.05200279072634e-07
18,"direct",0.000703769865028425
19,"direct",6.78668696338515e-07
1,"discuss",4.17417496388295e-07
2,"discuss",0.00865569032972253
3,"discuss",5.06248883088402e-07
4,"discuss",1.42429656978847e-05
5,"discuss",0.00261787615355474
6,"discuss",6.03120666954958e-07
7,"discuss",4.90337170548585e-07
8,"discuss",5.17265548097162e-07
9,"discuss",3.04828514146939e-07
10,"discuss",6.42556655826736e-07
11,"discuss",0.000543020937395075
12,"discuss",5.89865056571008e-07
13,"discuss",0.000278384996611343
14,"discuss",6.34383724758665e-07
15,"discuss",4.5888546815266e-07
16,"discuss",5.33927630381123e-07
17,"discuss",5.05200279072634e-07
18,"discuss",0.00332120617519107
19,"discuss",6.78668696338515e-07
1,"domest",4.17417496388295e-07
2,"domest",0.0035997187283167
3,"domest",5.06248883088402e-07
4,"domest",4.59450506383376e-07
5,"domest",5.85523630855456e-07
6,"domest",6.03120666954958e-07
7,"domest",0.00152053556587116
8,"domest",5.17265548097162e-07
9,"domest",3.04828514146939e-07
10,"domest",6.42556655826736e-07
11,"domest",4.14519799538225e-06
12,"domest",0.00477259817271603
13,"domest",0.00261079983308476
14,"domest",6.34383724758665e-07
15,"domest",4.5888546815266e-07
16,"domest",0.00597518411159515
17,"domest",0.00117256984772758
18,"domest",4.45142229619497e-07
19,"domest",7.46535565972367e-06
1,"feder",4.17417496388295e-07
2,"feder",0.0330707110891428
3,"feder",0.00323543661181798
4,"feder",0.000115322077102227
5,"feder",5.85523630855456e-07
6,"feder",0.00618258995695528
7,"feder",0.0101406630241153
8,"feder",5.17265548097162e-07
9,"feder",3.35311365561633e-06
10,"feder",7.06812321409409e-06
11,"feder",3.76836181398386e-07
12,"feder",5.89865056571008e-07
13,"feder",5.78762986717969e-07
14,"feder",0.000216324850142705
15,"feder",4.5888546815266e-07
16,"feder",5.33927630381123e-07
17,"feder",0.0107056991138282
18,"feder",4.45142229619497e-07
