"topic","term","beta"
1,"ahead",3.12975457676127e-05
2,"ahead",6.64810122842137e-05
3,"ahead",0.0049106229173996
4,"ahead",1.153677983094e-06
5,"ahead",0.00107479223488659
6,"ahead",0.00611971533146529
7,"ahead",0.000557329056588195
8,"ahead",1.69418876312361e-06
9,"ahead",1.29203063757014e-05
10,"ahead",0.00141582943367919
11,"ahead",1.23521905992418e-06
12,"ahead",1.28522645047444e-06
13,"ahead",9.52716671589036e-06
14,"ahead",0.00084234662914183
15,"ahead",1.11268989443911e-06
16,"ahead",6.50536399788445e-07
17,"ahead",1.35015992644329e-06
18,"ahead",0.00139996506604863
19,"ahead",0.00306178842620181
20,"ahead",1.27040105290839e-06
21,"ahead",7.16094876842423e-07
22,"ahead",0.00109551041739952
23,"ahead",8.42528833443002e-07
24,"ahead",1.32965815818411e-06
25,"ahead",1.58480363490562e-06
26,"ahead",1.06791627109268e-06
27,"ahead",1.27591218151637e-06
28,"ahead",9.9030197278056e-07
29,"ahead",1.40759227119236e-06
30,"ahead",1.14174410546062e-06
31,"ahead",1.08063364034135e-06
32,"ahead",0.000107284398192948
33,"ahead",8.17873479879904e-07
34,"ahead",0.00213660451965337
35,"ahead",1.40715651661219e-06
36,"ahead",9.1163270682895e-07
37,"ahead",1.29527120035137e-05
38,"ahead",1.21968622352214e-06
39,"ahead",9.03792890107823e-06
40,"ahead",9.27039231373232e-07
1,"approv",1.00959825056815e-06
2,"approv",0.00241383527318361
3,"approv",1.33767990122572e-06
4,"approv",1.153677983094e-06
5,"approv",8.01485633770757e-07
6,"approv",1.21882400547008e-06
7,"approv",8.97470300464081e-07
8,"approv",1.69418876312361e-06
9,"approv",1.17457330688194e-06
10,"approv",1.09669204777629e-06
11,"approv",0.000779423226812159
12,"approv",1.28522645047444e-06
13,"approv",8.66106065080942e-07
14,"approv",1.40157509008624e-06
15,"approv",1.11268989443911e-06
16,"approv",6.50536399788445e-07
17,"approv",1.35015992644329e-06
18,"approv",0.00279037109067794
19,"approv",2.27119593607341e-05
20,"approv",1.27040105290839e-06
21,"approv",7.87704364526665e-06
22,"approv",1.11672825422989e-06
23,"approv",0.00460104995943224
24,"approv",1.32965815818411e-06
25,"approv",1.58480363490562e-06
26,"approv",1.17470789820195e-05
27,"approv",1.40350339966801e-05
28,"approv",0.00519017263934291
29,"approv",1.40759227119236e-06
30,"approv",1.14174410546062e-06
31,"approv",0.000995263582754384
32,"approv",1.06222176428662e-06
33,"approv",8.17873479879904e-07
34,"approv",1.25608731314131e-06
35,"approv",1.40715651661219e-06
36,"approv",0.00172389744861354
37,"approv",1.1775192730467e-06
38,"approv",1.21968622352214e-06
39,"approv",8.21629900098021e-07
40,"approv",9.27039231373232e-07
1,"avail",1.00959825056815e-06
2,"avail",0.000271669321803392
3,"avail",0.000630047233477313
4,"avail",1.153677983094e-06
5,"avail",8.01485633770757e-07
6,"avail",0.00371863204068922
7,"avail",0.000108593906356154
8,"avail",0.00186530182819909
9,"avail",0.00064718989209195
10,"avail",1.09669204777629e-06
11,"avail",0.00446037602538622
12,"avail",0.00010410334248843
13,"avail",8.66106065080942e-07
14,"avail",1.40157509008624e-06
15,"avail",0.00129183296744381
16,"avail",6.50536399788445e-07
17,"avail",0.00132450688784086
18,"avail",8.69003765393316e-07
19,"avail",2.27119593607341e-05
20,"avail",1.39744115819923e-05
21,"avail",7.16094876842423e-07
22,"avail",1.11672825422989e-06
23,"avail",8.42528833443002e-07
24,"avail",1.32965815818411e-06
25,"avail",1.58480363490562e-06
26,"avail",8.65012179585072e-05
27,"avail",1.40350339966801e-05
28,"avail",0.000506044308090866
29,"avail",0.00919298512315729
30,"avail",1.25591851600668e-05
31,"avail",0.000681879827055392
32,"avail",1.06222176428662e-06
33,"avail",8.17873479879904e-07
34,"avail",1.25608731314131e-06
35,"avail",1.40715651661219e-06
36,"avail",9.1163270682895e-07
37,"avail",0.0030862780146554
38,"avail",1.21968622352214e-06
39,"avail",8.21629900098021e-07
40,"avail",0.000918695878290873
1,"bank",1.00959825056815e-06
2,"bank",8.20753238076712e-07
3,"bank",1.33767990122572e-06
4,"bank",1.2690457814034e-05
5,"bank",8.01485633770757e-07
6,"bank",1.21882400547008e-06
7,"bank",8.97470300464081e-07
8,"bank",1.69418876312361e-06
9,"bank",1.17457330688194e-06
10,"bank",1.09669204777629e-06
11,"bank",1.23521905992418e-06
12,"bank",1.28522645047444e-06
13,"bank",8.66106065080942e-07
14,"bank",1.40157509008624e-06
15,"bank",1.11268989443911e-06
16,"bank",6.50536399788445e-07
17,"bank",1.35015992644329e-06
18,"bank",8.69003765393316e-07
19,"bank",1.08152187432067e-06
20,"bank",1.27040105290839e-06
21,"bank",7.16094876842423e-07
22,"bank",1.22840107965288e-05
23,"bank",8.42528833443002e-07
24,"bank",1.32965815818411e-06
25,"bank",1.58480363490562e-06
26,"bank",1.06791627109268e-06
27,"bank",1.27591218151637e-06
28,"bank",9.9030197278056e-07
29,"bank",1.40759227119236e-06
30,"bank",0.235611455346959
31,"bank",1.08063364034135e-06
32,"bank",1.06222176428662e-06
33,"bank",8.99660827867895e-06
34,"bank",1.25608731314131e-06
35,"bank",8.58365475133434e-05
36,"bank",9.1163270682895e-07
37,"bank",2.47279047339807e-05
38,"bank",1.21968622352214e-06
39,"bank",5.83357229069594e-05
40,"bank",9.27039231373232e-07
1,"committe",1.00959825056815e-06
2,"committe",8.20753238076712e-07
3,"committe",0.0828973611588589
4,"committe",1.153677983094e-06
5,"committe",8.01485633770757e-07
6,"committe",1.21882400547008e-06
7,"committe",8.97470300464081e-07
8,"committe",0.0310222904415564
9,"committe",1.17457330688194e-06
10,"committe",1.09669204777629e-06
11,"committe",1.23521905992418e-06
12,"committe",0.000181216929516896
13,"committe",8.66106065080942e-07
14,"committe",1.40157509008624e-06
15,"committe",1.11268989443911e-06
16,"committe",6.50536399788445e-07
17,"committe",1.35015992644329e-06
18,"committe",8.69003765393316e-07
19,"committe",1.08152187432067e-06
20,"committe",1.27040105290839e-06
21,"committe",7.16094876842423e-07
22,"committe",1.11672825422989e-06
23,"committe",8.42528833443002e-07
24,"committe",1.46262397400252e-05
25,"committe",1.58480363490562e-06
26,"committe",1.06791627109268e-06
27,"committe",1.27591218151637e-06
28,"committe",9.9030197278056e-07
29,"committe",1.40759227119236e-06
30,"committe",1.14174410546062e-06
31,"committe",1.08063364034135e-06
32,"committe",1.06222176428662e-06
33,"committe",8.17873479879904e-07
34,"committe",1.25608731314131e-06
35,"committe",1.40715651661219e-06
36,"committe",1.00279597751184e-05
37,"committe",1.1775192730467e-06
38,"committe",1.21968622352214e-06
39,"committe",8.21629900098021e-07
40,"committe",9.27039231373232e-07
1,"debt",1.00959825056815e-06
2,"debt",8.20753238076712e-07
3,"debt",1.33767990122572e-06
4,"debt",1.153677983094e-06
5,"debt",8.01485633770757e-07
6,"debt",1.21882400547008e-06
7,"debt",8.97470300464081e-07
8,"debt",0.00567722654522722
9,"debt",1.17457330688194e-06
10,"debt",1.09669204777629e-06
11,"debt",0.0308323029547675
12,"debt",2.69897554599633e-05
13,"debt",8.66106065080942e-07
14,"debt",0.0255941627200648
15,"debt",1.11268989443911e-06
16,"debt",6.50536399788445e-07
17,"debt",5.53565569841748e-05
18,"debt",8.69003765393316e-07
19,"debt",1.08152187432067e-06
20,"debt",1.27040105290839e-06
21,"debt",7.16094876842423e-07
22,"debt",0.0159591634811993
23,"debt",8.42528833443002e-07
24,"debt",1.32965815818411e-06
25,"debt",1.74328399839618e-05
26,"debt",2.24262416929463e-05
27,"debt",1.40350339966801e-05
28,"debt",9.9030197278056e-07
29,"debt",1.40759227119236e-06
30,"debt",0.00452244840172952
31,"debt",1.08063364034135e-06
32,"debt",1.06222176428662e-06
33,"debt",8.17873479879904e-07
34,"debt",1.25608731314131e-06
35,"debt",1.5478721682734e-05
36,"debt",0.00455907516685158
37,"debt",1.1775192730467e-06
38,"debt",1.21968622352214e-06
39,"debt",9.03792890107823e-06
40,"debt",9.27039231373232e-07
1,"direct",0.000939935971278949
2,"direct",0.000214216595138022
3,"direct",0.0130704703148765
4,"direct",1.2690457814034e-05
5,"direct",0.00180414416161797
6,"direct",4.99717842242734e-05
7,"direct",8.97470300464081e-07
8,"direct",0.0308698134528753
9,"direct",1.17457330688194e-06
10,"direct",1.09669204777629e-06
11,"direct",1.23521905992418e-06
12,"direct",1.28522645047444e-06
13,"direct",8.66106065080942e-07
14,"direct",0.00166927593229271
15,"direct",0.000201396870893479
16,"direct",6.50536399788445e-07
17,"direct",1.35015992644329e-06
18,"direct",0.00210385811601722
19,"direct",1.08152187432067e-06
20,"direct",1.27040105290839e-06
21,"direct",7.16094876842423e-07
22,"direct",7.9287706050322e-05
23,"direct",0.000135647142184323
24,"direct",5.45159844855486e-05
25,"direct",1.58480363490562e-06
26,"direct",1.06791627109268e-06
27,"direct",1.27591218151637e-06
28,"direct",9.9030197278056e-07
29,"direct",1.40759227119236e-06
30,"direct",1.14174410546062e-06
31,"direct",1.08063364034135e-06
32,"direct",1.06222176428662e-06
33,"direct",0.00144027519806851
34,"direct",1.25608731314131e-06
35,"direct",7.17649823472215e-05
36,"direct",9.1163270682895e-07
37,"direct",1.1775192730467e-06
38,"direct",0.00161120550127274
39,"direct",8.21629900098021e-07
40,"direct",0.000538609793427848
1,"discuss",1.00959825056815e-06
2,"discuss",8.20753238076712e-07
3,"discuss",0.00986003855193475
4,"discuss",1.153677983094e-06
5,"discuss",8.01485633770757e-07
6,"discuss",0.00364550260036102
7,"discuss",8.97470300464081e-07
8,"discuss",0.00704951944335734
9,"discuss",1.17457330688194e-06
10,"discuss",1.09669204777629e-06
11,"discuss",1.23521905992418e-06
12,"discuss",0.00263599944992308
13,"discuss",8.66106065080942e-07
14,"discuss",1.40157509008624e-06
15,"discuss",1.11268989443911e-06
16,"discuss",6.50536399788445e-07
17,"discuss",1.35015992644329e-06
18,"discuss",8.69003765393316e-07
19,"discuss",1.08152187432067e-06
