"topic","term","beta"
1,"ahead",5.222714840292e-07
2,"ahead",0.00230714894731809
3,"ahead",0.000788585902168325
4,"ahead",6.58131577613787e-07
5,"ahead",0.00315835376463651
6,"ahead",8.04801121570843e-07
7,"ahead",0.0017247464489535
8,"ahead",0.00154651993385928
9,"ahead",0.000356760613628255
10,"ahead",6.66386784217295e-06
11,"ahead",7.03260507511142e-06
12,"ahead",1.22232097799648e-05
13,"ahead",8.52389204320249e-07
14,"ahead",4.87034413364614e-07
15,"ahead",0.000812303190087261
16,"ahead",0.00315628357916331
17,"ahead",4.34323170315922e-07
18,"ahead",0.000728282954803705
19,"ahead",0.000332472131934979
20,"ahead",3.85781165255792e-05
21,"ahead",6.19687119292495e-05
22,"ahead",6.50151517811226e-07
23,"ahead",7.34040312025856e-07
24,"ahead",9.78556883022332e-07
25,"ahead",0.000603995487128058
26,"ahead",8.28903534693343e-07
1,"approv",0.00635656623211938
2,"approv",8.03604649013615e-07
3,"approv",6.35443917943856e-07
4,"approv",0.00016519102598106
5,"approv",8.53378482744261e-07
6,"approv",8.04801121570843e-07
7,"approv",7.39916966518017e-07
8,"approv",9.90723852568403e-07
9,"approv",0.000141393314062642
10,"approv",6.05806167470269e-07
11,"approv",6.39327734101038e-07
12,"approv",0.00147900838337574
13,"approv",8.52389204320249e-07
14,"approv",4.87034413364614e-07
15,"approv",4.89044665916472e-07
16,"approv",8.41451234114452e-07
17,"approv",4.34323170315922e-07
18,"approv",7.50033939035742e-07
19,"approv",8.96151299016116e-07
20,"approv",0.000938734168789093
21,"approv",6.80974856365379e-07
22,"approv",0.0025947547075846
23,"approv",7.34040312025856e-07
24,"approv",9.78556883022332e-07
25,"approv",6.70361250974538e-07
26,"approv",8.28903534693343e-07
1,"avail",5.222714840292e-07
2,"avail",0.00272502336480517
3,"avail",6.35443917943856e-07
4,"avail",6.58131577613787e-07
5,"avail",0.000384873695717661
6,"avail",0.00259226441257969
7,"avail",7.39916966518017e-07
8,"avail",9.90723852568403e-07
9,"avail",9.36379563328755e-07
10,"avail",0.000939605365746387
11,"avail",6.39327734101038e-07
12,"avail",0.000815462709606221
13,"avail",0.00410936835402792
14,"avail",4.87034413364614e-07
15,"avail",4.89044665916472e-07
16,"avail",5.13285252809816e-05
17,"avail",4.77755487347515e-06
18,"avail",8.25037332939316e-06
19,"avail",8.96151299016116e-07
20,"avail",0.00239865112750219
21,"avail",6.80974856365379e-07
22,"avail",6.50151517811226e-07
23,"avail",0.000543923871211159
24,"avail",0.0024277996267784
25,"avail",6.70361250974538e-07
26,"avail",0.00129391841765631
1,"bank",5.222714840292e-07
2,"bank",8.03604649013615e-07
3,"bank",6.35443917943856e-07
4,"bank",6.58131577613787e-07
5,"bank",8.53378482744261e-07
6,"bank",8.04801121570843e-07
7,"bank",0.0100932073402723
8,"bank",9.90723852568403e-07
9,"bank",1.03001751966163e-05
10,"bank",6.05806167470269e-07
11,"bank",6.39327734101038e-07
12,"bank",5.8205760856975e-07
13,"bank",8.52389204320249e-07
14,"bank",5.35737854701075e-06
15,"bank",4.89044665916472e-07
16,"bank",8.41451234114452e-07
17,"bank",4.34323170315922e-07
