"topic","term","beta"
1,"ahead",7.56056199169397e-07
2,"ahead",0.0014061816116145
3,"ahead",9.70814406497467e-07
4,"ahead",9.21304799998008e-05
5,"ahead",0.00349167523107632
6,"ahead",1.51879728612622e-05
7,"ahead",9.78740858782821e-06
8,"ahead",9.1542984466071e-07
9,"ahead",1.03601928239088e-06
10,"ahead",0.00117027691501581
11,"ahead",8.31087319851434e-07
12,"ahead",7.38173503581052e-05
13,"ahead",0.000104978434749202
14,"ahead",5.02574942719021e-07
15,"ahead",0.00317269929172519
16,"ahead",6.17671711191532e-07
17,"ahead",0.000928467200241488
18,"ahead",0.00151002127443429
19,"ahead",1.55829558655503e-05
20,"ahead",0.000961082477048997
21,"ahead",5.68699216388648e-05
22,"ahead",8.51822858325674e-07
23,"ahead",1.06678769858011e-05
24,"ahead",0.000346854475071921
25,"ahead",0.000895202574578022
26,"ahead",0.00202926908981541
27,"ahead",6.73721428316377e-07
28,"ahead",7.39468307497543e-07
29,"ahead",9.26644075084116e-07
1,"approv",7.56056199169397e-07
2,"approv",8.46587364006322e-07
3,"approv",9.70814406497467e-07
4,"approv",8.3000432432253e-07
5,"approv",8.13720631805248e-07
6,"approv",7.23236802917248e-07
7,"approv",8.89764417075291e-07
8,"approv",9.1542984466071e-07
9,"approv",1.03601928239088e-06
10,"approv",1.08258734044016e-06
11,"approv",8.31087319851434e-07
12,"approv",9.11325313063028e-07
13,"approv",0.00314265229132186
14,"approv",5.02574942719021e-07
15,"approv",9.11433292653027e-07
16,"approv",0.00158803396947343
17,"approv",0.00241921067298099
18,"approv",9.86297370629841e-07
19,"approv",5.52943595229203e-06
20,"approv",7.66507497032943e-05
21,"approv",7.02097798010676e-07
22,"approv",0.000290471594689055
23,"approv",9.69806998709187e-07
24,"approv",6.1827892169683e-07
25,"approv",6.82839492431749e-07
26,"approv",7.04362752452415e-07
27,"approv",0.00619217364765582
28,"approv",8.13415138247297e-06
29,"approv",9.26644075084116e-07
1,"avail",0.00139189946267086
2,"avail",8.46587364006322e-07
3,"avail",1.06789584714721e-05
4,"avail",1.74300908107731e-05
5,"avail",0.00249893606027391
6,"avail",0.000398503478407404
7,"avail",0.00535727155521033
8,"avail",0.00279297645605983
9,"avail",0.00161722609981217
10,"avail",1.08258734044016e-06
11,"avail",8.31087319851434e-07
12,"avail",0.00022874265357882
13,"avail",7.44527906022709e-07
14,"avail",2.06055726514799e-05
15,"avail",0.000274341421088561
16,"avail",0.00134714200210873
17,"avail",1.29898808827923e-05
18,"avail",9.86297370629841e-07
19,"avail",5.02675995662912e-07
20,"avail",8.42315930805432e-07
21,"avail",7.02097798010676e-07
22,"avail",0.00243706519766975
23,"avail",0.000204629276727638
24,"avail",6.1827892169683e-07
25,"avail",6.82839492431749e-07
26,"avail",7.04362752452415e-07
27,"avail",6.73721428316377e-07
28,"avail",7.39468307497543e-07
29,"avail",0.000816373430149106
1,"bank",7.56056199169397e-07
2,"bank",0.00921171710775279
3,"bank",9.70814406497467e-07
4,"bank",8.3000432432253e-07
5,"bank",8.13720631805248e-07
6,"bank",7.23236802917248e-07
7,"bank",8.89764417075291e-07
8,"bank",9.1542984466071e-07
9,"bank",1.03601928239088e-06
10,"bank",1.08258734044016e-06
11,"bank",8.31087319851434e-07
12,"bank",9.11325313063028e-07
13,"bank",7.44527906022709e-07
14,"bank",5.02574942719021e-07
15,"bank",9.11433292653027e-07
16,"bank",6.17671711191532e-07
17,"bank",6.18565756323443e-07
18,"bank",9.86297370629841e-07
19,"bank",5.02675995662912e-07
20,"bank",0.0345610649568776
21,"bank",7.02097798010676e-07
22,"bank",0.131718220405757
23,"bank",9.69806998709187e-07
24,"bank",6.1827892169683e-07
25,"bank",6.82839492431749e-07
26,"bank",7.04362752452415e-07
27,"bank",6.73721428316377e-07
28,"bank",7.39468307497543e-07
29,"bank",9.26644075084116e-07
1,"committe",7.56056199169397e-07
2,"committe",8.46587364006322e-07
3,"committe",9.70814406497467e-07
4,"committe",8.3000432432253e-07
5,"committe",8.13720631805248e-07
6,"committe",7.23236802917248e-07
7,"committe",8.89764417075291e-07
8,"committe",9.1542984466071e-07
9,"committe",1.03601928239088e-06
10,"committe",1.08258734044016e-06
11,"committe",8.31087319851434e-07
12,"committe",9.11325313063028e-07
13,"committe",8.1898069662498e-06
14,"committe",5.02574942719021e-07
15,"committe",0.0732892624955226
16,"committe",6.79438882310685e-06
17,"committe",6.18565756323443e-07
18,"committe",9.86297370629841e-07
19,"committe",5.02675995662912e-07
20,"committe",9.26547523885973e-06
21,"committe",7.02097798010676e-07
22,"committe",8.51822858325674e-07
23,"committe",9.69806998709187e-07
24,"committe",6.1827892169683e-07
25,"committe",6.82839492431749e-07
26,"committe",7.04362752452415e-07
27,"committe",6.73721428316377e-07
28,"committe",7.39468307497543e-07
29,"committe",9.26644075084116e-07
1,"debt",7.56056199169397e-07
2,"debt",1.77783346441328e-05
3,"debt",9.70814406497467e-07
4,"debt",8.3000432432253e-07
5,"debt",8.13720631805248e-07
6,"debt",7.23236802917248e-07
7,"debt",8.89764417075291e-07
8,"debt",9.1542984466071e-07
9,"debt",1.03601928239088e-06
10,"debt",0.0247490291898025
11,"debt",8.31087319851434e-07
12,"debt",9.11325313063028e-07
13,"debt",0.00308309005884004
14,"debt",5.02574942719021e-07
15,"debt",9.11433292653027e-07
16,"debt",6.17671711191532e-07
17,"debt",6.18565756323443e-07
18,"debt",9.86297370629841e-07
19,"debt",5.02675995662912e-07
20,"debt",0.0120122674892163
21,"debt",7.02097798010676e-07
22,"debt",0.0244140949424721
23,"debt",9.69806998709187e-07
24,"debt",6.1827892169683e-07
25,"debt",6.82839492431749e-07
26,"debt",7.04362752452415e-07
27,"debt",6.73721428316377e-07
28,"debt",7.39468307497543e-07
29,"debt",9.26644075084116e-07
1,"direct",0.000620722139518075
2,"direct",8.46587364006322e-07
3,"direct",9.70814406497467e-07
4,"direct",0.00205094068540097
5,"direct",8.13720631805248e-07
6,"direct",0.00150505578687079
7,"direct",8.89764417075291e-07
8,"direct",9.1542984466071e-07
9,"direct",1.03601928239088e-06
10,"direct",0.00464538227782872
11,"direct",0.000358198634855968
12,"direct",9.11325313063028e-07
13,"direct",8.1898069662498e-06
14,"direct",0.00098052371324481
15,"direct",0.0185668076046348
16,"direct",0.0006491729684623
17,"direct",0.00105218035150618
18,"direct",9.86297370629841e-07
19,"direct",5.02675995662912e-07
20,"direct",8.42315930805432e-07
21,"direct",7.02097798010676e-07
22,"direct",3.49247371913527e-05
23,"direct",9.69806998709187e-07
24,"direct",6.1827892169683e-07
25,"direct",0.00187849144367974
26,"direct",2.18352453260249e-05
27,"direct",0.000836088292540624
28,"direct",1.55288344574484e-05
29,"direct",9.26644075084116e-07
1,"discuss",8.31661819086337e-06
2,"discuss",8.46587364006322e-07
3,"discuss",9.70814406497467e-07
4,"discuss",8.3000432432253e-07
5,"discuss",0.0047610794166925
6,"discuss",7.23236802917248e-07
7,"discuss",8.89764417075291e-07
8,"discuss",9.1542984466071e-07
9,"discuss",1.03601928239088e-06
10,"discuss",1.08258734044016e-06
11,"discuss",8.31087319851434e-07
12,"discuss",9.11325313063028e-07
13,"discuss",1.56350860264769e-05
14,"discuss",1.05540737970994e-05
15,"discuss",0.0108287389500106
16,"discuss",6.17671711191532e-07
17,"discuss",0.00215322739776191
18,"discuss",9.86297370629841e-07
19,"discuss",5.02675995662912e-07
20,"discuss",0.000918966680508725
21,"discuss",7.02097798010676e-07
22,"discuss",8.51822858325674e-07
23,"discuss",9.69806998709187e-07
24,"discuss",0.000717821828090019
25,"discuss",6.82839492431749e-07
26,"discuss",7.04362752452415e-07
27,"discuss",0.00227785214913767
28,"discuss",7.39468307497543e-07
29,"discuss",9.26644075084116e-07
1,"domest",7.56056199169397e-07
2,"domest",8.46587364006322e-07
3,"domest",1.06789584714721e-05
4,"domest",0.00386865015566731
5,"domest",8.13720631805248e-07
6,"domest",7.23236802917248e-07
7,"domest",0.00735924149362973
8,"domest",9.1542984466071e-07
9,"domest",0.00173118822087517
10,"domest",2.27343341492433e-05
11,"domest",8.31087319851434e-07
12,"domest",0.000201402894186929
13,"domest",0.00290440336139459
14,"domest",5.02574942719021e-07
15,"domest",0.00397476058925985
16,"domest",6.17671711191532e-07
17,"domest",6.18565756323443e-07
18,"domest",9.86297370629841e-07
19,"domest",5.02675995662912e-07
20,"domest",0.00299106387029009
21,"domest",7.02097798010676e-07
22,"domest",8.51822858325674e-07
23,"domest",0.00709025896756286
24,"domest",6.1827892169683e-07
25,"domest",6.82839492431749e-07
26,"domest",7.74799027697656e-06
27,"domest",6.73721428316377e-07
28,"domest",0.000488788551255876
29,"domest",9.26644075084116e-07
1,"feder",0.00706988151843303
2,"feder",0.0315023624020393
3,"feder",9.70814406497467e-07
4,"feder",8.3000432432253e-07
5,"feder",8.13720631805248e-07
6,"feder",7.23236802917248e-07
7,"feder",8.89764417075291e-07
8,"feder",1.92240267378749e-05
9,"feder",1.03601928239088e-06
10,"feder",0.00527328293528401
11,"feder",8.31087319851434e-07
12,"feder",1.91378315743236e-05
13,"feder",0.00868938519119105
14,"feder",5.02574942719021e-07
15,"feder",0.034124973910222
16,"feder",6.17671711191532e-07
17,"feder",6.18565756323443e-07
18,"feder",9.86297370629841e-07
19,"feder",5.02675995662912e-07
20,"feder",8.42315930805432e-07
21,"feder",7.02097798010676e-07
22,"feder",0.00215596365442228
23,"feder",1.06678769858011e-05
24,"feder",6.1827892169683e-07
25,"feder",0.00171460996549612
26,"feder",7.04362752452415e-07
27,"feder",0.00214984507775756
28,"feder",8.13415138247297e-06
29,"feder",9.26644075084116e-07
1,"financi",1.58771801825573e-05
2,"financi",8.46587364006322e-07
3,"financi",9.70814406497467e-07
4,"financi",0.00283114475026415
5,"financi",0.00377647745220815
6,"financi",7.23236802917248e-07
7,"financi",8.89764417075291e-07
8,"financi",5.58412205243033e-05
9,"financi",0.00098525433755373
10,"financi",1.08258734044016e-06
11,"financi",0.018309684743647
12,"financi",6.4704097227475e-05
13,"financi",7.44527906022709e-07
14,"financi",5.52832436990923e-06
15,"financi",0.0164887396973859
16,"financi",1.29711059350222e-05
17,"financi",6.18565756323443e-07
