"topic","term","beta"
1,"ahead",4.36029860910438e-06
2,"ahead",0.00424484378174709
3,"ahead",0.00108418772155802
4,"ahead",0.000623476214061998
5,"ahead",0.00292769822937942
6,"ahead",6.59498794106456e-07
7,"ahead",0.00111070033209221
8,"ahead",6.8384344635214e-07
9,"ahead",0.000629407819048147
10,"ahead",6.94578054250713e-07
11,"ahead",6.72878229899614e-07
12,"ahead",5.77890042550044e-07
13,"ahead",8.22785903702784e-07
14,"ahead",0.00086279094765026
15,"ahead",8.97879564877967e-05
16,"ahead",0.000934937065870864
17,"ahead",3.79969498134797e-05
18,"ahead",6.52374021683608e-07
19,"ahead",0.000315724110421076
20,"ahead",7.99742163126608e-07
21,"ahead",1.36683778173944e-05
22,"ahead",7.42504601672269e-07
23,"ahead",0.00231689224458981
24,"ahead",1.01041434060865e-06
25,"ahead",6.33638342437794e-05
26,"ahead",7.13692839448373e-07
27,"ahead",8.87545342472683e-07
1,"approv",3.96390782645853e-07
2,"approv",7.84484158519146e-07
3,"approv",6.41151816415153e-07
4,"approv",9.15530417124812e-07
5,"approv",9.03331758524967e-07
6,"approv",6.59498794106456e-07
7,"approv",7.98490533495481e-07
8,"approv",6.8384344635214e-07
9,"approv",2.5639477517073e-05
10,"approv",1.4586139139265e-05
11,"approv",6.72878229899614e-07
12,"approv",0.00139907179301366
13,"approv",8.22785903702784e-07
14,"approv",0.00195493138771388
15,"approv",0.00338658238936033
16,"approv",0.000263027868663056
17,"approv",8.19542054800543e-06
18,"approv",6.52374021683608e-07
19,"approv",8.07478543276409e-07
20,"approv",8.79716379439269e-06
21,"approv",0.00591710584466345
22,"approv",7.49929647688992e-05
23,"approv",6.75281913316762e-07
24,"approv",1.01041434060865e-06
25,"approv",8.92448369630696e-07
26,"approv",7.13692839448373e-07
27,"approv",8.87545342472683e-07
1,"avail",3.96390782645853e-07
2,"avail",0.00296613460336089
3,"avail",6.41151816415153e-07
4,"avail",9.15530417124812e-07
5,"avail",0.00096746831338024
6,"avail",0.000422738727022238
7,"avail",7.98490533495481e-07
8,"avail",6.8384344635214e-07
9,"avail",8.2707991990558e-07
10,"avail",0.00152876629740582
11,"avail",6.72878229899614e-07
12,"avail",0.00102344326535613
13,"avail",0.00229639545723447
14,"avail",5.74810757928222e-07
15,"avail",6.85404247998448e-07
16,"avail",8.19401460009521e-07
17,"avail",0.00371103543178318
18,"avail",6.52374021683608e-07
19,"avail",8.07478543276409e-07
20,"avail",0.00283188699963132
21,"avail",6.50875134161637e-07
22,"avail",7.42504601672269e-07
23,"avail",6.75281913316762e-07
24,"avail",1.01041434060865e-06
25,"avail",0.000313249377740374
26,"avail",7.13692839448373e-07
27,"avail",0.00154521644124494
1,"bank",3.96390782645853e-07
2,"bank",7.84484158519146e-07
3,"bank",6.41151816415153e-07
4,"bank",9.15530417124812e-07
5,"bank",9.03331758524967e-07
6,"bank",6.59498794106456e-07
7,"bank",0.00707542461730345
8,"bank",6.8384344635214e-07
9,"bank",8.2707991990558e-07
10,"bank",6.94578054250713e-07
11,"bank",6.72878229899614e-07
12,"bank",5.77890042550044e-07
13,"bank",8.22785903702784e-07
14,"bank",5.74810757928222e-07
15,"bank",6.85404247998448e-07
16,"bank",8.19401460009521e-07
17,"bank",7.45038231636857e-07
18,"bank",6.52374021683608e-07
19,"bank",0.0411902879710729
20,"bank",0.117250998278155
