"topic","term","beta"
1,"ahead",7.33927178277517e-07
2,"ahead",0.00134564242696089
3,"ahead",9.94487555479974e-07
4,"ahead",8.35685090458733e-07
5,"ahead",7.42631425339921e-07
6,"ahead",6.99548721120005e-07
7,"ahead",8.3682498558569e-07
8,"ahead",0.00323980141818837
9,"ahead",0.000575734532670343
10,"ahead",0.00103737984969568
11,"ahead",7.1881786089868e-07
12,"ahead",0.00054441041769909
13,"ahead",1.06485653962283e-05
14,"ahead",0.000409271026063209
15,"ahead",0.000192489289633898
16,"ahead",4.51578787176788e-07
17,"ahead",4.53062414771621e-05
18,"ahead",0.00379869593389871
19,"ahead",9.09270283319528e-07
20,"ahead",0.00168874411260294
21,"ahead",0.000623824994474327
22,"ahead",8.76168480189392e-07
23,"ahead",9.138487379292e-07
24,"ahead",9.86550358956348e-07
25,"ahead",0.000452551185703201
26,"ahead",0.00123987098465525
27,"ahead",0.00120611154320715
28,"ahead",0.000206112109405158
29,"ahead",0.000232413940376819
30,"ahead",9.57906705634311e-07
1,"approv",7.33927178277517e-07
2,"approv",6.25589226853043e-07
3,"approv",9.94487555479974e-07
4,"approv",8.35685090458733e-07
5,"approv",7.42631425339921e-07
6,"approv",0.00791259558458838
7,"approv",0.000561509565327997
8,"approv",3.05177283390579e-05
9,"approv",9.42282377529203e-07
10,"approv",1.10242279457564e-06
11,"approv",7.1881786089868e-07
12,"approv",0.00263223618745682
13,"approv",9.68051399657116e-07
14,"approv",0.00182380222213421
15,"approv",1.00779732792617e-06
16,"approv",4.51578787176788e-07
17,"approv",0.00123858330573481
18,"approv",8.65109527191691e-07
19,"approv",1.00019731165148e-05
20,"approv",9.37670245753995e-07
21,"approv",8.53385765354756e-07
22,"approv",8.76168480189392e-07
23,"approv",0.000119714184668725
24,"approv",9.86550358956348e-07
25,"approv",6.36499557951058e-07
26,"approv",7.16274398992059e-07
27,"approv",9.53790580537643e-06
28,"approv",7.08289035756555e-07
29,"approv",8.57616016150625e-07
30,"approv",9.57906705634311e-07
1,"avail",0.00174014133969599
2,"avail",6.25589226853043e-07
3,"avail",9.94487555479974e-07
4,"avail",8.35685090458733e-07
5,"avail",7.42631425339921e-07
6,"avail",6.99548721120005e-07
7,"avail",0.000569877815183855
8,"avail",0.000483361439176691
9,"avail",3.86335774786974e-05
10,"avail",1.10242279457564e-06
11,"avail",7.1881786089868e-07
12,"avail",7.87858781040651e-07
13,"avail",0.00494771070364752
14,"avail",6.2868053158711e-07
15,"avail",1.10857706071878e-05
16,"avail",4.51578787176788e-07
17,"avail",0.000759996247877466
18,"avail",0.00233666083294476
19,"avail",0.00290148147407261
20,"avail",0.00206381221090454
21,"avail",8.53385765354756e-07
22,"avail",8.76168480189392e-07
23,"avail",0.0033547387169381
24,"avail",9.86550358956348e-07
25,"avail",6.36499557951058e-07
26,"avail",7.16274398992059e-07
27,"avail",8.67082345943312e-07
28,"avail",7.08289035756555e-07
29,"avail",9.43377617765687e-06
30,"avail",0.00115044595346681
1,"bank",7.33927178277517e-07
2,"bank",6.25589226853043e-07
3,"bank",9.94487555479974e-07
4,"bank",8.35685090458733e-07
5,"bank",8.16894567873914e-06
6,"bank",6.99548721120005e-07
7,"bank",8.3682498558569e-07
8,"bank",9.84442849647027e-07
9,"bank",9.42282377529203e-07
10,"bank",1.10242279457564e-06
11,"bank",7.1881786089868e-07
12,"bank",7.87858781040651e-07
13,"bank",9.68051399657116e-07
14,"bank",6.2868053158711e-07
15,"bank",1.00779732792617e-06
16,"bank",4.51578787176788e-07
17,"bank",6.38116077143129e-07
18,"bank",8.65109527191691e-07
19,"bank",9.09270283319528e-07
20,"bank",9.37670245753995e-07
21,"bank",0.0403318646564312
22,"bank",0.000272488397338901
23,"bank",0.13124786959013
24,"bank",9.86550358956348e-07
25,"bank",6.36499557951058e-07
26,"bank",7.16274398992059e-07
27,"bank",0.0133019102691164
28,"bank",7.08289035756555e-07
29,"bank",8.57616016150625e-07
30,"bank",9.57906705634311e-07
1,"committe",7.33927178277517e-07
2,"committe",6.25589226853043e-07
3,"committe",9.94487555479974e-07
4,"committe",8.35685090458733e-07
5,"committe",7.42631425339921e-07
6,"committe",6.99548721120005e-07
7,"committe",8.3682498558569e-07
8,"committe",0.0791501895544707
9,"committe",9.42282377529203e-07
10,"committe",1.10242279457564e-06
11,"committe",7.1881786089868e-07
12,"committe",2.44236222122602e-05
13,"committe",9.68051399657116e-07
14,"committe",6.2868053158711e-07
15,"committe",1.00779732792617e-06
16,"committe",4.51578787176788e-07
17,"committe",6.38116077143129e-07
18,"committe",8.65109527191691e-07
19,"committe",9.09270283319528e-07
20,"committe",9.37670245753995e-07
21,"committe",8.53385765354756e-07
22,"committe",8.76168480189392e-07
23,"committe",1.00523361172212e-05
24,"committe",9.86550358956348e-07
25,"committe",6.36499557951058e-07
26,"committe",7.16274398992059e-07
27,"committe",8.67082345943312e-07
28,"committe",7.08289035756555e-07
29,"committe",8.57616016150625e-07
30,"committe",9.57906705634311e-07
1,"debt",7.33927178277517e-07
2,"debt",6.25589226853043e-07
3,"debt",9.94487555479974e-07
