"topic","term","beta"
1,"ahead",5.32393762263642e-05
2,"ahead",0.00300291713993051
3,"ahead",0.00118835315828962
4,"ahead",7.56863044875167e-07
5,"ahead",5.66141457236788e-07
6,"ahead",0.00370506081430953
7,"ahead",0.000233305487194539
8,"ahead",0.000298589476319578
9,"ahead",5.43211754312237e-06
10,"ahead",3.52034212092868e-07
11,"ahead",0.00143772324286825
12,"ahead",0.000371548265483166
13,"ahead",6.72964266270425e-07
14,"ahead",0.000856658229091697
15,"ahead",4.18821327889773e-07
16,"ahead",6.21707669323638e-07
17,"ahead",5.56878761367983e-07
18,"ahead",0.000440527879243938
19,"ahead",0.000731567615184092
20,"ahead",6.86123764376866e-07
21,"ahead",0.000163553220881944
1,"approv",0.00121395370476512
2,"approv",7.14810078536184e-07
3,"approv",5.44866189036965e-07
4,"approv",7.56863044875167e-07
5,"approv",0.00305773001053589
6,"approv",6.6987177984262e-07
7,"approv",6.84180314353487e-07
8,"approv",0.00276967479758506
9,"approv",0.000267161417348109
10,"approv",3.52034212092868e-07
11,"approv",5.40294341551391e-07
12,"approv",0.00192061289935284
13,"approv",6.72964266270425e-07
14,"approv",7.44273005292525e-07
15,"approv",4.18821327889773e-07
16,"approv",0.00105130766882627
17,"approv",5.56878761367983e-07
18,"approv",5.71372087216521e-07
19,"approv",6.30118531596979e-07
20,"approv",6.86123764376866e-07
21,"approv",6.03517420228576e-07
1,"avail",0.000504095355080259
2,"avail",7.14810078536184e-07
3,"avail",5.44866189036965e-07
4,"avail",0.00277087560728799
5,"avail",0.000742211450437429
6,"avail",0.00265336211995662
7,"avail",6.84180314353487e-07
8,"avail",0.000108922839818939
9,"avail",4.93828867556579e-07
10,"avail",3.52034212092868e-07
11,"avail",5.40294341551391e-07
12,"avail",3.78744409259089e-07
13,"avail",0.00240315539485169
14,"avail",7.44273005292525e-07
15,"avail",4.6070346067875e-06
16,"avail",0.00181600810209435
17,"avail",5.56878761367983e-07
18,"avail",5.71372087216521e-07
19,"avail",6.30118531596979e-07
20,"avail",0.0032803577174858
21,"avail",0.000845527905740235
1,"bank",1.00723144212041e-05
2,"bank",7.14810078536184e-07
3,"bank",5.44866189036965e-07
4,"bank",7.56863044875167e-07
5,"bank",5.66141457236788e-07
6,"bank",2.74647429735475e-05
7,"bank",6.84180314353487e-07
8,"bank",5.41904675716114e-07
9,"bank",4.93828867556579e-07
10,"bank",3.52034212092868e-07
11,"bank",5.40294341551391e-07
12,"bank",3.78744409259089e-07
13,"bank",6.72964266270425e-07
14,"bank",2.30724631640683e-05
15,"bank",4.18821327889773e-07
16,"bank",0.0922123032217513
17,"bank",3.3969604443447e-05
18,"bank",5.71372087216521e-07
19,"bank",0.0365916132483681
20,"bank",6.86123764376866e-07
21,"bank",6.03517420228576e-07
1,"committe",4.79634020057335e-07
2,"committe",0.0574857413259584
3,"committe",5.99352807940662e-06
4,"committe",8.32549349362683e-06
5,"committe",5.66141457236788e-07
6,"committe",6.6987177984262e-07
7,"committe",6.84180314353487e-07
8,"committe",5.41904675716114e-07
9,"committe",4.93828867556579e-07
10,"committe",3.52034212092868e-07
11,"committe",5.40294341551391e-07
12,"committe",3.78744409259089e-07
13,"committe",6.72964266270425e-07
14,"committe",7.44273005292525e-07
15,"committe",4.18821327889773e-07
16,"committe",6.21707669323638e-07
17,"committe",5.56878761367983e-07
18,"committe",5.71372087216521e-07
19,"committe",6.30118531596979e-07
20,"committe",6.86123764376866e-07
21,"committe",6.03517420228576e-07
1,"debt",4.79634020057335e-07
2,"debt",7.14810078536184e-07
3,"debt",5.44866189036965e-07
4,"debt",7.56863044875167e-07
5,"debt",5.66141457236788e-07
6,"debt",6.6987177984262e-07
7,"debt",0.0154289502689855
8,"debt",0.00307314141598608
9,"debt",4.93828867556579e-07
10,"debt",3.52034212092868e-07
11,"debt",5.40294341551391e-07
12,"debt",3.78744409259089e-07
