"topic","term","beta"
1,"ahead",0.000212432232662765
2,"ahead",0.00328659921221823
3,"ahead",0.000634729150675267
4,"ahead",4.54082496799853e-07
5,"ahead",4.75888400363008e-07
6,"ahead",1.32559471096263e-05
7,"ahead",4.06526149055399e-06
8,"ahead",0.00256913372540528
9,"ahead",5.7542870123276e-06
10,"ahead",5.0517475762978e-07
11,"ahead",0.000937375223704797
12,"ahead",0.000132869646051933
13,"ahead",7.70772682858638e-05
14,"ahead",0.00128918862927712
15,"ahead",4.47656174012908e-06
16,"ahead",4.25055671666597e-07
1,"approv",4.15718654917349e-07
2,"approv",4.91197012736247e-07
3,"approv",0.000857266320195115
4,"approv",4.54082496799853e-07
5,"approv",4.75888400363008e-07
6,"approv",0.00214275970859152
7,"approv",0.000488200948092893
8,"approv",4.48287161997084e-07
9,"approv",2.74013667253695e-07
10,"approv",5.0517475762978e-07
11,"approv",5.71221952288116e-07
12,"approv",2.99079277091067e-05
13,"approv",4.78740796806607e-07
14,"approv",4.39846001118089e-07
15,"approv",0.00462754395881889
16,"approv",4.25055671666597e-07
1,"avail",4.15718654917349e-07
2,"avail",0.000629223373315133
3,"avail",3.32145029134101e-07
4,"avail",4.54082496799853e-07
5,"avail",0.00228949909414643
6,"avail",4.27611197084718e-07
7,"avail",0.00154147324337279
8,"avail",4.93115878196792e-06
9,"avail",2.74013667253695e-07
10,"avail",0.0049108038189191
11,"avail",0.000183362246684485
12,"avail",4.90293896870602e-07
13,"avail",4.78740796806607e-07
14,"avail",4.39846001118089e-07
15,"avail",8.99381949607751e-05
16,"avail",0.000990804770654837
1,"bank",4.15718654917349e-07
2,"bank",4.91197012736247e-07
3,"bank",3.32145029134101e-07
4,"bank",4.54082496799853e-07
5,"bank",0.0213012406886486
6,"bank",4.27611197084718e-07
7,"bank",3.69569226414e-07
8,"bank",4.48287161997084e-07
9,"bank",2.74013667253695e-07
10,"bank",5.0517475762978e-07
11,"bank",5.71221952288116e-07
12,"bank",0.0793006251737479
13,"bank",1.96283726690709e-05
14,"bank",4.39846001118089e-07
15,"bank",4.06960158193553e-07
16,"bank",4.25055671666597e-07
1,"committe",4.15718654917349e-07
2,"committe",0.0390359177991623
3,"committe",3.32145029134101e-07
4,"committe",4.54082496799853e-07
5,"committe",4.75888400363008e-07
6,"committe",0.000410934360398414
7,"committe",4.06526149055399e-06
8,"committe",4.48287161997084e-07
9,"committe",2.74013667253695e-07
10,"committe",5.0517475762978e-07
11,"committe",5.71221952288116e-07
12,"committe",4.90293896870602e-07
13,"committe",4.78740796806607e-07
14,"committe",4.39846001118089e-07
15,"committe",4.06960158193553e-07
16,"committe",4.25055671666597e-07
1,"debt",4.57290520409084e-06
2,"debt",5.40316714009872e-06
3,"debt",3.32145029134101e-07
4,"debt",4.54082496799853e-07
5,"debt",0.0200448953116902
6,"debt",0.00132602232215971
7,"debt",3.69569226414e-07
8,"debt",4.48287161997084e-07
9,"debt",5.7542870123276e-06
10,"debt",5.0517475762978e-07
11,"debt",5.71221952288116e-07
12,"debt",0.0121009436686633
13,"debt",4.78740796806607e-07
14,"debt",4.39846001118089e-07
15,"debt",4.06960158193553e-07
16,"debt",4.25055671666597e-07
1,"direct",1.28872783024378e-05
2,"direct",0.00823295313047224
3,"direct",0.000598193197470516
4,"direct",4.99490746479839e-06
5,"direct",0.000581059736843233
6,"direct",0.000180024313972666
7,"direct",0.000155588644320294
8,"direct",4.48287161997084e-07
9,"direct",3.01415033979065e-06
10,"direct",5.0517475762978e-07
11,"direct",5.71221952288116e-07
12,"direct",4.90293896870602e-07
13,"direct",0.000694652896166387
14,"direct",0.00252075743240777
15,"direct",0.00446475989554147
16,"direct",0.000183198994488303
1,"discuss",8.73009175326433e-06
2,"discuss",0.00804629826563247
3,"discuss",0.0012691261563214
4,"discuss",4.54082496799853e-07
5,"discuss",4.75888400363008e-07
6,"discuss",4.27611197084718e-07
7,"discuss",1.5152338282974e-05
