"topic","term","beta"
1,"ahead",4.19613930007557e-07
2,"ahead",0.00290731722872142
3,"ahead",0.00277581533036387
4,"ahead",4.30447626791577e-07
5,"ahead",0.00082975238966818
6,"ahead",0.000414455701913666
7,"ahead",0.00102223249738792
8,"ahead",3.94164318432739e-07
9,"ahead",0.00135690939070232
10,"ahead",0.000645903743693435
11,"ahead",5.48509343582413e-07
12,"ahead",2.84477782711887e-07
13,"ahead",5.33708209980023e-07
14,"ahead",4.30373525486505e-07
15,"ahead",0.000149207778819077
16,"ahead",4.06953533638576e-07
17,"ahead",0.000317896030468747
1,"approv",4.19613930007557e-07
2,"approv",6.74551561188266e-06
3,"approv",5.5064775448599e-07
4,"approv",4.30447626791577e-07
5,"approv",6.23405251441157e-07
6,"approv",5.82919411974214e-07
7,"approv",4.70857898382273e-07
8,"approv",0.00047339134643772
9,"approv",4.49159017114306e-07
10,"approv",0.000374087333932915
11,"approv",5.48509343582413e-07
12,"approv",2.84477782711887e-07
13,"approv",1.65449545093807e-05
14,"approv",4.30373525486505e-07
15,"approv",0.00281781820361948
16,"approv",0.0047821109737869
17,"approv",4.73764575959385e-07
1,"avail",4.19613930007557e-07
2,"avail",6.13228691989333e-07
3,"avail",0.00278682828545359
4,"avail",0.00111528980101698
5,"avail",6.23405251441157e-07
6,"avail",5.82919411974214e-07
7,"avail",4.70857898382273e-07
8,"avail",0.00152581007665314
9,"avail",4.49159017114306e-07
10,"avail",3.39770512200649e-07
11,"avail",0.00361522508355168
12,"avail",2.84477782711887e-07
13,"avail",0.00252497354141549
14,"avail",9.03784403521661e-06
15,"avail",4.50778787973042e-07
16,"avail",4.06953533638576e-07
17,"avail",4.73764575959385e-07
1,"bank",4.19613930007557e-07
2,"bank",6.13228691989333e-07
3,"bank",5.5064775448599e-07
4,"bank",4.30447626791577e-07
5,"bank",6.23405251441157e-07
6,"bank",5.82919411974214e-07
7,"bank",4.70857898382273e-07
8,"bank",3.94164318432739e-07
9,"bank",4.9856650899688e-05
10,"bank",3.39770512200649e-07
11,"bank",5.48509343582413e-07
12,"bank",2.84477782711887e-07
13,"bank",0.0984643613674245
14,"bank",0.00942130684642508
15,"bank",4.50778787973042e-07
16,"bank",1.26155595427958e-05
17,"bank",9.94905609514708e-06
1,"committe",4.19613930007557e-07
2,"committe",0.0493287292123139
3,"committe",5.5064775448599e-07
4,"committe",4.30447626791577e-07
5,"committe",6.23405251441157e-07
6,"committe",5.82919411974214e-07
7,"committe",4.70857898382273e-07
8,"committe",3.94164318432739e-07
9,"committe",4.49159017114306e-07
10,"committe",3.39770512200649e-07
11,"committe",5.48509343582413e-07
12,"committe",2.84477782711887e-07
13,"committe",5.33708209980023e-07
14,"committe",4.30373525486505e-07
15,"committe",4.50778787973042e-07
16,"committe",4.06953533638576e-07
17,"committe",4.73764575959385e-07
1,"debt",4.19613930007557e-07
2,"debt",6.74551561188266e-06
3,"debt",5.5064775448599e-07
4,"debt",4.73492389470734e-06
5,"debt",6.23405251441157e-07
6,"debt",0.0141188910774274
7,"debt",4.70857898382273e-07
8,"debt",3.94164318432739e-07
9,"debt",4.49159017114306e-07
10,"debt",3.39770512200649e-07
11,"debt",5.48509343582413e-07
12,"debt",2.84477782711887e-07
13,"debt",0.0188564447668042
14,"debt",0.00213508305993855
15,"debt",0.00243916402172213
16,"debt",4.06953533638576e-07
17,"debt",4.73764575959385e-07
1,"direct",4.19613930007557e-07
2,"direct",0.0147978215663946
3,"direct",5.5064775448599e-07
4,"direct",0.000615970553938747
5,"direct",6.23405251441157e-07
6,"direct",0.00210492199663889
7,"direct",0.00192627966228188
8,"direct",0.000426091628225791
9,"direct",4.49159017114306e-07
10,"direct",0.000907527038087935
11,"direct",5.48509343582413e-07
12,"direct",2.84477782711887e-07
13,"direct",5.33708209980023e-07
14,"direct",4.30373525486505e-07
15,"direct",4.50778787973042e-07
16,"direct",0.000911982868884048
17,"direct",4.73764575959385e-07
1,"discuss",4.19613930007557e-07
2,"discuss",0.0086164763511421
3,"discuss",0.00225820644114704
4,"discuss",4.30447626791577e-07
5,"discuss",6.85745776585272e-06
6,"discuss",5.82919411974214e-07
7,"discuss",9.88801586602774e-06
8,"discuss",3.94164318432739e-07
9,"discuss",4.49159017114306e-07
10,"discuss",0.000649301448815441
11,"discuss",5.48509343582413e-07
12,"discuss",2.84477782711887e-07
13,"discuss",1.12078724095805e-05
14,"discuss",4.30373525486505e-07
15,"discuss",4.50778787973042e-07
16,"discuss",0.00275955191160318
17,"discuss",4.73764575959385e-07
1,"domest",4.19613930007557e-07
2,"domest",0.00424415577725817
3,"domest",0.00033644577799094
4,"domest",4.30447626791577e-07
5,"domest",6.23405251441157e-07
6,"domest",5.82919411974214e-07
7,"domest",5.17943688220501e-06
8,"domest",4.33580750276013e-06
9,"domest",4.49159017114306e-07
10,"domest",3.39770512200649e-07
11,"domest",0.00532108914209299
12,"domest",1.45083669183062e-05
13,"domest",5.33708209980023e-07
14,"domest",0.00570718332147655
15,"domest",0.00183962823371798
16,"domest",4.06953533638576e-07
17,"domest",4.73764575959385e-07
1,"feder",4.19613930007557e-07
2,"feder",0.0327224962332428
3,"feder",5.5064775448599e-07
4,"feder",3.48662577701178e-05
5,"feder",6.23405251441157e-07
6,"feder",0.00247216122618264
7,"feder",0.00307517293433463
8,"feder",3.94164318432739e-07
9,"feder",0.00783378241749061
10,"feder",3.39770512200649e-07
11,"feder",5.48509343582413e-07
12,"feder",3.12925560983076e-06
13,"feder",0.00470784012023379
14,"feder",4.30373525486505e-07
15,"feder",0.00824068702293518
16,"feder",4.06953533638576e-07
17,"feder",3.36372848931164e-05
1,"financi",0.000336110757936053
2,"financi",0.013853449380731
3,"financi",0.00329893069712556
4,"financi",4.30447626791577e-07
5,"financi",6.23405251441157e-07
6,"financi",0.00765431479863341
7,"financi",0.00169555929207457
8,"financi",3.94164318432739e-07
9,"financi",0.000970632635984015
10,"financi",3.39770512200649e-07
11,"financi",5.48509343582413e-07
12,"financi",2.84477782711887e-07
13,"financi",0.0343179716099255
14,"financi",0.00276342840714885
15,"financi",2.74975060663555e-05
16,"financi",4.06953533638576e-07
17,"financi",4.73764575959385e-07
1,"follow",4.19613930007557e-07
2,"follow",0.00362479479834894
3,"follow",5.5064775448599e-07
4,"follow",4.30447626791577e-07
5,"follow",6.23405251441157e-07
6,"follow",0.00336985712062293
7,"follow",0.00160609629138194
8,"follow",3.94164318432739e-07
9,"follow",0.000966141045812872
10,"follow",0.00122011590931253
11,"follow",0.000368049769543799
12,"follow",0.000964664161176008
13,"follow",5.33708209980023e-07
14,"follow",4.30373525486505e-07
15,"follow",4.50778787973042e-07
16,"follow",0.00121312848377659
17,"follow",0.00202344850392253
1,"growth",4.19613930007557e-07
2,"growth",0.0058692118110299
3,"growth",0.0216189814888744
4,"growth",4.30447626791577e-07
5,"growth",6.23405251441157e-07
6,"growth",5.82919411974214e-07
7,"growth",4.70857898382273e-07
8,"growth",4.33580750276013e-06
9,"growth",0.022602130900209
10,"growth",3.39770512200649e-07
11,"growth",0.0211291284241381
12,"growth",2.84477782711887e-07
13,"growth",5.33708209980023e-07
14,"growth",4.30373525486505e-07
15,"growth",4.50778787973042e-07
16,"growth",4.06953533638576e-07
17,"growth",0.00162548626011665
1,"implement",4.19613930007557e-07
2,"implement",0.00272334862112462
3,"implement",6.05712529934589e-06
4,"implement",1.76483526984547e-05
5,"implement",6.23405251441157e-07
6,"implement",5.82919411974214e-07
7,"implement",4.70857898382273e-07
8,"implement",4.33580750276013e-06
9,"implement",4.49159017114306e-07
10,"implement",3.39770512200649e-07
11,"implement",6.03360277940655e-06
12,"implement",2.84477782711887e-07
13,"implement",5.33708209980023e-07
14,"implement",1.76453145449467e-05
15,"implement",2.29897181866251e-05
16,"implement",9.4006266270511e-05
17,"implement",4.73764575959385e-07
1,"inform",0.000688586459142401
2,"inform",0.00813815797139043
3,"inform",6.05712529934589e-06
4,"inform",4.73492389470734e-06
5,"inform",6.23405251441157e-07
6,"inform",2.97288900106849e-05
7,"inform",1.93051738336732e-05
8,"inform",4.33580750276013e-06
9,"inform",4.49159017114306e-07
10,"inform",3.39770512200649e-07
11,"inform",0.0032093281693007
12,"inform",2.84477782711887e-07
13,"inform",5.33708209980023e-07
14,"inform",4.30373525486505e-07
15,"inform",4.50778787973042e-07
16,"inform",0.0035815980495531
17,"inform",9.94905609514708e-06
1,"intermeet",4.19613930007557e-07
2,"intermeet",0.0118236624102463
3,"intermeet",6.05712529934589e-06
4,"intermeet",4.30447626791577e-07
5,"intermeet",6.23405251441157e-07
6,"intermeet",5.82919411974214e-07
7,"intermeet",4.70857898382273e-07
8,"intermeet",3.94164318432739e-07
9,"intermeet",4.49159017114306e-07
10,"intermeet",3.39770512200649e-07
11,"intermeet",5.48509343582413e-07
12,"intermeet",2.84477782711887e-07
13,"intermeet",5.33708209980023e-07
14,"intermeet",4.30373525486505e-07
15,"intermeet",4.50778787973042e-07
16,"intermeet",4.06953533638576e-07
17,"intermeet",4.73764575959385e-07
1,"issu",4.19613930007557e-07
2,"issu",6.13228691989333e-07
3,"issu",5.5064775448599e-07
4,"issu",4.30447626791577e-07
5,"issu",6.23405251441157e-07
6,"issu",0.0108603715644916
7,"issu",0.0014130445530452
8,"issu",3.94164318432739e-07
9,"issu",4.49159017114306e-07
10,"issu",0.00336067013617662
11,"issu",5.48509343582413e-07
12,"issu",2.84477782711887e-07
13,"issu",5.33708209980023e-07
14,"issu",4.30373525486505e-07
15,"issu",0.00201543196102747
16,"issu",0.00936847729789365
17,"issu",4.73764575959385e-07
1,"meet",1.72041711303098e-05
2,"meet",0.0211876645369234
3,"meet",0.00269321816719098
4,"meet",4.30447626791577e-07
5,"meet",0.00276230866913577
6,"meet",5.82919411974214e-07
7,"meet",0.00137537592117462
8,"meet",3.94164318432739e-07
9,"meet",0.0028885416390621
10,"meet",0.00143756903712095
11,"meet",5.48509343582413e-07
12,"meet",2.84477782711887e-07
13,"meet",5.33708209980023e-07
14,"meet",0.00300013384616643
15,"meet",4.50778787973042e-07
16,"meet",0.00595006761532961
