"topic","term","beta"
1,"ahead",8.39804728604506e-07
2,"ahead",3.05776311805037e-05
3,"ahead",0.0010509907090894
4,"ahead",0.000803272624600279
5,"ahead",0.00206477434966036
6,"ahead",0.000648558431486378
7,"ahead",7.77899562275917e-07
8,"ahead",0.00158920568674132
9,"ahead",9.5536259354194e-07
10,"ahead",1.05685566416509e-06
11,"ahead",0.00090372285215395
12,"ahead",1.05870184097663e-06
13,"ahead",0.000514528050845345
14,"ahead",0.00528594575929025
15,"ahead",7.39457371391725e-07
16,"ahead",5.25132031320975e-07
17,"ahead",0.000787023910157378
18,"ahead",0.000622509646379237
19,"ahead",9.66750548389248e-07
20,"ahead",5.25949562488856e-07
21,"ahead",1.36623390172804e-05
22,"ahead",6.55985904174892e-07
23,"ahead",0.00321606364922019
24,"ahead",8.75324854936788e-07
25,"ahead",1.0764112019961e-06
26,"ahead",6.87614616761431e-07
27,"ahead",8.55803158427137e-07
28,"ahead",0.000492398260452928
29,"ahead",2.63846639462577e-05
30,"ahead",7.74129820022558e-07
31,"ahead",1.06326113790207e-05
1,"approv",8.39804728604506e-07
2,"approv",9.86375199371087e-07
3,"approv",9.54578300716984e-07
4,"approv",7.29584581834949e-07
5,"approv",7.14207661591269e-07
6,"approv",0.00269595567773708
7,"approv",7.77899562275917e-07
8,"approv",8.77529368714147e-07
9,"approv",9.5536259354194e-07
10,"approv",1.05685566416509e-06
11,"approv",1.15713553412798e-06
12,"approv",1.05870184097663e-06
13,"approv",7.55547798598157e-07
14,"approv",9.15949707033486e-07
15,"approv",7.39457371391725e-07
16,"approv",5.25132031320975e-07
17,"approv",8.83304051804016e-07
18,"approv",8.4009398971557e-07
19,"approv",9.66750548389248e-07
20,"approv",5.78544518737742e-06
21,"approv",1.24203081975276e-06
22,"approv",1.37757039876727e-05
23,"approv",0.00100675624724663
24,"approv",8.75324854936788e-07
25,"approv",1.0764112019961e-06
26,"approv",0.00656740720468843
27,"approv",9.41383474269851e-06
28,"approv",0.002560314885176
29,"approv",0.00164164092016837
30,"approv",7.74129820022558e-07
31,"approv",9.66601034456428e-07
1,"avail",8.39804728604506e-07
2,"avail",0.00117477286245096
3,"avail",9.54578300716984e-07
4,"avail",2.99129678552329e-05
5,"avail",7.14207661591269e-07
6,"avail",6.47910520965412e-07
7,"avail",0.00155657702411411
8,"avail",8.77529368714147e-07
9,"avail",0.00241802272425465
10,"avail",1.05685566416509e-06
11,"avail",2.42998462166875e-05
12,"avail",1.05870184097663e-06
13,"avail",7.55547798598157e-07
14,"avail",0.00317926143311323
15,"avail",8.13403108530898e-06
16,"avail",5.25132031320975e-07
17,"avail",8.83304051804016e-07
18,"avail",8.4009398971557e-07
19,"avail",0.00405165154829934
20,"avail",5.25949562488856e-07
21,"avail",0.00224931781457225
22,"avail",6.55985904174892e-07
23,"avail",0.00312345794973627
24,"avail",0.00172526528908041
25,"avail",1.0764112019961e-06
26,"avail",6.87614616761431e-07
27,"avail",9.49941505854121e-05
28,"avail",7.80345896121916e-07
29,"avail",0.00126195917069784
30,"avail",0.000519441109235137
31,"avail",0.000513265149296363
1,"bank",8.39804728604506e-07
2,"bank",9.86375199371087e-07
3,"bank",9.54578300716984e-07
4,"bank",7.29584581834949e-07
5,"bank",7.14207661591269e-07
6,"bank",6.47910520965412e-07
7,"bank",7.77899562275917e-07
8,"bank",0.0132515709969523
9,"bank",9.5536259354194e-07
10,"bank",1.05685566416509e-06
11,"bank",2.42998462166875e-05
12,"bank",1.16457202507429e-05
13,"bank",7.55547798598157e-07
14,"bank",9.15949707033486e-07
15,"bank",7.39457371391725e-07
16,"bank",5.25132031320975e-07
17,"bank",0.0299183915386538
18,"bank",8.4009398971557e-07
19,"bank",9.66750548389248e-07
20,"bank",5.25949562488856e-07
21,"bank",1.24203081975276e-06
22,"bank",6.55985904174892e-07
23,"bank",1.32293856405602e-06
24,"bank",0.137899552971597
25,"bank",1.0764112019961e-06
26,"bank",6.87614616761431e-07
27,"bank",8.55803158427137e-07
