"topic","term","beta"
1,"ahead",0.00198979298780148
2,"ahead",8.25012395811248e-07
3,"ahead",0.00184990852044906
4,"ahead",0.000835731625203092
5,"ahead",1.13092363664328e-06
6,"ahead",0.000661044289967427
7,"ahead",1.03850463640395e-06
8,"ahead",9.36633906334736e-07
9,"ahead",0.00118203655821408
10,"ahead",1.17835179221416e-06
11,"ahead",1.08373711572037e-06
12,"ahead",0.00127745879538513
13,"ahead",8.51750304287796e-07
14,"ahead",8.41125661650474e-07
15,"ahead",1.016794392989e-06
16,"ahead",7.11803046944123e-07
17,"ahead",9.73820776076729e-07
18,"ahead",0.00368253754970586
19,"ahead",0.000157643301187808
20,"ahead",7.81852881870629e-07
21,"ahead",0.00439112097972436
22,"ahead",1.19342708100864e-06
23,"ahead",8.21710917169075e-07
24,"ahead",9.84888850368791e-07
25,"ahead",8.31681751987511e-07
26,"ahead",0.000594059611957348
27,"ahead",0.000194193772189128
28,"ahead",0.000301507658414646
29,"ahead",2.08662453480052e-05
30,"ahead",0.00186044482394333
31,"ahead",0.00103845527143729
32,"ahead",1.02871874109515e-06
33,"ahead",0.00023958107537677
34,"ahead",8.00113296042719e-07
35,"ahead",1.06603784647563e-06
1,"approv",8.57299865489651e-07
2,"approv",8.25012395811248e-07
3,"approv",2.13333766773367e-05
4,"approv",7.66023487812183e-07
5,"approv",1.13092363664328e-06
6,"approv",1.0000670044893e-06
7,"approv",1.03850463640395e-06
8,"approv",9.36633906334736e-07
9,"approv",9.76083037336152e-07
10,"approv",6.00959414029221e-05
11,"approv",1.08373711572037e-06
12,"approv",1.25118393279641e-06
13,"approv",0.00307567034878323
14,"approv",9.25238227815522e-06
15,"approv",1.016794392989e-06
16,"approv",0.00215035700481819
17,"approv",9.73820776076729e-07
18,"approv",0.000715232492550245
19,"approv",1.07706603296018e-05
20,"approv",0.00298745986162768
21,"approv",9.75587864857667e-07
22,"approv",1.19342708100864e-06
23,"approv",8.21710917169075e-07
24,"approv",9.84888850368791e-07
25,"approv",0.00578933667558507
26,"approv",1.0403846093824e-06
27,"approv",5.53258610225437e-07
28,"approv",1.20122573073564e-06
29,"approv",6.7310468864533e-07
30,"approv",1.03877432939326e-06
31,"approv",0.0018896481168777
32,"approv",1.02871874109515e-06
33,"approv",1.03714751245355e-06
34,"approv",8.00113296042719e-07
35,"approv",1.06603784647563e-06
1,"avail",8.57299865489651e-07
2,"avail",0.00103209050715987
3,"avail",1.01587507987318e-06
4,"avail",1.60864932440559e-05
5,"avail",1.13092363664328e-06
