"topic","term","beta"
1,"ahead",5.56717548794901e-07
2,"ahead",0.00333928883770226
3,"ahead",0.00155012351899921
4,"ahead",0.00063003326454059
5,"ahead",5.23192331256085e-07
6,"ahead",9.01476716318272e-05
7,"ahead",7.77881408867692e-07
8,"ahead",0.000778837542975301
9,"ahead",0.000166735758749573
10,"ahead",6.77275968961797e-07
11,"ahead",5.8707047722372e-07
12,"ahead",0.000218464850431248
13,"ahead",5.15846015837504e-07
14,"ahead",0.00377256784882349
15,"ahead",0.000728373797181823
16,"ahead",0.00164540549531919
17,"ahead",0.000495112955368918
18,"ahead",6.44752392514941e-07
19,"ahead",3.09549981093173e-05
20,"ahead",5.69296630004498e-05
21,"ahead",5.69277353634523e-07
22,"ahead",2.28838954864586e-05
23,"ahead",7.32991124210478e-07
1,"approv",5.56717548794901e-07
2,"approv",7.98681855465739e-07
3,"approv",5.91424463563226e-07
4,"approv",0.000586612639830694
5,"approv",0.00622651193427867
6,"approv",8.12141185872316e-07
7,"approv",8.55669549754461e-06
8,"approv",8.84038073751761e-07
9,"approv",4.57379886844216e-06
10,"approv",6.77275968961797e-07
11,"approv",6.45777524946092e-06
12,"approv",4.19318330962088e-07
13,"approv",0.000929038674523345
14,"approv",7.84317640088043e-06
15,"approv",8.17479009182741e-07
16,"approv",6.20673517660955e-07
17,"approv",6.5060835133892e-07
18,"approv",6.44752392514941e-07
19,"approv",6.06960747241515e-07
20,"approv",8.01826239442955e-07
21,"approv",0.00298927538393488
22,"approv",5.58143792352649e-07
23,"approv",7.32991124210478e-07
1,"avail",0.000785528461349606
2,"avail",0.000943243271305038
3,"avail",6.50566909919548e-06
4,"avail",4.3420624709896e-07
5,"avail",5.75511564381694e-06
6,"avail",0.000155118966501612
7,"avail",0.00392130018210204
8,"avail",8.84038073751761e-07
9,"avail",4.15799897131106e-07
10,"avail",0.00342769367891565
11,"avail",6.45777524946092e-06
12,"avail",1.71920515694456e-05
13,"avail",0.0016615400170126
14,"avail",0.00355866303789039
15,"avail",8.17479009182741e-07
16,"avail",6.20673517660955e-07
17,"avail",6.5060835133892e-07
18,"avail",0.000432628855377525
19,"avail",6.06960747241515e-07
20,"avail",8.8200886338725e-06
21,"avail",5.69277353634523e-07
22,"avail",5.58143792352649e-07
23,"avail",0.000748383937818897
1,"bank",5.56717548794901e-07
2,"bank",1.67723189647805e-05
3,"bank",5.91424463563226e-07
4,"bank",4.3420624709896e-07
5,"bank",5.23192331256085e-07
6,"bank",8.12141185872316e-07
7,"bank",0.0246207244720713
8,"bank",0.00109709124952593
9,"bank",4.15799897131106e-07
10,"bank",6.77275968961797e-07
11,"bank",5.8707047722372e-07
12,"bank",4.19318330962088e-07
13,"bank",5.15846015837504e-07
14,"bank",7.13016036443675e-07
15,"bank",8.17479009182741e-07
16,"bank",0.00160195834908292
17,"bank",0.0955945356705788
18,"bank",0.0155456249359277
19,"bank",6.06960747241515e-07
20,"bank",8.8200886338725e-06
21,"bank",5.69277353634523e-07
22,"bank",5.58143792352649e-07
23,"bank",7.32991124210478e-07
1,"committe",5.56717548794901e-07
2,"committe",0.0642307934984102
3,"committe",5.91424463563226e-07
