"topic","term","beta"
1,"ahead",0.000502387674755713
2,"ahead",0.000384497010775507
3,"ahead",1.31038757333257e-06
4,"ahead",1.22569598082031e-06
5,"ahead",0.00097024656659062
6,"ahead",0.00102929362888711
7,"ahead",1.03821283929503e-05
8,"ahead",7.54265560309943e-07
9,"ahead",0.000148882775604149
10,"ahead",0.00102589540376312
11,"ahead",1.32669455378619e-06
12,"ahead",1.17688180458348e-06
13,"ahead",0.0010118734357631
14,"ahead",9.52369161143719e-07
15,"ahead",0.00181817716434325
16,"ahead",0.000130187789419957
17,"ahead",1.0435766293101e-06
18,"ahead",1.06973266311016e-06
19,"ahead",0.00955913575256854
20,"ahead",6.31180439970638e-07
21,"ahead",4.75151000192855e-05
22,"ahead",0.000122202452195874
23,"ahead",1.12541260439609e-06
24,"ahead",0.00216154892136283
25,"ahead",1.05974525843478e-06
26,"ahead",0.000148747314969972
27,"ahead",1.1710657752514e-06
28,"ahead",0.00265816924597315
29,"ahead",6.09578996059251e-05
30,"ahead",1.08403081682806e-06
31,"ahead",0.000922580214163763
32,"ahead",2.08657704983839e-05
33,"ahead",1.06692500477449e-06
34,"ahead",1.39777446349922e-06
35,"ahead",9.5687095542608e-07
36,"ahead",0.000116880156179662
37,"ahead",7.72700193097778e-07
38,"ahead",2.38410686248131e-05
1,"approv",1.06664049841977e-06
2,"approv",8.71875307880968e-07
3,"approv",1.31038757333257e-06
4,"approv",1.22569598082031e-06
5,"approv",7.94632732670451e-07
6,"approv",4.63238625514505e-05
7,"approv",9.43829853904578e-07
8,"approv",0.00190150347754137
9,"approv",1.34128626670404e-06
10,"approv",1.02487053322989e-06
11,"approv",1.32669455378619e-06
12,"approv",1.17688180458348e-06
13,"approv",1.31241690760454e-06
14,"approv",9.52369161143719e-07
15,"approv",8.53203737373652e-07
16,"approv",8.62170790860644e-07
17,"approv",0.00146205085766345
18,"approv",1.06973266311016e-06
19,"approv",1.45918726187888e-06
20,"approv",6.31180439970638e-07
21,"approv",9.31668627829128e-07
22,"approv",9.53352463939443e-06
23,"approv",1.12541260439609e-06
24,"approv",1.15529071157821e-06
25,"approv",0.00133633877088625
26,"approv",7.75459935862414e-06
27,"approv",1.1710657752514e-06
28,"approv",1.02197971779052e-06
29,"approv",1.19525293344951e-06
30,"approv",1.08403081682806e-06
31,"approv",0.00245316700393132
32,"approv",0.00263405512339123
33,"approv",1.06692500477449e-06
34,"approv",1.39777446349922e-06
35,"approv",0.00913907449527449
36,"approv",1.15722926910557e-06
37,"approv",7.72700193097778e-07
38,"approv",1.13528898213396e-06
1,"avail",1.06664049841977e-06
2,"avail",8.71875307880968e-07
3,"avail",1.31038757333257e-06
4,"avail",0.0066690118316433
5,"avail",7.94632732670451e-07
6,"avail",1.12985030613294e-06
7,"avail",0.000510611950962376
8,"avail",0.00161488256462359
9,"avail",0.000242772814273432
10,"avail",1.02487053322989e-06
11,"avail",0.00488356265248696
12,"avail",9.53274261712623e-05
13,"avail",1.31241690760454e-06
14,"avail",0.00141045872765385
15,"avail",8.53203737373652e-07
16,"avail",8.62170790860644e-07
17,"avail",0.000648061086801574
18,"avail",0.00219402169203894
19,"avail",0.00227779131579293
20,"avail",6.31180439970638e-07
21,"avail",9.31668627829128e-07
22,"avail",8.66684058126767e-07
23,"avail",0.000158683177219848
24,"avail",0.00111023437382666
25,"avail",2.22546504271303e-05
26,"avail",7.0496357805674e-07
27,"avail",1.1710657752514e-06
28,"avail",0.00302608194437773
29,"avail",1.19525293344951e-06
30,"avail",1.08403081682806e-06
31,"avail",8.45628060645062e-07
32,"avail",9.93608118970661e-07
33,"avail",1.06692500477449e-06
34,"avail",1.39777446349922e-06
35,"avail",9.5687095542608e-07
36,"avail",1.15722926910557e-06
37,"avail",7.72700193097778e-07
38,"avail",0.00114777716093743
1,"bank",1.06664049841977e-06
2,"bank",8.71875307880968e-07
3,"bank",1.31038757333257e-06
4,"bank",1.22569598082031e-06
5,"bank",7.94632732670451e-07
6,"bank",4.63238625514505e-05
7,"bank",9.43829853904578e-07
8,"bank",8.29692116340938e-06
9,"bank",1.34128626670404e-06
10,"bank",1.02487053322989e-06
11,"bank",1.32669455378619e-06
12,"bank",1.17688180458348e-06
13,"bank",1.31241690760454e-06
14,"bank",9.52369161143719e-07
15,"bank",9.38524111111016e-06
16,"bank",8.62170790860644e-07
17,"bank",1.0435766293101e-06
18,"bank",1.06973266311016e-06
19,"bank",1.45918726187888e-06
20,"bank",6.31180439970638e-07
21,"bank",9.31668627829128e-07
22,"bank",8.66684058126767e-07
23,"bank",3.48877907362787e-05
24,"bank",1.15529071157821e-06
25,"bank",7.52419133488692e-05
26,"bank",7.0496357805674e-07
27,"bank",1.1710657752514e-06
28,"bank",1.02197971779052e-06
29,"bank",0.246677495658244
30,"bank",1.08403081682806e-06
31,"bank",8.45628060645062e-07
32,"bank",9.93608118970661e-07
33,"bank",1.06692500477449e-06
34,"bank",1.39777446349922e-06
35,"bank",9.5687095542608e-07
36,"bank",1.15722926910557e-06
37,"bank",7.72700193097778e-07
38,"bank",1.13528898213396e-06
1,"committe",1.06664049841977e-06
2,"committe",8.71875307880968e-07
3,"committe",0.071653302897398
4,"committe",1.22569598082031e-06
5,"committe",8.74096005937496e-06
6,"committe",1.12985030613294e-06
7,"committe",9.43829853904578e-07
8,"committe",8.29692116340938e-06
9,"committe",1.34128626670404e-06
10,"committe",1.02487053322989e-06
11,"committe",1.32669455378619e-06
12,"committe",0.00180180604281731
13,"committe",1.31241690760454e-06
14,"committe",9.52369161143719e-07
15,"committe",8.53203737373652e-07
16,"committe",2.672729451668e-05
17,"committe",1.0435766293101e-06
18,"committe",1.06973266311016e-06
