"topic","term","beta"
1,"ahead",8.4789378943236e-07
2,"ahead",0.00283646834302909
3,"ahead",0.000662860213439727
4,"ahead",0.000585577615684892
5,"ahead",6.18320974127596e-07
6,"ahead",7.65460581459168e-07
7,"ahead",0.00265987389255381
8,"ahead",0.0010657618476919
9,"ahead",7.27472186919614e-07
10,"ahead",9.45740192016576e-05
11,"ahead",8.26895264618889e-07
12,"ahead",3.71564936801176e-05
13,"ahead",3.85602675774088e-07
14,"ahead",0.000808678468676405
15,"ahead",5.34749921525449e-07
16,"ahead",7.93926147401916e-07
17,"ahead",0.000104681335456539
18,"ahead",0.0017472043517597
19,"ahead",0.00222419231512817
20,"ahead",9.01816529034434e-07
21,"ahead",0.000270106276642738
22,"ahead",7.31537992791424e-07
23,"ahead",6.22508797605582e-07
24,"ahead",0.000591372472425224
25,"ahead",6.2836055077059e-07
1,"approv",8.4789378943236e-07
2,"approv",7.81181036361634e-07
3,"approv",6.3069477967624e-07
4,"approv",0.000119188364254447
5,"approv",0.00562733918553525
6,"approv",7.65460581459168e-07
7,"approv",6.90696933927241e-07
8,"approv",8.19186662330438e-07
9,"approv",0.00306338537911849
10,"approv",6.26318007957997e-07
11,"approv",8.26895264618889e-07
12,"approv",7.28558699610148e-07
13,"approv",3.85602675774088e-07
14,"approv",0.00249046758651795
15,"approv",0.00118767957570802
16,"approv",8.73318762142108e-06
17,"approv",6.93253877195622e-07
18,"approv",8.08516590356176e-07
19,"approv",5.80577477193466e-07
20,"approv",9.01816529034434e-07
21,"approv",4.45592839268061e-05
22,"approv",7.31537992791424e-07
23,"approv",6.22508797605582e-07
24,"approv",6.02826169648546e-07
25,"approv",6.2836055077059e-07
1,"avail",8.56372727326684e-05
2,"avail",7.8899284672525e-05
3,"avail",6.3069477967624e-07
4,"avail",7.40300399095945e-07
5,"avail",6.18320974127596e-07
6,"avail",0.00267987749568854
7,"avail",0.00245266481237563
8,"avail",8.19186662330438e-07
9,"avail",8.00219405611576e-06
