"inflation","growth","employment","rates","profits","indprod","housing","nresinv","consum","fedgov","equities","policy","other1","other2","other3","other4","other5","other6","other7","other8","other9","other10","other11","other12","other13","other14","other15","other16","other17","other18","term"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,0.00796736849747498,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,4.55160940645776e-05,0.00207549864443588,1.64863526796835e-07,0.00137963300958362,0.0012279690451288,1.78547242707684e-06,1.13933587883755e-07,0.0080582971634203,1.84914559303301e-07,0.00849524020141758,7.9301116091838e-08,7.26371340059968e-08,0.00197986316758858,1.29873283935597e-07,0.00209155319043693,0.000773290038381303,0.0015127290640669,1.39717627879703e-07,2.79937316346901e-05,1.08052381252022e-05,0.0095475831740333,"issu"
1.7011451939331e-07,7.23171271827205e-06,9.6561156753527e-05,1.89559337095833e-07,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,1.18322709334467e-07,1.64863526796835e-07,1.48811671835144e-07,1.5046796288798e-07,8.50224965274687e-08,1.13933587883755e-07,1.16330025023752e-07,3.88320574536932e-06,9.35485811346376e-08,7.9301116091838e-08,0.000252123492134815,1.21830236144765e-07,1.29873283935597e-07,8.93444335940593e-07,4.28169604161134e-05,2.1920721518556e-06,1.39717627879703e-07,0.000178557626881031,2.11867414219651e-07,0.00923738913226887,"hospit"
6.48136318888513e-05,1.76383237031026e-07,2.07861589880391e-06,1.89559337095833e-07,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,1.18322709334467e-07,1.64863526796835e-07,1.48811671835144e-07,1.5046796288798e-07,4.3361473229009e-06,0.000253046498689821,1.16330025023752e-07,1.84914559303301e-07,9.35485811346376e-08,7.9301116091838e-08,0.000113386566183361,1.21830236144765e-07,0.000417023114717202,8.12222123582358e-08,1.02266230915127e-05,1.99279286532327e-07,1.53689390667673e-06,1.11528811293586e-07,2.11867414219651e-07,0.00912846603363403,"medic"
1.7011451939331e-07,1.76383237031026e-07,2.07861589880391e-06,1.89559337095833e-07,0.000875782856301342,7.98144722326424e-06,0.00198354256315393,0.000295513300621886,1.46237551528426e-05,1.37510858201141e-07,0.00145903732880331,1.64863526796835e-07,0.000901947542992808,0.000477133910317784,0.00787911977569705,0.00151201264480532,0.00103778015323689,5.73235133840233e-06,0.00129948334054125,0.00200163947127408,0.00432924582389141,1.21830236144765e-07,0.00214433779106064,8.12222123582358e-08,0.00215669366757384,0.00116598310550065,1.39717627879703e-07,0.00392257982200671,2.11867414219651e-07,0.00898165663982186,"three"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,1.89559337095833e-07,0.0021334219326249,0.000580309613964652,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,1.30154980267913e-06,1.17053104025753e-05,0.00172934043839621,0.00156953132088452,8.50224965274687e-08,6.8474086318137e-05,3.6062307757363e-06,0.00217847842315219,9.35485811346376e-08,7.9301116091838e-08,1.52537981412593e-06,0.00026693004739318,1.29873283935597e-07,0.00177641100648697,1.12380473533106e-07,8.17045074782541e-06,0.00055901022914669,0.000451803214550316,2.11867414219651e-07,0.00887983722153277,"competit"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,1.89559337095833e-07,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,1.18322709334467e-07,1.64863526796835e-07,1.48811671835144e-07,1.5046796288798e-07,8.50224965274687e-08,1.13933587883755e-07,1.16330025023752e-07,1.84914559303301e-07,3.83549182652014e-06,7.9301116091838e-08,0.000605139963403959,1.21830236144765e-07,0.0207850502343369,8.12222123582358e-08,1.12380473533106e-07,1.99279286532327e-07,1.39717627879703e-07,9.1565154072034e-05,2.11867414219651e-07,0.00879696095083235,"school"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,1.89559337095833e-07,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,1.18322709334467e-07,1.64863526796835e-07,1.48811671835144e-07,1.5046796288798e-07,8.50224965274687e-08,1.13933587883755e-07,1.16330025023752e-07,1.84914559303301e-07,7.57743507190565e-06,7.9301116091838e-08,7.26371340059968e-08,1.21830236144765e-07,0.000371567465339743,8.12222123582358e-08,1.12380473533106e-07,1.99279286532327e-07,0.000785352786311808,0.00423262991740288,2.11867414219651e-07,0.00866435891771168,"district"
1.7011451939331e-07,1.76383237031026e-07,2.07861589880391e-06,1.89559337095833e-07,0.00062954024823417,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,0.00267884902861642,3.66800398936847e-06,0.00046672864436184,0.00219512097124021,1.5046796288798e-07,9.35247461802156e-07,1.25326946672131e-06,0.00792335433439275,1.84914559303301e-07,0.00471494203776687,6.43132051504806e-05,0.000401755988187168,7.20016695615561e-05,0.00582754412347417,0.00233197093901731,0.00277141485779993,0.000633907410459333,1.39717627879703e-07,0.00482596319348476,2.11867414219651e-07,0.00852938899114242,"public"
0.00547105305820825,1.76383237031026e-07,0.00102437970794691,0.00563010187108335,0.00413099001660396,4.08805833386705e-06,2.35827198092252e-07,0.0025833582086623,1.80540187072131e-07,5.63794518624677e-06,0.0447343850407912,0.00352329843117516,0.00966844313080114,1.5046796288798e-07,0.11826382701731,0.0185815427815496,1.4075933027874e-05,1.84914559303301e-07,3.83549182652014e-06,0.00441794447859239,2.2517511541859e-06,3.77673732048772e-06,0.013583576640108,8.12222123582358e-08,1.12380473533106e-07,1.99279286532327e-07,1.39717627879703e-07,1.11528811293586e-07,2.11867414219651e-07,0.00774088047276413,"percent"
6.97469529512572e-06,1.76383237031026e-07,1.88965081709446e-07,1.89559337095833e-07,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,0.00175615117008677,1.18322709334467e-07,1.64863526796835e-07,1.48811671835144e-07,0.00124602520067536,9.35247461802156e-07,1.13933587883755e-07,3.6062307757363e-06,0.00150723857288121,8.51292088325202e-06,7.9301116091838e-08,0.00288231411449196,1.47414585735166e-05,0.000288448563620961,8.12222123582358e-08,0.000211387670715773,1.99279286532327e-07,1.39717627879703e-07,0.0068178677631882,2.11867414219651e-07,0.00720336865993569,"local"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,1.89559337095833e-07,1.32130179938483e-06,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,1.18322709334467e-07,1.64863526796835e-07,0.000339439423455964,1.5046796288798e-07,8.50224965274687e-08,0.000261021849841684,0.000368882509350317,1.84914559303301e-07,1.02903439248101e-06,7.9301116091838e-08,7.26371340059968e-08,0.000145099811248415,1.42860612329157e-06,8.12222123582358e-08,3.48379467952629e-06,0.00179172006521215,1.39717627879703e-07,1.11528811293586e-07,0.000159112428078958,0.00703761611853485,"oblig"
1.7011451939331e-07,1.76383237031026e-07,7.74756835008729e-06,0.0019469639513113,0.00114725031690222,2.14136388916846e-06,2.35827198092252e-07,0.00211046216149381,5.59674579923606e-06,1.37510858201141e-07,0.000378750992579628,1.64863526796835e-07,0.00302102574992526,0.00283496688877243,0.00259157071665377,0.00867843532269353,0.00483711877051262,1.84914559303301e-07,0.00688433363427912,0.00755985469815101,0.0179102107689926,2.55843495904007e-06,0.00740810198897038,0.0125968341368511,0.00628105704623883,2.1920721518556e-06,1.53689390667673e-06,0.00861794277746667,2.11867414219651e-07,0.00671795050297609,"one"
0.000171985779106637,1.42870421995131e-05,6.25474420458267e-05,0.000297797718577554,0.00396883025031582,0.00112538405848026,0.000471890223382597,0.00147121137836487,0.000209607157190744,0.00291811792188641,1.18322709334467e-07,0.00200820261991225,0.00282459434310287,0.00223911375573603,0.00212139631085687,0.00168860970602514,0.00730680520176687,1.84914559303301e-07,0.0031844872504042,6.42339040343888e-06,0.00129809822182117,0.00286922389144536,0.00350411107386634,4.95455495385238e-06,0.00200385622356881,6.79542367075236e-05,0.00396672317313264,0.00746585015680393,2.11867414219651e-07,0.00602652561598972,"includ"
0.000362514040827144,3.89806953838567e-05,0.000833524975420367,3.24146466433875e-05,0.00213222074917091,1.9466944446986e-07,0.0016345183099774,9.53268711683504e-06,1.80540187072131e-07,5.65169627206688e-05,0.0135433356331324,0.000502998620257144,0.00123230945446683,0.000457573075142346,0.000795895589993634,1.13933587883755e-07,0.00219759050272369,0.000778675209226201,0.00228548538570033,0.00117373581927529,0.00215376366041181,1.34013259759242e-06,1.29873283935597e-07,8.12222123582358e-08,0.00217467454333914,0.00198103538741786,2.93407018547375e-06,0.00160947227577774,1.71612605517917e-05,0.00565003055766495,"close"
1.7011451939331e-07,1.76383237031026e-07,0.000782504403358816,1.89559337095833e-07,6.12603561532965e-06,1.9466944446986e-07,0.00109211575436522,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,0.00123067449978779,1.64863526796835e-07,6.56259472792985e-05,0.000547853852875134,0.00398423920977371,0.000302037941479836,4.66483400345244e-05,1.84914559303301e-07,0.00125738647903066,0.000238775660552524,0.00259975566320863,1.21830236144765e-07,0.00230538066314078,8.12222123582358e-08,0.000889041926120402,1.99279286532327e-07,1.39717627879703e-07,0.00205558752095208,2.11867414219651e-07,0.0055860974345532,"four"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,0.0037079701929316,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.51261944021255e-06,0.0108408449519332,1.64863526796835e-07,0.000949567277980054,0.00264537725553357,8.50224965274687e-08,2.39260534555886e-06,0.00177531251188747,1.84914559303301e-07,0.00397403727518054,0.00302462386885879,0.0102404557892994,1.21830236144765e-07,1.29873283935597e-07,8.12222123582358e-08,0.00406716171763664,1.99279286532327e-07,1.39717627879703e-07,0.000445111485872701,2.11867414219651e-07,0.00537298702418069,"day"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,2.08515270805417e-06,1.20118345398621e-07,1.9466944446986e-07,0.000535563566867505,0.000134766027671335,1.98594205779344e-06,7.01305376825818e-06,0.000476958841327235,1.64863526796835e-07,0.000323070139554098,1.97113031383253e-05,0.00353617065307395,0.000353308056027525,1.8729134028824e-05,1.84914559303301e-07,1.22548641286375e-05,0.00118563098668907,0.00192568305963298,1.21830236144765e-07,0.000474167359648864,8.12222123582358e-08,0.000672147612201508,2.1920721518556e-06,1.39717627879703e-07,0.00114439713268348,2.11867414219651e-07,0.00535641177004061,"six"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,1.72498996757208e-05,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.98594205779344e-06,1.37510858201141e-07,1.18322709334467e-07,0.000224379259970493,1.48811671835144e-07,1.5046796288798e-07,8.50224965274687e-08,1.25326946672131e-06,1.16330025023752e-07,1.84914559303301e-07,1.96452020382739e-06,7.9301116091838e-08,7.26371340059968e-08,1.21830236144765e-07,1.29873283935597e-07,0.000121914540749712,2.35998994419523e-06,1.99279286532327e-07,1.39717627879703e-07,4.57268126303702e-06,2.11867414219651e-07,0.00534694019624627,"patient"
1.7011451939331e-07,1.76383237031026e-07,0.0015723784449043,1.89559337095833e-07,4.69662730508606e-05,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,0.000181152067991069,1.64863526796835e-07,1.48811671835144e-07,1.82066235094455e-05,8.50224965274687e-08,0.0135240308153896,8.62005485426e-05,1.84914559303301e-07,9.35485811346376e-08,7.9301116091838e-08,7.99008474065965e-07,0.00203834168093806,1.29873283935597e-07,8.12222123582358e-08,1.12380473533106e-07,2.61055865357349e-05,1.39717627879703e-07,1.22681692422944e-06,2.11867414219651e-07,0.00533746862245194,"insur"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,0.00214979244200385,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,0.0607626560907422,1.80540187072131e-07,0.000598309744033163,1.18322709334467e-07,0.0113625591303647,0.00465200167323844,0.00013105759567543,8.50224965274687e-08,0.00375878299787297,1.16330025023752e-07,2.03406015233631e-06,9.35485811346376e-08,7.9301116091838e-08,1.52537981412593e-06,0.00137924010339488,1.29873283935597e-07,8.12222123582358e-08,1.12380473533106e-07,2.1920721518556e-06,1.39717627879703e-07,1.11528811293586e-07,0.014595758033006,0.00525459235175152,"fund"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,1.89559337095833e-07,1.20118345398621e-07,1.9466944446986e-07,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,1.37510858201141e-07,1.18322709334467e-07,0.00490320615046468,4.61316182688947e-06,0.015132713495607,8.50224965274687e-08,1.13933587883755e-07,2.33823350297741e-05,0.00163667876439352,9.35485811346376e-08,7.9301116091838e-08,7.26371340059968e-08,0.00169721701973272,1.29873283935597e-07,0.000649858921078244,0.00016643548130253,1.99279286532327e-07,0.00603174971319464,0.0270123896241178,2.11867414219651e-07,0.00516698029415393,"develop"
1.7011451939331e-07,1.76383237031026e-07,1.88965081709446e-07,0.0055732340699546,1.20118345398621e-07,1.9466944446986e-07,2.59409917901478e-06,0.000555325753414057,1.80540187072131e-07,0.0044486137736651,1.18322709334467e-07,1.64863526796835e-07,0.0137384423554923,1.5046796288798e-07,5.18637228817559e-06,1.13933587883755e-07,1.27963027526127e-06,1.84914559303301e-07,9.35485811346376e-08,7.9301116091838e-08,7.26371340059968e-08,1.21830236144765e-07,1.29873283935597e-07,8.12222123582358e-08,5.73140415018841e-06,0.0394814115270712,1.39717627879703e-07,1.11528811293586e-07,2.11867414219651e-07,0.00503911404793043,"debt"
1.7011451939331e-07,1.94021560734128e-06,1.15268699842762e-05,0.000424802474431763,1.20118345398621e-07,2.14136388916846e-06,2.35827198092252e-07,1.86915433663432e-07,1.80540187072131e-07,0.011665183612061,1.18322709334467e-07,0.00102396736493514,0.00188856892725981,6.16918647840717e-06,8.50224965274687e-08,0.00161797088153721,0.00372733033178603,1.84914559303301e-07,9.35485811346376e-08,7.9301116091838e-08,1.52537981412593e-06,0.00155467564344335,0.0132627896287871,8.93444335940593e-07,0.000893537145061727,0.00339193273606674,1.39717627879703e-07,0.0017421915612171,2.33054155641616e-06,0.00502727458068751,"program"
