"topic","term","beta"
1,"ahead",0.00171493245852046
2,"ahead",0.000262521661310396
3,"ahead",0.00124389189688565
4,"ahead",0.0013660159730365
5,"ahead",0.00112573670759926
6,"ahead",0.0003597894021569
7,"ahead",0.00327563864243826
8,"ahead",8.05676474166386e-07
9,"ahead",1.10244710183194e-06
10,"ahead",0.000702876713488821
11,"ahead",1.4230032353919e-05
12,"ahead",0.00630680537715939
13,"ahead",0.00163414033469262
14,"ahead",0.000123516824438082
15,"ahead",1.26751869273192e-06
16,"ahead",0.000313266008054489
17,"ahead",6.83726555871057e-07
18,"ahead",2.8913552608209e-05
19,"ahead",1.53533653809247e-06
20,"ahead",7.56153387226906e-07
21,"ahead",1.24519890920576e-05
22,"ahead",0.00042676129135837
23,"ahead",9.58944700535954e-07
24,"ahead",1.19228875325942e-06
25,"ahead",9.94556790684583e-07
26,"ahead",1.19516761139234e-05
27,"ahead",1.11344563546013e-06
28,"ahead",1.00583080115429e-06
29,"ahead",1.10298213279243e-06
30,"ahead",0.00195732457559621
31,"ahead",1.1443965196613e-06
32,"ahead",1.07270470692098e-06
33,"ahead",9.89341820567031e-07
34,"ahead",1.4069189459926e-06
35,"ahead",9.87661149262267e-07
36,"ahead",1.24923016191272e-06
37,"ahead",0.000347169456994847
38,"ahead",0.000361773546547497
39,"ahead",1.18556034917123e-06
1,"approv",8.83530375332538e-07
2,"approv",7.20134233021035e-06
3,"approv",1.09981600078307e-06
4,"approv",1.07475686312864e-06
5,"approv",8.33261811694496e-07
6,"approv",5.92692518634336e-05
7,"approv",0.00119489667433175
8,"approv",0.00216001862724008
9,"approv",7.82737442300675e-05
10,"approv",1.20977059120279e-06
11,"approv",1.29363930490173e-06
12,"approv",1.11015760907576e-06
13,"approv",1.36064973746263e-06
14,"approv",1.11276418412686e-06
15,"approv",1.26751869273192e-06
16,"approv",1.07651549159618e-06
17,"approv",6.83726555871057e-07
18,"approv",1.37683583848614e-06
19,"approv",1.53533653809247e-06
20,"approv",7.56153387226906e-07
21,"approv",1.13199900836887e-06
22,"approv",0.00284316399674646
23,"approv",0.00609025779310385
24,"approv",1.19228875325942e-06
25,"approv",9.94556790684583e-07
26,"approv",1.08651601035667e-06
27,"approv",1.11344563546013e-06
28,"approv",1.00583080115429e-06
29,"approv",1.10298213279243e-06
30,"approv",0.0039693541014341
31,"approv",1.1443965196613e-06
32,"approv",1.07270470692098e-06
33,"approv",0.00260295832991186
34,"approv",1.4069189459926e-06
35,"approv",9.87661149262267e-07
36,"approv",1.24923016191272e-06
37,"approv",1.23547849464358e-06
38,"approv",8.39381778532475e-07
39,"approv",1.18556034917123e-06
1,"avail",1.85541378819833e-05
2,"avail",6.54667484564577e-07
3,"avail",1.09981600078307e-06
4,"avail",2.25698941257014e-05
5,"avail",8.33261811694496e-07
6,"avail",8.34778195259628e-07
7,"avail",0.00237296381803912
8,"avail",0.00123349068194874
9,"avail",0.00179809122308789
10,"avail",1.20977059120279e-06
11,"avail",0.00480069546049031
12,"avail",0.00299853570211363
13,"avail",1.36064973746263e-06
