"topic","term","beta"
1,"ahead",0.00105678505653918
2,"ahead",0.0028475085000602
3,"ahead",0.00220477200390793
4,"ahead",0.00102232475565974
5,"ahead",9.15449617187974e-05
6,"ahead",0.00437081352698248
7,"ahead",8.86577482882406e-07
8,"ahead",1.83029982925917e-05
9,"ahead",7.13382266600941e-07
10,"ahead",0.000263311081361106
11,"ahead",1.15262747195369e-06
12,"ahead",0.00127724889667044
13,"ahead",0.000236522425352514
14,"ahead",0.00064883388788808
15,"ahead",8.37182278860394e-07
16,"ahead",9.75483181206732e-07
17,"ahead",1.11079885321126e-06
18,"ahead",8.21034608101521e-06
19,"ahead",0.000765670314572081
20,"ahead",7.37695424739206e-07
21,"ahead",1.17181715817294e-05
22,"ahead",6.65844127221506e-07
23,"ahead",8.97337333355968e-05
24,"ahead",7.70218426243498e-07
25,"ahead",0.000383023440816331
26,"ahead",1.01375359502369e-06
27,"ahead",1.06501603381639e-06
28,"ahead",5.96440562014013e-07
29,"ahead",0.0025243537049327
30,"ahead",0.00108922956257321
31,"ahead",8.64585954109507e-07
32,"ahead",1.17675716321504e-06
33,"ahead",9.36414636909907e-07
34,"ahead",1.18553262208561e-05
1,"approv",7.880574619979e-07
2,"approv",1.0266336775045e-05
3,"approv",1.1543308920984e-05
4,"approv",7.73902161740908e-07
5,"approv",9.06385759592054e-07
6,"approv",9.19977589345924e-07
7,"approv",0.00342307566140897
8,"approv",8.71571347266272e-07
9,"approv",7.13382266600941e-07
10,"approv",1.00885471785865e-06
11,"approv",1.26789021914906e-05
12,"approv",1.34963860359028e-05
13,"approv",1.12095936186026e-06
14,"approv",9.66965555719941e-07
15,"approv",9.20900506746433e-06
16,"approv",0.000127788296738082
17,"approv",1.11079885321126e-06
18,"approv",0.00191151784668
19,"approv",0.00264858674618066
20,"approv",8.11464967213127e-06
21,"approv",1.06528832561177e-06
22,"approv",7.32428539943657e-06
23,"approv",0.00670254399176066
24,"approv",7.70218426243498e-07
25,"approv",1.0912348741206e-06
26,"approv",1.01375359502369e-06
27,"approv",1.06501603381639e-06
28,"approv",5.96440562014013e-07
29,"approv",1.02574307392633e-06
30,"approv",1.02660656227447e-06
31,"approv",0.00158305688197451
32,"approv",1.17675716321504e-06
33,"approv",9.36414636909907e-07
34,"approv",1.07775692916874e-06
1,"avail",7.880574619979e-07
2,"avail",9.33303343185906e-07
3,"avail",0.000746117512983599
4,"avail",7.73902161740908e-07
5,"avail",9.06385759592054e-07
6,"avail",0.00208926910540459
7,"avail",0.00101158490796882
8,"avail",8.71571347266272e-07
9,"avail",7.13382266600941e-07
10,"avail",1.00885471785865e-06
11,"avail",0.00509576605350727
12,"avail",1.22694418508208e-06
13,"avail",0.00145836812978019
14,"avail",9.66965555719941e-07
15,"avail",0.000478031081229285
16,"avail",9.75483181206732e-07
17,"avail",1.11079885321126e-06
18,"avail",0.00191151784668
19,"avail",7.35514231097101e-07
20,"avail",7.37695424739206e-07
21,"avail",0.00701066247085105
22,"avail",6.65844127221506e-07
23,"avail",8.08412012032405e-07
24,"avail",8.54942453130283e-05
25,"avail",1.0912348741206e-06
26,"avail",1.01375359502369e-06
27,"avail",1.06501603381639e-06
28,"avail",5.96440562014013e-07
29,"avail",0.000975481663303939
30,"avail",1.02660656227447e-06
31,"avail",8.64585954109507e-07
32,"avail",1.17675716321504e-06
33,"avail",0.000721975685057538
34,"avail",0.0015961580120989
1,"bank",7.880574619979e-07
2,"bank",9.33303343185906e-07
3,"bank",1.04939172008945e-06
4,"bank",8.51292377914999e-06
5,"bank",9.06385759592054e-07
6,"bank",9.19977589345924e-07
7,"bank",8.86577482882406e-07
8,"bank",8.71571347266272e-07
9,"bank",7.84720493261034e-06
10,"bank",1.00885471785865e-06
11,"bank",0.000220151847143155
12,"bank",1.22694418508208e-06
13,"bank",1.12095936186026e-06
14,"bank",9.66965555719941e-07
15,"bank",8.37182278860394e-07
16,"bank",9.75483181206732e-07
17,"bank",1.11079885321126e-06
18,"bank",7.4639509827411e-07
19,"bank",7.35514231097101e-07
20,"bank",7.37695424739206e-07
21,"bank",1.06528832561177e-06
22,"bank",1.39827266716516e-05
23,"bank",8.08412012032405e-07
24,"bank",7.70218426243498e-07
25,"bank",1.20035836153266e-05
26,"bank",0.209047142583429
27,"bank",4.3665657386472e-05
28,"bank",5.96440562014013e-07
29,"bank",1.02574307392633e-06
30,"bank",1.02660656227447e-06
31,"bank",9.51044549520457e-06
32,"bank",1.29443287953655e-05
33,"bank",9.36414636909907e-07
34,"bank",3.34104648042308e-05
1,"committe",7.880574619979e-07
2,"committe",9.33303343185906e-07
3,"committe",0.0821894089091258
4,"committe",2.39909670139681e-05
5,"committe",9.06385759592054e-07
6,"committe",9.19977589345924e-07
7,"committe",8.86577482882406e-07
8,"committe",8.71571347266272e-07
9,"committe",7.13382266600941e-07
10,"committe",7.16286849679638e-05
11,"committe",1.15262747195369e-06
12,"committe",1.22694418508208e-06
13,"committe",1.12095936186026e-06
14,"committe",0.000494119398972889
15,"committe",8.37182278860394e-07
16,"committe",9.75483181206732e-07
17,"committe",1.11079885321126e-06
18,"committe",7.4639509827411e-07
19,"committe",7.35514231097101e-07
20,"committe",7.37695424739206e-07
21,"committe",1.06528832561177e-06
22,"committe",6.65844127221506e-07
23,"committe",8.08412012032405e-07
24,"committe",7.70218426243498e-07
25,"committe",0.0015942941510902
26,"committe",1.01375359502369e-06
27,"committe",1.06501603381639e-06
28,"committe",5.96440562014013e-07
29,"committe",1.02574307392633e-06
30,"committe",1.02660656227447e-06
31,"committe",4.40938836595849e-05
32,"committe",1.17675716321504e-06
33,"committe",9.36414636909907e-07
34,"committe",1.07775692916874e-06
1,"debt",7.880574619979e-07
2,"debt",9.33303343185906e-07
3,"debt",1.04939172008945e-06
4,"debt",7.73902161740908e-07
5,"debt",9.06385759592054e-07
6,"debt",9.19977589345924e-07
7,"debt",8.86577482882406e-07
8,"debt",8.71571347266272e-07
9,"debt",7.13382266600941e-07
10,"debt",1.00885471785865e-06
11,"debt",0.0294623108106083
12,"debt",0.0240125246462413
13,"debt",1.12095936186026e-06
14,"debt",9.66965555719941e-07
15,"debt",9.20900506746433e-06
16,"debt",9.75483181206732e-07
17,"debt",1.11079885321126e-06
18,"debt",7.4639509827411e-07
19,"debt",7.35514231097101e-07
20,"debt",7.37695424739206e-07
21,"debt",1.06528832561177e-06
22,"debt",6.65844127221506e-07
23,"debt",8.89253213235645e-06
24,"debt",7.70218426243498e-07
25,"debt",1.0912348741206e-06
26,"debt",0.00343763844072532
27,"debt",2.23653367101442e-05
28,"debt",6.56084618215414e-06
29,"debt",1.02574307392633e-06
30,"debt",0.0163446030779718
31,"debt",0.00470421217630983
32,"debt",1.17675716321504e-06
33,"debt",9.36414636909907e-07
34,"debt",1.18553262208561e-05
1,"direct",7.880574619979e-07
2,"direct",9.33303343185906e-07
3,"direct",0.0216080249083619
4,"direct",0.00246952179811524
5,"direct",0.000254694398445367
6,"direct",8.37179606304791e-05
7,"direct",8.86577482882406e-07
8,"direct",8.71571347266272e-07
9,"direct",0.0028043056900083
10,"direct",1.00885471785865e-06
11,"direct",1.15262747195369e-06
12,"direct",0.00289681522097878
13,"direct",1.12095936186026e-06
14,"direct",9.66965555719941e-07
15,"direct",0.0013570724740327
16,"direct",0.00168856138666885
17,"direct",1.11079885321126e-06
18,"direct",0.000194809120649543
19,"direct",0.00135408169944976
20,"direct",0.000244177185588677
21,"direct",1.06528832561177e-06
22,"direct",0.000160468434660383
23,"direct",0.000687958622239576
24,"direct",7.70218426243498e-07
25,"direct",1.0912348741206e-06
26,"direct",1.01375359502369e-06
27,"direct",0.000384470788207716
28,"direct",2.44540630425745e-05
29,"direct",1.02574307392633e-06
30,"direct",1.02660656227447e-06
31,"direct",8.64585954109507e-07
32,"direct",1.17675716321504e-06
33,"direct",0.00144301495547817
34,"direct",1.07775692916874e-06
1,"discuss",7.880574619979e-07
2,"discuss",9.33303343185906e-07
3,"discuss",0.0102641004141949
4,"discuss",7.73902161740908e-07
5,"discuss",9.06385759592054e-07
6,"discuss",0.00613717049852666
7,"discuss",8.86577482882406e-07
8,"discuss",8.71571347266272e-07
9,"discuss",7.13382266600941e-07
10,"discuss",2.11859490750316e-05
11,"discuss",1.15262747195369e-06
12,"discuss",1.22694418508208e-06
13,"discuss",1.12095936186026e-06
14,"discuss",9.66965555719941e-07
15,"discuss",8.37182278860394e-07
16,"discuss",9.75483181206732e-07
17,"discuss",1.22187873853239e-05
18,"discuss",7.4639509827411e-07
19,"discuss",7.35514231097101e-07
20,"discuss",7.37695424739206e-07
21,"discuss",1.06528832561177e-06
22,"discuss",6.65844127221506e-07
23,"discuss",0.00810109677257672
24,"discuss",7.70218426243498e-07
25,"discuss",6.65653273213567e-05
26,"discuss",4.15638973959711e-05
27,"discuss",1.06501603381639e-06
28,"discuss",5.96440562014013e-07
29,"discuss",1.02574307392633e-06
30,"discuss",0.000288476443999125
31,"discuss",9.51044549520457e-06
32,"discuss",1.17675716321504e-06
33,"discuss",9.36414636909907e-07
34,"discuss",1.07775692916874e-06
1,"domest",7.880574619979e-07
2,"domest",9.33303343185906e-07
3,"domest",0.00496467222774319
4,"domest",7.73902161740908e-07
5,"domest",0.00215810449358868
6,"domest",9.19977589345924e-07
7,"domest",8.86577482882406e-07
8,"domest",2.70187117652545e-05
9,"domest",7.13382266600941e-07
10,"domest",1.00885471785865e-06
11,"domest",1.15262747195369e-06
12,"domest",6.25741534391859e-05
13,"domest",1.12095936186026e-06
14,"domest",9.66965555719941e-07
15,"domest",8.37182278860394e-07
16,"domest",9.75483181206732e-07
17,"domest",1.11079885321126e-06
18,"domest",7.4639509827411e-07
19,"domest",7.35514231097101e-07
20,"domest",7.37695424739206e-07
21,"domest",1.06528832561177e-06
22,"domest",6.65844127221506e-07
23,"domest",1.69766522526805e-05
24,"domest",7.70218426243498e-07
25,"domest",3.38282810977386e-05
26,"domest",1.01375359502369e-06
27,"domest",0.00712602228226546
28,"domest",5.96440562014013e-07
29,"domest",0.0124227743683218
30,"domest",0.00368654416512761
31,"domest",0.00294910268946753
32,"domest",0.00187222064667513
33,"domest",9.36414636909907e-07
34,"domest",1.18553262208561e-05
1,"feder",7.880574619979e-07
2,"feder",9.33303343185906e-07
3,"feder",0.0372334676204938
4,"feder",0.00188135615519215
5,"feder",9.06385759592054e-07
6,"feder",9.19977589345924e-07
7,"feder",0.00964684959124345
8,"feder",8.71571347266272e-07
9,"feder",7.13382266600941e-07
10,"feder",1.00885471785865e-06
11,"feder",0.00644434019569309
12,"feder",0.00386610112719362
13,"feder",1.23305529804628e-05
14,"feder",0.0347730483492448
15,"feder",8.37182278860394e-07
16,"feder",0.00787312475551953
17,"feder",1.11079885321126e-06
18,"feder",7.4639509827411e-07
19,"feder",7.35514231097101e-07
20,"feder",7.37695424739206e-07
21,"feder",1.06528832561177e-06
22,"feder",7.32428539943657e-06
23,"feder",8.08412012032405e-07
24,"feder",7.70218426243498e-07
25,"feder",4.47406298389447e-05
26,"feder",1.01375359502369e-06
27,"feder",1.06501603381639e-06
28,"feder",1.25252518022943e-05
29,"feder",1.02574307392633e-06
30,"feder",1.02660656227447e-06
31,"feder",0.00618265415783708
32,"feder",1.17675716321504e-06
33,"feder",3.83930001133062e-05
34,"feder",1.07775692916874e-06
1,"financi",7.880574619979e-07
2,"financi",9.33303343185906e-07
3,"financi",0.0168123047475531
4,"financi",7.73902161740908e-07
5,"financi",9.06385759592054e-07
6,"financi",0.00597157453244439
