"topic","term","beta"
1,"ahead",1.47907482551676e-05
2,"ahead",0.000376011328845512
3,"ahead",1.91942153241624e-07
4,"ahead",0.000516008618757183
5,"ahead",0.000712048391533944
6,"ahead",0.000903597520809412
7,"ahead",1.97661154621822e-07
8,"ahead",1.61421725072006e-07
9,"ahead",0.000513499489708588
10,"ahead",0.00116358647598515
11,"ahead",2.51965733576473e-06
12,"ahead",3.58184943849393e-06
13,"ahead",2.26942989424684e-07
14,"ahead",0.000332111208985829
15,"ahead",1.36042335286403e-07
16,"ahead",0.00191831098801392
17,"ahead",2.11501314586421e-07
18,"ahead",0.00117785216990637
19,"ahead",0.00114270078062449
20,"ahead",0.000215755395951677
21,"ahead",2.00898296643612e-07
22,"ahead",2.00101131111664e-07
23,"ahead",0.000820374130158144
24,"ahead",2.31813542673607e-06
25,"ahead",7.42529470270256e-05
26,"ahead",0.000762974627035276
27,"ahead",0.000718342429042
28,"ahead",0.000370439962822834
29,"ahead",0.00115128716808506
30,"ahead",2.11269405887191e-07
1,"approv",0.00108089616704349
2,"approv",1.85136055561552e-07
3,"approv",1.91942153241624e-07
4,"approv",1.14898378703448e-07
5,"approv",2.23844197275682e-07
6,"approv",0.00208892781526425
7,"approv",1.97661154621822e-07
8,"approv",1.61421725072006e-07
9,"approv",6.41615646149385e-06
10,"approv",1.44168811297875e-07
11,"approv",2.29059757796793e-07
12,"approv",1.70564258975902e-07
13,"approv",2.26942989424684e-07
14,"approv",3.36761728087997e-06
15,"approv",1.36042335286403e-07
16,"approv",1.84081277038088e-07
17,"approv",0.000262473131401748
18,"approv",2.50553535398078e-07
19,"approv",2.32681893835163e-07
20,"approv",0.00195022777512744
21,"approv",2.00898296643612e-07
22,"approv",2.00101131111664e-07
23,"approv",1.93896036435392e-07
24,"approv",2.10739584248733e-07
25,"approv",0.00766912755092213
26,"approv",2.22376749354496e-07
27,"approv",0.000341543751642665
28,"approv",0.000195045328956696
29,"approv",1.68785686568693e-07
30,"approv",2.11269405887191e-07
1,"avail",0.00149825886533287
2,"avail",1.85136055561552e-07
3,"avail",0.000729572124471415
4,"avail",1.14898378703448e-07
5,"avail",2.23844197275682e-07
6,"avail",1.44552474933517e-07
7,"avail",1.97661154621822e-07
8,"avail",1.46893769815526e-05
9,"avail",0.00162080391128898
10,"avail",1.44168811297875e-07
11,"avail",0.0011501090438977
12,"avail",0.000431698139468007
13,"avail",0.000671978191686488
14,"avail",1.60362727660951e-07
15,"avail",0.000651778828357154
16,"avail",1.84081277038088e-07
17,"avail",0.0041773624643964
18,"avail",2.50553535398078e-07
19,"avail",2.32681893835163e-07
20,"avail",1.62100222352875e-07
21,"avail",0.000498428673972802
22,"avail",0.00160501117264666
23,"avail",1.93896036435392e-07
24,"avail",2.10739584248733e-07
25,"avail",1.64640680769458e-07
26,"avail",0.00480133639531292
27,"avail",1.86533998712542e-07
28,"avail",1.62402438764943e-07
29,"avail",5.23235628362949e-06
30,"avail",2.11269405887191e-07
1,"bank",1.46443052031363e-07
2,"bank",1.85136055561552e-07
3,"bank",1.91942153241624e-07
4,"bank",1.14898378703448e-07
5,"bank",2.23844197275682e-07
6,"bank",1.44552474933517e-07
7,"bank",1.97661154621822e-07
8,"bank",1.61421725072006e-07
9,"bank",2.06972789080447e-07
