"quarter","NGDP_dispersion","NGDP_f1_dispersion","NGDP_f2_dispersion","NGDP_f3_dispersion","NGDP_f4_dispersion","RGDP_dispersion","RGDP_f1_dispersion","RGDP_f2_dispersion","RGDP_f3_dispersion","RGDP_f4_dispersion","CPI_dispersion","CPI_f1_dispersion","CPI_f2_dispersion","CPI_f3_dispersion","CPI_f4_dispersion","EMP_dispersion","EMP_f1_dispersion","EMP_f2_dispersion","EMP_f3_dispersion","EMP_f4_dispersion","UNEMP_dispersion","UNEMP_f1_dispersion","UNEMP_f2_dispersion","UNEMP_f3_dispersion","UNEMP_f4_dispersion","CPROF_dispersion","CPROF_f1_dispersion","CPROF_f2_dispersion","CPROF_f3_dispersion","CPROF_f4_dispersion","INDPROD_dispersion","INDPROD_f1_dispersion","INDPROD_f2_dispersion","INDPROD_f3_dispersion","INDPROD_f4_dispersion","HOUSING_dispersion","HOUSING_f1_dispersion","HOUSING_f2_dispersion","HOUSING_f3_dispersion","HOUSING_f4_dispersion","RRESINV_dispersion","RRESINV_f1_dispersion","RRESINV_f2_dispersion","RRESINV_f3_dispersion","RRESINV_f4_dispersion","RNRESIN_dispersion","RNRESIN_f1_dispersion","RNRESIN_f2_dispersion","RNRESIN_f3_dispersion","RNRESIN_f4_dispersion","RCONSUM_dispersion","RCONSUM_f1_dispersion","RCONSUM_f2_dispersion","RCONSUM_f3_dispersion","RCONSUM_f4_dispersion","RFEDGOV_dispersion","RFEDGOV_f1_dispersion","RFEDGOV_f2_dispersion","RFEDGOV_f3_dispersion","RFEDGOV_f4_dispersion","RSLGOV_dispersion","RSLGOV_f1_dispersion","RSLGOV_f2_dispersion","RSLGOV_f3_dispersion","RSLGOV_f4_dispersion"
2010-01-01,1.1126,1.1574,1.1864,1.2111,1.1556,0.8134,1.1485,1.1114,1.1205,0.8964,1.1555,1.4,0.8,0.9,0.6476,0.6976,1.2231,0.9713,1.1286,1.0232,0.2225,0.336,0.494,0.5333,0.6,15.4741,12.1801,7.724,8.8291,8.6189,2.4481,2.7354,2.4081,1.7045,1.6301,35.4328,49.3971,49.4827,35.3908,39.9409,8.436,10.3777,9.4688,9.8926,14.8795,3.936,3.7537,4.9735,3.52,1.9775,0.6379,0.896,0.9,0.8768,0.9468,2.8587,3.2885,3.5221,3.0242,2.6175,1.5,1.5057,1.3989,1.5428,1.9815
2010-04-01,1.501,1.3133,1.0213,1.2061,1.3176,1.009,1.2316,0.8118,0.8955,0.9524,1.2485,1.0481,0.664,0.7184,0.6582,1.0488,1.0856,1.0606,0.8639,1.0112,0.22,0.2072,0.5,0.6,0.7387,12.5394,16.6349,10.1833,11.4943,6.9955,2.6767,2.5625,2.1697,1.9429,2.181,29.6535,55.6409,44.2585,45.5024,36.795,9.4661,7.7667,10,14.6391,14.816,4.235,2.7101,3.1817,3.1878,2.5414,1.2492,1.0817,1.0479,0.9804,0.7463,2.7831,3.2574,3.6639,2.6515,3.2359,2.2484,1.897,1.2366,1.7,1.8891
2010-07-01,1.1731,1.2062,0.8499,1.4529,1.7968,1.4064,1.1126,1.1429,1.0128,0.8033,0.9,0.8,0.732,0.7637,0.8386,1.3122,0.619,0.7578,0.9254,1.076,0.165,0.3,0.5,0.5639,0.5,9.1574,7.9747,8.1709,8.5082,7.6119,1.6508,2.3,2.1769,1.9427,2.2651,41.578,30.976,30.7516,39.7065,41.965,14.5,5.2949,9.7,10,10.4217,5.891,4.3069,5.6722,4.4717,5.6105,0.6546,0.6137,0.6228,0.8834,0.84,3.046,2.9333,2.4258,2.7715,3.2655,2.3675,1.7001,1.6699,1.4609,1.3479
2010-10-01,1.9263,1.0981,1.7389,1.645,1.0998,0.81,0.7945,0.8153,0.9101,1,0.7542,0.9,0.9528,1.0193,1.0788,0.6893,0.6609,0.6454,0.8447,0.8743,0.2,0.31,0.4,0.5,0.67,12.3528,5.7784,4.18,7.453,8.2839,2.5801,2.5534,1.7209,1.9095,1.6886,25.7759,21.8002,40.2962,19.2641,22.7288,9.5595,5.9861,10.6379,11.6328,15.0899,4.5756,6.1184,5.0391,5.5604,5.3905,0.7446,0.7283,0.9419,0.6543,0.9502,3.4802,2.9342,2.7154,2.1518,2.8295,1.3971,1.5752,1.0405,1.4574,1.5515
2011-01-01,1.3297,1.622,1.1358,1.2691,1.5518,0.7097,0.7673,0.9599,0.9039,0.883,1.2991,1.3339,0.9554,0.8934,1.2,0.473,0.713,0.7777,0.9929,0.7447,0.2333,0.3374,0.4997,0.5,0.5541,11.0318,7.2819,7.6725,6.1473,8.4136,2.8477,1.238,1.5,1.6467,2.0118,33.4607,40.9475,29.5531,27.6897,33.9243,9.2347,10.9527,12.2285,14.4295,18.2081,3.7059,3.6463,3.413,4.0682,3.2938,0.9561,1,0.7778,0.6948,0.7207,3.0474,3,2.6527,3.3099,2.9826,1.6647,1.0221,1.788,1.8363,1.388
2011-04-01,1.2187,1.6464,1.1642,1.3189,1.1745,0.8534,0.8004,0.7694,0.9302,0.9174,1.71,1.1908,1.1397,0.9,0.92,0.8245,0.7869,0.7849,0.6698,0.8066,0.17,0.23,0.35,0.31,0.5,9.1657,7.7516,3.7188,12.0821,6.4762,1.795,1.1366,1.8528,1.6996,1.7796,28.7114,33.4633,32.8829,26.651,24.0061,8.0625,5.8835,10.4864,14.2332,15.9396,6.8919,4.209,5,4.9943,3.8209,0.6364,0.6591,0.7213,0.6591,0.6625,5.0981,2.9779,3.1775,2.6426,2.2396,2.336,2.2495,2.3573,1.6756,1.3349
2011-07-01,1.2355,1.1,1.2676,1.1147,1.3618,0.7634,0.6974,0.792,0.4789,0.9738,1.9008,1.0575,0.9432,1.1463,0.9452,0.6157,0.6751,0.6808,0.9006,0.9766,0.1205,0.2374,0.3,0.3995,0.4333,10.5635,6.3688,5.8537,5.6261,7.4057,2.0775,1.6554,1.9506,1.8799,1.8447,22.9783,20.6077,17.0117,25.4369,22.4063,3.9063,4.925,4.9191,6.6385,9.6132,4.7253,3.3799,3.5901,3.463,3.3907,0.8035,0.8526,0.822,0.4187,0.7455,3.179,3.6977,3.0789,3.1765,3.2534,2.0208,1.8037,2.4741,1.7926,1.5775
2011-10-01,1.5663,1.7687,1.9307,1.461,1.684,0.8447,1.0487,0.8448,0.8272,0.8734,0.9484,0.9727,1.55,1.0996,1,0.5161,0.5395,0.6571,0.4827,0.6133,0.1,0.2512,0.3593,0.428,0.5555,12.537,7.0919,6.4867,7.8977,6.5286,2.0588,2.2939,2.4323,2.1167,2.1582,18.6704,9.8416,16.4705,17.2996,21.9237,3.2962,3.7,4.4503,8.8918,6.8023,4.4564,5.4077,4.0006,4.5127,4.3526,0.6,0.6268,0.5,0.5441,0.6704,3.0455,3.7637,4.3486,4.518,4.1905,1.5715,1.3482,2.0826,1.8654,1.7286
2012-01-01,1.2465,1.2383,0.9335,1.0762,0.8836,0.6855,0.6415,0.5712,0.5738,1.0119,0.9,0.9005,0.7302,0.6,0.7174,0.6002,0.3258,0.3721,0.532,0.5626,0.2,0.2077,0.3021,0.4671,0.5,6.9572,6.8821,6.3635,8.2102,12.0342,1.8626,1.1325,1.0923,1.2993,1.7502,20.4012,12.6985,20.9613,14.7607,24.7907,5.426,4.7439,5.6591,6.0426,10.9492,5.2546,2.6351,3.191,3.3849,3.802,0.8936,0.432,0.5897,0.6991,0.8936,4.4465,4.3436,4.2202,4.6511,3.5,2.2,1.8024,1.6032,1.9618,1.8841
2012-04-01,1.371,0.8017,1.0218,0.8435,1.1251,0.6853,0.501,0.7054,0.8239,0.6174,0.9,0.53,0.6,0.49,0.8856,0.2958,0.3944,0.41,0.3491,0.3377,0.1,0.2593,0.3,0.4,0.4,12.9988,8.2227,6.8089,8.1301,6.7884,1.4228,1.2119,1.3211,1.235,1.4495,15.2386,13.9726,18.3659,19.794,23.7815,6.8202,6.0246,6.2006,7.6552,9.2349,4.2272,3.676,3.5583,4.1156,3.3625,0.4208,0.4,0.7652,0.6997,0.7512,3.8409,4.0832,3,3.7022,3.2571,1,1.1917,1.2025,1.6942,1.4281
2012-07-01,1.0409,1.0682,1.0521,1.1071,1.3522,0.9592,0.6,0.767,0.6957,0.9767,0.8232,0.6,0.7652,0.8,0.5309,0.3345,0.4011,0.4634,0.589,0.5821,0.172,0.2,0.3,0.2358,0.3,6.6155,5.2266,11.7512,7.8747,5.6667,1.5265,1.3099,1.6463,1.5919,1.2083,15.9094,16.3884,11.3909,19.5983,17.3211,5.5559,6.8,8.7957,9.2184,10.5691,3.8966,2.6135,3.0841,2.52,3.585,0.7875,0.8915,0.8039,0.3857,0.7175,3.0305,3.5338,3.7852,3.2767,3.0747,1.4047,1.3691,1.4382,1.5067,1.3914
2012-10-01,1.1535,0.8432,0.903,0.9798,1.0115,0.6335,0.8677,0.6765,0.7187,0.8454,0.815,0.7407,0.821,0.5924,0.5596,0.4688,0.5069,0.4587,0.3013,0.517,0.1332,0.2,0.2,0.2833,0.3,7.062,13.3389,6.0961,4.4871,5.8081,2.1597,2.1,1.5016,1.2445,1.6174,21.6153,16.5364,16.5943,17.811,11.9721,7.7568,5.4139,8.131,9.5098,10.5412,5.4725,4.1159,3.4715,3.5488,2.5321,0.6989,0.8558,0.5473,0.5398,0.6269,4.9,3.006,3.4665,3.0034,3.2038,1,1.3843,1.1302,1.1806,1.039
2013-01-01,1.6626,0.8423,0.946,0.816,0.7539,1.0656,0.5846,0.7577,0.6718,0.6417,1.1,0.5,0.5018,0.498,0.5,0.4593,0.2838,0.2926,0.418,0.3494,0.1,0.1321,0.209,0.2812,0.4,10.7645,5.4262,5.6824,5.8696,7.0562,1.3182,1.2489,1.402,1.4488,1.4338,21.7531,14.3836,12.9254,20.0068,21.4528,7,8.5224,11.1589,10.037,9.7442,2.5219,2.4207,2.3305,2.9153,2.7194,0.8827,0.6933,0.5866,0.5707,0.6658,6.9586,3.1417,3.2767,2.9301,4.3141,1.1411,0.8866,1.19,1.1,1.0927
2013-04-01,1.2021,0.813,0.9351,0.9166,0.9309,0.7127,0.677,0.7863,0.8005,0.6611,1.4,0.5,0.5,0.4757,0.5795,0.4014,0.4311,0.473,0.3,0.3813,0.1114,0.2,0.24,0.3013,0.3004,11.9213,5.9774,3.5242,5.5275,2.0298,2.0679,2,1.6052,1.631,1.2724,20.8395,13.5641,14.0083,13.592,13.3926,6.817,6.1534,9.6,8.344,8.0189,2.796,2.4476,3.0138,2.3486,2.5911,0.7178,0.7998,0.7589,0.6817,0.6028,6.2396,3.3706,3.5656,2.0608,2.8814,0.8707,1.1009,0.993,1.0248,0.9
2013-07-01,1.0598,0.8363,0.9808,0.9335,0.6268,0.6153,0.7249,0.756,0.5874,0.5822,1.5,0.7,0.7,0.6859,0.5663,0.2193,0.3751,0.3718,0.2642,0.397,0.1133,0.1244,0.2,0.2055,0.3028,4.1003,3.515,5.0732,2.5841,2.2203,1.9433,1.8874,1.6168,1.8493,1.7189,43.6067,25.6769,14.7764,20.9929,14.4616,5.4368,5.8676,5.5,6.485,7.6033,1.4833,2.1145,3.3528,3.1599,3.4422,0.42,0.6756,0.7511,0.6049,0.66,3.3696,3.4535,3.7494,2.5485,3.1929,0.7697,0.8161,0.9898,1.3456,0.8589
2013-10-01,1.1573,0.8553,0.7247,0.7048,0.6686,0.7,0.6701,0.6,0.5846,0.5211,0.7597,0.605,0.458,0.48,0.6989,0.2207,0.2672,0.4667,0.5809,0.6075,0.1,0.1003,0.2,0.3,0.3,6.5794,3.8238,3.4732,5.0481,3.7177,1.6703,1.3687,0.9746,0.9526,1.15,22.8159,31.9848,23.4095,18.3385,19.0907,9.05,4.6375,6.8825,9.8296,8.0853,2.4431,1.8,2.5377,2.6538,2.2664,0.451,0.4724,0.5225,0.5471,0.4603,3.8931,2.8278,1.8359,1.8,2.1952,1.4437,0.8134,0.8977,0.5101,1.0568
2014-01-01,1.5043,1,0.6674,0.596,0.669,0.752,0.9369,0.7409,0.8707,0.7083,0.6168,0.5745,0.6081,0.5202,0.5881,0.3077,0.2743,0.4196,0.5258,0.4171,0.2,0.1778,0.2398,0.3,0.2036,10.1722,6.1721,4.0946,4.3891,4.8673,1.9084,1.3199,0.9646,0.9847,1.0151,32.3376,25.6269,24.7267,24.4644,18.6978,7.2982,8.9985,7.0547,8.1163,7,2.1637,2.5,1.9968,1.9581,1.999,0.5621,0.6917,0.5013,0.6069,0.6356,4.9044,2.6,2.7335,2.6552,2.0994,0.8584,1.353,1.3098,1.0152,1.1257
2014-04-01,1.1702,0.6009,0.6937,0.7937,1.0667,0.6923,0.906,0.9266,0.7381,0.7237,0.5496,0.4102,0.4212,0.43,0.5,0.2157,0.4039,0.415,0.445,0.4356,0.1241,0.2,0.2569,0.3234,0.3964,4.5939,3.3257,3.4274,3.5995,3.1872,2.1639,1.1573,1.2804,1.2999,1.4974,51.9693,32.2293,33.015,25.7555,18.7505,6.4,5.9327,9.0311,8.4013,7.6206,2.2758,1.3638,1.9602,2.1207,1.8479,0.9658,0.9782,0.7386,0.5574,0.5553,2.8237,2.9833,2.3688,2.4197,2.4986,1.4547,1.425,1.4342,1.2,1.2174
2014-07-01,1.3403,0.7455,0.7398,0.9314,0.8058,0.8608,0.8162,0.5906,0.7501,0.5945,0.6435,0.4998,0.3725,0.5995,0.6239,0.2899,0.433,0.4771,0.42,0.4676,0.0467,0.1324,0.1333,0.3,0.3,6.1838,4.0684,6.4296,4.5424,5.2489,1.7297,1.4388,1.0189,1.5089,1.7084,18.9979,29.6574,20.7091,20.0586,14.7636,7.5281,7.5,6.2144,6.3953,8.175,2.0633,1.6166,2.0667,1.967,1.9144,0.6073,0.6466,0.8798,0.8364,0.642,2.433,1.2104,1.5,1.9,2.1396,2.303,1.0085,0.8628,0.8824,1.0714
2014-10-01,1.1998,0.7664,0.8857,0.7741,0.555,0.7694,0.6437,0.5507,0.566,0.5224,1.5207,0.8653,0.6948,0.4799,0.5475,0.2406,0.4459,0.4859,0.6938,0.7369,0.1,0.1866,0.258,0.2923,0.4049,6.2048,8.7801,5.4216,4.2535,5.3187,1.2301,1.4459,1.0545,1.149,1.4755,17.0936,17.1224,19.613,13.7745,16.154,4.725,5.9343,7.7053,6.6798,6.4426,1.6745,2.1903,2.0833,2.264,1.9327,0.5217,0.7094,0.6664,0.7,0.4,5.2472,2.6854,2.7414,1.9704,2.118,0.9499,0.9905,0.6662,0.986,0.9247
2015-01-01,1.5134,0.8658,0.9621,1.1187,0.943,0.6821,0.5486,0.6459,0.6037,0.6812,2.92,0.7642,0.78,0.5038,0.7,0.3629,0.4425,0.5228,0.5367,0.6126,0.1,0.156,0.2702,0.2631,0.3037,7.5446,11.5596,5.6204,8.8042,5.8087,0.7755,0.8,0.5068,0.7562,1.3841,16.8441,15.2058,18.2282,8.9722,10.0261,5.726,3.8433,4.8447,5.5829,5.8,2.264,2.1512,1.6,2.1,2.12,0.9882,0.8049,0.8337,0.65,0.8126,2.1053,2.1132,2,2.079,1.9495,0.9,1.0577,1.1183,0.927,1.1795
2015-04-01,1.5831,0.9124,0.9858,1.107,1.175,1.2555,0.5175,0.5151,0.6901,0.6,1.462,0.9,0.63,0.5973,0.4894,0.2528,0.3301,0.5224,0.6741,0.6371,0.0638,0.12,0.2773,0.3,0.317,23.4842,10.4444,7.587,8.0542,2.6688,1.7524,1.4122,1.1907,1.3936,1.606,51.0641,24.0036,16.2303,13.7325,9.6156,3.348,6.4092,5.9436,8,5.1128,3.7326,2.6588,1.9215,1.9311,1.8982,0.7001,0.5458,0.7783,0.7,0.4916,2.3852,1.7836,1.6348,1.5981,1.7582,1.8025,1.135,0.8888,1.0229,0.9981
2015-07-01,1.0149,1.0157,0.8445,0.7419,0.7926,0.7818,0.57,0.4531,0.59,0.5041,0.7212,1.1124,0.8548,0.5462,0.5,0.1938,0.288,0.3969,0.3744,0.4658,0.1,0.1,0.1369,0.2368,0.3067,12.6509,9.5741,10.0785,9.5889,5.4847,1.6685,0.914,1.3808,1.0971,1.4861,22.1943,16.8021,11.1499,12.3276,11.4815,3.9325,5.3321,5.4271,5.2615,4.4579,2.181,1.791,1.8968,1.7225,1.4873,0.529,0.607,0.7321,0.5339,0.483,1.2328,1.3767,1.6972,1.399,1.5074,1.1297,0.8452,0.9559,1.0831,0.9967
2015-10-01,0.9369,0.981,1.0869,0.9323,1.0026,0.7286,0.5798,0.6399,0.6822,0.6098,1.4,0.6,0.5,0.5,0.5335,0.154,0.2498,0.2057,0.3381,0.3229,0.0842,0.11,0.19,0.2425,0.3416,13.5794,8.5267,4.9903,5.3478,5.0593,1.6657,1.2036,1.0465,1.2082,1.1266,20.9319,8.9248,8.6052,9.174,8.949,4.0317,4.904,4.9525,2.9967,4.3888,3.1381,1.695,1.7936,2.2648,2.3682,0.448,0.3928,0.5001,0.5675,0.538,0.7274,1.2899,0.6889,1.0559,1.6529,0.9259,1.1886,1.0451,0.8822,0.8384
2016-01-01,1.2792,1.1076,0.6772,0.5332,0.811,0.7531,0.8612,0.6128,0.5231,0.3196,1.7783,1.0895,0.8,0.7018,0.5846,0.3088,0.2615,0.3138,0.3344,0.3554,0.0457,0.1129,0.21,0.25,0.3,8.7054,4.8409,6.0072,5.1582,5.7393,2.7738,1.0184,1.1614,0.9642,1.0393,19.6979,13.3629,10.0453,9.2064,9.782,2.7614,3.8101,3.359,3.5619,4.4116,3.4445,2.1914,2.1473,2.248,1.753,0.6409,0.4269,0.6044,0.5039,0.4235,2.0166,1.3122,1.7,1.6096,1.3933,0.8272,1.0106,0.6222,0.8034,0.6045
2016-04-01,0.8755,0.8817,0.7076,0.8102,0.8639,0.7708,0.5457,0.4268,0.464,0.5245,1.3,0.9,0.6515,0.4,0.4166,0.267,0.298,0.3831,0.6031,0.5388,0.1446,0.1352,0.2139,0.1863,0.219,16.4836,5.5238,9.3384,6.6164,4.211,2.2358,1.479,1.2647,1.4204,1.3535,20.8029,11.6164,12.6057,13.233,10.0029,4.4668,2.9748,3.3374,3.5,3.527,3.7574,2.2372,1.8614,2.0275,1.9691,0.4295,0.3112,0.3901,0.4398,0.3766,1.754,1.4699,1.5731,1.5,1.2646,0.9136,1,1.1,1,1.0876
2016-07-01,1.2277,0.8077,0.7016,0.7891,0.7028,0.8304,0.3722,0.4336,0.3823,0.5475,0.6223,0.6882,0.6,0.618,0.6015,0.5226,0.4,0.3741,0.456,0.4027,0.062,0.1,0.1577,0.1698,0.2415,6.4089,5.357,3.8905,3.8615,3.7865,2.2013,1.512,1.2909,1.0928,1.4122,13.7642,13.7075,11.8188,12.042,8.2505,3.5375,3.9698,4.0983,3.9184,3.6804,2.3776,1.8714,1.3821,1.4386,1.663,0.6922,0.4942,0.4,0.3,0.4334,1.4433,1,0.9305,1.3709,1.8621,0.7803,0.7085,0.557,0.7096,0.8711
2016-10-01,0.86,0.776,0.7913,0.592,0.7231,0.5496,0.4509,0.4405,0.4332,0.5,0.8687,0.4781,0.4198,0.3294,0.32,0.2021,0.2269,0.2922,0.2171,0.3607,0.1,0.1053,0.2,0.2167,0.3,8.4328,4.1942,5.9598,4.3656,7.2505,1.6049,1.189,0.9699,0.8627,0.8914,20.0624,10.3785,7.0554,7.2887,8.0284,2.8081,3.2056,3.1559,2.4998,4.2552,2.0026,1.3127,1.2876,1.1089,1.4546,0.6119,0.4376,0.3509,0.269,0.4997,1.4884,0.9587,1.4192,1.6191,2.1407,1.2003,0.5311,0.7476,0.8664,1.1836
2017-01-01,0.6912,0.6968,0.726,0.9021,1.022,0.6063,0.601,0.6766,0.5487,0.7787,0.5032,0.5836,0.4336,0.68,0.5719,0.2225,0.2096,0.2757,0.274,0.3561,0.1065,0.1015,0.2,0.2018,0.2911,8.7366,7.1658,6.0062,5.8517,15.452,1.0434,1.1965,1.2643,1.2752,0.7957,16.0273,11.7395,7.1761,6.93,7.8417,3.1486,3.3664,4.1256,3.8709,2.6,1.4989,1.6499,1.5178,2.0805,2.4986,0.4962,0.4429,0.4322,0.5149,0.6087,1.9443,1.7119,1.7485,1.9174,2.4886,1.0506,0.8828,0.5119,0.8471,0.7109
2017-04-01,0.814,0.4792,0.8646,0.7025,1.0314,0.4345,0.5546,0.605,0.5136,1,1.3552,0.6,0.7685,0.6233,0.5,0.2665,0.1597,0.2082,0.2744,0.316,0.1928,0.1,0.2,0.3,0.3741,6.6669,4.7436,5.322,9.5859,5.968,2.05,1.1764,1.1924,1.1,0.9212,15.6399,8.5951,6.8385,8.305,8.6693,3.622,3.2483,4,3.2978,2.6886,2.1631,1.7943,1.9228,2.1395,1.3863,0.5772,0.6295,0.446,0.7,0.9837,1.9912,2.2836,1.673,1.9085,1.7894,1.1,0.7609,1.0707,0.8808,1.0314
2017-07-01,1.1251,0.8298,0.9059,1.0229,0.9561,0.5573,0.5546,0.6871,0.8018,0.6803,0.616,0.66,0.6,0.3958,0.4508,0.2443,0.2508,0.2634,0.2719,0.3382,0.0102,0.1,0.2,0.3,0.3329,7.5717,8.2999,7.38,7.744,4.2328,1.309,0.8942,0.9421,0.8741,0.8912,14.589,9.1786,9.8999,11.1518,4.603,4.6216,3.5375,3.2209,2.9,3.0404,1.4726,2.1961,2.2843,2.1706,1.6739,0.5849,0.6193,0.6731,0.869,0.9077,1.8,1.5567,1.8143,1.7512,1.8284,1.181,0.8909,1.1089,0.973,1.1251
2017-10-01,0.8926,0.6627,0.728,0.4902,0.7613,0.4003,0.6783,0.482,0.5591,0.6021,1.0061,0.555,0.4509,0.4116,0.5862,0.432,0.2556,0.2298,0.225,0.1998,0.1,0.1849,0.2432,0.3,0.3062,8.7467,6.7191,4.8231,4.7575,4.5356,2.3105,1.4204,0.8339,0.5106,0.6325,21.0069,11.6314,8.2953,6.405,5.8217,3.141,2.8119,2.5969,3.8825,2.4698,1.7227,2.2026,1.8825,2.0441,1.5927,0.4449,0.5822,0.4273,0.4693,0.5242,1.8027,1.0603,1.1765,0.9673,0.8863,1.2096,1,1.0392,1.1536,1.1754
2018-01-01,1.1913,1.2386,0.7297,0.7929,0.8899,0.6302,0.705,0.8528,0.5281,0.4939,0.7632,0.78,0.6374,0.5596,0.53,0.2008,0.2415,0.1611,0.2266,0.2708,0.1,0.1,0.2,0.2333,0.4,7.1209,11.403,5.8897,4.808,5.9908,2.3481,1.2263,0.7667,0.9339,0.7409,11.1892,8.1524,6.2409,6.2615,5.2449,3.2592,4.6195,4.3349,3.9597,3.4232,2.9154,2.0542,1.9971,2.1146,2.5517,0.52,0.5226,0.5184,0.5257,0.5762,2.4197,1.7562,1.6034,1.5964,1.6102,0.7,0.8082,0.7416,0.7,1.002
2018-04-01,0.8432,0.7195,0.7455,0.8468,0.6883,0.5979,0.5317,0.6324,0.5168,0.3547,0.7,0.8,0.7314,0.758,0.5327,0.1634,0.2405,0.2713,0.2623,0.2653,0.1,0.1439,0.2058,0.2062,0.3,4.5312,5.1676,4.5022,6.3457,3.3557,1.4185,1.0545,1.2822,1.4357,1.082,15.0766,7.9819,6.8845,9.4068,6.6077,5.3023,3.2352,3.0296,3.0296,4.3441,1.6315,1.1105,1.782,2.0898,2.0007,0.4339,0.6061,0.5329,0.4018,0.5195,2.6483,2.8255,3.9922,1.8241,1.7431,1.1,0.8,0.8436,0.9206,0.713
2018-07-01,0.753,0.8308,0.8921,0.8909,0.7827,0.3963,0.7023,0.6831,0.6988,0.7358,0.4526,0.4181,0.3796,0.6,0.5463,0.1574,0.2461,0.244,0.3739,0.3753,0.0908,0.1378,0.1723,0.3,0.3714,8.6447,9.2703,6.1627,4.2895,3.6956,1.115,1.0629,0.8264,0.6865,0.8363,12.2433,10.0967,7.7339,7.5744,6.8252,3.718,3.0057,2.5,2.6926,3.5804,2.1653,1.2636,1.4902,1.8359,1.5521,0.54,0.4679,0.4357,0.4913,0.5711,2.9954,3.9648,1.5868,1.476,1.4992,0.7573,0.6,0.6,0.4992,0.5945
2018-10-01,1.1337,0.7938,1.3007,0.8703,1.0671,0.5999,0.6264,0.6433,0.5937,0.662,0.5047,0.3288,0.6,0.5112,0.6617,0.1865,0.2892,0.2796,0.3542,0.3697,0.0271,0.1494,0.2558,0.3546,0.3714,8.2744,5.6494,6.6234,3.0993,4.1919,1.3259,0.6077,1.0389,0.8566,0.9572,18.8012,10.9006,8.8457,6.5109,6.8875,5.6932,3.2185,2.3689,1.9982,3.218,2.3607,2.4813,1.9203,1.6142,1.7504,0.6,0.4927,0.733,0.6553,0.7305,3.4357,2.4866,1.2717,1.5605,1.7328,0.9897,0.8176,0.9752,0.9036,0.987
2019-01-01,1.7348,1.2342,0.6064,0.7277,0.8878,0.9796,0.5028,0.6173,0.5233,0.5699,0.9,0.6748,0.5469,0.3658,0.6905,0.1551,0.2957,0.3004,0.244,0.2662,0.105,0.1439,0.2854,0.4,0.4775,7.5268,4.54,3.3794,4.0183,4.5084,2.1314,1.0196,0.8589,0.9482,1.2899,19.644,11.9779,8.7124,4.8571,7.2516,4.661,3.4991,2.8379,3.0866,2.2542,1.9393,1.7012,1.5173,1.6157,2.1816,1.3106,0.4161,0.4834,0.6,0.53,1.5847,4.0399,1.2815,1.5,1.4602,1.2553,1.0167,0.9272,0.6744,0.6054
2019-04-01,1.852,0.7467,0.7677,0.9963,1.1984,1.0806,0.5895,0.6597,0.5604,0.7539,1.42,0.4191,0.3851,0.5859,0.53,0.2462,0.2312,0.2818,0.2993,0.5584,0.1,0.1433,0.3,0.3314,0.5,8.0723,2.2947,3.5097,3.9407,5,1.7524,1.0558,1.1577,1.4012,1.4623,20.9145,10.1189,8.9911,6.8969,4.8281,4.5,1.9435,2.55,2.1936,2.8942,2.8771,2.2974,2.1172,1.665,2.1359,0.5236,0.6869,0.5,0.6156,0.6235,4.9362,2.4,1.6983,1.6051,1.8678,0.8587,0.6753,0.7324,0.5978,0.5
2019-07-01,1.0684,0.827,0.8846,1.101,1.1045,0.4273,0.5395,0.6573,0.5822,0.75,0.7449,0.6728,0.4655,0.6,0.404,0.1774,0.2017,0.3299,0.4192,0.6308,0.1,0.1347,0.3,0.3,0.448,7.8734,5.4958,6.261,5.8954,5.4383,2.2133,1.514,1.1705,1.097,1.8401,15.9169,4.6524,6.9088,3.495,6.864,3.2403,2.1566,3.2859,4.0478,3.2085,2.352,1.7137,2.9057,2.0224,1.5925,0.6401,0.4164,0.7039,0.3763,0.6242,2.1893,1.7763,2.4,2.2232,1.7653,0.8342,0.7657,0.6006,0.7058,0.852
2019-10-01,0.8718,0.6289,0.8288,0.7257,0.816,0.5427,0.5814,0.6333,0.8415,0.6558,0.5652,0.5294,0.489,0.3956,0.538,0.2323,0.2785,0.4225,0.6271,0.6418,0.1427,0.23,0.3,0.4066,0.4867,4.9944,16.2865,7.4779,7.5991,8.2899,1.4085,1.9774,1.4805,1.3738,1.5877,9.4275,6.4353,4.4558,6.3967,3.6322,2.7515,2.7,3.9122,2.8387,2.7997,2.8044,3.6314,2.2745,2.1089,2.4631,0.3469,0.5035,0.5505,0.6051,0.7717,1.9,1.6937,2.9814,1.7702,2.2,1.2507,1.0249,0.9096,1,0.9726
2020-01-01,0.9928,0.9675,0.7833,0.8168,0.9289,0.7258,0.792,0.6584,0.5786,0.4722,0.51,0.55,0.4157,0.4266,0.5328,0.1757,0.4925,0.7018,0.4524,0.4274,0.1,0.2,0.2449,0.2873,0.3616,7.0193,5.5748,6.7597,7.644,6.1187,2.5663,1.5636,1.6,1.4691,1.4854,28.5562,9.3712,6.4077,5.4927,3.5364,3.2,2.2142,2,2.3,2.1074,3.0538,1.6899,1.8234,2.1087,2.4,0.6229,0.6,0.5805,0.4959,0.3319,1.7817,2.049,1.6238,1.7279,1.4984,0.9122,0.8225,0.6973,0.8159,0.8
