"unique_id","meeting_id","meet_date","pub_date","quarter","wordcount","sentiment"
"FEDp_751","FEDm_23","1995-11-15","1995-12-22","1995-10-01",55,0
"FEDp_752","FEDm_23","1995-11-15","1995-12-22","1995-10-01",40,-0.0714285714285714
"FEDp_753","FEDm_23","1995-11-15","1995-12-22","1995-10-01",57,0.0169491525423729
"FEDp_754","FEDm_23","1995-11-15","1995-12-22","1995-10-01",62,0.03125
"FEDp_755","FEDm_23","1995-11-15","1995-12-22","1995-10-01",71,-0.0266666666666667
"FEDp_756","FEDm_23","1995-11-15","1995-12-22","1995-10-01",67,-0.0428571428571429
"FEDp_757","FEDm_23","1995-11-15","1995-12-22","1995-10-01",83,0
"FEDp_758","FEDm_23","1995-11-15","1995-12-22","1995-10-01",61,0.0317460317460317
"FEDp_759","FEDm_23","1995-11-15","1995-12-22","1995-10-01",97,-0.0396039603960396
"FEDp_760","FEDm_23","1995-11-15","1995-12-22","1995-10-01",68,-0.0410958904109589
"FEDp_761","FEDm_23","1995-11-15","1995-12-22","1995-10-01",123,0.0236220472440945
"FEDp_762","FEDm_23","1995-11-15","1995-12-22","1995-10-01",126,-0.0229007633587786
"FEDp_763","FEDm_23","1995-11-15","1995-12-22","1995-10-01",94,-0.03125
"FEDp_764","FEDm_23","1995-11-15","1995-12-22","1995-10-01",171,0.0115606936416185
"FEDp_765","FEDm_23","1995-11-15","1995-12-22","1995-10-01",61,0.015625
"FEDp_766","FEDm_23","1995-11-15","1995-12-22","1995-10-01",53,0
"FEDp_767","FEDm_23","1995-11-15","1995-12-22","1995-10-01",89,-0.010989010989011
"FEDp_768","FEDm_23","1995-11-15","1995-12-22","1995-10-01",48,-0.0816326530612245
"FEDp_769","FEDm_23","1995-11-15","1995-12-22","1995-10-01",159,-0.037037037037037
"FEDp_770","FEDm_23","1995-11-15","1995-12-22","1995-10-01",64,-0.0454545454545455
"FEDp_771","FEDm_23","1995-11-15","1995-12-22","1995-10-01",186,0
"FEDp_772","FEDm_23","1995-11-15","1995-12-22","1995-10-01",89,-0.021978021978022
"FEDp_773","FEDm_23","1995-11-15","1995-12-22","1995-10-01",60,0.0491803278688525
"FEDp_774","FEDm_23","1995-11-15","1995-12-22","1995-10-01",79,0.0340909090909091
"FEDp_775","FEDm_23","1995-11-15","1995-12-22","1995-10-01",25,-0.037037037037037
"FEDp_776","FEDm_23","1995-11-15","1995-12-22","1995-10-01",27,-0.032258064516129
"FEDp_777","FEDm_23","1995-11-15","1995-12-22","1995-10-01",82,0
"FEDp_778","FEDm_23","1995-11-15","1995-12-22","1995-10-01",47,0.0416666666666667
"FEDp_779","FEDm_23","1995-11-15","1995-12-22","1995-10-01",101,-0.122641509433962
"FEDp_780","FEDm_24","1995-12-19","1996-02-02","1995-10-01",32,0.0294117647058824
"FEDp_781","FEDm_24","1995-12-19","1996-02-02","1995-10-01",82,0.0465116279069767
"FEDp_782","FEDm_24","1995-12-19","1996-02-02","1995-10-01",46,-0.02
"FEDp_783","FEDm_24","1995-12-19","1996-02-02","1995-10-01",54,0.0163934426229508
"FEDp_784","FEDm_24","1995-12-19","1996-02-02","1995-10-01",98,0.0515463917525773
"FEDp_785","FEDm_24","1995-12-19","1996-02-02","1995-10-01",46,0.0384615384615385
"FEDp_786","FEDm_24","1995-12-19","1996-02-02","1995-10-01",43,0.0909090909090909
"FEDp_787","FEDm_24","1995-12-19","1996-02-02","1995-10-01",72,-0.0135135135135135
"FEDp_788","FEDm_24","1995-12-19","1996-02-02","1995-10-01",49,0
"FEDp_789","FEDm_24","1995-12-19","1996-02-02","1995-10-01",55,-0.0357142857142857
"FEDp_790","FEDm_24","1995-12-19","1996-02-02","1995-10-01",75,0
"FEDp_791","FEDm_24","1995-12-19","1996-02-02","1995-10-01",57,0.0338983050847458
"FEDp_792","FEDm_24","1995-12-19","1996-02-02","1995-10-01",81,-0.0340909090909091
"FEDp_793","FEDm_24","1995-12-19","1996-02-02","1995-10-01",71,-0.037037037037037
"FEDp_794","FEDm_24","1995-12-19","1996-02-02","1995-10-01",48,-0.02
"FEDp_795","FEDm_24","1995-12-19","1996-02-02","1995-10-01",181,-0.00543478260869565
"FEDp_796","FEDm_24","1995-12-19","1996-02-02","1995-10-01",147,0
"FEDp_797","FEDm_24","1995-12-19","1996-02-02","1995-10-01",91,-0.0315789473684211
"FEDp_798","FEDm_24","1995-12-19","1996-02-02","1995-10-01",166,-0.0297619047619048
"FEDp_799","FEDm_24","1995-12-19","1996-02-02","1995-10-01",89,0.0112359550561798
"FEDp_800","FEDm_24","1995-12-19","1996-02-02","1995-10-01",68,-0.0294117647058824
"FEDp_801","FEDm_24","1995-12-19","1996-02-02","1995-10-01",124,0.078740157480315
"FEDp_802","FEDm_24","1995-12-19","1996-02-02","1995-10-01",126,-0.00763358778625954
"FEDp_803","FEDm_24","1995-12-19","1996-02-02","1995-10-01",124,-0.046875
"FEDp_804","FEDm_24","1995-12-19","1996-02-02","1995-10-01",42,0
"FEDp_805","FEDm_24","1995-12-19","1996-02-02","1995-10-01",63,0.015625
"FEDp_806","FEDm_24","1995-12-19","1996-02-02","1995-10-01",19,0
"FEDp_807","FEDm_24","1995-12-19","1996-02-02","1995-10-01",70,0.0384615384615385
"FEDp_808","FEDm_24","1995-12-19","1996-02-02","1995-10-01",19,-0.0454545454545455
"FEDp_809","FEDm_24","1995-12-19","1996-02-02","1995-10-01",32,-0.0277777777777778
"FEDp_810","FEDm_24","1995-12-19","1996-02-02","1995-10-01",82,0
"FEDp_811","FEDm_24","1995-12-19","1996-02-02","1995-10-01",48,0.0408163265306122
"FEDp_812","FEDm_25","1996-01-31","1996-03-29","1996-01-01",36,0.0263157894736842
"FEDp_813","FEDm_25","1996-01-31","1996-03-29","1996-01-01",78,-0.05
"FEDp_814","FEDm_25","1996-01-31","1996-03-29","1996-01-01",47,0.0188679245283019
"FEDp_815","FEDm_25","1996-01-31","1996-03-29","1996-01-01",72,0.0133333333333333
"FEDp_816","FEDm_25","1996-01-31","1996-03-29","1996-01-01",73,-0.024390243902439
"FEDp_817","FEDm_25","1996-01-31","1996-03-29","1996-01-01",43,0
"FEDp_818","FEDm_25","1996-01-31","1996-03-29","1996-01-01",77,-0.0493827160493827
"FEDp_819","FEDm_25","1996-01-31","1996-03-29","1996-01-01",57,0
"FEDp_820","FEDm_25","1996-01-31","1996-03-29","1996-01-01",95,0
"FEDp_821","FEDm_25","1996-01-31","1996-03-29","1996-01-01",68,0
"FEDp_822","FEDm_25","1996-01-31","1996-03-29","1996-01-01",65,-0.0579710144927536
"FEDp_823","FEDm_25","1996-01-31","1996-03-29","1996-01-01",54,-0.0517241379310345
"FEDp_824","FEDm_25","1996-01-31","1996-03-29","1996-01-01",59,-0.0163934426229508
"FEDp_825","FEDm_25","1996-01-31","1996-03-29","1996-01-01",89,0
"FEDp_826","FEDm_25","1996-01-31","1996-03-29","1996-01-01",154,-0.0445859872611465
"FEDp_827","FEDm_25","1996-01-31","1996-03-29","1996-01-01",131,-0.0518518518518519
"FEDp_828","FEDm_25","1996-01-31","1996-03-29","1996-01-01",105,-0.0454545454545455
"FEDp_829","FEDm_25","1996-01-31","1996-03-29","1996-01-01",58,-0.0508474576271186
"FEDp_830","FEDm_25","1996-01-31","1996-03-29","1996-01-01",63,0
"FEDp_831","FEDm_25","1996-01-31","1996-03-29","1996-01-01",110,-0.0526315789473684
"FEDp_832","FEDm_25","1996-01-31","1996-03-29","1996-01-01",102,0
"FEDp_833","FEDm_25","1996-01-31","1996-03-29","1996-01-01",49,-0.02
"FEDp_834","FEDm_25","1996-01-31","1996-03-29","1996-01-01",71,-0.0277777777777778
"FEDp_835","FEDm_25","1996-01-31","1996-03-29","1996-01-01",179,-0.0111111111111111
"FEDp_836","FEDm_25","1996-01-31","1996-03-29","1996-01-01",155,-0.0555555555555556
"FEDp_837","FEDm_25","1996-01-31","1996-03-29","1996-01-01",64,-0.0289855072463768
"FEDp_838","FEDm_25","1996-01-31","1996-03-29","1996-01-01",62,0.0317460317460317
"FEDp_839","FEDm_25","1996-01-31","1996-03-29","1996-01-01",21,0.0476190476190476
"FEDp_840","FEDm_25","1996-01-31","1996-03-29","1996-01-01",67,0
"FEDp_841","FEDm_25","1996-01-31","1996-03-29","1996-01-01",17,-0.05
"FEDp_842","FEDm_25","1996-01-31","1996-03-29","1996-01-01",29,0.032258064516129
"FEDp_843","FEDm_25","1996-01-31","1996-03-29","1996-01-01",55,0
"FEDp_844","FEDm_25","1996-01-31","1996-03-29","1996-01-01",53,0.0363636363636364
"FEDp_845","FEDm_26","1996-03-26","1996-05-24","1996-01-01",32,0.0294117647058824
"FEDp_846","FEDm_26","1996-03-26","1996-05-24","1996-01-01",65,0.0144927536231884
"FEDp_847","FEDm_26","1996-03-26","1996-05-24","1996-01-01",46,-0.0555555555555556
"FEDp_848","FEDm_26","1996-03-26","1996-05-24","1996-01-01",60,0
"FEDp_849","FEDm_26","1996-03-26","1996-05-24","1996-01-01",65,0
"FEDp_850","FEDm_26","1996-03-26","1996-05-24","1996-01-01",75,0
"FEDp_851","FEDm_26","1996-03-26","1996-05-24","1996-01-01",66,-0.027027027027027
"FEDp_852","FEDm_26","1996-03-26","1996-05-24","1996-01-01",74,-0.012987012987013
"FEDp_853","FEDm_26","1996-03-26","1996-05-24","1996-01-01",82,0.0227272727272727
"FEDp_854","FEDm_26","1996-03-26","1996-05-24","1996-01-01",73,0.0131578947368421
"FEDp_855","FEDm_26","1996-03-26","1996-05-24","1996-01-01",35,0.024390243902439
"FEDp_856","FEDm_26","1996-03-26","1996-05-24","1996-01-01",65,0
"FEDp_857","FEDm_26","1996-03-26","1996-05-24","1996-01-01",51,-0.0185185185185185
"FEDp_858","FEDm_26","1996-03-26","1996-05-24","1996-01-01",58,-0.0307692307692308
"FEDp_859","FEDm_26","1996-03-26","1996-05-24","1996-01-01",136,-0.0425531914893617
"FEDp_860","FEDm_26","1996-03-26","1996-05-24","1996-01-01",121,-0.00806451612903226
"FEDp_861","FEDm_26","1996-03-26","1996-05-24","1996-01-01",76,0.0125
"FEDp_862","FEDm_26","1996-03-26","1996-05-24","1996-01-01",111,-0.0175438596491228
"FEDp_863","FEDm_26","1996-03-26","1996-05-24","1996-01-01",70,-0.0140845070422535
"FEDp_864","FEDm_26","1996-03-26","1996-05-24","1996-01-01",128,0.00746268656716418
"FEDp_865","FEDm_26","1996-03-26","1996-05-24","1996-01-01",91,-0.0206185567010309
"FEDp_866","FEDm_26","1996-03-26","1996-05-24","1996-01-01",76,0.0641025641025641
"FEDp_867","FEDm_26","1996-03-26","1996-05-24","1996-01-01",160,-0.0797546012269939
"FEDp_868","FEDm_26","1996-03-26","1996-05-24","1996-01-01",134,-0.0217391304347826
"FEDp_869","FEDm_26","1996-03-26","1996-05-24","1996-01-01",59,0.05
"FEDp_870","FEDm_26","1996-03-26","1996-05-24","1996-01-01",21,0.0476190476190476
"FEDp_871","FEDm_26","1996-03-26","1996-05-24","1996-01-01",83,-0.0947368421052632
"FEDp_872","FEDm_26","1996-03-26","1996-05-24","1996-01-01",24,-0.0384615384615385
"FEDp_873","FEDm_26","1996-03-26","1996-05-24","1996-01-01",13,0.0769230769230769
"FEDp_874","FEDm_26","1996-03-26","1996-05-24","1996-01-01",55,0
"FEDp_875","FEDm_26","1996-03-26","1996-05-24","1996-01-01",47,0.0416666666666667
"FEDp_876","FEDm_27","1996-05-21","1996-07-05","1996-04-01",32,0.0294117647058824
"FEDp_877","FEDm_27","1996-05-21","1996-07-05","1996-04-01",73,0.0266666666666667
"FEDp_878","FEDm_27","1996-05-21","1996-07-05","1996-04-01",59,0
"FEDp_879","FEDm_27","1996-05-21","1996-07-05","1996-04-01",50,0.0555555555555556
"FEDp_880","FEDm_27","1996-05-21","1996-07-05","1996-04-01",50,0.0714285714285714
"FEDp_881","FEDm_27","1996-05-21","1996-07-05","1996-04-01",67,0.0303030303030303
"FEDp_882","FEDm_27","1996-05-21","1996-07-05","1996-04-01",69,-0.0547945205479452
"FEDp_883","FEDm_27","1996-05-21","1996-07-05","1996-04-01",77,-0.0641025641025641
"FEDp_884","FEDm_27","1996-05-21","1996-07-05","1996-04-01",88,0.010989010989011
"FEDp_885","FEDm_27","1996-05-21","1996-07-05","1996-04-01",57,0.0338983050847458
"FEDp_886","FEDm_27","1996-05-21","1996-07-05","1996-04-01",88,0.0425531914893617
"FEDp_887","FEDm_27","1996-05-21","1996-07-05","1996-04-01",53,0.0178571428571429
"FEDp_888","FEDm_27","1996-05-21","1996-07-05","1996-04-01",62,-0.0454545454545455
"FEDp_889","FEDm_27","1996-05-21","1996-07-05","1996-04-01",143,-0.0206896551724138
"FEDp_890","FEDm_27","1996-05-21","1996-07-05","1996-04-01",146,-0.0671140939597315
"FEDp_891","FEDm_27","1996-05-21","1996-07-05","1996-04-01",138,0.013986013986014
"FEDp_892","FEDm_27","1996-05-21","1996-07-05","1996-04-01",95,0.0208333333333333
"FEDp_893","FEDm_27","1996-05-21","1996-07-05","1996-04-01",74,0.0533333333333333
"FEDp_894","FEDm_27","1996-05-21","1996-07-05","1996-04-01",63,0.046875
"FEDp_895","FEDm_27","1996-05-21","1996-07-05","1996-04-01",63,0.107692307692308
"FEDp_896","FEDm_27","1996-05-21","1996-07-05","1996-04-01",53,0
"FEDp_897","FEDm_27","1996-05-21","1996-07-05","1996-04-01",89,0
"FEDp_898","FEDm_27","1996-05-21","1996-07-05","1996-04-01",106,-0.0377358490566038
"FEDp_899","FEDm_27","1996-05-21","1996-07-05","1996-04-01",169,-0.0114285714285714
"FEDp_900","FEDm_27","1996-05-21","1996-07-05","1996-04-01",82,-0.0238095238095238
"FEDp_901","FEDm_27","1996-05-21","1996-07-05","1996-04-01",59,0.05
"FEDp_902","FEDm_27","1996-05-21","1996-07-05","1996-04-01",21,0.0476190476190476
"FEDp_903","FEDm_27","1996-05-21","1996-07-05","1996-04-01",89,0
"FEDp_904","FEDm_27","1996-05-21","1996-07-05","1996-04-01",24,0
"FEDp_905","FEDm_27","1996-05-21","1996-07-05","1996-04-01",27,-0.0333333333333333
"FEDp_906","FEDm_27","1996-05-21","1996-07-05","1996-04-01",55,0
"FEDp_907","FEDm_27","1996-05-21","1996-07-05","1996-04-01",47,0.0416666666666667
"FEDp_908","FEDm_28","1996-07-03","1996-08-23","1996-07-01",36,0.0263157894736842
"FEDp_909","FEDm_28","1996-07-03","1996-08-23","1996-07-01",64,0.0606060606060606
"FEDp_910","FEDm_28","1996-07-03","1996-08-23","1996-07-01",29,0.0294117647058824
"FEDp_911","FEDm_28","1996-07-03","1996-08-23","1996-07-01",47,0.0416666666666667
"FEDp_912","FEDm_28","1996-07-03","1996-08-23","1996-07-01",64,0.0289855072463768
"FEDp_913","FEDm_28","1996-07-03","1996-08-23","1996-07-01",74,-0.0379746835443038
"FEDp_914","FEDm_28","1996-07-03","1996-08-23","1996-07-01",67,-0.0416666666666667
"FEDp_915","FEDm_28","1996-07-03","1996-08-23","1996-07-01",74,-0.0512820512820513
"FEDp_916","FEDm_28","1996-07-03","1996-08-23","1996-07-01",95,0.0212765957446809
"FEDp_917","FEDm_28","1996-07-03","1996-08-23","1996-07-01",57,0.0338983050847458
"FEDp_918","FEDm_28","1996-07-03","1996-08-23","1996-07-01",66,0
"FEDp_919","FEDm_28","1996-07-03","1996-08-23","1996-07-01",47,-0.0416666666666667
"FEDp_920","FEDm_28","1996-07-03","1996-08-23","1996-07-01",63,-0.0563380281690141
"FEDp_921","FEDm_28","1996-07-03","1996-08-23","1996-07-01",145,-0.00680272108843537
"FEDp_922","FEDm_28","1996-07-03","1996-08-23","1996-07-01",132,-0.0222222222222222
"FEDp_923","FEDm_28","1996-07-03","1996-08-23","1996-07-01",121,-0.03125
"FEDp_924","FEDm_28","1996-07-03","1996-08-23","1996-07-01",91,0
"FEDp_925","FEDm_28","1996-07-03","1996-08-23","1996-07-01",68,-0.0147058823529412
"FEDp_926","FEDm_28","1996-07-03","1996-08-23","1996-07-01",38,0.0487804878048781
"FEDp_927","FEDm_28","1996-07-03","1996-08-23","1996-07-01",55,0
"FEDp_928","FEDm_28","1996-07-03","1996-08-23","1996-07-01",59,-0.0483870967741935
"FEDp_929","FEDm_28","1996-07-03","1996-08-23","1996-07-01",120,-0.0161290322580645
"FEDp_930","FEDm_28","1996-07-03","1996-08-23","1996-07-01",108,-0.0178571428571429
"FEDp_931","FEDm_28","1996-07-03","1996-08-23","1996-07-01",145,-0.0136054421768707
"FEDp_932","FEDm_28","1996-07-03","1996-08-23","1996-07-01",59,-0.0983606557377049
"FEDp_933","FEDm_28","1996-07-03","1996-08-23","1996-07-01",58,-0.0689655172413793
"FEDp_934","FEDm_28","1996-07-03","1996-08-23","1996-07-01",65,0.0454545454545455
"FEDp_935","FEDm_28","1996-07-03","1996-08-23","1996-07-01",21,0.0476190476190476
"FEDp_936","FEDm_28","1996-07-03","1996-08-23","1996-07-01",83,0.0106382978723404
"FEDp_937","FEDm_28","1996-07-03","1996-08-23","1996-07-01",18,0
"FEDp_938","FEDm_28","1996-07-03","1996-08-23","1996-07-01",35,-0.024390243902439
"FEDp_939","FEDm_28","1996-07-03","1996-08-23","1996-07-01",81,0
"FEDp_940","FEDm_28","1996-07-03","1996-08-23","1996-07-01",48,0.0408163265306122
"FEDp_941","FEDm_28","1996-07-03","1996-08-23","1996-07-01",37,-0.0769230769230769
"FEDp_942","FEDm_29","1996-08-20","1996-09-27","1996-07-01",32,0.0294117647058824
"FEDp_943","FEDm_29","1996-08-20","1996-09-27","1996-07-01",55,0.0175438596491228
"FEDp_944","FEDm_29","1996-08-20","1996-09-27","1996-07-01",60,-0.0634920634920635
"FEDp_945","FEDm_29","1996-08-20","1996-09-27","1996-07-01",62,0.0294117647058824
"FEDp_946","FEDm_29","1996-08-20","1996-09-27","1996-07-01",54,-0.0517241379310345
"FEDp_947","FEDm_29","1996-08-20","1996-09-27","1996-07-01",58,0.0317460317460317
"FEDp_948","FEDm_29","1996-08-20","1996-09-27","1996-07-01",51,-0.0188679245283019
"FEDp_949","FEDm_29","1996-08-20","1996-09-27","1996-07-01",56,-0.032258064516129
"FEDp_950","FEDm_29","1996-08-20","1996-09-27","1996-07-01",75,-0.0256410256410256
"FEDp_951","FEDm_29","1996-08-20","1996-09-27","1996-07-01",60,0.032258064516129
"FEDp_952","FEDm_29","1996-08-20","1996-09-27","1996-07-01",108,-0.0573770491803279
"FEDp_953","FEDm_29","1996-08-20","1996-09-27","1996-07-01",48,-0.0408163265306122
"FEDp_954","FEDm_29","1996-08-20","1996-09-27","1996-07-01",48,-0.0980392156862745
"FEDp_955","FEDm_29","1996-08-20","1996-09-27","1996-07-01",136,-0.0144927536231884
"FEDp_956","FEDm_29","1996-08-20","1996-09-27","1996-07-01",138,0
"FEDp_957","FEDm_29","1996-08-20","1996-09-27","1996-07-01",146,-0.00680272108843537
"FEDp_958","FEDm_29","1996-08-20","1996-09-27","1996-07-01",89,-0.0888888888888889
"FEDp_959","FEDm_29","1996-08-20","1996-09-27","1996-07-01",141,-0.0211267605633803
"FEDp_960","FEDm_29","1996-08-20","1996-09-27","1996-07-01",156,-0.0440251572327044
"FEDp_961","FEDm_29","1996-08-20","1996-09-27","1996-07-01",47,-0.0638297872340425
"FEDp_962","FEDm_29","1996-08-20","1996-09-27","1996-07-01",65,0.0454545454545455
"FEDp_963","FEDm_29","1996-08-20","1996-09-27","1996-07-01",21,0.0476190476190476
"FEDp_964","FEDm_29","1996-08-20","1996-09-27","1996-07-01",85,-0.021505376344086
"FEDp_965","FEDm_29","1996-08-20","1996-09-27","1996-07-01",25,-0.037037037037037
"FEDp_966","FEDm_29","1996-08-20","1996-09-27","1996-07-01",25,0
"FEDp_967","FEDm_29","1996-08-20","1996-09-27","1996-07-01",71,0
"FEDp_968","FEDm_29","1996-08-20","1996-09-27","1996-07-01",48,0.0408163265306122
"FEDp_969","FEDm_29","1996-08-20","1996-09-27","1996-07-01",38,-0.0769230769230769
"FEDp_970","FEDm_30","1996-09-24","1996-11-15","1996-07-01",32,0.0294117647058824
"FEDp_971","FEDm_30","1996-09-24","1996-11-15","1996-07-01",77,0.0256410256410256
"FEDp_972","FEDm_30","1996-09-24","1996-11-15","1996-07-01",51,-0.0350877192982456
"FEDp_973","FEDm_30","1996-09-24","1996-11-15","1996-07-01",77,0.0235294117647059
"FEDp_974","FEDm_30","1996-09-24","1996-11-15","1996-07-01",55,-0.0161290322580645
"FEDp_975","FEDm_30","1996-09-24","1996-11-15","1996-07-01",43,0.0681818181818182
"FEDp_976","FEDm_30","1996-09-24","1996-11-15","1996-07-01",67,0
"FEDp_977","FEDm_30","1996-09-24","1996-11-15","1996-07-01",121,0.0078740157480315
"FEDp_978","FEDm_30","1996-09-24","1996-11-15","1996-07-01",66,-0.0133333333333333
"FEDp_979","FEDm_30","1996-09-24","1996-11-15","1996-07-01",60,0.032258064516129
"FEDp_980","FEDm_30","1996-09-24","1996-11-15","1996-07-01",55,0.0317460317460317
"FEDp_981","FEDm_30","1996-09-24","1996-11-15","1996-07-01",68,-0.0266666666666667
"FEDp_982","FEDm_30","1996-09-24","1996-11-15","1996-07-01",54,-0.0317460317460317
"FEDp_983","FEDm_30","1996-09-24","1996-11-15","1996-07-01",123,-0.016
"FEDp_984","FEDm_30","1996-09-24","1996-11-15","1996-07-01",130,-0.0437956204379562
"FEDp_985","FEDm_30","1996-09-24","1996-11-15","1996-07-01",164,0.0355029585798817
"FEDp_986","FEDm_30","1996-09-24","1996-11-15","1996-07-01",107,0
"FEDp_987","FEDm_30","1996-09-24","1996-11-15","1996-07-01",93,-0.0631578947368421
"FEDp_988","FEDm_30","1996-09-24","1996-11-15","1996-07-01",104,-0.0555555555555556
"FEDp_989","FEDm_30","1996-09-24","1996-11-15","1996-07-01",127,-0.0381679389312977
"FEDp_990","FEDm_30","1996-09-24","1996-11-15","1996-07-01",153,-0.0258064516129032
"FEDp_991","FEDm_30","1996-09-24","1996-11-15","1996-07-01",57,-0.107142857142857
"FEDp_992","FEDm_30","1996-09-24","1996-11-15","1996-07-01",65,0.0454545454545455
"FEDp_993","FEDm_30","1996-09-24","1996-11-15","1996-07-01",19,0
"FEDp_994","FEDm_30","1996-09-24","1996-11-15","1996-07-01",86,-0.0103092783505155
"FEDp_995","FEDm_30","1996-09-24","1996-11-15","1996-07-01",19,0
"FEDp_996","FEDm_30","1996-09-24","1996-11-15","1996-07-01",29,0
"FEDp_997","FEDm_30","1996-09-24","1996-11-15","1996-07-01",71,0
"FEDp_998","FEDm_30","1996-09-24","1996-11-15","1996-07-01",48,0.0408163265306122
"FEDp_999","FEDm_30","1996-09-24","1996-11-15","1996-07-01",44,-0.0666666666666667
"FEDp_1000","FEDm_31","1996-11-13","1996-12-20","1996-10-01",32,0.0294117647058824
"FEDp_1001","FEDm_31","1996-11-13","1996-12-20","1996-10-01",104,0.0373831775700935
"FEDp_1002","FEDm_31","1996-11-13","1996-12-20","1996-10-01",38,0.0227272727272727
"FEDp_1003","FEDm_31","1996-11-13","1996-12-20","1996-10-01",34,-0.111111111111111
"FEDp_1004","FEDm_31","1996-11-13","1996-12-20","1996-10-01",71,0.025974025974026
"FEDp_1005","FEDm_31","1996-11-13","1996-12-20","1996-10-01",63,-0.0317460317460317
"FEDp_1006","FEDm_31","1996-11-13","1996-12-20","1996-10-01",76,-0.027027027027027
"FEDp_1007","FEDm_31","1996-11-13","1996-12-20","1996-10-01",47,-0.0377358490566038
"FEDp_1008","FEDm_31","1996-11-13","1996-12-20","1996-10-01",112,-0.00833333333333333
"FEDp_1009","FEDm_31","1996-11-13","1996-12-20","1996-10-01",60,0.032258064516129
"FEDp_1010","FEDm_31","1996-11-13","1996-12-20","1996-10-01",82,-0.0326086956521739
"FEDp_1011","FEDm_31","1996-11-13","1996-12-20","1996-10-01",60,-0.0476190476190476
"FEDp_1012","FEDm_31","1996-11-13","1996-12-20","1996-10-01",63,-0.0416666666666667
"FEDp_1013","FEDm_31","1996-11-13","1996-12-20","1996-10-01",142,0.00680272108843537
"FEDp_1014","FEDm_31","1996-11-13","1996-12-20","1996-10-01",159,-0.00602409638554217
"FEDp_1015","FEDm_31","1996-11-13","1996-12-20","1996-10-01",158,-0.025
"FEDp_1016","FEDm_31","1996-11-13","1996-12-20","1996-10-01",62,-0.032258064516129
"FEDp_1017","FEDm_31","1996-11-13","1996-12-20","1996-10-01",58,-0.0806451612903226
"FEDp_1018","FEDm_31","1996-11-13","1996-12-20","1996-10-01",33,0.0571428571428571
"FEDp_1019","FEDm_31","1996-11-13","1996-12-20","1996-10-01",66,-0.0454545454545455
"FEDp_1020","FEDm_31","1996-11-13","1996-12-20","1996-10-01",104,-0.0545454545454545
"FEDp_1021","FEDm_31","1996-11-13","1996-12-20","1996-10-01",142,-0.0135135135135135
"FEDp_1022","FEDm_31","1996-11-13","1996-12-20","1996-10-01",73,0.027027027027027
"FEDp_1023","FEDm_31","1996-11-13","1996-12-20","1996-10-01",76,-0.051948051948052
"FEDp_1024","FEDm_31","1996-11-13","1996-12-20","1996-10-01",67,0.0588235294117647
"FEDp_1025","FEDm_31","1996-11-13","1996-12-20","1996-10-01",19,0
"FEDp_1026","FEDm_31","1996-11-13","1996-12-20","1996-10-01",118,0
"FEDp_1027","FEDm_31","1996-11-13","1996-12-20","1996-10-01",25,-0.0357142857142857
"FEDp_1028","FEDm_31","1996-11-13","1996-12-20","1996-10-01",35,0
"FEDp_1029","FEDm_31","1996-11-13","1996-12-20","1996-10-01",71,0
"FEDp_1030","FEDm_31","1996-11-13","1996-12-20","1996-10-01",51,0.0576923076923077
"FEDp_1031","FEDm_32","1996-12-17","1997-02-06","1996-10-01",32,0.0294117647058824
"FEDp_1032","FEDm_32","1996-12-17","1997-02-06","1996-10-01",66,0.0147058823529412
"FEDp_1033","FEDm_32","1996-12-17","1997-02-06","1996-10-01",56,0
"FEDp_1034","FEDm_32","1996-12-17","1997-02-06","1996-10-01",53,0.0172413793103448
"FEDp_1035","FEDm_32","1996-12-17","1997-02-06","1996-10-01",69,-0.051948051948052
"FEDp_1036","FEDm_32","1996-12-17","1997-02-06","1996-10-01",72,0
"FEDp_1037","FEDm_32","1996-12-17","1997-02-06","1996-10-01",70,-0.0273972602739726
"FEDp_1038","FEDm_32","1996-12-17","1997-02-06","1996-10-01",67,-0.0684931506849315
"FEDp_1039","FEDm_32","1996-12-17","1997-02-06","1996-10-01",98,0.0462962962962963
"FEDp_1040","FEDm_32","1996-12-17","1997-02-06","1996-10-01",63,0.0461538461538462
"FEDp_1041","FEDm_32","1996-12-17","1997-02-06","1996-10-01",103,-0.0181818181818182
"FEDp_1042","FEDm_32","1996-12-17","1997-02-06","1996-10-01",42,0.0222222222222222
"FEDp_1043","FEDm_32","1996-12-17","1997-02-06","1996-10-01",65,0
"FEDp_1044","FEDm_32","1996-12-17","1997-02-06","1996-10-01",139,-0.0214285714285714
"FEDp_1045","FEDm_32","1996-12-17","1997-02-06","1996-10-01",79,-0.025
"FEDp_1046","FEDm_32","1996-12-17","1997-02-06","1996-10-01",71,-0.0136986301369863
"FEDp_1047","FEDm_32","1996-12-17","1997-02-06","1996-10-01",151,-0.0189873417721519
"FEDp_1048","FEDm_32","1996-12-17","1997-02-06","1996-10-01",94,0.0315789473684211
"FEDp_1049","FEDm_32","1996-12-17","1997-02-06","1996-10-01",70,0.04
"FEDp_1050","FEDm_32","1996-12-17","1997-02-06","1996-10-01",49,0.0384615384615385
"FEDp_1051","FEDm_32","1996-12-17","1997-02-06","1996-10-01",43,0.0222222222222222
"FEDp_1052","FEDm_32","1996-12-17","1997-02-06","1996-10-01",99,-0.0380952380952381
"FEDp_1053","FEDm_32","1996-12-17","1997-02-06","1996-10-01",73,-0.0277777777777778
