"unique_id","date"
"nyt_ec_news78661","1996-03-20"
"nyt_ec_news78662","1996-03-20"
"nyt_ec_news78663","1996-03-20"
"nyt_ec_news78664","1996-03-20"
"nyt_ec_news78665","1996-03-20"
"nyt_ec_news78666","1996-03-20"
"nyt_ec_news78667","1996-03-20"
"nyt_ec_news78668","1996-03-20"
"nyt_ec_news78774","1996-03-21"
"nyt_ec_news78775","1996-03-21"
"nyt_ec_news78776","1996-03-21"
"nyt_ec_news78777","1996-03-21"
"nyt_ec_news78778","1996-03-21"
"nyt_ec_news78779","1996-03-21"
"nyt_ec_news78780","1996-03-21"
"nyt_ec_news78781","1996-03-21"
"nyt_ec_news78782","1996-03-21"
"nyt_ec_news78766","1996-03-22"
"nyt_ec_news78767","1996-03-22"
"nyt_ec_news78768","1996-03-22"
"nyt_ec_news78769","1996-03-22"
"nyt_ec_news78770","1996-03-22"
"nyt_ec_news78771","1996-03-22"
"nyt_ec_news78772","1996-03-22"
"nyt_ec_news78773","1996-03-22"
"nyt_ec_news78762","1996-03-23"
"nyt_ec_news78763","1996-03-23"
"nyt_ec_news78764","1996-03-23"
"nyt_ec_news78765","1996-03-23"
"nyt_ec_news78739","1996-03-24"
"nyt_ec_news78740","1996-03-24"
"nyt_ec_news78741","1996-03-24"
"nyt_ec_news78742","1996-03-24"
"nyt_ec_news78743","1996-03-24"
"nyt_ec_news78744","1996-03-24"
"nyt_ec_news78745","1996-03-24"
"nyt_ec_news78746","1996-03-24"
"nyt_ec_news78747","1996-03-24"
"nyt_ec_news78748","1996-03-24"
"nyt_ec_news78749","1996-03-24"
"nyt_ec_news78750","1996-03-24"
"nyt_ec_news78751","1996-03-24"
"nyt_ec_news78752","1996-03-24"
"nyt_ec_news78753","1996-03-24"
"nyt_ec_news78754","1996-03-24"
"nyt_ec_news78755","1996-03-24"
"nyt_ec_news78756","1996-03-24"
"nyt_ec_news78757","1996-03-24"
"nyt_ec_news78758","1996-03-24"
"nyt_ec_news78759","1996-03-24"
"nyt_ec_news78760","1996-03-24"
"nyt_ec_news78761","1996-03-24"
"nyt_ec_news78732","1996-03-25"
"nyt_ec_news78733","1996-03-25"
"nyt_ec_news78734","1996-03-25"
"nyt_ec_news78735","1996-03-25"
"nyt_ec_news78736","1996-03-25"
"nyt_ec_news78737","1996-03-25"
"nyt_ec_news78738","1996-03-25"
"nyt_ec_news78723","1996-03-26"
"nyt_ec_news78724","1996-03-26"
"nyt_ec_news78725","1996-03-26"
"nyt_ec_news78726","1996-03-26"
"nyt_ec_news78727","1996-03-26"
"nyt_ec_news78728","1996-03-26"
"nyt_ec_news78729","1996-03-26"
"nyt_ec_news78730","1996-03-26"
"nyt_ec_news78731","1996-03-26"
"nyt_ec_news78713","1996-03-27"
"nyt_ec_news78714","1996-03-27"
"nyt_ec_news78715","1996-03-27"
"nyt_ec_news78716","1996-03-27"
"nyt_ec_news78717","1996-03-27"
"nyt_ec_news78718","1996-03-27"
"nyt_ec_news78719","1996-03-27"
"nyt_ec_news78720","1996-03-27"
"nyt_ec_news78721","1996-03-27"
"nyt_ec_news78722","1996-03-27"
"nyt_ec_news78838","1996-03-28"
"nyt_ec_news78839","1996-03-28"
"nyt_ec_news78840","1996-03-28"
"nyt_ec_news78841","1996-03-28"
"nyt_ec_news78842","1996-03-28"
"nyt_ec_news78843","1996-03-28"
"nyt_ec_news78844","1996-03-28"
"nyt_ec_news78845","1996-03-28"
"nyt_ec_news78846","1996-03-28"
"nyt_ec_news78847","1996-03-28"
"nyt_ec_news78848","1996-03-28"
"nyt_ec_news78827","1996-03-29"
"nyt_ec_news78828","1996-03-29"
"nyt_ec_news78829","1996-03-29"
"nyt_ec_news78830","1996-03-29"
"nyt_ec_news78831","1996-03-29"
"nyt_ec_news78832","1996-03-29"
"nyt_ec_news78833","1996-03-29"
"nyt_ec_news78834","1996-03-29"
"nyt_ec_news78835","1996-03-29"
"nyt_ec_news78836","1996-03-29"
"nyt_ec_news78837","1996-03-29"
"nyt_ec_news78818","1996-03-30"
"nyt_ec_news78819","1996-03-30"
"nyt_ec_news78820","1996-03-30"
"nyt_ec_news78821","1996-03-30"
"nyt_ec_news78822","1996-03-30"
"nyt_ec_news78823","1996-03-30"
"nyt_ec_news78824","1996-03-30"
"nyt_ec_news78825","1996-03-30"
"nyt_ec_news78826","1996-03-30"
"nyt_ec_news78804","1996-03-31"
"nyt_ec_news78805","1996-03-31"
"nyt_ec_news78806","1996-03-31"
"nyt_ec_news78807","1996-03-31"
"nyt_ec_news78808","1996-03-31"
"nyt_ec_news78809","1996-03-31"
"nyt_ec_news78810","1996-03-31"
"nyt_ec_news78811","1996-03-31"
"nyt_ec_news78812","1996-03-31"
"nyt_ec_news78813","1996-03-31"
"nyt_ec_news78814","1996-03-31"
"nyt_ec_news78815","1996-03-31"
"nyt_ec_news78816","1996-03-31"
"nyt_ec_news78817","1996-03-31"
"nyt_ec_news78796","1996-04-01"
"nyt_ec_news78797","1996-04-01"
"nyt_ec_news78798","1996-04-01"
"nyt_ec_news78799","1996-04-01"
"nyt_ec_news78800","1996-04-01"
"nyt_ec_news78801","1996-04-01"
"nyt_ec_news78802","1996-04-01"
"nyt_ec_news78803","1996-04-01"
"nyt_ec_news78788","1996-04-02"
"nyt_ec_news78789","1996-04-02"
"nyt_ec_news78790","1996-04-02"
"nyt_ec_news78791","1996-04-02"
"nyt_ec_news78792","1996-04-02"
"nyt_ec_news78793","1996-04-02"
"nyt_ec_news78794","1996-04-02"
"nyt_ec_news78795","1996-04-02"
"nyt_ec_news78783","1996-04-03"
"nyt_ec_news78784","1996-04-03"
"nyt_ec_news78785","1996-04-03"
"nyt_ec_news78786","1996-04-03"
"nyt_ec_news78787","1996-04-03"
"nyt_ec_news78962","1996-04-04"
"nyt_ec_news78963","1996-04-04"
"nyt_ec_news78964","1996-04-04"
"nyt_ec_news78965","1996-04-04"
"nyt_ec_news78966","1996-04-04"
"nyt_ec_news78967","1996-04-04"
"nyt_ec_news78968","1996-04-04"
"nyt_ec_news78969","1996-04-04"
"nyt_ec_news78970","1996-04-04"
"nyt_ec_news78971","1996-04-04"
"nyt_ec_news78972","1996-04-04"
"nyt_ec_news79155","1996-05-15"
"nyt_ec_news79156","1996-05-15"
"nyt_ec_news79157","1996-05-15"
"nyt_ec_news79158","1996-05-15"
"nyt_ec_news79159","1996-05-15"
"nyt_ec_news79316","1996-05-16"
"nyt_ec_news79317","1996-05-16"
"nyt_ec_news79318","1996-05-16"
"nyt_ec_news79319","1996-05-16"
"nyt_ec_news79320","1996-05-16"
"nyt_ec_news79321","1996-05-16"
"nyt_ec_news79322","1996-05-16"
"nyt_ec_news79323","1996-05-16"
"nyt_ec_news79324","1996-05-16"
"nyt_ec_news79307","1996-05-17"
"nyt_ec_news79308","1996-05-17"
"nyt_ec_news79309","1996-05-17"
"nyt_ec_news79310","1996-05-17"
"nyt_ec_news79311","1996-05-17"
"nyt_ec_news79312","1996-05-17"
"nyt_ec_news79313","1996-05-17"
"nyt_ec_news79314","1996-05-17"
"nyt_ec_news79315","1996-05-17"
"nyt_ec_news79292","1996-05-18"
"nyt_ec_news79293","1996-05-18"
"nyt_ec_news79294","1996-05-18"
"nyt_ec_news79295","1996-05-18"
"nyt_ec_news79296","1996-05-18"
"nyt_ec_news79297","1996-05-18"
"nyt_ec_news79298","1996-05-18"
"nyt_ec_news79299","1996-05-18"
"nyt_ec_news79300","1996-05-18"
"nyt_ec_news79301","1996-05-18"
"nyt_ec_news79302","1996-05-18"
"nyt_ec_news79303","1996-05-18"
"nyt_ec_news79304","1996-05-18"
"nyt_ec_news79305","1996-05-18"
"nyt_ec_news79306","1996-05-18"
"nyt_ec_news79279","1996-05-19"
"nyt_ec_news79280","1996-05-19"
"nyt_ec_news79281","1996-05-19"
"nyt_ec_news79282","1996-05-19"
"nyt_ec_news79283","1996-05-19"
"nyt_ec_news79284","1996-05-19"
"nyt_ec_news79285","1996-05-19"
"nyt_ec_news79286","1996-05-19"
"nyt_ec_news79287","1996-05-19"
"nyt_ec_news79288","1996-05-19"
"nyt_ec_news79289","1996-05-19"
"nyt_ec_news79290","1996-05-19"
"nyt_ec_news79291","1996-05-19"
"nyt_ec_news79276","1996-05-20"
"nyt_ec_news79277","1996-05-20"
"nyt_ec_news79278","1996-05-20"
"nyt_ec_news79268","1996-05-21"
"nyt_ec_news79269","1996-05-21"
"nyt_ec_news79270","1996-05-21"
"nyt_ec_news79271","1996-05-21"
"nyt_ec_news79272","1996-05-21"
"nyt_ec_news79273","1996-05-21"
"nyt_ec_news79274","1996-05-21"
"nyt_ec_news79275","1996-05-21"
"nyt_ec_news79264","1996-05-22"
"nyt_ec_news79265","1996-05-22"
"nyt_ec_news79266","1996-05-22"
"nyt_ec_news79267","1996-05-22"
"nyt_ec_news79254","1996-05-23"
"nyt_ec_news79255","1996-05-23"
"nyt_ec_news79256","1996-05-23"
"nyt_ec_news79257","1996-05-23"
"nyt_ec_news79258","1996-05-23"
"nyt_ec_news79259","1996-05-23"
"nyt_ec_news79260","1996-05-23"
"nyt_ec_news79261","1996-05-23"
"nyt_ec_news79262","1996-05-23"
"nyt_ec_news79263","1996-05-23"
"nyt_ec_news79245","1996-05-24"
"nyt_ec_news79246","1996-05-24"
"nyt_ec_news79247","1996-05-24"
"nyt_ec_news79248","1996-05-24"
"nyt_ec_news79249","1996-05-24"
"nyt_ec_news79250","1996-05-24"
"nyt_ec_news79251","1996-05-24"
"nyt_ec_news79252","1996-05-24"
"nyt_ec_news79253","1996-05-24"
"nyt_ec_news79238","1996-05-25"
"nyt_ec_news79239","1996-05-25"
"nyt_ec_news79240","1996-05-25"
"nyt_ec_news79241","1996-05-25"
"nyt_ec_news79242","1996-05-25"
"nyt_ec_news79243","1996-05-25"
"nyt_ec_news79244","1996-05-25"
"nyt_ec_news79231","1996-05-26"
"nyt_ec_news79232","1996-05-26"
"nyt_ec_news79233","1996-05-26"
"nyt_ec_news79234","1996-05-26"
"nyt_ec_news79235","1996-05-26"
"nyt_ec_news79236","1996-05-26"
"nyt_ec_news79237","1996-05-26"
"nyt_ec_news79227","1996-05-27"
"nyt_ec_news79228","1996-05-27"
"nyt_ec_news79229","1996-05-27"
"nyt_ec_news79230","1996-05-27"
"nyt_ec_news79219","1996-05-28"
"nyt_ec_news79220","1996-05-28"
"nyt_ec_news79221","1996-05-28"
"nyt_ec_news79222","1996-05-28"
"nyt_ec_news79223","1996-05-28"
"nyt_ec_news79224","1996-05-28"
"nyt_ec_news79225","1996-05-28"
"nyt_ec_news79226","1996-05-28"
"nyt_ec_news79210","1996-05-29"
"nyt_ec_news79211","1996-05-29"
"nyt_ec_news79212","1996-05-29"
"nyt_ec_news79213","1996-05-29"
"nyt_ec_news79214","1996-05-29"
"nyt_ec_news79215","1996-05-29"
"nyt_ec_news79216","1996-05-29"
"nyt_ec_news79217","1996-05-29"
"nyt_ec_news79218","1996-05-29"
"nyt_ec_news79382","1996-05-30"
"nyt_ec_news79383","1996-05-30"
"nyt_ec_news79384","1996-05-30"
"nyt_ec_news79385","1996-05-30"
"nyt_ec_news79386","1996-05-30"
"nyt_ec_news79387","1996-06-12"
"nyt_ec_news79388","1996-06-12"
"nyt_ec_news79389","1996-06-12"
"nyt_ec_news79390","1996-06-12"
"nyt_ec_news79391","1996-06-12"
"nyt_ec_news79392","1996-06-12"
"nyt_ec_news79393","1996-06-12"
"nyt_ec_news79394","1996-06-12"
"nyt_ec_news79395","1996-06-12"
"nyt_ec_news79396","1996-06-12"
"nyt_ec_news79397","1996-06-12"
"nyt_ec_news79398","1996-06-12"
"nyt_ec_news79399","1996-06-12"
"nyt_ec_news79400","1996-06-12"
"nyt_ec_news79502","1996-06-14"
"nyt_ec_news79503","1996-06-14"
"nyt_ec_news79504","1996-06-14"
"nyt_ec_news79505","1996-06-14"
"nyt_ec_news79506","1996-06-14"
"nyt_ec_news79507","1996-06-14"
"nyt_ec_news79508","1996-06-14"
"nyt_ec_news79509","1996-06-14"
"nyt_ec_news79510","1996-06-14"
"nyt_ec_news79511","1996-06-14"
"nyt_ec_news79512","1996-06-14"
"nyt_ec_news79486","1996-06-17"
"nyt_ec_news79487","1996-06-17"
"nyt_ec_news79488","1996-06-17"
"nyt_ec_news79489","1996-06-17"
"nyt_ec_news79490","1996-06-17"
"nyt_ec_news79465","1996-06-19"
"nyt_ec_news79466","1996-06-19"
"nyt_ec_news79467","1996-06-19"
"nyt_ec_news79468","1996-06-19"
"nyt_ec_news79469","1996-06-19"
"nyt_ec_news79470","1996-06-19"
"nyt_ec_news79471","1996-06-19"
"nyt_ec_news79472","1996-06-19"
"nyt_ec_news79473","1996-06-19"
"nyt_ec_news79474","1996-06-19"
"nyt_ec_news79475","1996-06-19"
"nyt_ec_news79476","1996-06-19"
"nyt_ec_news79580","1996-06-27"
"nyt_ec_news79581","1996-06-27"
"nyt_ec_news79582","1996-06-27"
"nyt_ec_news79583","1996-06-27"
"nyt_ec_news79584","1996-06-27"
"nyt_ec_news79585","1996-06-27"
"nyt_ec_news79586","1996-06-27"
"nyt_ec_news79569","1996-06-28"
"nyt_ec_news79570","1996-06-28"
"nyt_ec_news79571","1996-06-28"
"nyt_ec_news79572","1996-06-28"
"nyt_ec_news79573","1996-06-28"
"nyt_ec_news79574","1996-06-28"
"nyt_ec_news79575","1996-06-28"
"nyt_ec_news79576","1996-06-28"
"nyt_ec_news79577","1996-06-28"
"nyt_ec_news79578","1996-06-28"
"nyt_ec_news79579","1996-06-28"
"nyt_ec_news79557","1996-06-29"
"nyt_ec_news79558","1996-06-29"
"nyt_ec_news79559","1996-06-29"
"nyt_ec_news79560","1996-06-29"
"nyt_ec_news79561","1996-06-29"
"nyt_ec_news79562","1996-06-29"
"nyt_ec_news79563","1996-06-29"
"nyt_ec_news79564","1996-06-29"
"nyt_ec_news79565","1996-06-29"
"nyt_ec_news79566","1996-06-29"
"nyt_ec_news79567","1996-06-29"
"nyt_ec_news79568","1996-06-29"
"nyt_ec_news79545","1996-06-30"
"nyt_ec_news79546","1996-06-30"
"nyt_ec_news79547","1996-06-30"
"nyt_ec_news79548","1996-06-30"
"nyt_ec_news79549","1996-06-30"
"nyt_ec_news79550","1996-06-30"
"nyt_ec_news79551","1996-06-30"
"nyt_ec_news79552","1996-06-30"
"nyt_ec_news79553","1996-06-30"
"nyt_ec_news79554","1996-06-30"
"nyt_ec_news79555","1996-06-30"
"nyt_ec_news79556","1996-06-30"
"nyt_ec_news79539","1996-07-01"
"nyt_ec_news79540","1996-07-01"
"nyt_ec_news79541","1996-07-01"
"nyt_ec_news79542","1996-07-01"
"nyt_ec_news79543","1996-07-01"
"nyt_ec_news79544","1996-07-01"
"nyt_ec_news79530","1996-07-02"
"nyt_ec_news79531","1996-07-02"
"nyt_ec_news79532","1996-07-02"
"nyt_ec_news79533","1996-07-02"
"nyt_ec_news79534","1996-07-02"
"nyt_ec_news79535","1996-07-02"
"nyt_ec_news79536","1996-07-02"
"nyt_ec_news79537","1996-07-02"
"nyt_ec_news79538","1996-07-02"
"nyt_ec_news79522","1996-07-03"
"nyt_ec_news79523","1996-07-03"
"nyt_ec_news79524","1996-07-03"
"nyt_ec_news79525","1996-07-03"
"nyt_ec_news79526","1996-07-03"
"nyt_ec_news79527","1996-07-03"
"nyt_ec_news79528","1996-07-03"
"nyt_ec_news79529","1996-07-03"
"nyt_ec_news79684","1996-07-04"
"nyt_ec_news79685","1996-07-04"
"nyt_ec_news79686","1996-07-04"
"nyt_ec_news79687","1996-07-04"
"nyt_ec_news79688","1996-07-04"
"nyt_ec_news79689","1996-07-04"
"nyt_ec_news79690","1996-07-04"
"nyt_ec_news79691","1996-07-04"
"nyt_ec_news79692","1996-07-04"
"nyt_ec_news79678","1996-07-05"
"nyt_ec_news79679","1996-07-05"
"nyt_ec_news79680","1996-07-05"
"nyt_ec_news79681","1996-07-05"
"nyt_ec_news79682","1996-07-05"
"nyt_ec_news79683","1996-07-05"
"nyt_ec_news79666","1996-07-06"
"nyt_ec_news79667","1996-07-06"
"nyt_ec_news79668","1996-07-06"
"nyt_ec_news79669","1996-07-06"
"nyt_ec_news79670","1996-07-06"
"nyt_ec_news79671","1996-07-06"
"nyt_ec_news79672","1996-07-06"
"nyt_ec_news79673","1996-07-06"
"nyt_ec_news79674","1996-07-06"
"nyt_ec_news79675","1996-07-06"
"nyt_ec_news79676","1996-07-06"
"nyt_ec_news79677","1996-07-06"
"nyt_ec_news79656","1996-07-07"
"nyt_ec_news79657","1996-07-07"
"nyt_ec_news79658","1996-07-07"
"nyt_ec_news79659","1996-07-07"
"nyt_ec_news79660","1996-07-07"
"nyt_ec_news79661","1996-07-07"
"nyt_ec_news79662","1996-07-07"
"nyt_ec_news79663","1996-07-07"
"nyt_ec_news79664","1996-07-07"
"nyt_ec_news79665","1996-07-07"
"nyt_ec_news79650","1996-07-08"
"nyt_ec_news79651","1996-07-08"
"nyt_ec_news79652","1996-07-08"
"nyt_ec_news79653","1996-07-08"
"nyt_ec_news79654","1996-07-08"
"nyt_ec_news79655","1996-07-08"
"nyt_ec_news79642","1996-07-09"
"nyt_ec_news79643","1996-07-09"
"nyt_ec_news79644","1996-07-09"
"nyt_ec_news79645","1996-07-09"
"nyt_ec_news79646","1996-07-09"
"nyt_ec_news79647","1996-07-09"
"nyt_ec_news79648","1996-07-09"
"nyt_ec_news79649","1996-07-09"
"nyt_ec_news79636","1996-07-10"
"nyt_ec_news79637","1996-07-10"
"nyt_ec_news79638","1996-07-10"
"nyt_ec_news79639","1996-07-10"
"nyt_ec_news79640","1996-07-10"
"nyt_ec_news79641","1996-07-10"
"nyt_ec_news79749","1996-07-11"
"nyt_ec_news79750","1996-07-11"
"nyt_ec_news79751","1996-07-11"
"nyt_ec_news79752","1996-07-11"
"nyt_ec_news79753","1996-07-11"
"nyt_ec_news79754","1996-07-11"
"nyt_ec_news79922","1996-08-14"
"nyt_ec_news79923","1996-08-14"
"nyt_ec_news79924","1996-08-14"
"nyt_ec_news79925","1996-08-14"
"nyt_ec_news79926","1996-08-14"
"nyt_ec_news79927","1996-08-14"
"nyt_ec_news79928","1996-08-14"
"nyt_ec_news80016","1996-08-15"
"nyt_ec_news80017","1996-08-15"
"nyt_ec_news80018","1996-08-15"
"nyt_ec_news80019","1996-08-15"
"nyt_ec_news80020","1996-08-15"
"nyt_ec_news80021","1996-08-15"
"nyt_ec_news80022","1996-08-15"
"nyt_ec_news80007","1996-08-16"
"nyt_ec_news80008","1996-08-16"
"nyt_ec_news80009","1996-08-16"
"nyt_ec_news80010","1996-08-16"
"nyt_ec_news80011","1996-08-16"
"nyt_ec_news80012","1996-08-16"
"nyt_ec_news80013","1996-08-16"
"nyt_ec_news80014","1996-08-16"
"nyt_ec_news80015","1996-08-16"
"nyt_ec_news79999","1996-08-17"
"nyt_ec_news80000","1996-08-17"
"nyt_ec_news80001","1996-08-17"
"nyt_ec_news80002","1996-08-17"
"nyt_ec_news80003","1996-08-17"
"nyt_ec_news80004","1996-08-17"
"nyt_ec_news80005","1996-08-17"
"nyt_ec_news80006","1996-08-17"
"nyt_ec_news79990","1996-08-18"
"nyt_ec_news79991","1996-08-18"
"nyt_ec_news79992","1996-08-18"
"nyt_ec_news79993","1996-08-18"
"nyt_ec_news79994","1996-08-18"
"nyt_ec_news79995","1996-08-18"
"nyt_ec_news79996","1996-08-18"
"nyt_ec_news79997","1996-08-18"
"nyt_ec_news79998","1996-08-18"
"nyt_ec_news79987","1996-08-19"
"nyt_ec_news79988","1996-08-19"
"nyt_ec_news79989","1996-08-19"
"nyt_ec_news79975","1996-08-20"
"nyt_ec_news79976","1996-08-20"
"nyt_ec_news79977","1996-08-20"
"nyt_ec_news79978","1996-08-20"
"nyt_ec_news79979","1996-08-20"
"nyt_ec_news79980","1996-08-20"
"nyt_ec_news79981","1996-08-20"
"nyt_ec_news79982","1996-08-20"
"nyt_ec_news79983","1996-08-20"
"nyt_ec_news79984","1996-08-20"
"nyt_ec_news79985","1996-08-20"
"nyt_ec_news79986","1996-08-20"
"nyt_ec_news79965","1996-08-21"
"nyt_ec_news79966","1996-08-21"
"nyt_ec_news79967","1996-08-21"
"nyt_ec_news79968","1996-08-21"
"nyt_ec_news79969","1996-08-21"
"nyt_ec_news79970","1996-08-21"
"nyt_ec_news79971","1996-08-21"
"nyt_ec_news79972","1996-08-21"
"nyt_ec_news79973","1996-08-21"
"nyt_ec_news79974","1996-08-21"
"nyt_ec_news80144","1996-08-22"
"nyt_ec_news80145","1996-08-22"
"nyt_ec_news80146","1996-08-22"
"nyt_ec_news80147","1996-08-22"
"nyt_ec_news80148","1996-08-22"
"nyt_ec_news80149","1996-08-22"
"nyt_ec_news80150","1996-08-22"
"nyt_ec_news80151","1996-08-22"
"nyt_ec_news80135","1996-08-23"
"nyt_ec_news80136","1996-08-23"
"nyt_ec_news80137","1996-08-23"
"nyt_ec_news80138","1996-08-23"
"nyt_ec_news80139","1996-08-23"
"nyt_ec_news80140","1996-08-23"
"nyt_ec_news80141","1996-08-23"
"nyt_ec_news80142","1996-08-23"
"nyt_ec_news80143","1996-08-23"
"nyt_ec_news80128","1996-08-24"
"nyt_ec_news80129","1996-08-24"
"nyt_ec_news80130","1996-08-24"
"nyt_ec_news80131","1996-08-24"
"nyt_ec_news80132","1996-08-24"
"nyt_ec_news80133","1996-08-24"
"nyt_ec_news80134","1996-08-24"
"nyt_ec_news80116","1996-08-25"
"nyt_ec_news80117","1996-08-25"
"nyt_ec_news80118","1996-08-25"
"nyt_ec_news80119","1996-08-25"
"nyt_ec_news80120","1996-08-25"
"nyt_ec_news80121","1996-08-25"
"nyt_ec_news80122","1996-08-25"
"nyt_ec_news80123","1996-08-25"
"nyt_ec_news80124","1996-08-25"
"nyt_ec_news80125","1996-08-25"
"nyt_ec_news80126","1996-08-25"
"nyt_ec_news80127","1996-08-25"
"nyt_ec_news80110","1996-08-26"
"nyt_ec_news80111","1996-08-26"
"nyt_ec_news80112","1996-08-26"
"nyt_ec_news80113","1996-08-26"
"nyt_ec_news80114","1996-08-26"
"nyt_ec_news80115","1996-08-26"
"nyt_ec_news80104","1996-08-27"
"nyt_ec_news80105","1996-08-27"
"nyt_ec_news80106","1996-08-27"
"nyt_ec_news80107","1996-08-27"
"nyt_ec_news80108","1996-08-27"
"nyt_ec_news80109","1996-08-27"
"nyt_ec_news80095","1996-08-28"
"nyt_ec_news80096","1996-08-28"
"nyt_ec_news80097","1996-08-28"
"nyt_ec_news80098","1996-08-28"
"nyt_ec_news80099","1996-08-28"
"nyt_ec_news80100","1996-08-28"
"nyt_ec_news80101","1996-08-28"
"nyt_ec_news80102","1996-08-28"
"nyt_ec_news80103","1996-08-28"
"nyt_ec_news80085","1996-08-29"
"nyt_ec_news80086","1996-08-29"
"nyt_ec_news80087","1996-08-29"
"nyt_ec_news80088","1996-08-29"
"nyt_ec_news80089","1996-08-29"
"nyt_ec_news80090","1996-08-29"
"nyt_ec_news80091","1996-08-29"
"nyt_ec_news80092","1996-08-29"
"nyt_ec_news80093","1996-08-29"
"nyt_ec_news80094","1996-08-29"
"nyt_ec_news80186","1996-09-07"
"nyt_ec_news80187","1996-09-07"
"nyt_ec_news80188","1996-09-07"
"nyt_ec_news80189","1996-09-07"
"nyt_ec_news80190","1996-09-07"
"nyt_ec_news80191","1996-09-07"
"nyt_ec_news80192","1996-09-07"
"nyt_ec_news80193","1996-09-07"
"nyt_ec_news80172","1996-09-09"
"nyt_ec_news80173","1996-09-09"
"nyt_ec_news80174","1996-09-09"
"nyt_ec_news80175","1996-09-09"
"nyt_ec_news80205","1996-09-18"
"nyt_ec_news80206","1996-09-18"
"nyt_ec_news80207","1996-09-18"
"nyt_ec_news80208","1996-09-18"
"nyt_ec_news80209","1996-09-18"
"nyt_ec_news80210","1996-09-18"
"nyt_ec_news80211","1996-09-18"
"nyt_ec_news80212","1996-09-18"
"nyt_ec_news80213","1996-09-18"
"nyt_ec_news80214","1996-09-18"
"nyt_ec_news80390","1996-09-19"
"nyt_ec_news80391","1996-09-19"
"nyt_ec_news80392","1996-09-19"
"nyt_ec_news80393","1996-09-19"
"nyt_ec_news80394","1996-09-19"
"nyt_ec_news80395","1996-09-19"
"nyt_ec_news80396","1996-09-19"
"nyt_ec_news80397","1996-09-19"
"nyt_ec_news80380","1996-09-20"
"nyt_ec_news80381","1996-09-20"
"nyt_ec_news80382","1996-09-20"
"nyt_ec_news80383","1996-09-20"
"nyt_ec_news80384","1996-09-20"
"nyt_ec_news80385","1996-09-20"
"nyt_ec_news80386","1996-09-20"
"nyt_ec_news80387","1996-09-20"
"nyt_ec_news80388","1996-09-20"
"nyt_ec_news80389","1996-09-20"
"nyt_ec_news80376","1996-09-21"
"nyt_ec_news80377","1996-09-21"
"nyt_ec_news80378","1996-09-21"
"nyt_ec_news80379","1996-09-21"
"nyt_ec_news80364","1996-09-22"
"nyt_ec_news80365","1996-09-22"
"nyt_ec_news80366","1996-09-22"
"nyt_ec_news80367","1996-09-22"
"nyt_ec_news80368","1996-09-22"
"nyt_ec_news80369","1996-09-22"
"nyt_ec_news80370","1996-09-22"
"nyt_ec_news80371","1996-09-22"
"nyt_ec_news80372","1996-09-22"
"nyt_ec_news80373","1996-09-22"
"nyt_ec_news80374","1996-09-22"
"nyt_ec_news80375","1996-09-22"
"nyt_ec_news80355","1996-09-23"
"nyt_ec_news80356","1996-09-23"
"nyt_ec_news80357","1996-09-23"
"nyt_ec_news80358","1996-09-23"
"nyt_ec_news80359","1996-09-23"
"nyt_ec_news80360","1996-09-23"
"nyt_ec_news80361","1996-09-23"
"nyt_ec_news80362","1996-09-23"
"nyt_ec_news80363","1996-09-23"
"nyt_ec_news80347","1996-09-24"
"nyt_ec_news80348","1996-09-24"
"nyt_ec_news80349","1996-09-24"
"nyt_ec_news80350","1996-09-24"
"nyt_ec_news80351","1996-09-24"
"nyt_ec_news80352","1996-09-24"
"nyt_ec_news80353","1996-09-24"
"nyt_ec_news80354","1996-09-24"
"nyt_ec_news80336","1996-09-25"
"nyt_ec_news80337","1996-09-25"
"nyt_ec_news80338","1996-09-25"
"nyt_ec_news80339","1996-09-25"
"nyt_ec_news80340","1996-09-25"
"nyt_ec_news80341","1996-09-25"
"nyt_ec_news80342","1996-09-25"
"nyt_ec_news80343","1996-09-25"
"nyt_ec_news80344","1996-09-25"
"nyt_ec_news80345","1996-09-25"
"nyt_ec_news80346","1996-09-25"
"nyt_ec_news80323","1996-09-26"
"nyt_ec_news80324","1996-09-26"
"nyt_ec_news80325","1996-09-26"
"nyt_ec_news80326","1996-09-26"
"nyt_ec_news80327","1996-09-26"
"nyt_ec_news80328","1996-09-26"
"nyt_ec_news80329","1996-09-26"
"nyt_ec_news80330","1996-09-26"
"nyt_ec_news80331","1996-09-26"
"nyt_ec_news80332","1996-09-26"
"nyt_ec_news80333","1996-09-26"
"nyt_ec_news80334","1996-09-26"
"nyt_ec_news80335","1996-09-26"
"nyt_ec_news80316","1996-09-27"
"nyt_ec_news80317","1996-09-27"
"nyt_ec_news80318","1996-09-27"
"nyt_ec_news80319","1996-09-27"
"nyt_ec_news80320","1996-09-27"
"nyt_ec_news80321","1996-09-27"
"nyt_ec_news80322","1996-09-27"
"nyt_ec_news80306","1996-09-28"
"nyt_ec_news80307","1996-09-28"
"nyt_ec_news80308","1996-09-28"
"nyt_ec_news80309","1996-09-28"
"nyt_ec_news80310","1996-09-28"
"nyt_ec_news80311","1996-09-28"
"nyt_ec_news80312","1996-09-28"
"nyt_ec_news80313","1996-09-28"
"nyt_ec_news80314","1996-09-28"
"nyt_ec_news80315","1996-09-28"
"nyt_ec_news80288","1996-09-29"
"nyt_ec_news80289","1996-09-29"
"nyt_ec_news80290","1996-09-29"
