"topic","meeting_id","meet_date","pub_date","meeting_value","premeetarticle_value","postmeetarticle_value","prepubarticle_value","postpubarticle_value","period","meeting_value_mean","premeetarticle_value_mean","postmeetarticle_value_mean","prepubarticle_value_mean","postpubarticle_value_mean","meeting_value_sd","premeetarticle_value_sd","postmeetarticle_value_sd","prepubarticle_value_sd","postpubarticle_value_sd","meeting_value_std","premeetarticle_value_std","postmeetarticle_value_std","prepubarticle_value_std","postpubarticle_value_std"
"T1","FEDm_15",1994-11-15,1994-12-22,0.0347306620255393,0.0243223369922821,0.0721137656275224,0.036561516090454,0.0368315525806434,"15",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.337585904034333,-0.872616207104809,2.01759053694551,-0.146474660582496,0.131960654692151
"T1","FEDm_16",1994-12-20,1995-02-03,0.0425416869810199,0.0300047089551608,0.0448050503296307,0.0451201923877764,0.0369612497085438,"16",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,2.17584588035737,-0.360973078871653,-0.00536750049853101,0.454827710961999,0.145883131865901
"T1","FEDm_17",1995-02-01,1995-03-31,0.0384960740705355,0.0493894017569298,0.0512883742622461,0.0497852761578782,0.0340367749188769,"17",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,1.22374441666647,1.38443270056826,0.474900139914792,0.78258002182969,-0.16804774820427
"T1","FEDm_18",1995-03-28,1995-05-26,0.0333629496568545,0.0219824960548229,0.0485924153491671,0.0386568424029075,0.0362089500755732,"18",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.015706135270932,-1.08329645553457,0.275190571290261,0.00073556645133167,0.0651267216245163
"T1","FEDm_19",1995-05-23,1995-07-07,0.0338142361129914,0.0353521510115257,0.0409896913940994,0.0632679370671876,0.0556161878744091,"19",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.121912661930542,0.120512821670841,-0.287999288196097,1.72982416308017,2.14841745931407
"T1","FEDm_20",1995-07-06,1995-08-25,0.0383209615178965,0.0626743293238546,0.0756072299961157,0.055264035379229,0.0501535569703921,"20",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,1.18253312894139,2.5806130884584,2.27637721899481,1.16749829639397,1.56202549134231
"T1","FEDm_21",1995-08-22,1995-09-29,0.0327264074810243,0.039575623981714,0.0689999152396116,0.0488416257176668,0.0367008429070145,"21",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.134098789401496,0.500796079541309,1.78692466339896,0.716282474417406,0.117929484712163
"T1","FEDm_22",1995-09-26,1995-11-17,0.0281770939639198,0.0367730761851788,0.0540274437345787,0.0334368124684329,0.0314600725806279,"22",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.20474201559818,0.248453513618224,0.677803225751299,-0.366005302123733,-0.444646621815183
"T1","FEDm_23",1995-11-15,1995-12-22,0.0350303514424866,0.028055241832483,0.0356777904110243,0.0481746091758279,0.0289933650941939,"23",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.408115324134989,-0.536503907115649,-0.681490987479669,0.669420247767636,-0.70943798019106
"T1","FEDm_24",1995-12-19,1996-02-02,0.0306243026576748,0.0429180600183069,0.0647217977658379,0.0400417380825565,0.0299378856635182,"24",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.628811734862984,0.801750406511355,1.47001293634424,0.0980334461217185,-0.608047407558998
"T1","FEDm_25",1996-01-31,1996-03-29,0.0374543473560043,0.0367376304797053,0.0440356882601045,0.0366061368343934,0.0377515271768081,"25",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.978582669456128,0.245261967596709,-0.0623598256692712,-0.143339764692202,0.230716313532719
"T1","FEDm_26",1996-03-26,1996-05-24,0.0373439428791797,0.0226178754799071,0.0404100981906911,0.0373212930749601,0.0376061093936558,"26",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.952599890997438,-1.026086628584,-0.330934033257988,-0.0930954128159498,0.215106285775203
"T1","FEDm_27",1996-05-21,1996-07-05,0.0320083217386026,0.0448544901485218,0.0350423693179614,0.0462129338368529,0.0509404134354755,"27",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.303094316542377,0.976107378547056,-0.728561316250218,0.531599866139808,1.64649144175683
"T1","FEDm_28",1996-07-03,1996-08-23,0.0324494993407499,0.0374990856155943,0.0584061655013137,0.0535821393493909,0.0415892637207241,"28",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.199266824875166,0.313823703836532,1.00216745508697,1.04933422098089,0.642682255234761
"T1","FEDm_29",1996-08-20,1996-09-27,0.0382110653351746,0.0435426020448744,0.0447397108968054,0.0783671933743315,0.0457870175188765,"29",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,1.15666997328644,0.857984429604802,-0.0102076743900567,2.79064458794941,1.09329463487575
"T1","FEDm_30",1996-09-24,1996-11-15,0.0344950357189687,0.0771909562532285,0.0551500153488985,0.0349916908367837,0.0326136107194971,"30",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.282133205930527,3.88769619777598,0.760960388035315,-0.256765039041804,-0.3208188342038
"T1","FEDm_31",1996-11-13,1996-12-20,0.0315264385411528,0.0287876803843447,0.0361145491240331,0.0425012050125571,0.0354163567274664,"31",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.416501532648248,-0.470554836135925,-0.649137047015356,0.270826906975857,-0.0199550606456158
"T1","FEDm_32",1996-12-17,1997-02-06,0.0275524898960562,0.042299085194871,0.0537336833870519,0.0370184641743668,0.0354917352195174,"32",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.35173740551773,0.74601765669681,0.656042229321065,-0.114371101926418,-0.0118634756432272
"T1","FEDm_33",1997-02-04,1997-03-27,0.0283688582451225,0.0351837789329227,0.0425577631438145,0.0635399667989853,0.0488648052352162,"33",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.15961188158473,0.105352529883129,-0.171840643793663,1.74893601135883,1.42368305534483
"T1","FEDm_34",1997-03-25,1997-05-22,0.0371992393073627,0.0394438040470699,0.0668074028966915,0.0637348527700251,0.035167200007344,"34",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.918545104843473,0.488926957955219,1.62450909686925,1.76262801144109,-0.046701055755504
"T1","FEDm_35",1997-05-20,1997-07-03,0.0330361201853361,0.0588991161368054,0.0539516603765249,0.0414557399236207,0.0363663809111769,"35",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.0612104717043824,2.24069132737214,0.672189393258371,0.197376221904253,0.0820263033702296
"T1","FEDm_36",1997-07-01,1997-08-21,0.0336215747736773,0.0273196100930495,0.0542651304391474,0.0426931282889667,0.0438903074019765,"36",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.0765714127264397,-0.602740494028674,0.695410433712413,0.284310758596205,0.889690254923399
"T1","FEDm_37",1997-08-19,1997-10-02,0.0353943985358762,0.0315608717431763,0.0531286801880977,0.0462583081543339,0.0447399449291599,"37",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.493790789914327,-0.220855536038902,0.611225178403322,0.534787705445878,0.980895505723222
"T1","FEDm_38",1997-09-30,1997-11-13,0.0414428368718715,0.0407233014676847,0.0495650666773964,0.0285883480190274,0.0340418400360763,"38",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,1.91724061572966,0.604133436363571,0.347242031807849,-0.706641291907433,-0.167504027770883
"T1","FEDm_39",1997-11-12,1997-12-18,0.0332760361025114,0.0330861666173321,0.0411868847431994,0.0289193295483311,0.0250133936472901,"39",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.00474824930209332,-0.0835173529721755,-0.273391721851768,-0.683387698525241,-1.13667227996869
"T1","FEDm_40",1997-12-16,1998-02-05,0.0337880833658792,0.0215896642607411,0.0325878054492379,0.0378424479964339,0.03179692199137,"40",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.115757829682371,-1.11866719319597,-0.910388972823916,-0.0564809085003324,-0.408487160862049
"T1","FEDm_41",1998-02-03,1998-04-02,0.0286151711912999,0.0326991744934372,0.0356809120781856,0.0321451479368579,0.0250361207718381,"41",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.10164417143288,-0.11836228430801,-0.681259742560042,-0.456753090577766,-1.13423261243042
"T1","FEDm_42",1998-03-31,1998-05-21,0.0317095762863127,0.0244399130054834,0.023333705606372,0.039124189155175,0.034392499696803,"42",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.373401582385604,-0.862029614112924,-1.59590842887392,0.033569698822944,-0.129862090734531
"T1","FEDm_43",1998-05-19,1998-07-02,0.0403681051472584,0.0278957019376709,0.0439875249289873,0.0295935675985223,0.0308733836157347,"43",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,1.66431141298083,-0.550868945411787,-0.0659276389746866,-0.636018114201513,-0.507625377428719
"T1","FEDm_44",1998-06-30,1998-08-20,0.0371699257255501,0.0184182522630711,0.0444425498438729,0.0319604709607843,0.0247010128014574,"44",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.911646396349274,-1.40422244477123,-0.0322205861615435,-0.469727842726935,-1.17020513660189
"T1","FEDm_45",1998-08-18,1998-10-01,0.032197562436226,0.026570455838741,0.0285838094731479,0.0549047841630936,0.0370929509827677,"45",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.258558087005887,-0.670194653789345,-1.20699449796007,1.14225857464984,0.160020746274327
"T1","FEDm_46",1998-09-29,1998-11-19,0.0284938556997269,0.0442576849662009,0.049810803996787,0.0538044016581362,0.0425191937128761,"46",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.1301947667693,0.922370792413097,0.365445608209685,1.06494958587035,0.742506586725468
"T1","FEDm_47",1998-11-17,1998-12-23,0.0358077612966467,0.040155239661304,0.0537907607831057,0.0225262634271442,0.028945101407994,"47",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.591072289225586,0.552984915720238,0.660270373188101,-1.13254194698223,-0.714618897304006
"T1","FEDm_48",1998-12-22,1999-02-04,0.0304004383310807,0.0294496276917304,0.041346787553984,0.0252414827230918,0.040624397998941,"48",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.681496348476425,-0.410952826044217,-0.261546540825929,-0.941780228090316,0.539107710410796
"T1","FEDm_49",1999-02-02,1999-04-01,0.0316317296006036,0.0230745842783665,0.0472215501765346,0.0352336043916484,0.0311053548234396,"49",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.391722154582474,-0.984964378956229,0.17364047312643,-0.239769046998687,-0.482724179564732
"T1","FEDm_50",1999-03-30,1999-05-20,0.0319936890472984,0.0255945901368028,0.0470227958613915,0.0509777761274886,0.0447386889324497,"50",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.306537999147889,-0.758062006320446,0.158917274509816,0.866360858361363,0.98076067941048
"T1","FEDm_51",1999-05-18,1999-07-01,0.0280996321835384,0.0319378585845895,0.0695206327765362,0.0574482742284275,0.0491151469224119,"51",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.22297200351673,-0.186911484487291,1.82549805343467,1.32095520426342,1.45055625201497
"T1","FEDm_52",1999-06-29,1999-08-26,0.0463837154981281,0.0410096223553987,0.0712478114881639,0.0712969687530639,0.0432464818625798,"52",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,3.08003544461375,0.62991388784149,1.95344292446488,2.29391557467308,0.820578112494064
"T1","FEDm_53",1999-08-24,1999-10-07,0.0403264095462974,0.0401223786639411,0.0787754012831202,0.052995992496159,0.0598214955981689,"53",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,1.65449869891677,0.550026097888978,2.51106704233996,1.00815361306002,2.59984072319393
"T1","FEDm_54",1999-10-05,1999-11-18,0.0339988006705903,0.0402992208230928,0.0522264575681542,0.0504966189252054,0.0414488549330535,"54",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.165348400673608,0.56594903924216,0.544390891961461,0.832556452543478,0.627609923464707
"T1","FEDm_55",1999-11-16,1999-12-23,0.0276527976941553,0.0342634026209242,0.0621936565411843,0.0538981555359368,0.0376616158280599,"55",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.32813079670396,0.0224814650357571,1.28273486213174,1.07153640223127,0.221064683455226
"T1","FEDm_56",1999-12-21,2000-02-03,0.0289023987929623,0.0444797488926467,0.0566128819730145,0.0414176841333721,0.0545102242249946,"56",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.03404753626137,0.942365520448624,0.869325712536412,0.194702556476032,2.0296966062525
"T1","FEDm_57",2000-02-01,2000-03-23,0.0432944073472398,0.0407335436631316,0.0820611004653424,0.0557226759585242,0.0418108224349588,"57",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,2.35299237911671,0.605055647889438,2.75446302405474,1.19972076379854,0.666465712829496
"T1","FEDm_58",2000-03-21,2000-05-18,0.0348158072557369,0.0378871401667178,0.0565123013538337,0.0894657101318092,0.0591495180964207,"58",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.357624128177662,0.348764296560658,0.861874963947056,3.57038718073628,2.52770657819923
"T1","FEDm_59",2000-05-16,2000-06-29,0.0362713660177456,0.0646731502384043,0.0719468683206987,0.0365480612023879,0.0398196944117236,"59",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.700177817435754,2.76058775259143,2.00522722198969,-0.147419953501863,0.452725941546392
"T1","FEDm_60",2000-06-27,2000-08-24,0.0341473729874156,0.0240486839049931,0.0473569457400752,0.0573802814310244,0.0461409219668218,"60",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,0.200313663896575,-0.897256044578643,0.183670221524,1.31617827043556,1.13128488707309
"T1","FEDm_61",2000-08-22,2000-10-05,0.0325426254222979,0.0409213515331052,0.0559088463450303,0.0420776088508896,0.0458753957816755,"61",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.17735037352119,0.62196594639292,0.817172598896989,0.241066536593874,1.10278169419922
"T1","FEDm_62",2000-10-03,2000-11-16,0.031413692180076,0.0292601206252427,0.0545981510079937,0.0279329323835028,0.0342387394787725,"62",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.443035454153405,-0.428016120906551,0.720079724414412,-0.752688479848351,-0.146367646103533
"T1","FEDm_63",2000-11-15,2000-12-21,0.0282682539732114,0.0234977109578119,0.0457409192188212,0.0486318560680875,0.0433780414866366,"63",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-1.18328826305263,-0.946865877252254,0.0639592133629565,0.701544799642914,0.834700521313514
"T1","FEDm_64",2000-12-19,2001-02-01,0.0301935184501077,0.0229190189858087,0.0510983337660637,0.0479779310630396,0.0375710770244155,"64",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.730193227268408,-0.99897154241697,0.460822438162864,0.655602338135104,0.211345698559539
"T1","FEDm_65",2001-01-30,2001-03-22,0.0314897696859495,0.0450094327195809,0.0559004971807824,0.0531954114134804,0.0472059594431215,"65",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.425131243765804,0.990058471905788,0.816554114697458,1.02216408193985,1.24561247622648
"T1","FEDm_66",2001-03-20,2001-05-17,0.0296805625465384,0.0382702447902071,0.0589128919914305,0.0494034086610294,0.0491230223677423,"66",0.0332962120810298,0.0340137206853048,0.0448775083540991,0.0386463726701241,0.0356022513797266,0.00424914052206291,0.0111061238768153,0.013499397808763,0.0142335648458175,0.00931566461067229,-0.850913147192418,0.383259195747679,1.03970442505372,0.755751360072407,1.45140165013304
