"meeting_id","topic","meet_date","pub_date","meeting_value","prearticle_value","postarticle_value","period"
"FEDm_58","T1",2000-03-21,2000-05-18,0.0208387386564122,0.0497587826871136,0.0259527784584888,"58"
"FEDm_59","T1",2000-05-16,2000-06-29,0.0232742326814709,0.0258996997718095,0.0373289293938836,"59"
"FEDm_60","T1",2000-06-27,2000-08-24,0.0179373946756119,0.0463007874333993,0.0344305755244251,"60"
"FEDm_61","T1",2000-08-22,2000-10-05,0.0181005827850596,0.0309038346718473,0.0287205373038477,"61"
"FEDm_62","T1",2000-10-03,2000-11-16,0.019788499243955,0.0357953934362678,0.040352223063566,"62"
"FEDm_63","T1",2000-11-15,2000-12-21,0.0209471372414214,0.0359000237447455,0.0268649564439104,"63"
"FEDm_64","T1",2000-12-19,2001-02-01,0.0180803807116646,0.0305028506315309,0.0306306245006974,"64"
"FEDm_65","T1",2001-01-30,2001-03-22,0.0189955406442538,0.0264812314363018,0.0257553328449807,"65"
"FEDm_66","T1",2001-03-20,2001-05-17,0.0202733284131432,0.0345496828597038,0.0327444173364543,"66"
"FEDm_67","T1",2001-05-15,2001-06-28,0.0206140805401441,0.028663733388464,0.039941360930291,"67"
"FEDm_68","T1",2001-06-26,2001-08-23,0.0178589604539582,0.0321745820300737,0.0357254993075318,"68"
"FEDm_69","T1",2001-08-21,2001-10-04,0.0199207216904808,0.0321851954738607,0.0557923037495686,"69"
"FEDm_70","T1",2001-10-02,2001-11-08,0.0278810796385853,0.0520671323516811,0.0434162418866927,"70"
"FEDm_71","T1",2001-11-06,2001-12-13,0.0238036780033669,0.0399821818777549,0.0442741029593014,"71"
"FEDm_72","T1",2001-12-11,2002-01-31,0.0239481831673059,0.0338635276585458,0.0341929052169812,"72"
"FEDm_73","T1",2002-01-29,2002-03-21,0.0189959441114444,0.0308971644844971,0.0491589269232483,"73"
"FEDm_74","T1",2002-03-19,2002-05-09,0.0201019147032023,0.0447205750729772,0.0331304080082792,"74"
"FEDm_75","T1",2002-05-07,2002-06-27,0.0198774485797811,0.0401783584807398,0.0348140380833432,"75"
"FEDm_76","T1",2002-06-25,2002-08-15,0.0195215050616401,0.0390937970415739,0.04242609769837,"76"
"FEDm_77","T1",2002-08-13,2002-09-26,0.0211928160743316,0.0293294760942748,0.0334099750936108,"77"
"FEDm_78","T1",2002-09-24,2002-11-07,0.0209214603490939,0.0377190005068857,0.0257702241744027,"78"
"FEDm_79","T1",2002-11-06,2002-12-12,0.0209345941282098,0.0296595626784586,0.039756879552222,"79"
"FEDm_80","T1",2002-12-10,2003-01-30,0.01986115370683,0.0437928355645114,0.0464413291225425,"80"
"FEDm_81","T1",2003-01-28,2003-03-20,0.0240543050886329,0.05235782182163,0.0690135255881932,"81"
"FEDm_82","T1",2003-03-18,2003-05-08,0.0244539247676868,0.0462158816958149,0.0482066185022766,"82"
"FEDm_83","T1",2003-05-06,2003-06-26,0.026018810131562,0.0442734724774389,0.0316884389777317,"83"
"FEDm_84","T1",2003-06-24,2003-08-14,0.0199305521343024,0.0237538119391027,0.0277296178033155,"84"
"FEDm_85","T1",2003-08-12,2003-09-18,0.0203657387013021,0.0320164965932711,0.0395110801546672,"85"
"FEDm_86","T1",2003-09-16,2003-10-30,0.020452765577152,0.037625137241599,0.0456275773304802,"86"
"FEDm_87","T1",2003-10-28,2003-12-11,0.0218474183187653,0.0449334389967067,0.058385802125945,"87"
"FEDm_88","T1",2003-12-09,2004-01-29,0.0217166710753454,0.0485682911064311,0.0313871943391685,"88"
"FEDm_89","T1",2004-01-27,2004-03-18,0.0179551050272947,0.0341198897905296,0.031599037218955,"89"
"FEDm_90","T1",2004-03-16,2004-05-06,0.0210460126864302,0.0348436346807344,0.022899745317152,"90"
"FEDm_91","T1",2004-05-04,2004-07-01,0.0212778077542092,0.0409193010016469,0.0303745833031665,"91"
"FEDm_92","T1",2004-06-29,2004-08-12,0.017616715013672,0.0401604207066617,0.0302141536613158,"92"
"FEDm_93","T1",2004-08-10,2004-09-23,0.0181621044336197,0.0322067702173592,0.0316999353718616,"93"
"FEDm_94","T1",2004-09-21,2004-11-11,0.0191635034211597,0.0259418845162314,0.0333508413838261,"94"
"FEDm_95","T1",2004-11-10,2004-12-16,0.0194451361132825,0.0320711486522536,0.029107282965459,"95"
"FEDm_96","T1",2004-12-14,2005-01-04,0.0213448556600784,0.0492123456951032,0.0385667374246918,"96"
"FEDm_97","T1",2005-02-01,2005-02-23,0.0196502357211745,0.0441532001822013,0.0287304651867898,"97"
"FEDm_98","T1",2005-03-22,2005-04-12,0.0207125918308674,0.0332090826775119,0.0314468477805979,"98"
"FEDm_99","T1",2005-05-03,2005-05-24,0.0180788557132238,0.0332922976100382,0.0367059860201734,"99"
"FEDm_100","T1",2005-06-29,2005-07-21,0.0194534649576158,0.0327727915955765,0.0376790774952996,"100"
"FEDm_101","T1",2005-08-09,2005-08-30,0.0213311755230651,0.0311683310652744,0.0288012711836606,"101"
"FEDm_102","T1",2005-09-20,2005-10-11,0.0223843826444641,0.0248991665171764,0.027586185533908,"102"
"FEDm_103","T1",2005-11-01,2005-11-22,0.020203032777026,0.0195002526585735,0.0306105694462706,"103"
"FEDm_104","T1",2005-12-13,2006-01-03,0.0208250680676197,0.0257003701735509,0.0418862958957264,"104"
"FEDm_105","T1",2006-01-31,2006-02-21,0.0201227218860445,0.0279677290774612,0.0233814360030701,"105"
"FEDm_106","T1",2006-03-27,2006-04-18,0.0187257362681239,0.0225089962095112,0.0249719370470668,"106"
"FEDm_107","T1",2006-05-10,2006-05-31,0.0183522383542759,0.0200380790138456,0.0358394048397475,"107"
"FEDm_108","T1",2006-06-28,2006-07-20,0.0190556073404921,0.0204003179378029,0.0284521643376735,"108"
"FEDm_109","T1",2006-08-08,2006-08-29,0.0186648833980933,0.0329946558225654,0.0261544447433148,"109"
"FEDm_110","T1",2006-09-20,2006-10-11,0.0190374577199586,0.033670587782792,0.0212245357057631,"110"
"FEDm_111","T1",2006-10-24,2006-11-15,0.016294026886006,0.0455716378404915,0.0459385145443648,"111"
"FEDm_112","T1",2006-12-12,2007-01-03,0.0176419451216917,0.0255107861162694,0.0265124759925921,"112"
"FEDm_113","T1",2007-01-30,2007-02-21,0.0178379764490749,0.0285861197614056,0.0215118697204057,"113"
"FEDm_114","T1",2007-03-20,2007-04-11,0.0191930327841898,0.0301222519629346,0.025498477401691,"114"
"FEDm_115","T1",2007-05-09,2007-05-30,0.017259692862775,0.0206426946911936,0.0176297606166113,"115"
"FEDm_116","T1",2007-06-27,2007-07-19,0.0154993331046452,0.0266916887639878,0.0230307969814005,"116"
"FEDm_117","T1",2007-08-07,2007-08-28,0.018279722350161,0.0200355479429703,0.020606895422305,"117"
"FEDm_118","T1",2007-09-18,2007-10-09,0.0176411000728082,0.0161586160962642,0.0306115556680197,"118"
"FEDm_119","T1",2007-10-30,2007-11-20,0.0170423557172807,0.0175430534847636,0.0300785245918056,"119"
"FEDm_120","T1",2007-12-11,2008-01-02,0.0167392796369027,0.0173277096858112,0.0249042316548551,"120"
"FEDm_121","T1",2008-01-29,2008-02-20,0.0172741149070551,0.0260762838209227,0.0240048100037829,"121"
"FEDm_122","T1",2008-03-18,2008-04-08,0.018099428633147,0.0193041227653888,0.0259283767648686,"122"
"FEDm_123","T1",2008-04-29,2008-05-21,0.0177273855813986,0.0153920463913685,0.0231655961459957,"123"
"FEDm_124","T1",2008-06-24,2008-07-16,0.0162343741423492,0.0179598681804341,0.0262124735073265,"124"
"FEDm_125","T1",2008-08-05,2008-08-26,0.0186417261446043,0.0233430486111957,0.0274431032518964,"125"
"FEDm_126","T1",2008-09-16,2008-10-07,0.0197582998537087,0.0341748523401409,0.0301509595114899,"126"
"FEDm_127","T1",2008-10-28,2008-11-19,0.0189943105857061,0.0292531613451366,0.023493273838136,"127"
"FEDm_128","T1",2008-12-15,2009-01-06,0.0195422715107577,0.0237270651069614,0.0215524908131186,"128"
"FEDm_129","T1",2009-01-27,2009-02-18,0.017776724217357,0.0230445673973067,0.0247343839665464,"129"
"FEDm_130","T1",2009-03-17,2009-04-08,0.0178626706269616,0.0246515109015312,0.0213743748736845,"130"
"FEDm_131","T1",2009-04-28,2009-05-20,0.0180302830482596,0.0261580850766298,0.0231873678085331,"131"
"FEDm_132","T1",2009-06-23,2009-07-15,0.01755103570388,0.0236685936704566,0.0178023956670126,"132"
"FEDm_133","T1",2009-08-11,2009-09-02,0.0169433063274037,0.0204784955945828,0.0176480777015167,"133"
"FEDm_134","T1",2009-09-22,2009-10-14,0.0161820196195324,0.0256701786466601,0.0242651322987379,"134"
"FEDm_135","T1",2009-11-03,2009-11-24,0.0173135225472001,0.0229863383915193,0.0230849165161192,"135"
"FEDm_136","T1",2009-12-15,2010-01-06,0.0178212111991879,0.0172833503446851,0.0232399575996892,"136"
"FEDm_137","T1",2010-01-26,2010-02-17,0.0159912353489915,0.0208934089498705,0.0178060694783022,"137"
"FEDm_138","T1",2010-03-16,2010-04-06,0.0176450745989515,0.0226246290624592,0.0260127909854826,"138"
"FEDm_139","T1",2010-04-27,2010-05-19,0.0188163759428516,0.0239101297220291,0.0201556509908373,"139"
"FEDm_140","T1",2010-06-22,2010-07-14,0.0161553576032336,0.0241785194968727,0.0175653063273445,"140"
"FEDm_141","T1",2010-08-10,2010-08-31,0.0179074638337268,0.0191319762074912,0.0236459153830755,"141"
"FEDm_142","T1",2010-09-21,2010-10-12,0.0170533645081025,0.0226855839883539,0.0182095717009376,"142"
"FEDm_143","T1",2010-11-02,2010-11-23,0.0173134536010975,0.0209723039056189,0.0205011935711449,"143"
"FEDm_144","T1",2010-12-14,2011-01-04,0.0181398927757074,0.02893557920392,0.0244202677763898,"144"
"FEDm_145","T1",2011-01-25,2011-02-16,0.0179512752049686,0.0324405102434129,0.0309473887589992,"145"
"FEDm_146","T1",2011-03-15,2011-04-05,0.0214818136989667,0.0277579991529725,0.0261628080695657,"146"
"FEDm_147","T1",2011-04-26,2011-05-18,0.0217752842738506,0.0256196052092461,0.0252289287639937,"147"
"FEDm_148","T1",2011-06-21,2011-07-12,0.0201425783767534,0.0232924458405748,0.0174441266004401,"148"
"FEDm_149","T1",2011-08-09,2011-08-30,0.0185975277952008,0.0193144618053593,0.0250982885755789,"149"
"FEDm_150","T1",2011-09-20,2011-10-12,0.0180030657124428,0.021838028484926,0.0322096282413814,"150"
"FEDm_151","T1",2011-11-01,2011-11-22,0.0212227676170154,0.018776005622133,0.0231564708053483,"151"
"FEDm_152","T1",2011-12-13,2012-01-03,0.0190720983023785,0.0199693688579113,0.0244504946810464,"152"
"FEDm_153","T1",2012-01-24,2012-02-15,0.0183299231001592,0.0307274577217311,0.0220486137116464,"153"
"FEDm_154","T1",2012-03-13,2012-04-03,0.018036294598828,0.0230188851984176,0.0233377013266682,"154"
"FEDm_155","T1",2012-04-24,2012-05-16,0.0186541390642757,0.0213318382358372,0.0284077004598053,"155"
"FEDm_156","T1",2012-06-19,2012-07-11,0.0176479396502074,0.0221466872905351,0.0203886400787604,"156"
"FEDm_157","T1",2012-07-31,2012-08-22,0.0196863717562824,0.0277271668139025,0.0280720976180883,"157"
"FEDm_158","T1",2012-09-12,2012-10-04,0.0179753498462165,0.0320405326034046,0.0309705835561249,"158"
"FEDm_159","T1",2012-10-23,2012-11-14,0.0190714109495996,0.0217801767635633,0.0228818694791174,"159"
"FEDm_160","T1",2012-12-11,2013-01-03,0.0193207188322639,0.0186104194758715,0.022295011337442,"160"
"FEDm_161","T1",2013-01-29,2013-02-20,0.0206113940535583,0.0303577827181588,0.0258933683841515,"161"
"FEDm_162","T1",2013-03-19,2013-04-10,0.0197710783548042,0.031457000603728,0.0188610331472514,"162"
"FEDm_163","T1",2013-04-30,2013-05-22,0.0207317352621505,0.0303971519678038,0.0384207462656829,"163"
"FEDm_164","T1",2013-06-18,2013-07-10,0.0189058765766899,0.0177515467159012,0.03638308034896,"164"
"FEDm_165","T1",2013-07-30,2013-08-21,0.0180461292258565,0.0252622531203393,0.0221902286256526,"165"
"FEDm_166","T1",2013-09-17,2013-10-09,0.0186251726836413,0.0195654471461171,0.0258957582167731,"166"
"FEDm_167","T1",2013-10-29,2013-11-20,0.0182049958109777,0.0174143998177829,0.0263834299314315,"167"
"FEDm_168","T1",2013-12-17,2014-01-08,0.0162964822522374,0.0243268560459121,0.0189428236986699,"168"
"FEDm_169","T1",2014-01-28,2014-02-19,0.0196194343289367,0.0177155818290013,0.0264530513658331,"169"
"FEDm_170","T1",2014-03-18,2014-04-09,0.019130488263995,0.0311245767247999,0.0271282987178755,"170"
"FEDm_171","T1",2014-04-29,2014-05-21,0.021203861304809,0.0320133979308451,0.0385820929794204,"171"
"FEDm_1","T2",1993-02-03,1993-03-26,0.145017108284259,0.0256651479442952,0.023511804023036,"1"
"FEDm_2","T2",1993-03-23,1993-05-21,0.126662231209677,0.0168184557713176,0.0221729470377928,"2"
"FEDm_3","T2",1993-05-18,1993-07-09,0.137491153027455,0.0172957475639098,0.0201446870307493,"3"
"FEDm_4","T2",1993-07-07,1993-08-20,0.130976284331541,0.0188139821059563,0.0202401161421307,"4"
"FEDm_5","T2",1993-08-17,1993-09-24,0.132514250175712,0.021868314469206,0.0255205502534962,"5"
"FEDm_6","T2",1993-09-21,1993-11-19,0.132063420296457,0.0205082335826447,0.0206252743066934,"6"
"FEDm_7","T2",1993-11-16,1993-12-23,0.14408418932377,0.0188406642702424,0.0252723177000372,"7"
"FEDm_8","T2",1993-12-21,1994-02-04,0.122161509399217,0.0209479226439872,0.0200827303713386,"8"
"FEDm_9","T2",1994-02-04,1994-03-25,0.144796872761671,0.0219543146769824,0.0211488178088319,"9"
"FEDm_10","T2",1994-03-22,1994-05-20,0.126549739728176,0.0166302983878736,0.0226744971141316,"10"
"FEDm_11","T2",1994-05-17,1994-07-08,0.156203535064812,0.0215271858646923,0.0211388983827984,"11"
"FEDm_12","T2",1994-07-06,1994-08-19,0.139798450139644,0.0255622363491783,0.0205339659158748,"12"
"FEDm_13","T2",1994-08-16,1994-09-30,0.160391379992479,0.0257618183224091,0.0262388065010583,"13"
"FEDm_14","T2",1994-09-27,1994-11-18,0.15339800365819,0.0208028229780152,0.0191343164795113,"14"
"FEDm_15","T2",1994-11-15,1994-12-22,0.143880299641526,0.0200482488794119,0.022387674151178,"15"
"FEDm_16","T2",1994-12-20,1995-02-03,0.131127096329104,0.0183751737880825,0.0196447815939068,"16"
"FEDm_17","T2",1995-02-01,1995-03-31,0.145685806470302,0.0257615375896333,0.0255619184730839,"17"
"FEDm_18","T2",1995-03-28,1995-05-26,0.144546369889775,0.019750271930611,0.0240746423188117,"18"
"FEDm_19","T2",1995-05-23,1995-07-07,0.149580089041301,0.0180266382624548,0.0217249730814227,"19"
"FEDm_20","T2",1995-07-06,1995-08-25,0.130497692582593,0.0249315589524785,0.0285797822953658,"20"
"FEDm_21","T2",1995-08-22,1995-09-29,0.156805293717613,0.0234855953562779,0.0329418412767428,"21"
"FEDm_22","T2",1995-09-26,1995-11-17,0.140498033683697,0.0254730729842415,0.0203317770082307,"22"
"FEDm_23","T2",1995-11-15,1995-12-22,0.152094758215368,0.0182132010446617,0.0211022062042573,"23"
"FEDm_24","T2",1995-12-19,1996-02-02,0.159293247710608,0.0207671456350272,0.0208865333697246,"24"
"FEDm_25","T2",1996-01-31,1996-03-29,0.150873907930444,0.0196533191996105,0.0283740421134732,"25"
"FEDm_26","T2",1996-03-26,1996-05-24,0.143275507610249,0.025599197627574,0.0292479022067225,"26"
"FEDm_27","T2",1996-05-21,1996-07-05,0.145357905411163,0.0227048414485959,0.0238075120760657,"27"
"FEDm_28","T2",1996-07-03,1996-08-23,0.141450574058073,0.0305656769130926,0.0271101472630822,"28"
"FEDm_29","T2",1996-08-20,1996-09-27,0.146052286706408,0.0275711595655142,0.0313696772377281,"29"
"FEDm_30","T2",1996-09-24,1996-11-15,0.167182427134691,0.0212907639625795,0.0244749742416753,"30"
"FEDm_31","T2",1996-11-13,1996-12-20,0.161131046332799,0.0215207034230885,0.0323926736746907,"31"
"FEDm_32","T2",1996-12-17,1997-02-06,0.163902985098403,0.0212920958364276,0.0236471859452664,"32"
"FEDm_33","T2",1997-02-04,1997-03-27,0.153373297833176,0.0260611798435759,0.0232886615132791,"33"
"FEDm_34","T2",1997-03-25,1997-05-22,0.146884565244603,0.0181591247188936,0.0195382439510251,"34"
"FEDm_35","T2",1997-05-20,1997-07-03,0.162295189554476,0.0242696920816486,0.0221248779909318,"35"
"FEDm_36","T2",1997-07-01,1997-08-21,0.161634575608558,0.0262690971859267,0.0206968999904256,"36"
"FEDm_37","T2",1997-08-19,1997-10-02,0.155040622081352,0.0250838422127627,0.0229290961585959,"37"
"FEDm_38","T2",1997-09-30,1997-11-13,0.165959252031542,0.0294142917038923,0.0229406262942042,"38"
"FEDm_39","T2",1997-11-12,1997-12-18,0.154175156170458,0.0206073083488398,0.0179621881404887,"39"
"FEDm_40","T2",1997-12-16,1998-02-05,0.140274874925119,0.0174154908325481,0.0199820940547752,"40"
"FEDm_41","T2",1998-02-03,1998-04-02,0.161206579537547,0.0211587352764224,0.0196347698601007,"41"
"FEDm_42","T2",1998-03-31,1998-05-21,0.147960145274671,0.0234364867219121,0.0171680016553993,"42"
"FEDm_43","T2",1998-05-19,1998-07-02,0.152589261256193,0.0161475770806506,0.0230908132741775,"43"
"FEDm_44","T2",1998-06-30,1998-08-20,0.168183979091388,0.0308178464742342,0.0208047379475854,"44"
"FEDm_45","T2",1998-08-18,1998-10-01,0.172839207453728,0.0226389638942285,0.0165618157835779,"45"
"FEDm_46","T2",1998-09-29,1998-11-19,0.158165450319267,0.020288001960303,0.0226381397259921,"46"
"FEDm_47","T2",1998-11-17,1998-12-23,0.150438313791263,0.016510949674769,0.0255152229949464,"47"
"FEDm_48","T2",1998-12-22,1999-02-04,0.152380900659512,0.020617474873356,0.0210501257754547,"48"
"FEDm_49","T2",1999-02-02,1999-04-01,0.166670057728142,0.0234082575771962,0.0283421771488039,"49"
"FEDm_50","T2",1999-03-30,1999-05-20,0.152878399164026,0.0221624721573313,0.0192698164699745,"50"
"FEDm_51","T2",1999-05-18,1999-07-01,0.158944857000272,0.0196023895640121,0.0225529546592992,"51"
"FEDm_52","T2",1999-06-29,1999-08-26,0.170084881793647,0.0238385914324606,0.023172629764798,"52"
"FEDm_53","T2",1999-08-24,1999-10-07,0.153165994114963,0.024615476343722,0.0223105663032622,"53"
"FEDm_54","T2",1999-10-05,1999-11-18,0.152365686320479,0.0238845243552091,0.0286387830831757,"54"
"FEDm_55","T2",1999-11-16,1999-12-23,0.165817033713751,0.0252885824524797,0.0277655963716328,"55"
"FEDm_56","T2",1999-12-21,2000-02-03,0.16371959391706,0.0230384370399495,0.0251806164579965,"56"
"FEDm_57","T2",2000-02-01,2000-03-23,0.147899346815622,0.0284571041918925,0.0200077798547557,"57"
"FEDm_58","T2",2000-03-21,2000-05-18,0.137861615024256,0.020895291757951,0.0204966303040619,"58"
"FEDm_59","T2",2000-05-16,2000-06-29,0.138881344517035,0.0229173874977983,0.0256518949100188,"59"
"FEDm_60","T2",2000-06-27,2000-08-24,0.150555739480069,0.0222470700737731,0.0299100611092899,"60"
"FEDm_61","T2",2000-08-22,2000-10-05,0.156724554737477,0.0226284886063184,0.028287585716256,"61"
"FEDm_62","T2",2000-10-03,2000-11-16,0.162178797183419,0.0276466247262613,0.027639645124189,"62"
"FEDm_63","T2",2000-11-15,2000-12-21,0.160630496647956,0.0256663064271783,0.0269045045457978,"63"
"FEDm_64","T2",2000-12-19,2001-02-01,0.164628720758063,0.0214820373614528,0.0262574416820203,"64"
"FEDm_65","T2",2001-01-30,2001-03-22,0.170456650309292,0.0273373550590571,0.0191857364198644,"65"
"FEDm_66","T2",2001-03-20,2001-05-17,0.162441416497189,0.0219815201884569,0.0218975176611813,"66"
"FEDm_67","T2",2001-05-15,2001-06-28,0.144151378181635,0.0279582825246728,0.0292761935764339,"67"
"FEDm_68","T2",2001-06-26,2001-08-23,0.149573223118966,0.0263174048384194,0.0245100294505991,"68"
"FEDm_69","T2",2001-08-21,2001-10-04,0.132789873568708,0.0291961133299961,0.0227758519115897,"69"
"FEDm_70","T2",2001-10-02,2001-11-08,0.130374352871545,0.0229023259402592,0.0216598112684524,"70"
"FEDm_71","T2",2001-11-06,2001-12-13,0.13002986053617,0.0236544202169786,0.0187073940732208,"71"
"FEDm_72","T2",2001-12-11,2002-01-31,0.12867606295938,0.0216405533718369,0.0196758595726761,"72"
"FEDm_73","T2",2002-01-29,2002-03-21,0.146979752639902,0.0203748724405027,0.0237704507468891,"73"
"FEDm_74","T2",2002-03-19,2002-05-09,0.141781364112846,0.0201170746864909,0.0217805660105126,"74"
"FEDm_75","T2",2002-05-07,2002-06-27,0.151735670757041,0.0248209073395383,0.0236058000061765,"75"
"FEDm_76","T2",2002-06-25,2002-08-15,0.126000319498873,0.0199110018062736,0.0227488310414804,"76"
"FEDm_77","T2",2002-08-13,2002-09-26,0.144648933332426,0.0232543202697027,0.0234805212824389,"77"
"FEDm_78","T2",2002-09-24,2002-11-07,0.154503196137145,0.0251366316309282,0.0215923212824854,"78"
"FEDm_79","T2",2002-11-06,2002-12-12,0.142644339272492,0.0226917958669001,0.0208793828776034,"79"
"FEDm_80","T2",2002-12-10,2003-01-30,0.141584846448227,0.0236751364500589,0.0262779526171529,"80"
