"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_news","T2_news","T3_news","T4_news","T5_news","T6_news","T7_news","T8_news","T9_news","T10_news","T11_news","T12_news","T13_news","T14_news","T15_news","T16_news","T17_news","T18_news","T19_news","T20_news","T21_news","T22_news","T23_news","T24_news","T25_news","T26_news","T27_news","T28_news","T29_news","T30_news"
1995-07-01,0.0183405327992593,0.142600339994634,0.0239917539837786,0.0228421935211593,0.0196903816156331,0.036185805375158,0.0248145690103017,0.0291350348920706,0.0408846076432454,0.0201266205917496,0.0241961241395737,0.0196102191042892,0.0210952020694143,0.0201002915676573,0.0241321881685814,0.0236656937010429,0.019118956920696,0.0230889581038941,0.0291769002898911,0.0334320305840346,0.0203951765930663,0.027489465904935,0.0204889885760838,0.0343355735027975,0.0197799237519811,0.025828408048328,0.0212109045528478,0.0192706294782019,0.0275868405775059,0.167385684938188,0.0344094507836538,0.0246300757643326,0.0299410050141556,0.0329816273473954,0.0312020921402817,0.053577112144353,0.045081556156384,0.0538212367967142,0.0192549321917892,0.0294142475636565,0.030540317758668,0.0298173123791856,0.025953734226326,0.0397117320327236,0.0262086723406753,0.0286869850819531,0.0301493152001842,0.0435286526613342,0.0303420976746776,0.0256037214331637,0.0328151387668167,0.0259647359731687,0.0340374589932317,0.0455251352532518,0.0433925255390648,0.0297675694156251,0.0335407519215484,0.0360406910849096,0.0334656953060756,0.0205944210547002
1995-10-01,0.0180524181141415,0.155694002962988,0.0235665590825664,0.0209053531347912,0.0218346908637806,0.0309204402313967,0.0242841163868184,0.025518029192162,0.0363886424284349,0.0218101383021834,0.0224644452957016,0.0200212428994696,0.0191558753017278,0.0203482118194619,0.0247437679631412,0.0283305250573941,0.0180490825276088,0.0245065636234129,0.0296936160098139,0.0285572317597588,0.0195124637881887,0.0249030718190427,0.0200673098446175,0.0348421626895751,0.0207902518765337,0.0249497010991094,0.0193904803438675,0.0186171308422799,0.0277228310462195,0.174359643693813,0.0317692382769921,0.0194901733398445,0.0415849998580555,0.0366997612765881,0.0318345172525942,0.0360435683501401,0.053494084888651,0.0408060136520563,0.0253153668761255,0.0302027548133465,0.0291111447713782,0.0325180590459872,0.0334101984199471,0.0472819075834043,0.0356807880122478,0.0224055456761615,0.0307989821273168,0.0572291866565735,0.0314919259779167,0.0222299622357989,0.0325524739913078,0.0299547582217304,0.0337686934543218,0.0359343871713088,0.0384066299007686,0.020400599091784,0.0391800226172452,0.0360970191185543,0.0239408417276115,0.0203663956142422
1996-01-01,0.0191161214305176,0.147074707770346,0.0222921626266527,0.0223127347637278,0.0209610880583211,0.0360021175867695,0.0243570868258259,0.031914656212262,0.0438066010168885,0.0222504906686824,0.0229697018177368,0.0173936403477268,0.0210514100911865,0.0193977174867702,0.0286668425383749,0.0232634917932847,0.0185961610037797,0.0228082235934998,0.0258032976655527,0.0308036762541532,0.0194557963300223,0.0268609267889735,0.0205457072076893,0.0396245870239626,0.020891404418233,0.0232774818966997,0.02027021391087,0.0183617396693609,0.0300062805832929,0.159863932618836,0.0441067314768852,0.0226262584135923,0.041949626221226,0.0316950108939487,0.0326652243853311,0.0318900012841236,0.0360684074195902,0.0460312255027775,0.026366724211643,0.0275096319098064,0.0293619326651167,0.0292580886435708,0.0308384551220734,0.0438117474402488,0.0348089329795632,0.0288111640483123,0.0378805905501825,0.0363329931572172,0.0310492332959428,0.026114051888589,0.0275793813513839,0.0355228710623375,0.0373988814199001,0.0313761875345911,0.0419285935689518,0.0283069381047268,0.0381356417247224,0.0378797465698606,0.0329174201053744,0.0197783070484108
1996-04-01,0.0171854173962341,0.145357905411163,0.0230949255103804,0.0261059660547419,0.0188012959778873,0.0341222867872589,0.0216842335465695,0.0255909718476903,0.051144834585871,0.0206810031321989,0.0272998235222674,0.0190995021113678,0.0218224321907264,0.0194938133160903,0.0239241734499661,0.0287317834540338,0.0171539647581218,0.0252997183675061,0.0251585186007899,0.0318062150651982,0.0187154666000019,0.024731921456252,0.0170559485396086,0.0372132865001046,0.0199152737227077,0.0251025123360913,0.0236538834774265,0.0178830685062428,0.026914667101867,0.165255186673635,0.0279028057017277,0.0227048414485959,0.0291235509277296,0.0309302530837055,0.0240047409677718,0.0294535283235372,0.0621810208532395,0.0533448248257956,0.036055039903821,0.0222462385863523,0.0269035656236677,0.0194654585087976,0.0216439321979249,0.0422647388904874,0.0349901370446979,0.020387175042702,0.0377322544436261,0.0586348310290598,0.032774869263216,0.0236006284762777,0.0260849681198422,0.0356581474592308,0.0371199629373639,0.0402617043942663,0.0545618159632059,0.022462499938366,0.0386634662934614,0.0291345149653935,0.0359447072674489,0.0237637775186882
1996-07-01,0.0199454568429692,0.151561762633057,0.0216741733754358,0.0239735905397911,0.0198489131213828,0.0332913112085118,0.0242971211530711,0.0275092709960192,0.0513900970898595,0.022300940141131,0.0234963600279383,0.0213359150919277,0.0214761152611233,0.0191452922578684,0.025480519800508,0.0272912175964198,0.0184941175347274,0.0248289233772667,0.0254260893133847,0.0283099942122695,0.0194503402433045,0.0246476875132855,0.0195068280576777,0.0342850118524854,0.019414426781949,0.0249008967061369,0.0223052953549702,0.0195671134521657,0.0267904199427315,0.158054798520631,0.0390448520093137,0.0264758668137288,0.0327476956025497,0.0315825840152176,0.036587981865487,0.028474934240382,0.0421917874410085,0.0546476054657588,0.0224798387211422,0.0239007049106836,0.0306538121304711,0.027467060852827,0.0268466015772833,0.0564996259200393,0.0261244129034048,0.0260987884532865,0.0252684143025049,0.055703727331282,0.0340872304122282,0.025385220304901,0.0257383075585182,0.0269383855527149,0.0349740272515143,0.0546449442896163,0.0379962507594252,0.0221500678916611,0.0387463200930509,0.0389299919742137,0.0266797523479965,0.0209332070077889
1996-10-01,0.0173053387079183,0.162517015715601,0.0219814740599404,0.0205508979421474,0.0185870609898296,0.0335061900478229,0.0240570830697382,0.0250984184832053,0.0527180204559699,0.02406139717834,0.0230319778880281,0.0204715963806284,0.0203944207206486,0.0179893026323725,0.0225876589309457,0.0265889033964841,0.0191444930611375,0.0247903613537456,0.0284884511125098,0.0267748857772467,0.0212971999752739,0.0248919457891844,0.0176407204630112,0.0335379591603331,0.0205409626674116,0.0256797983494256,0.0189498226080668,0.0178939263728082,0.0213150991890688,0.167607617521156,0.032610264019209,0.0214063996297581,0.0336762945014491,0.0340931209250764,0.0413154710018856,0.0363334598923364,0.0470972155011384,0.0545309920111555,0.0248538263591204,0.0182776263429651,0.0349592546448948,0.0314860188647558,0.0319269548427161,0.0437488389192252,0.0302614335095609,0.0269895975022392,0.0357610008520545,0.0516470521092518,0.0335680952836696,0.0233455603705888,0.0215884213668893,0.0233923377476106,0.0328409385839318,0.0322193108918,0.042428018810186,0.0260036351701329,0.0377536703354065,0.0469140375871575,0.0292889742255368,0.0196821781982979
1997-01-01,0.0182311096057158,0.15012893153889,0.0221280314133491,0.021231692324389,0.0214579693214346,0.0332359390539,0.0232880892819488,0.0267715468777613,0.0471294981473863,0.0212007375549237,0.0234018197050999,0.0202631551849628,0.0210601691432695,0.0203697449350798,0.0241187854613972,0.0273397138588932,0.0183901399778258,0.0253872339410054,0.0257754494362928,0.0314925501933152,0.0206539979210498,0.0252989136699583,0.0213639646384995,0.0332467044276923,0.021582010745889,0.0243561992403028,0.0206007852240946,0.018748713133437,0.022846492240645,0.168899911801592,0.0376752207189265,0.0221101522812348,0.035933004798676,0.0439605189318861,0.0365750305404269,0.0239160030415361,0.0413158161168922,0.0448835481421271,0.0208635530120509,0.0198505278847308,0.0337973926716146,0.0323165590416531,0.0248078359430297,0.0413430358390563,0.0346852412739004,0.0300659042327357,0.0364437750519611,0.0476104469461884,0.0208821981009614,0.0222331124208218,0.0299940310434771,0.0383259887300018,0.0356810551331833,0.0352549426177818,0.0546498461518344,0.0230075534600397,0.0381118916434656,0.0493177986416724,0.0258298629682536,0.0185581526198806
1997-04-01,0.0178070581194979,0.162295189554476,0.0275902796009784,0.0201305332298635,0.0180033878985501,0.0382095546636699,0.0205546203658536,0.0270843158603539,0.0411746173492091,0.0197804488622107,0.0235021875156803,0.0183942677414893,0.022247637952145,0.0186538853582029,0.0241610235052076,0.028364335170207,0.0187448076185933,0.0256436550489394,0.0226990810754521,0.0286425133186976,0.0214361670222207,0.0253693295657184,0.018870263333543,0.034912817314145,0.0199576295154261,0.0230342492964749,0.0199210271910638,0.018668011085087,0.0234543859699078,0.170692719897136,0.0211780707976324,0.0242696920816486,0.0297062770941679,0.0416536974722624,0.0307539588258999,0.0363464606240851,0.0488237971119854,0.0544992597163264,0.0285525648699804,0.0210997417337296,0.0478642646732865,0.0370336938931836,0.0268034209588337,0.0362083750427851,0.0307621280742576,0.0183481016277011,0.0323592828090019,0.0566923903794783,0.0277652499465445,0.0220264390677388,0.0256109094021631,0.0365784246105362,0.0369826060302077,0.0511730553840108,0.0320922231027075,0.0264031786261254,0.0322461505121183,0.0380881990478095,0.0254943753733635,0.0225840111104286
1997-07-01,0.0178294665261923,0.160878149907151,0.0196026765385943,0.0236917142876694,0.0181430260295681,0.0367660265921384,0.023927088043382,0.0286627029697594,0.0459171709566716,0.0214517551258315,0.0249403313933989,0.0201176131785594,0.0222805143182485,0.0175939274273925,0.0254633704203244,0.02830185095081,0.0186693948986546,0.0253198312509709,0.0261596948055362,0.0284140953492286,0.0185411891048875,0.0269954679782749,0.0194650841393553,0.0343602725580598,0.0206333280250905,0.0236885707551204,0.0190621143825169,0.018735665515216,0.0253704056395056,0.159017500931892,0.0249182238375726,0.0269224103675272,0.0297015377351964,0.0344037891391286,0.0384301628756041,0.0330458119031649,0.0524524934227724,0.0592895891052137,0.0236450676846371,0.021219086255025,0.0312112481352457,0.0365825711569287,0.0224858849775198,0.0373493025884676,0.0336878891934413,0.0267374312268788,0.0383667451173475,0.0580229460542208,0.0329918007231229,0.0295380017099134,0.0346080043707852,0.0281585641654608,0.0341686253298691,0.0358618924163551,0.0406473490836975,0.0214244760422646,0.0304382529047292,0.0379115192865249,0.0259416575924345,0.0198376655989507
1997-10-01,0.0202671895062377,0.147225015547788,0.021675229950215,0.0237217275068191,0.0190520660832776,0.0378953369331376,0.0260974153798538,0.0276397975540328,0.0455956058043101,0.0226797018415785,0.0226418997672818,0.0209707694054292,0.0232388477496445,0.0204140951022673,0.0294286735590446,0.0301907624890205,0.0192214182509189,0.0219395593408069,0.0249594346071548,0.028562598588208,0.0272195853340101,0.0242928181705684,0.0215925202872921,0.0332279421436579,0.0205552542379733,0.0234686632667335,0.0229921766109715,0.0182573974832891,0.0255437120612674,0.149432785437209,0.0440243851338499,0.019011399590694,0.026302262025272,0.036813758312636,0.0370045925197504,0.0385211294601906,0.0427341548183877,0.0476030394382205,0.0227604142741142,0.0478704537459106,0.0296303247082951,0.0304606814267974,0.0208347087575214,0.0510096333050724,0.0257573773457171,0.0264675889572238,0.0281392064539966,0.0398575247953493,0.0285874084261196,0.0230313381587158,0.0519506835608238,0.0306867271046005,0.0337746396227162,0.0251357271352442,0.0384120127117999,0.0236822521749495,0.0415732277372507,0.0426891638624848,0.0270003678896402,0.0186738165466558
1998-01-01,0.0179113702730802,0.154583362406109,0.0191857643005957,0.0243869804357,0.0191501148418998,0.0397742388649894,0.0230445410659179,0.0264573332363167,0.0543338357791494,0.0236356095394984,0.0224034022475542,0.0197599590941938,0.0197904824319635,0.0201137240354448,0.0289307898259587,0.0238827365807811,0.0181467103171796,0.0245718747148405,0.0264668229240312,0.0304382326593506,0.022970737347922,0.0242145933967473,0.0210338670020968,0.0359737900519824,0.0204454774947104,0.0259120666604885,0.0194092077061841,0.0193457842896244,0.0218840041996562,0.151842586276033,0.0421999376080687,0.0222976109991673,0.0388063460221825,0.0386898723010971,0.0305186317226777,0.0317032522520587,0.0337290046299248,0.0486725934342575,0.0231004727633329,0.0443481087377773,0.0284709379276617,0.0302903450652209,0.0224925197156561,0.0382177095258158,0.0246027887564743,0.0240332315081577,0.0347098873153591,0.036573331054862,0.0334717779602266,0.0299150068901046,0.0471783663947667,0.025810058745052,0.0346791172734992,0.0290233985251945,0.0500241592425117,0.0198894004745873,0.0391891396080337,0.0480616898768065,0.0294836159178738,0.0198176877515912
1998-04-01,0.0172252698632554,0.16038662017379,0.0190399665582919,0.0262714565752231,0.0193075130440764,0.0444733277545044,0.0220841361893845,0.025149265916662,0.0469374651960824,0.0228431857291513,0.0230916879281238,0.0180301351930039,0.0221403441678312,0.0177336766590799,0.0284102676103365,0.0232943547142461,0.0173144999316058,0.0248194473062626,0.0274166160165698,0.0292426281224693,0.0252338901092891,0.0246515137489248,0.0180087795776129,0.0419190864610651,0.0187532387586703,0.0244611215792124,0.0191773257292088,0.0167207390734117,0.0266021350854535,0.149260305227201,0.0425661958803626,0.0234827117774424,0.0216754136750454,0.0372934761719695,0.0336702769009384,0.0379914467960619,0.0388296312516452,0.0422182558314221,0.0209989851471068,0.0423460559553019,0.0306965495590627,0.0289077463310298,0.0229828851784657,0.0452537817935166,0.0321161961109415,0.0198163122132686,0.0288929044563236,0.0409703648312782,0.025611613643406,0.0279609705872676,0.0558453082900526,0.0304429619078315,0.0440211158986098,0.0250166287651492,0.0408828761639836,0.025965525940475,0.0458202978719681,0.0398887653586684,0.0285938545691696,0.0192408911422354
1998-07-01,0.0188525304851027,0.165502328886497,0.0178131493420208,0.022593085464434,0.0176506322977317,0.0459338491529397,0.025652567398427,0.0246217344697552,0.046660916094041,0.0248426927214597,0.0222182139733237,0.0207723984434713,0.0192816183730997,0.0165474298935414,0.0312783906194947,0.0276111659145619,0.0185622437804894,0.024390793028092,0.026464474701066,0.0281473905622164,0.0263210503551324,0.0215517528067133,0.0192798513675025,0.0289596801672289,0.0203467264393465,0.0234695879012279,0.0190931966656973,0.0162823614287748,0.0276057825865565,0.151692404680054,0.0421240591069776,0.0214634829272657,0.0250907190092961,0.0386812667848773,0.0248805394481873,0.0460191844333672,0.0389559602563788,0.0361003038136815,0.0200525027175553,0.0573540423476465,0.0283137039959261,0.0299518277696737,0.0236131869079728,0.0407579574302794,0.0495225546080107,0.0226184289428329,0.0261232464695133,0.0457401226974709,0.034982981451121,0.0330640243969127,0.0437313844199091,0.0334831471728524,0.0277733625703995,0.0360759941275829,0.035711073965833,0.0248554607339469,0.0352202389739491,0.0401810309164627,0.0195282862607037,0.0180299253434138
1998-10-01,0.019634087521076,0.151409607225387,0.0205947815281485,0.0219239775960642,0.0202079016774362,0.0393737271200176,0.02499012191337,0.0273739947541358,0.0443884234225723,0.0258615803698544,0.0267783532822244,0.0191893280093125,0.0199492533701466,0.0197809648108139,0.0266571243240624,0.0286793092065342,0.0182581078465859,0.028770954278973,0.0255682773220035,0.0316972562620713,0.024822312409946,0.0277041599112818,0.0197035023577141,0.0316771953316673,0.0208233378322261,0.02328507320426,0.0205101640323902,0.0165648170262282,0.0261664173040475,0.147655888749449,0.0402656694964659,0.0185642122740625,0.0488987312252235,0.0350040878630982,0.0323703273360676,0.0350855758301561,0.0313710437980883,0.040766028874437,0.023401317117022,0.0353941392878063,0.0297660082335035,0.02145203998259,0.0218942832869672,0.042624348173764,0.0342687503235121,0.0236672164078697,0.0299894793857589,0.0392425403568677,0.03208079949461,0.0358326674752063,0.046396351664037,0.0296618173328459,0.0322252942885364,0.0342278128387742,0.0475350102035291,0.0319732989613396,0.042059864672131,0.0412036687365739,0.0220593756634575,0.0207182394156987
1999-01-01,0.018791997542349,0.159774228446084,0.0213943233373968,0.0224801407947777,0.0193469635249966,0.0393358578815655,0.025351827515856,0.0306145754541224,0.050936021285186,0.0212573419425871,0.0236903210327113,0.0183275251016635,0.0202796747132874,0.0208659604351153,0.0256868840793588,0.0262749775352547,0.0181237708532063,0.0246016764167398,0.02302486086929,0.0354561594411218,0.0254019059928386,0.0302571404417722,0.0198882945588479,0.0334259661479337,0.0211610716251692,0.0231778665139902,0.019854686924671,0.0207666494302861,0.0247213561416166,0.135729974020205,0.0374186843100814,0.0227853648672637,0.0432020066203616,0.0330711770512893,0.0315105250282064,0.0317659893445673,0.03966992261,0.0473006670321392,0.0227516352957804,0.0357025539610738,0.0305816433747017,0.0252958832446225,0.0235278210653425,0.0379856759370863,0.0278186350859167,0.0216290229723093,0.0368807188620765,0.0561582885508532,0.040133754147067,0.028166548752259,0.0487858058171865,0.030291296026916,0.0376506549691469,0.0250341515170339,0.0363341634978535,0.0282061093067177,0.0353340196893411,0.0335592770186643,0.0337020505433797,0.0177459535007631
