"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_news","T2_news","T3_news","T4_news","T5_news","T6_news","T7_news","T8_news","T9_news","T10_news","T11_news","T12_news","T13_news","T14_news","T15_news","T16_news","T17_news","T18_news","T19_news","T20_news","T21_news","T22_news","T23_news","T24_news","T25_news","T26_news","T27_news","T28_news","T29_news","T30_news"
1993-01-01,0.0172461900923133,0.135839669746968,0.0295981355632925,0.0217639142173406,0.0192194143326885,0.0388030768424723,0.0246980981256855,0.0301750657259418,0.0411296687193764,0.0245593934074827,0.0221845240378296,0.0197886348881281,0.0211054255302546,0.0185458306697467,0.0255555778803222,0.0273437461410889,0.0174005697519585,0.0248057592533615,0.0269206205893494,0.0285154936971326,0.0195379214521195,0.0261552015927448,0.0201952160684242,0.0341558475420367,0.0204560580993991,0.029379199170854,0.0197833437937996,0.0169311091077044,0.0267278824224421,0.171479411537742,0.0512276531461399,0.0212418018578064,0.039366040172819,0.0370454232693272,0.0440763115362227,0.0340681660408998,0.0582116396279571,0.0479013950997182,0.0246041528601356,0.0256736917047043,0.0293248891633682,0.0290220477177367,0.0302314115979902,0.0443128857066777,0.0303652749865292,0.0293526823191634,0.0268462740210725,0.0420034178260477,0.0268540056452024,0.0293809832739016,0.0219150632822512,0.022426324851534,0.0388928483685645,0.0343382262114217,0.0319486027834699,0.0240741900622907,0.0341889878546104,0.0403495768012878,0.0313282808925683,0.0194277513185817
1993-04-01,0.0202357181067551,0.137491153027455,0.0245846033639888,0.0283789952038244,0.0219828187829242,0.0404170438607819,0.025107998938447,0.0234047925973602,0.0415519143527794,0.0199675443689569,0.0235571964942609,0.0183108021353874,0.0197809873596886,0.0191248151584701,0.0245008821885717,0.0266091315822724,0.018235530087259,0.0212912115760527,0.0299404851817772,0.0287192665836965,0.0218297508193531,0.0235601289338867,0.0178069912564255,0.0421157594614174,0.0203849571488281,0.0211995709440535,0.0186912711237837,0.0191207776749609,0.0253725217857875,0.176725379900794,0.0286949419220693,0.0172957475639098,0.0481501474726368,0.036091327641323,0.05238115066536,0.0281785121480223,0.0543287303659893,0.0384583111005779,0.0365434235628847,0.0236728309459271,0.0373026596308115,0.0234805569210538,0.0281306379238787,0.037582686101545,0.0310867593439606,0.0303939202908495,0.0308188867994214,0.0501357384241697,0.0270942696897822,0.0220930766728244,0.0231366686941657,0.0297444709575033,0.030494070500837,0.0374713377440133,0.0375656964272469,0.0302251303739711,0.0374608915589685,0.0457021963037174,0.0273988802445782,0.0188863420080019
1993-07-01,0.0187434033578784,0.131851318267903,0.0267020031787581,0.0229206958900111,0.0214034718398137,0.0333366436395112,0.0265364206437642,0.028509745313703,0.043529038964027,0.0237246784465143,0.0227266085436984,0.0206164849629249,0.0203850004376977,0.0209719042518686,0.0266177019987607,0.0264727818265767,0.0197857259830265,0.0256324593424548,0.0276763324975674,0.0314882144224297,0.0209898146736877,0.0241121036336666,0.0213693338058849,0.0359526138230962,0.0218712755253408,0.0269021372844027,0.0194825298048031,0.0184639376211982,0.0268685127552155,0.164357107263815,0.0436724268935277,0.0203968433859357,0.0312594959856538,0.0350533506067195,0.0370282879741481,0.0448345032573662,0.0439377871561676,0.0428443803343505,0.0259323537445171,0.0244183926424282,0.0334235449915033,0.0291494930603107,0.0259116850757916,0.0473807859649331,0.0269069694379471,0.0297231087415588,0.0322082786000793,0.0362655146293313,0.0272521104224653,0.0277583238741388,0.0296209058445795,0.0288508720189682,0.0307155870716585,0.0343352644485887,0.0451536884075004,0.0257720129023249,0.046658686888597,0.0437130827084192,0.0303183676741776,0.0195038952563125
1993-10-01,0.0185462333067926,0.133122849361493,0.0286776903305413,0.0231557539055448,0.0194426701782119,0.0343364471253424,0.0256891321146042,0.0269571483687965,0.0461625070918243,0.0209845088333741,0.0212493414532348,0.0199865427473146,0.0198618320368611,0.0189047851441201,0.022629820023631,0.0242291593120403,0.0190544684332285,0.0249102671074058,0.0263477520175318,0.0329301651060889,0.02285009185617,0.027591111793259,0.0176623953643793,0.0364157482629197,0.0199896386043396,0.0261896920775963,0.0222495254278242,0.0197922621333644,0.0282987702647539,0.171781690217411,0.0463651323479718,0.0198942934571148,0.0284235768151875,0.0366423146381907,0.0342690781711626,0.0306257992734658,0.0409517069541556,0.0390189014328528,0.0256686190270758,0.0240536534156639,0.033608883639075,0.0410992017857522,0.0215648750131957,0.045294048483135,0.0295968584096753,0.0292079188351791,0.0323419804427473,0.0455794757567866,0.032840640303206,0.0259540507587073,0.044831848755579,0.0264070767133402,0.0405583539510009,0.0325541577407279,0.0333877421349877,0.0229698791471976,0.0399287663392933,0.0449473070869266,0.0322222323463162,0.0191916268243299
1994-01-01,0.0195341235757554,0.135673306244923,0.0193015130851178,0.0254443238195041,0.0195861423565111,0.0330192618480872,0.0248762278601761,0.0297800106156163,0.0464332292978727,0.0227571952427775,0.0257660791511795,0.0207555702761659,0.0204197151575078,0.0188184093561926,0.0254782829461507,0.0249339539396062,0.0191340216122149,0.0246600458910025,0.0272423956844974,0.0305131666083455,0.0211171349188911,0.0247754619083944,0.0195817754203928,0.0350056041914811,0.0237553751762089,0.0241720426958277,0.0220348270728824,0.0177099889308385,0.0276055917784287,0.170115223337449,0.0413981541806785,0.019292306532428,0.0339810045469508,0.0363135434221959,0.0377170886531605,0.0316706965387146,0.0428991776731841,0.0467924212485974,0.0332185011180588,0.0224084528704383,0.0293672709638524,0.0315928331082533,0.0214590989700467,0.0537633010444295,0.0343751279874535,0.0260533122888246,0.0302521911733301,0.0473074494322622,0.0241848698799757,0.0251687589067587,0.0332741399881404,0.0261589364551814,0.0399440155174226,0.0453221852314332,0.0330261899041823,0.0210805540532656,0.0426490835769033,0.0425379485695249,0.027978046300468,0.0188133398638847
1994-04-01,0.0215088357898233,0.156203535064812,0.0183166836728767,0.0202946837502356,0.0194842499683771,0.0352465880194273,0.0218922244201414,0.0296338575412609,0.0524048045131826,0.023839166383503,0.024132835821479,0.0207248057308433,0.0188508938427046,0.0194149063822452,0.0277217591113634,0.0288654253311343,0.0202694479232994,0.0233408557665129,0.028154960758376,0.0256015138817406,0.0192990655254892,0.0271183545853691,0.0200593364945415,0.0380163835829283,0.0203373834417503,0.0231404854460533,0.0208177467886723,0.0173459169919801,0.0307256392046504,0.147237654265227,0.0319054972231713,0.0215271858646923,0.0309937124862983,0.0335078542339953,0.031924201578649,0.0393931723969437,0.0545866834525565,0.0487307380092009,0.0329024490765531,0.0249187666403941,0.0333637994588551,0.0242633117675652,0.0286162932918155,0.0322262281007647,0.0404008882753995,0.0220479804281023,0.0314245494512603,0.0520082574114215,0.0460254437137806,0.0244394256768211,0.0196389666835701,0.0271743514760905,0.0338350952117004,0.0606766941807542,0.0343368017263599,0.0252209430828845,0.0266133357488073,0.0343952530709377,0.0360056755750688,0.016896444705586
1994-07-01,0.0181199608782361,0.151195944596771,0.0199292331830758,0.0235637475399687,0.0202582021195848,0.0352315785684366,0.0246954363637856,0.0298126929752885,0.0465302922170453,0.0231469603458651,0.0258365076384903,0.0191393952377131,0.0203250256002123,0.0194258935170301,0.0245557110033404,0.0247734131143403,0.0188333283325376,0.0231151046958944,0.0257325202193086,0.029323865882244,0.0192072058449284,0.0243499672091861,0.0197239628273061,0.0388839259071869,0.0208551583036029,0.0251460558075483,0.0194968601919871,0.0175205429801474,0.0285840807964106,0.162687426102528,0.0355368166646439,0.0240422925498675,0.024666829965282,0.0324465828077629,0.0318510111134912,0.0428821109336098,0.0545798382513143,0.0474038288635534,0.0299805198171622,0.0235757897686665,0.0284548843654313,0.026919834096263,0.0228143906130697,0.0454816676321278,0.0463862534933939,0.025914801136846,0.0310402393794625,0.0519963606435853,0.0389065743995894,0.0239803241049424,0.0272104648691641,0.023827302535855,0.0339802226164387,0.0477012762807225,0.0298673513481103,0.0247730883739576,0.0379290511462071,0.0365632923690511,0.0285750623659478,0.0207119374944807
1994-10-01,0.0176439928242141,0.137503697985315,0.0204079381791578,0.026334356603986,0.0206040999408008,0.0328853927472652,0.0233963550692679,0.0263882588030078,0.0382985198797939,0.0221939838163241,0.0256673752763116,0.0205716384823979,0.0204775501342922,0.0187066444821311,0.0232956336635853,0.026379515538528,0.021307025189964,0.0228708022383352,0.0307645806048702,0.0312506171173796,0.0199809622305666,0.025692421723207,0.0207200228925899,0.0420143972780325,0.019199848084478,0.0277718332908461,0.0213779427773826,0.0176879195251157,0.0271345837866709,0.171472089834183,0.0364588620058807,0.0192117113337472,0.0382794622994742,0.0304152968448568,0.037799029908296,0.0273389871361282,0.059782823471357,0.0365498956676664,0.0302986570958364,0.0251246512442482,0.0422176214644344,0.0293036403860155,0.0201754396132944,0.0487884465564832,0.0385830726941969,0.0218322848783429,0.0370246533462134,0.0451160114605836,0.0382278215397227,0.0188405116380357,0.0326436457187027,0.0297928774977079,0.0323889653888286,0.0314588538093774,0.0481811611892537,0.0216081372876522,0.0399393347323264,0.0354732142781986,0.02794933213829,0.0191955973748488
1995-01-01,0.0182077563283954,0.145116088180039,0.022568903819938,0.0251901983140625,0.0199527794456304,0.0379217150504443,0.0228802802587166,0.0318184726109443,0.0459150222650464,0.0217917355882113,0.0264021485379962,0.018810118911745,0.0206228888352749,0.017568962400852,0.0242078958640683,0.0223219991736862,0.0194327577917034,0.0260539188308333,0.0239275251953013,0.0317696930631077,0.0223746608063759,0.0257840375578322,0.0200005861290181,0.0376033539758749,0.0188497490082975,0.0256732990797651,0.0211956654636081,0.0183125769088269,0.0260237824424568,0.161701428161948,0.0275834373377844,0.0227559047601222,0.0298667939685186,0.0363903401675179,0.0386901643322022,0.0407742483150182,0.0565861795928011,0.044828449433625,0.0225688750040728,0.0375926642892222,0.0339111708374319,0.0243001380374613,0.0174666685336892,0.0274440251838086,0.0361829845914148,0.0268708696636865,0.0360141948884985,0.049596354111656,0.0407355821747733,0.0231951057030238,0.0388328857993969,0.0289044152086285,0.0381046194157883,0.0377258125841832,0.031656034337831,0.0257668702356426,0.034999308112779,0.0409314699630456,0.0327338670865664,0.01699056632981
1995-04-01,0.0178752602306595,0.149580089041301,0.0251970104449427,0.0278511101114179,0.017959167224775,0.0350393488642895,0.019827974115432,0.030097076283894,0.0436157381548141,0.0188949367662093,0.0250385328357395,0.0174996417399126,0.0227782338911267,0.020411031567792,0.0230333086617838,0.0256160194056306,0.0175099217951642,0.0227994950322263,0.0289989688459856,0.0358794762649612,0.0203728242709176,0.0300748473332785,0.0204376479075694,0.0355069182768017,0.0202146587582975,0.0275691581868987,0.0217788478650713,0.0172981346960926,0.0300716937426982,0.151172927684317,0.0206576518418824,0.0180266382624548,0.048959531418945,0.0396103349171873,0.0426051684565072,0.043469753688145,0.0585196613491901,0.034671898790691,0.0224299998857573,0.0248625791653241,0.0296089306397667,0.0281384719227415,0.0308568524141293,0.0444898163672885,0.0328462376219171,0.0245486080713201,0.0375962097078397,0.0546234871817983,0.0314032060958672,0.0215390242875188,0.0247303272577588,0.0249772159017705,0.0362989845696856,0.0307845586875897,0.0332926672614122,0.0297555914162202,0.0394820290801864,0.0390271060780087,0.0316076353155735,0.0205798223455233
