"meeting","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","subsequent_meeting","recent_meeting","subsequent_pub","recent_pub"
"FEDm_101_postmeet",0.038757824827262,0.0239502087057698,0.0374817523799761,0.026217341450497,0.0417750519058032,0.038858136801307,0.0178951127669804,0.0260121578184955,0.0312326649395286,0.0384446307356091,0.0275491536270044,0.0322772309537484,0.0399610052751126,0.0252825484809265,0.0197223891752835,0.0643198545561819,0.0303339204065675,0.0475547831959375,0.0199699857306077,0.0328719478666298,0.02890726854693,0.0304579364595888,0.0410498355623749,0.0230178910273478,0.0419762287966264,0.0294922445898335,0.0508086952162452,0.0494794335209188,0.0247898484018461,0.0195529162790599,NA,"FEDm_101",NA,NA
"FEDm_101_postpub",0.0286020030413426,0.017953876144838,0.0226948347115405,0.0283291704398348,0.0451894343991162,0.0323713552172328,0.0255747916949442,0.0321925015448921,0.0264241442321007,0.0387644713517287,0.0366087167648475,0.0231832928241518,0.0414398391842548,0.0325315632839237,0.0227808069602665,0.046415686608666,0.0532148268725435,0.0280373078396042,0.0498456810640929,0.0268442347626868,0.024301666003608,0.0413376701395866,0.0202139399599739,0.0493886873799348,0.0364383590590375,0.0278799788283723,0.0530772994219167,0.0332406518760347,0.0340458554251481,0.021077352963779,NA,NA,NA,"FEDm_101"
"FEDm_101_premeet",0.0314391509728457,0.0429272606048889,0.0352346906174938,0.0214194546107322,0.0479879214517924,0.04964181258104,0.0203241663619629,0.033794725074696,0.0312556670270783,0.0364783019538365,0.0391768506946724,0.0197721802534994,0.041473291717064,0.030132546972854,0.0206708210648607,0.038653907063257,0.0286667435886967,0.0314632238670798,0.0331431215105495,0.0200783153737541,0.0328119858487897,0.0446898777140492,0.0181041425044139,0.0314723564068018,0.0326353767982517,0.0299888048476163,0.0431286406771907,0.0425364690396811,0.0435448877137653,0.0273533050867861,"FEDm_101",NA,NA,NA
"FEDm_101_prepub",0.0412657761676731,0.0739775665696021,0.02543732070601,0.0286743137049522,0.0390008437856842,0.0617436108183371,0.0196671971971204,0.0241163808162726,0.0254530974362566,0.0458175983432482,0.0265303943260763,0.0157455346877426,0.032788283939595,0.0207646692905469,0.0236148291416317,0.0621098787664835,0.0337585137018112,0.0215960193723164,0.035985810308687,0.0360795212009646,0.027912505985392,0.031354901446862,0.0201049657311018,0.0282447873441703,0.0300581431932102,0.0207846501560268,0.0542789826734655,0.0378581949765544,0.0303448185486081,0.0249308896635971,NA,NA,"FEDm_101",NA
"FEDm_102_postmeet",0.0328311083736902,0.0197226828343263,0.0281586261384559,0.0353270375811409,0.0616371305797533,0.0411183702278281,0.0418291353931421,0.0522406782075047,0.0265510906768707,0.0330127825536211,0.0240663965338767,0.0231156069209553,0.0262442140825696,0.0317158818299419,0.0428600309041709,0.0478749067283738,0.0199188150525562,0.0298202204831486,0.049392959048692,0.0305443829539212,0.0356246773983313,0.024099850820146,0.0200391487841576,0.0262037074492619,0.0212636977270167,0.0329677968597088,0.0348861578740934,0.0327010531541526,0.0420605677639179,0.0321712850646743,NA,"FEDm_102",NA,NA
"FEDm_102_postpub",0.0240146248613991,0.039607320650125,0.0256559120810939,0.0316844311928996,0.0504651164491992,0.0711126235205435,0.0206278251729647,0.0373403299286199,0.0333550832910171,0.0422617853682058,0.0410966096841377,0.0217239091905788,0.0393148500117319,0.0350094469534935,0.0240360625294918,0.0410852862080287,0.0253400214364633,0.0296144958816231,0.0469488637923809,0.0223937621824094,0.0340681668862517,0.0261703368646359,0.0207505209730009,0.0334634619406794,0.0234775065788701,0.0218159191356534,0.031081030593357,0.045774689696626,0.0371222653985049,0.0235877415460138,NA,NA,NA,"FEDm_102"
"FEDm_102_premeet",0.0318131941663591,0.0457034533160375,0.0294477339148952,0.0265566463570274,0.0554405513371911,0.0461133430295268,0.0233451414293992,0.0384847965382768,0.0374165618482013,0.0543856927213572,0.0355821185207692,0.0232750632738811,0.0334012162518377,0.0340052294445131,0.0232198918154182,0.061321005731911,0.0252771218097931,0.0348094877180742,0.0384248428095479,0.0265122446481203,0.0266055217578986,0.0411511665574604,0.0215150524942057,0.0233222543488765,0.0226646148528494,0.0240219221864378,0.0372876049502904,0.0274063506793576,0.0296035152768961,0.0218866602135901,"FEDm_102",NA,NA,NA
"FEDm_102_prepub",0.0511037963314524,0.0540230401723667,0.0389324157561223,0.0252525042189083,0.0485762697615334,0.0368415334721561,0.0209525313503092,0.0199225443364598,0.0281739678590443,0.042010480851258,0.0402582274517788,0.0206436553910463,0.0342399632908219,0.0308637028455153,0.02687411917104,0.04878370650949,0.0586866835059157,0.0163902216506019,0.0278705119529604,0.0213204315822944,0.0315571245704886,0.0330624085703384,0.023380912259213,0.0237865129528709,0.022847491622437,0.0282024495676459,0.040936486736229,0.0402218751754604,0.042736908924697,0.0215475221595441,NA,NA,"FEDm_102",NA
"FEDm_103_postmeet",0.0444326293200996,0.0242423259469855,0.0310259192653277,0.0271301861443228,0.0355233272120559,0.0626757831861391,0.0226788652933967,0.0247658676892624,0.0408981907296658,0.0477392301802303,0.0420470672787987,0.0285799948738517,0.0249186886908817,0.0248638950148317,0.0325391851762186,0.0484032965988124,0.0245938646877225,0.0242094120008706,0.0469101289536279,0.0277872327637973,0.0308744460213304,0.0406212319157898,0.0157603733149158,0.0370358260130511,0.0251843453442662,0.0185807397393002,0.0418473792821791,0.0406818130926246,0.034433068276194,0.0290156859934495,NA,"FEDm_103",NA,NA
"FEDm_103_postpub",0.0406677812643059,0.0252837862926057,0.0257042565653283,0.0258319193342644,0.0522562380300491,0.0716627952193203,0.0346961700145446,0.0394512035122974,0.0257026456466859,0.034534174269503,0.0420078826666177,0.0265061519820613,0.0301288499636809,0.0450803830160691,0.0287463125418201,0.0319319817404729,0.044068115269262,0.0247776117593641,0.0219340447090864,0.025660754001191,0.0360839232870389,0.0292483872236135,0.0283450226254674,0.0174957253855727,0.0255555200097401,0.0295372693193564,0.0506324565812086,0.0355212880999075,0.0294540468080067,0.021493302861558,NA,NA,NA,"FEDm_103"
"FEDm_103_premeet",0.0634143169348178,0.0325352901079782,0.0302684981264875,0.0321108584177078,0.0456003249670569,0.0436289104481185,0.0202712888895088,0.0227240642947709,0.0258541841089233,0.0600506868251672,0.0331644105005774,0.0214185812614713,0.0411622091855034,0.0350790113285071,0.0225660516094364,0.0486311148629984,0.0385963486476166,0.0276423315316562,0.0217932273671062,0.0206440217604778,0.0448624789587889,0.0372926273810472,0.0182684757414866,0.0244814085651339,0.02510496887668,0.0172754120736751,0.0516041686613779,0.0349739837652317,0.0380526164433975,0.0209281283572936,"FEDm_103",NA,NA,NA
"FEDm_103_prepub",0.0444578519007724,0.0306461965443585,0.0256158733472516,0.0353367608383105,0.0493360039578322,0.0626567348780223,0.02501923054414,0.0319487443864416,0.0353082674279733,0.0387218025348508,0.041811827691274,0.0231888896409131,0.0348265285233329,0.0263083275381411,0.0379012556458863,0.0390675457038074,0.0317835024284608,0.0345456302912533,0.0318560234598654,0.0224744991568884,0.0443438099527403,0.0332948518279222,0.0174934250707615,0.0233990250724922,0.0245936779536947,0.0224592527338619,0.0439421877155786,0.0329242306234294,0.0336535967816632,0.0210844458280802,NA,NA,"FEDm_103",NA
"FEDm_104_postmeet",0.048703148394474,0.0217397750028354,0.0389085230660429,0.0316879073467513,0.0585079946759544,0.0519511274361,0.0177611823103599,0.0298314819033411,0.0252302736672583,0.0262134688163682,0.0352629167121586,0.031888122054469,0.0353011848673865,0.0318371884234788,0.0364501451977222,0.0481172737149027,0.0258363925238795,0.0430500101724782,0.0234553352818815,0.0208713606042235,0.0401059592959147,0.042046080166984,0.0239161282618627,0.025980525787699,0.0307972294661173,0.0168968192965402,0.0391260184053605,0.0573332765703565,0.0193445422014434,0.021848608375656,NA,"FEDm_104",NA,NA
"FEDm_104_postpub",0.0470102338219184,0.0290075494485269,0.0406031212389474,0.0293731455741964,0.0619677805675955,0.0270522453554413,0.0305416029614942,0.0256417179740997,0.0308405318702945,0.0311037970990912,0.0335004593244224,0.0206903759835466,0.0290989898622662,0.0362869903962579,0.0328504480995567,0.0426711867297253,0.0567725598921217,0.0277720200789233,0.0228872316355327,0.0296376275157461,0.0266288355794795,0.0333750164426535,0.0312427275844687,0.0232636910521014,0.0239479510132808,0.0438943821867005,0.0441714081146258,0.0370394304280308,0.0262916139734078,0.0248353281955469,NA,NA,NA,"FEDm_104"
"FEDm_104_premeet",0.0577884338012755,0.0256011487216764,0.0394852492707343,0.0279894677162673,0.0570133310744806,0.0372803950187637,0.021216348127658,0.0363686181826671,0.0201025277284653,0.0368195273773864,0.030305785694872,0.0231716958219529,0.0236870812084033,0.030435657971595,0.0389217538853984,0.0417395739004834,0.0305553316000415,0.0238892377923501,0.0398581691921011,0.0356925881824299,0.0376619613009476,0.0284787164849124,0.0296327417932327,0.0297428385128111,0.0307881839590995,0.0192923223445263,0.0545654295203487,0.0316195468756351,0.0263179885703713,0.0339783483691129,"FEDm_104",NA,NA,NA
"FEDm_104_prepub",0.0253643356067136,0.0664359752362154,0.0520169770835324,0.0257060773245711,0.0556115987240313,0.0349967739377371,0.0272956585512768,0.0245672414494972,0.0330718819560515,0.0372468997419868,0.0420059980675803,0.0175045387344643,0.0372657788761655,0.0300950089134816,0.0161775976986276,0.0389524740384753,0.0234426890759547,0.0269985177956891,0.0364142949072824,0.0321464421069477,0.0266684143414679,0.0373771363645449,0.0180676994227008,0.040417743498272,0.0302737467058171,0.0338492071650091,0.0388661967769603,0.0336333436821397,0.0307229735618515,0.0268067786549552,NA,NA,"FEDm_104",NA
"FEDm_105_postmeet",0.05203400213185,0.0164835868597245,0.0241404350763297,0.0338313252682021,0.0558404241118195,0.0419125168435689,0.0211508882122203,0.0351847602220038,0.0311831975691559,0.0463391746004867,0.0427558393984765,0.0249979930076631,0.0274594186983916,0.0425859883469723,0.029708279922452,0.0413275634246167,0.0247287694093415,0.0252715520903337,0.0344448890172867,0.023838426909275,0.0400434499963597,0.036852723561416,0.0199118369592657,0.0426116431328984,0.0239182054750303,0.0300603147326846,0.0458637904813806,0.0391538500344575,0.0261599254616358,0.0202052290447011,NA,"FEDm_105",NA,NA
"FEDm_105_postpub",0.0427865474642601,0.0460511497431738,0.0383748510049226,0.0240930841709367,0.0417651166283768,0.0348844098458707,0.0201970003536667,0.0263523011419601,0.0450739069879349,0.0291935722649483,0.038338771073349,0.0242634478779524,0.0308765239478155,0.0280323893459359,0.0261479806618547,0.0483188769504988,0.0234722509091919,0.0356867871005523,0.0419193838513207,0.0231789745107869,0.0223372363654547,0.0241222588106582,0.0237812649053783,0.031690076777532,0.02721286754703,0.0239956998487234,0.0609313978567058,0.0505473404287436,0.0441869234128471,0.0221876082116179,NA,NA,NA,"FEDm_105"
"FEDm_105_premeet",0.0369253239843304,0.0243368638121287,0.0317961316844272,0.0335191747133758,0.0516571608770598,0.0342545924411728,0.0191794117117529,0.0239122486596242,0.0334306685446682,0.0472667808546995,0.0283700451459455,0.0202672192724783,0.0268913718825136,0.0281412738951046,0.0266109682497428,0.0297406160363176,0.0224415864705719,0.0450535691600475,0.0478017424853219,0.0309199476650207,0.0319759946032669,0.0368740596396676,0.0269796531070402,0.0310659195053436,0.0340980483941217,0.0240425894561621,0.0485736521763393,0.0536750650696252,0.0483323059818644,0.021866014520265,"FEDm_105",NA,NA,NA
"FEDm_105_prepub",0.0431617144678213,0.0156415714034928,0.0275952518739466,0.0242771382591034,0.0509859211592528,0.0430746973413973,0.0225274780129532,0.0271672210153049,0.0299197695111096,0.0399839989640825,0.0325451079696056,0.0237190709474751,0.0303383720305167,0.0343894138221896,0.0299679134471939,0.0417552797168953,0.0446503367065876,0.0407820825952364,0.0383248588657718,0.0303940514320988,0.0336560483390379,0.0297206406620408,0.0347774898632063,0.0214510806639013,0.0301642402853657,0.0282552339234577,0.0452031726510764,0.0468174296619562,0.0284714981138788,0.0302819162940437,NA,NA,"FEDm_105",NA
"FEDm_106_postmeet",0.0466434385934615,0.0231444180497857,0.0310043924444481,0.0362402095047978,0.0533842733379539,0.0299200350971546,0.026118481595543,0.0343869825593382,0.0253707727780465,0.0302469051057955,0.0354793151766731,0.0294612077019427,0.0312921941877272,0.0262837069952945,0.0300249042498538,0.0370272700721831,0.0245477110101571,0.0482963110729554,0.0390183332728838,0.0258855816247571,0.0373983962681018,0.0304880915422068,0.0353546119437465,0.0347794385489527,0.0344490930272945,0.0279996518404027,0.0489833986328693,0.0279576842147882,0.0333937216127894,0.0254194679380956,NA,"FEDm_106",NA,NA
"FEDm_106_postpub",0.0534211556220185,0.0357678208915348,0.0185848763174929,0.0281831402690756,0.0638676435705618,0.0316970262805747,0.0218606453204735,0.0321954148879795,0.0267869420339006,0.0404113042399995,0.0215861920776693,0.0281738972566981,0.0280532347858505,0.0312589602379616,0.0201402942999746,0.062154167831165,0.0208060560980536,0.0510184567698652,0.0219199881871555,0.0187897042223817,0.0418937188675389,0.0224260881009797,0.0214779336152224,0.0321515424358389,0.0235653369064868,0.0284777455692124,0.0417897123811872,0.0538522302841575,0.0436964033710857,0.033992367267904,NA,NA,NA,"FEDm_106"
"FEDm_106_premeet",0.0431548717143889,0.0373846850903692,0.0316341785711269,0.0346309521321872,0.0660015649819281,0.0377203148306186,0.0199857603177793,0.027137029803258,0.045209540767564,0.0354468806585953,0.032457784047317,0.0201319528118654,0.0358071570053005,0.0267690650215037,0.0392497703191335,0.0298576003530422,0.0213178228331332,0.0388743064016126,0.0348617407610387,0.0208603116404627,0.0440654608626903,0.0357638206777743,0.0261469990198637,0.018744696498653,0.0265452598755248,0.0209897266453806,0.0519998206817904,0.0345114828474319,0.0338033058143362,0.0289361370143298,"FEDm_106",NA,NA,NA
"FEDm_106_prepub",0.0282736024675358,0.0305002020204916,0.0256875225186128,0.0336797840967839,0.0551050236101932,0.0335566270077033,0.0234898126945043,0.0230948849920573,0.0389344226748602,0.057490297082473,0.0352162090544305,0.0197104606264114,0.0335486906043929,0.0454120873732399,0.041136717013134,0.0385661601928821,0.022089738979033,0.0258462770838865,0.0390857362691964,0.023999519874041,0.0354311041394896,0.0284550686808383,0.0160264691182205,0.0267399416516471,0.031503096314162,0.0216748590596297,0.0562728235686964,0.0297733361716011,0.0587795904812917,0.0209199345785603,NA,NA,"FEDm_106",NA
"FEDm_107_postmeet",0.0495040807449698,0.0193949266437952,0.0205614297316153,0.024607523224408,0.066117532791397,0.0354817382049777,0.0292647504306943,0.0239678673419886,0.0296682074418352,0.0338752245827883,0.039560141206963,0.0269697899611645,0.0341742514371591,0.0416707880790071,0.0351293505192021,0.0518457339488557,0.0252073951407879,0.0403357880789188,0.0388744201150837,0.0203232362108792,0.0274355325727166,0.0357608245422622,0.0288997814052562,0.0282543878390834,0.0202539439271878,0.0314842397167214,0.047310980391658,0.0381725367524238,0.0338067281148107,0.0220868689013896,NA,"FEDm_107",NA,NA
"FEDm_107_postpub",0.0499751831887076,0.0326342484344553,0.0333416338770432,0.0202196598895203,0.0522964933414035,0.0337392611418909,0.0155077335288408,0.0346407282298029,0.0276365803155944,0.0379031934076251,0.0337097570543127,0.0270514500253445,0.0302871145137379,0.0323232664241968,0.0203212828432298,0.0366004194097983,0.0408439401950167,0.0378717806478306,0.0321326641982161,0.0271057535777025,0.0413765128002792,0.0291459965137196,0.0278818599883538,0.0283957412436705,0.0386109832705084,0.0297739814765124,0.047009446462292,0.0336271688160304,0.0454329892952423,0.0226031758891215,NA,NA,NA,"FEDm_107"
"FEDm_107_premeet",0.0456559977500167,0.0453015726699209,0.0265424097182474,0.0265656174138297,0.0521651044503606,0.0463196303895768,0.0187455284508724,0.0249202786706956,0.0364311633810979,0.0360884031830954,0.0469474474614211,0.0164977100090899,0.0326229107175957,0.03513890501061,0.0239460046298447,0.0610397305507137,0.0298313465265937,0.0207600616173329,0.0277731026279468,0.0273672085388271,0.027673035904707,0.0309195124081054,0.0239869253230797,0.0386602635211097,0.0307609842555258,0.0201876570512392,0.0522324322392586,0.0362989532456524,0.0256182382237244,0.0330018640599088,"FEDm_107",NA,NA,NA
"FEDm_107_prepub",0.0396279105955311,0.0287797006651039,0.0405991257125047,0.0240955953477863,0.0573671771096299,0.0201000475517535,0.0146077539272387,0.0303672004615109,0.0265401416017992,0.0484760858750279,0.0350905468783713,0.0221585969380455,0.0226879245781197,0.0255518230610188,0.020372859303331,0.0702389831732376,0.0319501842306451,0.0288770549774543,0.0501230172520044,0.030714146046391,0.0446559627283284,0.0418435410354812,0.0254577879707853,0.0293308995936096,0.0319797663809353,0.02061692438437,0.05751598061216,0.0290582621704462,0.0294357558222574,0.0217792440151217,NA,NA,"FEDm_107",NA
"FEDm_108_postmeet",0.070276381828827,0.0309065970344142,0.0280965896034187,0.0216868809702584,0.061886679068721,0.0320629752719917,0.0279320101383139,0.0197562532033822,0.0240045056211963,0.0336503654922875,0.0266442626725936,0.0293227251748093,0.0290138504127814,0.034261875663118,0.0290899657591308,0.0375600666875609,0.0283363285799481,0.0336024235565158,0.0357315439997096,0.0257200762271502,0.0307410274522723,0.039486677544647,0.0293383810191034,0.0427820320196074,0.0351063650413478,0.0300751275453479,0.053361547600357,0.0267370495729991,0.033735636845298,0.0190937983928917,NA,"FEDm_108",NA,NA
"FEDm_108_postpub",0.0440145255610393,0.0609465412813961,0.0313572219889029,0.0216290365690973,0.0683587731592301,0.0446724132987751,0.0196188713153848,0.0309125511125776,0.0372751029992503,0.0469973832441342,0.0283463218839945,0.0221201275139473,0.0312111128800472,0.0276021069221975,0.0241120006626556,0.0369953301664422,0.0318730277917774,0.0336740828611094,0.0268359324510267,0.0277990579959562,0.0313842303681776,0.029436065694474,0.0183407166634392,0.024124539191974,0.0260383797335283,0.0254762067408846,0.0491607987403135,0.0399106927787124,0.0302098885754497,0.029566959854105,NA,NA,NA,"FEDm_108"
"FEDm_108_premeet",0.0533761853331507,0.0418840510961222,0.0233004717195024,0.0436978522104448,0.0651167127705493,0.0536032241567065,0.0240102740215369,0.0247288352605323,0.0352665526765681,0.0429127324423768,0.0413841835197961,0.0203873276981541,0.0302385842322341,0.0331342008522134,0.0316216371037351,0.0369747326823182,0.0492541070856768,0.0283597287581593,0.0328532779944854,0.0214090506102016,0.02946540134829,0.0278137585490439,0.0241455272642088,0.0164356314881597,0.0212397062384947,0.0153341831997055,0.0487920347173862,0.0367896032570274,0.0246057619634452,0.0218646697497745,"FEDm_108",NA,NA,NA
"FEDm_108_prepub",0.0387454246106709,0.0508690935433647,0.0222730888616371,0.0219880564905381,0.0519735380981954,0.0514981219181984,0.0173010021479044,0.0307348770762099,0.0318773251900392,0.0400324480323313,0.0249753466790424,0.0150747033613985,0.0310030710711739,0.0230713954193234,0.0307708083113837,0.0439052954708186,0.0341304920748385,0.0306400505057427,0.0376556505030249,0.0337677487244051,0.0307620747838722,0.0362179095754271,0.0249943090920754,0.0218954745217087,0.0256420284780819,0.0464881135442585,0.0411683024217584,0.0424519694491071,0.0278247291143188,0.0402675509291509,NA,NA,"FEDm_108",NA
"FEDm_109_postmeet",0.0562651302709857,0.03629994624285,0.026343025473021,0.0248293944711491,0.0491137796650931,0.0706323684477712,0.0142480376573985,0.0299080300085095,0.0351673967850717,0.0377197191037192,0.0414253329381279,0.0245308291129505,0.0416290888898888,0.020572001155871,0.0209130683880494,0.0417512558689617,0.0214313638110225,0.0335718726999187,0.0388472536819001,0.0248157320554834,0.0245555944469602,0.0350032856607792,0.0384439094450822,0.0260473532941291,0.0366048893969118,0.0174624232555551,0.0505680887185221,0.0310048348728357,0.0251462206707682,0.0251487735107133,NA,"FEDm_109",NA,NA
"FEDm_109_postpub",0.0428515582238487,0.031176683100719,0.0227416156720288,0.0297792040184016,0.0400475187385246,0.0434289274709629,0.0142266940654636,0.0289901226229993,0.0279516977910417,0.0419427149268493,0.0273124665336314,0.0210618310550672,0.0365694866699042,0.0296589318424873,0.0146237477628673,0.0295196608640515,0.0331397964866692,0.0323326477491411,0.0622857377581029,0.0401903652055445,0.0373443020153978,0.0246444142556875,0.0189108587150154,0.0599034573354484,0.0362675775509404,0.0255693635136116,0.0644294592589419,0.0271371583963887,0.0362573720129731,0.0197046283872892,NA,NA,NA,"FEDm_109"
