"meeting","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","subsequent_meeting","recent_meeting"
"FEDm_103_post",0.0306105694462706,0.0183837163836156,0.0298437211117961,0.0343440585995742,0.0372237519063168,0.0242939617221923,0.0264236142895337,0.0425251813258191,0.0384269480062264,0.023458966019754,0.0322202577903582,0.0251080868579459,0.0369730974169058,0.0316135522357779,0.0403772481334514,0.0195636278284033,0.0315549420535964,0.0513390877218542,0.0428015191501991,0.0292634092418384,0.0211484974051974,0.0303672207434478,0.0335866622165609,0.0420801370861249,0.089350046887475,0.0200022714122659,0.0355015502711473,0.0400022842174478,0.0218627646449154,0.0197492478739881,NA,"FEDm_103"
"FEDm_103_pre",0.0195002526585735,0.0167588764492972,0.0214058301033491,0.054668300795261,0.0524216480525426,0.0168881253811674,0.0330299088975722,0.0419752103810614,0.0471373439791429,0.0199917934496797,0.0386411315104141,0.0277581338415147,0.0193703070496695,0.0343919480441641,0.0385855993882303,0.0224331465757424,0.0300766163036031,0.0478282532945243,0.0381605777326794,0.0254383988815465,0.027759074936965,0.0398544726987886,0.0352899981881893,0.0611024566230657,0.0400690137026207,0.0223369825320622,0.0316243327625865,0.0468609887982436,0.0310779415687733,0.0175633354189697,"FEDm_103",NA
"FEDm_104_post",0.0418862958957264,0.0228703071110881,0.03163306521522,0.0378806322879982,0.0292593336622919,0.029035100625054,0.031991172485695,0.0452452369381594,0.0513372010548346,0.0239464881686182,0.0285939033615904,0.0232409212022025,0.0286029453727502,0.0344452210905371,0.0558773073981583,0.0272176531949412,0.0324650665362275,0.0633152567145663,0.0332188013915141,0.0313295814382491,0.0324290706455628,0.0300221476003248,0.0326836656248345,0.0456626105217385,0.0242626750829298,0.0259108746361933,0.0326376587930045,0.0262789090795949,0.025148744176407,0.0215721526939874,NA,"FEDm_104"
"FEDm_104_pre",0.0257003701735509,0.0235871980342432,0.0414330987914966,0.0355744020320019,0.0402067071373618,0.0193309769036603,0.0410148737492771,0.0538645557387482,0.0428175514548632,0.0269971996736876,0.0254221078816308,0.0383168474140543,0.0228777968852238,0.022308905132285,0.0320523105029773,0.0306563492124775,0.0226870954839337,0.0516753703048918,0.02986413230515,0.0364976147057691,0.0378668887826536,0.0287736467617369,0.0301170006769648,0.0548868560439303,0.0389942209706918,0.0293715490870063,0.0298121195788288,0.0374106606448496,0.0295672604383253,0.0203143334977285,"FEDm_104",NA
"FEDm_105_post",0.0233814360030701,0.0263628602466043,0.0255867748733773,0.0335100315382698,0.0300803814532752,0.021942616583359,0.0404597654390895,0.0557017308062962,0.0414635286076564,0.0223142102318711,0.035950716309328,0.0448797541709755,0.0169883001518874,0.0384470939989473,0.0293273500936012,0.0304352949353669,0.0474572547938006,0.0465102898098292,0.0445532206826586,0.0232789797116356,0.033145374855769,0.0317259850732049,0.0287322421395365,0.0418353761017058,0.0409975530896223,0.0349015022841291,0.0247501156627002,0.0378375714231762,0.0272943412725548,0.020148347656702,NA,"FEDm_105"
"FEDm_105_pre",0.0279677290774612,0.023081043423863,0.0307568666530442,0.0497544070478344,0.038035301839285,0.0205856101759593,0.0336823165441776,0.0468939907022436,0.0368523755643327,0.0202886255035287,0.0273566714328932,0.0462584957254806,0.0198434900588884,0.0402403965823912,0.0210055525554976,0.0316262933907902,0.0292036477989228,0.0542741073202737,0.0477896144352348,0.0296266055021635,0.042151561785854,0.0305565601819341,0.036684598674862,0.0384008218229733,0.0287388450709128,0.0185877625432127,0.0360062117312938,0.0417820642769227,0.0344231452325199,0.017545287345249,"FEDm_105",NA
"FEDm_106_post",0.0249719370470668,0.0230710774753152,0.0184842328013974,0.0403952681224254,0.0343379402093985,0.0208961707686666,0.0238067399486136,0.0442234630591428,0.0561980930106927,0.0317269284582648,0.0310062661557865,0.0300931736226235,0.0205785766314342,0.0422564655626022,0.027731348179816,0.0285844088420735,0.0229445683148666,0.0704560757575429,0.0537861991752366,0.0246922155974474,0.0477957685852621,0.020874919942955,0.0308518896842222,0.048265330292678,0.0285315327438789,0.0375606170718005,0.0385749689312347,0.0277494075669314,0.0271972753719559,0.0223571410686682,NA,"FEDm_106"
"FEDm_106_pre",0.0225089962095112,0.022362086784105,0.0374990645121629,0.0413208383943685,0.0427826470933187,0.0278848595315085,0.0314134169129483,0.0495330728872098,0.0268046432753168,0.0246685491309842,0.0379695359661264,0.0344391458846795,0.0253984949024605,0.0385532435108621,0.0221788462925374,0.0229984132786243,0.0394615115515535,0.0587508590104715,0.0288446966485761,0.0239044221614734,0.0417008229723746,0.0376202686645779,0.0431211743328364,0.0464732617667608,0.0325033588488024,0.0274584101153788,0.0315626327904181,0.0376131158183891,0.0267169769643921,0.0159526337872711,"FEDm_106",NA
"FEDm_107_post",0.0358394048397475,0.0296411802053202,0.0218539880599477,0.0382616740603156,0.0486386435357194,0.0257777435131812,0.0354686873453331,0.0420276520929827,0.0338601443697499,0.025743174716214,0.0350068055614237,0.0263131754328919,0.0158297998465797,0.0435695021377136,0.0376450130141343,0.0288460461506855,0.0235031553491269,0.0605183014262091,0.0267861952637588,0.0335835153452017,0.0426649121383605,0.0267974877471311,0.035075638811022,0.0507041023524681,0.0349410133872382,0.0222891734631621,0.0297885847338753,0.0381144646568209,0.0292129898398204,0.0216978306038648,NA,"FEDm_107"
"FEDm_107_pre",0.0200380790138456,0.0269136858190945,0.0280454592654271,0.0405042566884868,0.0297985962158474,0.0268943509650565,0.0262150966444033,0.0511574425234767,0.0587819359792118,0.0203708879411227,0.0296638973591246,0.0287035203202819,0.0203170194967815,0.0249661491539003,0.0291178214529746,0.0362433656983369,0.0303906903442176,0.0511971540795342,0.0431011459376841,0.0241922389998262,0.0220224191646964,0.0503650504538474,0.0342942038777494,0.0411037901008938,0.0475545091410687,0.0418577707060021,0.0263810178221144,0.0436737851715046,0.0315737192276305,0.0145609404358584,"FEDm_107",NA
"FEDm_108_post",0.0284521643376735,0.0278005289375913,0.026482534262263,0.0489428667877435,0.0240983764351017,0.0151190958397782,0.028964241467992,0.0477590739509719,0.0433546326777726,0.0244696508269853,0.0301770057805203,0.0255486974445484,0.0182184317343508,0.0270163454320161,0.0288881364015035,0.0243798649611086,0.0329717636865018,0.0751992588223652,0.0436743983202661,0.030803557144719,0.0312289668228064,0.0329547164814674,0.0296432204372457,0.0504599459371373,0.044990506670064,0.0482402546869122,0.0299961154735173,0.0369948524653355,0.0231280045478487,0.0200427912258928,NA,"FEDm_108"
"FEDm_108_pre",0.0204003179378029,0.0188390928716239,0.0311849646668964,0.0408640246124444,0.031734353363354,0.0213576069123848,0.0272343460703726,0.0505723059247594,0.0332683909488723,0.0204648593283678,0.0388664449003782,0.046668039271411,0.0217390563215959,0.0211877665151477,0.0459518548390605,0.0202867682642514,0.0374362076725681,0.0649758594227414,0.0336134259070665,0.0235823853950781,0.0292166071001083,0.0500729884577198,0.0298141760050734,0.0496379664340602,0.044091500029793,0.034552458549486,0.0309660842813671,0.0385401892000734,0.0257372398148884,0.0171427189812531,"FEDm_108",NA
"FEDm_109_post",0.0261544447433148,0.0287998312196079,0.0159263592049726,0.0438296009170887,0.034947301827622,0.0141365800516814,0.0229972002194735,0.0650383829413085,0.0315374587003919,0.0169931607347261,0.0340171939348072,0.0664523218397431,0.0152042164198351,0.0323780893387373,0.0329911543347964,0.0562527435961354,0.0309812237910883,0.0398405593088284,0.027729414908349,0.04117119206642,0.0329205749086943,0.0368819171287403,0.0269750284521534,0.0374137461644342,0.033281032375297,0.0316240502800255,0.035778187395776,0.040502084365088,0.0260214974637444,0.0212234513671194,NA,"FEDm_109"
"FEDm_109_pre",0.0329946558225654,0.0322206690823118,0.0204097214419885,0.0392155586981898,0.039338192834204,0.0187524822560366,0.0234064130136347,0.0525177321081124,0.034888668046722,0.0178597824426752,0.0312489327923255,0.0283628972064533,0.0145373904064805,0.0312156242897541,0.0275434739884438,0.0387942114748491,0.0335257259696529,0.0527820254064749,0.0526460921944971,0.0428351059719408,0.023720628784585,0.040718759534053,0.0274261742420441,0.0668153142038077,0.0434789368986308,0.0198693964269749,0.0362634000917939,0.035554343661124,0.0218818274993458,0.0191758632103284,"FEDm_109",NA
"FEDm_11_post",0.049296089347148,0.0211388983827984,0.0304010586900518,0.0344470830684891,0.0323568872144489,0.0415091022185128,0.0444591119541841,0.0509262724197129,0.0271308103448395,0.0172965592988269,0.0273187468408644,0.0282755052137631,0.0281620545460826,0.0458680289422114,0.0259075716507761,0.0280979732256291,0.028291780781888,0.0397278724451828,0.0295706991725367,0.0263373664049654,0.017462746177559,0.0333009312789559,0.0318167553021794,0.0476070413131988,0.0636627632743471,0.0238153922874439,0.0419303853098217,0.0397988038557132,0.0239288647480242,0.0201568442898446,NA,"FEDm_11"
"FEDm_11_pre",0.0319054972231713,0.0215271858646923,0.0309937124862983,0.0335078542339953,0.031924201578649,0.0393931723969437,0.0545866834525565,0.0487307380092009,0.0329024490765531,0.0249187666403941,0.0333637994588551,0.0242633117675652,0.0286162932918155,0.0322262281007647,0.0404008882753995,0.0220479804281023,0.0314245494512603,0.0520082574114215,0.0460254437137806,0.0244394256768211,0.0196389666835701,0.0271743514760905,0.0338350952117004,0.0606766941807542,0.0343368017263599,0.0252209430828845,0.0266133357488073,0.0343952530709377,0.0360056755750688,0.016896444705586,"FEDm_11",NA
"FEDm_110_post",0.0212245357057631,0.0227430817362823,0.0289444842937201,0.032583984832844,0.0246788729558108,0.0194705251841142,0.0380247534877519,0.0476678082558075,0.0393889802925386,0.0227812047718025,0.0342124894377896,0.0396340976657387,0.0121032597437591,0.0288135433715307,0.0345242082163142,0.0297555765527953,0.0454610757897685,0.0697191849538198,0.0487248173676954,0.0305511566218594,0.036211899302783,0.0296881462454861,0.0423374481788827,0.0450714247017972,0.0387773923586229,0.0281427242341495,0.0270050118321048,0.0348198523880617,0.0246509603555967,0.0222874991650096,NA,"FEDm_110"
"FEDm_110_pre",0.033670587782792,0.022789417624676,0.0203809970808016,0.0355359212411712,0.0296332974320426,0.0303955063112215,0.0240807573317356,0.048812364708406,0.040990429346526,0.0275755911561701,0.0313822494763594,0.0430343768837602,0.0227399776316097,0.044278727687869,0.0355163122881106,0.0270550618820564,0.0265066394356319,0.0514470048024752,0.0409446401031889,0.0283595657315132,0.0590689523211336,0.0325303658402717,0.033044210753129,0.0321766427377292,0.0380888350425338,0.0282662820475568,0.0340366040235901,0.0396992418633493,0.0188266952831298,0.0191327441494598,"FEDm_110",NA
"FEDm_111_post",0.0459385145443648,0.0295432669785188,0.0218013225954451,0.0456323383956559,0.0286138511196486,0.0159265047016442,0.0315047361397843,0.0436786471890106,0.0299803987806325,0.0239461819698286,0.0309149979714718,0.0252882155391577,0.0182887512454218,0.0341843785739505,0.0319152390637782,0.0297469711964276,0.0273782789982768,0.0550540895281852,0.0326714236849454,0.0269509533316906,0.0497741169842526,0.045355136788029,0.033139481815745,0.0344322143018257,0.0502904196373125,0.014643742088828,0.0441696674008146,0.0497181930748799,0.0268693828259448,0.0226485835345292,NA,"FEDm_111"
"FEDm_111_pre",0.0455716378404915,0.0191799690700002,0.029195582021926,0.0459093737689555,0.0362033967900234,0.0221337252980751,0.0282978280853247,0.0368228346634879,0.0307515317839267,0.0211288306994805,0.0368888969771866,0.0434239834659495,0.0249521825790884,0.0464036852972936,0.032539935296201,0.0251397535833327,0.0398546835049209,0.0693882797894899,0.0370479129182232,0.0241501528838968,0.0266356535622,0.026249694482147,0.0371487978269284,0.023576149486136,0.0492123481560781,0.025359037266841,0.0338652681355117,0.0467225919520446,0.019246342469933,0.0169999403449058,"FEDm_111",NA
"FEDm_112_post",0.0265124759925921,0.028164227938945,0.0428284030795803,0.0401678323350226,0.0282480369427498,0.03088610903108,0.0266977842770031,0.0579787791200769,0.0268310745815358,0.0214586437322199,0.0303290472322656,0.0556892599008717,0.0275726933556169,0.0331189624633235,0.0477653039247795,0.0276878474071917,0.0302313541547094,0.0390711335915237,0.0353114041998944,0.031814954926404,0.0334110399138901,0.0380789543958474,0.0323020075193921,0.0332945870402935,0.0334852693202154,0.0344680469124194,0.030694107125571,0.0331126442257558,0.0241207286089763,0.0186672867502531,NA,"FEDm_112"
"FEDm_112_pre",0.0255107861162694,0.0245053849918141,0.02870592903948,0.0408328556209084,0.0349543056706693,0.0365943596303842,0.0251151077889535,0.059986531866772,0.0307831832434421,0.0301023972126623,0.035841329200439,0.0517185769471873,0.0259722802153678,0.022462910703079,0.0310512589674205,0.0389538706724297,0.0285841541054958,0.0447182835680696,0.0291771246575003,0.0306745039635859,0.0345205056249941,0.0233362228284488,0.0358306818647197,0.0484151248788751,0.0359450729438394,0.0394771040440043,0.0303376758370703,0.0350965801410927,0.020703989548883,0.0200919081061422,"FEDm_112",NA
"FEDm_113_post",0.0215118697204057,0.015819692699666,0.0237988952586759,0.0412027711467741,0.0350572225424478,0.0291930142097569,0.0302759211207063,0.0298757205759082,0.0321193732191384,0.032111159303961,0.048332881296914,0.0505046777914688,0.0224722654667032,0.0250814018561013,0.0446307895941249,0.0221005347143139,0.0392538296474034,0.0592556521839692,0.0329541750581438,0.0258832276462457,0.0247173303321374,0.0400411359616909,0.0373097153967026,0.0317574252899582,0.0484472915868899,0.0426325425380206,0.0290059470781784,0.0445392140007524,0.0211456031244368,0.0189687196384042,NA,"FEDm_113"
"FEDm_113_pre",0.0285861197614056,0.0220758905499806,0.0428552038447009,0.0423241313304844,0.0355198149639334,0.0168633799322905,0.0253026731414276,0.0516727818267527,0.0280291888530066,0.0191754338675022,0.025455087321339,0.0453352437353328,0.0167118276284456,0.0273452925596607,0.0309158023561287,0.0337902551504282,0.0335506322092069,0.06594514421199,0.0414471795386162,0.0319310505906706,0.0378030421187406,0.038618732604519,0.0352403488964078,0.0360564326714716,0.0438456873140152,0.026528659245657,0.0348206261550047,0.0365353775311183,0.0267260179114907,0.0189929421782718,"FEDm_113",NA
"FEDm_114_post",0.025498477401691,0.0231241468801113,0.0275248397896455,0.0287907263993141,0.0323992141447072,0.0301231396757182,0.0237880994592345,0.0480400428164189,0.0316997862296998,0.0309027244294751,0.0287455140653256,0.0524692300389706,0.0226065994715221,0.0257480376427136,0.0254226889298393,0.0291847955742077,0.0299423774946056,0.0535425022148883,0.043067688709346,0.0287797127907546,0.0338643217781739,0.0474376656403607,0.0420010763716919,0.0348390414300886,0.0500849431038157,0.0502454670370651,0.0287178598601711,0.0324411394995203,0.0207588963396732,0.0182092447812506,NA,"FEDm_114"
"FEDm_114_pre",0.0301222519629346,0.020077558352733,0.0354682867537374,0.0327000357306339,0.0264276657414183,0.0255451464194825,0.0227087114413197,0.0381353579137096,0.0341500575999421,0.0227481121009555,0.0340036663565895,0.0319362534720968,0.0160740297748762,0.038984760290297,0.046590553000258,0.026745768335287,0.0274598788067356,0.0557659770320754,0.0420475650596328,0.0234727591589833,0.0401706769370123,0.0442805545731105,0.0389694331623246,0.0364981255302304,0.0455072246540991,0.0529904426985721,0.031573671476483,0.0321977907448781,0.0276919743352934,0.0189557105842981,"FEDm_114",NA
"FEDm_115_post",0.0176297606166113,0.0347029273887013,0.0344196446696147,0.0244299502703415,0.0339271909058296,0.0193415484527308,0.0260257662604199,0.0716060616084939,0.0293776560753812,0.0171500429746231,0.0328363404588368,0.0814543438832373,0.0131722104097467,0.0251579102652812,0.0261667749902761,0.0321739347106439,0.0377750041024172,0.0765432333765168,0.0255101970386701,0.0344729277052851,0.044886035790596,0.029919587785002,0.029199321487512,0.0213175050066791,0.0452167544515002,0.020182669049977,0.0345723961666412,0.0367037547864864,0.0261602021927847,0.0179683471191628,NA,"FEDm_115"
"FEDm_115_pre",0.0206426946911936,0.0284144968408501,0.0368212230325847,0.0367383770889304,0.0346464268898798,0.0169487612257567,0.0234318007657622,0.0602301056275955,0.0224016542806949,0.0197600569591605,0.0294722089325736,0.0395709163641424,0.0213901367766842,0.0332170170787444,0.0230798550425386,0.0354968281702163,0.0469890555825705,0.0600040450820802,0.0361248242011092,0.0332776621431387,0.0334523774202898,0.0211482062129788,0.0404959442584545,0.0383827771633457,0.0538819761772924,0.0469357730043769,0.0267219417791273,0.0385296759134393,0.0247901222882207,0.017003059006268,"FEDm_115",NA
"FEDm_116_post",0.0230307969814005,0.0305546526701586,0.0300969647057412,0.0310558319601371,0.0362530897874637,0.0277869986894785,0.0321913506026547,0.0523405069023595,0.0410565403207877,0.0289022824001776,0.0336191016553968,0.0218716306067085,0.0184664307552298,0.0224772172857967,0.0446757731790987,0.0227334618189319,0.0227130881476372,0.0597560517549003,0.0430654219546291,0.0349359726484367,0.0401433080129926,0.029782315506798,0.0325047861757445,0.0430334156230481,0.0448331428597978,0.0448998457098788,0.0314947514303067,0.0280595796869746,0.0275302778227292,0.0201354123446049,NA,"FEDm_116"
"FEDm_116_pre",0.0266916887639878,0.022699660280939,0.0304791646467333,0.0244870538813002,0.0252462500703103,0.0181615784593989,0.0280937924443863,0.0633656628453735,0.0288017524100889,0.0289886785835723,0.0339808337384203,0.0381816079767793,0.0254527320063574,0.0296639806320655,0.0409881613219387,0.0236980473550487,0.0338603407498121,0.0579801855941821,0.043559277451889,0.0285195353281821,0.0239313951650798,0.0546296973055279,0.0392681296797381,0.0482324947909389,0.0418479736440121,0.0219539646245562,0.0351626122593173,0.0422981737709113,0.0197795290473974,0.0199960451717555,"FEDm_116",NA
"FEDm_117_post",0.020606895422305,0.0208689413383546,0.0215900107360954,0.0334833059753462,0.0332144468899875,0.0205870412290813,0.0237016834718973,0.0390133133829996,0.0210869039169235,0.0516780855032745,0.0346780201841056,0.0390380236630786,0.0231938483164328,0.0280588986841616,0.0421537285004356,0.0271177995472214,0.0282881412811851,0.0592884505411334,0.0212678602458457,0.028352441159066,0.0263414167528917,0.0445746358417045,0.033944753515814,0.0388178311261868,0.0565593189185052,0.0718908362738888,0.0354668006863132,0.0313396334297309,0.0229550033317588,0.0208419301342756,NA,"FEDm_117"
"FEDm_117_pre",0.0200355479429703,0.0239614181198558,0.0211065912548783,0.044900739584081,0.0254427031239562,0.0154654207881613,0.0424693056564252,0.0506973369114542,0.0275104558899277,0.0323652386540157,0.0343411627999975,0.0328093030876681,0.0140760537654242,0.0196270935833646,0.0428337797890926,0.031548893463925,0.0368356495579778,0.0306690086581917,0.030183101364338,0.0296689298073701,0.0193700982720094,0.0377835843184269,0.0361139187155822,0.0339026525678849,0.0420726840266154,0.0878614190435359,0.0330642017642755,0.0528061696646251,0.0314976074069149,0.0189799304170548,"FEDm_117",NA
"FEDm_118_post",0.0306115556680197,0.0258811394517294,0.0267949916743666,0.0403603612061777,0.0359157074326936,0.0291169267661015,0.0243860839214701,0.0422417196317498,0.0257598783630779,0.0360133616186583,0.037460169884338,0.0365975403155207,0.0201174285061739,0.0199103770714407,0.0381894645989007,0.0174291943362172,0.0248935027169771,0.0537931586976199,0.0371137863859504,0.0408083894109354,0.024720983134167,0.0315333143447799,0.042432840442134,0.0303842598088514,0.0284231029327263,0.0829421411686041,0.0308517682000115,0.0349565865562033,0.0286731258532051,0.0216871399011984,NA,"FEDm_118"
"FEDm_118_pre",0.0161586160962642,0.0193831653345084,0.0363095187738658,0.0394712759453337,0.0259884812631741,0.0314748585816062,0.0270114962391327,0.0478016296375435,0.0351099204474018,0.0570430141209618,0.0311513776632919,0.031636963533136,0.0219848840043656,0.0184641878170721,0.0358451406271398,0.02731618190123,0.0261532097517161,0.0591827076775329,0.0379051650501132,0.0393981758369075,0.0207575737733647,0.0377911165464707,0.0304212867684574,0.0561196090976764,0.0195709195033441,0.0724066677807709,0.0309016554647636,0.0301077072587297,0.0208298027515353,0.01630369075259,"FEDm_118",NA
"FEDm_119_post",0.0300785245918056,0.0197338595813198,0.0276389070710482,0.0413086990724957,0.0218337365696574,0.0300326697204124,0.0244529076740751,0.0391053754933665,0.0304198744452138,0.0408137229057402,0.0398918425267088,0.0452538745114508,0.0248067620554016,0.0415264967068096,0.0461876756422236,0.0291384229378582,0.0306595446524867,0.048534618752492,0.0319743193833124,0.0322863428332019,0.0379638101911747,0.0302039695955897,0.0340871542280311,0.0271400153541573,0.0229110843227795,0.0478529775029941,0.0315448935406544,0.0381488065785941,0.0354640516359953,0.0190050599229494,NA,"FEDm_119"
"FEDm_119_pre",0.0175430534847636,0.0210998667944403,0.0165805065936596,0.0386996535702463,0.0253684982425783,0.0206221376379934,0.0255054934434425,0.0368239855811873,0.0354762061237792,0.0473646887206921,0.0270627806394689,0.0193065921265969,0.0152092006481068,0.0420284272007123,0.05629805097951,0.0177821372304749,0.019313075780039,0.060411222417814,0.0554987100960396,0.0357224864759385,0.0278821886871398,0.05373703826948,0.0352537773446377,0.0429008531445296,0.0350037120233051,0.0643347649743666,0.0294020543705181,0.0323177630678403,0.0283742293297514,0.0170768450009481,"FEDm_119",NA
"FEDm_12_post",0.0425322138174103,0.0205339659158748,0.0238754532412757,0.037581225158062,0.0294509140245904,0.0480813934760886,0.0501484886279781,0.0413549337930328,0.0274005816636559,0.0232812707018804,0.0300591591101508,0.0257249437636254,0.0192418080923749,0.0504251381021066,0.0346089256881896,0.0229967349701316,0.0300527638574021,0.0566650638289897,0.0306368302045169,0.0270026995463529,0.0261436025300884,0.0224345263229738,0.0261313711043018,0.0396494486466222,0.0482763198349534,0.0264057917745293,0.0350418016793443,0.050089197119435,0.0354853891622635,0.018688044241799,NA,"FEDm_12"
