"meeting_id","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30"
"FEDm_1",0.0325901238153334,0.0284722054694427,0.0226939186532743,0.0220246927609858,0.0240402303267283,0.0212808467492383,0.0200603397113423,0.0169417793066688,0.0175907092812098,0.0222052312832119,0.0184335498004164,0.17396354563111,0.0196682853739303,0.0220957890492458,0.0271642634152269,0.0376024130500422,0.0257618700210932,0.0185600694388136,0.0188047028662684,0.0229890661764694,0.0218564804677488,0.0203921685750654,0.0337723816923608,0.0304296309941101,0.162165995060383,0.0180518604711034,0.0287389639741916,0.0227607573773912,0.0195599045794964,0.0293282246280967
"FEDm_10",0.0347949964017576,0.02779215889794,0.0239809467806755,0.0224481734538663,0.0261492308640574,0.0222964203356859,0.0202790111852328,0.0213290462837342,0.0185758732555636,0.0269296054625896,0.0167638576961964,0.192442832419124,0.0218086933356354,0.0283889418152609,0.0213145444054257,0.0480426649368221,0.0285004607422538,0.020976430059804,0.0194576586179518,0.0284455757786761,0.0200102561583641,0.022823873040292,0.0296419756405111,0.0249960338989305,0.120798228399165,0.0200377615151229,0.0264311052761018,0.0221682974933372,0.0211789082997074,0.021196437550215
"FEDm_100",0.0321629649336205,0.0309963829010473,0.0371105138252236,0.0227328816057756,0.0278881510215704,0.0228012262562859,0.0205493071170089,0.0194644845843534,0.0215095159164642,0.0227177135552352,0.0195472125171108,0.151223047804673,0.0211233751774513,0.0241653803894706,0.0277321453430836,0.0683421101903319,0.0318636582909523,0.0211098872337931,0.0213408866007191,0.02619485966212,0.0214320751785385,0.0198789440907629,0.0262779222627899,0.0347517213154702,0.111122598386177,0.0191570113312232,0.0259313000688363,0.0258087245971285,0.0221572611505994,0.022906736692184
"FEDm_101",0.0388747659400736,0.0300781491455627,0.0285941827601487,0.022898559985391,0.0216383303033497,0.0223197532258894,0.0204344854371944,0.0210941989508741,0.0198264535887969,0.0224652962760168,0.021260189335954,0.144384271511805,0.0248090297809197,0.02420382279835,0.0274882595983872,0.0539800773472098,0.0266503665833812,0.0217710119095471,0.0241611711860875,0.0268085761158406,0.0240385571208269,0.021113590983339,0.0274752136133076,0.0348991868606782,0.125563451785418,0.0213686969847968,0.0308920986901503,0.0271246450861663,0.0208191047986165,0.0229645022959205
"FEDm_102",0.0357885971976467,0.0268067382727247,0.028817513726087,0.0217946134043754,0.0243308953911493,0.0218136508571338,0.019533860002787,0.0264000599555523,0.0234426992282554,0.0222728132588066,0.0223957314054157,0.133503361532439,0.0255489829557297,0.0248256356510946,0.0292132609748342,0.0832508559985937,0.0259578488353447,0.0198148202422242,0.0224259812832604,0.0272878470431863,0.0236452323655137,0.0209019946204848,0.0254893083320277,0.0310059543313663,0.111650662982382,0.0226695352652706,0.0283671877674288,0.0232356276119268,0.0244218229548508,0.0233869065521078
"FEDm_103",0.0291677477461332,0.0305186297967358,0.0244569496878984,0.0217684988014716,0.0230662999244724,0.0230031325155382,0.0190290246607409,0.0300334372644094,0.0236806587511913,0.0236885305338921,0.021709310347461,0.14357136996441,0.0214749430874518,0.0262132945963185,0.021243176099357,0.0940897180128051,0.0239422512103046,0.0168855823819992,0.0218035954229043,0.0233018692542795,0.0216091282417929,0.0238689120844855,0.0286338123390362,0.0253898215257022,0.113807760622485,0.0192296151653203,0.0367877396706051,0.0207921176889573,0.0231742683737916,0.0240588042280501
"FEDm_104",0.0263031629213109,0.0337844035086206,0.0235696428618286,0.0217958685790368,0.0223268947808532,0.0204981230604157,0.0202115966625056,0.019951884036084,0.0197148843728656,0.0199177345802089,0.0180157887615711,0.148045406625698,0.0218783534941217,0.0305625213510007,0.0224787369585232,0.0802134332318307,0.0251420136002699,0.0208180789401176,0.0182846053044413,0.034289330922318,0.0248201143893862,0.0232328056670453,0.0266338251010413,0.0264098041902948,0.136499092833704,0.0189279666451992,0.0268391936535313,0.0261796127736618,0.0192965684459268,0.0233585517465875
"FEDm_105",0.0373986219223377,0.0324371748817195,0.0299664973576431,0.0240590977455018,0.0238640317619169,0.0224017438706896,0.0186506409207794,0.021462040403356,0.0187589107381038,0.0213632527391266,0.0217300758929628,0.111149601649391,0.0271337642531329,0.0290762876336597,0.0254725019883889,0.0735174194714791,0.0286684682026767,0.0234303776293459,0.0203593539553649,0.0227697791081811,0.02194621956723,0.0201690538901771,0.027267030061371,0.0259329158065529,0.139899399535404,0.0200408167336764,0.0368860290437412,0.0218060460099147,0.0253659182485976,0.0270169289775779
"FEDm_106",0.0342596048557012,0.0358948320446272,0.0286278642662678,0.0249025239587976,0.0255202591848461,0.0206065248174219,0.0202437967809324,0.0212625061099797,0.0199082503219475,0.0213339309903967,0.021153782090618,0.130614606981622,0.0251101549364275,0.0262733887357577,0.0219030217310319,0.068929745701383,0.0233904108407011,0.0211454090158213,0.0213411027567005,0.0272801533120721,0.0217389044529057,0.0219611147904204,0.0265661089469866,0.0268578672104611,0.139511773058936,0.0209525094969024,0.0312996683636103,0.0259060219329985,0.0219311718618666,0.0235729904518599
"FEDm_107",0.0354863053652315,0.0332816636648367,0.0253258970766076,0.018680567271439,0.0264543747344804,0.0221309508307387,0.0191980130374942,0.0200387333464853,0.020617237313159,0.0219121768168949,0.0223358944941802,0.120923938727758,0.0226433606959743,0.0260212123030284,0.0293096505380366,0.0757898383447882,0.0253844225098412,0.0197154173605558,0.0220436562191582,0.0231603025028054,0.0217102032269597,0.0185026933078357,0.0287942303072584,0.0250115933370776,0.16581576242525,0.0200840897963124,0.0279401577717157,0.0228293447222507,0.0194817284717909,0.0193765834800554
