"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent"
"1996-04-01",0.0413872722704291,0.0675896911185261,0.0328293567243283,0.0565702340979567,0.0619717867805734,0.103480047700191,0.0446162504961477,0.0326116047559917,0.0537019158249244,0.0370990707959884,0.0425542423784808,0.0387418578205913,0.0610089228344977,0.044661353259286,0.0600534795177518,0.0454162709337003,0.0477519620597833,0.0926107947525703,0.0353438858782819,0.00748066874573918,0.00723883816304439,0.00534887731186853,0.00595428750668826,-0.00370335602491609,0.00015416173537151,0.00381062335088061,0.00343604617416034,0.00600462312307611,0.00379460499970282,0.000725346435926205,0.00449874983284176,-0.00222232542691455,0.00193398191919368,0.00978455271214436,0.00842060173016517,0.000932208482542255,5.075654931167e-05,0.00391392326074729
"1996-07-01",0.0414285543537444,0.0812714711844241,0.0349979725242429,0.0504846737750445,0.0660859281409531,0.0597400816691027,0.0415078067539897,0.0386654097308391,0.0681517976077563,0.0480541523346846,0.0511607888993952,0.044134324387818,0.0516643823187944,0.0465826405579782,0.0460536676504137,0.0422821484774122,0.0613761561005915,0.0620116899671697,0.064346353565646,-0.00507824629868262,-0.0153013660368964,-0.00835489866259794,-0.00538943198553492,-0.0171714295341112,-0.00641761016530529,-0.00478851209895842,-0.00942969469575279,-0.00690544422529665,-0.00837728543220757,-0.00768364601363822,-0.00922315635348673,-0.00575180039425552,-0.00520841011912039,-0.00597532335554461,-0.00517540643132243,-0.0106291394810857,-0.00833999570555056,-0.0113946026749034
"1996-10-01",0.0447377685363255,0.0560108007076428,0.0378231136677838,0.0632134280060893,0.0600154820965314,0.0821967037583657,0.0483278510639032,0.03876398291422,0.0592376428245783,0.0435588040413447,0.0495499675806353,0.0435451140198512,0.0516521972179128,0.0536363602329682,0.0540061392781824,0.0430751510415649,0.0488919798036478,0.0800663256532541,0.0416911875551987,0.00544046687463249,0.00791184329121113,0.00334212094417855,0.00315020049231744,0.00137982615865626,0.00285029953488363,0.00298475744179826,0.00361770264266563,0.00187726549743467,0.00456726513606628,0.00120815482368954,0.00482117631452112,0.00227128863482166,0.00380933515719067,0.00829067717812221,0.00535573962429011,0.00245818891706616,0.0115864532155818,0.00346742671210514
"1997-01-01",0.0427621514437419,0.0623439013382838,0.0368427757723344,0.0536577475871752,0.0647658119440568,0.08257786029252,0.0448706973221339,0.0360045192286419,0.0597015626195664,0.0420762427986859,0.0475032833853622,0.0425639767831678,0.0546691007709576,0.0489275743679956,0.0496625897284655,0.0443743818022287,0.0493431199250797,0.0911819309753478,0.0461707719142548,0.00256370662743206,0.00167055550741788,-0.00191580452631206,0.000835590243134169,-0.00593751485041779,0.00260478432017795,-0.00137160936374377,-0.00132114348956639,-0.00115824250276221,-0.00584759525064813,-0.00226778834576167,0.000527793342108208,-0.00149566572820351,-0.00143354602142179,0.00426597170690881,-0.00215754903944823,-0.00567567767641549,-0.00455540064296966,-0.00626307313061438
"1997-04-01",0.0450630971833162,0.0605345709912957,0.0373212619704498,0.0557251336286177,0.0672058196076655,0.0785878926777396,0.0449753030649912,0.0357585640579025,0.0610722842420819,0.0462604737654141,0.0503659590071456,0.0445208238930484,0.0531536459758651,0.0479478011435448,0.0544144810160478,0.0397234819631995,0.0569344433196025,0.0751541447400912,0.0452808177519809,0.00472370078838324,0.00321728139329165,0.00276308659114898,0.00615012708984243,0.00327467731666679,0.00485392277552252,0.00331909526460397,0.00225873577715906,0.00318215857932655,0.00117772724341068,0.00163894078695419,0.00293975976621331,0.00299901661719648,0.00552003048750613,0.00967291642495506,0.00263666587293163,0.00110454205458036,0.00394040066868626,0.000599653188281963
"1997-07-01",0.0454644586846674,0.0785088723983742,0.0401059062644798,0.0612080981031779,0.0702748108707497,0.0677329254765113,0.044430413334584,0.0381776875565657,0.0587460362587914,0.0452766018914156,0.0485748053675242,0.0499250637060894,0.0439492649120176,0.0451959395594405,0.0485037466978277,0.0402261856537358,0.059188668564327,0.0641493750171251,0.0503611396825957,0.00541912410188806,0.0113725622801752,0.00422138722294314,0.0089496563207215,0.000353936545487404,0.00805336019822398,0.00548447199008565,0.00353451525080969,0.0093769913960834,0.0033952597644543,0.00539017059102645,0.00477377071053999,0.00453809894911605,0.00531368327129843,0.0103743326701056,0.00378554798742444,-9.88168633318965e-06,0.0073020986623075,0.00121128295347272
"1997-10-01",0.0533739418080072,0.0591428298288137,0.0382245490250439,0.0663011265804145,0.0586937781426347,0.0724876341734038,0.0429563487619286,0.0354993440292999,0.0545252630520016,0.0462903660702153,0.0476185203862731,0.046061054031878,0.0531127593519466,0.0483939158841005,0.0591831528932261,0.0549013466031085,0.0483882500783337,0.0678779251994178,0.0469678940999526,0.0113813419220111,0.0107586127233961,0.00686732580024243,0.0146887793557054,0.00852912605536696,0.0119388361570777,0.00561890857569088,0.00572557818730226,0.00772165650664641,0.00940275794326752,0.00568962607460572,0.00905789461325314,0.00472756821460283,0.00771444182700472,0.0127522200143914,0.00584665061521168,0.00561739027913606,0.0107782207462698,0.00922127260665371
"1998-01-01",0.045484855503949,0.0643278471916107,0.038568115966677,0.0600636442141149,0.062411993154403,0.0671628052695835,0.0459265586267183,0.0377472228154002,0.0631231881500347,0.0428978389718894,0.0494152181918974,0.0468981746435179,0.054512575532879,0.0470042106727651,0.0501362562978202,0.0467157155372981,0.0539149341278386,0.075889447456329,0.0477993976752739,-0.000805208293588246,-0.00131268967312849,-0.00168516446952217,-0.00113018712492684,-0.00851051820172071,-0.00566249592320251,-0.00252075408811871,-0.00123952010111643,-0.00375974732764611,-0.00317383945020291,-0.00177680981806839,-0.00301217698401888,-0.0058180632615304,-0.00378050999748095,-0.000806654724096147,-0.00602816163868381,-0.00660385928795224,-0.00266041541994336,-0.00344702189920564
"1998-04-01",0.04781851060765,0.0661687848726792,0.0382329759351398,0.0567173071887398,0.0601878668691856,0.0721322497694994,0.0478987803411907,0.0384987505410175,0.0656063775488603,0.0428717115941155,0.0514559347266119,0.0438147770746723,0.0563595615090562,0.0442907050845991,0.0511037818912872,0.0467192592302808,0.0550527325249992,0.0708987579313543,0.0441711747590614,0.00147154720508392,0.00362096203111805,-0.00019956124200367,0.00245330665860799,-0.00422319764625751,-0.00300524600843933,-0.000544651330712211,0.00080546737520079,-0.003118236201598,-0.00151516285679935,-0.000888315376456919,0.000908535023147348,-0.00805974135575155,-0.00168642129735166,0.00369049768996312,-0.00497891042273632,-0.00332530070025259,-0.000674840452746869,-0.00185779919639382
"1998-07-01",0.0413721586519897,0.0542506508183657,0.0386654290337018,0.060098225944306,0.0658592943815755,0.0710196514727522,0.0439112208640505,0.0386372469332812,0.061816338170978,0.0471878329650036,0.0470718513496061,0.0524039356152186,0.0536125685421609,0.045379685520535,0.0554759233696978,0.0518490945824077,0.055962120097484,0.0652513445443015,0.0501754271425844,-0.000177829906640033,0.000668697540733379,0.000278376717767594,0.00362431197898853,-0.00205423076626684,-0.00269662873338553,0.00131190032879087,-0.00103325839300687,-0.00236962052292894,0.000814740742864825,-0.00247897809595806,0.00230871363944347,-0.0049915303764391,7.36085852929592e-05,0.00302494743143186,-0.000658940779090176,-0.00227260843671497,0.00066884109593277,6.63756730537009e-05
