"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent"
"1993-01-01",291.628834355828,0.0563808292024594,0.0207058189929331,0.0503921375080219,0.0407318963264547,0.0207069081553129,0.0265307920899406,0.0369078758238022,0.0471738163242048,0.0346655640036365,0.0382335058950553,0.0519575053679695,0.0399437817521396,0.0257518703526829,0.0477575598216864,0.0781585866888861,0.0256220748129104,0.0549759730362829,0.0367585452909827,0.0231500193573364,0.0310538036655456,0.0405624646589271,0.0496282799107693,0.0339434029837808,0.0181914316074138,0.0389142842065381,0.0312012721643269,-0.00345205366664575,0.00329465021714627,0.0172760730909553,0.00763556291801156,0.003756379145879,0.00783181691220985,-0.0041311631288329,0.0161001908334514,0.00565559494987974,0.00593014533828708,0.0175998991672311,0.00731727163183244,0.0115941523716182,-0.00530730849363116,-0.0106289555951161,0.00450928189986088,0.00790518128321439,-0.00757642104286487,0.00477636418781923,0.0024370195557826,-0.00225798627270624,-0.009960057092354,0.010689616806043,0.00338147267640993,0.00882905738117761,0.00495320341179521
"1993-04-01",284.365296803653,0.0612429057917215,0.0197248378123696,0.0606069656613777,0.0414337747385832,0.0207528925821847,0.0289532117598992,0.0383395128944522,0.0513679760147164,0.0376727586502708,0.0427818682123617,0.0447477205243949,0.0431163195035776,0.0227314616696081,0.0406338578758201,0.0621350218179036,0.0218758766224074,0.0498630802958079,0.0357771989466071,0.0307366507018333,0.030627361626433,0.0388447761920925,0.0517019495625152,0.0388652387665968,0.0176615995135196,0.0359119447280746,0.0318932375348714,-0.0156513053099553,-0.000141549571243563,0.00754276202813994,-0.000816705545506879,-0.000406286685027301,0.00487445055816307,-0.000462927728896688,0.0200022788890907,-0.00205943614154981,0.00345234264518703,0.00813864710854202,-0.00574837397113222,0.00556947927448157,-0.00311757899364989,-0.0115209029496927,0.00475184396733559,0.000188967984360271,-0.0040508071958477,0.00472487545720332,0.0017462479471437,0.00229149448555452,-0.0141416952074755,0.00661764550496406,0.000852327630612017,0.00231182707850456,-0.000508303601322972
"1993-07-01",287.547134935305,0.0628473947809402,0.0205935469036062,0.0519783887125864,0.0377578360954984,0.0206221276482628,0.0302415491680028,0.0370540402915214,0.0450955323021478,0.0382280755194533,0.0369278221841173,0.0474515660662741,0.0500199181864689,0.0248384413027961,0.0425956916917758,0.0754440433973393,0.0236309984949407,0.0515185233716755,0.0349725899186245,0.0272018116974488,0.0272002364550805,0.0496638167705665,0.0388671329486045,0.0338807153825103,0.0186672927965549,0.0404240666250112,0.0322768412881919,-0.00162165359156956,0.00219714789404273,0.0136156014948388,0.00639130079599948,0.00262754917636032,0.0101682745299308,0.00329372717050572,0.0157805576599927,0.00419235306884044,0.00290970151013873,0.0145126974625786,0.0102038073247864,0.0075980557074801,0.00138707029449482,-0.00666640458022669,0.00466599407031914,0.00648364853628801,0.00016636300396549,0.00475595923894472,0.00369430302031534,0.00271082933464856,-0.00180163812705308,0.00987510081173153,0.00406661025185979,0.00753580738096127,0.000940418389569255
"1993-10-01",305.452574525745,0.0598671105242864,0.0196317101051722,0.056206359678517,0.044699166038824,0.0196246288625686,0.031888318328091,0.0336857660521434,0.0375566791114807,0.0354656774439771,0.0444132081291551,0.0494689406038854,0.0448746282549027,0.0242961749702623,0.0437416204612858,0.0725587390708105,0.0235950158019162,0.054334252263344,0.0302771482961049,0.0245181904980354,0.0274364947644991,0.0601547288937866,0.0342793757050198,0.0318370710803563,0.0188532051044241,0.0442969867360205,0.032438803221131,0.00483431241686325,0.00450855362600455,0.0219694264368552,0.0120673294781167,0.00546334667927134,0.0119331597612134,0.00695015635808804,0.0163305704034313,0.0104482327481544,0.00648289398314261,0.0239494747617913,0.0154918230061327,0.0152670799006077,0.00395889770329544,-0.00146328821455314,0.0111049800023511,0.0117312533443153,0.00390449023405908,0.00888982712485963,0.00561116155950784,0.0124961347309911,-0.000375630423341838,0.0100951992249588,0.00586935268012862,0.0156614716246518,0.00326902948925238
"1994-01-01",279.795731707317,0.0567186793669913,0.0207164815928496,0.0579628442966396,0.0432008258770493,0.0196387935353049,0.0304952766418088,0.0564257409814403,0.0429910974589661,0.0342220788243445,0.0367714711319557,0.0496958724793589,0.0457940914730649,0.0233901521238014,0.0421064187216766,0.0711137259754798,0.0216404184719051,0.0533498718182002,0.0277862087296507,0.027328794940063,0.0279003262738743,0.0429804121238387,0.0392416782461352,0.0411542303250584,0.0178797952580952,0.0382863934218651,0.0312083199105823,0.00258346131031852,0.0037262069090642,0.0188678623732379,0.0151137133208535,0.00502566673363579,0.0128797225868388,0.00873718506305228,0.0182992458727288,0.00413530517775904,0.00634229954414804,0.0229751930520363,0.0101081843041518,0.0110500606881915,0.00219500054588022,-0.00845166025445556,0.00797180029654413,0.00755454375261733,0.00160304291890723,0.00866206108695284,0.00537697329030003,0.00575236710191802,-0.0056191762659769,0.0107861031393935,0.00486260935245127,0.00811189237090951,0.000475052248749065
"1994-04-01",298.204188481675,0.0520556457825573,0.0204522906339746,0.0589288835388146,0.0495400177378084,0.0185775225833761,0.0319832605656336,0.0601935516943755,0.0475658418074074,0.0372985634901566,0.0362325202572116,0.0504099873291714,0.0526081028113352,0.0259936904153297,0.0399375093874916,0.0554820605882682,0.0231182474280442,0.0463832949334319,0.0270733478671321,0.0307710846358028,0.0284795254295581,0.044778915028394,0.0287749676660272,0.0470980759072977,0.0185976099906305,0.0425162541338604,0.0251492283569094,0.00235066002607546,0.00574379385024521,0.0194875093137272,0.0156159119918976,0.00421019424619943,0.0161624997071616,0.0142332812245999,0.016645277721719,0.00905156502546032,0.00876619921885409,0.0278356166875479,0.0214530777134431,0.0127392913363662,0.00483285749100954,-0.00754479785032118,0.00764116602875299,0.0118315145050953,0.00589919953560583,0.00936912107824253,0.00669855918821256,0.0153159092255764,0.00306461267267322,0.0120534974369344,0.00656566041113085,0.0140787205865508,0.00361542143099134
"1994-07-01",283.186893203883,0.0502367477246204,0.0206836022879761,0.0603102070239206,0.0395722354205952,0.0212111148083099,0.0297501418657378,0.0563800676655967,0.0462110800726265,0.0346563593652917,0.0364108040019113,0.0529318496784068,0.0466566553941466,0.0261277071312523,0.0398757954244354,0.068554949729745,0.022702767842438,0.0485911431063346,0.0313185255000925,0.030591176432013,0.026037459357885,0.0447647804251629,0.0360938957596907,0.0430724922027115,0.0191585030417654,0.0405418893719851,0.0275580493653488,0.00462087400290436,0.0057397863590905,0.0208466973825722,0.00528933963077331,0.00604877677423139,0.0131577530515785,0.0142184631559391,0.0187734526527468,0.00684763276133468,0.0069129615208272,0.0221885777419498,0.0192354306864724,0.00915202682481321,0.0050050095531856,0.00518971901023447,0.0082383214634058,0.0102823202426599,0.0063654593829885,0.00936694657650621,0.00614281172180743,0.0123932209107801,0.000394576363839504,0.0065433051682058,0.0059246376839394,0.0118327445437489,0.00520156634175967
"1994-10-01",279.700748129676,0.0542385333229325,0.0194502180684293,0.0609296549252908,0.0453213373404808,0.0200344064878217,0.0308234601770044,0.0445940437510434,0.0498117062953971,0.0383825776256201,0.0355641478818911,0.0477227092207421,0.0476815330923921,0.0266011104810494,0.0424637959399813,0.0647972056407562,0.0209293156505522,0.0489660149997113,0.0251694721324789,0.0279790038365126,0.0298383167049855,0.0497238883857125,0.0400505557210198,0.0467753047869371,0.0185614909403048,0.0380513591918173,0.0255388373991358,-0.00390622728956624,0.00261564201462743,0.0191966937774638,0.0054187259879253,0.00289180873498394,0.00905426682720112,0.00550798483353041,0.0152486175171434,0.00230947185198174,-0.00029670314441507,0.0200940682399677,0.0106969548872179,0.00946004676659891,0.000209335102712897,0.00857399734734801,0.00565725455233596,0.00597718165266641,0.00355453350921202,0.00762860488695995,0.00322889744157666,0.00683262095917517,-0.0103422288547234,0.000952912634110335,0.00317669880971396,0.0105168817875125,0.00123229847619457
"1995-01-01",292.047619047619,0.0526046793708809,0.0191546854855037,0.0602753818309464,0.0489307589247296,0.019179574948586,0.0295696718372919,0.0470339931964605,0.0477186765323047,0.0355934872151147,0.0322816317745921,0.0528846613179682,0.0439169807972393,0.0250793881296501,0.0430253976083231,0.0535743927580348,0.0251173662244736,0.0534613307463878,0.0293489488175039,0.0223544562266361,0.0352473503530095,0.0530056136583719,0.0418565465539493,0.0428744085724212,0.0180397831161876,0.036341897464402,0.031528936539031,-0.00903216096858833,0.000326664475467792,0.0178240945022004,0.0023731201204928,0.00120749453824644,0.00405162574808343,0.0058070881779332,0.0140888220838711,-0.000630212611143553,0.000672250993725002,0.00773606836422544,0.00727178969679774,0.00485474193303704,-0.00968481897423731,-0.00533546626508176,0.00313399962081761,-0.00189615111412676,-0.000372731474181555,0.00378248864399147,-0.00720106771177349,-0.00828344638183243,-0.00884535517231004,-0.0046340873623512,0.00209161686039542,0.00190277842315837,-0.00426238416198378
"1995-04-01",299.375,0.0548650639467618,0.0198447480457542,0.0637019541237476,0.0454974677886262,0.0204395672339769,0.0407538843096563,0.0418656299260865,0.0450761124437869,0.032771423023367,0.0334400803726923,0.0530231981460775,0.0431779018261644,0.0272727643902888,0.042352985954674,0.0513009093501407,0.0229478304308318,0.0502695002980705,0.0333888889601713,0.0204276169513198,0.0276818303684258,0.0533458954414712,0.0493858464594543,0.0351901540512381,0.0185671236192988,0.0473992443192474,0.0260123782186699,-0.0179309458484661,-0.00303582292042022,0.0035953820483334,0.00464249869974353,-0.00118859641509893,0.0134172206765579,-0.00319935967464735,0.00539319818299858,-0.000897558287713533,-0.00169801945636663,0.0150116687950994,0.00730153200140638,0.0022779580158408,-0.00765631248900239,-0.021587202562936,0.00219069161780058,0.00168094920493025,-0.00178757992992745,-0.000527967038667117,-0.00418954840658272,-0.00736297513453049,-0.0147133819729011,-0.00230524761467009,0.000168427536304465,-0.00196094344815334,-0.00190215195240754
