"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent"
"1993-01-01",291.628834355828,0.0303575690687402,0.0218565138896235,0.0510104619771716,0.036323133500804,0.0424745949569838,0.029132877054238,0.0218330357053107,0.0229935087113008,0.0431184143143631,0.0514003544240729,0.0306840810634669,0.0233482252195435,0.0573993290676543,0.0625202959995929,0.045851609595944,0.0302996863515786,0.0345954174591627,0.0539377608129544,0.0412141411274782,0.0379233402426798,0.0729989751009718,0.0338334250624711,0.044865698425026,0.0458528660167412,0.0341746848521261,0.00872582941792162,0.00450135523066104,0.017670111720914,-0.00728610532443296,-0.00152930486702068,0.00709579734464737,0.00401994338559718,0.00506718974933627,-0.00565046585020639,0.0232482832312441,0.00474806056779657,0.00852204614506243,0.00742517168186668,-0.00415036569787183,0.00855473130687894,0.0040093609301999,1.30519257955017e-05,0.0144367286741477,-0.00526589482240107,-0.00195961927360543,-0.0115196798387788,0.0103151504528585,0.000496325099928676,0.00851343835722662,0.00815784893868766
"1993-04-01",284.365296803653,0.0334105674823734,0.0215031178271779,0.0583238311089745,0.0361036965170753,0.0502878882252241,0.0316320298660863,0.0193340602737216,0.0268253746240393,0.0455669304101033,0.0462788135627664,0.0333819928730204,0.02227373325152,0.0491659126797118,0.0612341478613065,0.0480514577584595,0.0288222075178111,0.0346683258948051,0.0607201020894064,0.0333976573458683,0.0362655373567603,0.0549462836809919,0.0375060677972485,0.0462520160577577,0.0461601419638522,0.0378881059739381,0.00449250646343788,-0.00018825850112926,0.00667041616363425,-0.00451890637189441,-0.0188582742503102,0.00548478096681935,-0.000291406650835268,0.00351925829153707,-0.00951374027809574,0.00980317174431995,-0.000580427200304802,0.00499278566857874,-0.00236369863843187,-0.00883346633309985,-0.00351420205680636,0.00190356534855768,0.00145299327482534,0.0169929870798001,0.00240616460085686,0.00124892180901872,-0.0129093585684431,0.00840830443251041,-0.00151031649409192,0.00395544912555476,0.00619006803197361
"1993-07-01",287.547134935305,0.0348732694533263,0.0227054490936567,0.0518198393392708,0.0343542137697885,0.0469876356237323,0.0326991478899724,0.0207930813606003,0.025102188477924,0.0382157356370958,0.0494281199941867,0.032939566121601,0.0218496307288527,0.0541160754199043,0.0567939135553183,0.0546932834639716,0.0259510326710518,0.0472193183422806,0.0525102254814871,0.0380427601819559,0.0412229765506536,0.0678580782148644,0.0332406787848733,0.0393981161394402,0.0416427489262354,0.0355429147779563,0.00707147412518102,0.00315189124078137,0.0133233302873268,0.000867586629811723,-0.00176655529361831,0.0101082291706481,0.00257851768398454,0.00432108000135227,0.000586751294489856,0.0165533108236187,0.00181575054740293,0.00618478193335962,0.00712638297797102,9.89713566982679e-05,0.0116006554328038,0.00446452186312279,0.00263323144423683,0.0175669979655521,0.0016385748776175,0.00403253987115431,-0.00744485633771287,0.0100485113189483,0.000923181474527336,0.00774642857481862,0.00445189256566673
"1993-10-01",305.452574525745,0.0325403989817927,0.0219982687172302,0.0557763863434073,0.0304984538980962,0.0431926734334265,0.0344990595110859,0.0198102757108488,0.0245992628006079,0.0338854321999893,0.0495522676179919,0.0336108124600238,0.0216656118060782,0.0541997229468525,0.054796318242838,0.0492275055931042,0.0265952630281212,0.0631451212964586,0.0464041659921164,0.0338365333954186,0.0357119545487678,0.0684869431405191,0.0323265513341772,0.046757623166705,0.0492556468698418,0.037627746964501,0.0121633592935116,0.00640843555469534,0.020977673123931,0.00504599587174517,0.00420643165437857,0.0129343922641661,0.0059280562600045,0.00935166626355862,0.00323024755062305,0.0300672112030373,0.00410067092345736,0.0121035013965638,0.0113124807458735,0.00564841109700103,0.0180495963382621,0.00664857336142786,0.0142485221406664,0.0182514673117864,0.00587263503362757,0.0065774261910114,-0.00337567478557292,0.0093511829936007,0.00316300256963779,0.0153573567415812,0.00882661754157295
"1994-01-01",279.795731707317,0.0319480085938806,0.0214730779763297,0.0582443635417027,0.0290908733135347,0.043352857564008,0.0325586807642134,0.0204849653268057,0.0276790556628447,0.037708657936502,0.0500696311942795,0.030319967722148,0.0214831274338505,0.0553320818676499,0.0572711320204382,0.050032175911903,0.0261679487268501,0.0374633332036458,0.065465200296074,0.038094239695851,0.0367737264248153,0.0668549179349429,0.0413916081734834,0.0372216922790216,0.0459381083508596,0.0375805680843656,0.00948353085131654,0.00462644807936206,0.0197060298648299,0.00334117698344743,0.00291064428565679,0.0138507284231824,0.00502675150735288,0.00931932845291059,-0.00372869904081484,0.0248638856948158,0.00224744779896043,0.00922166341750246,0.00709238395542187,0.00112356480280407,0.0112687155721497,0.00458398628771941,0.00501341666680018,0.0218394204200794,0.00380649354384794,0.00626672814385656,-0.0078514562462857,0.0110157942070472,0.0027417223193462,0.0130834731448347,0.00827153738406326
"1994-04-01",298.204188481675,0.0389328649069477,0.0214738122654362,0.058812624869493,0.0279443348011778,0.0450705013741768,0.0336578860661556,0.0196725899381707,0.0292908915081211,0.0296085772466513,0.0529104215512829,0.025569364442818,0.0242396396171124,0.0491732686596573,0.0451971664397621,0.056332416141763,0.0269198308988424,0.0343508855693693,0.06885113708172,0.038566553947357,0.0453263315899394,0.0532250665108658,0.0462882380665188,0.0417187687671944,0.0526350694868201,0.0342317582526468,0.0104942678602497,0.00527008407050449,0.0202595656126803,0.00620078339826796,0.00235878706911407,0.0177996086541071,0.00583755650181988,0.0103029181457852,0.00469062732442615,0.0305693497151822,0.00276164830596982,0.0115545898958648,0.012341915316486,0.00647930021556185,0.0205341422915412,0.00666816507570293,0.00999228378908935,0.0245736764422319,0.00630286113061272,0.0155074690177066,-0.0103904748275697,0.0119790640936758,0.0080608114144784,0.0184555682125816,0.00911175107768122
"1994-07-01",283.186893203883,0.03289657566945,0.0237792037561592,0.0596362849004555,0.0308919543891714,0.0412641777529234,0.0315533202195593,0.0211168970405952,0.0282123865398707,0.0366261330584611,0.0562596441728153,0.0287375676364954,0.0229801681907164,0.0544050080429954,0.0503605665310226,0.0510693039791882,0.0256595810927325,0.0426244758837071,0.0672571567034659,0.0370674232365411,0.0399129717867695,0.0592400927868752,0.0442873086651852,0.035469877679668,0.0436452593173199,0.0350466609678563,0.00914883744120648,0.00737810125991325,0.0202941622555012,0.00682231211782187,0.00235894949982773,0.0140675679730296,0.00608934465150884,0.0098214704212306,0.00148131293725344,0.0248535690205836,0.00407126850380613,0.0087931994100605,0.0104571831917766,0.00665534995553271,0.0199315252316326,0.00767261257559919,0.00956154418330127,0.0262000504066684,0.00844400245645507,0.00988895727746576,0.00335965258380867,0.00778502352736972,0.00347260728580265,0.00859859332483913,0.00870521401629966
"1994-10-01",279.700748129676,0.0325629940940299,0.0220649499719786,0.0602128104304141,0.025644856694683,0.046562384046861,0.0342257367347836,0.0198117522323865,0.0261032257185627,0.0402238336484836,0.049113459710878,0.0261226076752362,0.023755436096739,0.0520295647312377,0.0540563837297821,0.0512588914485413,0.0296733752540928,0.0509583561463268,0.0634963089788231,0.034056399288084,0.0344941754831814,0.0554066923277585,0.0477074909432775,0.03671488558636,0.049256817636081,0.0344866113914176,0.00941286870197481,0.00422093609816381,0.0186072371876893,0.0037421176790798,-0.00862205143422933,0.00943823820767111,0.00287305723065768,0.00598357652478898,-0.00582179025836786,0.0235509728589813,0.000636523411956465,0.0082242374259638,0.005356922746015,0.00421804370095798,0.0114348051037953,0.00485189400263802,0.0089012047967156,0.0201042960242781,0.00144996751074013,0.00603140884378766,0.00359963061150407,0.00235600538338206,-0.00205447176857882,0.00401622376081224,0.00297848495907825
"1995-01-01",292.047619047619,0.0289099381422527,0.0208981182228096,0.0591632113404016,0.0300503394901989,0.0443589070198597,0.0320486784556812,0.0193886726790154,0.0225857445670641,0.0381093210713059,0.0569468810822491,0.0333041861149196,0.0225699409353191,0.0567434113303793,0.0490954735062379,0.0470510366445622,0.0326858694880734,0.050579095533127,0.0639052742197576,0.0393159801880715,0.0360779769962834,0.0501990032322144,0.0422198875526864,0.0409284351676581,0.0531793075387121,0.0296853094811598,0.000997580877880658,0.00217522296676324,0.0164347103893739,-0.00138129305613621,-0.00911266593162634,0.00438802550555236,2.2555656715858e-06,0.00329786281307546,-0.00668588462067427,0.0115455983850856,-0.00316762049816732,0.00525367178138148,-0.00428026701477643,-0.00391013327774497,0.00752491674482641,-0.00465389921546705,-0.00645186911891139,0.0198703101713366,-0.00417174765118176,-0.0010174903465239,-0.00828439977201271,-0.00342122374747342,-0.0052780790441155,0.00603790602916699,0.00123527404953004
"1995-04-01",299.375,0.0316984890189087,0.022226932424477,0.0612254442223519,0.0328930327615955,0.0442284285241446,0.0432556244237596,0.0198024887960353,0.0202894808002891,0.0442614955188931,0.0566480023473602,0.0272673227635272,0.0252688768246852,0.0536371121540271,0.0515810986488049,0.04862844733489,0.0266187197731217,0.0437170214830987,0.0563801955011,0.0373589721279745,0.0472257484971595,0.0479097925826396,0.0367444434153235,0.0405680108295297,0.0491492156751574,0.0314156035511459,-0.000262802942650311,-0.000658888325207931,0.00219906479035844,-0.00291581468631465,-0.0139154762058122,0.0137111966272461,-0.00154891781857467,-5.17458718977432e-05,-0.010334795033939,0.0164130859844707,-0.000119061886309038,0.00223077235308052,0.000958562931289082,-0.0168989087846748,0.00656063190918147,-0.00119931617055944,-0.00789912927249577,0.0101257429589547,-0.00477226350572824,-0.00307676622005745,-0.01738547770846,-0.00153900243427621,-0.00903727857594815,0.00410491729808833,-0.000952415783239513
