"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent"
"1996-04-01",0.0184146263511926,0.0273677115540155,0.0412040410492254,0.0178965399946163,0.0317540266101239,0.0186774511360052,0.0185566562810602,0.0329058523436101,0.0260955178002744,0.0332554910467763,0.0182719462216262,0.0177346347733285,0.02349131067368,0.02277944141294,0.0200044458117486,0.0291011682842483,0.0164732763465097,0.0365157960567286,0.0233032931333282,0.0215316604761161,0.0345377033542833,0.0265369996333939,0.0249114935871692,0.0346982330499636,0.0614812221114105,0.0224869879036103,0.025264598933286,0.0245448895135343,0.058795073951074,0.018664987490067,0.0236159833285153,0.0781816429956699,0.0249200295274255,0.0252820093445246,0.0207432579189187,0.00165474407439959,0.00307338915184231,-0.00178778809185315,0.00249494623984186,0.00671196631137413,0.00253341214678554,0.000633977575621065,0.00434350883485772,-0.00169690913237015,0.000341866438805133,0.00100932255171095,0.00217180109172141,0.00110106878599762,0.00197153108990446,0.00306823628418353,0.007810267712752,0.00125998792869594,0.00803068182379449,0.0041372329082882,0.00134304985774541,0.00203225367757258,0.00086825768163475,5.10295095278049e-05,0.00276556007165109,-0.000837443517171142,0.00238888919002266,0.00344282911387534,0.00431555451547413,-0.00626133730013249,0.00288787951402124,0.00326600724330714,-0.00803274728027079,0.00207336480008109,0.00398365983999169,0.00440711993789035
"1996-07-01",0.0240478880171446,0.0281562251741993,0.0522465065334478,0.0190385891902105,0.0276401148668192,0.0199862067289106,0.0206910465098101,0.0297467010509499,0.0312313917409872,0.0308016940723159,0.0387814461161824,0.0248193379833186,0.0213886983044636,0.0209550432573301,0.022975456886326,0.0238498990787643,0.0205228646438814,0.0361942893140328,0.0236142798645111,0.0279533821519338,0.0359940223367017,0.03288366591723,0.029554829502283,0.0261065361361987,0.0319620778783973,0.0242047251034376,0.0265481429008952,0.0243000590036679,0.0595185626350107,0.026619893347015,0.0257996182300906,0.0408300081706596,0.0215109295527853,0.022457672087057,0.027068195713031,-0.00816490492381083,-0.000378503968574374,-0.0150158251612526,-0.00422773620876416,-0.00182297411486568,-0.00399891287519027,-0.00356523718981591,-0.00182269164705921,-0.00780708402329491,0.00198129046046492,-0.00508175094856223,-0.00569284901589715,-0.00236576135197112,-0.00436238753185433,-0.00325327506248124,-0.00389698628636831,-0.00480463647507788,-0.00454704271471234,-0.00347172283329455,-0.00443942452525427,-0.00877522457506636,-0.00877646133424524,-0.00178275491789538,-0.00205725462499015,-0.00236073400451081,-0.00381940950940909,-0.0046044422075089,0.000269027507676855,-0.00607822072828156,-0.00775446691806415,-0.00665910907295474,-0.00817902834107737,-0.00316741089371865,-0.00231558835654183,-0.00379590529002756
"1996-10-01",0.0234356276088085,0.0270709416063873,0.0337108742509516,0.0207108565702532,0.0280607198288496,0.0207759893780223,0.021683491663288,0.0365801860446995,0.0263820163566865,0.0314767205233134,0.0219151713513243,0.0229913242116827,0.0240636749531823,0.0285241570804542,0.0232912756580037,0.0258220876282704,0.0223625037880204,0.0309642596659437,0.0236209430224385,0.0262797561441199,0.0328387496797247,0.0257969580343782,0.0257406575043694,0.0367531256993882,0.0489170573782331,0.021828607088541,0.0269562381692299,0.0231278274393471,0.0552557082381751,0.0230120051501671,0.0265992571980595,0.0597528042873237,0.023890605653652,0.0249209882620751,0.0248868328826359,0.00182491321239373,0.0030750267826478,0.00230916615991452,0.00115635254002974,0.00513859401294163,0.00264954231504685,0.00206137635102445,-0.00052544275642904,0.00138118037179745,0.00243678359010374,0.00227905786753417,0.0025319867075459,0.0016081955758622,0.00192911204610322,0.00222081464331767,0.00282658153522385,0.00101188521365508,0.004597014587468,0.00281498894443951,0.00220116284955432,0.00213038625190322,0.00201786894003576,0.00019601066434587,0.00252842260137454,0.00723679918112318,0.00193223755177347,0.00115883794978718,0.00287069464572331,0.00387526471526244,0.0017389755605641,0.00145776153956432,-0.00141247249384266,0.00365201940434823,0.00336679139182554,0.00211229813726953
"1997-01-01",0.0200173453151754,0.0244993458049641,0.0371871993063543,0.0194385269730801,0.0244917529563254,0.0187623566232091,0.0213726964460099,0.0302309729089872,0.0280468077404709,0.0274246404152193,0.0271365573792097,0.0215401351781173,0.0212402874492467,0.024167752133688,0.0223486364538533,0.0263835281900605,0.0198870131377664,0.0320013320362327,0.0224405847519615,0.0263988235254068,0.0351438054034759,0.0278899332228527,0.0270019879696665,0.0324050822867486,0.0579459764733815,0.0235551497745197,0.0253201475660362,0.0236637935626712,0.0638732547534815,0.0227860399957159,0.0268264255045322,0.065335285435544,0.0246451318574691,0.0244675453630206,0.024124146105546,-0.00113950867831711,-0.000281420249371755,-0.0021147942601594,-0.000749164137349241,-0.00105647737066938,-0.000584485896449082,0.000354747046681723,-0.00171193254451702,-0.0016192560550821,0.00198572549986294,-0.00421360159360802,-0.000588412407364771,-0.000324126621578413,0.00185827291253532,0.0012019084060421,0.00234272627181323,-0.000745880581092512,0.00146539978351105,7.34455074859851e-05,0.000587826192611572,-0.00518437787287304,-0.00102228549672656,-0.00194562685734921,0.000366973587225841,-0.000491151858001275,-0.000781392468448692,0.000371414781865469,-0.00220006729870519,-0.00511307925002654,-0.00160559161772897,-0.00150754718792039,-0.000720686483073592,2.65760606924108e-05,0.00151042400674943,-0.00537678209177079
"1997-04-01",0.0204325569343669,0.0268129941595919,0.039446677750816,0.0200150588087996,0.0299183276122025,0.0196900114507886,0.0211747019033401,0.0300057176740366,0.0301185700525758,0.0293385087272504,0.023748199955537,0.0212593429391294,0.0218049209805445,0.0275413566179729,0.0228380919184964,0.0276937566632664,0.0205429473686334,0.027690209817618,0.0231129687308888,0.0255355695221783,0.0397048356878361,0.0266538260786325,0.027630653281216,0.0350690344024085,0.0415969808539708,0.0215445217391033,0.025380067622462,0.0203115915630775,0.0643230803032585,0.0294737805349994,0.0259582484530188,0.058480330343982,0.0239290152457053,0.0260371582845126,0.0251863860177836,0.000982041060136811,0.00288420145022472,-0.000585870967751188,0.00144364532612315,0.00347182778910383,0.00227375333350559,0.00199843164759741,0.00253085017110861,0.00109531746193422,0.0028968136240523,-0.000489778714268558,0.000776673552974679,0.00201652901635649,0.00274601920750668,0.00184615840312201,0.00327211376190711,0.00101464238584537,0.00161951106933875,0.00113335380705178,0.00308197419541583,0.000769020624054938,0.00144481587486397,0.00051350729745181,0.00471852880847671,0.00226437465401462,0.00197407134215657,0.00139946727677414,0.00180548411868578,0.00239246655954995,0.000800521549481324,0.00164036856501458,0.00336311997367174,0.00173372111335546,0.00439255023730387,0.000752213110520221
"1997-07-01",0.0238510340267263,0.0270623093999498,0.0460660673704314,0.021369938945858,0.0291022378150987,0.0206650485670675,0.0240237070013633,0.027566214418618,0.0367032085326399,0.0332063283335355,0.0271686895260465,0.0211672558167581,0.0213581394043599,0.0301015833085002,0.0236401776070483,0.0239835542282984,0.0217858589176923,0.0388776358341657,0.0225822902325392,0.0269091036149543,0.0391943224242951,0.0303836739475739,0.0246533456545905,0.0310068222878355,0.0380374796914145,0.0212428987772772,0.0241488314931463,0.0214258538269116,0.0592129950869001,0.0304869477392377,0.0263396971665728,0.0356983228303517,0.0236427260069457,0.0220125753977419,0.0253231247675541,0.00129209968461047,0.00455630269716075,0.00269700079652012,0.00324391478113356,0.00536734693777948,0.00286938134286306,0.00184045588351336,0.00576130450241747,0.00149581369339406,0.002100874912021,-3.10215618016701e-05,0.00141653002586964,0.00200236454359965,0.00293359969149482,0.00339551170385579,0.00360773609457239,0.00216721626351905,0.00733517299539198,0.00205757656019238,0.0046819121773215,0.000557128774895359,0.00161980149561621,0.00179594637311359,0.00445415810835833,0.00551556038373162,0.00264952139774413,0.00339211945064939,0.00233649806984841,0.00689234740630994,-0.000584916925204639,0.00228656467325031,0.00379276539801385,0.00233261861568896,0.00368588275331921,0.00132327947906686
"1997-10-01",0.0212081853670033,0.0287359493925244,0.0321031027279931,0.0211815271127462,0.0312890652211561,0.019369290151695,0.0228859922232099,0.0275386210079509,0.0268064257253878,0.0343828254538417,0.025575626927144,0.0214819284923714,0.021870691608739,0.032245071965175,0.0238093953874387,0.0335311370302389,0.0213670570995703,0.0334634450393352,0.024769752754625,0.0255337618262786,0.035362623079992,0.0257882959372541,0.0277867895880698,0.0332466541965721,0.0397558205821506,0.0240670867702237,0.0241498646585333,0.0307207392601838,0.055987618836298,0.0251272899209235,0.0242981398535241,0.0442568859004279,0.0291625154411508,0.0259105169350302,0.0252303065252414,0.00286381496157399,0.00589786822182058,0.00596814688525879,0.00425832478461211,0.00861955780249083,0.0031359318728833,0.00467646520570887,0.00397286976798275,0.00303433140895965,0.00600341298013549,0.00497604406874828,0.00349717093661689,0.002114157526971,0.0068120566988495,0.00506273624314148,0.00753094112928332,0.00427129238044197,0.00614709695088196,0.00403876418396675,0.00372795883339555,0.00431419631459479,0.00373798695028705,0.00331852476242346,0.00669682566982154,0.0064841495317529,0.00316949185562049,0.00299117642338399,0.0031185114457094,0.010210240156133,0.00365585658877701,0.0028591440682082,0.00403028998140812,0.00337542160986312,0.0046291465001646,0.00483830351596506
"1998-01-01",0.0225277570287697,0.0272483821586878,0.0399414028313403,0.0202351536849735,0.0265232881352463,0.0205223797878624,0.0216805730467596,0.0271214866987078,0.0286240436087131,0.0288512364359321,0.0276683475840609,0.0210477925595711,0.023553252432577,0.0291202185531926,0.0238465556049501,0.0273217164754096,0.0214687009274685,0.0314037485580107,0.0233103591252699,0.0274326706381604,0.0343744564866783,0.0253244513818581,0.0268129744523919,0.0334264618142825,0.0440630959787835,0.0235117326170168,0.0292892018694295,0.0234642639647161,0.0601436482353985,0.0281908519899304,0.0273164636616775,0.0502770401264253,0.0273413425810712,0.024136217867597,0.0228787310970802,-0.00190008887813356,-0.000626458345209,-0.00251774826108468,-0.000732126726691661,-0.000360568708637059,-0.000653098886118399,-0.000875580268520971,-0.00158591644351147,-0.00210994637944113,-0.0019873897868923,-0.00241474312604325,-0.00127073539245836,-0.00177651678988434,4.83675901152855e-05,-0.000691456825626162,0.000654768268684506,-0.00053781212657354,-0.000447705157423164,-0.00189279821981261,0.000577871896653369,-0.00583212756843181,-0.00200150693484534,-0.0028601370958467,-0.00285107134944223,-0.001961867181851,-0.00208344884254269,-0.00112587328606238,-0.00348948204547354,-0.00595231023861798,-0.003757669024171,-0.000698246235837076,-0.00592408934748354,-0.00237987741963154,-0.000141842354960884,-0.00157456619234673
"1998-04-01",0.0231775201797309,0.0271873367007249,0.0358890092762515,0.0202182675133688,0.0258456909134628,0.0213722488722252,0.0237474024262482,0.0303869349843493,0.0303791973884436,0.0296276700750844,0.0236964531002831,0.0211638873635307,0.024233876942494,0.0274558619009518,0.0226697377790964,0.0283217197334606,0.0205253863993355,0.0332267623967089,0.0261492040252135,0.0278421765092536,0.0344380380519609,0.027851276030548,0.0272818937149043,0.028570196846239,0.039476708831402,0.024064643367764,0.0316879998763207,0.0233898488289347,0.0581925768247489,0.0271918549291226,0.0274018567356946,0.051856360924092,0.0270179821787784,0.024854203761533,0.0236082146177391,-0.000560817736937088,-0.000247806411060769,-0.000678981193725608,2.72306135339937e-05,0.000958511714996435,2.76599036248114e-05,0.00216765113460439,0.00171531434108679,0.000974291102755916,0.000778151993802179,-0.00162118740496606,-0.000330425568247796,-0.00087381014165378,0.000628771065789578,0.000305306975005845,0.000932269316804368,1.80031278595486e-05,0.00288140045833132,-0.00173724064066229,-5.69796537460334e-05,-0.00188294015756156,-0.0014387620795476,-0.00148332621809788,3.85935298404518e-05,0.00111927856641547,-0.00128602472506066,-0.00166868170852893,-0.00203282279888256,-0.00256452878952369,-0.0025547737971311,-0.000964235759420401,-0.00899587661433501,-0.00278433157467424,0.00106085418571712,-0.000996803160783751
"1998-07-01",0.0233718180254589,0.0268906994793472,0.0330155960374326,0.0210911214864975,0.0326498476240196,0.0210759225869573,0.0204801642395884,0.0297783992944435,0.0268865446225525,0.0308250560424693,0.0272840483901907,0.0207600419879861,0.0214202455788898,0.0286983510189813,0.0280665231907092,0.0232190703273012,0.0219410122755795,0.0295718093923489,0.0252380431279667,0.0259107111431322,0.0386398814530059,0.0272667343226261,0.0241760044486494,0.0302330325578187,0.0373047292193695,0.0231539385154872,0.0286444784939462,0.0256948849059736,0.0619058368544905,0.0298472844466636,0.025199506315204,0.0479274538374458,0.0294090078713994,0.0251054254010614,0.0273167754850062,-0.000958109635008339,0.000222180823350826,-0.000984167842419419,0.000906282241523532,0.00425805256264038,-0.00117072838658801,-0.000458201593080838,0.000588460294939246,-0.000934802693021875,0.000818751087730038,0.00118774193605824,-0.000776148489648978,0.000209357114009948,0.00245092397253648,0.00100028376696961,-0.000108568973190493,-0.000247987059975523,0.00108012401285424,-0.00104719466315593,-0.00161983973521287,-0.00236882857733838,-0.00106956502720624,-0.00205636836307307,0.00205915336799849,0.00097938571469409,-0.00172244854088826,-0.00118306095515463,-0.00117033233929289,-0.00130482486803358,-0.00105259306281085,-0.000151811152282222,-0.00347594049690856,0.000543517176681552,0.000352534437505993,0.00131166166866775
"1998-10-01",0.0239995907359334,0.0282775165897287,0.0345891656342645,0.0216538603323714,0.025545333037228,0.0208830820567748,0.0205363777748451,0.0268206117585603,0.0281067246192417,0.0327646560277463,0.0224123858662107,0.0206183164409546,0.024054700791024,0.0283609107398151,0.0240677800175225,0.026341736137838,0.0215537097561034,0.0274495099056438,0.02637962340898,0.0274511234865041,0.0350922417968914,0.0298602626632682,0.0268728347375097,0.0317708192131639,0.0431909484119825,0.0247632705851545,0.0281635010108322,0.0259823982541907,0.0545637518185157,0.0326290981854006,0.0255610847203881,0.0479126807572297,0.0304193806677081,0.026688049399692,0.0246629626607824,-0.00195117175896574,0.00142857231340476,-0.00272794924125979,-0.000197015471405788,0.00119441924184378,-0.000464555643893511,-0.000694020100497023,-0.000254295942217536,-0.00401926112512775,0.000440144158235838,-0.000378474193360248,-0.00162747596078021,0.000295020616027679,0.000607511296095954,-0.000381064665595052,0.00119690286520905,0.000350965256529476,0.000463328412248294,-0.00210144762893048,0.00212257325822659,-0.00203142266108354,-0.00362212460011147,-0.00179814946882958,0.00126468474495503,0.00546850944777047,-0.00225182837532334,-0.00155316984343249,-0.00383542356765705,0.000268961082565114,-0.00844291815000878,-0.00175468741476901,0.00293844598680524,-0.00122105823171634,0.000423742518452793,0.000732011601976869
"1999-01-01",0.0240313986169749,0.0281825005597633,0.0351920171862629,0.0203910693230453,0.0303554754388223,0.0204670130298836,0.0222945171337477,0.0276263764358105,0.0264624987405373,0.0309663413172195,0.0238787872773416,0.0204941244246748,0.0218603537430035,0.0296379706544302,0.0243252623029422,0.0258085228005115,0.0219872732585755,0.0300187303904622,0.0261433429731265,0.0272031052554281,0.039572297741609,0.0266111216851449,0.0262179744708381,0.0331418800999209,0.0405173823415928,0.024074108453563,0.02699382474434,0.025244283461746,0.0571161457135741,0.0269582487914999,0.0262891916759556,0.0511825227913702,0.0289549468388593,0.0264991588173738,0.0233002315100489,0.00264829009041565,0.00658573232555387,0.00335572926177934,0.00416109750095244,0.00671123873314549,0.00410132089484451,0.00447829464880171,0.00378730948986676,0.0037976483553506,0.00592421676070042,0.00347920079485379,0.00285045932162511,0.00461926042418221,0.00739105718522686,0.00487225216767175,0.00540782398692389,0.00445505626771846,0.00547256851444983,0.0053480391343318,0.00451878949972365,0.00394426906638116,0.00381149769375548,0.00290729373340739,0.00647220635394291,0.008634227345584,0.00426394074236575,0.00398424810764241,0.00269698104040669,0.00720266541422995,0.00305467997212807,0.00391816776562102,0.00490533571258619,0.00495961156950669,0.0061222116529466,0.00410175621086357
"1999-04-01",0.0234673217202107,0.024918356323196,0.0382314425109394,0.021506894542974,0.0266135835102559,0.020955721522091,0.0208646989912822,0.0320608939325816,0.0300105877736255,0.0280367260348808,0.0252695959754003,0.0221082877096021,0.0258806471709807,0.0281680787647829,0.0234598888790114,0.0247988910533455,0.022865606300667,0.03069307761193,0.0263061302564066,0.0250334072705133,0.0358055406203316,0.0273651832939059,0.0265207027386597,0.0293068386617128,0.0388278872402506,0.0276539026050732,0.0289545376816693,0.0327052826984016,0.053397821365781,0.0308214240351551,0.0274815545255419,0.0402217941045334,0.0303891552432703,0.0228215249784529,0.0264770123525837,0.00142968344567752,0.00267783313572503,0.000155410258588711,0.0014000018932803,0.00255174998598051,0.00151326723059336,0.00118769400266259,0.00138232980798065,0.000584215002294731,-0.00162077858861413,0.00130057841274347,0.000243705414009935,0.00171793637421245,0.00388584211629887,0.00120174484001221,0.00356639200739898,0.001099609943563,0.0029249154991648,0.00157210976114097,0.00277608954082092,-0.000571873627996038,0.000125531729203591,0.000418883885555837,0.00258286270338573,0.00124818587854396,0.00126521458280079,0.00265451391360387,-0.00118728720275471,0.0016634998913229,-0.0026490009792418,0.00150585061630051,-0.00227594145295672,2.35225141822862e-05,0.00220316053822836,0.000965929856911211
"1999-07-01",0.023314803978634,0.0306638462949351,0.0383015799069439,0.0210689511410226,0.0321817112581081,0.0211427183597137,0.0205443946286344,0.0292288315818151,0.0289463871872789,0.0300899301715352,0.0241613296754162,0.0222792268468117,0.0216547211824732,0.0288904343765913,0.0245585269520365,0.0278167549076972,0.0214123979540408,0.0314263382086,0.0252917669545833,0.028188070027824,0.0382986260515187,0.0269688513571721,0.0254214025707168,0.0315786823870607,0.0401019641062741,0.024379373657991,0.0257730027772163,0.0252753073765748,0.0538675785688791,0.0283176555685547,0.0263214445128749,0.0428174940461427,0.0289855891483448,0.0244045873338043,0.0263257189421798,0.00233081394935965,0.00473237230280069,0.00333519432956813,0.00294005063840256,0.00702985846753425,0.00182994715369138,0.00199384323212366,0.00197825283980303,0.000937294326487041,0.00186738188837945,0.00088345037842414,0.00162192165334359,0.00178171162399318,0.00593842905905161,0.00354074301393762,0.00379354066591876,0.00265086766756257,0.00379245527652515,0.00452805425397461,0.00382069307561804,0.00121721499998927,-2.25494561877371e-05,0.00271335837538551,-0.000164486163155158,0.00746431450418719,0.00317380593426206,0.00237587112145559,0.00308292447094974,0.0031899412265066,0.0010203117017325,0.00231282190558347,7.60287291890289e-05,0.00587963157159505,0.00361650529440298,0.00299222509522332
"1999-10-01",0.0222003259074052,0.0254429231003208,0.0434991613221518,0.0212998677613932,0.0255376625925231,0.0194635796483447,0.0232331263392594,0.0293965079908521,0.0325461348465492,0.0301216362833087,0.0256121177258307,0.0215075184678728,0.021282011394293,0.025362226409298,0.0248433378034676,0.0246904627786932,0.0229183312988279,0.0322316844230564,0.022799052924303,0.0267288101493447,0.0339232186204541,0.0297366773448637,0.0255289963128918,0.0354053169257132,0.0433378097775603,0.0232162239535453,0.0231409418292775,0.0258075634402662,0.0603266710573771,0.0290836337468453,0.0263471325442541,0.0500169973946619,0.0268273898529981,0.0240607834952127,0.0225241645369834,-0.00247073368844532,-0.00047098504424181,0.000914452974464747,-0.00159452465680155,0.00110126311104009,-0.000355395994872857,-3.92737402537879e-05,-0.00405047178802982,-0.00360778372863339,-0.00301508935816775,-0.00139248616668293,-0.00148309981226954,-0.00149677465923793,-0.000705188886176071,0.00019749422953127,-0.000947367515260946,-0.000850743935653312,-8.81261040073776e-05,-0.00146204021831528,-0.00120873125803813,-0.000643542567888752,-0.00236220241028833,-0.00199860657308282,-0.0069073331844063,0.000878253733861309,-0.00119718315377853,-0.00209713451741466,-0.0031509219222805,-0.00527212955971385,-0.000993898349929539,-0.00178326710314409,-0.00684007915555725,-0.00267221357000977,-0.000477054249580234,-0.00153211939614606
"2000-01-01",0.0226769549572368,0.0248407500257241,0.0431304876545695,0.0206427544720498,0.0272057452736971,0.020360013196989,0.0203928950366177,0.033264988946102,0.0300575786743418,0.0243524820051585,0.0238049094625056,0.0213619408227236,0.0263534603557863,0.0310377319403372,0.0244716425922296,0.0246670606053661,0.0231281783546951,0.030916906205968,0.0267186659150062,0.026578014763872,0.0379950286438401,0.0296492209830415,0.0252802036060993,0.0328794783307622,0.043031649850627,0.0228546435614285,0.0262406919804702,0.025631715089339,0.0592106642700357,0.0283227132964517,0.0267886266664377,0.0381576099847479,0.0267685142400948,0.0237082004436673,0.0275178777919812,0.00017341920311846,0.00140808825351808,-0.000384930951576071,0.00128119638687137,0.00252611109724995,0.000912628176986583,0.00124383936357832,0.00392714071962815,7.02534954937921e-08,0.00076061765056355,0.00114404669982781,0.000748744522918409,0.00277013133646507,0.000827844730786987,0.00118262483929229,0.00319985408821688,0.000826251167299074,0.00220367656967754,-0.00128616001125028,0.00153602068253412,-0.00305950152148664,0.000208161755795884,0.00053103719806397,0.00309342995120224,0.0036867036478555,6.8311243234576e-05,0.000174665340860102,-0.000229947958216712,5.75623084738679e-06,-0.000241686280713229,0.000840715425953515,0.000671104241358022,0.00100945775872442,0.00186913378214195,0.000287060252385606
"2000-04-01",0.0219380801293543,0.0279927635174011,0.0374936402523829,0.0209831822035293,0.0348657354621972,0.0205430942074945,0.0207493330413884,0.0291259671953421,0.0273544148553628,0.0293116066489662,0.0263660928286452,0.0206413546787822,0.0226852514970355,0.0309487173685016,0.0275531267752531,0.0266927681288285,0.0237638929804991,0.0318027816802266,0.0235117755534303,0.024129645784822,0.0386244519526006,0.0279816834040695,0.0232133204696344,0.0342415065329866,0.0422587900126055,0.0212378623318842,0.0245333567499261,0.0228798698354075,0.0570515586521248,0.032073193151006,0.025177151437297,0.0424215702588309,0.0260439891336334,0.0261207672881627,0.0276877040003878,0.00486373828319718,0.00948649582930519,0.00553639424613353,0.00558371055922185,0.0153360679715602,0.00568191821535944,0.00544933956013765,0.00681039307354937,0.00603131285904506,0.00526068940790097,0.00599086874529067,0.00455367453253475,0.00519717331447094,0.00973638565487841,0.00935512170114457,0.00902086708096021,0.00571317403454836,0.00967240269512121,0.00759303504106149,0.00683880495745512,0.0081609153647587,0.0068034182372626,0.00496395487702296,0.00561509000471929,0.00843898472688773,0.00613509395764392,0.00609511194470368,0.00589915409364864,0.0147184546147604,0.00863900050524231,0.00584200987998096,0.00405867695674854,0.00816213779564668,0.0080552248919847,0.00637368477929334
"2000-07-01",0.021728632166686,0.0252459595447408,0.0322435150292283,0.0202265984957291,0.0277634686246769,0.0189790500188576,0.021426918745332,0.0280043150711942,0.0238612303382634,0.0310807945281028,0.0207267791460841,0.0207891898633109,0.022614238611,0.0399645245899788,0.0222906202712295,0.024242472732309,0.0202199596880405,0.0299159013208271,0.0245936114442584,0.0247180708212095,0.0394942933429154,0.0266590118233582,0.0267556232264025,0.0428825254102339,0.035626440973774,0.0218582478198432,0.0252701064270556,0.0254128359858963,0.0653751535821683,0.0264682766239074,0.0238884686158483,0.0575341796190485,0.0284358090637292,0.0250536117118121,0.0286495647229485,0.00295745605169786,0.00539576369062895,0.00816069025870449,0.0037459328164342,0.00695858187237703,0.00197233880864435,0.00191591648941304,0.00431457319551402,0.00287481121652057,0.00571888405009475,0.00302343904158658,0.00159324504984841,0.00166040278628348,0.0108186664049631,0.00490415275720877,0.00670185784476648,0.00278861321262576,0.00746982434132744,0.00179104860077126,0.0035452063917821,-6.10394067439986e-05,0.0049861550724124,0.0026750594492081,0.0062685730500652,0.00491051845201098,0.00304354969727193,0.00402930456245482,4.25477674418697e-06,0.00712138693082793,0.00412739941940179,0.00234530901991312,-0.00395668699149499,0.00138663217867018,0.00458916591708325,0.00464864643711008
