"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent"
"1993-01-01",0.0193132047487955,0.0517297776308141,0.0384448270667723,0.0228059151879874,0.0203637500620601,0.0189129024375338,0.0186831698991735,0.0317484605838896,0.0304501116252042,0.0524360402596026,0.0204763637390351,0.0204683971637466,0.0226105089185609,0.0978005946127591,0.0196613336095487,0.0180601252130863,0.0187434723204063,0.0172258266716035,0.0893574783449326,0.0174918807098145,0.0498479166581083,0.017381866628225,0.0968733381785502,0.0242344586500139,0.0333691155479643,0.0196212877732246,0.0227191339311313,0.0252641772421316,0.0209891669427855,0.0169602676277998,0.0259551300147388,0.00375596875937797,0.000569542511731868,0.00193467557392405,0.00426627962732175,0.0010412665982102,0.00256197384137477,0.000845119028725729,-0.00249126167423105,0.00870052783283468,0.0206743112879097,0.00187181672791505,0.00430662167198777,0.00180684558791387,0.000688054956767783,0.00430913599537013,0.00202265824262984,-0.00112915899137836,0.000954244161528442,0.0387601591356031,0.00291843508181532,-0.00898064754519355,0.00181290686082909,0.0530029267345486,-0.00042295341894133,-0.00903785816735046,0.00309597041191447,-0.00044742129409057,-0.00240551635728021,0.00258898042626179,0.00256374661541832,0.00546260715682969
"1993-04-01",0.0173903636495825,0.0479925989890891,0.0458473773286696,0.0214693388529789,0.0228913725897544,0.0191282417466627,0.0174132581703277,0.0291018413402766,0.0233425599688477,0.0528821957235999,0.0219895016540678,0.0193486012433075,0.0227554921487797,0.0877091630866853,0.0185834225480374,0.0204248185103208,0.0190709445251904,0.0198532179542373,0.0975454313131211,0.020063050369775,0.0454568316828505,0.0185573860159724,0.105518538401629,0.0184260829388807,0.0362484843257112,0.0194234079967099,0.0204557920125796,0.0261535821227621,0.0215488574929842,0.0170196012054777,0.0263886440911316,0.00165809902350884,-0.00454749658311746,-0.00768443110120988,0.00141160899495249,0.000633382957194331,-0.000275265226259684,0.00276008933396774,-0.00166134991843645,0.0068992150059493,-0.00123336347777532,-0.000576705181767803,0.000282384620184779,0.00376982014053641,-0.0237982358485202,0.00404904107380921,0.00193059233442829,-0.0013823247438479,0.0013298135417706,0.0405333019640884,0.00205308274152525,-0.0072265766313218,-0.000484455741886613,0.0606709267474852,0.00321877148004982,-0.014337019274279,0.00352135702869149,-0.00104191560791544,-0.0010023505179698,0.00633947853485959,0.00131512439293777,0.00353635914787888
"1993-07-01",0.0203854519271749,0.0557582398500679,0.0394186512231011,0.0231266395743728,0.020785384656834,0.019290757403673,0.0185132875441144,0.029345714264366,0.0280784437003061,0.0506735871416593,0.0226013770529017,0.0204488245852398,0.0250590593856017,0.0917752443999615,0.019946708489453,0.0195011786728997,0.018752225310765,0.0171721665555196,0.0868300647634691,0.0192630135799584,0.0517370033368101,0.0183356768759876,0.0992631244750416,0.0208703130063504,0.0314441305949555,0.0185434606106974,0.0253298198029053,0.0238239527413968,0.0204075700813793,0.0191366648271104,0.0243822635659266,0.0034057712976536,0.00292810921338824,-0.000939133480019178,0.0028800395175585,0.00299346710984674,0.00377659143873297,0.00296788106154593,0.00108900662129549,0.0104900561430016,0.0111669509339633,0.00192199563603146,0.00327516111395695,0.00285387010100123,0.00671317767323787,0.00428776834391834,0.00333863405026088,0.00185390193754148,0.00254420842588662,0.0255192359184354,0.0045924810900206,-0.00199140904463942,0.00163887172002396,0.0653585413968092,0.00462214637246729,-0.00462410049143548,0.00271465768554504,0.00493383267666919,0.00354746856588912,0.00461948947467825,0.00143496660209677,0.00248156441053867
"1993-10-01",0.019038136879177,0.0580163381959376,0.0500118625974563,0.0231891976920762,0.0227170479327234,0.0185748890836641,0.0193993983941914,0.0302858670682704,0.0236775588250421,0.0489487685416373,0.0204627289697433,0.0241880918957354,0.0252346580826022,0.0952750327717495,0.0217715981765626,0.0189995551703848,0.0195019056723215,0.0187166135707401,0.0810796245910668,0.0171299288226833,0.0438736192623724,0.0181468062630208,0.0936319789740918,0.0212291322625233,0.0334186716486228,0.0188957802481869,0.0199286057243493,0.0249304682330963,0.0215684390338445,0.0218591418609048,0.0262985535552217,0.0113499699328045,0.0400684007694991,0.00495704299125668,0.0106026134254605,0.0108879253135857,0.0087271577586022,0.0108080997127234,0.0165516387492973,0.0187353299637573,0.0382018479454138,0.0135976440457866,0.0164070063665998,0.0140016228824569,0.0427881946159671,0.0156071350640857,0.00955236781698506,0.00718941888200713,0.0113302966830092,0.0641549177737706,0.00971849860685881,0.019921629693363,0.00970724119396177,0.0744383899828635,0.0125391405162283,0.010167595172442,0.00810833999555319,0.0108840414052906,0.0122757413535864,0.0160622420417515,0.0123542463898894,0.0151922893811893
"1994-01-01",0.019852690855839,0.0512545067445097,0.0549383867289917,0.0243177955591591,0.0224019456750877,0.0192833645010895,0.0179723393029531,0.0296164318190521,0.0268312757017835,0.054924487890417,0.019444419335518,0.0243780619740547,0.0255461963307744,0.0959884220149677,0.0198164572985236,0.0230310912356857,0.0204837910261013,0.0187547708281669,0.0845883851542059,0.0168182849584466,0.0404893894989802,0.0182624176809045,0.0902337251112106,0.0202011029008516,0.0320454364488518,0.0214722825808624,0.0242571984367675,0.019008639568432,0.0197318951989468,0.0190618007340213,0.0249930069048444,0.00755662483522344,0.00912836663230496,0.0184139237006924,0.00581121800820063,0.0050027484016099,0.00630727321337556,0.00589682068513323,0.00959827666441864,0.0154936403776866,0.01810666330602,0.00465720671375751,0.00891559751154082,0.00909463416416327,0.0261101463679454,0.00800428257901691,0.0076193776039925,0.00670119285798747,0.00750516867099102,0.041269458131149,0.00615006769276178,0.00591181737724695,0.00730046542287768,0.0598089304051447,0.00551084237241126,0.00497181773713327,0.00910231125361774,0.00217588230755532,0.00676790640788879,0.00994819472000233,0.00716126467146515,0.00575695801849885
"1994-04-01",0.0201273477096454,0.0578931897935782,0.0443149588788083,0.021982942088447,0.0213674375429844,0.0188210632468092,0.0180578632384703,0.0299266195512611,0.0248503051954777,0.0543899838816497,0.0205884159812143,0.0293866701808632,0.0266740274272821,0.0818671055846158,0.0197184753165417,0.0190959451903321,0.0169315144047321,0.0184827508713028,0.0939931519853309,0.0197622419216805,0.0409811656740179,0.0177498328994401,0.0950201826042,0.0216159766964567,0.035462099244373,0.0203366915233083,0.0223311509886823,0.0183912682355715,0.0204030818269258,0.0195637823928248,0.0299127579231726,0.00207691287521565,0.0022901055523136,-0.000824036955681003,0.00280948891043298,0.00198323757436734,0.00142285743430869,0.00299143065531125,0.00435749890915752,0.00583731847371754,0.00745986012517264,0.00420351519995302,0.00123061033901544,0.000576310002181051,0.0147401755250724,0.0038491096718667,0.00320372676023365,0.00317603425877016,0.0024426948463298,0.00289382993810945,0.00279542816231892,0.00233806522650153,0.00312817053377219,0.057560875076392,0.00404330381582144,-0.0028224704110251,0.00235216475396224,0.00415247586619409,0.0032306892494517,0.00481665500669318,0.00448314823911967,-0.00198620579777848
"1994-07-01",0.0181209027227242,0.0553256628342603,0.041846670086822,0.0217349623678074,0.0206359320324301,0.0185256536273658,0.0184409588887375,0.0280570781219908,0.024205756241559,0.0532353020469595,0.0191775050502332,0.0236029422067006,0.0237965810381221,0.0958780656612423,0.0200516259423049,0.0206125115681601,0.0187414827410185,0.018105120943028,0.0977012323824096,0.0178252854559962,0.0463205133515334,0.0181061906281214,0.0968035243320613,0.0230878822500617,0.0327501888992441,0.019534582781027,0.0225657632060155,0.0186747862420236,0.0204708378381259,0.0195551703433684,0.0265093281685455,0.00429873029458414,-0.00130971507517908,0.00147733292815597,0.00372601376914163,0.00436023650350789,0.00418941034001512,0.00370512909761328,0.00196653749627629,0.00628440022675791,0.0125887179256646,0.00247162830421848,0.00558160570098197,0.00405799361249895,-0.0042958559390036,0.00444960676353628,0.00285020014483579,0.00454738302921527,0.00387993427147593,0.0581630012357356,0.00417879821104737,-0.00097340680478365,0.00357888309152228,0.0595163901119895,0.00398355709847736,0.00872103586273478,0.00561944073766347,0.00274333153166427,0.00365005319271985,0.00681420046442411,0.00155523845114894,0.00255442294870954
"1994-10-01",0.0193822535109147,0.0559718214468364,0.0456531781144707,0.021843039591922,0.0218949626012653,0.0172584181087847,0.0186835418256724,0.0307785032027286,0.0269149824088512,0.0494226103422796,0.0198433112105701,0.023197838326854,0.0252296008970861,0.0928704099874374,0.0215810301452067,0.0214430519138151,0.0195750560416558,0.0171505403811078,0.0896788565928622,0.0175177639522908,0.0459732919868721,0.0196983861091474,0.098021173961255,0.021987876167385,0.0311041149449514,0.0185260050218052,0.0234586564768226,0.0193764771585298,0.0190004939664807,0.018736781956235,0.0282259716479044,0.0111682187286054,0.0247528641063478,0.0107876781875271,0.0116296157594678,0.0099723900518598,0.00881236460341244,0.00910781927653613,0.00905427719231393,0.0233505135938773,0.0292647209323269,0.0113347381853016,0.0125751546745783,0.014352367614145,0.0353498457841504,0.0130543058069431,0.00861604035797376,0.00953391713205718,0.0106461663692516,0.074694169699811,0.00834558472832958,0.0130526125364574,0.00757847291402396,0.0632423118395226,0.00902706493022093,0.0172415768466522,0.00948437162659966,0.00791239567662412,0.0106701727742622,0.0117391384201398,0.00942648668153661,0.0161625812440857
"1995-01-01",0.0181075572925721,0.0606108130344412,0.0447556767970459,0.0221990212654196,0.02077969438182,0.0191564215722751,0.0167782353099657,0.030699256569811,0.0281494051267514,0.0451075710633269,0.0181115099834054,0.0241981720179265,0.0241123929002505,0.094440757013117,0.019536485244781,0.0211008856522675,0.01886701470253,0.0189160820667855,0.0945944071831407,0.0182170957785814,0.0447094715835422,0.0173175192984562,0.0913390079161331,0.0205083019693462,0.0402352165179327,0.0230568709397394,0.0195207822921812,0.0231992500247908,0.0199060505953978,0.0169869057161438,0.0247821681901223,0.00458552619061175,0.00537967462786485,-0.0129842390256789,0.000829153659470208,0.00188588083540233,0.00353586056855906,0.00417281948034076,-0.00520112057044762,0.00243756298028519,0.0156488195387111,0.00334952238756197,0.0081512303079346,0.00463335790960909,-0.0193618170585225,0.00443984647794399,0.00249188127526268,0.000247578348403736,0.00641013113548382,0.0606082455460745,0.00432209823173368,-0.0019014231479051,0.000852769987584965,0.0563387870127899,0.00310066258897373,-0.01657570771039,0.000180038499612503,0.00223798138330216,0.00182212366858461,0.00482348416628582,0.00353697406565181,0.0102803837176168
"1995-04-01",0.0167097786373392,0.0540189766010427,0.0323916391467821,0.0276043914790075,0.0225756977771167,0.0211290905337092,0.019112037740786,0.0254795760996186,0.0302151896124841,0.0506634061271118,0.0168263560381483,0.0227428882530371,0.021908582834104,0.0903583291403448,0.0208501791234278,0.0228945629162948,0.0195938984102663,0.01516246939453,0.0986337003238618,0.0170842307098452,0.0536835455235099,0.0174858956744573,0.0985705338746238,0.0217054907774065,0.0398645707267605,0.0187374594563806,0.0199018540925371,0.022864219151898,0.0198965811348282,0.0184520083597874,0.022882860328953,0.00251990693413127,0.00341069335965267,-0.00720286077819207,-0.000275608499062533,0.00260024931361535,-0.000854359636088826,0.00502740305446312,0.000141427516179748,0.00744221771731217,0.00277527274274589,0.00110414382564604,-0.000573675483165592,0.00263457510189664,-0.0232433961142944,0.00104092157390903,-0.000898286086090275,0.000658749950573275,0.0022192401091271,0.014347929555356,0.000409429893052638,-0.0151752251293792,0.00307825182729046,0.0665359868903355,0.00335386332062937,-0.016389637738278,0.00173802926016633,0.00299414728448682,0.00107207403019576,0.00694209312217804,0.00353046477878934,-0.00289588254341454
