"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent"
"1993-01-01",0.0215782286446006,0.110098360198401,0.0269298111746623,0.0501685400315586,0.105552159886491,0.022509721871529,0.0351888087074397,0.0213489270283702,0.0262166265920719,0.022822968491577,0.0289129168855134,0.0217709648814392,0.0305387275728226,0.0214889693580423,0.0298428014636308,0.0213982786288808,0.110198935690033,0.0192268539924236,0.023382276400888,0.029365089037497,0.0216958723669271,0.0211996563955963,0.0260426390913218,0.0444155847673761,0.0505344363527419,0.0263886209083592,0.0311832235798055,0.00243098924088964,-0.00289222640285826,0.0052251668842124,0.0193296639195274,0.0466065054039762,0.00356710840821803,-0.00143950579420651,0.00246331405128679,-0.00249602993645054,0.00304148335504744,0.00416140647658613,0.00337591468766673,0.0119506825241906,0.00385564448911015,-0.00289290132589055,0.00260169409159306,0.039652778677401,0.00331847955898852,-0.000602125806179503,-0.000176097332448884,0.00384506923631004,0.0018775259847905,0.0017699455958808,-0.0113595772296023,-0.00531558846188059,0.00679851019031232,0.00690212689380785
"1993-04-01",0.0208721750341067,0.0988610666992322,0.027970146028199,0.0480727616876818,0.113977116577347,0.0212737243211836,0.0377838887369357,0.0213240663465161,0.0240655703089744,0.0213457154862708,0.0285206177122694,0.0254908770328026,0.0267003682844466,0.0238076888598284,0.0249809853259142,0.0189629635868758,0.114654304843471,0.0215737527895259,0.0218657124632434,0.02298798815862,0.0233005163735208,0.0224026999291504,0.0275796646222623,0.0447393758081898,0.0566594490896407,0.0271876284089117,0.0330391754848801,0.00160679705369495,-0.0256029512211158,0.00188725574498839,0.00191014515409218,0.0593239827779738,6.09741019605956e-06,-0.00587448040913839,0.00261754912446276,-0.00185125083497688,0.00231291201856978,0.00243316821363186,0.00717794004919183,0.00631550133452717,0.0025436436136342,-0.000720091400669481,0.00186366484256994,0.0403602216675565,0.000512120763392823,0.000794663726377692,0.00129572468810753,0.00460962636831744,0.000211120916750879,-0.00220683392611907,-0.0170390727275577,-0.0115565946087824,0.00226820147990983,0.00546189738992496
"1993-07-01",0.0207199519571711,0.102715798400998,0.0275014949369065,0.0506150679318538,0.107018273635442,0.0225786028950634,0.0338387842049242,0.022566588773521,0.0277694855088077,0.0217981432477649,0.0305471023409304,0.0232917355614977,0.0301152460021524,0.0217824608544519,0.0284581807782406,0.021812418602666,0.113036137824948,0.0202000991890273,0.0226800816758506,0.025561443734235,0.0217702378743569,0.0220386791041367,0.0250403209274879,0.0416071600451564,0.0581105942926728,0.0259233078237784,0.0309026018759581,0.00376598302987766,0.00795019543297179,0.00329715079827961,0.0112082482363963,0.058461402543516,0.00302973591391525,0.00125363912916812,0.00368920159324987,0.00192578935300082,0.00453391501912879,0.00376156559071963,0.00611818419000183,0.0118938604992003,0.00438581419370266,0.00529615582808692,0.00309939665549758,0.0263434709697031,0.00278644036016976,0.003954943761927,0.00643985624893151,0.00519648266101208,4.85073861221992e-05,0.00294151620500343,-0.00520475727715513,-0.000381778328318929,0.00421245556180588,0.00238782795998656
"1993-10-01",0.0202905982189539,0.104912322063199,0.0289211768615532,0.0539065641416682,0.105751681371885,0.0246083746205703,0.0372727032455251,0.0216603049164314,0.024234467019097,0.0228607932887426,0.0296127063929387,0.0237560818619639,0.0305820423024884,0.0210182720528595,0.0244784856096607,0.0238837741626946,0.105523053529706,0.0204466982852645,0.0223701838337272,0.0262322715449842,0.0222454703857531,0.0237439104699374,0.0290533445586478,0.0414854839504392,0.0522325220316912,0.0272175726973252,0.0316991405822928,0.0113344257388335,0.0419498340980951,0.011578642324819,0.0427962122179334,0.0667257697211286,0.0139483496015544,0.0158057454456359,0.0132914666759764,0.0129746848762248,0.013454480451493,0.0156955520372595,0.0152352008839768,0.0224511962663845,0.0119630991873287,0.0125033173882061,0.012027180688345,0.0871415008489222,0.0122610157674699,0.00836623754604837,0.014114024897386,0.0115220377835164,0.0136955657622275,0.016603010283754,0.0109241430898411,0.0291289439960827,0.0212579192817825,0.0181384695658207
"1994-01-01",0.0221047957795128,0.104013878722687,0.0289390347918034,0.0538487139301794,0.115391222287764,0.0226213968208719,0.0373169124086015,0.0210838815790432,0.0259015826344417,0.0231012470922088,0.028156411707282,0.0238773153035024,0.0319081320063296,0.0241331827585815,0.0215297656355139,0.0238864640955557,0.105349710803235,0.0205182796006571,0.0223533232223612,0.0255247119329605,0.0233301997199084,0.0230355385911449,0.0270230728855608,0.0403808364550418,0.0470334578017923,0.0260849105277059,0.0315520209057535,0.00871676977981674,0.0215081363836891,0.00786349096442294,0.018772667164042,0.070612687174949,0.0088491267202542,0.011969126287034,0.00787991899827195,0.00467017809224289,0.00750441761734324,0.00943662185337621,0.0128992644302093,0.0137416856090068,0.0100209028925486,0.00853975202477454,0.00846426090325527,0.0442727405029657,0.00815997597502042,0.00681533062900775,0.00608689263896962,0.00917867588631819,0.00784893333586296,0.00741369676916827,0.00525341887157254,0.00679555409275665,0.0119243057139943,0.00656054750093993
"1994-04-01",0.0202337453833486,0.096857742189993,0.0290310899963604,0.0572109560943608,0.102708282460411,0.0207150409041782,0.0304485009078836,0.021730576657712,0.0246245884624577,0.0219054125470799,0.0298428663691421,0.0225806287483402,0.0319319707658251,0.020808425442475,0.0190676662476818,0.0216816061076893,0.117797688914942,0.0186403662652007,0.0202258735474914,0.026982173903219,0.026098591275345,0.0255095152491998,0.0289139200212366,0.043758764732889,0.0533645617648156,0.0337680296184594,0.0335614154222622,0.00481255521050406,0.0144716235083937,0.00183055609541682,0.0105562671045645,0.0474795279423665,0.00344279977136138,0.00335872954968323,0.00259183142203497,0.0047066805650223,0.00684984467129808,0.00221592082146103,0.00607119858419761,0.00588567308631932,0.00336663926235274,0.00249678559630867,0.00354088521053242,-0.00329954778129923,0.00375190861811772,0.00462184579269425,0.00577923417741512,0.00330599092495996,0.00274374913464278,0.00583454302620058,-0.00189951140401202,0.00523802441191703,0.00314074515402765,-0.00208152063920988
"1994-07-01",0.0203565134257348,0.100592691113677,0.026036199325969,0.0535286828147878,0.108039513311708,0.0222701642392746,0.036142719323875,0.0217522031281312,0.0232096081058559,0.0235730664120062,0.0270630033526354,0.0229734171028374,0.028839988061402,0.0226882534916146,0.0215298162093707,0.02124467867466,0.121844022086604,0.0205639742536974,0.0210724685618843,0.027313760791947,0.0239692097379923,0.0225519695474429,0.0284590887668501,0.0440944310330863,0.0524340915472007,0.0257733174776202,0.0320831481021357,0.00481281564584074,-0.00196699261474333,0.00328983504248668,0.0165124056113264,0.0570753438294544,0.00403078822871773,-0.00120643520618542,0.0055902581610628,0.00168869673182405,0.00342230981873734,0.00498914296402882,0.00642564049801672,0.00682826444732873,0.0043170441971144,0.00363286931756741,0.0047127614914224,0.0538021353234764,0.00517705891671686,0.00481031968202468,0.00475379470081095,0.00720907843380826,0.00666386056442194,0.00366867610349877,0.00610989957546981,-0.00201622062360848,0.00750258633519547,0.00309829835153563
"1994-10-01",0.0222698692232687,0.107042560414362,0.0262169052535057,0.0492564699270137,0.109916438869047,0.0208945729863027,0.0398563701643401,0.0231504059308729,0.0233922886119012,0.0218731561607568,0.0287333474167288,0.0228965681771628,0.0297911525834976,0.0217258046369146,0.024142243480075,0.0221725859708389,0.111216318322593,0.0197385866365549,0.0224719425203556,0.0245104816670687,0.0234021375607029,0.0204951755218782,0.0286056894280806,0.0432453572016154,0.0514015337247147,0.028655303032024,0.0329267345778233,0.0100752595718032,0.0363525925433477,0.0125401831312532,0.032013718967667,0.0637965746057963,0.0111566282353179,0.0120845735884862,0.012673885148864,0.00819826527479067,0.0117167483640832,0.0145124359351188,0.0116746022382257,0.0238428226997447,0.0122518813250236,0.0135740093976084,0.0102376077294856,0.0831569170238512,0.00892637142625362,0.0120701486833345,0.00881611562572707,0.0132181517235115,0.011555916685316,0.0127006397879446,0.0237433741485388,0.0117868830698818,0.0210643338647787,0.0181992974791875
"1995-01-01",0.0195536447277133,0.101192050879669,0.029250385921649,0.0467390398084288,0.105999253809043,0.0208698990645588,0.0370435062327774,0.0214243087039686,0.0226742385363775,0.021529852198101,0.0264463552817445,0.0205457848289891,0.0316009339005456,0.0213196690562173,0.0237059647878143,0.0222896359020596,0.121116542265183,0.0202294004182267,0.0219392544649907,0.0249883594412596,0.0268800226250249,0.0256998946917576,0.0314903313029309,0.0488037706923712,0.0502623973109217,0.0266591563235537,0.0297463468241228,0.00511629304622266,-0.014901262671137,0.00485512438151457,0.0159323959531468,0.0413565268613998,0.00424287514483835,-0.00847998980317611,0.00435336303660968,0.00120181682524238,0.00432796163850848,0.00417886193912895,0.00505674632731119,0.00463106665352933,0.0019507980535017,0.00325313848851513,0.00407652083653134,0.0632200064161124,0.00384400094758173,0.000184259306287059,0.00414871254932863,0.00458685863187517,0.00409080695183758,-0.00222766136910615,-0.0180512434118404,6.35969624362787e-06,0.00627716521574601,0.0130465854329585
"1995-04-01",0.023660160467581,0.101725220229025,0.0276023391614503,0.0519096551595256,0.100949879813289,0.0210053721978555,0.0308091155527011,0.023024389745944,0.0192326550991284,0.023359112812824,0.0268909990183093,0.0236169219467784,0.0307066630457055,0.0201115967616878,0.0257423778233979,0.0193724217933794,0.122502829730872,0.0199368300250318,0.022837616667747,0.0263925560864584,0.023716823995477,0.0232154680499507,0.0334602277246359,0.0491264919355953,0.052782623020354,0.026808203259002,0.0295014488762948,0.00107907123333869,-0.0186077165943426,-0.00095312923757474,0.00579801598466472,0.0503404737962484,0.00308862426444417,-0.00735259866142876,0.00396361202777007,0.00246780713592408,0.00283171436609919,-0.00244201131122689,0.00442443117448751,0.00515064769914608,0.00257141533621616,0.000759489428688097,0.000739906551248529,0.0183937988556743,0.0043331595588739,0.00295302566251424,0.00461393950327557,0.0030533189066299,0.000474258120810487,0.00148451428802262,-0.0178428550962789,-0.00313905682533776,0.00576598014895093,-0.0058816971630709
