"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.036885755708924,0.122350758566067,0.0362625411553413,0.0302265734649527,0.129466592795328,0.0448145378272795,0.0386750664529344,0.0443962721314629,0.027950897221883,0.0426215731171675,0.0321969069301177,0.138091987193673,0.0323375628485171,0.0371238400845558,0.0328282663833304,0.0396168103889099,0.0447084556154202,0.0313632677562317,0.0580823343579044,0.00796904199856574,0.0416398560449637,0.00281543633016058,0.00460152841578803,-0.000578880440935551,-0.000123952074922821,-0.00374276598111374,0.00773828620986847,0.00244445854815073,0.00580884669893088,0.00169810866244765,0.0540629505404037,9.2164402162543e-05,-0.00132494151021709,0.00469085100110538,-0.00375178005847254,-0.00553308986305684,0.00755692389854322,0.0156523425058555
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.035602239938348,0.138121914012116,0.0401473959226073,0.0293046202874233,0.128640437722255,0.0409969283351436,0.0373433821871004,0.0400575948343502,0.0305759039981352,0.0420208898640299,0.0305279814875193,0.120157004696491,0.0346595753979703,0.0361473187439852,0.0318303962168676,0.0430408699264911,0.0461351334111472,0.0311466046276189,0.0635438083904008,0.0113994247772888,0.0487911938675452,0.00418988454926913,0.00519723782299843,-0.0140686823521941,0.00343310956478257,-0.000790539030955757,0.00748900465518351,0.00672557127897219,0.00887278014400029,0.00444841664953805,0.0309102858219885,0.00276355060009714,0.00179467614789121,0.00630305017586804,-0.00772218948372439,0.000984115558080107,0.00556563089064123,0.022865044476312
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0335122683477044,0.137551921192442,0.0382399356000005,0.0301211343581766,0.120014810060498,0.0344630669187027,0.0361623626482316,0.0443089701016423,0.0328482608601132,0.0454825608579962,0.0316893217379585,0.13260697378679,0.032306377524316,0.0326382760479713,0.0303937048332018,0.0443260209070579,0.0436091383171369,0.0386222728049685,0.0611026230950911,0.0127584053503804,0.0520815838599326,0.00094073218787109,0.00389873318317344,-0.0313249445319559,0.00281192053488946,0.000598547757630332,0.00890229136167405,0.0022824174917074,0.00258846071996191,0.000340646706561179,0.0376128407731552,-0.000240470925694905,-0.00203035103585383,0.00434194984651436,-0.00722107918381407,-0.00684143536749966,0.00332767083830705,-0.00416696035742914
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0328374276547317,0.139238542934177,0.0378916333453391,0.0311348116972257,0.126579002636474,0.0390656777152753,0.0407308825724508,0.0459385626204332,0.0305093666204643,0.0427237417608411,0.0289324149125339,0.133927620287095,0.0299322660795873,0.0344017548700002,0.0326658745711074,0.0413555416490609,0.0417061795511524,0.0284018037273715,0.0620268947946786,0.0117800963722405,0.0503004265626065,0.00422424501057476,0.00739725944386768,0.0174251779773964,0.00812579888227649,0.00506144525697495,0.00563760807851907,0.00656260958033336,0.0115781587143334,0.00372637613368356,0.0359323363671285,0.0053773028492578,0.00547234886350121,0.0056174327191248,-0.000976858209847815,0.00343316428327176,0.00579442645598115,0.0106315821153485
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0399679554834922,0.133516404140228,0.042542834160926,0.0308827810499698,0.104604785339874,0.0368303364302684,0.03403742349865,0.0436706137886781,0.0288344928358809,0.0429465523997583,0.0318997539313938,0.132173052914395,0.0314625649460406,0.0413707048039707,0.0318597324693684,0.0460323663880034,0.0429755996007611,0.0311518145309882,0.0732402312873529,0.0179664525638724,0.0694395613016119,0.00645365293467587,0.00927618779808898,0.00974298487988329,0.00958752520465361,0.00752213516687107,0.0103313043796508,0.00829308935692524,0.00442749823497277,0.00399353459256099,0.0338714205720397,0.00699596812600856,0.00571136075553248,0.00996791120524764,-0.00338061074023765,0.00843384882977694,0.00752105478732302,0.00697444852277408
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0368360563547464,0.122416275318418,0.0414669024767754,0.0348224596837403,0.12314900210171,0.037760574423375,0.0401065318414917,0.040675446084696,0.0292562518620244,0.0457334375936984,0.0328893587195382,0.126169226492297,0.0342075350912683,0.0427845473221283,0.029883148151411,0.0387239808184188,0.0432639686578364,0.0330630611828068,0.0667922358236195,0.005881366771941,0.058028560054832,0.000864990027785851,0.00263523215082297,-0.00805450645440233,0.00441931829516987,0.0055022012181606,0.00418372390996842,0.00651067601079806,0.00453146439849904,-0.00165958041659489,0.0164253477656763,0.00237059619128974,0.00247127171852704,0.00555659249882245,-0.0070758019454673,-0.00518062235870839,0.00265304928983992,0.0133388144607854
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0341231127333556,0.126825323296642,0.0379638544154204,0.0311059281099525,0.119454053468718,0.0384460700168293,0.0354268856058374,0.048576875867634,0.02852222989587,0.0441183265004328,0.0318432910839216,0.127977307614705,0.0308783467462196,0.0359491231556745,0.0331446420590188,0.045956903839667,0.049513999881054,0.0334034806624081,0.0667702450466404,0.0251011344714371,0.0931938609016583,0.0186879427361129,0.019739875017609,0.048270385291461,0.0271279866649224,0.0192814578184498,0.0299218852240267,0.0155188158224535,0.0256142367532141,0.0195588099886158,0.0730896399021627,0.0175038808682823,0.0211509852845362,0.0206908113327168,0.0172461810527543,0.0319082029442155,0.0204799282490972,0.0470145492065224
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0395938855288654,0.135555544611862,0.0410426693951805,0.0331616372686212,0.118803765900159,0.0350071690407079,0.0353660114165439,0.0426376092861457,0.0301042373763282,0.0401873453445222,0.0288595550635883,0.117567112046081,0.0355842688785684,0.0364582227944387,0.0314118041931708,0.0433033076875839,0.0480722692327875,0.0351834700103256,0.0721001149245206,0.0263226088047853,0.0552069172999866,0.0198696100328609,0.0147798925090545,0.0600702805499898,0.0189014026135991,0.0210427400466571,0.0282684282660877,0.0172521405023042,0.0296819427077408,0.0139330661051705,0.105835926069586,0.0126127287644569,0.0164033597192971,0.0209267352869564,0.0222796116929499,0.0156645747078581,0.014250750286618,0.0512933812888862
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0383578398635082,0.135153170715034,0.0379717135384951,0.0311627721171394,0.11992118147825,0.0326476291974608,0.0319181985862032,0.0486520232200224,0.0307274592099191,0.0457835861951182,0.0329392859136712,0.129711887422651,0.0372230470677591,0.0346903212787594,0.0348343757653671,0.0376620096409504,0.0418981707831488,0.0365315175913898,0.0622138104151522,0.0279423208635421,0.0919476832586114,0.02106086372663,0.0201843979137546,0.0346564710366132,0.0191329075337855,0.0189083304254119,0.0300956857824375,0.0164676319737301,0.0232454810063299,0.0185664977966833,0.0889063123389718,0.0181141669981603,0.0186671072681558,0.0231736087332372,0.015969388840838,0.0226899766794652,0.0208929571398462,0.0309693941090481
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.03323529327619,0.13685896181027,0.038516997310954,0.0367512316760716,0.120125331907812,0.0382952780512481,0.0289003765446635,0.0370269225543455,0.0341829807604508,0.0421065606223423,0.0320414991348963,0.121242796280469,0.0323231431915091,0.0393614787625378,0.030092313996067,0.0462201170677938,0.050760073632251,0.0348815713672701,0.0670770720528574,0.00616882940637331,0.0609209481349274,-0.000126863496462156,0.00441896200996679,0.00549201104035985,-0.000754614498583283,0.00486220976390401,0.00189340072865395,0.00561083103221064,-0.00237361318067156,0.00481167024606656,0.00821410820862753,0.00157815561445768,-0.00838525692343534,0.00548173179468975,0.00458049565474519,-0.0011416025494079,0.00890439215748224,0.0137855700876029
