"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0624864138029438,0.0375620493869282,0.0724032309452,0.0579908766039214,0.10488330223537,0.0683423771247123,0.0467594010116653,0.0370312673379326,0.0384369349170715,0.057344685650026,0.0583679944833523,0.040131000173841,0.0836018647804749,0.0491790450507306,0.0457561970109601,0.0484271440712864,0.0578410836766895,0.0334551317368936,-0.00618525122157528,0.00169768908590553,-0.0123456113846263,-0.00522396176235254,-0.0127977518291542,-0.00209756569822775,-0.00143920359585749,6.82024041518353e-06,-5.83696171997332e-05,-0.00751962898878288,-0.00463448786865807,-0.000665851383044001,-0.0155296506259443,0.000524470847479458,0.00319805725018058,-0.00597398315015266,0.00306085062286921,0.00214814884878241
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0614231973546239,0.0329215397813571,0.050110165010872,0.044929112567504,0.140357339127227,0.0897090587788648,0.0402189935258207,0.0499593586608429,0.0523732432554795,0.048010530828178,0.0410884973846637,0.0390514269421784,0.0552539551855992,0.0459869377078752,0.0448771513853766,0.0501833271825541,0.0792638758977281,0.0342822894232549,0.0251736926631861,0.0148207706476874,0.0108243393949639,0.0207639557785939,0.0188747108073238,0.0298051814390302,0.00923083085146688,0.0177134000643838,0.0177815123070341,0.0173817165975533,0.00994897521201103,0.00837009093883514,0.0227847435566597,0.00966008019462717,0.0134741603821872,0.00616036041227005,0.0260888278864026,0.016907762330517
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0678858077475087,0.0408138334862054,0.0730330221686945,0.052947378111418,0.0420562617076711,0.118628173312741,0.0692426499747843,0.0380814965774164,0.0529613692895647,0.0628110305204194,0.041515523544654,0.0952275286058717,0.0465220834994007,0.0331336736646176,0.0409445433167364,0.0410472666644774,0.0438262935769567,0.0393220642308623,-0.0253380678336115,-0.0218062097167003,-0.0370782103533344,-0.0230950888431338,-0.0181712632623917,-0.0443285511338886,-0.0304045298806688,-0.0171779645975925,-0.0231902304164382,-0.027655051773778,-0.023124036639524,-0.0299875668863914,-0.0210443771340777,-0.0164559459220767,-0.0194393436659219,-0.017304095877063,-0.0191465999144773,-0.0192820459990966
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0694837531781697,0.0369001550236584,0.0502581323178511,0.0516809745994687,0.110586511293251,0.053571884771159,0.048163763854875,0.0493887011066693,0.0468096179495315,0.0544737774221681,0.0593713059243135,0.0447521938953743,0.0638406519207464,0.0610546551370616,0.0571567972954671,0.0502950313138794,0.0566256654521943,0.0355864275441617,0.0134757218836099,0.00503809208311585,0.00890793194017512,0.00778740091402443,0.0123529313329343,0.0157273493668626,0.0057679918945492,0.0121825040919094,0.00928186234094075,0.0112322106211791,0.00840706930409266,0.00715747121578989,0.00262609684990957,0.00337712133665834,0.00982654638875784,0.00637650409209564,0.009822561932299,0.00617023545599962
"SPEECH_574","1996-10-02","1996-10-01",49,0.0641354498665401,0.0362339496865983,0.0426361878133985,0.0811386894959368,0.101095675422581,0.0520848206483567,0.0428829942544296,0.0530800284103167,0.059185303958162,0.0480983387768677,0.061864032919511,0.0373907857346071,0.0515198433972274,0.0471184024920987,0.0417295477188007,0.043133789044076,0.0883839701948654,0.0482881901656258,0.00424094655162833,0.0065523434428247,0.00503705177068716,0.0270052289257242,0.0124022545035457,0.0237570772738033,0.00690261881844651,0.00544000861819594,0.013022019488238,0.0120961757493049,0.0175733213536694,0.00639016867143185,0.0091697072653443,0.0138373750433735,0.0137090336108685,0.00997509851047951,0.0261295947467528,0.0043850387022746
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0667821809732831,0.0384821248075982,0.0724945214840723,0.0411130879213373,0.131987416532194,0.0632064634904241,0.0531319788183998,0.0432110769107918,0.0401418713881746,0.0494510419496101,0.0458609810986553,0.0398329562799562,0.0616841156120496,0.0621289537445725,0.0423361873069231,0.0497438075943975,0.0618317389605875,0.0365794951269732,-0.0131247240209147,-0.00849392540378853,-0.0338250325134031,-0.0159282248712886,-0.0291607312018692,-0.00961320766455455,-0.0145287087977712,-0.0114662210557713,-0.0102693346291298,-0.0101974223914019,-0.00420989303489428,-0.00811484319784308,-0.0253633466649169,-0.0109400482557909,-0.00991036405709782,-0.0134722498078626,-0.0124843169799737,-0.0110245329408635
"SPEECH_478","1996-10-07","1996-10-01",40,0.0703017323179635,0.0383137156102396,0.0433343055892107,0.0526151752547816,0.0663547770398964,0.0490377257756937,0.053793544162102,0.0506147901867662,0.0384169312700496,0.0927850816768913,0.0563991523295884,0.0457366407507761,0.0505285941304833,0.0913247624934346,0.0487656555757895,0.0579109785977911,0.0508411255972152,0.0429253116413271,0.0215861317646524,0.0172083909833546,0.0206452800554879,0.0207726470535624,0.0199402086813595,0.0187789856962784,0.0235620768885913,0.0202241531333492,0.0175583674612717,0.0340774235066733,0.0189313403131817,0.0192043959614573,0.0201332252889709,0.0346342403810816,0.0196718084156755,0.0188299660953473,0.0219417526942796,0.0198477092065858
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0791920189165123,0.0399650946655298,0.0495108556843142,0.0687706766873682,0.0943380028595349,0.0536102509985189,0.0559742712571195,0.0807320677146491,0.0439552443677869,0.0574135181163092,0.0523939518949976,0.0420418452591219,0.049833487451581,0.0438584977812783,0.0412820905475556,0.0501820779407368,0.0453626159649322,0.0515834318921535,0.000993358954504083,6.00758204781241e-06,-0.0023508035052333,0.00504783151553208,-0.000920546619651745,0.00490204754006331,0.00352562715012871,0.00454232585376465,0.000718186959747189,-0.000682552325262522,0.0012303606855217,0.00457705521542873,0.00119514729276352,0.000808710017478837,0.000761771621473265,0.00205357721166442,0.00423978014624764,0.00330734896754075
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0869011046760504,0.0373098782971478,0.0531740993872691,0.0976465077343348,0.0510558597329544,0.0490355522635718,0.0600879303198642,0.0452081074545637,0.059916382790932,0.0621423865136941,0.0472012462796548,0.0441102236917482,0.0431689518170989,0.0469824201582782,0.0443143802051641,0.0781784941328128,0.0498173015475829,0.0437491729972777,0.00859561930509175,0.00142468885342593,0.00394021836539198,-0.0147797146391716,-0.0019990757566181,0.00702210584681509,-0.00216840175375753,-0.000442561505761435,0.002391382520818,-0.00557865648586505,0.00548190617674044,3.42508756632928e-05,0.00110952149787823,-0.00130967723364149,-0.000800527704587332,6.50566209502158e-05,0.00362147081913953,-0.00330966855026105
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0929521010960834,0.0417272682970836,0.054256046574415,0.0681813450096916,0.0486279443646027,0.0454962593307228,0.0530702437382655,0.0510705040855573,0.0549649423609181,0.058645542391012,0.064268068683581,0.0672905871355157,0.0438798091632307,0.0390267969271606,0.05905585578088,0.0421874607023621,0.0720940192392149,0.0432052051197032,0.00596433712068141,0.00811285424106102,0.00272554842449443,0.0143631537919873,0.00964554207265953,0.01097807249638,0.0169409238673039,0.0199349995281694,0.0124476978619726,0.00661240172976438,0.0200173742588707,0.0134292017368906,0.00988432077870567,0.00817481255817924,0.011588577607804,0.0112662372731541,0.0181299646634982,0.00892502591434987
