"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent","T39_sent","T40_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0161517328348308,0.0147050616611988,0.0329627215670737,0.0235261804915925,0.0120392080203082,0.0192457955108648,0.013224098673501,0.021701829591179,0.0159433752085732,0.0194362775696578,0.0152701863863196,0.0209571155443528,0.0202211525063481,0.0370796864468611,0.0685304047697953,0.0124121672712077,0.0762765777762098,0.0167890222370857,0.0146009762837257,0.0213268516170804,0.0160533679454721,0.02060951432199,0.0189105188437511,0.0316382964655598,0.0173392223563024,0.0171962023946228,0.022760836345176,0.0167247359278415,0.0148496940420692,0.031123856977298,0.0135311243898601,0.0154910103533434,0.0160037880016631,0.023004316631344,0.0476331928136985,0.0170173918987108,0.0148260581905353,0.0215987406455158,0.0214545463568187,0.109833163130662,0.00363164892924622,0.00482108917604205,0.0135616547538967,0.0059787100715139,0.00169813934268908,0.00595363582992986,0.00155345865338022,-0.00271504838111149,-0.00138816683717161,0.00383513031376738,0.00308651193598836,6.42924266667241e-05,0.00034428891634188,-0.0052815739995571,0.0241647376650536,0.00222687417765629,0.0496944060126812,0.00272653091496774,0.000374480941316506,0.00782109422189861,0.00272098193553344,-0.00312495311323342,-0.000912889915240475,-0.00843158787983438,0.00300655151933513,0.00139300810334219,0.00213840905763571,0.00118946434740443,0.00290705660683136,0.00670305356461833,0.00108291921414274,-0.000369299762459364,-0.00056668162321393,-0.00251707334055711,-0.00506639153552215,0.00135314429776594,0.0023562452389165,0.00285258569138886,0.00891750336287179,0.00393144449330585
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0183036944345664,0.0129118476439897,0.0344835773942672,0.0202907681981935,0.0137033300981973,0.0201074608691268,0.0146636234627892,0.0222474977010295,0.0158392105963655,0.0246448394483571,0.0134770292995483,0.0158990063934031,0.0198897174865186,0.0428473315074193,0.0765623711967412,0.0146599602454499,0.0698003566152594,0.0154692841259193,0.0195783632650567,0.0221779276883496,0.0132033255367283,0.0185579899640222,0.0202909987250893,0.0320721847887989,0.0174079262473886,0.0162278493087376,0.020626912182496,0.0145882485204312,0.0137614102355023,0.0369083967738441,0.0128407562958638,0.0172899546826802,0.0173738721435203,0.0213251506022171,0.0336555977033413,0.0174919276882573,0.0165947381562022,0.0233676439038282,0.0234218648943839,0.10543605397612,0.00416167911747347,0.00261385701407779,0.013247144797793,0.00551786661015231,0.00195709165276981,0.00523311345318832,0.00327014870249237,-0.00116583154460447,0.00218477887782946,0.00252476148341474,0.00317443749524575,0.00251316657519053,0.00379718321676368,-0.00388070785278727,0.0184544409172155,0.00218370238555677,0.0242791350094553,0.00299256849361851,0.00247892231009236,0.00409221950659851,0.00168302909135752,0.000269643294745361,-0.00130714182846534,-0.0169088632451672,0.00287060695235264,0.00412185148371647,0.00695007078678009,0.00201058637501357,0.00335717804997064,0.0143047018709186,0.00250044473521361,-0.00267898465822248,0.00259505794735896,0.00312156408608793,0.00520659106294679,0.00161708746579469,0.002172788786205,0.0010725387212423,0.0112394436394127,0.00532369327478382
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0162090491399631,0.0137373999604154,0.0353426253983306,0.0235990678905361,0.0145275017163822,0.0195558456819175,0.0146712536709718,0.0206614286355156,0.0139671187486914,0.0196281325247162,0.0161313539138072,0.0182441210315637,0.0176361509853222,0.036568540251788,0.08014379925707,0.0139295571128588,0.0728855644172562,0.0162339872412729,0.02374565740616,0.0218659262599184,0.014065087367727,0.015980009034777,0.0197175464433269,0.0316973352149275,0.0164129333386199,0.0161490249795924,0.0223131830749826,0.0142378138249333,0.0156643999324555,0.0360233923913557,0.0144253141309121,0.0146999658457054,0.0195349265092841,0.0256299952825332,0.0396652381639944,0.0192817645490033,0.0162771607747288,0.0171780954263199,0.0168999437907124,0.104862788679651,0.00608228126715417,0.00137477821440191,0.0192206856736669,0.00259044861901509,0.00106745671696362,-0.00037047572953874,0.00104892782889949,0.000430158546405173,0.00125886844140586,0.00163116735861863,0.00149355555901577,-9.11628914112267e-05,-0.00265146161207794,-0.0100134878593789,0.0190366147168355,0.00260195697279336,0.0368779650478687,0.00125355095155866,-0.00580814794252989,0.00462279693404691,-6.89255383276278e-05,0.00139868105633855,-0.00292583567460918,-0.00989072072723167,0.00331699128438494,0.00231466665138457,0.00353097861765098,0.00426690790672583,0.00308031998506223,-0.000326339800252284,0.00133562179919594,-0.00102715011463592,-0.000103403603430806,-0.00165786120343475,-0.00409453583956772,0.00230765754919275,0.00101119909002505,-0.000925773946016212,0.00458817745151945,-0.00712617254817626
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.015732685520491,0.0122936718014554,0.0355432924784332,0.0178110035723857,0.0147258591741425,0.0160968021207616,0.0150647051911147,0.0200851659023819,0.0163054413579981,0.026507128173152,0.0124519443832863,0.0222725788754532,0.019378373941265,0.0332966770879351,0.0863017799779655,0.0144025555899886,0.0617658694924213,0.0155045961103707,0.0181601011508284,0.0226678029139497,0.0149667360577851,0.0163005577602713,0.0205828526303871,0.0259664646094929,0.0160037372459066,0.0129732264978921,0.0264625646216036,0.0170207988901873,0.0150037217845386,0.0344683418517938,0.0139067942670412,0.0137947593037714,0.0168650783424025,0.0247207739474856,0.0573066588103529,0.0194168038275526,0.0157945221405443,0.0249762081405793,0.0183167828809711,0.0987845815736607,0.00534858584963153,0.00271414107907808,0.0195223212819624,0.00445352282990907,0.00164888738020421,0.00296982380263107,0.00317937138309617,0.00396941984279136,0.00426931466987155,0.00499452915120849,0.00195693160423167,0.00176317073971929,0.00148740038804373,0.00740054764362941,0.018730374379425,0.00335748971452633,0.0196065355064448,0.00374543042823027,0.00229370003425316,0.00384585683697655,0.00282256810975479,0.00233730385037222,-0.00128618886298656,-0.00109323329944683,0.00425397266735294,0.00286092373686657,0.00633007950966646,0.00442566630944569,0.00469866358676157,0.0069718440285366,0.00377866633861267,0.00172671289038644,0.0029959403132333,0.00148651116168148,0.00888525774296424,0.00356592219004612,0.00407246384495246,0.00297976012123918,0.00721710422509164,0.0168136444461773
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0151422990080222,0.0146801209796712,0.0320746656533041,0.0255802138633726,0.0143035309129284,0.0195690361817998,0.0140830604803657,0.0221260548417179,0.0138868539613342,0.02207842220112,0.0171821399990364,0.0240137742215836,0.021373188501202,0.0324178161321654,0.0776573031676117,0.0122959566237054,0.0666593388383818,0.0138207010704367,0.019114276778544,0.0242730837188595,0.0151125544297052,0.0162655526686181,0.0242519211387958,0.0286717177047208,0.0184715641475657,0.016986258472306,0.0221763352420953,0.0142880250688125,0.0164769242792077,0.0409641214907854,0.0125226511807421,0.0162288820654074,0.016494343334917,0.0234213810265624,0.0429280453664865,0.0165090234426652,0.0135796793750222,0.0200003466635963,0.0227413539885152,0.0995774817783107,0.00331863800696374,0.00153726634424148,0.018983621811107,-0.0033045551205929,0.00289328470894406,0.0106825545984372,0.00271668062527553,0.00301576556028194,0.00329667156533323,0.00268364797360619,0.00530472813172546,0.00539982720347341,0.00324680604741385,0.00461591851511254,0.0380894498525786,0.0019900021059586,0.0115723628935438,0.00341823334058707,0.000161055628799068,0.0027322869828583,0.00410488838146943,0.00250577077934891,0.00171709231473326,-0.00291278711071403,0.00682680665739137,0.00406370358312912,0.000198389913237596,0.005024380747543,0.00655698766305668,0.00917461380581717,0.00404197442178372,0.0022102463271565,0.00578100529314244,0.00499232504966372,0.00809645953671005,0.00513128037559639,0.0026759700063592,0.00393450061393941,0.0142383911464405,0.0224130821907791
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0179690651836082,0.0161457463948565,0.0316593841235016,0.0229778080084598,0.0163773308695424,0.0157944587538386,0.0133088653525004,0.0200755422703693,0.0136665828264444,0.0216755079557336,0.0153062993293596,0.0206144605790397,0.0237316919585191,0.0426129260418229,0.0758927685564333,0.0136869838610701,0.0662473601322535,0.0178743424908771,0.0184531342989169,0.02132297355721,0.0139872943857999,0.0141984486146473,0.0256449511905997,0.0272850834562485,0.017673204870169,0.0160729029826452,0.0228405579200791,0.0155783212763811,0.0177986680634986,0.0350636247115007,0.0132906384581341,0.0173980360003933,0.0177337675949935,0.0190245802266044,0.0447203950881897,0.0167394948347054,0.0156482447111925,0.020078482406564,0.0240559459841338,0.0997741246791633,0.00429787289343325,-0.00203581824439435,0.0147440025456697,-0.000473101000833319,-0.00146974724186543,0.00541692511548109,0.0019371314207733,0.00207823057677704,0.0018771877331856,-0.00198957205519249,0.00300902028049308,-0.00113895629031695,-0.000486760982268683,0.00095684760494792,0.0262064793236379,0.000111934947475702,0.0172165304697668,-0.000626200744877912,-0.00193666415278851,0.00562265340744648,0.00281283861583689,0.00153228715462678,-0.0019487220472545,-0.00378358710889043,0.00422806338254951,4.99420384132838e-05,-0.0010420193646267,0.00378385749578808,0.00465504296284054,0.00810298826529273,0.00141454074070595,0.00125666239282842,0.00427043322283214,0.00215241742109734,-0.000901973467423361,0.000879268779563408,0.000666747866182967,-0.000293581686222318,0.00608218566169597,0.00616730565535869
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0178006402808298,0.0159851630775149,0.0358666573553105,0.0237386947053621,0.01691249211715,0.0167387318903347,0.0141932585469798,0.0185901223864858,0.0162475063430358,0.0233272310487834,0.0138462845790592,0.0214626827354229,0.0201708811872296,0.0357249192194718,0.0711641709519936,0.0132674978819983,0.0737663510347098,0.0168309147952071,0.0208915778649172,0.0201233117642475,0.0141354877465983,0.0173279298634918,0.0172377448985898,0.0276498930302273,0.0162149247792797,0.0137994298337522,0.0270988423704941,0.0149909351794858,0.0169893594937826,0.0340836402250759,0.0154895405016227,0.0153996708125673,0.0147223266585102,0.0183076374544509,0.0563004543449224,0.0160596097892948,0.0174527138050253,0.0207901763040479,0.0221923776232002,0.0971082155195373,0.0117332580530318,0.0079184451456996,0.0250272774852393,0.0134752433496244,0.0117998958609469,0.0132926570367575,0.0095247438255546,0.00637925808279832,0.00923335355813064,0.0116524758472699,0.00919275122880395,0.0103036561412571,0.00956211305267409,0.00896170325052482,0.0515143585999942,0.00936574684284863,0.0617482788416809,0.0104795058079556,0.0107615409100451,0.0131661047309316,0.00645909790545485,0.0095108689793477,0.0111018708218823,0.0103356327702734,0.0119260586742941,0.00941987518006528,0.0111325803902182,0.00843419004257312,0.0117786807573314,0.0270023383819557,0.00808519466308134,0.00614712464416549,0.00924069933570762,0.0101235081288277,0.022626645380594,0.0102988812357811,0.00959969937887142,0.00860337215234133,0.0210989630179925,0.0530829200377204
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0186616961467062,0.0159633587145214,0.0341287174511893,0.0178132105205217,0.0145333877998572,0.0218647113429676,0.0133622729125093,0.0192133705509269,0.0172336693668624,0.0281280303203528,0.0141049982805104,0.0172810682131776,0.018590646835065,0.0448470349751514,0.0812168386071152,0.0141807828551877,0.0591883588808895,0.0154392380523826,0.0166202895922128,0.019281470492334,0.0149930260986656,0.0155986279058707,0.0176070885536907,0.0278843871598999,0.0208185680326494,0.0146420123608045,0.0228330886815805,0.0149366082321819,0.0166270729484234,0.0450305646007047,0.0146941679829688,0.0148822877063642,0.0164322237009293,0.0222699496047906,0.0447716140042942,0.0186530713272198,0.016317716008525,0.0180632272474185,0.0219470251159898,0.0993445208165875,0.0117008298198943,0.0097832032844356,0.0241443317944772,0.0113763372971987,0.0083744476897102,0.0209759758229263,0.00640923892541453,0.0101536084491867,0.00810627918465515,0.0156679314927325,0.00815226434577551,0.00885566841322548,0.0106846396174572,0.0151667925821104,0.0215406177145573,0.00838097079667701,0.0623429694368799,0.00921983158753974,0.00747688115302797,0.0181668067106388,0.00772241683069824,0.00824594867412184,0.00809586963478929,0.00689555115811884,0.00754631757915476,0.00629405988369822,0.0143032091186522,0.00481005178222123,0.011191836553159,0.0333197935403343,0.0082874686073404,0.00663582860115102,0.00930664104796843,0.00702387301622137,0.0296304616589304,0.0126728593947626,0.00709963013232639,0.0120679830154813,0.0129268521196191,0.0538398187875755
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0183250137570176,0.0131858016038036,0.0330913509413598,0.0223236711988556,0.0156335461825493,0.0164856748645279,0.015731676599379,0.0165191067190054,0.0154039464788779,0.0269972209412191,0.0137173730191359,0.0199559997245421,0.0171701465432579,0.0348714351587486,0.0769118773965789,0.0141930311409738,0.0733870452196413,0.0182160951669978,0.01579147934645,0.0256013662092127,0.0142389561952934,0.0166862771528492,0.017167898927756,0.0262021136532284,0.017202166396886,0.0119554340080395,0.0220997962649709,0.0155034314820633,0.0164080144238572,0.0391017653418863,0.0140517764033737,0.0160885894731524,0.0183082616325212,0.0216855968594024,0.0474043117167499,0.0172094885321074,0.019337295476915,0.0250187330681203,0.021160096700794,0.0996571380778993,0.0153054733709409,0.0073182041455747,0.0217177776630975,0.0125365459881552,0.00849569713692166,0.00986093366528515,0.00991213509734834,0.00999115914762963,0.00757323626451516,0.0108814650626579,0.0080121364678872,0.0120155170070879,0.0101980342997249,0.0158262659463935,0.0471058931644793,0.00851351610791262,0.0579124340290183,0.0106278747720244,0.0106829629302897,0.0180193551841248,0.00906291114326564,0.00858462408723412,0.00807884802678009,0.00747370876862381,0.00939802105591189,0.00735620846387304,0.0107110285270484,0.00830969103739516,0.0120275496589672,0.019507781689732,0.00913510605428009,0.00836247873379037,0.00708885625590597,0.0131729800557745,0.012718080666638,0.00898411727396263,0.0122344848521476,0.0189504988999242,0.0172328998746233,0.0406946908483054
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0182073971597282,0.0174476164785098,0.0322529484961055,0.0188114611134091,0.0138680642461785,0.0229836410621494,0.014283386631503,0.0150951180911993,0.018201743079119,0.0234619089109475,0.0146553214988571,0.0210692711388642,0.0167583822340449,0.0388896586445424,0.088160109250765,0.0129606538285135,0.0613747062657588,0.0147082976162184,0.0216615399795245,0.0203721923874618,0.015405982768632,0.0168923147562489,0.0207460725164504,0.0277053058872268,0.0172066619608665,0.0168799128405467,0.0197651232457851,0.0151722123687776,0.0153487861942413,0.0446835593397376,0.0127470149119733,0.0145365557955543,0.0160596168826266,0.0249189847858237,0.0420473349887992,0.0176209454132003,0.017165727207872,0.0231292270852784,0.0219016002725374,0.0948436426644222,0.00404655872697543,0.00269305899996355,0.0187065835505006,-0.000262539302733825,0.00217246062752962,0.00636922995636958,0.00172473028749428,0.00204886576311317,0.00215398144106764,-0.000810576429221753,0.00197657652435597,0.00386054076565382,-0.000237905785781987,0.00158584476620947,0.0293670234342343,0.00185463577958464,0.00173227989873479,0.00311154899242925,0.0015407992722192,0.0042227627146508,0.00189830237887482,-0.000914909188240734,-0.00959597189355446,-0.000230277586111026,0.00469684956616506,0.00464271688367241,0.00310778380507285,0.00184290659276096,0.00533976549776046,0.0103258146296334,0.00228347121362511,0.00183340504657747,0.00146032407187284,0.0031520112031985,0.001232457709654,-0.00142121902952712,0.00348191169412184,-0.000420518386430889,-7.42614049781538e-05,0.00344434244401153
