"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent"
"1996-04-01",0.0200794211595475,0.0347278421553549,0.0399080648283588,0.0168964836743322,0.0206200952796874,0.0178171963418253,0.0259160122243123,0.0286786591063962,0.0168028635509569,0.025110244705952,0.0221780949559042,0.0354026500789942,0.0164171257782596,0.0157054997915444,0.0177041200916514,0.0239483320785098,0.0388714765502891,0.0244698560979552,0.0369501690557265,0.0263494183003055,0.0643637359320316,0.0208498295053387,0.019797144191675,0.0287404893407579,0.0256581596216034,0.0239727379898099,0.0152185054552234,0.0776796971015011,0.0197026835695293,0.0316857294741777,0.0175862967860121,0.022552087956732,0.0265457994317093,0.0259681752791319,0.0256614882275369,0.0302308360724095,0.019232978258957,0.00232413041916351,0.00975076710818001,0.00208833126318004,0.00163852494345515,0.0018033080023448,-0.000499573646986941,0.00500669326976651,0.00343488539273946,0.00193759131913401,0.0035066915134518,0.00172589950227271,-0.000328905371545286,0.00188197645404048,0.00247495901653269,0.00114677568614841,0.00239125504047707,-0.00138602587028518,-0.00269731525557792,0.00632027811567688,0.00477299828637982,-0.00399358754128326,0.00462176358461599,0.000595582974225212,0.00251679336519605,0.00120574465161715,-0.00674337082861577,0.0012315554757527,-0.00389075663190719,0.00249468760740066,0.00361799560310896,0.0028538157375515,-0.000751025131912739,0.00365281291573289,0.00136516193527207,0.00445729899913984,0.0028877076457371,0.00414174503139431
"1996-07-01",0.0217896273191598,0.0267920466007006,0.046747344389238,0.0175031311082431,0.0217577471776958,0.0403894774722541,0.0248904583685693,0.0254352009023731,0.0202406366373136,0.0269173353756365,0.0251305377675322,0.027162569786651,0.0234560677636032,0.0202920359879446,0.0238294728388064,0.0232111999059647,0.0375000508406096,0.0287663689243788,0.0357216968996451,0.0199767780707426,0.0461879273845101,0.0212953333348572,0.0220578133285905,0.0334027938125379,0.0351651252318309,0.0262873439004131,0.0189397128009879,0.0374550472285595,0.0277662403919983,0.0239605818158635,0.0216857003085287,0.0217197319213944,0.0269992356672305,0.0288758377719036,0.0215255714436712,0.0234023305017291,0.0257638890183316,-0.00248275108799396,-0.000566196910579796,-0.0129240191579582,-0.00316413235925058,-0.00517351602330323,-0.00738575878820528,-0.00182027134480519,-0.00246360541878818,-0.00261560615798816,-0.00590337979955993,0.000162690346396749,-0.000846673564110849,-0.00522192070575117,-0.00462015970946818,-0.00578604529618475,-0.00333826483946159,-0.00900882484576947,-0.00190749878868667,-0.00593682357338191,-0.00346701595246222,-0.00300743739207836,-0.00255193068937317,-0.0044654598302312,-0.00331974705208959,-0.00765145984002462,-0.00337921595486695,-0.0031601205879264,-0.00503067482421045,-0.00883018232281198,-0.0038217508583158,-0.00473095452754617,-0.00392351326910736,-0.00901871516818126,-0.0037400569762364,-0.000408336906490799,-0.00176098148481595,-0.00332508800263235
"1996-10-01",0.0234356949415745,0.0304989386183298,0.0314104987765412,0.0194318646079094,0.0226120766049174,0.0216347180484184,0.030924375201187,0.0345320516117809,0.0208862832001002,0.0253904290988513,0.0220065707391082,0.0297532960365899,0.0214361046178992,0.020034764658185,0.0209708288145571,0.0247408345939897,0.0341961737260704,0.0317261842891917,0.0294488548474304,0.0230535650254098,0.0553051985937529,0.0221173610329743,0.0229852775413494,0.0292633179097066,0.0248073479959878,0.0249167892445927,0.0218393514983342,0.0570092534854134,0.0215399170713088,0.025509235289603,0.0218541276259835,0.0208704662103868,0.0276305704629709,0.0254167482273133,0.0208956776347579,0.0366809933794526,0.0232342587380702,0.00194608832083465,0.00624072763781592,0.00325856086074424,0.00145713290345542,0.00326886430210218,0.00186509603700198,0.00143976064472467,-0.000909199147951143,0.00225618518937511,0.00157583600749717,0.0026446740277226,0.00153632585962947,0.00270259097654925,0.00274419940824005,0.00182171099890369,0.00271715177126144,0.00130906261003057,-0.000888749572978308,0.00440402399224839,0.00318328490840989,0.00628033696429231,0.00134430709148898,0.00277811091349871,0.00123604553907449,0.0017953253745551,0.000414821565633969,0.00188440911182204,-0.000445959207766457,0.00237133179173565,0.00387517233190084,0.00139090966085994,0.00217341132075755,0.00120473123397412,0.00117771661202243,0.00282591145974803,0.00390202065612954,0.00160825843588831
"1997-01-01",0.0209392470005068,0.0313613074353007,0.0331675184205785,0.0183777494784194,0.0236726659406284,0.0261913694900222,0.0274395381708444,0.0281892281017431,0.0196921032941774,0.0241915130924625,0.0220310455632087,0.0250658412361882,0.0200963794333001,0.0190166579369326,0.0193037486887069,0.0256942648885772,0.0395411968944711,0.0300495609603358,0.0324596371657126,0.0216674192780943,0.0687675140816228,0.0203829905487215,0.0223714039746809,0.0277182756173512,0.0270359418114538,0.0259398024938228,0.0183271362570498,0.0635732219111008,0.0234098229200407,0.0259417632477091,0.0200889597764787,0.0217357924784205,0.0283438297626299,0.0253509864686853,0.0191405502696813,0.0306667538467529,0.0230572620635872,-2.99928547722932e-05,0.00307382216606159,-0.00110217582921012,-0.000222391782970192,-0.0039555043033942,-0.00378118148091562,0.0010246280231783,-0.0004009433279036,0.000513361380655365,0.000682264973924786,-0.00146755709664086,0.00140492102317647,-0.000689926628446214,-0.0015474738974052,-0.00127274558022697,0.00254486646376808,-0.00445069718144803,-0.00351855350751148,0.00132510259166361,0.00084863796378482,-0.0053035795176696,-0.000228334031793496,0.00100430882266187,0.000801088516884716,-0.00307424155581811,-0.00169224441120899,-0.000443923084038528,0.000144875077535357,-0.000171099713906612,0.00109889245782412,-0.00226335731540573,-0.000324585310379798,-0.000121070292949143,-0.00263980812387284,-0.000319388792771677,0.000751404428409985,-0.00512960708997575
"1997-04-01",0.0217745727303323,0.0342784800996241,0.0350238906297076,0.0187958086301017,0.0228482965812167,0.0248978305496012,0.0291377549160884,0.028857341190438,0.0200816918571962,0.0254242209727244,0.0201677264460122,0.026892371693052,0.0198763164171879,0.0191766995065929,0.0206847815307585,0.0250413597334614,0.0402648583456395,0.0320327908220393,0.0279566237810371,0.0250471517958331,0.0514936986905336,0.0218628149513827,0.0222280799993734,0.0291872387818225,0.0304607208428052,0.0257814145395824,0.0188098205194008,0.0592381442988047,0.0273949826166279,0.0248428864807312,0.02031316734548,0.020658797480171,0.0272129515504667,0.0241806218042573,0.0218584749047413,0.0325895986283415,0.0236260183368331,0.00182628468782363,0.00821503218818394,0.00110368013657696,0.0012857596866668,0.00185770180192034,-0.000901176013411668,0.00380374110421012,0.00237616348188094,0.00181433176222423,0.0021157865972835,0.000653492037301849,0.00265480084848217,0.000869943922604576,0.00170669310868179,0.00171390603435195,0.00332240118910858,0.000906768855186718,-0.00093656909265244,0.00182014116306058,0.00175573105605748,-0.000692513811926231,0.0013390512670739,0.00189792018666617,0.00277338235158353,0.00121781849001077,0.000959920831893064,0.000794229367030548,0.00369104835856399,0.000133302867967896,0.0018427783453819,0.000780133493911217,0.00161798668731053,0.00105414439091954,0.00150600842186425,0.00210759886841572,0.00628221204935033,0.000702801965102111
"1997-07-01",0.0215559166018632,0.029291942287341,0.0412439100183837,0.0200928873775232,0.0225634866727696,0.0285782829453799,0.0327353212467121,0.0278155435422787,0.0241942486569752,0.0260542836858963,0.0219325299667478,0.0327331146990776,0.0205307629453217,0.019982555762429,0.020006344211474,0.0236274375445827,0.0429644008389332,0.0334884439176676,0.0386971526283148,0.0218739350758423,0.0392504420348281,0.0215122442760947,0.0233885661625917,0.0289694321648986,0.0357015424817713,0.0243934602139761,0.0193667926194138,0.0353977288396017,0.0280448218990995,0.0217048209459098,0.0212243518358685,0.0205623247707274,0.0275430022369024,0.0269310083791578,0.0239798222847498,0.0285938009859703,0.0234733372429253,0.00296634174948804,0.00870703587616063,0.00473096102092352,0.00264578992328685,0.00238257184868259,-0.000627291246337907,0.00441995213048671,0.00354576197755571,0.00213030927342354,0.00429479823073375,0.00242968094257251,0.00375871653837833,0.000865915686828746,0.00119541898863134,0.00182072057920606,0.0042318687228193,-0.00179629391687868,0.00252313174416646,0.00624018673665791,0.00391332293651787,0.00438798653015492,0.00225446748916582,0.00338225466477057,0.00471303502224615,0.0002750167473897,0.00273737915542144,0.00183593170586249,0.00487890225617843,0.00123384841343404,0.00348524410746128,0.0013472160149342,0.00197290229761586,0.00121339864407295,0.000360626643257691,0.00319992606609202,0.00393698337186816,0.00124635030660139
"1997-10-01",0.0215563753350625,0.0363039882727126,0.0285621780284493,0.0199206654541248,0.0250946299042182,0.0246038063804024,0.0358181432035573,0.0274706929383316,0.0218266083073286,0.0254738279157072,0.0297257371456574,0.032966201108537,0.0198070032029398,0.0184421053580105,0.0190760885772326,0.0330615179794969,0.0361380717853531,0.0304936494146191,0.0319949895169183,0.0240892795696203,0.0427092521361259,0.0249347615114224,0.0231298285446792,0.0273153296993636,0.0256031129529555,0.0251703902400851,0.0194020244791306,0.044243315962875,0.0233994325079811,0.0289383066717147,0.0211226053107634,0.0226276259645601,0.0246380859085222,0.024569122311653,0.023648516560929,0.0322034337536953,0.0239192960852643,0.00215630847615972,0.010428666963895,0.00536699752808218,0.00369039074065531,0.00444492651704303,0.00503035567716171,0.0085066390911578,0.00497172985946946,0.00427204577178169,0.00445361558212391,0.00241500892497487,0.00601925754728753,0.00288879594284691,0.00318665577369298,0.00228291401972017,0.00847392229150396,0.00597159677393381,0.0015311876117221,0.00613607340918314,0.00353884455837885,0.00558560233231384,0.00203936649718722,0.00469256940649236,0.00499463205106141,0.00211042381164469,0.00257082574949494,0.00329781708838113,0.00499125418027691,0.00394192675816372,0.00442439607175308,0.0025984937893631,0.00355082102648768,0.00335564330687273,0.00324551690540672,0.00544525116470856,0.00695416590957705,0.00447356910787647
"1998-01-01",0.0224298191905115,0.0284549601930535,0.0360429383262762,0.0195395819535319,0.0227376795971228,0.0275744969633128,0.031577258836521,0.0279341908895983,0.0199325136046472,0.0264591934258638,0.0232575628470494,0.0277481931887313,0.0194773641202422,0.0200817823813495,0.0201987619402716,0.0256125257602843,0.0361054979528953,0.0350303863582016,0.030338810419896,0.0247766696975039,0.052592487247188,0.0237737756066848,0.0232879433470416,0.0311841636893033,0.0283660911079117,0.0248603577446465,0.0196696840367438,0.0484290073108597,0.0267418334699713,0.0251725084680601,0.0206653572345619,0.0224760000859019,0.0289267188282522,0.0240141275564382,0.0217098891362102,0.0310182452329177,0.021801622250443,-0.0014317296886062,0.000239545552172977,-0.00201014086752159,-0.000811056058712305,-0.00202997712143924,-0.00188757989149454,-0.00145033027258139,-0.000745995841129964,-0.00082532869564551,0.000445513921167289,-0.00376354893895998,-0.000853512387703456,-0.00143799302266067,-0.000667686339880647,-0.000932689083439821,-0.00100617125253893,-0.00601477338579924,-0.00656279619322305,0.00036420621390339,0.000125725626017291,-0.00438523563726473,-0.0031059568605862,-0.00129569776010156,-0.000623390359553168,-0.00119685717230144,-0.00234270550568235,-0.00025059353763324,-0.00525595488967281,-0.00337753874532879,-0.00121050117261779,-0.00134491776622887,-0.00149925142386908,4.89451425058048e-05,-0.00236079636627287,-0.000700957578842281,-0.00200441747560067,-0.00157165284702729
"1998-04-01",0.0224212546254131,0.0292049093427456,0.0322314835032319,0.0190691622780768,0.0224745147975748,0.0235485524788982,0.0287688493817165,0.0302955490183991,0.0227426013932005,0.0280809111545596,0.0226562840330234,0.0288612858728942,0.0210352419827283,0.0202836699881068,0.0208588224468132,0.0259165598366211,0.0352697555023875,0.0354587117430326,0.0329078937414827,0.026057552854349,0.0431135854778695,0.0235858249995824,0.0229271063965363,0.0338611997422097,0.0292348164383469,0.0264243258000892,0.0192397507402872,0.0518725942439691,0.0268347433056942,0.0265055036572136,0.0223973064204734,0.022552171535438,0.0282629716812508,0.0242485302005733,0.0215705473354153,0.0266993825149126,0.0225260735348835,-0.000844383767187318,0.00256038106272148,0.000509848080628125,-0.000227454938654856,-0.000712833100672771,-0.000627380544693184,0.00162988076751667,0.000799672640998848,0.00207542182556137,0.000875340343039929,-0.00142936997544782,0.00107715562061762,-0.000324842101582669,0.000460150414719625,0.000184224765998393,0.000557691935151842,-0.00319718196090083,-0.00506174316262293,0.0026761316684873,0.00159018879083364,-0.00274242957669518,-0.00228842428640241,-0.000269859522045586,-0.001242941226649,-0.000209020620141737,-0.00241976314707841,-0.000106277800617527,-0.00872254140162181,-0.00159398362036403,-0.000895466173188843,-0.000509969548612766,-0.000776242928683119,-0.000172882728999702,-0.00115530545118391,0.00118336899924772,-0.000973861980014045,-0.000802365455840689
"1998-07-01",0.021045619966083,0.0318527897718501,0.0300422583208202,0.0204110723717973,0.0239897474967812,0.0268725809581135,0.0328287433543934,0.0287303863972547,0.019794250832561,0.0227774607371973,0.0249098591124154,0.0298603377514537,0.0197483485177988,0.0195389204709954,0.0204457096834883,0.0231561484089992,0.0401602597037999,0.0370965808432846,0.0289597017348402,0.0215792455472842,0.0428865602808394,0.0247079498872407,0.025027844537173,0.0290153894775746,0.0266335120923637,0.0235324656300491,0.020013242939856,0.0471661819094889,0.0295975412861217,0.0290284409275348,0.0216887195406045,0.0229027174415606,0.0263903421024975,0.0254305438857352,0.0261990092377596,0.0303543446599275,0.0256251721824617,-0.000906599531807923,0.00293707707268283,1.19985007805088e-05,0.00125015047251897,-0.000249817537997592,0.000914344242678745,0.00340212124799217,0.0015986176142183,-0.000700697228690104,-0.000331011756408537,-0.00171567699623788,0.00152535511731603,9.02983030286048e-05,-0.00113619859347788,-0.000224514028176938,-2.54765882337114e-05,-0.00242819489678824,-0.00470215648548528,0.00021059488266871,0.000390694554153275,0.00134983004983599,-0.000873599891569663,0.000491662107923452,-0.00143340546613311,-0.000597925644022008,-0.00246532895947195,-0.000465588364820307,-0.00307392115864331,0.0010692949406182,0.00130256763027113,-0.00103625156769167,-0.00182998403672231,-0.000855991499742152,-0.000949057879052479,0.000921995018253667,0.00145964936078892,0.00118203471931301
