"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent"
"SPEECH_679","1996-10-24","1996-10-01",49.7333333333333,0.0300537371594945,0.0238316069775911,0.042171728375869,0.0235004233015979,0.0241494538159872,0.0294441993212288,0.0304697982183035,0.0249664666271334,0.0213910298623015,0.0228681504994707,0.0221809942040377,0.023517100504231,0.0312104380502547,0.0338622684058155,0.0295796044313112,0.0388279812955239,0.0320054832924398,0.0292172405115921,0.023096710964792,0.0250330012772456,0.0281259096061879,0.0310904402383869,0.0501968485569513,0.0657660415765543,0.027179501452259,0.0869504245062743,0.0471081493797618,0.0236904762629924,0.029130559191611,0.028437566324654,0.0209466658081459,0.0160252623529504,0.0146125062746182,0.0189544537251566,0.00915063133190972,0.0115682983216029,0.0131102251937882,0.0146937216215633,0.0127909096825402,0.0113290588836608,0.0109457351309354,0.0127186525015449,0.0124748767395381,0.0211036896681811,0.0104228000601633,0.0142562971936177,0.0204322409067425,0.0240119210759151,0.0135230072844505,0.014532092798043,0.0150860189961253,0.0149286693796188,0.0109272067291428,0.0326784670518439,0.0286643229316755,0.0155293472167949,0.0486547918557335,0.0128347944472511,0.00905605797973383,0.0137283818122583,0.0168482158517572,0.0086887353144642
"SPEECH_550","1996-10-31","1996-10-01",45.2857142857143,0.0263087696627687,0.0245338675475201,0.0396408868948264,0.0261631125643962,0.0254619786602981,0.0291996873864288,0.0344399088016301,0.0316297918710797,0.0222875292060242,0.0215018698638428,0.0272241204919837,0.0213774608830027,0.0230735720981227,0.0357912855739099,0.0342886403890934,0.0502789347543758,0.0289491553265598,0.0303753920786071,0.0246070221133466,0.0333142430099225,0.0313856563154259,0.0282317822637119,0.0432703807031545,0.0467918008310887,0.0395244740951472,0.071561374454839,0.0376484165983456,0.0260476519146841,0.0326998706343529,0.0258209203401426,0.0265704426713683,0.00790196627082696,0.0122692688622937,0.0113375080633713,0.0070184693162572,0.00831004149823074,0.00917085964552155,-0.000686692182532452,0.00646786624718403,0.00657013036174657,0.00598127482299449,0.00730327504461765,0.00724494821220041,0.00889074848728818,0.00485533000240698,0.010767551775439,0.0236682699331591,0.011422840295094,0.0104079907530355,0.00760354554571192,0.00723477036077767,0.00449736251514092,0.010053057843331,0.0122344373636787,0.00882830033399104,0.00856634035031504,0.00954754633946069,0.0107835214095921,0.0124361590316686,0.00902708876587257,0.010623223451487,0.0104973241162839
"SPEECH_373","1996-11-18","1996-10-01",56.1372549019608,0.021698309449873,0.0218331083203292,0.0506424427809177,0.0206356222004218,0.0254256942707494,0.0262337741778431,0.0322644056719223,0.0278476611508898,0.0191232488116106,0.0219683715838328,0.0211956708086081,0.0225978120172729,0.0201940598686803,0.0442770729154447,0.0367704914233765,0.0646747993884093,0.03315489623776,0.0273346949488092,0.0232780350834678,0.0261582876760092,0.0267793230641982,0.025096831508738,0.0346078712604102,0.0870081638781418,0.0245940126272936,0.0581915341701743,0.0534440103773341,0.0258580153481664,0.0239946099461486,0.0288910972345739,0.024226071798593,-0.00435221396041982,-0.00268253897849706,-0.0111415444549281,-0.00382655008557134,-0.00678358133028598,-0.00405916086516255,-0.0126877323115974,-0.00409190969965663,-0.0032406599865222,-0.00483462713834462,-0.00345297707526278,-0.00379102128326426,-0.0027705607199328,-0.00804864975664111,-0.00758673489111788,-0.0204824721401448,-0.00574837641701746,-0.00180578092606686,-0.00430465171142464,-0.00418717836715701,-0.00718949311051004,-0.00568624393847857,-0.00106620052020688,-0.0207675129685696,-0.00178679662445024,-0.000455497649797059,-0.00134980988190386,-0.0066404014989503,-0.00327378255576021,-0.00458916456799244,-0.00433744219877367
"SPEECH_644","1996-11-21","1996-10-01",53.4489795918367,0.028939425564352,0.0243476899240982,0.0349386385101967,0.0235218799377799,0.0244439918171718,0.0282958039423681,0.0406884358997796,0.023667940341965,0.0233590251002968,0.0221040726227371,0.0223194907071883,0.0295313137407794,0.023087230248079,0.0413453105841478,0.0390218082289955,0.050651258881396,0.0234845144870785,0.0270577225597407,0.0253498516030284,0.0258177931362701,0.0336259209646924,0.0288514400156273,0.0270484943489248,0.106505958004344,0.021868406993782,0.0478532589789027,0.0550780833755172,0.0244528586725816,0.0266170530218465,0.0237826623787161,0.0223426654076168,0.000160764147718808,-0.000515213426369808,-0.0059627000476189,0.00134499612178181,0.000965326397911672,7.21947954280128e-05,-0.00486212713620031,0.000378757346177727,0.000968021824164051,0.000846719578148248,0.00141109518840725,0.00510742801534749,0.00038743124503886,0.00518096782606357,0.00770987382452326,0.00434131657101612,-0.000931658003170952,-0.000370602023409253,0.00127718550342762,0.000910591031455135,0.000749981115817845,-0.000124335881357753,0.00327202360017284,0.00211180879805749,0.000207755480607417,-0.00261621112661621,0.00439100441529655,-0.000142531995647708,0.00268353774110074,-0.000495123954837359,0.00225608096028888
"SPEECH_688","1996-11-25","1996-10-01",41.4285714285714,0.028695544993514,0.0289583135408262,0.0447257687399522,0.0224346145363351,0.0219973269330056,0.0419790236728086,0.0284831491352638,0.0262039123673131,0.0223304964656265,0.021222244915751,0.022839544463027,0.0251389773066168,0.0200704711871073,0.0363047608407737,0.0433355426290585,0.0449587611543189,0.0267320795761006,0.0257301174925815,0.0284799506459018,0.0243395967085909,0.030113430652026,0.0267752692185432,0.0311680150487021,0.0613650216651263,0.0256844134237639,0.0994292443226373,0.0359382441278883,0.0268652963532973,0.0266396507839047,0.0292699431694255,0.0217912739302122,0.0180233161439461,0.0180023872530995,0.0248549796326774,0.0135256693565945,0.0135304179484663,0.0215885247464978,0.0104320925351197,0.0142158304053245,0.0123531102336591,0.0104260330491581,0.0123320776782845,0.0130806159381452,0.012158492557628,0.0169925738497398,0.0314142931519667,0.0275726237524739,0.0153846945608762,0.0178506259108443,0.0156611651940371,0.0121269069407017,0.0143252655810624,0.0166968643871763,0.0153453175728984,0.0267290641384365,0.0143786007007492,0.0579647709181602,0.0225122820537628,0.0140330172095448,0.0136997627198332,0.0191587990698862,0.0141598244684985
"SPEECH_544","1996-12-03","1996-10-01",45.0666666666667,0.025869531142545,0.0224948665918289,0.0545395088292198,0.0245987268446272,0.026076498806333,0.0283498017900408,0.0415371964733016,0.0303228845287188,0.0234635677166507,0.0233602189644467,0.0236976915468763,0.0229556623783641,0.0218787526583,0.0395072557520554,0.0472049868001476,0.0394193022181137,0.0276154079949752,0.0286237939131278,0.0224929338920274,0.0288352267696859,0.031160097803665,0.0325768562260872,0.0323512647581788,0.0662705495246031,0.0288508849040965,0.0577648135297085,0.0429694955412337,0.023589793596377,0.0250362935898092,0.0277159172013952,0.0288702177134601,0.00519397573269955,0.0035368896646035,0.0121645257835679,0.00204293759160644,0.000190113296017435,0.00655572746586474,0.0027845766161238,0.00951817141561325,0.00402268930831339,0.00450414104884398,0.00273675958482381,0.00309828611850407,0.00390507809576283,0.00211595753090315,0.00955989559653982,-8.94639069304755e-05,-0.00230716218963276,0.00184161212876733,0.00311375786138711,0.00347942482352069,0.00955596152797791,0.00522527848091193,0.00345721166472406,-0.0109841791186503,0.00414578662467985,0.0105914328629862,0.00457256697872959,0.00518704185662007,0.0042975769605609,0.00182284943752643,0.00463484865374671
"SPEECH_380","1996-12-05","1996-10-01",36.4814814814815,0.0256214374740007,0.024711271137459,0.0418029198652953,0.0245990593640128,0.0291455226148012,0.0345876303542662,0.0306145437798759,0.0449457440077964,0.0252682839693002,0.0332202350312498,0.0247873755688996,0.0294311395010186,0.0229221114073398,0.040673801340595,0.0314809789188973,0.052095338907473,0.0305643243616184,0.0321798593251193,0.0271632214713797,0.0284191371871041,0.0331472244863818,0.0381217945599898,0.048502087930646,0.0317609410411599,0.0291890366185774,0.0387741752487216,0.0315956133739635,0.0275883687565001,0.0286865978885625,0.0311505980647589,0.0272496264432363,-0.00188926057721581,-0.00334784983083219,-0.000861511987812125,-7.45485956397474e-05,9.5744217816557e-05,-0.00800062628716982,-0.00862446508986781,-0.00853443789323569,-0.00199255901333373,-0.00703048085566021,-0.00135229843127878,-0.001490589861144,-0.000530805508044015,-0.00533584762427924,-0.00293605512804936,-0.00932787865020753,-0.0060829359902187,-0.00293952639707215,-0.00332446285813289,-0.00291066427426207,-0.00897727021907349,-0.00973187879603414,-0.00254130453586698,-0.00362289206419935,-0.00108987763286666,-0.00392118773390688,-0.000243575918065213,-0.00112623462540348,-0.00276049545057488,-0.0038589316618246,-0.00492447801417558
"SPEECH_441","1996-12-06","1996-10-01",54.52,0.0202178760934546,0.0329501373127145,0.025576118517459,0.0200476071799834,0.0212328677586615,0.0214920669655485,0.0985254919693325,0.0269705986840954,0.0201731009257074,0.0299982932994008,0.0359150085487647,0.0284596351157951,0.0247340807485188,0.0417995267744533,0.0247595582366985,0.0465098029376118,0.0235907015831981,0.0217578705100107,0.0252635280735493,0.0252823502937525,0.0357576301821628,0.029755827770133,0.0379437018993133,0.0233460454016468,0.0213903836764932,0.0278238911419686,0.0614907376781775,0.053316574387103,0.0256125145000874,0.0349529477053653,0.0333535241288385,0.00071968631311276,0.00362318096526406,0.000371197443238647,0.000945078852648722,0.00220699804034138,0.000203874216586814,-0.00954663886791933,0.00320144084892112,0.000405041101866776,0.00347012403277188,0.000838325973662707,0.00218310636961104,0.000222946743916829,0.00252500559239329,0.00173424780528601,-0.00192128114994554,0.000422801255664794,0.00277921816674606,0.00304586344371945,0.0010165935927957,0.00225130775027231,0.00253172275922481,0.0038553697444254,0.000569377404705147,0.000401072254776778,0.000486297275412668,0.00387900728362183,0.00876778100547223,-0.00122710466111441,0.00130962001657579,0.00339850619261109
"SPEECH_703","1996-12-19","1996-10-01",58.0967741935484,0.0250902034488875,0.0231813363414706,0.0396776404587823,0.022265733613112,0.0234183505424226,0.0328110534888835,0.0376343874126103,0.0254800885867081,0.0224604330292609,0.0227253988750592,0.0254923298018337,0.0211047594416816,0.0228273442704058,0.0365017582819109,0.0295007269709093,0.0554421289225127,0.0254644893835036,0.0225724282774334,0.025880734869543,0.0292771207401352,0.0264991297010405,0.0252138463623635,0.0307388550125088,0.0987584870682974,0.0218832607590143,0.0586695327037374,0.062565653133279,0.0287880889823016,0.0241516201553199,0.0315648021630433,0.0223582772020284,0.0065384603462429,0.00306498133329507,-0.00139017001411587,0.000762876049997262,-0.00321565957542171,-0.00695997356679611,0.000733888774413154,-0.0019628316589611,0.00219259420193421,-0.00427629839267033,9.98212706040179e-05,0.00400258715320304,0.00256741306079866,-0.00385166466340783,0.00255011261360587,-0.00592831355234391,0.00145079594309492,-0.00268363561526622,-0.000954668564716262,0.000401407426026136,-0.00154328920918053,-0.00398594384687953,0.0019770914467153,-0.00242385476141085,0.00115918906728122,-0.00811637379315656,0.00180023775218692,-0.0010818938401987,-0.000426127614150933,-0.000975266140641518,-0.000876515580508501
"SPEECH_640","1997-01-05","1997-01-01",48.7941176470588,0.0247661122538354,0.046937033986126,0.0786901148577931,0.020845226216642,0.0232321344063998,0.028615286826977,0.0308721354592111,0.0443485646929924,0.0239672224432923,0.0283455854669121,0.022828844801166,0.0252474423990517,0.0226785723590634,0.033043890456642,0.0443731504189873,0.07907452569331,0.0241411435339489,0.0239293190637148,0.0232038108134979,0.0241462011170257,0.0268597166921039,0.0260581228304795,0.0407890144197095,0.019496170867698,0.0222494256230393,0.0516085737756658,0.0294215513710529,0.0312769033222194,0.0294942194179802,0.0269272266333628,0.0225327577800997,0.000759335989109514,0.00461408574066253,0.0115650406893796,0.00277667824442513,0.00240100576524578,0.00315599054829539,0.00231618799556014,0.0103127873834538,0.00263925839832396,0.00264918675362175,0.00271061283049908,0.00278135738790894,0.000977509780087423,0.00358554580542644,0.00845866572671689,0.0125073257958418,0.00147801155003524,0.00374495877505818,0.00222731947478221,0.0031883847139582,0.00309836645168853,0.00466567204907492,0.0071964234789636,0.00249207484381643,0.00359487124160756,0.0142595976866958,0.00576417168750842,0.00424600093754206,0.00582743504645946,0.00286417477828495,0.00566693163872533
"SPEECH_379","1997-01-14","1997-01-01",50.6041666666667,0.0227146629650271,0.0215712296829205,0.0387406040019428,0.0210896727522155,0.0258814389398019,0.0242531973158981,0.0338731408857662,0.0337627254706373,0.0220162597318599,0.0333530039662913,0.0223393962526851,0.0261048956575972,0.0209918027399807,0.0542727129117065,0.0284161861045328,0.0610765836858446,0.0420377935571312,0.0291458061243058,0.0218989804819139,0.0249239415880344,0.036667503345883,0.0374667385583564,0.0377521440967525,0.0708368361385344,0.0259877307512365,0.0375753108125665,0.0394201429027501,0.0234938768045651,0.0277591086775664,0.028058619949524,0.0265179531461724,-0.00153062872814851,-0.00166109000351929,-0.00499574322462348,-0.00266562563342469,-0.00302648463768125,-0.00313768679740543,-0.00589248636271389,-0.00280573700075398,-0.000494737381331242,-0.00181152578875057,-0.00207161906751829,-0.00501170148557529,-0.00133574754932599,-0.00243338824324879,0.00205082683605922,-0.00341470664657394,-0.0052028065857818,0.00431700890978994,5.03418232326758e-05,-0.000630836262435717,-0.0035166170130621,-0.00729882299019402,-0.000761600011563714,-0.00762911807035805,-0.0016667334275503,0.000663595925914879,-0.00627761947025091,-0.00363697866496072,-2.73422225645643e-05,-5.01655558568794e-05,-0.00250719926111792
"SPEECH_627","1997-01-16","1997-01-01",46.1136363636364,0.0247037981633107,0.0378067224423577,0.0452310700984679,0.0226370676827854,0.0294090313275079,0.0300293968468456,0.0251522071981771,0.0401799018669321,0.0223828621126714,0.0850810890492685,0.0239992048589797,0.0265880656209708,0.0262950810630546,0.0563559204556124,0.0257527772883599,0.0487786670292232,0.0245773294956651,0.0227966319809251,0.0302099233876308,0.0281504072843766,0.0352833079694264,0.025540646918218,0.0309780658479193,0.0224715513528114,0.0223621104845362,0.0263361503540913,0.026299236028531,0.0228753922770211,0.0240431961765782,0.0342688422233526,0.0534243451143921,-0.0237721790261269,-0.0337569102263799,-0.0429584060954951,-0.0211617930179921,-0.0256363449067967,-0.0279536585931161,-0.0210986468217641,-0.0459059080142749,-0.0204775295970528,-0.0521749514575418,-0.0204278626404462,-0.0232269107647815,-0.0216153074322854,-0.0525263427203761,-0.020606679073793,-0.0402134271166394,-0.0252135758212312,-0.0200532536143777,-0.0204207769022531,-0.0258834661353592,-0.0338887332802704,-0.0269954171966665,-0.0247386179818235,-0.0221575410931847,-0.0213419306122768,-0.0231837842416197,-0.0261332751290959,-0.0202461326777764,-0.020732043529993,-0.0324311074503514,-0.0666736413447648
