"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0217815523256477,0.023455542994236,0.048806993853926,0.0201927742703474,0.0281064477956896,0.0324062666759555,0.0281127904920423,0.0298139335505342,0.0197277306880897,0.0226048386130731,0.0211682930166063,0.023877841790298,0.0198414817276733,0.0461355153590579,0.0310488173547683,0.0587828263741215,0.0338757016820389,0.032725076006459,0.0218847466793735,0.0280683569507265,0.0307014239831155,0.0321747447750639,0.0330632656701232,0.0866505753692071,0.0262822222668304,0.0535919650594151,0.0421068308872457,0.0233763595983357,0.0285794658502363,0.0281438060888766,0.0229118122508855,-0.000448078811887306,-0.000136566043814373,-0.00966476859269841,0.000615766742420194,-0.00362159377742405,0.00516871590393907,-0.00565854076059384,-0.00131602329053417,0.000399639005236886,-0.00144738733527564,0.00226241064081543,0.000772585786543248,-0.000286102653551319,-0.0050856555043234,-0.00167628272106298,-0.00335069704696224,-0.0027709628684142,0.00105712011485838,-0.000627005514795058,-0.00342549873008575,-0.00289356033816788,-0.00738719988378191,0.000394001393021402,-0.0217845025590318,0.00478808006078045,-0.0066392204210348,6.12124766551763e-05,-0.00305451657298023,0.000189762197251515,0.00028642907032172,0.00144315980463306
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0188083504867714,0.0265003865199089,0.0408507231255099,0.0182368262940767,0.0199478905642887,0.0242771242331199,0.0428059755341519,0.0369918887371297,0.0211644730680411,0.0190457754888743,0.018228952166805,0.0238073784827231,0.0173750756362628,0.0343889346529305,0.0785704195189013,0.049458853622599,0.0216792398547297,0.0223183873075288,0.0243511507332815,0.0231828821801784,0.0259560121612472,0.0251831679259599,0.0610710145704698,0.0723098376795902,0.027789745919585,0.0750687065578866,0.0258432659646086,0.0245918421539854,0.0315357594293429,0.0268290624646593,0.0218308969648525,0.00590566623461516,0.0150060744902639,0.0105290853162493,0.00908711137849551,0.00587200491161959,0.00904385317363127,0.0164224276606527,0.00309225095695106,0.00687717620202405,0.00316690871280858,0.00422064528737145,0.00464685533113531,0.00553741219608846,0.00382992993729193,0.0252681488506505,0.0207241867418227,0.00731455186729869,0.011392472789241,0.00900701231464152,0.00875535578919888,0.00483889761704095,0.00959728464580899,0.0255942665197124,0.0149527702703025,0.00678060431541224,0.00273314056507046,0.00534597126600738,0.00614763694028444,0.0144113941333431,0.0105065493821449,0.00915746566755436
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0239364876844477,0.0385023662696665,0.0732440147353732,0.0204370009617661,0.0299614718145582,0.0384718474238361,0.0279096658390738,0.0452466831731333,0.0221243392269894,0.0664920265343666,0.0211202330952499,0.0242077601536863,0.0218564337179159,0.0460460868281033,0.0279428905658475,0.048716814566849,0.0259357493273717,0.0258421811396922,0.0290563107927001,0.0321965819489778,0.0298059200027141,0.0289709338378321,0.0498119312484261,0.0197841037146665,0.0234885714882805,0.0294934856088475,0.02186140112828,0.0238227781365284,0.0243962739157039,0.0237310195305279,0.0355866355885884,-0.0116981376519945,-0.0211538165285404,-0.0348695656798904,-0.0101816738622905,-0.0156908238714723,-0.0210797121626065,-0.0136590946133571,-0.0202824139637147,-0.00810047907752199,-0.0168338685602489,-0.0106118949304423,-0.0134215766197078,-0.00976817790574486,-0.0196893378599786,-0.012977708414122,-0.0168216456622515,-0.0108412631167134,-0.00911329307112041,-0.0153205896686963,-0.0139612631683113,-0.0149612750926505,-0.0127349721707615,-0.0131890128466674,-0.0101158046839488,-0.0116584743116408,-0.0111187432226745,-0.0101575507725115,-0.0106310992548369,-0.009933747193256,-0.00988607437570082,-0.0135660895367919
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0245639634158059,0.0226273111388519,0.0287943146947501,0.0203895376101383,0.025312546873377,0.0278602508913221,0.0358635716269734,0.0262291610110321,0.022546274603676,0.0271329512511142,0.0353829836472253,0.0294700712018395,0.0203833681552301,0.0340562328654503,0.0535246067566023,0.0491949073597977,0.0266760400193712,0.0271672299735229,0.0239182300531721,0.0317730701671113,0.0356359296179886,0.039606196347202,0.0305286546647002,0.0813814414313552,0.0345980965858391,0.0468560751768157,0.0333803475750906,0.0271912706447643,0.0274525524040145,0.0263583001871783,0.0241445120486877,0.00224697665232355,0.000577130625431906,0.00767912486222013,0.00325900678934153,0.00294091429211043,0.00538857643199592,0.00609282997835232,0.00444297301470533,0.00310692657589847,0.00528087585941264,0.000729410002365376,0.00698396626355702,0.00150544711109423,0.00559854045061857,0.014362700075468,0.0159310940145946,0.0061561627332534,-0.000231939396088162,0.00425104884559948,0.00525569167565623,0.00401073817317388,0.00972560130163164,0.00743943323339727,0.00336878803557507,0.00614325453182872,5.31504227948369e-05,0.00874168994134243,0.0034920839839798,0.00535581129403327,0.000626219865484711,0.00500337540375068
"SPEECH_574","1996-10-02","1996-10-01",49,0.0334102176277805,0.0261913120192606,0.0245066150198286,0.0206921277925962,0.0306691082635861,0.0292878191314459,0.0381576934327227,0.0287500066320342,0.024439543796752,0.0217594429457615,0.0214767770227812,0.0259929868266065,0.0326026404519794,0.026430864123394,0.0630328849216896,0.0337190750001667,0.031158684799764,0.0268363983389226,0.0352065812498944,0.0291116623705652,0.0263208004908531,0.0294377204723529,0.0288806689461308,0.071826437356352,0.0231094942183494,0.0330147535731238,0.0417614364392536,0.022209819272792,0.0346379439318713,0.0345323001338931,0.0508361833974963,0.0108734048717225,0.00342442125882308,0.00537403484871705,0.0044155092833241,0.00596642987011305,0.00403432533508514,0.00623145376036304,0.00179352605996199,0.00350918318271232,0.00337580297281268,0.00826613888682264,0.00656081279864422,0.00132890366006953,0.00676861470509633,0.0262934847964201,0.00381184106794731,0.00811321762795524,0.0105966082891019,0.0146165357121494,0.00231595169101949,0.00288580748305416,0.0048406022888997,0.0100038891269218,0.0117770450822889,0.0089322531068653,0.00694318162931807,0.0173887147458286,0.00537190468448944,0.00581448139048346,-0.00876043872799028,0.0147574215575731
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0263687254005014,0.023128588124533,0.0480173889636171,0.0258753121955524,0.0219048737044485,0.0251338263458334,0.0317259074558125,0.0318474977466345,0.0241820025659404,0.0264184751499874,0.0246818796338186,0.0195075138454654,0.0204657373415373,0.0400290774443373,0.0500506213626973,0.049833436614395,0.024624017198333,0.0236398285243808,0.0238738898710259,0.0301141790552896,0.028526087579504,0.0297126389741434,0.0319260065869783,0.0822621270346683,0.0218519313484001,0.0577761839517659,0.0582858624722601,0.02514261170639,0.0223223857665427,0.0282965340599871,0.0224748519752194,-0.00752597662558195,-0.0084174137820496,-0.0168226143045887,-0.00745730734547697,-0.00703413737765007,-0.00674961904180933,-0.00861317412352513,-0.00656176087083441,-0.00704201819850466,-0.00670358044414669,-0.00978411182300296,-0.0052600204480543,-0.00484882963777945,-0.0129270712455754,-0.0102673345044538,-0.00700261155276124,-0.0072772360633398,-0.00396981407856352,-0.00622785833566639,-0.0133654129084101,-0.00608315943961039,-0.014183914519549,-0.00603760987163768,-0.0202082384812398,-0.00552341575565777,-0.00705604185117691,-0.00447366709699505,-0.00978797885589977,-0.00533939173190354,-0.00316954191453366,-0.00640626525915758
"SPEECH_478","1996-10-07","1996-10-01",40,0.0259949964959882,0.0203079270092728,0.0314269162360283,0.0214913589619356,0.0246129325042111,0.0513459218558334,0.0397594753334049,0.0310322773901053,0.0243573947625869,0.0257312594999559,0.0740393038370661,0.0236682202000745,0.0231281520182201,0.0266751897757842,0.0291446675539664,0.0467704573843655,0.0245210267007401,0.0342398941541613,0.0231287614145554,0.0378721789570347,0.026755139104344,0.0424064319960853,0.0338543328975319,0.0421058997618474,0.0278996043377923,0.0418039151110193,0.0279900639176441,0.0327158264344414,0.0314508491681014,0.0307160114281134,0.023053613797789,0.00956796486146937,0.00889156281211671,0.0134469161649919,0.00918820567693585,0.0113753464989815,0.0122973741417948,0.00962486209584499,0.0141927674212399,0.010401556198472,0.00952063696794517,0.0277035379171426,0.00967762658375055,0.0103271939714238,0.00985980754527897,0.0133556948737893,0.0183621069296324,0.00745602594757876,0.0129068747912164,0.00969380008296606,0.0136808404622078,0.0110850615650688,0.017959769168913,0.0114402279993187,0.0119793433489515,0.00848564425910857,0.0269604928367659,0.0122818941383912,0.0100954364667858,0.0145041190881302,0.0101593527905168,0.0110660599744309
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0219261992565416,0.0228222071393591,0.0278643021968056,0.024709793999679,0.0404080705999734,0.0340591428961285,0.0390296372915125,0.0322854401313246,0.0563917745447773,0.0288447990896852,0.0218951923343892,0.0254449144215933,0.0299570145853732,0.0351752318343506,0.0245625284043678,0.05804575203278,0.0234122874760513,0.0242875348990817,0.020681870765462,0.0279691784673219,0.025433718334425,0.0278307375969811,0.0308678014844713,0.0583869768720701,0.0221931201430253,0.0345901533236629,0.0273498996584391,0.0278829164976163,0.0434019297464278,0.0584559451212798,0.0238339288550435,0.000481493114518612,-8.58674063075588e-05,0.00277241030813,-0.00427021333834684,-0.00167821579508776,0.00203231413907774,0.00232265852019528,0.00246159566804964,0.00212847980596113,0.00174416643176018,-0.000950466407556033,0.000977993275566584,0.000296985752767056,-0.00115426542877614,0.00162315022920433,0.00490935229606956,-0.000493616137671499,-4.90184224781789e-05,0.000838909234766082,-0.000856019518887853,0.00262332456831544,0.00100961779390201,0.00269329307795849,-0.000260121730600237,-9.41351542702996e-05,0.00194685349781034,0.000937423864682482,0.000900780535153599,0.00282581511482385,0.0071058850888752,0.00121467128615392
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0232068123735671,0.042251738336644,0.0288137251403594,0.0218200108813289,0.0278835247673756,0.0313223967663505,0.0668265181586742,0.0277210845547975,0.023384626979795,0.0262053580532169,0.0229466489998734,0.0284072489092994,0.027692905298512,0.0335377730160031,0.0297779894282845,0.0625839783796975,0.0226792859953414,0.0229066353985299,0.0338085302418988,0.0291658491058714,0.0236634333833871,0.0329378798265653,0.0292054296004552,0.0268533391992896,0.0239452990430531,0.0371992231205006,0.0397140749008956,0.0360113320500323,0.0261103504282397,0.0529922415745488,0.0384247560876122,0.000820873310253028,0.00375802183048835,0.00469500578429028,0.000669002278684877,0.000132782252433684,0.0020727975616683,-0.00246537258396655,-0.00435865427462993,-0.000531576500282151,0.00069444890131563,0.000830512119850499,0.00320233970070441,-0.00372195830075647,-0.00173237830347879,0.00823670015308606,0.00186426293478752,0.000677154121551268,3.89478415234073e-05,0.00387180101630776,0.00191743199890319,-0.00110595876595107,-0.00313888815690754,0.00259184317680482,0.000445668874483424,0.000651717808900372,0.000820189597431865,-0.000728762574191696,-0.00199124618470643,0.00143521450389974,-0.0168111590728785,0.000457176202631472
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0238712099963418,0.0312872785575818,0.0228773110494452,0.0249177498513636,0.0309017612004287,0.027709711737572,0.0352054488445767,0.02651322944072,0.0278884841715024,0.0340651231995776,0.0245677707253376,0.045564486503246,0.0221154811957994,0.0419065360344592,0.0404035682661728,0.0670518981984038,0.0246252719718045,0.036368072377906,0.0370178292678212,0.0358340983837739,0.0311726387554,0.0347556062833724,0.0313996947423283,0.0233949527353706,0.0328467786371901,0.029726846120618,0.0248790025268109,0.0229742331362606,0.0358501148834375,0.0408359190134958,0.0314718921918815,0.00555627582387564,-0.00405688779554968,0.00234674152431542,0.00681142069777706,0.0103612228006908,0.00456896941817958,0.00345986840003795,0.00550568165981734,0.00707232297864779,0.00772405218761079,0.00501113284062634,0.015940416645889,0.00580568633335348,0.0104578801911127,0.00736667889297767,0.00824842520923717,0.00897157071867407,0.013023844188024,0.00636920301368986,0.00154890783291914,0.00888649871117341,0.00664107426348298,0.00458098256587564,0.00374724721532153,0.0082769772201582,0.00821656945163598,0.00619570893013002,0.00365288862635144,0.0187190085320054,0.00939791559106206,-0.00126723874317639
