"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent"
"1996-04-01",0.0644779301025547,0.0579947811412616,0.0268046882237412,0.0433928261364761,0.036023605613114,0.0357790154491799,0.028048905253578,0.0355168010466744,0.0351889849875572,0.0243178023229946,0.0353282012932675,0.0298541770325644,0.0358308007253371,0.037813451388438,0.0499234322834359,0.0879688241666458,0.0501263561869142,0.0961473829136779,0.0299811617393376,0.0311657852056592,0.0341304223646711,0.0334052227599807,0.030469804298102,0.030309637364837,-0.00169234818388645,0.00465637499966007,0.00386606407175855,0.0068984708602827,0.00857948735402316,0.000739290056495624,0.00357553970311649,0.00263635756265173,0.00322492735962177,0.00280827714154154,0.0016395001368592,0.00257307111717727,-0.000413068515444432,0.00423453623980215,-0.00162517028252293,-0.00141533159806816,0.00969848154476257,-0.00365465240635814,0.00253321717757526,0.00173120083561819,0.00501700647738945,0.00031604220428645,0.00523978420077594,0.00639011252445553
"1996-07-01",0.0626685021878246,0.0707059954802095,0.0279722467037898,0.0340518773386648,0.0341349613422109,0.0470553708400172,0.0304978562255932,0.0352634973393708,0.0375999920709892,0.0295815367473746,0.0378020549302332,0.0580768945871515,0.0372842028143847,0.0335118616788712,0.0544675834212086,0.055265057066257,0.0419230154900535,0.0584844101041014,0.0352373188279772,0.0350176493576649,0.037049360728244,0.0327940562352555,0.0353376339488819,0.0382170645336709,-0.00676536701132507,-0.0111971693938142,-0.00508795535877185,-0.00392774456955314,-0.0046567339714614,-0.00943455943205573,-0.00620394095295604,-0.00466694675138675,-0.00421852857822253,-0.0074805588096545,-0.00537496068881327,-0.00873636929334765,-0.0067247986497764,-0.00415052163994529,-0.0211556010796481,-0.00392405711243114,-0.00255765226831767,-0.0040726945414644,-0.00684350219795297,-0.00723749912851768,-0.00470547206575109,-0.0034453235539551,-0.00709551594108548,-0.0069319266740439
"1996-10-01",0.0667192812628568,0.0461787794139036,0.0296945751249956,0.0367713613126194,0.0369128169566482,0.0364695106396428,0.0326804568228622,0.0415886356533153,0.0450114034065657,0.0308183417612036,0.0383121725487544,0.0337102717878809,0.0395854344247853,0.0339663950955686,0.0499191908858923,0.071811761958116,0.0422150321231418,0.0747068448247795,0.0326601631200181,0.0369920411117963,0.0339319724893853,0.0384577815032773,0.0354747689779979,0.0354110067939931,0.0021680031889291,0.00613483953852345,0.00236609153723793,0.00173965680921283,0.00432625703366429,0.00202739371745453,0.00288123055619526,0.00404494457435584,0.000879759039167997,0.00236711158443283,0.00440862546066006,0.0032319265573943,0.00171921097559379,0.00283039226566901,0.00139832767998293,0.00979620183034834,0.00747715637086954,0.00101538253864631,0.00231531985030476,0.00414730602940486,0.004046720145281,0.00211335563692943,0.00384941615410363,0.00310555951687078
"1997-01-01",0.0685990238526579,0.0526367629755976,0.0291162626300519,0.0389642372135925,0.0366096939868677,0.0370337862089469,0.0302885817982235,0.0373617362808462,0.0378409834450587,0.0272428492139676,0.0381525873878771,0.0393563498557957,0.0393005354536204,0.035245937764051,0.0530587386216824,0.081838469397312,0.0409652998312848,0.0737969179605899,0.0304724346720906,0.0341301155184508,0.0349198832376972,0.0355302226612523,0.033511903056377,0.0340266869761084,-0.00338898134514407,0.00113420334502609,-0.000531690948979047,-7.10297157796781e-05,0.00316862005055012,-0.00484883553014427,-0.000668131646506879,-0.00126143202178854,0.000644790142818207,-0.000691190866653697,-0.00158577378705556,-0.00631193856882352,-0.00114599763297564,-0.000425147432671803,-0.00437264310302042,-0.00155956133607994,0.0030792198476126,0.000104239844085444,-0.00187480367727011,0.000100151000132087,-0.0013312159133277,-0.00158648869912913,6.94304332301971e-05,-0.00557800125921074
"1997-04-01",0.0703871714229468,0.0502031143441216,0.0288653679758543,0.0380253979937518,0.0392063321576829,0.0440676550843758,0.0297996997691379,0.0368900926419851,0.038172308602301,0.0284323669688197,0.0388713040482162,0.0381338869885739,0.0395781378957104,0.035904378713634,0.0547870635777967,0.061660447906878,0.0472013649058498,0.0741916061769372,0.0315725628261345,0.0350143940252084,0.0312153988845148,0.0343524895930737,0.0368635057465632,0.0366039517499325,0.00189669077326617,0.00232435919436677,0.00181940766323935,0.00170931076272311,0.00520551418487998,0.00165806194164906,0.00226729770457651,0.00317388024237297,0.00373227941011931,0.00176533315113474,0.00370414784081026,-0.00122664717991616,0.00174128414468868,0.00248898925488018,0.000208633784033328,0.00393478952656925,0.010285624885297,0.00504387060717874,0.00151816701887666,0.00332837804302363,0.00164565311171054,0.0036908073828278,0.00259276455231355,0.00146384068603986
"1997-07-01",0.0684689136191227,0.0685856878402941,0.0318346102103807,0.0331820716458355,0.0350454086252027,0.0473449567910418,0.036375222849643,0.0365911355383703,0.0428163079852575,0.0292351885803648,0.0409647338096784,0.0439955857661015,0.0366720350251302,0.0316455928143395,0.0569677078231638,0.0554840100966429,0.0421743353242075,0.0529349155218798,0.0317271356762298,0.0354995825854883,0.03206540844135,0.0331265638515849,0.0407336066783323,0.036529282900358,0.00702895730654131,0.00995964035574416,0.00422769589687806,0.00372056272118596,0.00608058477417198,-6.45570182166932e-05,0.00215433753745925,0.00340444322557905,0.00556387429366796,0.00227997686807013,0.00549647040200999,0.000548913281975994,0.00386478577145367,0.00366962209523763,0.00238140142960431,0.00654017276066123,0.0101739798132566,0.00619660380341305,0.00312947863205004,0.00359102934059258,0.00466815074277425,0.00365811104535184,0.00210443947701413,0.00246169462335386
"1997-10-01",0.0621956997585556,0.0484535646106583,0.0313874575740327,0.0390035777945964,0.0469553811222881,0.037053831842889,0.0336723142832342,0.0377090441999125,0.0450794126970175,0.028981116937639,0.0382118067865011,0.03777671276123,0.0374570918882757,0.0390414112592163,0.0481285940070318,0.0571549798495042,0.0515129238800322,0.0631490427678199,0.030708615164189,0.0349954012619758,0.0433023805498811,0.0332843481341175,0.0386854506859436,0.0360998401834586,0.00920884639039112,0.00903368100438313,0.0057439445772481,0.00553723308165859,0.0111272624071795,0.00384495810463923,0.00693335827265752,0.00657793767962736,0.00891818162257858,0.0049765037278488,0.00601566065677664,0.00751350206241787,0.00384816522642683,0.00460143065743293,0.00685914551185092,0.00986628056890291,0.0123381216297847,0.0067554906794646,0.00394813586292849,0.00567225762306393,0.00521974219690353,0.00404308778210354,0.00800138773310441,0.00745389315846259
"1998-01-01",0.0706276746482871,0.0538545568584923,0.0308181300030159,0.0385529125692701,0.0383088989468773,0.0412987017757307,0.0318346423777885,0.0370813533842165,0.0414839617026711,0.0293468324525866,0.0413546809070784,0.0409026366915893,0.0398578063489395,0.037669887178226,0.0501342366245998,0.0627785299339064,0.0399913245092657,0.0630674886098737,0.0314298947125086,0.0383584021298215,0.0353477284614674,0.0344740721974364,0.037844896703202,0.0335807502731491,-0.00848371663845292,-0.000259620889155306,-0.00153328012028287,-0.0022612658193137,-0.000399552225452217,-0.00476460935240671,-0.00134643334324283,-0.00258468461882306,-0.0012485531911385,-0.000194299968481593,0.000118910902699304,-0.00424772276032996,-0.00305658032947124,-0.00511118858524211,-0.00726497306144868,-0.00282536872568936,0.000462431035482927,-0.00673737046422924,-0.00214956281708705,0.000297747249718449,-0.00386326081979479,-0.00197741462847446,-0.0019066425039724,-0.00239678600956462
"1998-04-01",0.0673913313294474,0.0542796649176198,0.030119174168727,0.0395748080821344,0.039539365708538,0.0437366962566897,0.0341393672332981,0.0342708926463657,0.0417210691111566,0.0297002185307359,0.041932145221055,0.0368056132016087,0.0412827471949255,0.0379543044970121,0.0492593100562653,0.0580565402955623,0.0426903543518628,0.0646059923867126,0.0316214752144471,0.0388239185411544,0.0367960987454042,0.0355530837347943,0.0357979043111097,0.0343479242633734,-0.00489534044210297,0.00378396258721929,-0.000434317467123544,-0.00427012826383939,0.00185195228759863,-0.000316752420418414,0.00211754643873712,-0.000728020977006339,0.00192368070860454,3.76380409447171e-05,-0.000361963177358453,-0.00165279410305944,-0.00176989638321712,-0.00389753828820713,-0.00413151327968234,-7.21968184511041e-06,0.00434300918964428,-0.00659772732542853,-0.000243850241391221,-0.00132423412861378,-0.00299679526242606,-0.000526482255502606,0.000425749692477646,-0.00145603335238235
"1998-07-01",0.0696978996143526,0.0452022170183829,0.0306709425607728,0.0380699138695464,0.0351536927019117,0.0423499168014833,0.0319191436898511,0.0351861416958344,0.0438984265424808,0.0307349478391703,0.0365048364385937,0.0414200791249505,0.0360038319411584,0.0377509680529929,0.0534969780605799,0.0552344734679827,0.0481765047292455,0.0630153006593093,0.0325524062489309,0.0372722713958056,0.0395570456068733,0.0335300455680914,0.0432197537250442,0.0393822626466554,-0.00433935360830496,0.000242035094680857,0.000792809442702438,-0.00288704297138316,0.000203441533406303,-0.00075197095562481,-0.000696039333240504,-0.000104056254062674,0.00267814020735457,-0.000942369100012687,-0.00136829766405371,0.000801878889688858,-0.00128410065135575,-0.000892146269867517,-0.00199596623466361,-0.000477258631325115,0.00634090712709958,-0.00146080667486172,-0.00118234910083771,-0.000630342127883609,-0.00171938265227652,0.000795062391285586,0.00163244557040561,0.0013516496969997
"1998-10-01",0.0662031812040355,0.0458546964451103,0.0316732773787377,0.0386657074354185,0.0376416627062593,0.0435417989687815,0.0309959654128122,0.0343525701583448,0.0397399712759072,0.0315631198852076,0.0404774769578234,0.0353726520705241,0.0368829878369038,0.0414346541518469,0.0529792824659354,0.0616548710261951,0.0427604123227006,0.0650020828090378,0.0346352333358566,0.0379929549018277,0.0408642047295519,0.0351517651082843,0.0389513159889558,0.0356081554239422,-0.00579442096205727,4.17883762419161e-05,-0.000540114083982196,-0.00289922450991207,0.00174666100100059,-0.0103056477470593,-0.000566161119588123,-0.00140513665012237,0.000495902950515725,9.08183088743143e-05,0.000420953026759093,-0.000265908500594115,-0.00217081808314879,-0.00210948729062198,-0.00718670141804097,0.00711540815397998,0.00313585366260407,0.00396011811149949,-0.000400931102237254,-0.00182468959445084,-0.0060222433884644,0.00106710357196045,0.00114273436080258,0.000162421681423713
"1999-01-01",0.0691363785787783,0.0483966528780337,0.0298591953568841,0.0383323738473592,0.0376129887481001,0.0404443730132937,0.0344117177412928,0.0367963030297565,0.0424698148074641,0.0288286814288579,0.0390954971306156,0.0369190776971686,0.038993501695279,0.0394782689304519,0.0539270880014423,0.058775719943636,0.0463909691551058,0.0667174792485759,0.0324169848303473,0.0352586595651225,0.0400999738564339,0.0329348727625195,0.0384994774203534,0.034203950333128,0.00769415244157344,0.00770006514470398,0.00582069553884109,0.0054252160840476,0.00840268748521279,0.00538859409966476,0.00678113841978836,0.00592643249633619,0.00995402514144,0.00508775783026874,0.00648420864337649,0.00535544588303959,0.0058594677820502,0.0054840554244256,0.00593431380541314,0.0114694712172072,0.0125220309597622,0.00973587547619663,0.00504328950688353,0.00581453074627825,0.00442075772593834,0.00544347622189135,0.00715555141931616,0.00604123824583037
"1999-04-01",0.066762737808298,0.0509262555594643,0.0319687639507461,0.0441314741985635,0.0362218269259871,0.0445722647053728,0.0316528341449356,0.036538854417674,0.0420876047964807,0.030525074498397,0.0389003425237483,0.0368020677480656,0.0383125947440912,0.0401289063995307,0.0505937337549671,0.0543921848339145,0.038670046717129,0.0536247894118553,0.0323811036925423,0.0367379968583055,0.048644477265817,0.0401888913434659,0.0369219033326593,0.0383132703679894,0.000871554946368273,0.00260759931485623,0.00140442137702449,0.000569313726646632,0.00422296072781122,-0.00116878744714529,0.00288507085328358,0.00059408109859214,0.00491769452326431,0.00145249833658198,0.00332613102443151,0.00157521957288746,0.00189640666138364,0.000764287437903538,-0.000613107538271315,0.00326765545908863,0.00543299969329995,-0.00300624351786343,0.00109468155707476,0.00418805868195087,-0.00173872677855247,0.00265294414051121,0.00146557782134588,0.000861091258150879
"1999-07-01",0.0624332371091424,0.054001624817489,0.0307587211137833,0.0407187915907427,0.0391652884616588,0.0391364131300921,0.0319877869450679,0.0374604844836117,0.0422656995080877,0.0303431344153674,0.041308342942352,0.0372857848914132,0.0382801179336494,0.0385550338430789,0.0545148523499788,0.05563237140323,0.049826164804029,0.0562935888774908,0.0317708823693003,0.0363347061002074,0.0397509575126632,0.0343526329420921,0.0393865504751152,0.0384368319803565,0.00196900359622044,0.0076178023058454,0.00362745277445035,0.00474003026395269,0.00410923398643437,0.00146178881872864,0.00384257720647306,0.000800944054007216,0.00929458340544843,0.0030775405504126,0.00577423988025706,0.00216542104774682,0.00436076178149136,0.00483593621135209,-0.000713869780115462,0.00666499502515528,0.0108293908787428,0.000674332106364661,0.00265512575234231,0.00437323848529281,0.00616263285200223,0.00312486805490241,0.00500163448753526,0.00380513136257572
