"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent"
"1993-01-01",291.628834355828,0.0324238857685132,0.0410593258158064,0.0160630126952902,0.0421849274611769,0.0542455993816723,0.0153396320309978,0.0316864997659283,0.0412062575336537,0.0288318510723408,0.0341964687696171,0.0428327103865754,0.0291942568455005,0.0388161212765179,0.0169670203872606,0.0481483711586718,0.0232927676563065,0.0177655111564465,0.0300459900636881,0.0238500411264006,0.0186448215004402,0.0197498501175247,0.0278991193891969,0.0287218662810083,0.0242136600468578,0.0224839889375265,0.0166596086969531,0.0361888142317195,0.0398990279654171,0.0324670145717205,0.0230103034668554,0.0405932924905111,0.0365517391622474,0.024766642789657,-0.00537945113292668,-0.000754199298519473,0.00285106296620934,0.0162661921009096,-0.00876029496090537,0.00292762884461248,0.00402047734391035,0.0158118777012946,-0.00285044648864042,-0.00480727565550914,0.0169715374749251,0.00151854745402224,0.00715445090165272,0.00461441980255588,-0.00416517339664177,0.0107767144630333,0.00354093952521361,0.00733055546761286,0.00307163238224467,0.00752510589927488,0.00515094676302219,0.010071595025091,-0.00631381993598688,0.000301085361711286,0.00364729215728741,0.00219640881312852,0.00758591104695426,-0.00828030772482268,0.00246320008301829,-0.000865188951360341,0.00471136744509832,0.00550839760172375,0.00431779940725979
"1993-04-01",284.365296803653,0.039057460905995,0.0355761265817689,0.0159615078028114,0.0502258174369027,0.0411571394638716,0.013974169914684,0.0343431669133744,0.0355830683888838,0.0303005016471589,0.033734236646062,0.0492906029415911,0.0343380701128705,0.037850149648127,0.0149215008480645,0.0479259750493624,0.0219336104863451,0.0162113215069179,0.0336189449686361,0.023099060543106,0.02051413756151,0.0264803469132567,0.0316094446378794,0.0290989869012693,0.0210894696397729,0.0241432615017265,0.0175755331155348,0.0281140985812474,0.0398109464194405,0.0305941066062621,0.0205059853428863,0.039737010498601,0.036295830246645,0.025328410227435,-0.0122355543704975,-0.00281353409950715,9.40925403562682e-05,0.00582999896375056,-0.00804034332072413,0.000583768842051292,-0.006062979464072,0.0060832627517888,-0.00056327636032439,0.000876797509672898,0.0207606878028128,0.00325456054981365,-0.00128974901462016,0.00328048147070761,-0.00786738492946682,0.0015988293963486,-0.000257565384744095,-0.000152436068657979,0.00326296603612013,0.0056922515170803,0.00509104667431954,0.00854283321845664,-0.00403626285635237,0.00167382998773723,0.00335002683860808,-0.000224684761537513,0.00243433902869077,-0.0108325961915935,0.00525090155366005,-0.000224367790484709,-0.00936834385443262,0.00140535636866108,-0.000657634925639453
"1993-07-01",287.547134935305,0.0401427070048365,0.0370517015762477,0.0167702783826604,0.0440768913750295,0.0543665404410515,0.0142318259976086,0.036552839015073,0.0368010498137971,0.0294217343818522,0.0418271505838457,0.0411709688066194,0.0286687829224656,0.0425534585214746,0.0162467266843557,0.0416326657975142,0.0230679161078874,0.0155722470438462,0.0372805451667347,0.0259497192645749,0.0217102477042844,0.0225452844012025,0.0274335946150806,0.0275737541800261,0.0235484631128374,0.0214583749209964,0.0165457767318698,0.0316324138294818,0.0301864831003112,0.0332982678848859,0.0208943006915522,0.0418081422810164,0.0325299778321769,0.0254491698268037,-0.00231211072387505,0.00375846823846443,0.00242857107856392,0.0117494441999899,-0.00530743677824417,0.00239375156071823,0.00171240035972349,0.0111118982246441,0.00320214497683998,0.00305010243815927,0.0158693234145497,0.00228190731398554,0.00613540020756631,0.00396368546375197,-0.0019918601547402,0.00674868037527896,0.00194742950243615,0.0122800913210285,0.00334536204407508,0.00806357625995492,0.00421458244302405,0.010003634637768,7.7727723261713e-05,0.00209387786978636,0.00440246930589672,0.00191609512089854,0.00427713872106012,-0.00108480081733758,0.00534817771162914,0.00121384199431847,0.000161109136811139,0.00547449612628769,0.001154002533468
"1993-10-01",305.452574525745,0.0373679503925388,0.0385170881073191,0.0155557235119034,0.0485626326378514,0.0538190721050899,0.0140165493360329,0.0322739213868724,0.0372292823268409,0.0264198391179453,0.0422028237398826,0.0345274584302185,0.034986668044382,0.0423597876915748,0.0161850883255439,0.0410882299886422,0.023993014757417,0.0161168794923565,0.0341627182917751,0.0343495237144232,0.0245653920372999,0.0196429818262231,0.0260409330836917,0.0233563356430975,0.0222236821784589,0.0195065926404838,0.0164224710760371,0.0370411526809404,0.0259520155722279,0.0343102687434521,0.0212129989176754,0.0410128523614086,0.0395861938270312,0.0253918780133625,0.00194465317376275,0.00496745411470245,0.00423123901974184,0.0184117362132053,-0.00100847271164226,0.00426320553769986,0.00853245948440847,0.0207125715396309,0.00602929748370544,0.00669651738440108,0.0163144335515515,0.00346263648710389,0.0117332654320511,0.00809288210814957,0.00217079303163753,0.0128470262624324,0.00466318680355455,0.0112053226130767,0.00874565898498139,0.0145012660112979,0.00648827040698598,0.00737440035746209,0.00346980183424506,0.00715437405970102,0.00572979136672665,0.00537282965057215,0.00841225199208166,1.67990100536543e-06,0.0100235811856506,0.00295897063779454,0.00724671641094758,0.0117094358749846,0.0019900024365389
"1994-01-01",279.795731707317,0.0335273619079204,0.0378445377635925,0.0151019911383052,0.0504136558605697,0.0494993950760997,0.0135304767857238,0.0350517244043321,0.040358904414919,0.0479277414537034,0.0332342543786147,0.0377036873230947,0.0260739986914974,0.0410750976913494,0.015813630604974,0.0443283817503443,0.022838435554507,0.0169235066932502,0.0365093023274611,0.0271564053535136,0.019211238803256,0.0222211816632709,0.0347621836513526,0.021193697069343,0.0217347957759999,0.0208757198500736,0.0175132177813681,0.0333980342015859,0.030573007728082,0.031565700469518,0.0201514914009915,0.0404591291642522,0.0366346062142278,0.0247935070529063,-0.000613134965827552,0.00332529312375762,0.00338846309322427,0.0168726330804758,-0.0060601213882578,0.00350592637790493,0.00242748971850082,0.0202823103057541,0.00789618845061222,0.00422438118116667,0.0168907297444575,0.00405683480693362,0.00696281656502876,0.00776483323180179,-0.000131823307521367,0.00912401233805393,0.00470477379520431,0.0120558371398075,0.00527020622883395,0.00870547292659873,0.00713578652682591,0.0101214930448098,0.00142992101254031,0.00414632311314721,0.00568871372696567,0.0039704556171942,0.00715427368429168,-0.00542573428264234,0.00751428244005125,0.00225879043692251,0.00455717425191202,0.0102937650488905,-0.000373650547211357
"1994-04-01",298.204188481675,0.0326919886654488,0.0361664924841555,0.015257436346316,0.0498140408037012,0.0397684027653119,0.0126605079401869,0.0354320350042326,0.0433357078859544,0.0526074139138353,0.0392423280108307,0.0430545330670083,0.0288752903269142,0.0358209712067123,0.0181769576580444,0.0339093209498613,0.0237065077381187,0.0182328516522139,0.042242263844321,0.0240144457668194,0.0205440570353088,0.0270919566091582,0.0402027953620923,0.0223472382620771,0.0203848259005195,0.0217793379087082,0.0187661123964938,0.0333374278511687,0.0213895580338834,0.0327715150146192,0.021817014474873,0.0317920312349856,0.0435411698501193,0.0192254640360063,0.000851602656372729,0.00830172540931691,0.00370127840678213,0.0159786380517854,-0.0079714852877815,0.00425499537325887,0.0058816383191821,0.0221737027097444,0.0118203535175581,0.0130895834624658,0.0191439292406339,0.00611609973059941,0.00922026865109671,0.00893584400973106,0.0029272682517316,0.00847956688937246,0.00429353014765633,0.0197147381026484,0.0079226247635881,0.0113255892373568,0.00865483878600567,0.0114967793979046,0.00589614033102753,0.00503066146739898,0.0110916444666591,0.0047408659094496,0.00802672558647789,0.0020032843947452,0.0120400640250596,0.00199313973674835,0.00381973948597108,0.0140568993032114,0.00270404526999296
"1994-07-01",283.186893203883,0.0315695034422163,0.0368447048267153,0.0173376544697242,0.0520723095625722,0.0462329475878194,0.0138673455114807,0.0350546997326754,0.0431818557052169,0.0483606436587434,0.03911656550396,0.0433475705244785,0.0246151370449758,0.0402297815825322,0.0167558828327159,0.0389632057501621,0.0237115568998749,0.0167626269102825,0.0348756537521165,0.0247078320022151,0.021897150670948,0.0253687777990196,0.0374674463530706,0.0248484544666016,0.0210675743355833,0.0189831845990775,0.0170424576028795,0.0299751859357487,0.0280078462523969,0.0350221082661876,0.0198657331086757,0.0377344696355753,0.0333674955778683,0.0217446380958901,0.000486882969804249,0.00673183895053144,0.00507596047596439,0.0183675923573254,0.000873457714642523,0.00464304614401281,0.00831320816518304,0.0195791861341352,0.013352081618731,0.00895251793899716,0.0192749873728045,0.0037409583070425,0.00989685066363479,0.00612427482667114,0.00655683609038211,0.00852911415458287,0.00402093021732448,0.015961574428577,0.00717679442599689,0.00901703922567709,0.00763413984163525,0.00626177458232761,0.00509554055114835,0.00645387906917392,0.00652231775550108,0.00355018290736277,0.00613624886008799,0.000375226300616181,0.00978171553221694,0.00371475342199477,0.00494243343741386,0.0052840314891483,0.00348503557764698
"1994-10-01",279.700748129676,0.0359039997821789,0.0383882382388042,0.0156246321238536,0.0525286623180833,0.0440539459361863,0.0138748201017469,0.0331222954414455,0.0366840643472593,0.0381919433231476,0.0382127078482003,0.0470083535771048,0.0276841605194514,0.0360832118713534,0.016617114901533,0.0419012436803436,0.0218048290998345,0.0178934665782989,0.0399773810399029,0.0289067848995662,0.0220896051471856,0.0232434642556134,0.0395523723821575,0.0190783767379643,0.0193076231047658,0.0213251112673538,0.0170603024246822,0.0282254007959975,0.0306627422534274,0.0341551864682493,0.0240016157201975,0.037837940764536,0.0394183081733077,0.0195800948762674,-0.00501429590150631,0.00207290632625923,0.0025949105027054,0.0166954241006634,0.00377817216697971,0.00274754136042017,-0.0017087182745097,0.0170161917866948,0.00611369556265322,0.00389083768244395,0.0169720831157269,0.000154255701917633,0.0063307328500028,0.00553815355732957,0.00426271595451649,0.00730246987113018,0.00157610488693754,0.0119542430465351,0.00769131176099112,0.00725530499265323,0.00641396589221663,0.00103596722631995,0.00355070850526206,0.00235261156388246,0.00556752008914531,0.0022606145219776,0.00374178303964973,-0.00744564986266317,0.00603747761418665,-0.000295269539243035,-0.000212159671980481,0.00422256125592792,0.00103616762422945
"1995-01-01",292.047619047619,0.0347953805474318,0.0416018673142624,0.0153775890755341,0.051169799464589,0.0399020899989917,0.0135997709222897,0.03405275168631,0.0420187549400763,0.0385985130105099,0.0468098538816562,0.0434890862448344,0.0251020935411189,0.0384836534579469,0.016756563286709,0.0367893675010745,0.0216614769817895,0.0162991666116855,0.0335623796303006,0.0193705752783613,0.0229363314865103,0.0180430508609076,0.0352333045807196,0.0212091107306888,0.0232328154988977,0.0225672051803051,0.0167678991376934,0.0287629541380688,0.0324455958016562,0.0340778039384293,0.0307737736340254,0.0362234679286057,0.0432439265731318,0.0250420271348883,-0.00887109690289636,-0.00563814479380041,0.00101779565757396,0.0147546061383684,-0.00683503954600983,0.000572546844717221,-0.00150433296216716,0.00925338570912402,0.00600519497393279,-0.00745159629754031,0.0155664710381641,-0.00168663789521329,0.00105727848843044,0.00388986037010248,-0.00288363748665863,0.00380911822116068,-0.000529532311472508,0.0042625444834946,0.00119675511708905,0.00489208488121465,0.00214664654356852,-0.00332049895742057,0.00110796126229536,0.000240571439384097,-0.00282593629542816,2.02340066145076e-05,0.00167541013314814,-0.007872685122881,0.000371437071864452,-0.00501054048165293,-0.00110195307127278,0.00450049447735111,-0.00386200274835157
"1995-04-01",299.375,0.0360452954199011,0.0363391460518215,0.0158912345134443,0.0528109743293315,0.0364636051942074,0.0133455349147912,0.0302325039538187,0.0433797492120679,0.0328002078611187,0.0481590599695656,0.041984345764851,0.0235993457090954,0.039159268143932,0.0167808899272472,0.0369363839824723,0.0266542920999849,0.0166549830514175,0.0403802636709511,0.0232484261086069,0.0276743143521825,0.0165496102744841,0.0297871167156071,0.0272402293813065,0.0225250150278201,0.0219408360881647,0.0172068047739419,0.0331875525118809,0.0386699288872592,0.0361731438289176,0.0219177294759228,0.0368456455066916,0.0394650326179642,0.0199515306792305,-0.0158506022880551,-0.00531653494957447,-0.000902313080103777,0.00103568492421303,-0.0147344228566613,-0.000413457389629206,-0.00288591091803441,0.0124816605311025,-0.000167347748952889,-0.00570250839908935,0.0078163377488828,-0.00385231054225357,0.00358376626496011,0.00168506689039902,-0.0127326880964161,0.00246582330772626,-0.000741848040400451,0.01332586182559,-0.00255466961198863,0.0055776204980092,-0.000363117383063888,3.79181050640579e-05,-0.000708794297136092,-0.00103081478025308,0.00122560069603582,-0.000835368736535683,-0.000357215588257421,-0.00972050731517352,0.00220771144428679,-0.00427631212573143,-0.0063166835424928,0.00333674430748331,-0.00158045522742541
