"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent"
"1993-01-01",0.0292933886441743,0.116996813533759,0.0346863682917081,0.0917381413237503,0.0266335514875947,0.114644551277677,0.0346457476783366,0.0373469068101539,0.027904076488836,0.0252993167499356,0.0349779146892214,0.0268686011711254,0.105176904179501,0.0575589150780886,0.0299995489582376,0.0344227189868875,0.0392247796089232,0.0324884652426829,0.0285007509724885,0.0370367037021953,0.0345558351247234,0.00512305095243238,0.0443062372331093,0.00384056704757992,-0.00550014397599902,0.0048907238683237,-0.00170696046194036,-0.00304194188687407,-0.00146471049810803,0.00410473613160249,0.00483945461335737,0.00107417862310381,0.00254581493287776,0.0476940694869082,0.0191452585050478,0.00269056336052533,0.00199712051252047,-0.00759008410412541,0.00377221546234651,0.00191693530187245,0.0103231821144523,0.0066396901612656
"1993-04-01",0.0313456956136608,0.123456215180057,0.034330486167683,0.0962359112496658,0.027247435214723,0.101267119557066,0.0363317070833142,0.033829007763129,0.028796772364747,0.0278898542506707,0.0353125635943711,0.0292010844906326,0.101677494063375,0.0599754700148365,0.0332220013009612,0.0294556633665085,0.0404104727672739,0.03429876517294,0.0286596967986427,0.0317266186489598,0.0353299653367834,0.0108847971631687,0.052854067737509,-0.00105689547512446,-0.00721794952944299,0.00376264181151332,-0.0261729833706012,-0.000169838356376642,-0.00097895301882046,0.0030049102528609,0.00136735340691004,-0.00130464643264122,-3.45515535574536e-05,0.0364622599827029,-0.00100015326684302,-0.000171441937229499,0.00452324690397029,-0.0073075688443468,0.00451581099870184,-0.00230299755600638,0.00643840888212726,0.00456544141103683
"1993-07-01",0.031466753436102,0.117700892359161,0.0362370652811372,0.0968827710000457,0.0280940856731983,0.103226915133543,0.0394611689814691,0.0358107190577316,0.0273547756750013,0.0257193983278826,0.0364903791450431,0.0264941907095229,0.0980785154623074,0.0599487962058607,0.0301916174669218,0.0320708634953668,0.0374879492888098,0.0368502475795009,0.0286164060215907,0.0373427420710307,0.0344737476287739,0.00675222814725734,0.0567752880509596,0.00375542661900014,0.00331191521139572,0.00752694804767832,0.00711046633114318,-0.000391818869721592,0.0044208407775563,0.00612521294626098,0.00459086605147209,0.00560657867933841,0.00367432105227852,0.0318891789033648,0.0124098213572558,0.00406787029350972,0.0082592425114298,-0.00272081894222296,0.00242793552785712,0.00355464481379136,0.00981425675958781,0.00343479924670814
"1993-10-01",0.0301687753977621,0.119648957735295,0.036481979202135,0.0874476265690149,0.0284418220189448,0.111335607215312,0.0324482603851683,0.0338470298540356,0.0274125348751115,0.0273899484421115,0.0376606499660594,0.0270703410314734,0.0987066460577856,0.0616751597730198,0.0302883300809043,0.0310135570430198,0.0374979542584369,0.0361915712261565,0.0293615579813367,0.0410376483841236,0.034874042502793,0.0193130036110066,0.0671274196803986,0.0172778504911455,0.0452793155148415,0.0170920256847717,0.050852734036278,0.018912949211919,0.0174736009291789,0.016831458083865,0.0154481728317157,0.0185726943211835,0.0135366601575725,0.0840783752170217,0.0467797501574256,0.0144500227546958,0.0161875143190167,0.0160659348152337,0.0193499610034688,0.0135616097737044,0.027661774969593,0.02103519886201
"1994-01-01",0.0329628223828495,0.124497778616609,0.0361635882639096,0.0823517592528236,0.0286758017885935,0.110110885515187,0.034627126288556,0.0296616145495225,0.0284675655088932,0.0260075110452377,0.0392540379569102,0.0276999978036724,0.102241985837272,0.0610545080994303,0.0342002332566851,0.030455219029655,0.0349395990673885,0.0349450609180493,0.0314234005666805,0.0361050687373988,0.0341544355146765,0.0156525680363466,0.0705498616089647,0.00884941371617274,0.0138268205315181,0.0117191007068168,0.0295155317575426,0.0044948417329999,0.00773638722166824,0.0113095931030726,0.00978382899666782,0.0137009584470451,0.0107844321563714,0.0469553357822239,0.0218798494084768,0.0122737017106418,0.00853137148029694,0.0092880835063175,0.00850268493356319,0.00872712360722861,0.0172240388515905,0.0104535515162871
"1994-04-01",0.0280186678298064,0.106307979739565,0.0384931183073279,0.0975860311806168,0.0278086425671592,0.104133616847496,0.0316988920884736,0.0273346438347116,0.0271673173293348,0.0264788424375689,0.0349540903862608,0.0288802395790928,0.0998020172992227,0.0685609932662243,0.031155680100286,0.0336832087757737,0.0428165343278592,0.0382325383294525,0.0282459543862089,0.0420936682022574,0.0365473231853018,0.00723753299326379,0.0423209389469624,0.00407748929546578,0.010807872015371,0.00777054583324287,0.0144038476456523,0.00427339564955888,0.00532621793805915,0.00316764866661143,0.00461033087752668,0.00238858188101326,0.00304274113000454,0.00325220861601319,0.0103116157967594,0.00287189750660702,0.00463039649327067,0.00228126895489879,0.00595878822244849,0.00578558312972247,0.00767210925018121,-0.00137803102536191
"1994-07-01",0.029391952444465,0.117299436491387,0.0329223226749482,0.0932384127065392,0.0283774519899254,0.107756674952755,0.0319353042547833,0.0291104043823068,0.0278145070989736,0.0261040609721586,0.0360183015237959,0.0266454744904042,0.106610448378393,0.065292703273474,0.0304968001805602,0.0336675119700939,0.0398019216385844,0.035901449716114,0.0280748267187616,0.0379836607992497,0.0355563733423267,0.00614595170191058,0.0531887742546882,0.00573474961212347,0.00589519794438286,0.00841347399079309,-0.000451046912270642,0.00339925368230556,0.00576658634930531,0.00712382621514166,0.00571925892616813,0.000941937468467878,0.00530863706667949,0.0543748439174665,0.0137622736754287,0.00616360474933717,0.00847391632072945,0.00976276255824387,0.00650681801151222,0.00535428812702667,0.00878493314238785,0.00456419472552218
"1994-10-01",0.0287804193717059,0.121936628340936,0.0331331845144465,0.0850770866460293,0.0287098066209065,0.113515543737097,0.035181708410701,0.0296233305935491,0.0286982829706966,0.0276762336394333,0.038869126365409,0.0270913699656049,0.108848069301984,0.055526105189816,0.03058410149638,0.0340480815152259,0.0361744683442555,0.0343497251484447,0.0290474669434344,0.0359456748422804,0.037183586041664,0.0150683660420984,0.0599011777251295,0.0157427577264175,0.0370774307906212,0.0166464041423044,0.0410018557421602,0.0128834014794464,0.0157076787087492,0.0174047821518469,0.0133689536296176,0.0195780930340726,0.0132412703122422,0.094027934942603,0.0261473547696116,0.00994587661981374,0.014551106487905,0.0219799084272059,0.0169429058534959,0.0149868233420928,0.026612637916798,0.0191232184307092
"1995-01-01",0.026087240864086,0.112540461324995,0.0371540914659382,0.0918625358897857,0.0283729985153049,0.110535725197884,0.0318595431573243,0.0299697410162372,0.0278541634469146,0.0273549503014774,0.0378189487967426,0.0260819615277243,0.113056499705108,0.0531860702163213,0.0315458721664645,0.0326169324465353,0.0450370033557186,0.0351531048383739,0.0295017829130593,0.0407219543935631,0.0316884184604419,0.00475863730094228,0.0362562667178001,0.00136725736500014,0.0160234201175635,0.00711402703868326,-0.0154186329704491,0.00319103451045229,0.00539342074990094,0.00878816325871557,0.00331295411582436,-0.0039382555642073,0.00430594732170322,0.055712676190702,0.0134697674121968,-0.000334442138595963,0.00372612306184872,-0.00944771564873564,0.00607183079879925,0.00303328634305329,0.00725550787450182,0.00963681322301201
"1995-04-01",0.0317463415796115,0.110295874394085,0.0397744255061312,0.0832216535844564,0.0263777453759225,0.111252458036105,0.0302155482962823,0.0319922476981878,0.0285425095594393,0.0247313677235627,0.0364024821078359,0.026594415047937,0.111375331745831,0.0596468741660767,0.032897175648295,0.036567593090049,0.04397824499655,0.0360878987431624,0.0275200934042638,0.0376518118771159,0.0331279074190996,0.00708166128064925,0.0414665499898489,-0.00266368299205533,0.00704205426559895,0.00507181020265642,-0.0220874550935072,0.00439727237544214,3.46858478093203e-05,0.00161186883359666,0.00425458555872255,-0.00232591607296935,0.00254496342200395,0.0062322089846874,0.00275871974241787,0.00183576206396737,0.00892935975328904,-0.00984057683423029,0.00457892940242943,0.00183596047257254,0.00483679715082994,0.00047258080000768
