"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent","T39_sent","T40_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0196129071280656,0.0201025224678759,0.0271018067990174,0.0159757919896866,0.0237267240256489,0.0170848726190074,0.026337953074232,0.0184596906136975,0.021345570975822,0.0217670522913752,0.0173540932351296,0.016719446243735,0.018034189308178,0.0393511619160459,0.0223548847925531,0.0179496117402468,0.0167764539203569,0.0189312362436825,0.0378179094670889,0.0292214414696883,0.0209449141648123,0.0213454875160874,0.0191400660629417,0.0209456369889737,0.122232452722304,0.0177406202961024,0.0155829990283125,0.0579816007035288,0.0204669868254134,0.0145906879236786,0.0211244158465277,0.0210454561721141,0.0423701163527937,0.0198614680839722,0.0181116299052941,0.0192641472439773,0.0259581178251496,0.0161076411387984,0.016815744759923,0.0223444901181619,0.000577600692804183,2.63131397333953e-05,-0.0038325909397815,-0.000513181892787481,0.000280043626937563,0.000414990508208072,-0.00816683063802815,-0.000747472452907945,-0.0051370639881488,-0.00446174932393576,0.00159206743566773,-0.00134475071381228,-0.000342450022805788,-0.0102184199893708,-0.00298914977770453,0.00133940198707285,-0.00150363809811861,-0.00312584251578827,-0.0116325093735417,0.00389125792479969,-0.00455959572996035,0.000868323533967544,0.000299990289183486,0.00322954124572736,-0.0083502863637757,-0.000103240821642373,-0.000506426247124204,-0.0124660358599326,0.000529822218036931,0.000281484967895709,-0.00429330939944923,-0.000879551085934502,0.00294500875484046,-0.000534045669254881,0.000837651534138054,-0.00169783993926028,0.000978895411039492,0.000826859092606798,0.00267180102988452,0.00197964722057912
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.022608169459585,0.0130088981106116,0.0530016707246957,0.0138156091974191,0.0174766539737337,0.016970911415733,0.0211154334727345,0.015804470081455,0.0380039979863817,0.0201205028816924,0.0140778248808082,0.0179189691145031,0.0151597063946554,0.0295976729871908,0.0337494718328716,0.0128979047950721,0.0247137077004157,0.0145512091702022,0.0311728302169547,0.0948238954290458,0.0158837972582236,0.0395319806929758,0.0195612337819128,0.0217960550931584,0.0614443132800095,0.0165585020281193,0.0111354401239295,0.0402166243754988,0.020787867622975,0.0152133849907693,0.0186517794824972,0.0152361812616062,0.0330806681331145,0.0159878970101735,0.0155227901814248,0.0149511956825014,0.0504654666868342,0.014127886300328,0.0164459237928276,0.0228115023953594,0.00881957228459457,0.00387461621199256,0.0162734381538647,0.00471915139411205,0.00742654045128556,0.00593191078056985,0.00787673876313605,0.00505248961113265,0.0148650029466244,0.00533541564096662,0.00548858574825762,0.00666805865714018,0.00396394945148132,0.00460687062928601,0.00524965050251048,0.00400251944459741,0.00988938528808386,0.00445152097667416,0.0126026371165813,0.0449704422811854,0.0044143461105992,-0.00311814905692462,0.006210342049858,0.00469532371659185,0.0152654963199398,0.00586169777994395,0.00366976082663958,0.017100370707409,0.00538861722203996,0.00381050749993215,0.0063553532675779,0.00652263511632743,0.0128040467774498,0.00658392520755509,0.00340751471559495,0.00544270470601896,-0.00541295003344746,0.00420114704516128,0.00616633984040127,0.00432758531198872
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0149693157148863,0.0154105966473925,0.0198506143817773,0.0298455902436839,0.0182722985788851,0.0197550845673277,0.0170165823560591,0.0179755205171999,0.0215493760570723,0.0263078109233103,0.0159675393403879,0.0227236742420143,0.0171317182723562,0.0509312458197144,0.105719054142174,0.0181760565630235,0.016293608604028,0.0223828928831773,0.0378614975035977,0.0170055551811735,0.0201677281292468,0.014506386279853,0.0187768733553537,0.0170376502066764,0.0213166824947176,0.0215997567239892,0.0199022743161777,0.0158312349317764,0.0153266855265033,0.0445609287955531,0.0246801703537016,0.0164950721730984,0.0322486601142216,0.0277074960773286,0.041506274346063,0.0268750941901333,0.024645993001486,0.0222607559958878,0.0189242921975906,0.0304843582514002,-0.0079178505690141,-0.00704844174389462,-0.00837077942975647,-0.00974977123550001,-0.00807763990252595,-0.00940890939980165,-0.00683391582587774,-0.00797012401717784,-0.0074265541498367,-0.0133507014152288,-0.00745649373013376,-0.0105358061421714,-0.00780186251685676,-0.0146367166764796,-0.0412618696505238,-0.00688866013826228,-0.00716155831617751,-0.0123254381897327,-0.0143709123843861,-0.00693091834971666,-0.0108642801456951,-0.00751075977510213,-0.0105830377580125,-0.00810583930812788,-0.010601161527884,-0.0102667514261582,-0.00823919731834007,-0.00796142998239701,-0.0088803047726577,-0.00989738646175132,-0.0102376907705764,-0.00879908432528035,-0.0165368502641169,-0.0113216778263447,-0.020969930052951,-0.0121576646326211,-0.0125242275760093,-0.010871946225465,-0.01021626187425,-0.0119587740433715
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0231482575533585,0.0169758594570684,0.0272523316328635,0.0171879625059227,0.0228287048770926,0.0210060067385535,0.0358949436093376,0.0178506687481757,0.0293150414835622,0.0264969351156037,0.0211575429957428,0.0171806709939005,0.0176021177910712,0.0267126975768399,0.0218277756105904,0.0183072845468545,0.0197111532045885,0.0212696078765946,0.0499784274926854,0.0488182712419314,0.0234108667159934,0.0346406386155151,0.028531483903673,0.0251274867604286,0.0397804913381764,0.0183807560988044,0.0169593971813684,0.0436428052664944,0.0247842168838604,0.0171749869572981,0.0198008886384071,0.0168499414823138,0.0331207371614681,0.0221358580027864,0.0206591383704454,0.0188001041514579,0.0284917367943018,0.0181228728246013,0.0196281015528065,0.0294352302474619,0.00488151950240326,0.00302951905581766,0.00651922705167849,0.00424296581605951,0.00590223099681256,0.00243348433352136,0.00118855790740385,0.00140806789028333,0.00339988299441736,0.00157842843174794,0.00233740093249419,0.00161184885726282,0.00240541211567197,0.00721103214531846,0.00251904621845249,0.00283292061624135,0.00489319578293388,0.00462848136988326,0.0142782962164455,0.00756413698730059,0.00390430848851748,0.00685059508303752,0.0066047499690049,0.00594371556169089,0.00864436282762316,0.00253440193563689,0.00261996134061749,-0.0043542054977034,0.00455763693725281,0.00151002271540994,0.000465031297260798,0.00208904376027772,0.0010070149958806,5.03702649511151e-05,0.00311003033722655,0.00280390515435186,0.0059816489990233,0.00287449048335444,0.00436493655872985,0.00908992661060952
"SPEECH_574","1996-10-02","1996-10-01",49,0.0256133305494352,0.0156192952330601,0.0214598410413606,0.0401065190707826,0.016785257333787,0.0223224295255471,0.0251420444467849,0.0157698483371319,0.0199453178820441,0.02250589752238,0.0303062339490019,0.0218631194778074,0.0177405638309189,0.0177774299541572,0.0188423004596517,0.0212248335800092,0.018736216576147,0.019746112285477,0.0302330603159291,0.0937560464971348,0.0202107040240688,0.0453501291390417,0.0165856506906823,0.0176109215604586,0.0296616141746865,0.0162682407370781,0.0237364529782996,0.0313636930652707,0.0255279961086475,0.0173063473180014,0.0250034373790557,0.0205962327293124,0.0339098518679572,0.0249958818930196,0.0264922051173601,0.0198384423918302,0.025208467012869,0.025008644260727,0.0212283616379007,0.0186010280451851,0.0055390655085564,0.00506939599947888,0.0100082918804876,0.0128903236492301,0.00459588524991975,0.00188886805112701,0.00514109118816519,0.00515011815541136,0.00101495322608041,0.00335567422019367,0.00758847077252012,0.00525990123644599,0.000504908014950748,0.00498274759891274,0.00440880367414493,0.00313460716425535,0.00541739663855922,0.00406727876840896,0.00481229238564267,0.0412925789254675,0.00539785458509724,0.00166854152586908,0.00550277126958714,0.0036986665388038,0.00849536748208418,0.00518030288527672,0.00160572347306316,0.00390934015237934,0.00872459959964056,0.00190323834514352,0.000172216988481484,0.00283536239173801,0.00877834108179627,0.000249417873725129,0.00336581931101707,0.00438002982285901,-0.00076562173730797,0.00503191668840855,0.00594354958847908,0.00542497287249334
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.019818148194701,0.015070395122017,0.0213882411598336,0.015979041023602,0.0190176144221117,0.015132196677799,0.0193236664508309,0.0169272737794699,0.0270394219286847,0.0258545009498654,0.0214017469701542,0.0219584666403275,0.0171180825551197,0.0321238481371135,0.0228524240345596,0.0178213800818461,0.0153781961014155,0.0207558181539356,0.0385137472557721,0.0458710564995404,0.0199544920499364,0.0249589103453024,0.0192405828010776,0.017006334593311,0.13483904296073,0.0172167771842652,0.0164056795152605,0.0472775432790522,0.0158992181244687,0.0186968751469141,0.0286050304608768,0.0176275189156991,0.0196763165470969,0.0223035910943547,0.0181128473639806,0.0216021097320936,0.0353724632569677,0.0195391668470331,0.014852463926013,0.0214677697168672,-0.00439048690362303,-0.00296149135881337,-0.00300101835861209,-0.00530064090341101,-0.00676254769150238,-0.00550934172695234,-0.00579817728691327,-0.00404397326428352,-0.00699998604613215,-0.0048610260759625,-0.00200135528845197,-0.00625391935999626,-0.00602112632649838,-0.0158712189225044,-0.0103077423774572,-0.0052768702826124,-0.00464350505582318,-0.00235663366902071,-0.00926592222505886,-0.00492018648180797,-0.00333647400295443,-0.00244690350005201,-0.00454661071685091,-0.00473901096629461,-0.0311657392965232,-0.00540174187262976,-0.00382695057088716,-0.00864120971964084,-0.00305972997982261,-0.00478195862014117,-0.00500392209989198,-0.00178525480523328,-0.00706649178792381,-0.00710558318030051,-0.0054971501752645,-0.0136781892100354,-0.0105375383355263,-0.00429570300328067,-0.00394260841267793,-0.00472118762776756
"SPEECH_478","1996-10-07","1996-10-01",40,0.0186776408851078,0.0181919975168965,0.0352399042848446,0.0173561549225793,0.0257609315703843,0.0246684307474409,0.0416848741203983,0.0223589357427107,0.0315179326822711,0.0207486222620764,0.018392117547525,0.0160601439655514,0.0199280392529382,0.0258053081085746,0.0280040844874316,0.017669645575053,0.0203431881087754,0.0299596980380891,0.0366736563707019,0.0297897679559316,0.0297637073162182,0.0436357394571671,0.039577504987589,0.0188654366013525,0.0199966840584251,0.0386660738570704,0.0168136856578154,0.0181652069816313,0.0387882393349115,0.0215142308391298,0.0238961756012289,0.0234947379369138,0.0209993293809711,0.0221444262813853,0.0146312527061517,0.0214837790179631,0.0275216150568621,0.0225767158707522,0.0232018501537461,0.0154325347574337,0.00805909138471813,0.00758590033721266,0.0130070972585636,0.00632494648476002,0.0110428392646939,0.00709983120046375,0.0169042964222337,0.00670962071251336,0.00777129819674646,0.010467472562924,0.0073633045963168,0.00690637531299931,0.0102373381687356,0.0118062768405498,0.00956355500543026,0.00804664995437393,0.00788446397125636,0.0110094079197268,0.0138348045013394,0.0148044253570925,0.00680779580988854,0.0117730344887537,0.0178071887809455,0.00714355945544025,0.00820734740335966,0.0134152118526791,0.00719931513518002,0.00612488263360728,0.0133834738949304,0.0104752400226449,0.00886640613827699,0.00907521166356848,0.00826341479243755,0.0110753975999199,0.00643836606458619,0.00521382095164868,0.0151943832937665,0.00976856146754891,0.00868110396628254,0.00620539271304458
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.029820298981723,0.0179351620963879,0.0213484068981638,0.0194410364020421,0.0249774928965305,0.0210954410188564,0.0236356532996377,0.0168274068727566,0.0245848178332832,0.0366810315285148,0.0168170120724644,0.0179012613959924,0.0166826584208267,0.0419003580543668,0.0211009092699546,0.0362659435681259,0.0195597420816796,0.0196265540384464,0.0349795941797143,0.0245668265290375,0.0234819946548467,0.0483194525051945,0.0193180719147764,0.0173219443007771,0.0288522726102608,0.0277053387018894,0.0253305547464274,0.024805261115135,0.0176851549681991,0.021874881252001,0.0349843268307925,0.0169448946506709,0.0393496050389926,0.0203044989298842,0.0177135534800847,0.026826521378103,0.0253932583572374,0.0207803262757941,0.0355027978001831,0.0217576830502454,0.00314744185993487,0.0014797333581471,0.00246374432897534,0.000578157906380555,0.00246855606475658,-0.000109292659028792,-0.00195337882573845,0.00154719808794834,0.00049890001031905,0.00335034451959489,0.00134163146370071,0.000821821362058516,-0.00036624246277423,-0.00156442795366524,-0.00159129982835542,-0.00343266815254482,-0.00125981367813943,0.00226388053999365,0.00222792207339414,0.00168520455526441,0.00299147943807369,-0.00274253663833611,0.000526195505742713,-0.00128306319312259,0.00427529449758947,0.00132635070438952,-0.00161518826535768,-0.000153432311793251,0.000635019709300412,0.00392649895869205,0.000209199222900083,0.00213493354065791,0.00385844905891719,0.000432999052045326,0.00155575250497313,-0.00028555806529479,0.0015189616909226,0.00159104946166888,0.00107243484691383,0.000382981974654984
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0180122979354292,0.0173517268403708,0.0206726935722628,0.0314023189554552,0.0173287725812156,0.0253565833993597,0.0344746438811376,0.0224505699031928,0.0636769057927258,0.0389091388650026,0.0181311778821608,0.0193614950191108,0.0164558314069183,0.0301306664431854,0.0249258094435165,0.0425886396149185,0.0175686232458143,0.0179074163911213,0.0331547227543271,0.0283691877940779,0.0207529915794244,0.0200727420122537,0.0227638971456327,0.0229241807011258,0.0273282584329134,0.0235544350397482,0.0283124062921794,0.0166045246518551,0.0210851689728927,0.0181099637889455,0.0310517788941811,0.0149080418136193,0.0347545583422041,0.0178924761669281,0.0421226844332282,0.0171176307570294,0.028376323974707,0.0151848942696888,0.0161412900805425,0.0227125309295978,0.000385512121232634,0.00170608574408281,-0.000109355560749714,-0.00240524072187174,0.000213656449555814,0.00625459566398964,-0.00118383654162827,-0.000855920873747282,-0.00715029275379817,-0.00151519260286132,0.000653971184016115,-0.000139024031674463,9.07068264505179e-06,-0.00485005402695073,0.00647867050413058,-0.0147752975820127,0.00101863370931795,0.000362972612019658,0.00312918719138025,0.00267502355207768,0.00331097409234474,0.000105057156761429,0.00115906371135397,-2.72634255536616e-05,0.00813224554020698,0.0016535553057001,-0.00504098648451671,-0.00195143216894402,-0.00121198078040379,4.85648643616955e-06,0.0027504982571524,-0.000180659609061259,0.00707576530080744,-4.11382774187953e-05,0.00694401026346594,-0.00162482183123393,-0.00246957490894548,-0.00066662815802399,0.000366818608328452,-0.00489358654535897
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0269621940581833,0.0191022919535865,0.0192818883864609,0.0264279597485799,0.0340131986209486,0.039217807959559,0.0205576511990083,0.0183608633790749,0.0234276333934737,0.0327725463572306,0.0186124716077139,0.0176351625928303,0.0192636159313666,0.0323067695225669,0.0207186184145571,0.0259032269685589,0.020540601648803,0.0230007475018024,0.0497815987168268,0.0652706509612882,0.0252106898791307,0.0161085922656146,0.0167653965456073,0.0246799715991126,0.024770442826424,0.0185191014343897,0.0174857894314192,0.0176948505541193,0.0213981866034539,0.0304479711737952,0.0302988238566577,0.0196241297015695,0.0228567841929204,0.0197819971446299,0.0293114431124699,0.0220682702958446,0.0251791424035768,0.0197767602622838,0.0220138812923002,0.022850276502261,0.0112854840902653,0.00265149777304827,0.00360526036166475,0.00207446645215938,0.0103895543979314,0.0175335299227996,0.00437566919311223,0.00585423035315667,0.00657335450449484,0.00626013111187081,0.00562626970713615,0.00129672657526276,0.00431287083897388,0.00229821308259607,0.00195096368481177,0.00278503463632405,0.00514791709358903,0.00394965769684432,0.00755060684621426,0.020088911948363,0.00822675150690312,0.0029699987114548,0.00519318564638979,0.00596355545439813,0.00516392103856371,0.00672706739026062,0.00223306266570806,0.00268672350308753,0.00675788937235529,0.00725178695908439,-0.000328156195405255,0.00449659004122067,0.00394475365698336,0.00571741088457683,0.00119800484479967,0.00451662608618269,0.00365615806563862,0.000705753763347236,0.0040732516621841,0.00237636059757437
