"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent"
"1996-04-01",0.0267232517535329,0.0203989639860746,0.0462203582412306,0.0192253651747185,0.0320325837857622,0.0715635958481441,0.0354861975977289,0.0222164129340033,0.0712631795133513,0.0453823789599035,0.0232545912591742,0.0266961634428837,0.023312575535198,0.0231616891080143,0.0265289865070882,0.0184381940898651,0.0213919321702041,0.0281132944968164,0.0235732914446355,0.0249862618061253,0.034758153413041,0.0325455479666371,0.0671585771255164,0.0399696037016948,0.0279375901501081,0.0299110671381597,0.0215616838478992,0.024897861169459,0.0222921079324366,0.0215737047314758,0.0259585423409114,0.0214662928282061,0.00285221147101419,-7.10204188075587e-05,0.00378914088036599,0.00343877177893048,0.00446066304494656,0.00501495663267128,0.00295245003374952,0.00108849034718686,-0.00189902988484396,-0.00629813808329314,0.00266753843669352,0.00260076701994235,-0.00141695822040753,0.00160774040544847,0.00363802881606092,0.00260663164205418,0.00267503971300538,0.00642532225571984,0.00321344568731618,0.00289723570126936,0.00661778053668386,-0.00461457447667298,-0.00269295301485228,0.00325910480327668,-0.000371759996354384,0.00719812366916675,0.00283425733710466,0.000812078220725091,-0.000351702688196005,0.002578753090323,0.00583314836561373,0.0042116274757325
"1996-07-01",0.0294125659895836,0.0249907168552151,0.0614180120123088,0.0199526477736436,0.0236443710735861,0.0421512312123444,0.0288119565289442,0.0441778137039767,0.0423949137155891,0.0430733765879688,0.0285771979956797,0.025055147591514,0.0309045384482625,0.0287532933945224,0.0293745707733555,0.0210285019845504,0.0286101167740661,0.0257131470903367,0.0224381179591811,0.03529570084198,0.0303054532063634,0.037434237144364,0.0587973147676688,0.0287990804615189,0.0312720538515672,0.0258346562602699,0.0231717500848903,0.0288781619637279,0.0239049687046811,0.0220472302977862,0.0235770270196551,0.0302001279308983,-0.00846835351083959,-0.00636922922349759,-0.0138379819690502,-0.00332578039357443,-0.00465181582502112,-0.000502819624535501,-0.00462859637981725,-0.00928360844980863,-0.00517067277927903,-0.00954907319923713,-0.00532583711772639,-0.00247500371966993,-0.00175165443770454,-0.00183793794641748,-0.00780566038388984,-0.00493953171317653,-0.00377493048967457,-0.00219811026630607,-0.00384988549362841,-0.00965512162298442,-0.00304699336200722,-0.00835213660152894,-0.00298222429772999,-0.00182490807651299,-0.00497429048308903,-0.00330510192937978,-0.00373097957467861,-0.00313312956240066,-0.00281086484074816,-0.00343642779196793,-0.00494319353105135,-0.00465354506731804
"1996-10-01",0.0300780398965274,0.025508011442974,0.0347520951216121,0.0227805838540633,0.0278001516610423,0.0568673180700436,0.0384191303025464,0.025396670740626,0.0543324127328486,0.0406089198075324,0.0255056019611346,0.0302709139900422,0.029006428201353,0.0268698865997602,0.0280083630660225,0.0239632944722857,0.0253104517469035,0.0268667595453752,0.0243086625983626,0.0273416166458886,0.0318720036791595,0.0311447733551703,0.0630151893866301,0.0433612826052443,0.0266760868596355,0.0277570196455617,0.0240508055848191,0.0251353358809367,0.0267081936831686,0.0234141999585875,0.026013630399826,0.0268561665043165,0.00345914532584575,0.00160698713879509,0.00454437115675144,0.00192095456985853,0.000670269117727515,0.00730136133601751,0.000772150427005514,0.00180104464945308,0.00333426182662482,0.00209757428237346,0.00238196105929238,0.00248147860263786,0.000461321895933523,0.00273876952023134,0.00158117269398086,0.00161883471616519,0.00201284909311858,0.00323852165079279,0.00272381766795055,0.00253076577642401,0.00459706933293595,0.00174672663287572,0.00308896878945251,0.00348098219160256,0.00082149007808918,0.00400025439845654,0.00212741469001456,0.00276547101577024,0.00161728608069336,0.00189544563765248,0.00300658559069732,0.00196488164601261
"1997-01-01",0.0282567987093943,0.0222613167585613,0.0403766665104156,0.0219700332093991,0.0310305980728111,0.0672442497000536,0.0304399058297262,0.0310661484532306,0.0555732590639274,0.0429348128922013,0.0263645851668074,0.026772549001115,0.027013986127018,0.0242637959746438,0.027102399789436,0.0204913692914279,0.0252649453015559,0.0274981212628683,0.0224344891344536,0.0284364762522595,0.0308990494470094,0.0310180172837347,0.0708045387971083,0.0365694430820601,0.0296511919478653,0.0280502822446032,0.0222166140194858,0.0266988787312584,0.0257296933659997,0.0220990952610133,0.0235752165563192,0.0258914727622368,-0.000462202281323595,-0.00110234334235544,0.00100953938211579,-0.00102983146945369,-0.000879411934393698,-0.00114826284332958,-0.00137275199777647,-0.00477834623828679,0.00112431628554917,-0.0039568156751382,-0.00166482131340151,0.0015415437279337,0.000625619593486716,-0.00185726725854917,-0.00119335054712494,-0.000711385786171997,-0.00208183871765157,0.00302959270295442,0.0012398799627932,-0.00100760314944173,0.00307620268480816,-0.00233618829853907,-0.00571916430874919,0.000842484325325308,-0.000704805471820497,0.00015222179741039,-0.000773424740499584,-0.00256757208481801,-0.000431041440565704,0.000232675167103048,-0.000618274291637417,-0.00540958125955804
"1997-04-01",0.0299392268067406,0.02320266268815,0.0385706906452604,0.0219990599391385,0.0288791411017716,0.0481704861629967,0.0314316919772627,0.0292315992871651,0.0544074933388686,0.0443328269773154,0.023698134092091,0.028983800811218,0.0283351702233282,0.0251598935655889,0.0276071387970175,0.0216099566804412,0.0304686502944054,0.0292166834216447,0.0241545055652907,0.0296365028260992,0.0345206398379599,0.0351735142886562,0.069430398782134,0.0381318077226755,0.0281739805857504,0.0269849845220365,0.0232871572374533,0.0231536563741623,0.0247016989080151,0.0235221279551739,0.0265241333085996,0.0273605852755887,0.00211142626378325,0.00130982825729371,0.000939886553544109,0.00119441283525058,0.00210711712526456,0.00165884944710345,0.00288076464510834,-0.00100090800096454,0.00413187995572011,0.0015982988626261,0.00135058443532593,0.00335233140186509,0.00234665951984437,0.00224445871050845,0.00130419664614167,0.00163620025972777,0.00146136620023423,0.00339578203120451,0.00159610091083238,0.00159842429296484,0.00775477567306813,0.000739318193157762,0.00169409918652579,0.0055534433507037,0.00100325695375374,0.00169572951094792,0.00143467270333119,0.00146950524409857,0.00272387644042111,0.0015880498185405,0.00255558344350212,0.00054246781523181
"1997-07-01",0.0300200085799259,0.0249741248889988,0.0521793638926398,0.0239852639039767,0.024850341199687,0.0414763345978808,0.0328124041041234,0.0322672722969459,0.0402380329328171,0.045022654686706,0.0253451104731,0.0334952087088402,0.0280075589816419,0.026302246994021,0.0300603987774586,0.0219270284947593,0.0299346615087183,0.0265050582896847,0.0248163495362685,0.0324842867241409,0.0306848388201642,0.0401247745138329,0.066057041955882,0.0321298766997275,0.0252448520279971,0.0247233158746735,0.0233799878784976,0.0231818123690521,0.0234327965391575,0.0270734644489776,0.0299494935276171,0.0273140357720864,0.0045547835111284,0.00222752739894673,0.00708045897301182,0.00313504173916477,0.00281093605659836,0.00668918036538946,0.0059672154277262,-0.000943900102588579,0.00355981829908006,5.34195121384771e-05,0.00300353214086543,0.00480215785307121,0.00423146596668678,0.00335647156367804,0.002019030996695,0.00207355322418847,1.25451669575456e-05,0.00414517112054791,0.00352097244295885,0.0024477754093067,0.00756516401149453,0.00134477935147112,0.00578534318712527,0.00393081601224303,0.00235135740732112,0.00287154217042084,0.00238286251912047,0.00319056757030709,0.00266737149764296,0.00234189084974747,0.00249626185353318,0.00116525568385168
"1997-10-01",0.0289003165925657,0.0233069796091524,0.0358308115650079,0.0229835143633584,0.0288700384786286,0.0439836435582197,0.0309946937920188,0.0288547941076815,0.04842117763202,0.0411032397939435,0.0249608446314923,0.0340616042346104,0.0269818901039963,0.0283898103459096,0.0265604523099042,0.021274857614836,0.027039975481082,0.0357706924768425,0.0279381613027992,0.0278932913752997,0.0376448032627462,0.0287483840313256,0.0622362809550134,0.0363364341363454,0.0275523962217697,0.0308375025269428,0.0229959732542567,0.0340534625916734,0.0241325043257158,0.0253962872642366,0.0284390182439441,0.0275061638166616,0.00487743092159052,0.00311436572195186,0.00600885513774639,0.00404802326553689,0.00364553807665007,0.00594614349855947,0.005145167149092,0.00674753210983591,0.00582630239605652,0.00496092779361601,0.00412347984053954,0.00754095435169702,0.00467257503834733,0.00575288199665598,0.00313943907068636,0.0038263022277913,0.00296801060502657,0.00829489162148738,0.0035429473195454,0.00499338835173676,0.00874191224062022,0.00417861768442452,0.0102947994709018,0.00663261987423693,0.00312904981114255,0.00561032236928523,0.00350861217001006,0.00392238088286106,0.00243881998923316,0.00536423362906022,0.00600282714842087,0.00503885645348984
"1998-01-01",0.0309291415136659,0.0237399669024371,0.0426646987391762,0.0227597329990301,0.0288554641398204,0.049628531050496,0.0291004567942501,0.0312113674529299,0.0455663846216414,0.0411331047611297,0.0236414525126366,0.0309503404910521,0.0313977235651497,0.0267009498438443,0.0281794536654453,0.0229223254650648,0.0308108039661443,0.0300916140950455,0.0261888527763336,0.0283955977148787,0.0302397053466659,0.0323765657990535,0.067313315341404,0.0377596113390661,0.0284921728331209,0.0270140298471101,0.0232663237546698,0.026936070797256,0.0251825380507935,0.0236475352791675,0.0276848667442254,0.0252193017972961,-0.00121676689207722,-0.00167085722011008,-0.00115858573108428,-0.000869371609863891,-0.00281025045530845,-0.00081692598711273,-0.000830692112581958,-0.00279816345556717,-0.0042513438986371,-0.00702735502160498,-0.00120529839466355,-0.000750160749297859,-0.000535725756624396,-0.00136724157988196,-0.000570564886222576,-0.000412650130352187,-0.00449947921304372,-5.98115327760972e-05,-0.0034475189036901,-0.0024774771834256,0.000864195669174933,-0.00235397924422614,-0.00714393909694319,-0.00332284826370473,-0.00252996866658769,-0.00125704758206307,-0.000830002566695042,-0.00411115789740374,-0.0014260071338085,4.46225124121483e-05,-0.00109899210666067,-0.00179243259372138
"1998-04-01",0.0310176238790399,0.0251352261139453,0.0411400672002143,0.0219217438252501,0.0303794956451543,0.042848649162198,0.035455720776623,0.0277599773146272,0.0480058670710546,0.0373642276820045,0.0248990871982906,0.0299286038317243,0.0331461486682153,0.0273776692008737,0.0315395209772219,0.0218627409470342,0.029056096573082,0.0299027530237937,0.0259937392025002,0.03012254545244,0.0309938421259813,0.0362040209258009,0.0633688360388098,0.0317568848297591,0.0292185226119509,0.0299679865256158,0.023026912735358,0.0273812474178859,0.0253594994149338,0.0260694006978594,0.0262279643384631,0.0255673785922947,1.15035400911917e-05,-0.000704585259187705,0.00252805705606911,-0.000692753032472439,-0.00273744256401435,0.00146990213031956,0.00088812079635947,-0.00186819547773294,-0.00474697133189383,-0.00304481998819624,6.08852465574896e-05,0.00134090556746488,-0.00230336093524838,-0.000306542481627544,-0.000468114811255586,0.000271795818503148,-0.002231466690257,0.000502094517758482,-0.00171493483516482,-0.000420558192819407,0.0028121220430285,0.000625055971826263,-0.0050499559599723,-0.00083079238779739,-0.00278142547395609,-0.00157327069583107,-0.000351380360363386,-0.00199630257033268,-0.000198805431912048,0.00200389637084522,0.00112796177030473,-0.0007476904534714
"1998-07-01",0.0273431472580119,0.025270316444116,0.0346877055374546,0.0227034029802751,0.0284112456288735,0.0414450178950597,0.0329111162359616,0.030932323740864,0.0464738841495248,0.0447999101926162,0.0244379199534033,0.0328806478426409,0.0294696896860672,0.0275355686958288,0.0255775277339551,0.0232457469511025,0.0318804849367757,0.0262642747155038,0.028360142102688,0.0304322060027263,0.0342233807941692,0.0291631326035833,0.0673385262804153,0.0338229702896206,0.0278266411645483,0.0308782539051416,0.0235629548849425,0.0290802489600147,0.0234292977146313,0.0242155859777151,0.0319892790197716,0.0294074497219974,-0.00227072399550258,-0.000591623455688501,0.00083269764082544,0.000491026734493349,-0.00132903917060553,-0.000784601253429691,0.00121020860212969,0.000687719528881125,-0.00169315118562508,-0.00215200508716863,-0.000362126756236416,0.00239537501573524,6.37136972582774e-05,-0.00140943069354001,-0.000237312243554565,-0.00116361289140049,-0.00126182663737301,0.000206302164918192,-0.000392674780267977,-0.00101918785607108,0.00354561216100479,-0.0012469044513881,-6.63076957469969e-05,0.000470272103972377,-0.0015962001806695,0.00131780276635278,-0.000874792005629276,-0.00161115956852914,-1.77362059553089e-05,0.000537850238922603,0.00133555088557419,0.00109317229818327
