"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent"
"FEDm_12","1994-07-06","1994-08-19","1994-07-01",76.9428571428571,0.0439574336365763,0.0479906653722226,0.0418891178976546,0.195126490451356,0.0513534269986583,0.0417105275698481,0.160263635582175,0.0605400464977409,0.0379681598483577,0.0870187581377408,0.0431379777144857,0.042914246798261,0.0577045050577771,0.0407258530179387,0.0476991554192067,0.00383700547500539,0.000490950853768638,0.000180229930453007,0.00393169203295894,0.0055938980588109,0.0040061320545143,0.0409514952969291,-0.0150374326863224,0.00271608618454014,-0.0057048079494616,-0.000366401863789454,-0.00024768478239491,0.0151934283503512,0.00078716581195459,-0.00798516166592978
"FEDm_13","1994-08-16","1994-09-30","1994-07-01",70.1470588235294,0.0474764367209684,0.0475459825067943,0.0412797084002406,0.154178754201106,0.053524280741297,0.0453986308603983,0.189400596277773,0.062316705652692,0.0377323812919941,0.0920598184670289,0.0389194900559451,0.0494730457748881,0.0524317383267937,0.0413158924910603,0.0469465382310195,0.0203260591700229,0.0222028580132577,0.0180873213445772,0.0654783920106239,0.0261951958747515,0.0222397098362477,0.102949938518507,0.0287854009231289,0.0161504453217113,0.0347852428410227,0.0178866460968122,0.0220145665602313,0.0152154582139863,0.0191876959674675,0.0200840236115912
"FEDm_14","1994-09-27","1994-11-18","1994-07-01",75.9090909090909,0.0397274326715294,0.0488191337703669,0.0388522111323102,0.179938145690496,0.0513664342230424,0.0400490376329412,0.184354135755928,0.0567718634096054,0.0401001278743842,0.0872798075080831,0.04086462338303,0.0507672891624189,0.0500511392741581,0.0447322217460378,0.0463263967656686,0.00769145169902026,0.00510535264562207,0.00595308702875664,0.0402098882910372,0.0127577015504853,0.00533551052742771,0.0367612766191213,0.0015385539970042,0.00553649838108872,0.0228620560605525,0.011990174765211,-0.00144627034860023,0.0112689566946503,0.00512385739927634,0.0080130182925947
"FEDm_15","1994-11-15","1994-12-22","1994-10-01",74.1764705882353,0.0466209194287014,0.0493676523692314,0.0413699956389616,0.178126142724796,0.0557969457193526,0.0434542884207359,0.174923897645147,0.0660542583133027,0.0400613901306421,0.0802458117094687,0.0397563730834367,0.0439947390164834,0.0526090422238512,0.0394490592011476,0.0481694843747415,0.0347167963397234,0.0336870941054042,0.0237191357792004,0.0910608596999021,0.0391906402157881,0.0298815243209532,0.129409043967376,0.040002927786449,0.0239708123752886,0.0448172319496881,0.0262919702819357,0.0250823746880314,0.0340916730373254,0.021439168474816,0.0269020837961479
"FEDm_16","1994-12-20","1995-02-03","1994-10-01",76.2857142857143,0.0438121781419834,0.0490817392846107,0.0476404803008891,0.183103808608411,0.0533078668573097,0.0429176297730192,0.165073746544818,0.0634426324108271,0.0427260883919554,0.0793845852752196,0.0405007044024534,0.0500527438368251,0.0484025422782159,0.0404957637785346,0.050057490114927,0.0232818770563115,0.0189721231247773,0.0238834163797876,0.0346853126958611,0.0233677665592341,0.0242058743517077,0.113197967190471,0.0217990554699428,0.0188405809751636,0.0367569912512257,0.00982774610049745,0.0128423483553843,0.0253053815086657,0.0140000422481055,0.0215735821373771
"FEDm_17","1995-02-01","1995-03-31","1995-01-01",76.1388888888889,0.0407893689750149,0.0488948724516219,0.044668466382236,0.18318124808117,0.0492395331354793,0.0447789947447708,0.169994848595893,0.0689717179440293,0.0399350533838301,0.076677266120189,0.0402183220071574,0.0458751352802072,0.0597057255995667,0.0417114717954153,0.045357975503419,0.0174565134188543,0.012006860009787,0.00702700162236563,-0.0127878089502548,0.0103821933907508,0.0145103842645645,0.13928954564151,-0.00884288034644552,0.00824818453234427,0.0257903768559757,0.00550907808350974,0.00942764911552589,-0.0155334090375805,0.00868352892700859,0.0193492945223256
"FEDm_18","1995-03-28","1995-05-26","1995-01-01",71.3235294117647,0.0419525456505878,0.0556161487126852,0.0420435953552466,0.176137608284025,0.0564052402577977,0.0396766553852509,0.176758568364386,0.0615731470471331,0.0378627842768408,0.0783494192762602,0.0407869729117745,0.0449006205557332,0.0612170425444464,0.0427695546776488,0.0439500967001837,0.00618285514146168,-0.00438153524978629,0.00898985379762935,0.0384546942621107,0.0153587385629684,0.00140320555222217,0.00364062354098815,-0.00663632502908141,0.00326292619484731,0.00160000612060197,0.000844325378844819,-9.52411546978667e-06,-0.0042664586651512,0.00355735147048893,0.00731901779324007
"FEDm_19","1995-05-23","1995-07-07","1995-04-01",72.6363636363636,0.045158298447942,0.051791461977515,0.0436049986027302,0.171633473462161,0.048324077441108,0.0462138349883266,0.175489312227877,0.0592190498308496,0.0362445757149478,0.0839196303058458,0.0452449986364069,0.0498013523870723,0.0552540034205774,0.0408652195176641,0.0472357130389761,0.00494902849975814,-0.00377077953830031,0.00396949979128772,0.0195448101371178,0.0108762856849978,0.00911866358932401,0.00914821587144417,-0.0033827754045709,0.00375900888438324,0.00489195375587213,0.00716120014961324,0.00773438265929386,-0.00881346344501442,0.00297678272740444,-9.46742088437174e-05
"FEDm_20","1995-07-06","1995-08-25","1995-07-01",76.1142857142857,0.0427486182934342,0.0466789860703743,0.0417661485170322,0.200585318098549,0.0539337995236135,0.0449127294065984,0.152351385988929,0.0651058752556237,0.0384982296627034,0.0898235872615964,0.0404609717557002,0.0441159809665454,0.0538143343538822,0.0390484927758608,0.0461555420695574,0.00729962100176718,0.00448654107598288,0.00800960962653663,0.0411383546170178,0.0156960353297461,0.0100704996757704,0.0323658577415089,0.0143083941236542,0.00842201704231682,0.00395709813979049,0.0113079029557386,0.00829104862141834,-0.000540319628048328,0.00925608834755967,0.0100728182350232
"FEDm_21","1995-08-22","1995-09-29","1995-07-01",71.741935483871,0.0415389098127708,0.0467262328613081,0.0417667781654283,0.189829146717018,0.0550659884121026,0.0441045501640113,0.178677801492788,0.0610694722648839,0.0374325194002557,0.0887480029153808,0.0429221099354059,0.0411753138221679,0.0520735911925295,0.0374870657949828,0.0413825170489665,0.0129471940815182,0.0141920608126038,0.0165801159268377,0.0788927873105155,0.0260923903710434,0.0210459656130189,0.0598672975558514,0.0240078786979927,0.0160854278698111,0.0172704724568288,0.0159447847108341,0.0155852659839401,0.0148388603148067,0.0196480176572083,0.0148000307875795
"FEDm_22","1995-09-26","1995-11-17","1995-07-01",68.6969696969697,0.0419375811595194,0.0528061699868094,0.0485177657811307,0.180124715438372,0.0514525318206526,0.0489466662570147,0.169017323340648,0.0551616632603918,0.0379028248703687,0.0857141366460974,0.0403376674100468,0.0454289502147567,0.0558234794340599,0.0389198743837487,0.0479086499963826,0.0118369298923384,0.0130079748580051,0.0157636346037183,0.0768592692642828,0.0122090649503822,0.0131606897291393,0.0779288050367586,0.0191017466962807,0.0101751403414018,0.0171530215243743,0.00837838981588449,0.0168469239832627,0.00154515090261266,0.0105829401409725,0.0149914715121114
"FEDm_23","1995-11-15","1995-12-22","1995-10-01",79.0967741935484,0.0449735940629608,0.0499208815332641,0.042927863786921,0.198872785819679,0.0455636800039309,0.0415663876191597,0.181479127283384,0.0586377098439034,0.0404840348999129,0.078810009075555,0.0414489063965916,0.0420654076406207,0.0492514596810697,0.0359639122598253,0.0480342400932211,0.00135238186950973,0.00230095961983626,0.00477932499849059,0.0347851403283881,-0.00154227269327061,0.00855096138932641,0.0208899062123653,-0.000886393747604902,0.00100436710789957,0.00512694312674417,-0.00167954116007757,0.00266309058649108,-0.00982531406706231,0.00271315650790307,0.0037984283391263
"FEDm_24","1995-12-19","1996-02-02","1995-10-01",75,0.0438742405100771,0.0487921339141236,0.0440055953966422,0.172442348706827,0.051528868646384,0.0425449481215402,0.18904368260085,0.0587487117396094,0.0417438916588334,0.0851477769884856,0.0373417285169825,0.0467321771805762,0.0501402571475117,0.0379542537881578,0.0499593850833983,0.0218800486827878,0.0187577717422561,0.0188716406949166,0.0819651215795875,0.020217305370984,0.0153003116307979,0.100511676774396,0.0189805622906707,0.0190477594092687,0.0419234384712706,0.0160536469491313,0.0207929049704096,0.0124750407953969,0.0163255364810797,0.0214313994619517
"FEDm_25","1996-01-31","1996-03-29","1996-01-01",74.4848484848485,0.0413641073928766,0.0451137691575476,0.0444495187327429,0.165398728035701,0.0519034187997961,0.0482314654496562,0.179620735309932,0.0602517648012279,0.0409455159508357,0.0947838867466557,0.0468010323706188,0.0462120366673413,0.0533764097466683,0.0376397602357519,0.0439078506026482,0.00290632849663402,-0.00121076670726679,0.00229131017142866,0.00301400377174517,0.0109700513403576,0.000846203578363587,0.00426708941611799,-0.00628356155961488,0.000415377915639891,0.000802362511455909,0.000552257903176592,0.00151330375344434,0.000227694627412986,0.00327681940372321,0.0051478754188384
"FEDm_26","1996-03-26","1996-05-24","1996-01-01",72.6451612903226,0.0482469364997074,0.0516334393291927,0.0464536659947013,0.163675600547814,0.0590420490589761,0.0404389858206486,0.171025133619886,0.0642650822883424,0.0365370149804788,0.0907660739571454,0.0432395427715778,0.0451361854267697,0.0511237252920062,0.0394900323575863,0.0489265320551671,0.0153933338519404,0.0114377429404936,0.0207971017413724,0.0692518585250961,0.0283915324568983,0.0170700784559263,0.0192849269115317,0.0159459397104024,0.0122215298195257,0.0204710156759398,0.0217236129591531,0.0119908936525108,0.0181899118160174,0.0142974368097062,0.0120384690852259
"FEDm_27","1996-05-21","1996-07-05","1996-04-01",74,0.044421751714886,0.0512238432813151,0.0437313455031065,0.17537171825783,0.0485882988682267,0.0446243089550798,0.173671613616974,0.0609438162509981,0.0387056010844641,0.0939240604861886,0.0408476790295547,0.0460616512395111,0.0472205130349554,0.0436444916199971,0.0470193070569131,0.0330476346056381,0.0340994092132659,0.0317340958459681,0.109223483475239,0.036718467052377,0.0333753671633725,0.0994060791991745,0.0326873309443582,0.0238177302516352,0.0480536998696416,0.0243037874894733,0.0333160001941925,0.0200711096790917,0.0296684429861348,0.0244885403773053
"FEDm_28","1996-07-03","1996-08-23","1996-07-01",69.7058823529412,0.0410491484546766,0.0574610965926709,0.0405789994704612,0.18245901196326,0.0524242701859264,0.0408590102359272,0.162020929269658,0.0570785436934269,0.0391190515595263,0.0990662387994903,0.0453039994692287,0.046989606139584,0.0449030401245907,0.0432573313609773,0.0474297226805959,0.00950018364536621,0.0177409139119188,0.00605163583313556,0.0284941044142781,0.0207758523254189,0.00847677378865892,0.0337747546339039,0.00648107854117526,0.00659692017079206,0.0251493289995624,0.0036608447683989,0.0144338290059862,0.00540309113931766,0.0088955186141746,0.0126954877385839
"FEDm_29","1996-08-20","1996-09-27","1996-07-01",71.3571428571429,0.0377428584765687,0.0489742276658369,0.0413835794649199,0.181872248168257,0.0499510563174261,0.0420675195182915,0.164631240792723,0.0641489387579179,0.0373191663111792,0.107557028855713,0.0394989067193371,0.0422769867702061,0.0466856310617523,0.0416191183765988,0.0542714927432728,0.000475044020920632,-0.00376256827270686,0.00067478972260825,0.0317940173836364,8.47090076602688e-05,0.00163225676307156,-0.00856203789388924,-0.00573045263849261,-0.00535746775441424,-0.0157576679065336,-0.00157989251862322,-0.0009206519515114,-0.0106006113776995,-0.00484601676746043,-0.0144614067374334
"FEDm_30","1996-09-24","1996-11-15","1996-07-01",75.5,0.0394726498523875,0.0450836277390432,0.0369365130134479,0.170970399028905,0.054185676348283,0.0480767729641391,0.189457581046666,0.0557455664635134,0.0382217921994893,0.103176985298438,0.0421838463429692,0.045157378816809,0.0408223347897685,0.0417907103898829,0.0487181657062584,0.00773694692038631,0.00963279159677882,0.00674306604286761,0.0535275170100758,0.0162091296993978,0.0117207499753243,0.0621407853423754,0.00103856309392003,0.00514805543093679,-0.00266971277694124,0.00618078740824766,0.0103190092678912,0.00642584052867051,0.00518633855148651,0.00608443151690765
"FEDm_31","1996-11-13","1996-12-20","1996-10-01",74.2258064516129,0.0432012765042516,0.0557390723695224,0.0428472460497101,0.188698399310109,0.0511564731251245,0.0423490425660206,0.180732357615556,0.0552238812178503,0.0367118018560599,0.0912312773808351,0.0413268523521571,0.0416649621752751,0.0483248156564325,0.0364276079950005,0.0443649338260955,-0.000676248394654612,0.00171322512849834,0.0078481593512455,0.0636985502589998,0.00604371387901499,0.00544312191636679,0.00775269504947034,0.00824028052629971,0.00459682062606659,0.00539504085554035,0.00348049016096999,0.000659881647267709,-0.00135933502681883,0.00294252374131067,0.00639040752711116
"FEDm_32","1996-12-17","1997-02-06","1996-10-01",68.7096774193548,0.0392772471357174,0.0538500574789742,0.0451760384515103,0.166960569525127,0.0537135507839058,0.0431994722897929,0.181913634266784,0.0516775283567014,0.0380974013906902,0.102651851775487,0.0436480710441815,0.0482802020522457,0.0461882792693286,0.041455658234775,0.0439104379447785,0.0192979424205834,0.0200267799325756,0.0205562890379508,0.100886079419323,0.0242604595304557,0.0207730666534406,0.0375693282181915,0.024693472070461,0.0170788282927146,0.0501964861699216,0.0230850934261547,0.019817771158903,0.0192105491722229,0.0180592201032464,0.0192621444062838
"FEDm_33","1997-02-04","1997-03-27","1997-01-01",67.46875,0.0449903715285526,0.048195698579215,0.0411048569884777,0.179926794900308,0.0510508097368338,0.0442348706936188,0.169798966196364,0.0514405664492272,0.0395058615371348,0.0939270592847233,0.0409579557119436,0.0442353706449522,0.0589384188407461,0.037337367807464,0.0543550311004382,0.0108594562772901,0.00892398087905836,0.00702691588721473,0.0318859778642559,0.0159916027123227,0.0022618931098002,0.023559280464127,0.00216163763228356,0.00280777894431595,0.012886967869735,0.0110688898030399,0.0078744826979423,0.0167876404140991,0.00466361353937641,0.0103128346781853
"FEDm_34","1997-03-25","1997-05-22","1997-01-01",70.4705882352941,0.0478607679056884,0.0479210998493783,0.0443772697812824,0.181714045680696,0.0515490588275256,0.0473963516959798,0.16445383899061,0.0637871398201783,0.0362771450593447,0.091043373852992,0.0418478825711184,0.0480998366896195,0.0471899647094441,0.0424556868815613,0.0440265376845816,0.0241571334355898,0.0183213039991427,0.0162913251036515,0.0453551900084403,0.0194227616509299,0.0270881486545569,0.0720729384923607,0.0153186426898579,0.0131574646600637,0.0304677502567872,0.0150780097895721,0.017723682866109,0.0195339959382405,0.0135315126274773,0.0123837872766449
"FEDm_35","1997-05-20","1997-07-03","1997-04-01",68.4848484848485,0.0411142185908354,0.0491526896658269,0.0476308525647409,0.177967512561882,0.0442334316393604,0.042855891865629,0.17782155679917,0.0618534626089874,0.0422803451846449,0.0866493476198027,0.0421240754837851,0.0406448667184191,0.0549348861850928,0.041276938876792,0.0494599236350311,0.0105229853754698,0.0164366367210615,0.0142362449893662,0.00930203438654019,0.017243445844437,0.00779263218530023,0.0619356800651144,-0.00183454059558965,0.00598575031870505,0.018219418018213,0.0092034957110217,0.0105020284842148,0.0140690316558983,0.00767010588413423,0.00487278168580392
"FEDm_36","1997-07-01","1997-08-21","1997-07-01",74.5,0.0418676092026127,0.0519923798950823,0.0365751458351463,0.174996307171021,0.0513475207322655,0.0458782456989491,0.180263030181016,0.0578967011004805,0.0353899320308937,0.0980564176810171,0.04585191618061,0.0408280809254161,0.0513227474468501,0.0427685339495477,0.0449654319690921,0.0178192372191115,0.016870307947773,0.0165015962071619,0.0608866778028337,0.0221494455047557,0.0218371524476476,0.0910520394791641,0.017860260134637,0.0145808998358491,0.0462361729483034,0.0197874716290331,0.0153133993326628,0.0238096546441431,0.017885275826429,0.0207178686833417
"FEDm_37","1997-08-19","1997-10-02","1997-07-01",69.7741935483871,0.0427122286814075,0.0519371924775347,0.0408653587372506,0.171066139864443,0.0526705441886905,0.048264712404787,0.179186669788199,0.058736122234684,0.0391344062771801,0.0905216033334019,0.0397413514667053,0.0458777362961904,0.0496340338854919,0.0398033163499525,0.0498485840140815,0.00829656583615473,0.00327442351048014,0.00367622388809685,0.0230701295138562,0.00918429602248708,0.0115258596724819,0.0404391570848292,0.0029656330147032,0.00528381904998847,0.0121674295018245,0.00470363143099819,0.00690191717090428,0.00485541063256084,0.00551635241613369,0.00529045977024273
"FEDm_38","1997-09-30","1997-11-13","1997-07-01",75,0.0441428564771108,0.0473784972316909,0.0370535202241627,0.17380293335485,0.0574509430230675,0.0479394576528811,0.172666011175051,0.0547266288405909,0.0378844450651926,0.0970820019820193,0.041500401775797,0.0473838610548595,0.0538246665301327,0.0373378909232665,0.0498258846893277,0.0169202164847703,0.0144095599725913,0.00957943386356041,0.014659417281421,0.0134760622927768,0.0193432172373303,0.114573635961469,0.0116556017617601,0.0118761879399262,0.0352994711135852,0.0132081706596807,0.0149575657844948,0.0116753733475026,0.0124306825719725,0.0119526570386404
"FEDm_39","1997-11-12","1997-12-18","1997-10-01",68.7586206896552,0.0436315325414972,0.0511752545858782,0.0379231860136733,0.165556370031311,0.0505579736222086,0.0434341012373788,0.173926305359457,0.0521223024351139,0.0415526617860786,0.0930669989020768,0.0446639174684132,0.046502264386424,0.0640456988493464,0.0414541288732058,0.0503873039079365,0.023189012879939,0.0249099934296077,0.0142217865976152,0.0166610686160472,0.0136033900579288,0.0209207410250154,0.140977840795664,0.0197505706582694,0.0145603083177204,0.0400494779890506,0.0143534870779451,0.0142100767917521,0.00907792761205008,0.0132291707206176,0.0231616142497954
"FEDm_40","1997-12-16","1998-02-05","1997-10-01",68.90625,0.0413782057556071,0.0473545516399656,0.0426333913071253,0.167342487243293,0.0515391643075709,0.0471017839015088,0.172043383356674,0.0547563299912673,0.0392052689297343,0.0851735234519705,0.0475418459846938,0.0452869346572101,0.0702510904781624,0.0372712574379952,0.0511207815572219,0.0262966926709668,0.0246839117964051,0.0245727164309907,0.0384647775514913,0.0219549005101483,0.0300532803044541,0.159458296971955,0.0239473730634936,0.0178966507439887,0.0335704870900327,0.0215114706921287,0.0216927023839874,0.0254236055162196,0.0194080511832026,0.0218453981963367
"FEDm_41","1998-02-03","1998-04-02","1998-01-01",73.1212121212121,0.0404022114088787,0.0508343254673696,0.0420595161435559,0.159055960537923,0.0575875254878858,0.0397976859233876,0.185686597499247,0.0518015532269641,0.0403958650955871,0.0930339374951475,0.0420166806706453,0.0500155916913922,0.0587954592522831,0.0398846009504086,0.0486324891493239,0.00864553875526773,0.012110174482166,0.00972962582161995,0.0215091844964873,0.0159555786214558,0.0151912368533931,0.0600560027917101,0.00951502827973361,0.00705199047087815,-0.00149071607669608,0.0071372606054311,0.010665218807802,-0.00462637531197414,0.00665049514062294,0.0088065030102364
"FEDm_42","1998-03-31","1998-05-21","1998-01-01",73.4,0.0392967253882435,0.0495013823076054,0.0408911073742171,0.169814387490588,0.048952412907202,0.0450653881551006,0.166960765738447,0.0671828481215317,0.0372344891197618,0.0991669923215798,0.0433187745753577,0.0449493145207208,0.0646418680088768,0.0395488913916289,0.0434746525791388,0.00700354497953263,0.0143528609928472,0.00622237541156576,0.00572264101113848,0.0137982614915323,0.00993088984624217,0.0184101716239543,0.0114497434735026,0.0058459558178894,-0.000922106418185005,0.0118064105834387,0.00940325557884592,0.00176638929318929,0.0103876996070175,0.00703613676551881
"FEDm_43","1998-05-19","1998-07-02","1998-04-01",80.2727272727273,0.0399440101544081,0.0478379715899603,0.0388837952850293,0.167164723893089,0.0505861590992533,0.0403515590125908,0.171768234667917,0.0597091303066508,0.0391635426501739,0.101591120718664,0.0461866220899025,0.0505825397882195,0.0621426596788717,0.0423444675004407,0.041743463564829,-0.00545986109830129,-0.00456590485141657,-0.00990279823792735,-0.0251665261765103,-0.001180525260507,-0.0014462289960825,-0.0100426304998643,-0.0154710467447774,-0.00507680503469494,-0.0140997598198192,-0.0071420991828142,-0.00467605583948332,-0.0223296136671789,-0.00763363129438419,-0.0119596655745955
"FEDm_44","1998-06-30","1998-08-20","1998-04-01",85.21875,0.0402123170995684,0.0496389517070802,0.0382390099682115,0.165119630480934,0.0544394713786832,0.0425879256127827,0.194040024970208,0.0548145651082407,0.036624727346428,0.0880950883411724,0.0436823228258915,0.0462219830583889,0.0649218896981426,0.0363759062589473,0.0449861861453206,-0.00343574519166527,-0.00889995740328453,-0.00735482024043724,0.000564666757054903,-0.00347067739615574,0.00210493665476625,-0.0295741315470778,-0.0170555534007098,-0.00555450531709567,0.00594374941387685,-0.0109557133657975,-0.00706720405359557,-0.0351982706986599,-0.00673901396905211,-0.0127935363357037
"FEDm_45","1998-08-18","1998-10-01","1998-07-01",78.8125,0.0396046769081207,0.0531745940441934,0.0383551303249426,0.166211531017367,0.0505621729372743,0.0382027278163418,0.192719348212621,0.0580916799421002,0.0369603731642687,0.0905345722686106,0.042947621287393,0.0423848969651809,0.0701257197919294,0.0352628189806761,0.0448621363389812,0.00363319208657076,0.00436711192743458,0.0102966056779046,0.0105043108551629,0.000136255407154504,0.00244351419594422,0.0231880866259885,-0.00465058218484641,0.00179885338641708,0.00566602052257783,0.00292433107435666,-0.00061559967791907,-0.019002353503101,0.00436818028577103,0.00834223004902899
