"speech_id","date","quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent"
"SPEECH_679","1996-10-24","1996-10-01",0.0644267288410744,0.00401249620671683,0.00351544112719915,0.00152565146420985,0.00399475108430501,0.00152565146265122,0.0130821231203787,0.00910351689181844,0.00291260969971923,0.0319922268217538,0.00326692334616864,0.00338732603288421,0.00641528751287972,0.00152565147693265,0.0455581085675753,0.00499037542218981,0.499555677495421,0.158040320166674,0.00983892513553144,0.00152565148841787,0.00322379909782118,0.0536886620229487,0.00576715888332336,0.00152565149952093,0.00523128532154337,0.00464842097749544,0.00613905772192493,0.00152565151181624,0.0465292181312195,0.00152565146788455,-0.00311755011144459,0.000162217959927895,2.79884777464771e-05,2.79884787996438e-05,2.79884787618767e-05,2.79884787902826e-05,8.62215777343764e-05,0.000278582156556106,-5.08159656567995e-05,0.000253956507152193,-7.09474227805262e-05,-3.01888520192619e-05,-2.24196758758135e-06,2.79884785992052e-05,0.00107464866727106,-0.000425725369460811,0.00932740950599866,0.000916354987808895,0.000485340776026552,2.79884788553346e-05,2.18671617613441e-05,0.00175823345546778,0.000123286458051409,2.79884798174071e-05,0.000147525056269743,-0.000614934649312882,5.75890368242304e-05,2.79884792520297e-05,-0.000766661428924994,2.7988478700895e-05
"SPEECH_550","1996-10-31","1996-10-01",0.0377870863857633,0.00545475932744774,0.0172197234370401,0.00821133962437767,0.00444532654485884,0.00228244144712291,0.0570830478741033,0.00328635738663637,0.0253960553458716,0.0224641750032235,0.00676020306660052,0.00806541225142532,0.0168081918277286,0.00150946045201773,0.0236267988822388,0.00334683747767352,0.354794700590278,0.145019551888909,0.00150946043700762,0.00901452251027322,0.00339429668330125,0.0487029723186143,0.0061244795061484,0.0536498197080358,0.00580992562987147,0.00632660664732587,0.027375046705774,0.0165013594177334,0.0675255903989742,0.0105044512236236,-0.000997464000321108,6.87331505320113e-06,0.000235919523416355,-0.000504910389673121,3.21825056114939e-05,-7.18088371028375e-06,0.00426642557863313,2.21913931936923e-05,0.000154367924287444,0.0015240762017168,6.87331561204787e-06,0.000150423659771417,-0.000550597011931414,6.87331454128947e-06,-0.000794519344969802,6.87331682985638e-06,0.000309024469726253,-0.00348856084185973,6.8733157232483e-06,6.87331630876841e-06,5.17503692655564e-05,-0.00119171794211594,6.87331462986473e-06,-0.00191775825145603,6.87331627008884e-06,6.87331482812512e-06,-0.000598685545445703,-0.000440601120911732,-0.000759935409908326,0.00014278871925935
"SPEECH_373","1996-11-18","1996-10-01",0.0820432308904056,0.00251473588365792,0.0334772835019935,0.00310251915285724,0.0024836144524583,0.00408837387221783,0.0989042749953102,0.00118899703796873,0.00202426112128832,0.0174753401412191,0.00268588747638542,0.00434552124185793,0.0212509241285672,0.0165581017817594,0.0299607895338621,0.0137670977760749,0.235736086184133,0.226330543085694,0.00118899705044307,0.00280688912453283,0.00314332972228388,0.0120433859719327,0.00185790742597314,0.00622563517631749,0.00491808020583075,0.00685683089478739,0.0161755742232435,0.00387883953310978,0.139277211415429,0.00368973699840583,-0.00192336068051402,-0.000185352083820994,-0.00102291300587723,-0.000125616546651512,-4.13857085540408e-05,-4.13857079268247e-05,-0.00564800512788821,-4.13857077792004e-05,-4.91196346007069e-05,-0.000961181993176684,-4.13857079022491e-05,-0.000142041343632402,-0.000612657584627276,-2.03618399659896e-05,-0.000659141070549785,-0.000195149089770689,-0.00405250126625783,-0.00964986663656615,-4.13857085424042e-05,2.60264608864725e-05,-0.000187662642688649,-0.000272063835930249,-7.17907261820867e-05,0.000206317805250794,-0.000224921121125856,-4.13857088376792e-05,0.000126020010276117,-0.00022181740627892,-0.00716562971845426,-4.87643091376361e-05
"SPEECH_644","1996-11-21","1996-10-01",0.0786403181618728,0.008412619927767,0.05915405247546,0.0121597220682296,0.029499078862123,0.00465411813481354,0.0641753440828642,0.00533557484095553,0.00242986788308301,0.0415657461424762,0.00217867747931324,0.0013295729367091,0.0307454588348675,0.00132957298889138,0.0106652377743898,0.00132957295249565,0.175594268722289,0.294376352636737,0.00132957292729866,0.0357571820160975,0.0112463197174144,0.00608324779242926,0.00640809094637369,0.00956406947354191,0.00241536465946786,0.00721133063919555,0.00323146066544807,0.00648738983846417,0.085361241483359,0.00132957293557266,-0.00232970015151243,-0.000161735421299453,0.00105111055116483,-0.000100374046309637,-0.000516122470709312,-0.000179757441036159,-0.000683375042127807,4.28307325262263e-05,-8.25033063048282e-06,-0.00116066520526033,-8.73103799393184e-06,-4.61915334626377e-05,-0.000188673004783178,-4.61915323274049e-05,-0.000445137012025071,-4.61915341025833e-05,-0.00443097806560597,-0.00898894046794272,-4.61915326054484e-05,0.000192619250529695,-0.00053319142448651,6.25121404167742e-05,-9.98706517213967e-05,-0.000326135829822983,-6.92934846820522e-05,-4.61915342466297e-05,-4.39501973873739e-05,3.50055672618173e-05,-0.000991067247297715,-4.61915344267286e-05
"SPEECH_688","1996-11-25","1996-10-01",0.0464597095229603,0.00174741935178703,0.0519320762115668,0.00174741937512544,0.029660461655383,0.00174741934010102,0.0272415053085222,0.00174741934227249,0.00174741934536427,0.0143054021353207,0.00471631535998245,0.00174741935518411,0.0055729029556774,0.00717693071953348,0.0238588970304231,0.00174741935248905,0.477090136136627,0.192194170965328,0.00174741934823171,0.0342170457993562,0.00817211006698211,0.0109237603022731,0.00292499076888108,0.00174741937330554,0.00174741936560602,0.021914820579148,0.0017474193470371,0.00907799831698576,0.0088613061900772,0.0044778470784684,-0.000237877954175538,3.85992191677415e-05,0.00380378763523126,3.85992186208879e-05,-0.000464597635663962,3.85992189411272e-05,8.86662021726164e-05,3.8599218226398e-05,3.85992189181034e-05,0.000569447788281532,0.000241023947293923,3.85992189207552e-05,-1.85705429869609e-05,-6.38443920245251e-05,7.98871771550667e-05,3.85992194507413e-05,0.00466140829870386,0.00393003132356068,3.85992188216002e-05,0.000185880174286657,-0.000156315048000225,-0.000490941484683221,-3.81989165882626e-05,3.8599219102649e-05,3.85992200248005e-05,3.85992196860648e-05,3.85992190495343e-05,0.000217393826282684,0.000328184935606854,0.000333780594518093
"SPEECH_544","1996-12-03","1996-10-01",0.128114898128207,0.00145648931723121,0.0315231662217911,0.0105758486529696,0.00737178357174946,0.00145648929652778,0.0508946556232182,0.00145648930546861,0.00775350090084109,0.0043523439313267,0.00704151288174258,0.00285474759067343,0.0518058404415005,0.00991821944567845,0.0179279670449378,0.0104982203077058,0.280996087652824,0.114969031324235,0.00145648929910338,0.00145648932676171,0.00819647161433779,0.0208921876321308,0.00836787849336823,0.0193217433101338,0.00145648930298416,0.0129428506782055,0.0119150112790501,0.0167800099440505,0.13900404117261,0.0172430463086358,-0.00250929883174302,-1.57373134816807e-05,-6.30201524090144e-05,0.00054530291971876,-0.000339863025757784,-1.57373138601989e-05,-0.00154458743599389,-1.57373133440141e-05,-0.000142237742543319,-1.57373137004583e-05,-8.43086323849785e-05,-1.57373138325822e-05,-0.00288611418874351,0.000407349193371409,-0.000100762487018451,0.000505210677429008,-0.00116134974034397,-0.00512232049006417,-1.57373136476294e-05,-1.57373138704921e-05,-0.00028533660579882,-0.000486031375243597,0.000477933342156484,-0.000658755219823238,-1.57373134909716e-05,-4.8353689880869e-05,-0.000213839271509626,-0.00045819574069709,-0.000941261385684781,0.000767674226783312
"SPEECH_380","1996-12-05","1996-10-01",0.0227972503572167,0.00179600671540667,0.0133506631121638,0.0390884477509386,0.00720043598642062,0.0182518870396454,0.169493608345485,0.00732546746051867,0.00490968908581984,0.0259275788195953,0.00357944953253088,0.00630455447736224,0.00950292823046691,0.030086762435281,0.0604454390737575,0.0170709378359956,0.134574444124091,0.0864746753723525,0.00179600672030539,0.00849533565408261,0.0142264285090732,0.0681287407776812,0.00702378163941574,0.0260509434393396,0.00179600673532706,0.0577685145556921,0.017151833726322,0.0214412623125941,0.108494723551608,0.00944619662351103,-0.00081758442894144,-4.16821968706263e-05,-0.00123791168392891,-0.00158161553517333,0.000374742722340674,0.000130776158695592,-0.00658537521145621,0.000110750326173483,-0.000199942899654689,-0.000889760021584904,0.000196110177789917,-0.000259462154266418,-0.000188345963674932,-0.00104757284808729,-0.000630112056975791,-0.000344491738239742,-0.000338754054234695,-0.00573408492841413,-4.16821968821572e-05,0.000123563974304084,-0.000477525754753743,-0.00145913559975232,-0.000116394508303363,0.00105505104988665,-4.16821970173443e-05,-0.00286627282756622,-0.000520995265312215,-0.000758879381611157,-0.00541299680213318,-6.82740978859857e-05
"SPEECH_441","1996-12-06","1996-10-01",0.194816050535851,0.00148591378153091,0.00929862280660852,0.0292257845863895,0.00567250491333884,0.00890468726619744,0.0675949662447538,0.00314608429204038,0.0052251862960167,0.121663728149479,0.00470841562768794,0.00148591378776452,0.00653800131468753,0.0105138051239992,0.00148591379526305,0.001485913808218,0.0570404076699306,0.00232760248275275,0.00148591382456066,0.00148591380273655,0.0514519730261923,0.0329253203608902,0.0383466217625475,0.00148591380393856,0.17671154661748,0.0241102070275121,0.00148591378009848,0.012131212247246,0.0890566019027591,0.0367033593615291,-0.00386224695412925,-2.69689477481191e-05,-0.000186594257065094,-0.000222843499561289,0.000147472349347751,0.000291685974965121,-0.00216538246653971,-0.000117523702419445,-0.000230929264602705,-0.00297617843128245,9.57930280057091e-05,-2.69689469908428e-05,-0.000342724417428698,-2.69689483224793e-05,-2.6968947854342e-05,-2.6968947626406e-05,-0.000947695023043212,5.09538277163214e-06,-2.69689471694808e-05,-2.69689485479264e-05,-0.00424681436922443,-0.000442106926652038,-0.000939325666432731,-2.69689474548224e-05,-0.00220303136761027,-2.69689481094518e-05,-2.69689477779563e-05,-6.93829331960652e-05,-0.000770850538426854,0.000179053560377908
"SPEECH_703","1996-12-19","1996-10-01",0.102599405219387,0.00529163040082019,0.0148963543461021,0.0135109127171689,0.0246931428805592,0.00210876785068836,0.108507914365032,0.00446083123461003,0.00146617063410839,0.0389923927054395,0.00633291703784804,0.00528184023759243,0.0307638405211744,0.00832896800291028,0.0187986803814281,0.00146617067170845,0.197879066286105,0.24361069039153,0.00146617064969328,0.00567708455601425,0.0487364933188399,0.0109166686726471,0.00823452489868405,0.0379209634119838,0.00146617065138218,0.00597741360171769,0.00640817798652284,0.00397916257672104,0.0383286132015616,0.00189886059001928,-0.00144329995141867,-0.000281337472360646,0.000270676726798266,-2.97418104862104e-05,-0.000192476526231569,-2.97418099148566e-05,-0.00302809357102544,-2.97418099694535e-05,-2.97418100920866e-05,-0.00221155753039091,0.000151052341615569,-0.000144015688789278,-0.000164445320184467,-0.000244204227173412,-0.0005916393182579,-2.97418112891364e-05,-0.00425998535947566,-0.00679118229664122,-2.9741810684548e-05,-0.000180131591894784,-0.00246074403718075,0.000254123509017233,-0.000100777257131989,-0.000720635167563758,-2.97418105354413e-05,-0.000727356686761973,0.000382092136292625,-6.41293424121432e-05,-0.000626517873315513,-7.72901563105627e-05
"SPEECH_640","1997-01-05","1997-01-01",0.00709685371007475,0.00243896177299361,0.0573396408084068,0.0860457773606205,0.00366785599711739,0.00734390868005755,0.153397661124496,0.00243896177341845,0.00243896184140452,0.0177176611630319,0.00435347767234294,0.00786948041213945,0.00243896173533033,0.00932581999124708,0.11351268518746,0.00625795300040537,0.26611078401252,0.00369323157806558,0.00384997745713087,0.00243896182539211,0.00864884383616387,0.0562616298235273,0.00553674971403286,0.00243896181775006,0.011155607474356,0.0116846447343083,0.00243896187738753,0.0331773961864498,0.103491105054741,0.00538852237762829,4.21109973538535e-05,-5.18798186751891e-05,-0.00170567008177029,-0.00321420409556734,-5.18798174989704e-05,0.000358545158873524,-0.00123860912391917,-5.18798184913014e-05,-5.18798176374931e-05,-0.00050924134289709,-5.18798185582727e-05,-6.42811799952221e-05,-5.18798181049523e-05,-5.18798187729894e-05,-0.00214392118305587,0.000493690346676559,-0.00160800469845369,-5.71402748287456e-05,-0.000188429720067596,-5.18798191735042e-05,-5.18798175455113e-05,-0.000962599779105692,-6.59261027602791e-05,-5.18798193183264e-05,-7.78978208996642e-05,-0.000248342949131572,-5.18798180982895e-05,-5.18798168601741e-05,-0.00135543414672593,0.000224711418440584
"SPEECH_379","1997-01-14","1997-01-01",0.0456249214097369,0.00346439001538593,0.018380792748368,0.0358929221932118,0.00831939486061389,0.00863643671188395,0.148585430388624,0.00147668291735488,0.0034205412122218,0.0102118924670048,0.00324162394879647,0.00184774365542037,0.0178892707261136,0.0168851995593487,0.0177042662149129,0.0309436182440856,0.122180692762489,0.210489026499472,0.0198974032056432,0.0112520921681678,0.00318479791712059,0.0181032800228345,0.009633537722003,0.00763877956894902,0.0141845720663326,0.01640974436551,0.0108918023430286,0.00316736257303611,0.166596992007147,0.0138447895051828,-0.00151815728148331,-0.000124243514212171,-0.000255441358366229,-0.00098414446143325,-7.46278020873449e-05,-0.000291119258121044,-0.00538056962573334,-2.95907947588699e-05,-0.000122017056128393,0.000456555618097062,7.73753261643225e-05,-5.64792544850222e-05,-0.000545465117315649,-0.000278498717819193,-0.000205507061331616,0.000399721866172559,-0.00153255400066949,-0.00768076366872494,-0.000379119839507891,-0.000450510990051989,-0.000187366105140682,-0.000287676103558868,-0.000597184470082812,0.000256171732820876,-9.39353023730404e-05,0.00013385792435849,-0.000547571581322249,-0.000213724217415692,-0.00547707603163089,-0.000834638453150107
"SPEECH_627","1997-01-16","1997-01-01",0.00158536665334998,0.00290114473353342,0.00448386374707619,0.185156438295759,0.017836449584819,0.0236858831031209,0.168348501462801,0.0330860275603807,0.00297687575176291,0.0192289794982982,0.0030577486002771,0.00252729293375047,0.00158536663485842,0.0430229038575496,0.0667621843992822,0.00158536665822747,0.0243164223635899,0.00612362893630165,0.00158536665064583,0.00789241858404824,0.00492692381658254,0.00666981431798326,0.0122137396951925,0.019832859238343,0.00158536667390397,0.0215525526721795,0.00158536663445685,0.00158536664879093,0.217254527685191,0.0950452526079439,-0.000140874276637947,-0.000206663180783087,-0.000366000263849842,-0.00980461621114628,-0.000328764743213729,-0.00199489777576286,-0.0122869156913879,-0.00177692460202736,-0.000360586242056525,-0.00170706308043628,-0.000297510654623729,-0.00026763114339915,-0.00014087427494797,-0.00425944623747418,-0.00612739921766956,-0.000140874280076234,-0.00104694701638074,-0.00104852673487245,-0.000140874278937146,-0.000543452064544636,-0.000330390922260755,-0.000681772966113499,-0.00138604640398316,-0.000831773262411616,-0.000140874281164819,-0.00285535098135907,-0.000140874275048553,-0.000140874276636711,-0.0187158010020402,-0.0111861813579541
