"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent"
"1993-01-01",291.628834355828,0.0488150788165492,0.0224783182307868,0.0546750027804033,0.0381589380654579,0.0445563786742535,0.0404861023347389,0.0289529951874685,0.0503211344531679,0.0373487086429597,0.053832867348573,0.0637615309654509,0.0263777371498271,0.0655174698815413,0.0433835643852813,0.0212621145795619,0.0435524481590722,0.0472149390170926,0.0312786001715552,0.0338132765242869,0.056182476836754,0.0405151374955756,0.0501490040147232,0.0239349470676773,0.0334312292172418,0.000667210246761788,0.00478187639586443,0.0188773139725389,-0.00739535789328331,0.00843773341666245,-0.00486956636551008,0.00794665198735139,0.0211659527250016,0.00649154566867051,0.0228337648962399,-0.00304908133218923,0.00565498700485955,-0.0100190415699486,0.00263733376213051,0.00364621115829205,0.00174467127995868,0.00928533976267617,0.00164524285111945,0.00668047457380954,0.0076596941404445,-0.00366298571969335,-0.0082953519107613,0.00987679963548898,0.00541756979996909
"1993-04-01",284.365296803653,0.0421801460710844,0.0224757680028365,0.0676178715671859,0.0372611761458372,0.0458548603358361,0.0372121019233481,0.0333593321463581,0.0582840979964373,0.044412558181736,0.046214743833809,0.055317135181813,0.0317025420966589,0.0619608509565533,0.0370855130741712,0.0206389274984903,0.0496057488757679,0.0435076212286904,0.0321164075005076,0.0328188780299637,0.0513444478330325,0.0394246440385393,0.0533688414148958,0.02265044723005,0.0335853388363976,-0.00149687846117764,-0.000350203013053332,0.0105848000350991,-0.00424316770189285,-0.00494724219196163,0.000597720965484563,0.0066806881491248,0.0231206479553468,0.00328094250383118,0.00881644562653031,-0.0066157342597942,0.00526158552885036,-0.015272458987756,0.00342017521885417,0.000365400936143884,-0.0167020035806248,0.000496289361659,0.00185922105902993,0.00804394172360162,0.00217266047254346,-0.000162890180991631,-0.0133445964155961,0.00382727113828548,-0.000953298223554511
"1993-07-01",287.547134935305,0.0456505588609241,0.0227950128207968,0.0569374621161752,0.0355145234571052,0.0548940167506713,0.038582886390087,0.0319947013204671,0.0505881117811363,0.0394154651692315,0.0491915362126933,0.0650556777777404,0.0285483266317664,0.0633255077692083,0.0481824133217565,0.0211452181714379,0.0422711524290135,0.0417764617694273,0.0276954131398379,0.0345120401747324,0.0541390281232325,0.0495087692100969,0.0409248938855714,0.0234138250679483,0.0339369976489422,0.00404378174585632,0.00280639236344416,0.0146106592473855,0.000252002848367973,0.0124769139124002,0.00381957711005476,0.0107593194927502,0.0211234260129785,0.00371068372834665,0.0147051534761178,0.00159072522686642,0.00597830457057535,-0.00734497838700598,0.00215140624788928,0.0030009629765082,-0.00142171481704709,0.00776517373463079,0.00268631320929252,0.00925673515789769,0.00788285110641973,0.00372532672002452,-0.00182934384236369,0.00643572867182381,0.00149778131652981
"1993-10-01",305.452574525745,0.0486269866882795,0.0220375994906034,0.058701309439137,0.0312926694590963,0.0482963776614819,0.0341626965945809,0.0331860211342475,0.0427990543546612,0.0463795044532688,0.0513543775742336,0.0585703914206957,0.0262711649840243,0.0623675285443227,0.0527706774988125,0.0208155701868716,0.0427022403281711,0.0516918971736376,0.0283582839159518,0.0357614853782315,0.0549467453075791,0.0540494871854897,0.0363460159306649,0.0241188305210584,0.0343930847748988,0.00721195238024087,0.00655980451209109,0.0222063999681793,0.0044744772071082,0.0167682834411105,0.00759745402180743,0.0130971103096417,0.0190314898132717,0.00730760982171669,0.0296393969873946,0.00703041285720713,0.00960706858864401,-0.00108413345857864,0.00800016030452364,0.0060232364158071,0.00476464925409022,0.0160752454798176,0.00608883311521671,0.0124317550358644,0.0138598566400194,0.0105874656220794,0.00144772332784045,0.0132094888620329,0.00451349813302216
"1994-01-01",279.795731707317,0.0461936069014188,0.0226407297778962,0.0654563698515972,0.0289978662470311,0.050253433352697,0.0518358671052432,0.0310980270454966,0.0512262211907773,0.0381350848793016,0.0520800060115731,0.0597624028558684,0.0295826762437317,0.0637035904393953,0.0459780843743368,0.0205350281796267,0.0419948243640436,0.0458376072431886,0.0292844805246201,0.0343455179806923,0.0539323979853633,0.039633675417311,0.0417429741172516,0.0228924625556029,0.0328570653559354,0.004614981035108,0.00546289924400766,0.0205013763566579,0.00304369687074328,0.0115844562018044,0.00827219175334376,0.0127963610131534,0.0195619076848219,0.00581086458311068,0.0260788750534916,0.00242065754915848,0.00896002866382346,-0.00646477395832702,0.00627857053150087,0.0053089169683837,0.00503137005038104,0.0124202122133862,0.00502086377406102,0.013213201107387,0.00851052172661862,0.00572305032870702,-0.00559485613181657,0.00960324274960087,0.000966101151100051
"1994-04-01",298.204188481675,0.0459932483268606,0.0213231460159521,0.0654237306614857,0.029712206202535,0.056783919987295,0.0559058849722823,0.0330349622242291,0.062402194430422,0.0372356545409428,0.0521132554744671,0.0482743045617518,0.0332302532906433,0.0521665710556312,0.0383013460235461,0.0212844398480513,0.0469796162951044,0.0498197729091866,0.0285489264039336,0.044152773826068,0.0483816801544331,0.0464504632901135,0.0320214655286758,0.0238808284752382,0.0265793555011515,0.00832098542421911,0.00580105732505332,0.0205623286624708,0.00570973838629356,0.0206138631289051,0.0121583177506442,0.0162585613776374,0.021331506699031,0.00931819163806334,0.0287856343928651,0.00596320149022035,0.0111337413730169,-0.00439647792747896,0.00647752829960179,0.00679206078260585,0.00348816526865541,0.0146876942272273,0.00645699848620301,0.0199180482410352,0.0137056451193947,0.0167231734086309,0.00452839469554981,0.00885214019512558,0.00452582135878086
"1994-07-01",283.186893203883,0.0450254822093394,0.023989543894476,0.0669270546341728,0.0321530270217379,0.050124471705802,0.0528094199708385,0.0305754842454739,0.0570550946728885,0.0368735212784665,0.0555840175569323,0.050919965332935,0.0323829715392365,0.0597049918670704,0.0418523016976797,0.0213070423854192,0.0405673067988816,0.0428880873898455,0.0273600374102492,0.0384429570577358,0.0528576828490865,0.0480029354719702,0.0396927103267453,0.0236987983291083,0.0292050943539093,0.007218630539458,0.00789560493577502,0.0228501941356898,0.00727866239353114,0.0198108342281787,0.0147222931176229,0.0139943386555608,0.0170379355778517,0.00802423579901669,0.0250222480722007,0.00638671827287459,0.0108759205372436,0.00443008254067958,0.00851701770143183,0.00630283691546015,0.00145254802503205,0.0112580145112156,0.00624504645392396,0.00729229395999928,0.0121284766192973,0.0125009382975598,0.000254643495846418,0.00913622970546905,0.00527666701737607
"1994-10-01",279.700748129676,0.0457035828303391,0.0227330570394575,0.0642304665078542,0.0275689083938477,0.0520284522777983,0.0416875890901949,0.0320098440108586,0.0637283680615787,0.0360249054205957,0.0502583784941526,0.0530889785961462,0.0300091124630922,0.0604388237502717,0.043936342611515,0.0204499756235476,0.047061878208051,0.0426033798904787,0.0322505994254185,0.0426657980776443,0.0498737307571412,0.0483252360496014,0.0420293474355051,0.0234198095845594,0.0278734354003505,0.00312957055231766,0.00433524578710312,0.0187091858760871,0.00384722279512161,0.0107201211465964,0.00569047689341302,0.00946652477791535,0.0146643632111673,0.00131720568739029,0.0248887243453034,0.00333881039567223,0.00747820538553767,0.00416805240600846,0.00877192418848706,0.00291913728550601,-0.00920728607584854,0.0101314691985536,0.00305178733142782,0.00665958486466568,0.00619922648746864,0.0057854482981992,-0.00989933148335725,0.00765461605352469,0.00167005390119501
"1995-01-01",292.047619047619,0.0477459733464397,0.0221069323509359,0.0631820867915154,0.0294870382145431,0.047676041728021,0.0458586584655752,0.0310684514689758,0.0560080589401098,0.0341100127631243,0.0552633568926647,0.0514115753733135,0.0246771467004609,0.0500535652591774,0.0304541709464442,0.0203934954946127,0.0460400951097458,0.0489399768336622,0.0391597949701962,0.04513419004881,0.055779537678694,0.0558815830736878,0.0447014537160368,0.0220474476486669,0.0328193561845868,-0.00698988636863695,0.00210371895251219,0.0178243014069079,-0.000540845305481161,0.00698813061203599,0.0054442010668279,0.00506298346372129,0.00985803210086466,0.000735273974479089,0.00977681154902787,-0.00562063029669516,0.00407104379357762,-0.0053249110580573,-0.00121072185587366,0.000812993608296987,-0.00822263117909179,0.00219341646367088,-0.00786788938644166,0.00621976548897995,-0.00326832217451459,-0.00844725657327285,-0.00807773648936653,0.00563988850416919,-0.00421296831280677
"1995-04-01",299.375,0.0456994558745412,0.023205168460793,0.0648807514489251,0.0339424742072903,0.0476939655311911,0.0403975328010899,0.0416344818823205,0.0504493559084874,0.0343004544899989,0.0573058302858092,0.0532372285843554,0.021566219500465,0.0506307306558555,0.033214857578872,0.0203856379048533,0.0451475332518741,0.0538875854928614,0.0295536355271847,0.0386853962591166,0.0517695270663406,0.0581633788830616,0.051539854514839,0.0253409770758614,0.0273679668140126,-0.00644015215474091,-0.0011485823447681,0.00375633219952163,-0.00276126665172131,0.00925052438962084,-0.000387466519864043,0.0139706777750354,0.00643776209940512,-0.00176975845170124,0.0164129905515881,-0.0155971730566533,-0.000129964646527247,-0.0193106998281048,-0.00498699681243109,-0.00175571038363716,-0.00888569339843873,0.00271827959494536,-0.00497879116700177,0.000165345478384886,0.00126769564650158,-0.00837491107503723,-0.0160085182813904,0.00334726178989738,-0.00105527112635866
