"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent"
"1993-01-01",0.0183106566497799,0.0178673562183815,0.100606686504588,0.0213665942463128,0.0162170575116911,0.0442034223763673,0.0160471822164422,0.0220770705585806,0.0290445058857315,0.0341880356817127,0.0201721427574943,0.0164532390463996,0.0163027771365892,0.074335412721495,0.0173030726255665,0.0532500046420986,0.0323055439119364,0.0208245612446378,0.0166100488224926,0.0408500087017465,0.0398017634793593,0.0208688566347912,0.0180863114201711,0.0251861388656937,0.0233155277931948,0.0964057487420317,0.0186752711798289,0.0257471398828984,0.0220012696674943,0.0205652315550228,0.0186233994953137,0.0155381831226137,0.0268497787015417,0.0033201785833392,0.00237078498131844,0.0389844728415196,0.00443728458511696,0.00110968543719864,-0.00529944606778186,0.0024242497562362,0.00317207400802143,0.000257437353505309,-0.0119686630217735,-0.000691788761537579,0.001471278620548,0.00233992693556679,0.0132680516978986,0.00216840422507964,0.0264404613414248,0.0108269340805314,0.00562332843992057,0.0015024719451412,0.0158097384793374,0.0151139904982271,-0.00177469663346927,0.000347936294201179,0.00419721042893167,-0.000932199948398877,-0.00329833029679566,0.00180015769666616,-0.00277771986362521,0.00368932546786308,0.000605334772384258,0.00144482785399665,0.00299825555255831,0.00661900009712788
"1993-04-01",0.0163615051942218,0.0169850184399974,0.108149089026549,0.0233326611906285,0.0160632289276316,0.0481118236467802,0.0188917495836361,0.018122050044818,0.0317461916137369,0.0358522582251897,0.0186323912179408,0.0161802239229693,0.0180540661678364,0.0691698942758045,0.0174550573899233,0.0622666583490294,0.0335537656768353,0.0210573617452667,0.0191305161733736,0.0351449102066567,0.0400579031787729,0.0200235374500435,0.018180860411008,0.0267801540575637,0.0203572798165458,0.0840262331548043,0.0208856945136605,0.0232322857171527,0.0220159502561785,0.0155526565947561,0.0222871997144897,0.0148749492389585,0.0274648748772403,0.00188886213958254,0.00177781037577315,0.0402653675228142,-0.000103140474768166,0.00321718070490268,-0.016915848195347,0.00333709278762417,0.00255448581392742,-0.00168687580178361,-0.0113326731705001,-0.00101817880939888,0.00451823921336804,0.00067913227001897,0.00783268839226513,0.00206526046017768,0.0259556546151828,0.0122291400288734,0.00197862614307545,0.000236465700621755,0.0199369163856275,0.00349007690388843,-0.000618965377070478,-0.00212812858621491,-0.00503687392422651,0.00336582310577401,-0.0247894473763067,-0.00245912966798328,-0.00193604127253769,0.00263449409120506,0.00221556707797637,0.00138641121900498,0.00274438334731099,0.00437658356665351
"1993-07-01",0.017807440398799,0.0163444010935777,0.103433308647351,0.0224055570391158,0.0172552923433555,0.0446782500441012,0.0190961157156791,0.0222729281523,0.030649993749717,0.0326812510982543,0.0211190712046348,0.01829269983762,0.016828485101807,0.0794330078713375,0.0172373874524554,0.0499645732957992,0.0292594957874267,0.0183175165169726,0.0181668956243636,0.0388908919597308,0.042628114705777,0.0235152593282525,0.0172491179641301,0.0255304623334642,0.0210058118895957,0.0881493720706937,0.0200287215732009,0.0233162262073066,0.0267345750770217,0.0194977150357873,0.0189778546251685,0.0163379629415474,0.022894243313656,0.00308993895090247,0.00325608715083824,0.0509093747194957,0.00291950032950735,0.00198059059375262,-0.00273169252435872,0.00347629496699114,0.00370017051895809,-0.000720898542089988,-0.00460088194894503,0.001447687657585,0.00387737530924071,0.00267746401615335,0.00679120037847538,0.00200045439796251,0.0227872829051352,0.0165018510786196,0.00535459283534496,0.00078655622122559,0.0100045031535983,0.0102516384550338,0.00391230154030753,0.00207060631347486,0.00125426595596703,0.0047952543861066,0.00630950187641342,0.00250064248272058,0.00343633586857718,0.00146746394463665,0.00454317386298138,0.00344979783552254,0.00218576444089418,0.00271100438487224
"1993-10-01",0.0180969936719881,0.0168100184262749,0.104446923050663,0.0237279402837126,0.0160930091987848,0.03869371878939,0.0168043845874204,0.0214508155829717,0.0291120746154024,0.0321436449212411,0.0189286723950721,0.0181473146585229,0.0155336545730712,0.0681992956127565,0.0157731527840264,0.0536694054823792,0.0330429695700254,0.0202313704378283,0.0187205316699698,0.0415582827641545,0.0449034252450963,0.0185304134206564,0.0179686517116129,0.029139760715824,0.020098570755483,0.100597789907231,0.0185237911548858,0.0243065479153712,0.0265690273460484,0.0186514811329645,0.0184321654437989,0.0162472355038242,0.0248469666715478,0.00994544061257647,0.00944246402534885,0.0533214345346673,0.0128046772140728,0.00919840593750009,0.0206519178974315,0.0107626766258309,0.00896410706011825,0.0124686069361644,0.00551206777004499,0.0111124487721077,0.0106156895512084,0.00852792304794536,0.0479354691758361,0.00835858366497894,0.0569349404884024,0.0235238159103475,0.0143072901496315,0.0108090315460305,0.0228247631707187,0.0399439633423942,0.00960248945909482,0.00693976169579725,0.0170346401455657,0.0107946586107047,0.0443129390125677,0.0104568590710263,0.0115461435807539,0.0145277751107108,0.0097076575080678,0.00962255893786655,0.00950277244505621,0.0148740534154779
"1994-01-01",0.0211474519737556,0.0173386796314914,0.11158010675301,0.0239561972710837,0.0162472698572439,0.0383572509491381,0.019512903350861,0.0232843341510157,0.0297202680530846,0.0316571348496513,0.0196482622254294,0.0177505195205709,0.0170799406581841,0.073613081824395,0.017504666126097,0.0473391320221322,0.0283398057408389,0.0198224576732016,0.0161374058226628,0.0397374022997418,0.0461281807054505,0.019585921523961,0.0190853511788827,0.0302311434805727,0.0219403664990762,0.0907741776183498,0.0207066650416883,0.0170731559742936,0.0220289848145041,0.0201021527562904,0.0202395331143778,0.0178308451401644,0.0244992513987994,0.00889477655232707,0.00645012334037376,0.0637122476075389,0.00710788161031886,0.00581026735601915,0.00482683931284875,0.00898255854632906,0.00634343505642181,0.00803787127690812,0.00588152002966009,0.0033218939917451,0.0064373829710846,0.00699120847860855,0.0199545348489054,0.00664232208475784,0.0279411110687652,0.0170436513988051,0.00884497112040188,0.00566611292444192,0.0124131372714679,0.0178403909536942,0.00168065059573914,0.00556221501010132,0.0085981124862776,0.00679677537073142,0.0229719063847358,0.00870488333280768,0.00525398967359843,0.00691548915422263,0.00581298941700329,0.00764621071671525,0.00706022335955173,0.00561139550890534
"1994-04-01",0.0160786773301719,0.0160870316050534,0.101345300756109,0.0221394260814458,0.0158279105852102,0.0352810613223752,0.0169499244770717,0.0249174012734615,0.0291373537073602,0.0363093703339594,0.018059868760456,0.0189749460317385,0.015661277207315,0.0815611734832217,0.0182548911775911,0.0567124715163802,0.0298306843408288,0.0176962844804118,0.016705764367232,0.0441162261809189,0.0472810420140201,0.0228130264426288,0.0173338606044937,0.0266217375292132,0.0199022874720676,0.0831326766289707,0.022876164152063,0.0173659660242517,0.0266525039809536,0.0202384852808854,0.0188431284761195,0.0179163995337018,0.0273756768423181,0.00305372381825733,0.00349493592592071,0.0445428224534381,-0.000721970125128372,0.00292991194285844,3.45089581402969e-05,0.00395396160885827,0.00329238186098496,0.00548205160774197,-0.00310588532433623,0.00206300602231715,0.00313088991235703,0.00284034477450428,0.00246750361015572,0.00438674148201227,0.00225900409901293,0.0152089089203665,0.00413411191908508,0.00330107176759611,0.00698081684333902,0.00285489687496751,0.00417031943956018,0.00228473726802502,0.00199013008974449,0.00419812427624592,0.012513099110364,0.00433117328292108,0.00400336462722133,-1.12237310695631e-05,0.00378198903077486,0.00015613636308496,0.00408549477588148,-0.00327410366793159
"1994-07-01",0.0188067296073609,0.0165237121282189,0.103840830865955,0.0215180689758972,0.0167202524098639,0.0397381550840883,0.0169236871617387,0.0226925190469542,0.0255593731866849,0.03351558786261,0.0190197286962933,0.0172002206834814,0.0164973630128502,0.0810342154106111,0.0179450295715806,0.0519448758075091,0.0310394895582895,0.0180910818136576,0.017413892694064,0.0424042959529818,0.0451734440671581,0.0218185942942139,0.0167462286735191,0.0281155339369391,0.0215999367753681,0.0970103402535001,0.0192317282748158,0.0173179478168608,0.0217586519830076,0.0211317092543398,0.0189763973440831,0.0171382321787143,0.02555214561679,0.00198866302014416,0.00355480720441737,0.0428148113451978,0.00189390389761859,0.00454623333035581,-0.00013849792821655,0.00336063187919172,0.0048213806210488,0.00343266095079173,0.00668744004094942,0.0037864085285006,0.00347905558097209,0.00377071391039575,0.0211165720901232,0.00409279292140625,0.0332944078541311,0.0140117458333771,0.00546299894399414,0.00288994719013351,0.0120431996986078,0.0126286275419744,0.000961901325981112,0.00367859031896216,0.00348083408425788,0.00281817216888737,-0.00125839776529926,0.00330651214215355,0.0030357653229045,0.00268166245221345,0.00334428045473984,0.00535790402787809,0.0043029926691562,0.0036855138704006
"1994-10-01",0.0194474175029378,0.0173777447881853,0.110164139292385,0.0204697030924966,0.0174439001542508,0.0398170750687573,0.0176256831664763,0.0220749709195901,0.0309037448068918,0.0307192770997595,0.017779414710861,0.0179669155105562,0.0171928229035594,0.0691765079373008,0.0186482129846339,0.0563393461776152,0.032207288407791,0.017296555375402,0.0166023717493136,0.046208714958094,0.0388748357468869,0.0213089968837165,0.0171889990102737,0.0290578016512613,0.020843222427143,0.0977944807038702,0.0184389388478318,0.0174038087098256,0.021506324870763,0.0178904887717918,0.0191562348385817,0.0172895014981241,0.0277845594330723,0.00906580488918813,0.00804205568074593,0.0524407093922825,0.0112238791176059,0.00831837212139216,0.00756152084583622,0.0101465626566371,0.0116454850198158,0.00953395211543547,0.0173433330024074,0.00923735664772591,0.00879725176765869,0.00868672087374062,0.0496821347511704,0.00828054054488728,0.0496319880377679,0.0201867030319458,0.00903389220360118,0.00926163171883073,0.0337144870906588,0.024247800450695,0.00679940923633333,0.00903752861585031,0.0144155145715396,0.00895015174587803,0.0359418405915502,0.00911723006231349,0.00986021723692302,0.00923430261368511,0.00847989834028314,0.0094071505122212,0.00968171373907114,0.0149327990492637
"1995-01-01",0.0189883041579415,0.0174251845679836,0.103154527362796,0.0256640627716205,0.0151619526897072,0.0399740877111696,0.0167015340732099,0.0222258258560107,0.0263335318692175,0.0414184317311549,0.0184597108852777,0.0171087611728824,0.0158656310318918,0.0741323699729707,0.0183136805920131,0.0577641259550064,0.0287388773995744,0.0193803853495052,0.0160903433477266,0.04522885496774,0.0377099310809316,0.0199382714567463,0.0159817887405954,0.028608200439959,0.0217204947587186,0.0955926771033206,0.020400417212108,0.0204325192870427,0.0219212547536825,0.0196674478228261,0.0186658634517013,0.0169454825773395,0.0242854678496289,0.00138541441995943,0.00367305204236488,0.0282110063331383,0.00157376904228591,0.00263199185900993,-0.00152964194895578,0.00421143384716203,0.00491762659884357,-0.00364111841128076,-0.0175396870074361,0.00399859965781141,0.00109699688513687,0.00268556994645902,0.0225648308407531,0.00267405662795564,0.0556864487608797,0.014029408302735,0.00429362235729022,0.00372850951923291,-0.00210552415080415,0.00992814510124418,0.00225742445007576,0.00302255238138268,-0.000588209280044688,-5.64013179498583e-05,-0.0116274133982152,0.00307361108226681,0.000704749115746211,0.00461495140888661,0.000933432577287472,0.00114321245501027,0.00417361826513603,0.0101520487153441
"1995-04-01",0.0192583321825908,0.0185264574248298,0.0969540193709297,0.0259339721262471,0.0157147023370407,0.0335569860907233,0.015945453811334,0.0226585601208574,0.0270708972245993,0.0352068652543252,0.016517459313503,0.0141858850542937,0.0151038044832643,0.0752515187004752,0.0160058366122116,0.0536424136367103,0.0282920276728053,0.0184252014879181,0.0180978085670662,0.0463450712097081,0.043694725600712,0.020381588946737,0.0186257737255195,0.0301462687812923,0.0226534768290455,0.108144350944456,0.0185027710779348,0.0246928888466232,0.0248167275486295,0.0176080871242809,0.0189647860768758,0.0173658472981533,0.0217094345183068,0.0030194253550123,-0.00149640468760605,0.0388460382212926,0.000409077487298383,0.001866114487247,-0.00304557913881965,0.00171998367724478,-0.00336342548675698,-0.00543661057200008,-0.0130049577358826,0.00360379385521583,0.00141287550273155,0.00249446132390715,0.0136087832853925,0.0017282353277881,0.00833182386451343,0.0140721781702145,0.00245655995061864,0.00375682547137766,0.000429800139868074,0.00490955243204946,0.00352711618467182,0.000767430229110076,-0.00479749718708453,0.00501832770127497,-0.0206373249001458,0.00166990692342563,0.000178119658859713,0.00554237002295295,0.00360056809263932,-0.000244828592494343,0.00215857001591202,-0.00503316992606127
