"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent"
"1993-01-01",0.0365224580820681,0.112507759170469,0.0289531624976423,0.0246169826762483,0.0252597629300696,0.0354962929851668,0.11712495657332,0.0669561758176588,0.0301762491629716,0.0307519783843541,0.0360621413178415,0.109074459566849,0.0216984600382478,0.0254601466463527,0.0239523862451696,0.0348271445517707,0.0229543163845914,0.0295858947368385,0.0296539631136547,0.039250776814046,0.0214423300696077,0.0286416757539648,0.0240842183999962,0.0216573141246119,0.0232889939564889,0.0117753422428702,0.0447683023890721,0.00481725072161248,0.00054439524784883,0.002119562755287,0.0121556478689876,-0.00433906553806768,0.0121846379210691,-0.00204180130553781,0.00433102250730478,0.0079517755259204,0.0364733509484455,0.00266854212065378,0.0032527154171161,0.00463967832457525,-0.0030194141618213,0.00287220345894203,0.00199618871945313,0.00141473357365285,-0.0100787839268455,0.00362661466274639,-0.0020994310401457,0.00146553888245623,0.00379726192000425,0.00432368814467846
"1993-04-01",0.0338814577432597,0.121899725950135,0.0308209970024903,0.0246412481611703,0.0246654165711215,0.0262599408826775,0.107207253615515,0.067506697468142,0.0281464976154308,0.0319524147647571,0.037199866414648,0.112017404056538,0.0247195013459227,0.0257151625001967,0.0259794041839174,0.0244834627818581,0.0246742448691207,0.0307536183610308,0.0342806455404357,0.0426322266020207,0.0251774402949301,0.0253880165898574,0.0246356817181403,0.0220510877080752,0.023310587258608,0.00370942975209532,0.0551899025923367,0.000969238026588561,0.000241282697595901,0.00359382392822841,0.00580478369605796,-0.0315763545504852,-0.00988542094015699,-0.000752462073974795,0.00614175270839224,0.00469914998355591,0.0394482623693794,0.00196278352181676,0.000988744579608641,0.00718756589678665,0.00202267986953314,0.00287688284137323,-0.00195285304550374,-0.00235096467713141,-0.0125723627011541,-0.000732117887523595,-0.000523907710081395,0.00193222159055944,0.00310524643565022,0.00113365230596377
"1993-07-01",0.0386324772036437,0.117725931211467,0.0307761866725266,0.0250453522323895,0.0263804311623682,0.0312152885847817,0.104782499840944,0.0681543606699651,0.0303452901212456,0.0336414994659262,0.0329732498444079,0.111995958480018,0.0214859166033105,0.0250108062845825,0.0248111787107273,0.0278651508999942,0.022850356967403,0.0320993777409136,0.0297331374938644,0.0378192003772711,0.0233494969031924,0.0319364068409571,0.0250907598159402,0.0227179531173278,0.0235617327548319,0.0127671958431945,0.057798551349768,0.00440003392091234,0.00391146733301285,0.00505897093534531,0.0107599576912582,0.00879220308070893,0.00708437648356495,0.00454877463780317,0.00287409341514168,0.00436610517283735,0.0174669447681819,0.00445377775130639,0.00294040850109229,0.00669333732239375,0.00671945782307581,0.00185638247558078,0.00137760956631258,0.00344295644737812,-0.00341570682632762,0.00267166584074026,0.00635219986264391,0.00407341510360935,0.00414928434611413,0.0012517406702517
"1993-10-01",0.038954486828511,0.114065784494305,0.0304645410224787,0.0260218349474625,0.0244320733600391,0.0305010595106876,0.109707052286345,0.0693883078123629,0.0290606400224227,0.0317287579354489,0.0342802836329187,0.105953853684834,0.0227302504426364,0.0217446692418394,0.0277297517044038,0.0275642210308376,0.0246687534061874,0.0297315141957875,0.0348365801397825,0.0411165755661502,0.0229511930319577,0.0273326228918109,0.0260025330128971,0.0232764959815232,0.0257561638163709,0.0354758687795422,0.0642278483915221,0.0162014005591697,0.0125485941885636,0.013565212782907,0.0238560909399733,0.0419272156138602,0.047916941851578,0.014312042394211,0.0201292797731882,0.0215234108638408,0.0733955477187659,0.0140598238002309,0.0103758387883706,0.0198885039769032,0.0169265279253443,0.014315876759102,0.0176101521796322,0.0134601808703622,0.0143770973330704,0.0124928999598651,0.0131114616905533,0.0158142377341609,0.0143651844783341,0.0150107870729951
"1994-01-01",0.0431953282985132,0.121997841287186,0.0300199700540273,0.0243000170091383,0.0290947219867621,0.0332169095316238,0.110610581727291,0.0627865371876932,0.0236741069616088,0.0329512501571516,0.035513994689677,0.102138859824298,0.0216693190010936,0.0283342344684061,0.0255910072508739,0.0264847699763677,0.0231408237047623,0.0291645304663641,0.0325489261035242,0.0397434327118142,0.0228703529780437,0.0282185022951986,0.0243545069937613,0.0235222960059028,0.0248571793289175,0.0185787384412687,0.0739223160780406,0.00791665934168587,0.00830354807639983,0.013320168143529,0.0147353614971603,0.0193083636140633,0.0204614468798615,0.00975776614028065,0.0106240142050691,0.00905806069159062,0.0365908932389375,0.00812171824212106,0.0126558774882454,0.0120625935193603,0.00736583237410752,0.0086216457414038,0.00664761068432394,0.00995061164019996,0.0046616109286735,0.00853944661317632,0.00411291269509065,0.00793678664663786,0.0100619324111358,0.00844316347945006
"1994-04-01",0.0446878561606515,0.107935501750772,0.0346805801683307,0.0231503195276525,0.026391683366568,0.0305989609773526,0.0946755734647356,0.067775501389325,0.0214829170194977,0.0365787539005053,0.0343121280959069,0.116238377674887,0.0215327363060797,0.0231310377918608,0.0273287787590524,0.0294055390093151,0.0264257926570449,0.027717596674473,0.0323455575608054,0.0446014253461202,0.0235301385466073,0.029221953805272,0.025151907670509,0.0239094499536465,0.027189932423029,-0.00149233456688172,0.0492763533597595,0.00407397017860435,0.00402439223504636,0.00605594815140465,0.00599709625283917,0.00751308350126455,0.00927741842256597,0.00459067400877063,0.00206243516268063,-0.00139119922963856,0.00728468727346749,0.0047294145550556,0.00289737825373947,0.00658904722767098,0.00546598197037795,0.00377483077117995,0.00562703772339184,0.00271108163293384,-0.00204831619113692,0.0039817425875222,0.0045221963911925,0.00775774445036853,0.00324870572435099,0.00428360997074129
"1994-07-01",0.0422006877082982,0.11447260312243,0.0284075481055905,0.0242015865242201,0.0265306655446841,0.0300049252174165,0.104373999957118,0.0688235578564599,0.0221392196762328,0.0315476605006133,0.0327330781619716,0.120929237713898,0.0223725854495038,0.0244399766257019,0.0253594965816456,0.030176639153305,0.0239679759256293,0.0271210118543805,0.0328440150628678,0.0406154552698475,0.022734483893275,0.0282102803466641,0.0264422200630945,0.0246603491221394,0.0246907405630132,0.0153509371999627,0.0539690954096509,0.00476061664757048,0.00620523107115245,0.00630535317538773,0.00790302974038405,-0.00708916178561024,0.00752385582716914,0.00371673705903494,0.00634088784847622,0.00801089102382524,0.051192563511407,0.00546848312226922,0.00304080141296884,0.00685464536542947,0.00417277272461777,0.00586954405367212,0.00337806045595824,0.000709581320930646,0.00876617500099753,0.00433777853476199,0.00364341052975127,0.00492314740061165,0.00612581779027241,0.00345398108669846
"1994-10-01",0.0400070871693765,0.120399720266887,0.0307988156635553,0.0227558051249057,0.0256680837601213,0.0349001567155478,0.104711630515709,0.0619256976599181,0.0265396261649543,0.0331318162518275,0.033963532404169,0.112360790476272,0.0222459348483974,0.0239110519166113,0.024758060877666,0.0311121063168069,0.023140137078776,0.0289835730754925,0.0340585879457596,0.0385518483912234,0.0241133945681466,0.0290595476272375,0.0237794254583639,0.0233408780754338,0.0257826916468425,0.0243188069146477,0.0599696611096011,0.015241500106483,0.0121358297473358,0.0135848022927014,0.0258925795194523,0.0299574822701861,0.0292747175539571,0.0145654876827299,0.0222848983445813,0.0199039093113216,0.0827575600791686,0.0117837692471744,0.0129778976638265,0.0142007297077963,0.0124546676048943,0.0114776223392,0.0139399749014246,0.0151559547700884,0.0226806560926299,0.0088030342511352,0.0104726998949008,0.0125460304422156,0.012532292151421,0.0130273742760684
"1995-01-01",0.0447353461098609,0.112060643911348,0.0321874004218263,0.0220834030474991,0.0276327585239013,0.0346868924771181,0.106762193099058,0.0586463301046243,0.0245202243599533,0.033509150996751,0.0301680961985834,0.118576980437383,0.0227826978248689,0.0245803601466628,0.0233618991872214,0.0304964024663248,0.0268967269996826,0.0278610597245822,0.0370066449614273,0.0447721381522214,0.0221251332496777,0.0257465176184501,0.0233185465871419,0.022600639931614,0.0228818134622182,0.0273673163948274,0.0366998279053225,0.000898367113593462,0.00209629047475666,0.00398467040145119,0.00558473448027755,-0.019417261141429,0.00883789624599222,0.00295314348536926,0.00764398094631827,0.0138636465996319,0.0467462361066139,0.00305122704724852,0.00392768603680654,0.00711737461043073,0.00462166512029637,0.00101321590955779,0.000646401915333454,-0.00500786048790919,-0.0136603542495633,0.00173374565373211,0.00551584027193557,0.00478250354014093,0.00437161456769762,0.00490617813027897
"1995-04-01",0.0452240719732998,0.111876779465614,0.0333364760058201,0.0226982869781561,0.0229258543361782,0.0365786635052218,0.103831442785827,0.0578277133806926,0.0249384429793068,0.0312273516827163,0.0314279398844997,0.121124570469313,0.0232308473834468,0.0247647751404498,0.0217915385433123,0.0288707685972811,0.0267209008568197,0.0271445303967598,0.0350130961823399,0.0484024297937375,0.020391939811673,0.0260232579440193,0.0248396011119002,0.0234519056405978,0.0263368151510173,-0.0017227238238187,0.0470497728307181,0.00137247929099464,-0.000587089181146936,0.00149516927772489,0.0085193971888285,-0.0187017068415348,0.00201170239116869,0.00019274299849072,-0.000221520642759765,-0.00548877292929434,0.0179143338220484,0.00138704665845952,0.00197601349779752,0.00532385949403308,0.00409810808775552,0.000566793325321927,0.00160564117429544,0.00151204972030805,-0.0151944723499408,0.00175751857313654,0.00307017436162618,0.00393602074958562,0.00338643007776826,0.00280917140220093
