"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent"
"1993-01-01",0.0318623247242469,0.0393013129574014,0.133316241468434,0.035655419701294,0.042180284788465,0.128007257128553,0.0430773736508558,0.0401269516901213,0.13205969818437,0.0338190838283381,0.031304896570995,0.0690715966559205,0.0338404002847126,0.0392852733117226,0.054659461685254,0.0406213788847175,0.0323287576076876,0.0394822868769108,0.00429634768983484,0.00542104885731505,-0.00721864436570644,0.00633325328239632,0.0018128108193253,0.0445098925640229,0.00179990285422175,0.0114572100804038,0.0437889062141356,0.0067756955976328,0.00402961286930526,0.0197681931147212,0.00071113213042284,-0.00146287839956479,-0.00898976964959382,-0.000918781464530679,0.00588863338008121,0.0075973918058554
"1993-04-01",0.0335142248828107,0.041230512406004,0.116232707381288,0.0363254329854411,0.0385842655222262,0.144359641286858,0.0437785983732722,0.0346455158116684,0.137864227738588,0.0335078795664832,0.0331664594499396,0.0725168238837393,0.0297698535703516,0.0371945820300692,0.0556168609510547,0.0404433800361003,0.0324897739145755,0.0387592602095304,0.0053789024498457,0.000775064842533451,-0.0332716554040609,0.00487557460865602,0.00678020153858996,0.0528302662441078,-0.00291720932653929,0.00910145279323883,0.0455847610903792,0.00319078605370424,0.00152211689299152,-0.00470742167459991,0.00128880492909033,0.00186888328529582,-0.0192367464849379,0.000261715013423369,0.00403438596812835,0.00330107638966437
"1993-07-01",0.0324671872519257,0.0423070219971548,0.117071731252485,0.0383621121579917,0.0387225747159795,0.133659143544293,0.0452987594214998,0.036766810957774,0.135095641756458,0.0322768093933842,0.032972138288054,0.0733194910298682,0.0341631241037956,0.0401351290299972,0.048862121363965,0.0403784114377825,0.0342033479668684,0.0439384443307237,0.00573755846190894,0.00428487297917418,0.00901745681469718,0.00524257815043499,0.00912977444973559,0.0604534801899242,0.00305564007079699,0.0116422326471175,0.0326994510034018,0.0055042463713607,0.00385247716697125,0.0115188029442785,0.00362338654040797,0.00486645660518542,-0.00458901926980144,0.00522903182352436,0.00657572360006058,0.00455105296672185
"1993-10-01",0.0319285354353479,0.0417160217302377,0.121949048346942,0.0354707643326156,0.0377498578636178,0.132380610618746,0.046018456351111,0.0380721419525156,0.129470587602571,0.0320988400689957,0.0330316221129981,0.0763290443501212,0.0349245152266138,0.0361812495081605,0.0524366780999742,0.0384921906090068,0.0352464365463353,0.0465033992440901,0.0179354167865113,0.0201813671884993,0.0571799704981109,0.0200483731158892,0.0207630178211291,0.0757156102167153,0.0166621684902245,0.0270775240766787,0.106016372658895,0.0170957867971121,0.0209753459291407,0.0549768714363007,0.0162485501766875,0.0203009888315736,0.0171390977461689,0.0201761806466342,0.0218670295446526,0.0265283544651231
"1994-01-01",0.034977314907155,0.0408778254757733,0.121351450181329,0.0361090190240397,0.0394052522283355,0.138944481240408,0.0460533799555798,0.0371678536107623,0.130463299306169,0.0359908851489934,0.0329917806220931,0.0719494536758802,0.0337669540036858,0.0377699528996107,0.0506101703055188,0.0328600574369348,0.034924321934832,0.0437865480429006,0.0127506381000556,0.0128878486366573,0.0188431095422737,0.0138916048499627,0.0122388087470669,0.0780713315447304,0.0125783324171403,0.01857776596062,0.0531908453258112,0.0153882889786975,0.0117464915862258,0.0254822378367215,0.0115458908140608,0.0063913314444213,0.0108459219114051,0.0111303660272992,0.0154305803353795,0.0107676847532844
"1994-04-01",0.0317351738869274,0.0413677603134222,0.109923446334766,0.0396056403464715,0.0388073518842159,0.128271344184273,0.0462045192543505,0.0352124559078863,0.139734352529642,0.0327256847361508,0.0352640580163219,0.077997003295902,0.0342347253379729,0.037242594557228,0.0534111615727135,0.0314228618128113,0.0396223608613685,0.0472175051675756,0.00902413765384577,0.00355983839046017,0.013200055440571,-0.000383505045052768,0.00721115797691664,0.0480506649788911,0.00655598370475608,0.00819790940234933,0.00397265390204685,0.00399975887665823,0.00528276248449154,0.0130988143128682,0.00636660219955008,0.00660403459898723,0.00109606197346997,0.006188620358631,0.00417805667954353,0.00460937192828732
"1994-07-01",0.0334698678792292,0.038367173679219,0.114891364738174,0.0357971467292221,0.0390913442218369,0.135899447719258,0.0432576267585761,0.035424276604131,0.147191517267676,0.0340489495615425,0.0312787480243635,0.0765102605665027,0.0313840190029281,0.0367287283963124,0.0536080897412178,0.0339808877567346,0.0354724094188376,0.043598141934239,0.00767984994519794,0.00588586733653876,-0.00208143865105223,0.00681651767936135,0.00744347853460689,0.0550276454630304,0.00165492510033967,0.00895791172768795,0.0580175297175702,0.00606620398465869,0.007066566160462,0.0151401630205399,0.00734012837373654,0.00328459029211921,0.00995937093159333,0.00822358225010954,0.00993210258824232,0.00851924107260769
"1994-10-01",0.0334848634478078,0.0388765614094042,0.120764418263607,0.0353544976883613,0.0372374644244253,0.137903557839875,0.048555288734769,0.0361027369926014,0.142026133693879,0.0347608346180386,0.0332242996993822,0.066644877683122,0.0331800016627275,0.0357380879912232,0.0525101902705496,0.0348732300776883,0.0352870020278119,0.0434759534747265,0.0158272655965528,0.0199737639846707,0.0410677975708481,0.0186374957025476,0.0196619482836547,0.0679162709492514,0.0224391411021621,0.0228149192576527,0.108086206488326,0.0170601346246585,0.0167186241847735,0.0306880749186961,0.0147089516378442,0.0137248661393405,0.0312615970469824,0.0176012382811106,0.0196080396095452,0.0241436028963241
"1995-01-01",0.0321416121823517,0.0448233092193847,0.118227708070914,0.0331010861738908,0.0380093129657378,0.131038088729528,0.0465663638793314,0.0356516400571327,0.145676123323062,0.0332667453453844,0.032051091682241,0.0650074312437763,0.0338422350660044,0.0337565101071833,0.061750921573975,0.0355781857198921,0.0344228556741741,0.045088778986036,0.00472420830207605,0.00462993198755997,-0.00940951930015394,0.00808736342537174,0.00120679744271676,0.0336814693571494,-0.00421194616907295,0.00924087041922183,0.0696465500740068,0.00321827093123303,0.00787701139182997,0.0145471105599621,0.00179177295024249,0.00306040704973531,-0.0124141270976729,0.00508027982359589,0.0101202941387838,0.00940134179212617
"1995-04-01",0.0341857925157217,0.0426056681831238,0.12281908819972,0.0331230455304727,0.0382848850882277,0.12307552865714,0.045078103529973,0.039545092185924,0.143452623901897,0.0311506035136403,0.0312662158587739,0.0677774942843822,0.0320084428996695,0.0348945400862551,0.0633805826876141,0.0379868794337703,0.0345680020170814,0.044797411426613,0.0007249846798994,0.00103554895889841,-0.011460013613512,0.00198151577323775,0.00470248365919975,0.0433059567251109,-0.00425959882165638,0.00699974614195779,0.00856905683805683,0.00301150126920487,0.00402363855721448,0.0059891732513902,0.00383693029168266,0.0052172068547721,-0.0230175043891372,0.0077094212405097,0.00495701279266836,0.00474107894426959
