"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent"
"1993-01-01",0.0185305709812673,0.0256941357978994,0.100206022985169,0.0221644249734724,0.0187097876972365,0.0214650249528763,0.019582433829314,0.0501806012302911,0.0259961215487287,0.0987686694150333,0.0197034492747497,0.0163982233369226,0.0167689335318969,0.0186228761122603,0.019486432427189,0.0225881223242762,0.0270716440513139,0.0186992747543816,0.0164314443341042,0.0600646549373906,0.0191493252619362,0.0322444095633108,0.0200294755291234,0.0228576998110912,0.0169140727385736,0.0178188950562783,0.0269503998958401,0.036181491577687,0.0262435708806127,0.0267181247698845,0.0901759240070245,0.0275837624128648,0.00287822455195827,0.00586522951405369,0.0434220679281354,0.00434769419207882,0.000643717600921217,0.0053227690800289,0.00108694548598827,0.0205248214288937,-0.00150775105155122,-0.00191931525675829,0.00116248808884192,0.00147838847764745,0.0025723394066148,0.00401688474563624,0.0019363755576814,0.0027321516810631,0.00222556808760054,0.00352013444020116,0.00258758706129887,-0.0114796051848532,0.00402794679448467,-0.00221347502584869,0.00142277887370197,0.000795875744774541,0.00184945390011015,0.00103722446871391,0.00108512804378872,-0.00989054338039179,-0.00303039183618443,0.00897660843677359,0.0432298290808296,0.00689280644404512
"1993-04-01",0.0200571928504526,0.0280141532625056,0.108899796538505,0.0257752932418791,0.0178745873541418,0.0236046863846138,0.0182414481704768,0.0495681476269425,0.0203551666349051,0.0880408365470362,0.0212542102366753,0.0172606615051616,0.017911948773538,0.0212841438030572,0.0175164951417563,0.0205193102012165,0.0278645339695268,0.0206563274914953,0.0165722629794528,0.0580886182136503,0.0187197365038415,0.0318072427225429,0.0233301637303617,0.0200643246072318,0.0189215356048217,0.0185391747868878,0.0228928739103636,0.0384075413018204,0.0232833358359058,0.0226012507321827,0.0933234215561113,0.0287495777809401,0.000263580555913792,0.00527879665400248,0.0502320503548334,0.00163681420814314,0.000192605951572562,0.00886144007112634,0.00122465680087744,-0.00291442222321479,0.0041747275424374,-0.0266381991357912,0.00211800183845451,0.0023284532582856,0.00179808514945994,0.00460024950841774,0.00190630346751294,0.00237700046844527,-0.00342063485155952,0.00481188467822243,0.00140776194825978,-0.00579189532012946,0.0046819923505797,-0.0055253573435495,-0.00249865967886552,-0.00135345906999981,0.000799033741598655,0.00155247841445005,0.00124400306846731,-0.0168476239538183,-0.00131969355312814,0.00711938744500704,0.0338251789999247,0.00453641786357505
"1993-07-01",0.019925164335874,0.0286583722634207,0.105087811511265,0.022274876768919,0.0187394781647723,0.0222981193966057,0.0205310598756917,0.0493225881353535,0.0211766712043548,0.0906121607522105,0.020496572913716,0.0180722078613194,0.0166157135115785,0.0203443734146973,0.0178439684362836,0.022372781811895,0.0250651710194753,0.0195293666821314,0.0184359678452262,0.0638023169453526,0.0178122511397064,0.0300205700635884,0.0215497588882096,0.0235122107300809,0.0181096036564674,0.0179220706831058,0.0269106514312011,0.0343010830432196,0.0244548392732347,0.0262090457119306,0.0913148112606777,0.0266783612684353,0.00364189422666082,0.002600418923945,0.052224400385597,0.00347015485949728,0.00189533606403395,0.0097858048360184,0.00490523665853422,0.00822675341729748,0.00395886641646468,0.00712247902707592,0.002307290181053,0.00235551425163916,0.00377024064775929,0.00424299894439398,0.00260352548157428,0.00267109884571692,0.00354376381118084,0.00409730720527347,0.00285606822798076,0.000206697207750451,0.00494736508616398,0.000425010418830208,0.00286681289561161,0.00339281980856081,0.00164805090088446,0.000278396687090877,0.00308468380362288,-0.00433491848134291,0.00367731625956796,0.00995154766888045,0.0285400069140895,0.00143226193449383
"1993-10-01",0.0202989825960929,0.029767324243073,0.102232715509765,0.0234505616983674,0.0193814407892351,0.0238267487969248,0.0187951802182285,0.0488537235417337,0.0189722857942647,0.0972691473878204,0.0187687842539632,0.017845944822789,0.0172088726194836,0.0198299073846111,0.0175088864518433,0.0230353335770719,0.0298551730829619,0.0200847372734449,0.0184228857043188,0.0572489993043043,0.0176910867370468,0.0306004746998211,0.0216495885268938,0.0213015367092111,0.0182656827771088,0.0181079854625673,0.0232684288231372,0.0365443865190199,0.023919574255766,0.0276477863997629,0.0911419434057969,0.0272038906335707,0.0107271291065314,0.0130896867679323,0.0549877457970855,0.0120323900401273,0.00794042894387287,0.0157650279538881,0.010733058327876,0.0391324974784476,0.0113932471199995,0.039096929359175,0.0111043839683698,0.0103909952154158,0.0103358878738422,0.0156029865196991,0.00864135806301984,0.0124358868636498,0.0171702259342677,0.0133106482200348,0.0107314011220905,0.0334988425930289,0.0129386629701055,0.0136475139679326,0.0110147125787719,0.0125629115685554,0.00959713704939737,0.010238691826468,0.0116033490573067,0.0089082567740272,0.0129928301866271,0.0223823244728231,0.0768819398123011,0.0159989388933764
"1994-01-01",0.0240071606147037,0.0257154268744664,0.10980725258444,0.0246644976738098,0.0189451902883444,0.0242624707236752,0.0170911772500814,0.0500399861476535,0.021067788577376,0.0930139774672829,0.0195516467367276,0.0193204049313102,0.0163488791980969,0.0196357603081301,0.0183504408948765,0.0234772476997996,0.0327136104178673,0.0215559759614491,0.0190153171071543,0.0525777973231503,0.0186006043806636,0.0278822555512302,0.0240912533740694,0.0223999383836303,0.0173822257372937,0.0182964016291623,0.0250897557309328,0.0345210012088877,0.0186437644472684,0.0246677200268587,0.0908622226542293,0.0264008480953789,0.00929762900197267,0.00950832072537971,0.0634221930786059,0.00726656841421531,0.00605228305719357,0.0138663537157244,0.00567064017729489,0.0188520625686724,0.00546080613477755,0.0179811653275817,0.00524905984373115,0.0079377766204078,0.00637608549861284,0.00762548917996719,0.00723409221434956,0.00618119724279833,0.0101171021215098,0.0098450759927261,0.00565921933095435,0.00679936876062445,0.00735322582137131,0.00984077263982153,0.00845452637730314,0.0027324361895506,0.00651778783827048,0.0063148856727679,0.00653231994509973,0.00332492163914911,0.00568611575973283,0.0120512973138681,0.0464858981165159,0.00606240249126268
"1994-04-01",0.0197778912204951,0.0241294792637791,0.096400623565077,0.021791361502978,0.016890113770434,0.023379132586994,0.0185357071528992,0.0558199643150295,0.0220808876342532,0.0811302986628454,0.0190919985299121,0.0191224995676972,0.0168727960319565,0.0209810604118842,0.017559170453615,0.0230402034812177,0.0298093081743232,0.0193109903558135,0.0181935787094778,0.0761408744967407,0.0195583115863085,0.0305562013074155,0.0217973369795864,0.021531094864215,0.0178517722843415,0.0209725917829504,0.0243311479342651,0.0400534974209489,0.0177406909918727,0.0238838352766528,0.0914270491692208,0.0302385305148002,0.00486672473839054,-3.65930366234955e-05,0.041666359957947,0.00205873225931148,0.00327900723445791,0.00959115840805217,0.00489023022187502,0.0120199005322683,0.0040681222198075,0.00882880484566512,0.00222639718300348,0.00336768213851432,0.00248051163244668,0.00358823306056386,0.00390422158292606,0.00300826485427369,0.00398167859107669,0.00488039208197748,0.000808637963243811,0.00201402408825905,0.00307385008707124,0.00272200343624485,0.00166112148976694,0.00451156683289416,0.00292663035763226,0.00449210262798951,-0.000826244290290192,-0.00109113970648136,0.00336330488678972,0.00498799813228313,0.00491349437265672,-0.00141419896672235
"1994-07-01",0.02235938759475,0.0243704735218905,0.102268016726656,0.0213610957840053,0.0174077884769212,0.0226847544577598,0.0177840514632595,0.0477204863213205,0.0219001898750412,0.094561134963379,0.0189142439892715,0.0187861886290884,0.0170946525576212,0.0197423110036487,0.017305071116325,0.0242436681310325,0.0271376623844124,0.0195020915908803,0.0189354798627156,0.0612236416467675,0.0172223332495899,0.0293864987870385,0.0236690693714078,0.0226914020327887,0.0170739632197818,0.0180661122742986,0.0225539192325319,0.0388571484933906,0.0182155427654733,0.0241434028629727,0.105568239470255,0.0272499781437254,0.0036248192689892,0.00357740496342552,0.0475415697326837,0.00200034346407889,0.00397672877438133,0.00882812635496206,0.00568956994548512,0.0114815473402517,0.00420588421515755,0.00215438011130122,0.00348318800907669,0.00367211565172486,0.00226428572605654,0.00445551317167439,0.0031887032918819,0.00486999905071784,0.00328487043161701,0.00455106636260239,0.00570986330433989,-0.00649061399718516,0.00442358048520141,0.00275666345444691,0.00190806060786927,0.00219237142054678,0.00384485747715373,0.00628731704226951,0.00428606935106995,0.00530399046266294,0.00272080684766785,0.0075529712326313,0.0585032452435467,0.00308493672906115
"1994-10-01",0.0203784098733617,0.0252821963479334,0.106618370057873,0.0208534681382916,0.0173599540833163,0.0244568606693307,0.019253577526384,0.0454842124483346,0.0230607710004999,0.0920322661182651,0.0179579741024601,0.0182865641459838,0.0168575810217256,0.0233597927505124,0.0172265479490032,0.0231938681270138,0.0329731721367945,0.0180256095438432,0.0176327526324962,0.058069379395887,0.0187754090220763,0.032000040969024,0.0227217869494975,0.0209646238011286,0.0177744823999598,0.0185551231503563,0.0246072698288837,0.0364569825148235,0.0184386616045951,0.0258980653332261,0.0956379395798856,0.0298062867772337,0.00848159510578015,0.0098060786253026,0.0511108607375898,0.0101106026340776,0.0104238144750476,0.0169107252268901,0.00919570684744256,0.0276973795516156,0.0123565054268619,0.0348428282729179,0.00727017550947007,0.00920663976582966,0.00840245952256909,0.0139508768694652,0.00910547582929535,0.0135746259824075,0.0162420344392571,0.00986435172467117,0.00994702031300045,0.0134140124659685,0.0112240831529869,0.0116852599155245,0.00837083030018344,0.00764441139165459,0.00892794527601074,0.0103111127089516,0.00913862996271126,0.0200158328315078,0.00986475169018692,0.0216003748094479,0.0844377624378952,0.0168051744724205
"1995-01-01",0.0206184166722078,0.0239113556872901,0.0995408515807921,0.0242301791602413,0.01780598587341,0.022893624800571,0.017221867648457,0.0410052813472211,0.0213494447591185,0.09073261181187,0.0192477780518825,0.0184066645710767,0.0158900539522375,0.0206813225042568,0.0178610669384235,0.0241328713174069,0.0340080313894403,0.0180758991053849,0.0194061553363498,0.0618908234037969,0.0176995953983397,0.029914372732173,0.0245254207301803,0.0185751019463775,0.0167776596264558,0.021012098813162,0.0238978929522521,0.0419391633978566,0.0209202107792067,0.0283638906556426,0.10166262462687,0.0258016824300486,0.00164410324051806,0.00537195970446647,0.0307653770095428,0.00204152831392196,0.00237524985831868,0.00675268128115976,0.00307128755301588,0.0139282580402453,0.00374290363577267,-0.0171158044160987,0.00197927409797136,0.000606442851121698,0.00414507907720418,0.00445010844440928,0.00182725205826919,0.00377351754799483,-0.00146133588120794,0.0044554308703535,0.0042701351503648,0.0078549383297058,0.00621959012388914,-0.0015223384802964,-0.00153319842393171,0.00123769880737367,0.00240423297730997,0.00287838451822831,0.000126649271766565,-0.0133581412159081,0.00285704140078889,0.00471461864690846,0.0605871810548052,0.011187981630728
"1995-04-01",0.0199333912397352,0.0244475340811853,0.0946685406480658,0.0246692841676842,0.0210841183635893,0.0196386335546311,0.0185777755144325,0.0432982825712625,0.0213816110198802,0.095515903700777,0.0210828287444882,0.0166462523198106,0.0157776863264584,0.0208047229740184,0.0182547107668178,0.0254673349078273,0.0331671155126015,0.0199300367774321,0.017223610437562,0.0590648766757185,0.0191173884555551,0.0249808432806467,0.021966136230429,0.018486588070744,0.0154777069025253,0.0196141615748275,0.023101503357778,0.043732159326116,0.0205210609614328,0.0295653008469539,0.109418876013969,0.0233840246750444,0.00313421573062012,0.00193230491483446,0.0399753938861673,0.00211181418961202,0.000197639430813093,0.00600717797762232,0.0035289123415589,0.00516413426325167,0.00327669879573648,-0.0188590329985474,0.00565221807482418,0.00118467557632368,0.00201543479879293,0.00231054675163741,0.00272736631193076,-0.00168221794382742,8.13952476404883e-05,0.00462622044222368,0.00168188377043879,0.00638538320044865,0.00224472557511368,-0.0072547938885203,-0.00076491300799028,0.0036741623346454,0.00157525124219756,0.000398288039455654,3.90759814973595e-05,-0.0172311850173481,0.00166470393418913,0.00635794241138513,0.0118345133637914,-0.00592179657675151
