"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent"
"1993-01-01",0.0239853499514419,0.0997912433553572,0.0288749943957991,0.0222906379095117,0.106671886150426,0.0339005618573708,0.0296436583731379,0.0277089122682116,0.0270713176490496,0.0209919097921086,0.0279447803667801,0.0243902105562844,0.0999990273036848,0.0233693476463439,0.021073305309364,0.0549265594245139,0.0197419801128974,0.0233597232768904,0.0490026112486757,0.0279291989067888,0.0336786130322349,0.0317073855643718,0.0266162031778064,0.0608689085397864,0.0232554770261241,0.0312061968050387,0.0035146155427098,-0.00353920219550244,0.00252552259071681,0.00390884108791554,0.0449414563598407,0.010715987090551,0.00154271838120202,-5.08719246909675e-05,0.0073191873216422,0.00272110366558155,0.00391555504631286,0.00394041910342537,0.0421188039432259,0.00237136317591984,0.00192578311827881,0.00544518202991144,0.00398173674070299,-0.00108651221316603,0.0167157809933593,0.00153725224266872,-0.00628718230937254,-0.0031085899761045,-0.0014274637297937,-0.00847239947271378,0.00383177083555087,0.00659909993210667
"1993-04-01",0.0227034232782109,0.0962148630549096,0.0261728022815061,0.019904689476016,0.115261921049956,0.0258229548712087,0.0339927785092844,0.0255713837299774,0.0294961392504476,0.0228712404678334,0.0276379892341976,0.0267643713136963,0.104683944644204,0.0251770359587616,0.0225814310606989,0.0494065526105677,0.0221760204583001,0.0246219689698938,0.0520812970284664,0.0229832796159745,0.0377427532531069,0.0291239705190196,0.0231529157172145,0.0590866691125514,0.022539775343445,0.0322278291905518,0.000799591814594843,-0.0293843809733789,0.00211844338883958,0.00199020305152734,0.0497377370925423,0.00845126904496124,-0.00207311292040116,-0.00229009483193556,0.0103821456034343,0.00317956120952422,0.00457457761900143,0.00958857059030581,0.0441287323332845,0.000420830707660041,0.000650604780232592,-0.00447693364957937,0.000916651996900994,0.00027404300536791,-0.00333929191764928,0.0023390164448186,-0.0114398406021903,-0.00100784309702812,-0.000654482845015653,-0.00854515323580208,0.000259584965426635,0.00406052963406909
"1993-07-01",0.0232200568473017,0.0941665883211911,0.0274694786802415,0.0223075414388233,0.110417172258295,0.0310807745381547,0.0290516310410595,0.0270746510634216,0.0262956060371317,0.0236605478865767,0.0313940201881079,0.0242938097055457,0.0961257286848997,0.0228532541152347,0.0218564148687291,0.0547025571743838,0.0202051099677951,0.0232787803748322,0.0520696672265071,0.0260061161514976,0.032130921792611,0.0282508301369771,0.0286795235400166,0.0678993066404032,0.0256935173311455,0.0298163939891171,0.00367510772249208,0.00499529180422908,0.00365541888772564,0.00283940749857799,0.0550796642137552,0.00976491709202737,0.000943349222125633,0.0018824966244658,0.0120919916375317,0.00406932586806146,0.00214598767388122,0.00660702737424001,0.0270384697795722,0.00389407609388338,0.00267170175435506,0.00806997933437976,0.00429937683515847,0.0027800138578801,0.0123728482147385,0.00501271331954809,-0.00306501944820344,0.00517397482726901,0.0037154100620275,-0.00252324793250662,0.00257685389277525,0.00262806730591013
"1993-10-01",0.022857834366943,0.0962657705484624,0.0299380826163575,0.0225471584279498,0.105062113237213,0.0308442775675996,0.0347567399014863,0.0281982734520193,0.0284437677414248,0.0230544457287013,0.0293099889727633,0.0246241324074311,0.0928032148440935,0.0218195001338951,0.0198165771954451,0.0604054832262752,0.0229290634509457,0.0245609427449918,0.0530926562294804,0.0244835838938737,0.032000070000781,0.0268501273546714,0.0256457067272398,0.0603586900309547,0.0272136403385618,0.0321181588604394,0.0127802686156201,0.034980681982335,0.0125646565422933,0.0131574519249325,0.0616529383153127,0.0220327857115748,0.0145337590926033,0.0151505091139251,0.0201665949070396,0.0136683608376485,0.0153967949902801,0.0182985209575464,0.0747122795838805,0.0112526340656336,0.0116811858884063,0.0452059275602402,0.0119560227842611,0.00682170723732961,0.0415410752063514,0.0129936113691462,0.0114140442670647,0.0123828922431112,0.0138871374261408,0.0293186086307424,0.0205782425068241,0.0187593346658028
"1994-01-01",0.0277361963246551,0.0972381392235415,0.0296109663129153,0.022158334678834,0.117985764538194,0.0311882258040176,0.0340262916614258,0.0252716179779714,0.0254424471661529,0.0208953192521808,0.0300721046503259,0.0253771583104813,0.0962936288585976,0.0254348354454719,0.0223941278905466,0.0605298942768351,0.0209753984053826,0.0243395179729535,0.0508393756329726,0.0239894483125503,0.0325063063968629,0.0216693746568644,0.0274433247661768,0.0473968122361366,0.0282317612383257,0.0309536280096278,0.0106816217945869,0.0189113181977798,0.00909046462631954,0.00793612866070354,0.0689888125639848,0.0149199493636555,0.0106471826236914,0.00433854276257923,0.0148835398857452,0.00885182433550901,0.00954423863455836,0.010165696196511,0.0425921729103831,0.0091463951311214,0.00888373722002069,0.0163796254257889,0.00847396537735303,0.00683272510646558,0.0192407798845155,0.00699673186026787,0.0072740488172839,0.00768574959970527,0.00520012781748308,0.0058357423757543,0.0104801493769893,0.00777780826305681
"1994-04-01",0.0212227150137254,0.084588767887804,0.0292413196003299,0.022475137194698,0.101441380560322,0.0297834571607788,0.0332727586093698,0.0243241047677508,0.0270245300974999,0.021836868187552,0.0290926713403216,0.0234426166866929,0.101247433364381,0.0263499633566907,0.0202344543259043,0.0609665636497699,0.0242580983394205,0.0212797540996614,0.0562975950272436,0.0255514991825498,0.0358319624653865,0.0219020592530981,0.0286127668312033,0.0632228050458866,0.0327216170723395,0.0337771008796194,0.0029816546742332,0.0103166625322702,0.000734487071639094,0.00351880742007957,0.0441195012775077,0.00607948387133079,0.00416370343586121,0.00305049925312273,0.0131589091062058,0.0027885029052108,0.00255990596047631,0.00456026886365905,-0.00282855578417599,0.00465801444023495,0.00260245017802031,0.00838349569763747,0.00313142386889682,0.00405159903903393,0.0150494722775154,0.00590997077368003,0.0008812286587371,0.00237535362394311,0.00484945645122699,0.00269841759830392,0.00473436449932423,-0.00371609787670345
"1994-07-01",0.0245882561524245,0.0933895603835496,0.0271909641081993,0.0224593966513812,0.106980517882922,0.0286795420686122,0.0326176272746458,0.0235760485455598,0.0275246798989643,0.0231370771743763,0.029894256775029,0.023129960189133,0.10504976722661,0.0251411454570194,0.0202514518785449,0.0593107471928879,0.0216240939081076,0.0225180965971312,0.0538080479802669,0.0273851810912731,0.0329123411161562,0.0221147420763347,0.027704614770159,0.0623140033306109,0.0248232393157769,0.0318746409543241,0.00349112205217721,0.000539500715152915,0.00411589233517497,0.005668372998381,0.047456990681518,0.00682832671326549,0.00623468589859426,0.00254801299606818,0.0130530949487245,0.00517954962145062,0.00325419219909372,0.00578560157915405,0.0547125208901449,-0.000133813433158837,0.0049321483555567,0.00793078443932065,0.00433381695487374,0.0045740379696465,0.0133588260525611,0.00519205230877119,0.00824852096919124,0.00523348702309767,0.0024985705303282,0.000172944284714231,0.00653816776695964,0.00318682867658829
"1994-10-01",0.0231348319269921,0.0946166242297142,0.0271566202667035,0.0233296917324518,0.109020583516137,0.0351729802962363,0.0335360121597674,0.0246238384234057,0.0270805852039546,0.0223501099418749,0.0280700298014842,0.0245101713521612,0.0963624033195123,0.025067420079274,0.0225744279174645,0.0664966902666007,0.0198913419248494,0.0219021474702949,0.0468735030512121,0.0252520804718084,0.0309026366802503,0.022954194068087,0.0264746751469865,0.0627906892188725,0.0269457254614391,0.0329099860724653,0.0107915786347538,0.0338924783554533,0.0132248461140184,0.0124827569265208,0.0552582451226447,0.0249300496092822,0.0123388104342966,0.0115877066536725,0.0193939107719773,0.0115824990845263,0.0153630505543763,0.0140575266901186,0.0785112196472156,0.0100595796753523,0.0100938537011573,0.0393616883836018,0.010190718324594,0.0123741276836599,0.0246764769160107,0.0118963297133636,0.016792628176122,0.0108596961980931,0.00984697084494346,0.0193383919146068,0.0159558875643034,0.0170789105802765
"1995-01-01",0.0240689192665108,0.0934447971150474,0.0292309379588734,0.0213768702497602,0.108348095404604,0.0333560918773512,0.0315684092745172,0.0257612580646205,0.0258232027043912,0.0205410741890281,0.0282711950580394,0.0231956417762864,0.108252711397682,0.0248072195893956,0.0212205777399246,0.061401876860393,0.0209523862844063,0.0224667723428514,0.045135493323179,0.0263599203027174,0.0384363564271684,0.0263596836139907,0.0256646020069087,0.0578956760885945,0.0267028539527266,0.0293573771310321,0.00108194968073076,-0.0197681197067633,0.00104560850935784,0.00617212830547709,0.0337033065580757,0.00487084711328093,0.000592194741642998,0.00317810088263215,0.013185199087249,0.00272519622826424,0.00540021128935998,0.00351325965912587,0.0659810338120109,0.0011351317466498,0.00255470480297532,0.00265860868797034,0.00442205774845235,0.000880913619031588,0.0109730418345705,0.00314802508502457,-0.0105092648457008,0.00353481638890382,0.00498893634098616,-0.0031394562286247,0.0072524248044928,0.0106972309335356
"1995-04-01",0.0251669135324484,0.0930029202883644,0.0301441077738553,0.0214584978426622,0.101024105420169,0.034092860890713,0.0297466804787925,0.0236159696970138,0.0275671285732387,0.0212066451482914,0.0261533637480966,0.0215604270421651,0.100209874765044,0.0287065593891596,0.0188410294519813,0.0656594657030041,0.0208128557989363,0.0257960426715285,0.0497654607969439,0.0291184532960864,0.036160801555119,0.0251337558288196,0.0258719425985818,0.0670441163967977,0.0250486912179124,0.0270913300942752,0.001860483462627,-0.0172280049582964,-0.00325183271576666,0.00328209221953523,0.0422537464225504,0.00658137295372539,-0.000851311959598573,0.00443810719684178,0.00944034097975271,0.00211101717610757,-0.000970734831438095,0.00370862517579667,0.0102615011899204,-0.00100722279577968,0.00192328897234229,-0.00238450915787477,0.00212279168264565,0.00185140576102636,0.0081972716210637,0.00535389082767856,-0.0126314943209427,0.0031308447461163,0.00185857716493623,-0.00255161582790144,0.00374323535128155,-0.00317372718258229
