"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0362907705854476,0.0547024189867423,0.0300821274329374,0.0320456141912501,0.0456436934394205,0.0413514649953297,0.0340972106105389,0.0470670288565732,0.0331087976134242,0.0693619398468272,0.0258325882073387,0.0423162366467308,0.0591168358541919,0.0275146991514691,0.0596236986905356,0.0384433482175305,0.0971804511843642,0.041879986055457,0.0380844121735114,0.0716743067535412,0.0424661661812836,0.0321162043255548,9.18253068504991e-05,-0.00654032104517603,0.0003382356520637,-0.00171810533213263,-0.00486987282243295,0.00321418771336189,-0.00174571900472567,-0.000124013357573664,-0.00467665938252495,-0.00940405061084574,0.000388808811266566,-0.00401401750095695,-0.00169400459607904,-0.000419007836108046,-0.00658955082530554,0.000733043107784199,-0.019892094364385,0.00552926193382524,0.00232297329875764,-0.0146705532041708,-0.000306721837505357,0.000211075666069762
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0417030160430145,0.0716274862404023,0.0245793823733423,0.0317271100771349,0.0494484483613898,0.0406518156682764,0.0360432906823022,0.034592003234113,0.0303244459290492,0.0492344835942524,0.0236449081953119,0.0333352343518521,0.0667976861385841,0.0360417149177294,0.0389974978462484,0.0670120653147834,0.116302060784751,0.0368403174183467,0.0375028492325385,0.0653166558672303,0.0374925667490735,0.0307849609802737,0.021120167145184,0.0230779446968636,0.00815115767893203,0.00727444582326652,0.0207608104954245,0.00619079503593404,0.0118745332221666,0.00720977748690188,0.0104583073923375,0.00209585157530489,0.00774222614664475,0.0121869359368443,0.0202391429341826,0.0123906295949284,0.0182839546669933,0.0240904452953262,0.0167676483999389,0.0121359453447603,0.00203174325538326,0.027709893750949,0.00971872269761624,0.0142540328888507
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0317942897001147,0.0941832638472865,0.0304133020488274,0.070371926603696,0.0374132852266549,0.0694209541866598,0.0559757884879225,0.02938739245122,0.0347718450885833,0.0654479248696144,0.0316198902855811,0.0455358386966825,0.0452284477761691,0.0388427017636047,0.0334592983050449,0.0350038827589086,0.0281229440105191,0.0299753048190589,0.0357219150838393,0.0757667423874478,0.0350910273998114,0.0464520342027532,-0.0143207377401244,-0.0336732787404491,-0.0156872299297277,-0.0206059802161775,-0.0165989712941502,-0.0259552627361499,-0.027753611512707,-0.0151073829402332,-0.018843837907624,-0.038644727889425,-0.0144932107544759,-0.0212249992107249,-0.0181412750266442,-0.0174139818949292,-0.0176465983844039,-0.0142345460246381,-0.014583509752228,-0.0149229351422244,-0.0157257347563098,-0.0219510393332714,-0.0175396280068887,-0.0189607006566599
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0408029533206713,0.0405115459047805,0.0298924667291112,0.0374105610458514,0.0488861734070523,0.0378897695272902,0.0411755978529987,0.0443785822665585,0.0367592939434981,0.0519413958247877,0.0300402635988278,0.0488165441363013,0.055511238980182,0.0351260631797167,0.0512446821287957,0.0541800132484488,0.0960208199781608,0.040068640024886,0.0351916265083834,0.0676898724352155,0.0431493868914602,0.0333125090670221,0.0057054307682118,0.0103358578644952,0.00469006049728577,0.00597030138073291,0.00999219000425531,0.00596005833584696,0.00544120632678513,0.00766707247793185,0.00723194539313928,0.0045237367190992,0.00401900467184263,0.0111050253086591,0.00454193644345516,0.00775043424228642,0.0065776941669109,0.00880543701447021,0.0115727404222144,0.0082434706377984,0.00484076547377343,0.0102945349395167,0.00310420048665315,0.00714449946953935
"SPEECH_574","1996-10-02","1996-10-01",49,0.0500778831431769,0.0363661206319878,0.0280532882778324,0.0340406719775965,0.0549003788461545,0.0436232792755369,0.0362701276177836,0.0335490065219565,0.0414684499812931,0.0379629189528188,0.0397575905276594,0.0380302596514143,0.0369451087316645,0.0430276690097136,0.0440188867746914,0.0713510221468549,0.084240576882063,0.0371814281851028,0.0337895880296837,0.0523973431928033,0.0502019233025554,0.0727464783396569,0.0165981394788715,0.0130226896199592,0.00591737861065442,-0.000701205836588657,0.0073001072000408,0.00464682285325167,0.00698746994623979,0.0100221485435191,0.00807882163492,0.00967854980633626,0.00220360698880148,0.0109084731717716,0.00711808576621204,0.0209303170062427,0.0138022870230429,0.0316724792646184,0.00766145458394327,0.00894936805069981,0.00658263371929299,0.0057408961756463,0.00213899737429652,0.0183655420648212
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0366160544618384,0.0442067052638887,0.032691608005332,0.0340667197810782,0.0428599267700088,0.0401053654304904,0.0365417160578593,0.0501184160774352,0.0379514249214286,0.0657329721547744,0.0335407111350282,0.0347838392752153,0.056819350615684,0.0296301992335526,0.0413035631741106,0.0565442799687106,0.119971198494798,0.0309879909961104,0.0379127754708127,0.0688703074715389,0.034507191046499,0.0342376841938062,-0.00948345160924653,-0.0134473562653271,-0.00715999766205297,-0.00925667655926401,-0.00741910255558245,-0.00975757911210665,-0.00660196067678586,-0.0124187089644242,-0.0163008420156491,-0.0262182510254651,-0.00957573603254191,-0.00776446295700612,-0.015291671948464,-0.00876035238339551,-0.0127687130669531,-0.00530677734164639,-0.0230117931416829,-0.0082652846323414,-0.0135144979497817,-0.00970708226131853,-0.0082504648726337,-0.0118463644554664
"SPEECH_478","1996-10-07","1996-10-01",40,0.0358121076175394,0.0415343913769063,0.0318597320575452,0.0374979850123932,0.0477133337300235,0.0407450783507512,0.0328061301332056,0.0930326553697143,0.0353670603814686,0.0376021829952314,0.0327119265456589,0.0640196130773078,0.0594762830290923,0.0299740050621052,0.0455042784405731,0.0439540229106575,0.0601792752210748,0.0363421573330803,0.0494754806377598,0.0650513368433228,0.0418143419378329,0.037526621936756,0.0141303371758477,0.0169006267048363,0.0119667550952788,0.0158632488990193,0.0194726976879591,0.0160313904370108,0.0126891310970957,0.033568762866904,0.0141965661528198,0.0141068882087073,0.0154248986101143,0.0195004076637699,0.0248108343546455,0.014623237369307,0.0225982391494673,0.0180623992425919,0.014906045434873,0.0166114158374866,0.0185073920452,0.0196434330610488,0.0175211068133675,0.0164122896738098
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0625293336065845,0.042238910837636,0.0318154325481867,0.0361794599830067,0.0659409749053447,0.0473170947878667,0.036615203382641,0.0347568074083283,0.0573003372304349,0.0450481321130514,0.0396822551338662,0.0458474683450725,0.0514953566302012,0.0369611887094779,0.0355863504700766,0.0327301233594536,0.0799851960468875,0.03209823457261,0.0363117981273399,0.0757156018172286,0.0374762008003909,0.0363685391843142,0.00526189647426549,0.00258123242058679,0.000755313201741546,0.00362744694628946,0.00505919588519155,0.00472663680841179,0.00259251797954098,-0.00333240600775451,-0.000591416483480097,0.000422446470586072,0.00136859937685391,-0.00174425054402238,0.00243985619645787,0.00161700110637648,0.00159243753764683,0.00299995550744195,-0.00407070306764871,-0.000361938277610008,0.00504383505833526,6.21161596336418e-05,0.00315482149785263,0.00075064001706259
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0371317596404939,0.0400576880041624,0.0300837067430073,0.0368289583682902,0.093923610428366,0.0459893339758653,0.0377762903836621,0.0382817793682695,0.0402068489484332,0.0442591881593768,0.0379848065315413,0.0460998910051613,0.047053460962581,0.0477943489398526,0.0321325988023548,0.0413628877343696,0.0405255471291163,0.0354030829731756,0.0536849961409696,0.0833635339768076,0.0401929029366315,0.0498627788475122,0.00229267376544469,0.00628017028162467,0.00103260774052932,0.00201080788958299,-0.0212406062707874,-0.00160724739022996,0.00219894377333824,0.000691530988514475,-0.0010106611950545,-0.00149368327066063,-0.00550457454705691,-0.00199308115069349,0.00305134712732886,0.00234591109615717,-0.00175811054797771,0.00617689896881471,0.00131261516499969,-3.85607666392851e-06,0.000317367768249811,0.00978547251043896,0.000695526050028691,-0.000282115423676849
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0469837026298377,0.0337435263889957,0.0361904592575506,0.0537522505563901,0.0603214411665583,0.0422896021035021,0.0417128711898159,0.0328119048948543,0.0448495958191481,0.0511222303908389,0.0333365313799181,0.0457040085553824,0.0464311693299546,0.0505792274891108,0.0364143877648521,0.0585383673953286,0.0354695296745085,0.0412369528795852,0.0312614803417785,0.0831234080824633,0.0498425342753789,0.0442848184342473,0.0194778826034802,0.00565431773458891,0.00518355608363586,0.0161390768816613,0.00827705035725275,0.0082781665178971,0.00416424826019511,0.00575617879396791,0.00343139470942797,0.0164157281739892,0.00708417396154598,0.011415905750997,0.0105596601063349,0.0119647050446493,0.00739506911934387,0.0116239142603936,0.00559145137368283,0.0090119837742761,0.00708407595717395,0.0192489442813714,0.0110105606358495,0.00437300154421156
"SPEECH_679","1996-10-24","1996-10-01",49.7333333333333,0.0369326328818099,0.0655971405287366,0.0335452764474557,0.0298910827359146,0.0471710620091498,0.0403990797415725,0.0403112630352697,0.0487358078597873,0.0308131073420965,0.0504011100731599,0.0438931412039334,0.044543811661207,0.078768377852177,0.0307754459680619,0.0467477692267987,0.0417438140069417,0.0950399422883571,0.0407771651205572,0.0388468142416083,0.0480049608893057,0.037155615503439,0.0299055793826603,0.0164206880184234,0.0411616358639187,0.017117059846203,0.0162629685542224,0.0261292379645142,0.0188292149683669,0.0250124327411465,0.0155732962952928,0.0150906618855413,0.027510844241494,0.0254558523108278,0.0178685866571039,0.0444606622367487,0.0154592387574643,0.0257396074058893,0.0204634675835412,0.0406823294466719,0.0214298353596915,0.0148634271795729,0.0247138595833287,0.0206175375170051,0.0134189458963531
"SPEECH_550","1996-10-31","1996-10-01",45.2857142857143,0.0437220583595782,0.0513360069867869,0.0388633359318895,0.0305888331413222,0.0409621312113627,0.0432120978903815,0.0345943005554392,0.042057815548719,0.0363351559774091,0.0558834178805595,0.0329244157312726,0.0392673553821324,0.0770350648689977,0.0346299604184062,0.0503654009911583,0.0485346490577891,0.0707735434842661,0.0485126570508865,0.0365743781342777,0.054919984464532,0.0511867959919914,0.0377206409408423,0.0104739866801244,0.0118868413778283,0.0127980131282024,0.0111889189480484,0.0104965042678227,0.0135092500990914,0.00855594000606488,0.00690639345465226,0.0117875859669267,0.00501341264127946,0.0135456020687349,0.0153573009477364,0.0124417270659626,0.0116643559742909,0.0161350289335178,0.0169850384134875,0.0113415651334377,0.0169964890872068,0.0117644469518638,0.0272795965357667,0.0073788060395993,0.0173275211148007
