"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent"
"1993-01-01",291.628834355828,0.045150807176197,0.0238464016342303,0.0580207708064411,0.0292153430705548,0.0431169221117053,0.0418664070692274,0.0217327072663341,0.0533623201955413,0.042277753796223,0.0250383171809104,0.0562160026701844,0.0839393309104011,0.0629531528367105,0.0310451711398594,0.0413538665039801,0.0523038397677139,0.0365729261976635,0.0451545380566066,0.0570126379197614,0.0592802897574883,0.0548894984301134,0.0356509955021527,0.0106763403958207,0.00558059758588458,0.0184291524105984,0.00769298194884007,0.00568470537661879,-0.0043441328363544,0.00416646375473523,0.0214391281719582,-0.00186560138600339,0.00359036597922671,0.0194264243103243,-0.00929575333443477,-0.00294015220551001,0.0151385500786352,-0.00734065195468568,0.00909965763953558,0.00352088564255695,-0.0018212655903672,-0.01007373759545,0.00256909408902145,0.0120267408469824,0.00679919515852053
"1993-04-01",284.365296803653,0.0482294776647286,0.0245643220649809,0.0690981994582522,0.0356921273661709,0.0501963901395566,0.0420998094116871,0.019842822305735,0.0618209550257109,0.0402946147763461,0.0243863704136959,0.0507260215519053,0.0709787641901385,0.0664566823870201,0.028217435474285,0.0393312271430037,0.0501195455487539,0.0360700795664266,0.0422039639708587,0.0597417457968631,0.0521165128672542,0.0524118030648799,0.0354011298117466,-0.00248181848203204,-0.000255441161409787,0.0101234163749512,0.00751874770966107,0.00369781621553266,-0.000872461543780966,0.001849460266331,0.0219770507125501,0.000862694405647436,-0.000922945218692727,0.0111253808501644,-0.0126360319404658,-0.0174778152046763,0.00632647734552118,-0.00447580224038509,-0.00112363860512409,0.00304316503204285,0.00241643236544715,-0.0147345652126543,-8.83427725337552e-05,-1.24421143895946e-05,0.000579980876277338
"1993-07-01",287.547134935305,0.0555018100002303,0.0243348341667461,0.058386243874738,0.0329873102615525,0.0445028375287625,0.0415503098059851,0.0220903725207108,0.052432164872329,0.0429529389955501,0.0243791850454751,0.053543675015454,0.0835011069806707,0.0691406806989789,0.0297312114481652,0.0388494426770295,0.0460440892789218,0.0321505056936664,0.0549095748502643,0.0455420659537658,0.0535585364733345,0.0575138875569257,0.0363972163007435,0.0143697294190487,0.00328533076080981,0.0150500492542197,0.00672134314850722,0.00400782243399602,0.00476940525703416,0.00374331970004412,0.0212024828101569,0.00260594933907082,0.00303457239211623,0.0168510402893258,-0.00535059430228087,-0.00296960583848319,0.0100211106007848,0.00134427890181352,0.00781317976810274,0.00420272621245016,0.00319433692286092,-0.00174823665173239,0.00544129416378293,0.0101277823361175,0.00196586491199791
"1993-10-01",305.452574525745,0.0500415004433971,0.0242561232299183,0.0626974520392517,0.0285821152136965,0.0522203827255723,0.0368846311698222,0.0217523773030323,0.0468188922138401,0.0404854517191191,0.0231859904094966,0.0542762948445371,0.0798870260671393,0.0651520601165279,0.0306005137378006,0.0346609632241748,0.0565274045655447,0.0322591128358779,0.0652892932466736,0.0400796799945989,0.0576959213632796,0.0596922204933202,0.0369545930433793,0.0165832698119424,0.00679656074325466,0.0237534489246029,0.0108071680144453,0.0089955043222147,0.00891847793507215,0.0079843862764149,0.0195327910259042,0.00643021753866494,0.00682419741033222,0.0269220993131902,-0.000461697662527268,0.00825848085599199,0.0192940582266104,0.00422502065805338,0.0168703526588613,0.00803354525981013,0.0124255756525276,0.0011298565805167,0.00832496139688746,0.020192977454184,0.00460798624319415
"1994-01-01",279.795731707317,0.0516962205699724,0.0239451815433992,0.0661770554351038,0.0331782428166387,0.0420174868625296,0.0580697555208126,0.0208866875563349,0.0531111103330946,0.0437341077174991,0.0238478954787993,0.0548935788733124,0.0786795765071026,0.065994075173343,0.0279724831267791,0.0311735588523651,0.0543535842191294,0.0331330564526302,0.0472219071475511,0.0456190300706681,0.0538367918857933,0.0555237600924168,0.0349348537647249,0.0156311327775834,0.00578622913252348,0.0214654361139527,0.0108339703153871,0.00660783831615688,0.0107474124369329,0.00700742714645063,0.0197401346881121,0.00350984392724329,0.00545152584259985,0.0261854684566608,-0.00885256928359175,0.00442568093141239,0.0136989236530954,0.00322330810587557,0.014684584987455,0.00724415346503084,0.00744546693999444,-0.00532505629803952,0.00746668056809687,0.0109676855261473,0.00117943877112768
"1994-04-01",298.204188481675,0.056592192388932,0.0233572572524248,0.0672675559874465,0.0387309248676664,0.0438519457503095,0.062606923825492,0.0214138509376117,0.0664780386768312,0.040739457896544,0.024508782987306,0.0581368722584763,0.0630362051814659,0.0576128125981468,0.0304886616028282,0.0311344392408607,0.0592343932789755,0.0350253058065114,0.0495491589920604,0.0345771002863861,0.0540636609440343,0.0529085245689963,0.0286859346706942,0.0209164674859939,0.00615461582114081,0.0213599615056616,0.0125702788664269,0.0112985843742666,0.014760227116618,0.00836994817808604,0.0213154344557389,0.00626223481038375,0.00744969598295912,0.0344824790214062,-0.00954401419497495,0.00622097588029635,0.0144874352371182,0.00796696686486303,0.0180249700304599,0.00912573126773522,0.0178574077067853,0.0036599073292509,0.0110723909790473,0.019243133631395,0.00466148745309367
"1994-07-01",283.186893203883,0.050357928456622,0.0247325117488732,0.0692697061909899,0.0348602783824144,0.0416254914656783,0.0611772821775877,0.0218728726819043,0.0616206276401258,0.0404035981288944,0.0245735190063224,0.0582450332170384,0.0731057489081785,0.0579514162802355,0.0307177196583456,0.0350605563215293,0.0488493321865279,0.0314394293882232,0.0508197944364191,0.0426192841666211,0.0518603439501184,0.0571997165647425,0.0316378090426081,0.0214847210312756,0.00770091919446397,0.0230998227158229,0.0102467680335472,0.00807687579402964,0.0171124482037659,0.00832446982458726,0.0180370754501239,0.00865244685784927,0.00609693527293236,0.0247097347185861,0.00563219627850202,0.00531654255120768,0.0118104406104948,0.00693714491927035,0.00919562392742647,0.00812994746455551,0.0133880040253925,0.000864050255400849,0.00897305781606845,0.0160822356704464,0.00604095089254553
"1994-10-01",279.700748129676,0.0537518584516822,0.0243414432389558,0.0684938602407201,0.0334445200784702,0.0411646906258864,0.0472453940512809,0.0203413218303736,0.0681435827321165,0.0409232761861383,0.0246703263870951,0.0536410056781456,0.0715674510997515,0.0619772138563106,0.0311084644287042,0.0288895784815112,0.0549318552303978,0.0375284204786851,0.0550985136153076,0.0473445160435919,0.0535829698352451,0.0518192428338128,0.0299904945958176,0.0121057232780251,0.00409563250859641,0.0222357177386501,0.00886425587006238,0.000716350948462766,0.00730542979806818,0.00330882065281038,0.0136960437185307,0.000718975089533602,0.00373730535248858,0.0226035283820628,0.00768521138234979,-0.00416426981846145,0.0124012224582439,0.00449098438312885,0.00730946230948606,0.00300054664921073,0.00832302408681372,-0.00968132070424062,0.00422910482954798,0.0100749188077448,0.00243367158834072
"1995-01-01",292.047619047619,0.048083263299611,0.0227153552390686,0.067943250401178,0.0273185624135728,0.0385634066411979,0.0507136379019493,0.0207813649179595,0.0608493114995693,0.0442571490179404,0.0224136787220905,0.059683814398351,0.0587102459445575,0.0600082809005766,0.0315155274310234,0.0344633399864397,0.0584929275370632,0.0415364916282676,0.056080067011589,0.0499980514687219,0.0577979921282094,0.0529107351662212,0.0351635463448421,0.00676714229241261,0.000998070795363006,0.0203456351412,0.00314928774350745,-0.000647490747775428,0.00761334256423949,0.00142128372980769,0.0100490271021447,-0.00633963123038255,0.00016775013962417,0.010148076253459,-0.00698894485393686,-0.00886892804708628,0.00770341405129042,-8.48328473803713e-05,0.0041330781619489,-0.00792685501353453,-0.0077486902670351,-0.0101600248073582,-0.00642323986024698,0.00244008808097318,-0.00280079639640119
"1995-04-01",299.375,0.0546857231408238,0.0243401687810247,0.0699733753564199,0.0239530534800452,0.0396095864097061,0.0440438332775497,0.0214550952301072,0.0547515543966295,0.0420500500407299,0.0237308531164529,0.0607180983733481,0.0577764586347006,0.0619291650485074,0.0350233770752364,0.0357807108880355,0.0583881420700833,0.0347729565854767,0.057474255200638,0.0577105497033941,0.0533393610735706,0.0592169147299882,0.029276717387532,0.0135802502190532,-0.000677595581976957,0.00409933054662032,0.000291206553161305,-0.00208254137520241,0.00011222755259457,0.000125191297464026,0.00696843547939016,-0.00743669735998896,-0.00388322285955807,0.0166354383392071,-0.0235781108671571,-0.0183692216496427,0.00403772182371916,-0.00132076217615285,0.00354659490055951,-0.00164945614173092,-0.00766295550502924,-0.0193256580955311,-0.00389875791325576,0.00546978704223845,-0.0012452906022576
"1995-07-01",271.666666666667,0.0513079748257632,0.0262844874247381,0.0695091622863481,0.0265632547948433,0.0409955725286879,0.0612538072161197,0.0225635868853001,0.0531119341541752,0.0409248568193085,0.0243760793323123,0.0697411511913178,0.0543419165858893,0.0539782156869635,0.0351811437246575,0.0401713453868348,0.0502578805897952,0.0396073258302641,0.0571962702613344,0.0435266044022322,0.0519142548964063,0.0525463220577315,0.0346468531189768,0.0207532883474532,0.0063319298208713,0.0200585256364423,0.00706087569320679,0.00584466798908221,0.0063991269886071,0.00596724407206199,0.0188565401500401,0.0043399474634474,0.00436007776301007,0.0216535577828878,0.0067483226755154,0.00476358384467999,0.00814500704473146,0.00903214860554798,0.0166815577415247,0.00909299480777605,0.0109508915397101,-0.00297143190898389,0.0111461681793098,0.0154669373957009,0.00418595171597754
"1995-10-01",280.120401337793,0.0510019692879643,0.0239201138165259,0.0673745720230855,0.0289165526212866,0.0458853871647548,0.0438643564885375,0.0231352399176679,0.0583014326067475,0.0414030666872081,0.0239833958094607,0.053811004454611,0.0691789795713168,0.0625854718621568,0.0292953008857905,0.0401503828136019,0.0481884924646113,0.0380732738798677,0.0440231141628254,0.0607338579125149,0.0612485129631631,0.0537788480438936,0.0311466745624082,0.0134127203755824,0.00151034522603321,0.00215997557166516,0.00154843965536154,0.00094473334064749,-0.00450374282634407,1.48722267973652e-05,0.00691857269726957,-0.00365470569520413,-0.000572180238274101,0.00702161156603492,-0.00219770796414271,-0.0128203477930026,0.00281842287882297,-0.00206364835064006,0.00567780267963189,0.000702419466097678,0.00210601229562093,-0.0190634024597299,0.00120601217554135,0.00445824452272798,-0.000840733918368441
"1996-01-01",310.542750929368,0.0534113160273586,0.0238255950538486,0.0623050964030834,0.0289789023220007,0.0430674978901124,0.0437221879938884,0.0210313158148443,0.0514302940789068,0.0406840887343932,0.0246697856610642,0.0587711419181926,0.0825490243466642,0.0572153196206575,0.0321948098005671,0.0402337075168371,0.0530708355504512,0.0337988622855029,0.0432644481149464,0.0535606815650134,0.0543460673692069,0.058393831046759,0.0394751908857011,0.0157172133707121,0.00249931930644618,0.00865654998390326,0.00353413392698754,0.00356754977286176,-0.00142338935950636,0.00260505561386028,0.0138760120640982,0.001698160621801,0.000842786263957406,0.0176980683774389,-0.00584325366482142,-0.00155795091890627,0.00880935696357461,-0.00488191749966184,0.0145245739794388,0.00155599770452192,0.00444172472524505,-0.0047968914506628,0.0034948790857611,0.0146822156937155,-0.000251491465021406
"1996-04-01",262.846473029046,0.0508389262347556,0.0242849817127234,0.0737241855290756,0.0357398841342274,0.0383180197976232,0.0477648551099946,0.0233988587572234,0.0656894817051708,0.0399207216879592,0.0249662566610385,0.0679476447538705,0.0707177774481155,0.0538811873931528,0.0385786371385355,0.036444387996395,0.0544002411883341,0.0344258614866398,0.0462056680979684,0.0427445593193095,0.0465812504103097,0.0480211586951375,0.0354054547424402,0.0127424896041706,0.00803172837522916,0.0312676890026664,0.0116514971873393,0.00930985529990599,0.014162358770302,0.00801072601216496,0.0310725104414869,0.00674338316655899,0.00779795504395982,0.0341901321043521,0.0062589900826467,0.00534630504770753,0.0188412644126359,0.0121157296770419,0.0180365516207017,0.00772763067110289,0.0168850359846696,0.00821310857628279,0.00834687875469304,0.0113664250395589,0.00756107590283147
"1996-07-01",282.194366197183,0.0467470149108543,0.024692233324002,0.0726229431361614,0.0284797736728026,0.0461193317311335,0.061341929881179,0.0236166635581525,0.0491286301699058,0.0393406216567398,0.0261777954165017,0.0642647176534245,0.0754954209919583,0.0548837836261028,0.033934479171658,0.0386988788042385,0.0468702425407575,0.0315971143649086,0.0408652501737322,0.0451377328387415,0.0568854048260439,0.0543093816611101,0.0387906558898918,0.0152192761803317,0.00465141732008089,0.0202452603481545,0.00507427431816073,0.00671661811357577,0.00425718646492312,0.00444916179310926,0.0142691387888325,0.00175692252781377,0.00422918052315106,0.0170965910783403,-0.000433771602032719,0.00123354843371191,0.00918885307615897,0.00295534823104945,0.00774728118450406,0.00502547080744512,0.00883081687611794,-0.00361099160217845,0.00365484605471304,0.0109807301425249,-0.00111451826272778
"1996-10-01",279.335697399527,0.0500160285372446,0.0236261190644725,0.0774257687538377,0.0325094383720981,0.0435356058543097,0.0458120291452376,0.0231985456253705,0.0512781582859301,0.0387673769668372,0.0255272483218562,0.0675259751771593,0.0624902081839307,0.0599342362485886,0.0384494570556651,0.037239822254647,0.0551630807250102,0.0314104833430457,0.0441242278595783,0.0454876654288675,0.0558239082411918,0.0566768927579864,0.0339777237971352,0.0185765741563388,0.00469300748986234,0.0357713818687412,0.00814482958961657,0.0101722120081935,0.00769426114488843,0.00544492533801133,0.019439950804535,0.00526865522271467,0.0060517632417665,0.0270919778932611,-0.00336497217464613,0.00322945751648961,0.015754048250408,0.00436822336684938,0.0233199204334595,0.00341560056619698,0.0091897534413402,0.000334510684431479,0.0075306446212389,0.0169065943210648,0.00688812791997685
"1997-01-01",309.764018691589,0.0604008247138633,0.0233695322539842,0.0671059671320359,0.0299668398321054,0.0453742385721245,0.0494248954617009,0.0220073846677898,0.0512722996313381,0.0412765553070007,0.0262433196427718,0.0602629885198278,0.0674967986509027,0.0611093456514232,0.0318115327943345,0.0311883121614702,0.0480074997532685,0.0295505235198116,0.0397380059092363,0.0499438380226834,0.0647858629257598,0.0583392881912129,0.0413241466853547,0.0253812500836764,0.00621812570072096,0.0230535338328436,0.00901240575024389,0.0119211708877438,0.0106287613054846,0.00658111516760343,0.0224207666923763,0.00371751969385552,0.00653075847153326,0.0314415903851191,-0.00891946745235345,0.00375595187156677,0.0169644902455256,0.00314238583792699,0.011738801301141,0.0065041884315038,0.0073072230044219,0.000716266100397625,0.0123419103055238,0.0121683747013173,0.00897481730904356
"1997-04-01",303.113402061856,0.0551308153282673,0.0236554140801965,0.0672692085317474,0.0292169205053024,0.0471950145147756,0.0498315313051439,0.0205260904199204,0.0564118234778462,0.038237008655812,0.0253099066383046,0.0606310822502543,0.0690816890318328,0.0617953645430106,0.0321628655911016,0.0437851546601015,0.0485882577960296,0.0318801880466344,0.0457614842615001,0.0537751387310327,0.0535324108423555,0.051749337054056,0.0344732937347745,0.0231388108685906,0.00652602361315102,0.0325177452599338,0.00742538620563037,0.0160172182972934,0.0124022414781644,0.0073020745399053,0.0243757237880526,0.00870012619148469,0.00722447211826388,0.0277618388639915,-0.00146541031024816,0.00235808417854326,0.0175269311410671,0.00753469245904207,0.0201979299922164,0.0119410533153294,0.0155687894183946,0.00408335980039153,0.0121461138402153,0.0175288443662929,0.00989225788612189
"1997-07-01",301.314754098361,0.0507280466135005,0.0235282828895323,0.0758103805687549,0.0317525805827293,0.0420870592425764,0.0515025541432234,0.0236366838765166,0.0572378374321893,0.044372633218405,0.025752205903546,0.0707041299368989,0.0577165803991096,0.0536690619725472,0.0359294937887404,0.0362330359482497,0.0502313945982343,0.0348702153737919,0.0487901187278011,0.0391254070102409,0.0546755753762994,0.0527493855635154,0.0388973368335974,0.0184671367272126,0.00590038090404653,0.0242701038719825,0.0113316793452057,0.0121280948951723,0.0121078432982927,0.00648303091822735,0.0267668095726339,0.00614046515791155,0.00645045213681754,0.0321602097534774,0.000903048437442423,-0.00854393888972303,0.0158087425944498,0.00467128757917903,0.0115506238168105,0.00241192583046656,0.00119671562997975,0.00351699857344896,0.0104936549111804,0.0139971271710928,0.00817148201344177
"1997-10-01",304.211240310078,0.0488536291341435,0.022819122016775,0.0625669500123772,0.0269588512534579,0.0404738524283964,0.0430751583005628,0.0205410777282818,0.0512631530360488,0.0499926991004642,0.0258395172332448,0.0527109996332915,0.0709752910995794,0.057501761752549,0.0302300414548167,0.0406903453249652,0.046677390026002,0.0448311542674902,0.0802937005222816,0.0406484737424311,0.0548563976533335,0.0551879581268849,0.0330124761526227,0.0100155620286398,-0.00264668680447232,-0.00163196669995472,0.000801915596445929,0.00489416749753501,-0.00536175889701469,0.000138273938796572,0.00741890378501179,-0.0132771441960199,-0.00227408257948858,0.00890250750358803,-0.0191871440779354,-0.0125486595581229,0.00793828536831205,-0.0114079731492871,0.0030845309727141,-0.0108754236430837,-0.0324193151646804,-0.00743152635352577,-0.00489568512118379,0.00580230195415342,-0.000949686891262701
"1998-01-01",318.860169491525,0.0557866741884529,0.0241078756066592,0.0539258289692655,0.0304590546091875,0.0438732849729555,0.04154541967776,0.0216619847470031,0.0459367610065883,0.0491572876975149,0.0256830732824545,0.0544412271103429,0.0708478376281909,0.0604853737840006,0.0321964550013112,0.0380839939816633,0.0489868256392203,0.0418079946858703,0.0666050492555555,0.0491917592380886,0.0555018072901887,0.0570422658065454,0.0326721658211808,0.018512935279547,0.0014560876983039,0.0133434740146017,0.00362107895611026,0.00547611509668247,5.35595209344817e-05,0.00372026478606732,0.00855919957188286,-0.00460657533587611,0.0022997073900003,0.0205888927981912,-0.0055800550168329,-0.0066567898451101,0.0132876169614286,-0.00538484940066677,0.00992306763561939,-0.0049325084840089,-0.0160354626247742,-0.00135098316520154,0.00117324609171081,0.0070829331469207,0.00389693229199875
"1998-04-01",292.219827586207,0.0495869146716105,0.023614102619891,0.0560777811197559,0.0291484943014529,0.0448572310243392,0.0386109188258294,0.0206657460534651,0.0444879338102444,0.0470524831128111,0.0257607724255172,0.0555694962638174,0.0830114992548016,0.063230397051537,0.0304543260748172,0.043128877750581,0.0567795488630559,0.0387080418864088,0.0644627486568918,0.0406045894725377,0.0576501040518755,0.0562752149125343,0.0302627777962252,0.00782760213018355,-0.00345709600993169,-0.00208794911025637,-0.00249704088032197,-0.000409438826595289,-0.00662385697589198,-0.00168475111186658,0.00168004761392959,-0.0114764519550356,-0.0032108760932023,0.00881843066364985,-0.021912326854082,-0.0162436182829559,0.00239683704295068,-0.0139770607537411,-0.000753748014244385,-0.00760336361912151,-0.020932813210886,-0.00792592815075323,-0.00209217026585561,0.00386076183403906,-0.00536764113822393
"1998-07-01",299.062626262626,0.045136753110296,0.0239398563257652,0.0577271059408135,0.0266000125531436,0.0375501171085345,0.046703308144398,0.021246482621672,0.0524418366922383,0.0551673858270227,0.0249165345921111,0.0503012454768556,0.0826680503103623,0.0558439897391791,0.0322428402637912,0.044614174319616,0.0478303526174066,0.0456268229244424,0.0695097117077302,0.0394303965916111,0.0569754308624354,0.0519599725579293,0.031567619712646,0.00826295575490968,-0.00578514568453222,-0.0157995070435963,-0.00520465745134769,-0.00112047388790998,-0.0207595413441528,-0.00479214979244934,-0.00741161086642004,-0.0227163923920705,-0.00712438311717415,-0.00051903891598146,-0.0356856797647922,-0.0203434193850439,-0.000286131356500819,-0.0214905349498182,-0.00561621749661842,-0.0216055814603707,-0.0361565163696923,-0.011846937595674,-0.0118446070784464,-8.56402723755357e-05,-0.00445894700067632
"1998-10-01",286.085889570552,0.0484560051015513,0.0249842257248697,0.0600307543913909,0.0266129393826023,0.0388875060565203,0.0461448349730909,0.0223170094943117,0.0488112541527245,0.0549809009310857,0.0267886626272794,0.0533680981086738,0.0765025986756282,0.0543862578455623,0.0299319379943333,0.0479157497562267,0.0519576884759557,0.0438944222821484,0.0603168079351392,0.0520902032088242,0.0536476872212621,0.0483878553990143,0.029586600261805,0.00864676499276181,-0.00470124273539998,0.001756104798772,-0.00354582236810224,0.00157308008485278,-0.0183891209583157,-0.00394667886953695,-0.00339090463490121,-0.0157079005286191,-0.00550177309044114,0.00344761162090586,-0.0264430622623498,-0.0161752419116649,-1.07647740587615e-05,-0.0147803571080479,-0.001272192523435,-0.0142004024948483,-0.0240641472821117,-0.0157342106813764,-0.00705955910854802,-0.00137149545743028,-0.00183676920503306
"1999-01-01",323.265010351967,0.0494051791232005,0.0225732540542552,0.060883087982742,0.029485619153509,0.0432055791018127,0.0410713284844289,0.0215365480431977,0.0482906921170584,0.0531037070123309,0.023854040029141,0.0535432143320658,0.0676056323929358,0.0532237623732742,0.0312212607579981,0.0389906934021514,0.0581075919687161,0.0413257569907539,0.0651978068399472,0.0539102683749264,0.0583542362766266,0.0538953032591874,0.031215437929741,0.0142934052410515,-0.000499669986870525,0.00979234426220086,0.00160167980779937,0.00640674178397623,-0.0015781477741894,-0.000147614845760113,0.00427265571238458,-0.00837726845219965,-0.00021873537423103,0.0106524504830534,-0.0142702337692268,-0.0066800602089224,0.00876776270969072,-0.00637880059195643,0.00648530414384588,-0.00652480080920279,-0.0139720029545348,-0.00410435298032883,0.000436661688831301,0.00864978156810607,0.00201426457128309
