"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0332256239957762,0.10803145860724,0.0276237827845808,0.0237482777177878,0.0264375223164937,0.0339846455871337,0.11548900474891,0.0673152537717061,0.0301253412203781,0.0360029169620138,0.0348350028985981,0.119287731453619,0.0201942689960951,0.0272696636070183,0.0239295291870481,0.0360842883507837,0.0232201464899276,0.026038450946061,0.0290067744454003,0.0370147375677052,0.0217420774663947,0.031583172433909,0.0244464350305949,0.021640546425477,0.0217233469893474,0.0127492193603517,0.0395506370134346,0.00427134487872554,0.00130063938612265,0.00144141082974918,0.0109113424497051,0.00585854144355897,0.00332689244928197,-0.00375170594807814,0.00386091521575498,0.00623558344493521,0.0450589318157403,0.00280097936470066,0.00148403869536388,0.00500262065722964,-0.00342360863378747,0.00305866391832867,0.00234154503468006,2.41168049485822e-05,-0.00669711907082342,0.00408246345672717,-0.00400426003324902,-2.84522230290891e-05,0.00227599977120995,0.00398464524664584
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0395367063895349,0.116600376828278,0.0301685953781556,0.0254112272096979,0.0241829543481962,0.0368783706062255,0.118620683955638,0.0666278759739583,0.0302227935676286,0.0259511202562081,0.0371840964440069,0.099736610984659,0.0230737204196446,0.0238057311394584,0.0239732841268807,0.0336777559355303,0.0227112717168555,0.032829271916978,0.0302456784674873,0.0412951555535577,0.0211682753068309,0.025952307360873,0.0237530489091631,0.0216726445923924,0.0247204426121611,0.0108849403068871,0.0495387393039407,0.00531636463510912,-0.000147027964287236,0.00273958737292157,0.0132932985380458,-0.0136625919212692,0.020283148066703,-0.000478459918072364,0.00476083488815031,0.00952086542853543,0.0286236770126332,0.00254745664038236,0.00486979127700385,0.00430784533471981,-0.00264986493030938,0.00270172532464568,0.0016804343741028,0.00268615461932532,-0.0131705917952086,0.00320983862253539,-0.00035787310359409,0.00283147360747137,0.00518813017033046,0.00463367022287972
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0338814577432597,0.121899725950135,0.0308209970024903,0.0246412481611703,0.0246654165711215,0.0262599408826775,0.107207253615515,0.067506697468142,0.0281464976154308,0.0319524147647571,0.037199866414648,0.112017404056538,0.0247195013459227,0.0257151625001967,0.0259794041839174,0.0244834627818581,0.0246742448691207,0.0307536183610308,0.0342806455404357,0.0426322266020207,0.0251774402949301,0.0253880165898574,0.0246356817181403,0.0220510877080752,0.023310587258608,0.00370942975209532,0.0551899025923367,0.000969238026588561,0.000241282697595901,0.00359382392822841,0.00580478369605796,-0.0315763545504852,-0.00988542094015699,-0.000752462073974795,0.00614175270839224,0.00469914998355591,0.0394482623693794,0.00196278352181676,0.000988744579608641,0.00718756589678665,0.00202267986953314,0.00287688284137323,-0.00195285304550374,-0.00235096467713141,-0.0125723627011541,-0.000732117887523595,-0.000523907710081395,0.00193222159055944,0.00310524643565022,0.00113365230596377
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0315827299742934,0.123094137939119,0.0293713399841299,0.0254856860432935,0.0268491923448209,0.0293994055451562,0.112742073572878,0.0738425660372843,0.031390143726641,0.0371773468391378,0.031511979320748,0.114201319677725,0.0223613906440002,0.0251616519256817,0.0241469499095905,0.0290809054145771,0.0219480260476505,0.0268349342393732,0.0311151405754576,0.0334654421949634,0.0230712305881139,0.0319337193229221,0.0225313791726829,0.0212150712068133,0.0204862377529457,0.0066247750079262,0.0487855683804332,0.00288616139403343,0.0051390437687242,0.00721839313962738,0.0107691932167809,0.0200789684885207,0.0110985574688177,0.00176222614038539,0.00431913895952571,0.00788069567487649,0.0294524702622703,0.0038887713009073,0.00301836539310077,0.00475818227554594,0.00554907474448844,0.00143369626186673,0.000975110940703269,0.00261872181893248,0.00153738023744095,0.00372678489755828,0.00725984258922223,0.00616952331504591,0.00197907537771408,0.00417121640212451
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0438857246412581,0.118959956350169,0.0337609080937639,0.0261540162792523,0.024600497935312,0.0316351480563012,0.0899464643296567,0.0634413034467999,0.0279537709735947,0.0310379540985963,0.0335287664818437,0.113589104189733,0.020787427651365,0.0239731374782443,0.0253618803138137,0.0257351327018158,0.0261197791259404,0.0370317926274119,0.029025488377389,0.0445912590642645,0.02322591312024,0.0310774280382195,0.0245157807363992,0.0241172919137002,0.0259440739749158,0.0184452958613012,0.0670578392933044,0.00644063409773078,0.00477760840769654,0.00908916783396943,0.0171538352190295,0.00744565665566443,0.00941648116733873,0.0052273334291928,0.00231980429204039,0.00214869809863996,0.0183105536810418,0.00573304588174605,0.00344790029224106,0.0108029377266673,0.00822255019095207,0.00427365862457612,0.00526090133416941,0.00646707039650698,-0.00326091653064282,0.00418039604462996,0.00477576803007689,0.00595112785859386,0.0075809829040463,0.00186099768171853
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.040960984331882,0.111035815816318,0.0294197752588034,0.0235502026862232,0.0275695235816214,0.0326917849402412,0.11051860874895,0.0667212028344884,0.0315153528786315,0.0324442599416241,0.0339569523305874,0.10822717673083,0.0212400693344276,0.0258301693512222,0.0249782099089993,0.0286134815256824,0.0207087558873098,0.0328898691824567,0.0289740168222451,0.0359432597379276,0.0237522893875618,0.0327460952802922,0.0282678293109863,0.0229518465194474,0.0244924676712419,0.0137617778988857,0.0583865360378816,0.00404285393401874,0.00183304393515284,-0.000951830846561917,0.00474407250251021,-0.00157164797047959,0.000757788644304903,0.00678232998262516,0.00190595445475028,0.00282803069498245,0.00432574043188922,0.00383416888069849,0.00238335456612562,0.00482659971816179,0.00651331119482753,2.11027982299251e-05,-0.00185563563165243,0.00145133356689804,-0.00866429650312639,0.000167281469455627,0.00689794332039892,0.00014987647956804,0.00316154039549911,-0.00232853636729823
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0389668587479516,0.108706321714143,0.0299720607346966,0.0244772917303223,0.0248717294898664,0.0305403072186801,0.105735882001036,0.0665556418422406,0.0297446068772578,0.0335127694449844,0.0360224265308245,0.112183780541576,0.0223326246964529,0.0203279446692895,0.0304393148308322,0.0283596581320394,0.0249410990982479,0.0310257683095868,0.0357349986845702,0.0395591104694082,0.0235247737620618,0.0256071764697418,0.0279795302492357,0.024027264002295,0.0248510597526592,0.0323347354243969,0.0802807875090267,0.0172273539534676,0.0124821966993144,0.0139492130294937,0.0262836745260576,0.0355203547940156,0.0481724646758857,0.0132538705256998,0.0222448839532861,0.0199815290229605,0.0609888704602393,0.0144911393083488,0.0127164163542348,0.0245450680385332,0.0180488723084825,0.0135670510624004,0.0228235379050695,0.0148860568263466,0.0139897795979271,0.0133923641863375,0.0114735868490842,0.0186674648181424,0.0144751926668541,0.0153041050346429
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0389437867900759,0.118700995547417,0.03089046992002,0.0273576561082324,0.024051830220729,0.0304671155470183,0.113141577938504,0.07183818108382,0.0284691011209437,0.0301858290623371,0.032773565450946,0.100565808835759,0.0230741429798762,0.0229699445478284,0.0253863457572225,0.0268762754297983,0.024433211186027,0.0286121592865556,0.0340595695064525,0.0424635724065757,0.0224551232113272,0.0288249008784652,0.024292697565253,0.0226271830986935,0.0265389565201215,0.0381925246542625,0.0503442253709775,0.0153140895154526,0.0126060190441305,0.0132331044615347,0.0217565591898464,0.0474682844310231,0.0476959491386632,0.0152272180642747,0.0182995680498602,0.0228569302937914,0.0841256469693835,0.0136867941715883,0.0083515554881638,0.0158612053290069,0.0159558517020897,0.0149635097940871,0.0131012780387134,0.0122269908543756,0.0147120748337349,0.0117149849531863,0.0145280020939861,0.0133465818777444,0.0142700422612358,0.0147571066737322
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0397209555424682,0.122628665908356,0.0281147617135292,0.026495653378673,0.0294053700713205,0.0351505288589526,0.108471921956356,0.0616106937022135,0.0251536211186884,0.0367755656678107,0.0365458767390605,0.11008601999248,0.0206292449778859,0.0255122406785763,0.027032003109319,0.0261892563615296,0.0234776708842234,0.025510159222529,0.0318372444020006,0.0361736194356753,0.0226145265755638,0.0262410942053108,0.0240976974857055,0.0250969468993788,0.0254286611123939,0.0225677202809358,0.0881497584002923,0.0154432591690449,0.0128152043422572,0.0189831442089195,0.0302351512292308,0.0302976990646982,0.0304366710944348,0.0163014761991612,0.0184754887715103,0.0192677802940241,0.0748234424631362,0.0118774215988092,0.0182634915019005,0.0175050191081686,0.0139992750797735,0.0133416388234743,0.0127366527511533,0.0169491513819479,0.0118395689245415,0.0133529996694704,0.0142120968981096,0.0118212601839489,0.0156585940483354,0.0122372179379736
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0469675044336477,0.121312945984202,0.032088481966568,0.0219161832365006,0.0287574469235272,0.0311175514048097,0.112932555192878,0.0640631672576425,0.022067777305351,0.0287991361741503,0.0343936656074891,0.0935105144988434,0.0227985422262905,0.0313981134402213,0.0240264974617049,0.0268056133296206,0.0227751039099189,0.0331321335310993,0.0333216090937498,0.0436192299830506,0.0231481073578789,0.0303654025070768,0.0246333287453648,0.0218126750358431,0.0242367133925716,0.0142478438724872,0.058475378699596,-0.00025507761373248,0.00340517841632612,0.00717179412967654,-0.00209298164051637,0.00737708512480246,0.00963120344689608,0.00265316664778174,0.00209955610436154,-0.00202677773390864,-0.0049187316330498,0.00404409745485961,0.00656761084484832,0.00615367430865423,0.000163808865098724,0.00349708182372722,3.66507260520434e-05,0.00235219706344501,-0.00313160060969744,0.00331330329491417,-0.00685191586818709,0.00371935823470011,0.00398555691931913,0.00432390435305311
