"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent"
"SPEECH_679","1996-10-24","1996-10-01",49.7333333333333,0.0706862022495986,0.0241017983101349,0.0443868614019597,0.0214911443909444,0.026550349921586,0.0262389591577421,0.0252256408686821,0.0273676245574546,0.0231470565645735,0.0250382373590758,0.0206718255950804,0.0245420387517454,0.0222454304062762,0.0227260491945626,0.0263322678921635,0.0192376542030272,0.0548155952354632,0.0218722968272882,0.0272559498113022,0.0193393396009904,0.0197113293880939,0.0410869388605291,0.0214225560827119,0.0203438427892751,0.0284806047897051,0.0325853446191046,0.0663019824605833,0.0226584008212237,0.0192337932619494,0.0716974774046487,0.0365156667345419,0.0272064700587774,0.0194832704292047,0.0343244324953267,0.0107545935639235,0.0199733865822907,0.0101148934065039,0.00796693995044492,0.015845526506186,0.0107933979781055,0.0155723438799701,0.0120895328802774,0.0120815918933124,0.0122040870277464,0.0142549158904088,0.0132531203444166,0.012140547055462,0.0120965573934081,0.00978125454647607,0.0386591552476324,0.0128104514305407,0.0125459661902871,0.00914947295920567,0.0108606323893027,0.00714953978244561,0.0125741275394485,0.00826768675009134,0.0171682388864162,0.0132970332586739,0.0371670951100055,0.00890564360596812,0.0105078364224828,0.0362106252903915,0.0211488276216654,0.0148425831432295,0.00976935329127542
"SPEECH_550","1996-10-31","1996-10-01",45.2857142857143,0.060504199043983,0.029552514060542,0.037180956178795,0.0257849841931915,0.0260495419696455,0.0275178481035941,0.0271516701389063,0.0236937386950295,0.0276540825392853,0.0311965647476437,0.0218843266834297,0.0213506225263432,0.0308806489288948,0.021509428741984,0.02396928361394,0.0234330560801691,0.044440823805906,0.028856496307351,0.0286294076225104,0.0231126952535469,0.0204876736753868,0.0350748830016217,0.0266672927173749,0.0229640901493933,0.0297376425070521,0.0321203384053065,0.0453156162880753,0.0240108622787222,0.0279318415778442,0.0532669855214649,0.0452880625852789,0.0279063295074366,0.0248754925503516,0.0165751478412351,0.00992500417021399,0.00995673659805538,0.00900854433776612,0.012896898595344,0.00613286562575268,0.0107469289996732,0.00693825335612022,0.00842227718214557,0.00846511768522083,0.0067292024994395,0.00564404664665729,0.00671885541777014,0.00655802927702709,0.00721857601739281,0.00644408460589146,0.00520402044311795,0.00860918120926606,0.0104472296635541,0.00663715306338713,0.00933929945942932,0.00380429529982573,0.00993946667604101,0.0081006216793578,0.00549134694106699,0.00397286973894173,0.0236868981155393,0.00723961878876365,0.00743816340483125,0.0107103194014669,0.00228406095220767,0.00816286856475505,0.0113863425791891
"SPEECH_373","1996-11-18","1996-10-01",56.1372549019608,0.0544370212048975,0.0309379466183542,0.0403290233267754,0.0198519057731865,0.0253916420435525,0.0291035797125154,0.0215087948708265,0.0202394392983744,0.0253020751437305,0.0258963777210271,0.0204549794448622,0.0250059670690022,0.0210105928483568,0.0200025277152394,0.0235964704688178,0.0249153286292809,0.0299554920972596,0.0195080692182753,0.0267527691591535,0.0204906477449905,0.0178584262304421,0.0452139568854745,0.023070900877063,0.024420220185872,0.0277456805590416,0.0444238144075924,0.0743314254235242,0.0249567603338706,0.021114319315996,0.0976652451992049,0.0269755912134008,0.0257200289564044,0.0218129803036355,-0.0108875946111953,-0.0111488158939816,-0.00806045388544177,-0.00445275666676957,-0.0051257288373349,-0.00587187913979273,-0.00388961791669462,-0.00253698327010238,-0.00503803949465455,-8.03450788794324e-05,-0.00209238188825888,-0.00512281389081365,-0.00348664378142591,-0.00290112030447358,-0.0013340618519323,-0.00416413525859225,-0.00332101644874221,-0.0038323011666243,-0.00321224092095663,-0.00271954288376568,-0.00286965061657479,-0.00175000351272367,-0.0066143804152005,-0.00227360248738424,-0.00593776374019268,-0.0141382890628086,-0.00993222593445253,-0.00453070744932686,-0.00371502238869655,-0.0253291386767885,-0.00385952122647338,-0.00342927903209766,-0.00336320988125588
"SPEECH_644","1996-11-21","1996-10-01",53.4489795918367,0.0596793074549423,0.0280393169164268,0.0298580272152214,0.0221944122371682,0.0230569465623033,0.0234042260344485,0.023587369718606,0.0207303022606416,0.0230093275988126,0.0217670910370495,0.021352191420814,0.0310941976970324,0.0264666969590424,0.0276600287831698,0.0235810940820046,0.0302451346549173,0.0261485319380795,0.0227026788945609,0.0222585101804537,0.0203382102383333,0.0212938271509149,0.0442695535281486,0.0193416780507043,0.0205928306252569,0.0280388407427651,0.0335606447219657,0.0666049328279796,0.0205968379014988,0.0248088067588287,0.116431999973213,0.0221000223247544,0.0341322816060571,0.0210541419038855,-0.00973334168136968,0.00235152698772043,-0.00116426461459799,-1.8344178386081e-05,-0.00333582847953395,0.000500453291501815,0.00266635890043489,-0.000308298705412646,0.00224724322151626,0.0016608140240643,0.00180920611844765,-0.00289643299791777,-0.000736927538807247,-0.00128356612645098,0.00085722522433845,0.00172952672176517,0.00324257202669094,-0.000121338552928282,0.00397332784783012,0.00121031647660272,0.00155163934048286,-0.000802613580985347,2.30600472066918e-05,0.000255820995207282,0.00468845387300269,0.00112326999344105,0.0127569799284334,-0.000268462570184681,0.00293579743497317,-0.000802272912782217,0.000447865623047382,0.00448848114720199,0.00166611064817075
"SPEECH_688","1996-11-25","1996-10-01",41.4285714285714,0.0905831588008924,0.0274941808935871,0.0355253851717845,0.0229482455359764,0.02471160543285,0.0331185763567283,0.0251909690077178,0.0200809046493812,0.0266443621657828,0.0215739510330149,0.0220443611841332,0.0256118049930144,0.0238605538039696,0.0249927354139011,0.0277203795536938,0.0272126252299561,0.0311129719880237,0.0194718147194521,0.0249464676844041,0.0219380896034061,0.0203380504407397,0.0315690303452078,0.0243307214949045,0.0220591583439532,0.0257854200343461,0.034978723112387,0.069973566888439,0.0220067748164443,0.0202348822390355,0.0623876425146354,0.0387711051137718,0.0295738559272014,0.0212079255072646,0.0497777538858784,0.0105999916486084,0.0247248979063677,0.0135801136280503,0.014309992334478,0.0164575274133068,0.0155169986345229,0.0116971457708545,0.0113753283546968,0.0123283474048694,0.0110671583950872,0.0152300693913564,0.0117440123827598,0.0111815700043367,0.0159324466295904,0.0170190456538937,0.0149298497095718,0.0106639787418469,0.0148859747559445,0.0123739071849322,0.0131899535915458,0.0193391433852846,0.0119023817196674,0.0130804511881445,0.0135924475875054,0.0165804988767686,0.0478142314308088,0.0118754102370598,0.0103455483998302,0.0313785577575512,0.0231274974603084,0.0190398694723073,0.013867898721514
"SPEECH_544","1996-12-03","1996-10-01",45.0666666666667,0.0617784944548989,0.0323517463699486,0.0373299757643509,0.0225140031643907,0.0277464355080266,0.0366969996043712,0.0207312746596909,0.022756510024895,0.0254946008721765,0.0297830213965173,0.0202501959365347,0.0225172314003154,0.0305662340205879,0.0207354423667003,0.024576433846812,0.0227042297495741,0.0351512907609607,0.0227466744908445,0.0236354860415149,0.0253593269347348,0.0199381914658414,0.0472226779701774,0.0201470225719885,0.0240783613435626,0.0454900842743701,0.0367604030687023,0.0559753209793918,0.0210771630850258,0.0220603218914387,0.0549632449215583,0.0324319574849853,0.0272075932339141,0.0272220503411977,0.0125179028160885,-0.00241993316514637,0.00619719414582135,0.00474703211861893,0.00229362857865938,0.00744072424384708,0.00432517456672009,0.00399240915618657,0.00350575956872372,0.00611588462634876,0.0010425002169973,0.00372756998841673,0.00575745026029935,0.003998244922407,0.00504763335702386,0.00271193447542506,0.00340510466186144,0.000774591643390503,0.00573065545782195,0.00347970914723503,0.0037516766098463,0.00493165215995828,0.00201464280765824,0.00289045583193254,-0.00184603588805275,0.00616271733025218,0.00551269314055363,0.00386140123180518,0.00588461042749442,-0.0128413068485492,0.00544063442084642,0.00344210777573919,0.00687784971048216
"SPEECH_380","1996-12-05","1996-10-01",36.4814814814815,0.0343219474656376,0.031070957010238,0.0464385007533465,0.0225757625478403,0.0395767706396381,0.0280483249568017,0.0261095063661379,0.0206305151734367,0.0403707217943673,0.0269844470289662,0.0247714685861849,0.027696625038046,0.0248499470589702,0.0257722787077759,0.0332073820453765,0.0251602229444172,0.0401509331086513,0.0256622077487826,0.0260202073005231,0.0246637585644263,0.0335339713354681,0.0281538817905704,0.0242107649699685,0.0278189922510889,0.0228867190159026,0.0382405801306834,0.060178381302936,0.0252398583916809,0.0240281343990305,0.0424688661105214,0.0315209871822409,0.0216980119221463,0.0259383663581978,-0.00320236860098284,-0.00144616968950183,-0.00130752743386804,-0.00258129720558153,-0.0116459835518201,-0.00725011777891273,-8.85126524280636e-05,-0.000624124280636825,-0.00800678943612274,-0.00111626704650108,-0.002872490956957,-0.0019761204750659,-0.00245277806285033,-0.00329089124736365,-0.00797247554779399,-0.00110026809950721,-0.00481500034014598,-0.00354257147293574,-0.00552027050004325,-0.000609061640975042,-0.000440817234335641,-0.0017877072430046,-0.00441265484364355,0.000763956304160002,-0.000441258652842478,-0.00930895922622185,-0.00758710809011003,-0.0011600235529184,-0.00312810418497671,-0.0141075874143441,-0.000488764033722732,-0.00102095322278579,-0.00474811987289079
"SPEECH_441","1996-12-06","1996-10-01",54.52,0.0362952339472256,0.0307159900579267,0.0252841290314248,0.0196820493154982,0.022988008683824,0.0300329437952476,0.0221296109190411,0.0224696489492903,0.0252903775823771,0.0208869077019878,0.0291047715267256,0.0783717198977004,0.0199254676782781,0.0263162499954039,0.0240855619229053,0.0328171982602129,0.0531330502269072,0.0229299437192007,0.0213819458412334,0.017588267887981,0.0259418258695114,0.0579912431324312,0.021579331671876,0.025590996701878,0.0267170228707401,0.0409774043142845,0.0450789264360183,0.0515485924434768,0.0231748663171565,0.0257985980984018,0.0228665453486177,0.018928071862292,0.0323774979929239,-0.000684194725690741,-9.97724985546895e-05,0.00114749140849796,0.000800209914231946,-0.000358749982827954,0.00219579914429856,4.82085049434599e-05,0.00112852763411463,0.0029469638923497,0.00182537555554661,0.000777879535465837,-0.000790257553457372,0.00162790459740255,0.0024091723814181,0.00120812102201217,0.00708208882377924,0.00411499935871248,0.00125406484287352,-0.00163949682548735,0.000438640068245157,-0.000432436160686899,0.0029054280017163,-0.000795383554977917,0.00457041314639911,-0.000830228849032209,0.000192583766005251,-0.000749674561694745,0.00683220002695518,0.000171275682753782,0.0030053083693516,-0.000219355711012941,0.00142763389225757,0.00315902862075891
"SPEECH_703","1996-12-19","1996-10-01",58.0967741935484,0.0663565352320221,0.0356077347241135,0.0310342641565555,0.0203544416046272,0.022463391794016,0.0325061580549717,0.0216588810832464,0.0216782221862795,0.0280027925609318,0.0242557828638076,0.0222270572993027,0.0312089722983499,0.024251362108748,0.0241685737008221,0.0233834517388198,0.0243612950836948,0.0290743651824974,0.0186991133171839,0.0194714438523305,0.0220320553914671,0.0182480409196581,0.0479218744279054,0.0220495146443735,0.017812405073102,0.034465507074841,0.028271405021927,0.0690271110976372,0.0254392137411446,0.0221182405577819,0.100908773225185,0.0248944549325763,0.0238318165552328,0.022215748494848,-0.0095994992398195,-0.00459031891945107,-0.00100104187815956,-0.000619494761363065,-0.0049252687333493,0.000765389405560214,0.000653949847485881,-0.00127656916422418,-0.00517357770654715,0.0031974416420469,0.00248586786582501,0.00592302524950952,-0.000433685217024685,0.000856678063101064,-0.00130523140714032,0.00194932822823553,0.00378657431939366,-9.50594637745678e-05,0.000296950924508385,-0.00451547992965904,0.000623962452994529,0.000291496701778738,-0.00218072494492706,0.000518309516928435,0.00417292260242663,9.67420433463261e-05,-0.00157944162689182,-0.00410906109651821,-0.000119940884067522,-0.0056436983585048,0.000205523988131569,0.00182292705678607,-0.0018300205270644
"SPEECH_640","1997-01-05","1997-01-01",48.7941176470588,0.0411724288397851,0.0247186179475038,0.0767885188416266,0.0233912159703159,0.0233104942768411,0.0550803911294096,0.0236142288508854,0.0238669785778013,0.0375433692261301,0.0215445567600498,0.0199611732742163,0.0246198089768345,0.0198044383225236,0.0238534852275497,0.0283042308806145,0.0258970278108271,0.0232487433080648,0.0242038211861457,0.0204891469341717,0.0191753797316624,0.0259136479217465,0.0218127465038858,0.0235670987125305,0.022995444728758,0.0230002977712492,0.0314646866683668,0.12399743455728,0.0280898124057909,0.0210323483056984,0.0215236924528314,0.0328040178050549,0.0219643735477043,0.0212463425461447,0.0105258240858291,0.000754129916957422,0.0106622391415416,-7.09655600976853e-05,0.00268666917162462,0.00699711823771187,0.00376085232444104,0.00135531734926574,0.00962488569863928,0.00392245839403229,0.00125161694435558,0.00271824561941068,0.00195931526164463,0.00215612131060674,0.00521440103153221,0.00504456174219252,0.00400984517875346,0.00268257591658275,0.00329858844630076,0.00202058009248923,0.00433155449124106,0.0043990860101269,0.00223099123629554,0.00321606095343694,0.00301780754230824,0.0027969730991735,0.021341962088223,0.0037568495454874,0.00262942855968269,0.00301809015358461,0.00475067432065349,0.00299201841063473,0.00546909247409711
"SPEECH_379","1997-01-14","1997-01-01",50.6041666666667,0.04265990761659,0.0313567502686216,0.0386931008576513,0.02010550686613,0.0312623877224246,0.0292246826275598,0.0230481342676908,0.0200590333558815,0.025818384557369,0.0237278421909162,0.0218056313846675,0.0234482233470327,0.0235832623791568,0.0227167058923916,0.0226184601229584,0.0227091391886682,0.0302253093231125,0.0231898886332195,0.0311030592369706,0.0202545781137704,0.0288980053196215,0.0364056490545973,0.0334106868825667,0.0235908945644906,0.0268327699310873,0.0424808021232331,0.0747810876752958,0.0221447996006587,0.0237458376960615,0.0897322483478063,0.023470798023066,0.0228001648028233,0.0240962680259088,-0.00642813677271994,-0.00824854189932306,-0.00225210539350868,-0.00206895794709893,-0.00332974217457108,0.000557595915126131,-0.00142447814466785,-0.000944205780585916,-0.00288801491627103,-0.00118417669757001,-0.00255046062995989,-0.00213323389901605,-0.00144373399645385,0.000297220039287502,-0.00262683004529558,-0.00132551340656,-0.00414612938330809,0.000712570991938305,0.00241932905573484,-0.0018949687828929,-0.00246844349083515,-0.00150832359282166,0.00141702654493317,0.000108492697339118,-0.000525478192373183,-0.0054162254412804,-0.00120798772903336,-0.00114634647355989,0.00124943269936556,-0.0191844935749164,-0.000139230866935633,-0.00122865333406677,-0.00346022996939389
