"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0498629836710669,0.0297697397786779,0.038705223370999,0.018616809096824,0.0254222642990661,0.0299652959646542,0.0238492787344509,0.0216560430176501,0.0272368329988017,0.0270638562470603,0.0209827194403868,0.0262478447269669,0.0221055879031548,0.0194415359607733,0.0292275782513739,0.0225679700235005,0.0296319271947474,0.0211584353682422,0.0297961773722122,0.0188771700275301,0.0209551686765228,0.0390384973141808,0.0241878990692387,0.0239508079739604,0.0312622352184621,0.0391657414429221,0.072406683106019,0.0231560060150472,0.0217048243558191,0.0930991488197061,0.0313878554424723,0.026154266622663,0.0213455924948472,-0.00257692422890868,-0.00653914929352902,-0.00670820262053011,-0.000376746517138648,-0.00487699738013117,-0.0040102184376406,-0.000633020405311993,7.65155789875703e-05,0.00107433552795037,0.000533690330546386,-0.00143937115666494,-0.00490110804469213,0.00249324039936853,0.0022426258085416,0.00175421009073582,0.000975038874180179,-0.00106349987647359,0.00155292895123951,0.00253563790337536,0.000197333342902854,-0.000812305695396075,0.00141197486946583,-0.00206376306355454,-0.000683941147635646,-0.0022875561149174,-0.00469293062783905,-0.00657857535873653,-0.00421575033241901,-0.00323582155996703,-0.0227046953680017,-0.00285465288211383,0.00307785871367968,0.00149455949068514
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0692208406941028,0.0219982641976879,0.0479550118202035,0.0168475322529534,0.0177192692649808,0.0226878404587175,0.0284973770294856,0.0161275621342794,0.0311367253828091,0.0260361217068071,0.0203370276169446,0.0220591364555158,0.0256301107976022,0.0221882441826807,0.0236798671613951,0.0353598955180413,0.0466300560249659,0.0262077575389451,0.0239058508345744,0.0258197006459348,0.0183508366943928,0.0284722466883674,0.0197331023362133,0.0175044269568016,0.0537691092128639,0.0355285047953058,0.0817412783177233,0.0171016500503199,0.0172504995479014,0.0589997879178067,0.0287789961695508,0.0330616021190505,0.0196637674750754,0.0035283047718649,0.00716201076215359,0.0140801142574588,0.00599370705758735,0.00717634326666746,0.00691577717578929,0.00737509626594102,0.00475740047610323,0.00149858614851938,0.00867433328241286,0.00770050049066519,0.00393575433632138,0.00678136487264347,0.00809141243837732,0.00720557495255686,0.0127347400954922,0.0172587629911565,0.0104624511203674,0.00795940385181639,0.00916798895608931,0.00624790476528146,0.00703531891753718,0.00783220643759884,0.00574447815784518,-5.96673457301486e-05,0.00477710796254751,0.0430605761016592,0.00224327791281144,0.00657038726852063,0.0201782888738526,0.0112417234009964,0.0130491366037891,0.00938474483804018
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0342363449374033,0.0267952881312206,0.0796013396532553,0.0226333533994632,0.0274236799522213,0.0592312570299213,0.02370289003209,0.0229769432897128,0.0428193037829826,0.0186871489551507,0.0185841453341906,0.0228808774926669,0.0263096099438879,0.0339386419131527,0.027935245392134,0.0212881086204302,0.0262813285870351,0.0195012459976636,0.0217726142169254,0.024422776247728,0.0476684546279995,0.0259549292971546,0.0243760809445263,0.0344177205240814,0.0194947406293794,0.0441318783742375,0.0452389756359115,0.0247622062188836,0.0293984016703867,0.0208916969315906,0.0270234380096452,0.0218915420458091,0.0337277921811588,-0.0165305151467742,-0.0112142168402277,-0.0306843016055764,-0.0113081536331164,-0.011053828475483,-0.0274921285663692,-0.00944756291617179,-0.0125729899280184,-0.0140421153808737,-0.00816864271726032,-0.0100829391469018,-0.0127039299431167,-0.00994412248869217,-0.0180076969765146,-0.0122736641452391,-0.00834030084501429,-0.0105665843548739,-0.007889945080382,-0.00879909049781957,-0.0109598437362982,-0.0125730526264986,-0.0132447671289925,-0.0132215095253494,-0.0234504117970212,-0.00881444329037323,-0.0205824860447875,-0.0133517778352206,-0.009452986202836,-0.014115145735396,-0.00947137056338919,-0.0125125123314289,-0.00875107390214333,-0.0124050704420065
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0437147249569675,0.0290205468008319,0.0260613789168754,0.020744441610531,0.0311400050382472,0.0296496999682108,0.0274336330986097,0.0182177171666373,0.0271532964337576,0.0324166195696929,0.0394096154602925,0.0262564926266321,0.0315649374599423,0.0214796135562247,0.0261081249143278,0.0302566897912344,0.028121365897863,0.0261954906202911,0.0236860405638539,0.0241031612091577,0.02606366086095,0.0359393142314681,0.0232999140691594,0.0222385352243411,0.0420555824036668,0.0272788391908304,0.0783267551100455,0.0218440006553916,0.0203455961382409,0.0647553695888468,0.0288161015328345,0.0248340266799678,0.0214687086540764,0.0106289776776521,0.00382488823837379,0.00545632922208561,0.00281720386691613,0.00689974605060202,0.00582391829840447,0.00481552300509607,0.000894188719438544,0.00563696916740264,0.00731302169601959,0.00361683212826634,0.00527937437881429,0.00629954046327779,0.00249240168520771,0.00399078932593429,0.00674432911101526,0.00304639081692305,0.00549245413777768,0.00375021937682163,0.00339802456217655,0.00440300585599194,0.0129663642080342,0.0022959968179683,0.00176967023520364,0.00694543116477212,0.00736085527744375,0.00640946403129952,0.0021674820708421,0.00311872924755399,-0.00381225116430126,0.00357026585722969,0.0050020168150711,0.00509945069958862
"SPEECH_574","1996-10-02","1996-10-01",49,0.0261719095149214,0.0322774742624839,0.0239395968662267,0.0182233164454837,0.0258082901394129,0.0237430489066727,0.0365949860402275,0.029012721177529,0.025049390784472,0.0216492147036471,0.0225312715739394,0.0290815106289576,0.0303121561095922,0.0237121123387314,0.0243950391103079,0.0416515075420279,0.0239688443435489,0.0337556385750616,0.0250034974382289,0.0200229308287778,0.0231692638715276,0.0343632611904337,0.0229507030240455,0.0300802714117164,0.0567761730477824,0.0340712444371149,0.0551305785201532,0.0245623614051962,0.0278013402101611,0.0459665335546318,0.0272563958437301,0.0325520014605976,0.0484154146926592,0.00364713624780958,0.00194135597941921,0.00702536654894896,0.00391076250069376,0.00510953698889197,0.00212483356290056,0.00921402043963392,0.00172707699644027,0.00158587231450459,0.00715826797270472,0.00818478253577105,0.00643010289188213,0.00392067439338985,0.00234630809003078,0.00830410883563005,0.0166539362181469,0.0101866066841724,0.00254970427422812,0.00768995132032419,0.00515814143103324,0.00625274823934872,0.0110941600219551,0.00119977590739101,0.0048823218809235,0.0134958234595794,0.0128289302465058,0.0200904777784635,0.00514083183561817,-0.000155329848342039,0.00752298380194273,0.00311021413104844,0.00517941728364924,0.0121141620819535
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0599982829748918,0.033339971950571,0.0306643230718555,0.0196327223900441,0.0252541528819942,0.0343635339762307,0.0245794671197385,0.0216582739073465,0.0282064204461131,0.0193245807214961,0.018839742439001,0.0268142286492939,0.0264360631981622,0.0192579696070683,0.0220609929633231,0.026561266496011,0.0275592279506566,0.0202244104291699,0.0214145090158493,0.0206435919757815,0.0222965255702011,0.0518615258179217,0.021346189068179,0.0249992064120404,0.0226959740360702,0.0420269830093907,0.0723172413472219,0.021400093092793,0.0235081437686582,0.0937710160025703,0.022097616226026,0.0344303190856814,0.0204154343986477,-0.00832048446060437,-0.0109136557233804,-0.0108050431647396,-0.00477568181823315,-0.0124552681943233,-0.00841953567655212,-0.00439472174296534,-0.00390135116798915,-0.00613403008768203,-0.00522562759368253,-0.00760044210969488,-0.0109057454187224,-0.00872684327670137,-0.00732385407047734,-0.00858857229302688,-0.00483119002677511,-0.00761395181138269,-0.00527377392473524,-0.00245089715752432,-0.00433033368114173,-0.00487836614505482,-0.00644944289413671,-0.00650774347144209,-0.0122680987767322,-0.00618022455433616,-0.0149855510653658,-0.000134865324323244,-0.00806321451161497,-0.0062143035662465,-0.0235767853253702,-0.00482155010024131,-0.00935106046936606,-0.00570491788457173
"SPEECH_478","1996-10-07","1996-10-01",40,0.0356757888677233,0.0339809931380036,0.0235362266113697,0.0216885252102312,0.0358408055164434,0.0234666528854623,0.0382902216909102,0.0183867422474313,0.0319385553276866,0.0244162799116701,0.0596603272675718,0.0275677974123197,0.0412672752870345,0.0220248673050478,0.0343783516036122,0.0199893063499954,0.0444506871204006,0.0259485135764866,0.0323292727159672,0.0199998634257698,0.0250428215730021,0.0268476598608912,0.024587697600929,0.019807863499061,0.0428481512117103,0.0260374599260258,0.0484804649175609,0.0351233564360972,0.0267390892897111,0.0269390173585824,0.0350731834633776,0.0252749811271956,0.0223612002647186,0.00965796435866735,0.0135386655212961,0.00982544991638469,0.0083812654877691,0.00957630564335573,0.0095513813262439,0.0158331445204093,0.00764580486246958,0.012848363940251,0.00688800836179778,0.0243849288148982,0.00977010116851127,0.0159269533710979,0.0109898520281637,0.0122223064822992,0.00706387371127786,0.0204784290137046,0.0130827430328069,0.0136865520000484,0.00901065708427123,0.0102701416150704,0.00850646735241781,0.00906212992053557,0.00796492016238534,0.0152524912106902,0.00758930957604335,0.0182491643836974,0.0125856145552238,0.0139795442732347,0.00859470579678123,0.0151169066760759,0.00950305039918808,0.0105109070140928
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0387210359766318,0.040104511276737,0.0295682955262055,0.0214017210414102,0.0233332043877407,0.0248761491391354,0.0302140707326204,0.0305811959634032,0.0327880251537165,0.0185759094612567,0.0214857450228249,0.0395889652896255,0.0314843384836291,0.0239169166957885,0.0312320046516066,0.021162889442369,0.0238824584279344,0.0440505894351087,0.0276966346846491,0.0347720948180271,0.0210732807305095,0.0275744184735249,0.0261090809358084,0.0302669230989195,0.0584006518734688,0.0276122616674,0.0570639860099887,0.0278698323069582,0.0287574120214538,0.0349230200940434,0.0288366283671266,0.0179038653872367,0.0241718834231412,0.00141179805100735,-0.004014921222401,0.00314834299032728,-0.000887015565549025,0.000664017688984156,0.00208365358816503,0.00404370792412665,0.000963228161077296,0.00220214501644938,-0.000405558957362103,-0.00150624041188975,2.44227570258725e-05,0.000199243792882276,0.00281060472228524,-0.00134686622672654,0.00155451619012968,0.000539917594367304,0.00810560643266431,-0.000525127595249033,-0.000974902289559037,0.00144030542237637,-0.0024646985286562,-0.000826457325907593,0.000634841374488135,-0.00260008902865281,0.0043348265100975,0.00909552236858944,0.00364149385650017,-0.00166247431268571,-0.000317254226478194,0.00249765995257865,0.000577489197862743,0.00151349636289129
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0417549057419506,0.0417496135700985,0.0250015681675081,0.0193774106418428,0.0297117071624412,0.0277798804701559,0.0446378085883356,0.0273490238916102,0.0278927604551109,0.0205663629767776,0.0202957534933883,0.0609177515515377,0.0293397337322007,0.0307771011074757,0.0326374119704175,0.0348314898589389,0.0256934830897355,0.022481207111998,0.0236115920324496,0.0216939740744188,0.0236314362770565,0.0332916353978569,0.0208774405802598,0.0337842966958912,0.0302694554663415,0.0352072839944635,0.0556209633303741,0.0325734623994847,0.0227424380559137,0.0241354958755111,0.0239233392066928,0.0202989015340783,0.0355433114976839,0.00381242379455017,-0.00210296881088137,0.00258011769272362,0.000818229413780691,-0.000323715827491625,0.00068373638031052,-0.00888900400050519,-0.00476854583487783,-0.000916198333633729,-0.000509800602418871,-0.000683698048106931,-0.00431201913652054,0.00171353600747656,-0.000553541717532235,-0.00251401596636577,0.00565715947970883,0.000548414158365066,0.00207198248089116,0.000202867437537483,0.000511355444878761,0.00134925575992522,-0.000398835786715935,-0.00135688303359955,-0.00153853525228025,-0.000438672794560217,0.0038387407139045,0.0122389903877647,-0.00217539833316599,-0.00106385416941905,0.00243140266712729,-0.00142577492268413,0.00023765546254808,-0.00142646745848255
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0342658295461844,0.0449990826624656,0.0214402635409149,0.0262786766692027,0.0253980115664995,0.0299600297704893,0.0269224989959767,0.0211019273676534,0.025000833109058,0.0295721868818543,0.0207816935569985,0.0319860105845063,0.02810719657587,0.0305973063046373,0.0244208760485034,0.0472183678622465,0.0243317620795074,0.034714990879409,0.0329265409445937,0.0235304984997307,0.0375013835190925,0.0214755997056392,0.0224525548348999,0.0296009505385911,0.0245338197012283,0.0283441196818387,0.0945913573457982,0.0222998915854785,0.030649343360322,0.0206844131672675,0.0305026576249604,0.0261625702956177,0.027646755192964,0.00687742315303615,-0.00556499033810456,0.0049152304065268,0.00263284563485342,0.00364848340517707,-0.00039305468514292,0.00622195603784936,0.00457416370022845,0.00702914444765419,0.00631512271022675,0.00697658868484929,0.00363342837746673,0.00286373470500129,0.00576010269938391,0.00556824749513255,0.0175754790037707,0.00378529104862478,0.0152667971233796,0.00802088638158124,0.00396651178749761,0.00996116998676235,0.00451263171449057,0.00747863534463804,0.00690205253591148,0.00664745102184954,0.00905239714041444,0.0250693821789424,0.00510113979965395,0.00581660880988773,0.00401360851854139,0.00976010157937709,0.00672877107346945,-0.00157629555700442
